Accelerometer LUA_ accX;Accelerometer LWR accX;InertialMeasurementUnit LLA accZ;Accelerometer LH accZ;Accelerometer LWR accZ
480.0;255.0;572.0;-989.0;1066.0
448.0;347.0;678.0;-853.0;1127.0
364.0;201.0;724.0;-768.0;1078.0
278.0;164.0;784.0;-704.0;1026.0
139.0;63.0;851.0;-633.0;1065.0
46.0;-62.0;791.0;-451.0;1062.0
-34.0;-202.0;638.0;-410.0;1019.0
-146.0;-328.0;537.0;-226.0;931.0
-221.0;-364.0;416.0;-74.0;811.0
-209.0;-428.0;311.0;46.0;677.0
-247.0;-529.0;155.0;225.0;492.0
-182.0;-491.0;2.0;328.0;400.0
-171.0;-484.0;-117.0;385.0;306.0
-149.0;-444.0;-237.0;308.0;193.0
-110.0;-481.0;-347.0;1369.0;-68.0
-43.0;-401.0;-287.0;1458.0;111.0
2.0;-437.0;-298.0;303.0;334.0
100.0;-439.0;-458.0;289.0;518.0
138.0;-285.0;-408.0;2.0;689.0
51.0;-200.0;-52.0;144.0;548.0
-87.0;-122.0;-63.0;108.0;514.0
-168.0;-106.0;21.0;79.0;459.0
-237.0;-128.0;68.0;140.0;332.0
-359.0;-207.0;124.0;344.0;342.0
-459.0;-303.0;212.0;520.0;321.0
-512.0;-512.0;81.0;852.0;305.0
-494.0;-744.0;-54.0;1100.0;288.0
8.0;176.0;476.0;-610.0;529.0
-59.0;146.0;432.0;-394.0;512.0
?;104.0;389.0;-483.0;357.0
?;68.0;354.0;-411.0;261.0
?;2.0;311.0;112.0;329.0
?;-429.0;218.0;102.0;530.0
-282.0;-830.0;48.0;398.0;638.0
-326.0;-1230.0;?;631.0;666.0
8.0;-1353.0;?;756.0;808.0
110.0;-1254.0;?;636.0;1039.0
316.0;-1299.0;?;780.0;764.0
212.0;-1236.0;?;852.0;717.0
113.0;-1295.0;?;669.0;895.0
-9.0;-1065.0;?;510.0;867.0
-41.0;-746.0;?;203.0;889.0
-45.0;-646.0;-394.0;-141.0;794.0
-76.0;-579.0;-233.0;-211.0;711.0
-53.0;-486.0;-26.0;-150.0;680.0
2.0;-491.0;11.0;-75.0;629.0
84.0;?;-30.0;51.0;608.0
117.0;?;-43.0;154.0;588.0
107.0;?;-14.0;212.0;592.0
97.0;?;20.0;223.0;530.0
44.0;?;20.0;198.0;460.0
-28.0;?;16.0;164.0;441.0
-80.0;?;11.0;148.0;412.0
-73.0;?;4.0;71.0;349.0
-68.0;?;4.0;88.0;285.0
-68.0;?;-16.0;101.0;259.0
-66.0;-304.0;-23.0;155.0;258.0
-46.0;-278.0;-48.0;167.0;222.0
-42.0;-262.0;-64.0;95.0;248.0
-50.0;-272.0;-63.0;63.0;304.0
?;-272.0;-56.0;45.0;296.0
?;-283.0;-40.0;56.0;309.0
?;-292.0;-36.0;38.0;346.0
?;-294.0;-37.0;1.0;380.0
?;-334.0;-29.0;-10.0;471.0
?;-362.0;-19.0;1.0;479.0
?;-360.0;0.0;44.0;488.0
?;-358.0;16.0;62.0;471.0
?;-404.0;15.0;58.0;505.0
?;-449.0;5.0;36.0;568.0
?;-409.0;6.0;30.0;556.0
?;-396.0;16.0;34.0;505.0
?;-408.0;21.0;68.0;495.0
-40.0;-408.0;7.0;93.0;501.0
-56.0;-418.0;-14.0;108.0;454.0
-9.0;-409.0;-26.0;-1.0;?
14.0;-428.0;-21.0;133.0;?
64.0;-412.0;-29.0;159.0;?
-90.0;-345.0;-34.0;113.0;?
-213.0;-366.0;-52.0;108.0;?
94.0;-270.0;-80.0;172.0;?
310.0;-399.0;-17.0;51.0;?
224.0;-637.0;-51.0;234.0;?
75.0;-470.0;-44.0;382.0;?
-42.0;-297.0;-81.0;191.0;301.0
-29.0;-255.0;-129.0;-97.0;527.0
?;-396.0;-170.0;-293.0;670.0
?;-243.0;-30.0;-275.0;516.0
?;-112.0;171.0;-216.0;450.0
?;-214.0;184.0;-54.0;512.0
?;-290.0;88.0;-9.0;457.0
14.0;-283.0;40.0;18.0;472.0
-13.0;-253.0;67.0;16.0;483.0
-6.0;-266.0;94.0;60.0;456.0
-35.0;-312.0;93.0;97.0;402.0
-46.0;-367.0;71.0;139.0;396.0
-58.0;-382.0;29.0;152.0;349.0
-39.0;-389.0;-7.0;152.0;389.0
-46.0;-397.0;-24.0;153.0;387.0
-19.0;-435.0;-28.0;176.0;389.0
-27.0;-449.0;-36.0;178.0;393.0
8.0;-445.0;-64.0;159.0;409.0
2.0;-459.0;-72.0;166.0;437.0
-10.0;-471.0;-78.0;150.0;417.0
8.0;-443.0;-76.0;115.0;421.0
3.0;-437.0;-87.0;60.0;432.0
13.0;-421.0;-83.0;27.0;452.0
41.0;-371.0;-56.0;13.0;453.0
25.0;-360.0;-38.0;41.0;463.0
5.0;-359.0;-21.0;13.0;439.0
-16.0;-348.0;-7.0;52.0;424.0
-20.0;-338.0;-5.0;72.0;420.0
-1.0;-329.0;-1.0;51.0;399.0
29.0;-333.0;4.0;31.0;391.0
39.0;-325.0;7.0;81.0;379.0
41.0;-327.0;1.0;149.0;369.0
?;-349.0;-7.0;161.0;367.0
?;-344.0;-11.0;127.0;383.0
?;-333.0;-28.0;73.0;375.0
-14.0;-324.0;-21.0;21.0;386.0
-12.0;-305.0;-11.0;?;412.0
4.0;-308.0;-1.0;?;406.0
23.0;-330.0;7.0;?;394.0
13.0;-340.0;18.0;?;424.0
1.0;-349.0;24.0;?;422.0
7.0;-330.0;5.0;?;419.0
24.0;-360.0;8.0;?;436.0
23.0;-373.0;8.0;?;408.0
35.0;-365.0;3.0;?;463.0
0.0;-363.0;3.0;?;413.0
-226.0;-366.0;-6.0;78.0;449.0
23.0;-312.0;-16.0;83.0;344.0
184.0;-398.0;-9.0;174.0;273.0
281.0;-519.0;-21.0;280.0;497.0
192.0;-502.0;10.0;324.0;408.0
104.0;-376.0;-62.0;203.0;356.0
73.0;-248.0;-89.0;-7.0;560.0
104.0;-252.0;-54.0;?;633.0
83.0;-253.0;-13.0;?;548.0
34.0;-243.0;126.0;?;463.0
24.0;-212.0;?;?;484.0
10.0;-181.0;?;?;495.0
18.0;-182.0;?;?;494.0
34.0;-234.0;?;5.0;415.0
?;-259.0;175.0;81.0;396.0
?;-277.0;158.0;100.0;414.0
?;-281.0;87.0;77.0;458.0
?;-263.0;60.0;60.0;?
?;-307.0;55.0;64.0;?
25.0;-340.0;52.0;91.0;?
4.0;-353.0;42.0;98.0;?
-17.0;-361.0;17.0;93.0;?
-9.0;-367.0;11.0;111.0;?
20.0;-387.0;3.0;144.0;?
5.0;-408.0;-9.0;171.0;?
-31.0;-409.0;-19.0;125.0;?
-37.0;-408.0;-19.0;87.0;404.0
-12.0;-398.0;-39.0;63.0;427.0
-4.0;-400.0;-29.0;78.0;?
27.0;-398.0;-16.0;91.0;?
11.0;-402.0;-19.0;61.0;?
10.0;-411.0;-22.0;97.0;?
1.0;-401.0;-23.0;142.0;?
20.0;-384.0;-19.0;148.0;?
17.0;-399.0;-29.0;154.0;?
6.0;-381.0;-38.0;119.0;?
4.0;-350.0;-36.0;128.0;?
22.0;-314.0;-32.0;58.0;?
21.0;-327.0;-20.0;40.0;?
32.0;-315.0;-15.0;2.0;?
22.0;-283.0;?;4.0;424.0
19.0;-272.0;?;39.0;404.0
15.0;-273.0;?;54.0;403.0
-10.0;-281.0;?;79.0;381.0
-39.0;-272.0;?;89.0;359.0
-15.0;-302.0;?;92.0;333.0
26.0;-305.0;?;61.0;373.0
58.0;-313.0;?;60.0;396.0
48.0;-333.0;?;52.0;417.0
47.0;-339.0;?;73.0;420.0
58.0;-346.0;?;56.0;428.0
-88.0;-316.0;-6.0;87.0;389.0
-115.0;-322.0;-8.0;77.0;419.0
182.0;-297.0;-7.0;134.0;230.0
173.0;-444.0;-11.0;?;374.0
170.0;-464.0;-1.0;319.0;348.0
168.0;-390.0;2.0;302.0;314.0
83.0;-348.0;-86.0;68.0;494.0
86.0;-308.0;-53.0;-105.0;701.0
155.0;-263.0;-45.0;-240.0;496.0
132.0;-236.0;86.0;-194.0;500.0
100.0;-250.0;193.0;-33.0;515.0
61.0;-190.0;134.0;?;500.0
10.0;-162.0;61.0;?;507.0
41.0;-175.0;95.0;?;448.0
71.0;-223.0;145.0;?;364.0
86.0;?;170.0;?;351.0
44.0;-266.0;129.0;?;375.0
18.0;-252.0;70.0;?;384.0
15.0;-268.0;52.0;?;399.0
16.0;-279.0;40.0;53.0;397.0
35.0;-318.0;45.0;80.0;393.0
38.0;-321.0;36.0;99.0;414.0
7.0;-341.0;21.0;121.0;413.0
2.0;-338.0;12.0;139.0;404.0
-12.0;-345.0;8.0;85.0;400.0
23.0;-374.0;3.0;108.0;386.0
13.0;-380.0;-1.0;111.0;428.0
18.0;-392.0;0.0;91.0;455.0
0.0;-384.0;3.0;91.0;432.0
1.0;-401.0;-8.0;90.0;452.0
-2.0;-399.0;-13.0;92.0;452.0
5.0;-386.0;-13.0;85.0;448.0
32.0;-390.0;-10.0;70.0;456.0
25.0;-395.0;-10.0;?;484.0
19.0;-401.0;-16.0;?;435.0
18.0;-381.0;-15.0;?;429.0
20.0;-378.0;-13.0;?;443.0
14.0;-379.0;-14.0;?;424.0
9.0;-360.0;-20.0;?;405.0
14.0;-347.0;-12.0;?;411.0
35.0;-318.0;-7.0;?;411.0
40.0;-307.0;-2.0;?;423.0
31.0;-287.0;3.0;?;365.0
19.0;-283.0;1.0;?;356.0
10.0;-300.0;2.0;?;334.0
-28.0;-284.0;-2.0;110.0;343.0
-1.0;-256.0;-3.0;64.0;333.0
-34.0;-273.0;-7.0;33.0;332.0
-23.0;-263.0;3.0;77.0;346.0
-3.0;-276.0;6.0;91.0;325.0
42.0;-291.0;8.0;57.0;364.0
14.0;-292.0;2.0;19.0;392.0
54.0;-283.0;-1.0;52.0;404.0
13.0;?;12.0;16.0;404.0
106.0;?;14.0;-4.0;421.0
-225.0;?;14.0;-6.0;452.0
41.0;?;22.0;44.0;481.0
273.0;-354.0;26.0;216.0;354.0
226.0;-557.0;26.0;253.0;534.0
208.0;?;40.0;325.0;419.0
145.0;?;34.0;254.0;386.0
66.0;?;-47.0;46.0;566.0
107.0;?;-60.0;-153.0;652.0
139.0;?;-42.0;-168.0;479.0
102.0;?;108.0;-27.0;485.0
91.0;?;178.0;59.0;499.0
40.0;-183.0;81.0;33.0;493.0
36.0;-173.0;44.0;13.0;458.0
48.0;-194.0;121.0;10.0;435.0
26.0;-204.0;142.0;63.0;373.0
14.0;-204.0;138.0;73.0;335.0
2.0;-205.0;102.0;69.0;335.0
-12.0;-218.0;67.0;82.0;348.0
-32.0;-252.0;65.0;61.0;353.0
6.0;-278.0;52.0;70.0;344.0
10.0;-303.0;44.0;29.0;391.0
48.0;-328.0;31.0;42.0;455.0
57.0;-333.0;19.0;43.0;488.0
61.0;-352.0;15.0;49.0;520.0
89.0;-370.0;26.0;43.0;547.0
64.0;-396.0;29.0;52.0;558.0
6.0;-392.0;33.0;76.0;572.0
-14.0;-380.0;45.0;62.0;547.0
-20.0;-386.0;42.0;76.0;516.0
-13.0;-417.0;36.0;113.0;474.0
19.0;-409.0;40.0;123.0;452.0
35.0;-428.0;26.0;142.0;425.0
49.0;-404.0;-2.0;157.0;431.0
33.0;-389.0;-13.0;173.0;414.0
29.0;-372.0;-19.0;143.0;407.0
19.0;-378.0;-33.0;121.0;399.0
20.0;-363.0;-25.0;80.0;403.0
0.0;-336.0;-18.0;111.0;366.0
-13.0;-305.0;-16.0;137.0;376.0
-29.0;-285.0;-5.0;90.0;343.0
65.0;-319.0;-7.0;82.0;343.0
59.0;-321.0;-6.0;82.0;374.0
96.0;-314.0;6.0;99.0;364.0
72.0;-303.0;-1.0;98.0;382.0
11.0;-275.0;-5.0;112.0;383.0
-21.0;-244.0;5.0;82.0;404.0
-2.0;-243.0;14.0;18.0;384.0
5.0;-253.0;20.0;-31.0;394.0
16.0;-252.0;25.0;5.0;384.0
28.0;-255.0;50.0;1.0;380.0
28.0;-280.0;56.0;40.0;384.0
45.0;-310.0;48.0;72.0;434.0
48.0;?;42.0;100.0;427.0
39.0;-335.0;41.0;82.0;400.0
18.0;-342.0;23.0;118.0;401.0
-13.0;-333.0;22.0;83.0;389.0
27.0;-340.0;8.0;65.0;403.0
36.0;-361.0;-1.0;45.0;392.0
-42.0;-344.0;3.0;36.0;378.0
61.0;-339.0;2.0;42.0;406.0
328.0;-357.0;1.0;177.0;305.0
371.0;-474.0;3.0;318.0;479.0
194.0;-530.0;-4.0;316.0;502.0
156.0;-378.0;-33.0;195.0;543.0
70.0;-326.0;-77.0;-33.0;641.0
113.0;-267.0;-37.0;-203.0;613.0
105.0;-221.0;47.0;?;488.0
134.0;-170.0;208.0;?;468.0
135.0;-194.0;215.0;?;465.0
78.0;-221.0;94.0;?;580.0
-149.0;-297.0;56.0;51.0;651.0
-157.0;-424.0;113.0;-14.0;810.0
-181.0;-627.0;148.0;-132.0;881.0
-180.0;-773.0;155.0;-83.0;882.0
-282.0;-799.0;78.0;14.0;964.0
-298.0;-854.0;57.0;140.0;931.0
-298.0;-1050.0;-48.0;262.0;?
-271.0;-1070.0;-82.0;405.0;?
-259.0;-1094.0;-133.0;370.0;?
-147.0;-952.0;-245.0;311.0;588.0
-128.0;-936.0;-363.0;344.0;428.0
-149.0;-851.0;-418.0;362.0;345.0
-35.0;-760.0;-383.0;385.0;345.0
143.0;-793.0;-388.0;305.0;226.0
52.0;-589.0;-441.0;275.0;253.0
202.0;-380.0;-434.0;6.0;284.0
229.0;-171.0;-421.0;-405.0;337.0
229.0;76.0;-413.0;-707.0;301.0
262.0;183.0;-294.0;-680.0;229.0
276.0;155.0;-133.0;-842.0;168.0
296.0;249.0;140.0;-700.0;214.0
316.0;239.0;132.0;-607.0;206.0
322.0;148.0;197.0;-551.0;271.0
366.0;117.0;208.0;-620.0;276.0
384.0;37.0;253.0;-555.0;335.0
386.0;20.0;241.0;-632.0;455.0
401.0;62.0;233.0;-724.0;432.0
394.0;74.0;227.0;-653.0;464.0
399.0;32.0;240.0;-659.0;483.0
394.0;74.0;305.0;-760.0;445.0
425.0;25.0;274.0;-670.0;450.0
407.0;-25.0;323.0;-590.0;478.0
396.0;-63.0;326.0;-640.0;490.0
?;-68.0;285.0;-658.0;459.0
380.0;-22.0;296.0;-611.0;505.0
358.0;-32.0;243.0;-535.0;473.0
?;-87.0;251.0;-586.0;488.0
?;-62.0;?;-608.0;435.0
?;-40.0;?;-544.0;413.0
?;-19.0;?;-583.0;393.0
?;-10.0;?;-643.0;367.0
?;48.0;?;-831.0;382.0
?;262.0;?;-963.0;360.0
?;?;?;-822.0;290.0
?;?;?;-596.0;278.0
?;?;?;-413.0;362.0
?;?;?;-143.0;230.0
?;?;?;278.0;208.0
?;?;320.0;595.0;246.0
-224.0;?;187.0;862.0;548.0
-666.0;?;-5.0;798.0;717.0
-229.0;?;-193.0;548.0;574.0
-406.0;?;-268.0;611.0;?
93.0;?;-443.0;521.0;?
196.0;-612.0;-280.0;278.0;?
655.0;-764.0;-460.0;286.0;896.0
509.0;-910.0;-369.0;418.0;841.0
264.0;-857.0;-149.0;251.0;1000.0
86.0;-440.0;-61.0;-127.0;1132.0
-18.0;-223.0;-120.0;-459.0;1044.0
-54.0;-245.0;-28.0;-343.0;901.0
-56.0;-371.0;192.0;-269.0;741.0
20.0;-440.0;329.0;-138.0;701.0
87.0;-397.0;257.0;-1.0;662.0
?;-345.0;210.0;90.0;565.0
?;-301.0;168.0;107.0;524.0
?;-260.0;133.0;126.0;427.0
?;-288.0;103.0;137.0;388.0
?;-276.0;87.0;149.0;319.0
?;-280.0;68.0;188.0;?
?;-302.0;35.0;202.0;286.0
?;-322.0;2.0;188.0;265.0
?;-331.0;-25.0;182.0;236.0
?;-330.0;-32.0;166.0;233.0
?;?;-40.0;144.0;248.0
?;?;-48.0;103.0;304.0
?;?;-54.0;60.0;350.0
?;?;-56.0;42.0;412.0
?;?;-46.0;37.0;388.0
?;-324.0;-35.0;21.0;460.0
?;-311.0;-20.0;-6.0;513.0
?;-337.0;-3.0;-40.0;531.0
?;-329.0;11.0;-45.0;530.0
?;-296.0;47.0;-88.0;529.0
?;-284.0;70.0;-43.0;478.0
?;-272.0;77.0;3.0;491.0
?;-310.0;86.0;1.0;474.0
2.0;-331.0;78.0;32.0;452.0
25.0;-333.0;69.0;87.0;410.0
1.0;-366.0;72.0;115.0;407.0
-15.0;-389.0;52.0;151.0;410.0
2.0;-376.0;36.0;142.0;390.0
-17.0;-381.0;5.0;161.0;396.0
-10.0;-354.0;-6.0;130.0;365.0
-28.0;-340.0;-23.0;121.0;344.0
9.0;-335.0;-22.0;110.0;366.0
39.0;-366.0;-22.0;89.0;385.0
50.0;-370.0;-32.0;44.0;398.0
29.0;-339.0;-38.0;79.0;383.0
7.0;-311.0;-22.0;85.0;414.0
40.0;-353.0;-10.0;54.0;428.0
7.0;-362.0;-3.0;22.0;403.0
-21.0;-331.0;-4.0;3.0;443.0
6.0;-280.0;17.0;29.0;433.0
27.0;-288.0;27.0;13.0;434.0
19.0;-333.0;29.0;35.0;420.0
-1.0;-313.0;37.0;61.0;402.0
1.0;-320.0;39.0;51.0;426.0
?;-340.0;35.0;63.0;421.0
?;-328.0;34.0;79.0;415.0
38.0;-334.0;31.0;74.0;450.0
19.0;-348.0;36.0;57.0;431.0
-11.0;-339.0;16.0;44.0;410.0
-20.0;-322.0;15.0;93.0;408.0
-29.0;-325.0;18.0;70.0;405.0
-14.0;-356.0;11.0;106.0;366.0
3.0;-343.0;10.0;109.0;374.0
15.0;-348.0;6.0;78.0;373.0
11.0;-350.0;-2.0;88.0;404.0
-24.0;-311.0;-4.0;111.0;385.0
-21.0;-323.0;0.0;105.0;416.0
16.0;-332.0;-8.0;58.0;415.0
64.0;-342.0;-11.0;40.0;424.0
25.0;-332.0;-2.0;51.0;428.0
28.0;-302.0;3.0;62.0;429.0
12.0;-316.0;13.0;45.0;452.0
19.0;-351.0;22.0;27.0;432.0
-28.0;-333.0;16.0;77.0;384.0
-39.0;-316.0;18.0;69.0;399.0
-37.0;-331.0;16.0;87.0;389.0
10.0;-328.0;15.0;68.0;416.0
39.0;-355.0;8.0;38.0;436.0
24.0;-353.0;8.0;39.0;415.0
2.0;?;3.0;99.0;424.0
-8.0;?;5.0;106.0;394.0
26.0;?;1.0;93.0;392.0
13.0;?;-5.0;96.0;349.0
-2.0;?;1.0;122.0;325.0
-10.0;?;-10.0;92.0;357.0
-24.0;-295.0;0.0;81.0;366.0
5.0;-302.0;-9.0;31.0;364.0
4.0;-327.0;3.0;86.0;387.0
-11.0;-335.0;6.0;74.0;413.0
10.0;-344.0;10.0;46.0;415.0
11.0;?;18.0;43.0;435.0
26.0;?;12.0;18.0;443.0
-12.0;?;27.0;63.0;505.0
4.0;?;21.0;62.0;456.0
-4.0;?;10.0;89.0;449.0
28.0;-343.0;27.0;-55.0;436.0
64.0;-283.0;51.0;-63.0;404.0
47.0;-337.0;23.0;50.0;426.0
31.0;-295.0;45.0;73.0;442.0
-3.0;-328.0;31.0;51.0;449.0
1.0;-293.0;9.0;-47.0;458.0
25.0;-336.0;33.0;-80.0;447.0
25.0;?;?;-4.0;457.0
-9.0;?;?;42.0;423.0
9.0;?;?;38.0;427.0
10.0;?;?;31.0;417.0
16.0;?;?;47.0;408.0
-27.0;?;?;76.0;390.0
14.0;?;?;131.0;380.0
10.0;?;?;113.0;394.0
17.0;?;?;92.0;384.0
-5.0;-331.0;?;22.0;394.0
5.0;-351.0;?;37.0;365.0
19.0;-344.0;?;65.0;421.0
27.0;-292.0;?;93.0;464.0
9.0;-330.0;-1.0;18.0;461.0
26.0;-320.0;-1.0;38.0;448.0
59.0;-304.0;43.0;61.0;428.0
22.0;-323.0;49.0;60.0;421.0
-26.0;-271.0;44.0;55.0;413.0
-4.0;-268.0;35.0;80.0;434.0
39.0;-309.0;43.0;59.0;384.0
19.0;-310.0;49.0;77.0;373.0
31.0;-311.0;39.0;80.0;392.0
26.0;-305.0;30.0;52.0;417.0
22.0;-292.0;30.0;29.0;410.0
26.0;-309.0;47.0;52.0;384.0
4.0;-311.0;34.0;47.0;394.0
20.0;-322.0;35.0;62.0;394.0
26.0;-340.0;23.0;44.0;405.0
10.0;-316.0;9.0;49.0;402.0
-7.0;-318.0;15.0;43.0;409.0
24.0;-339.0;15.0;41.0;404.0
15.0;-335.0;20.0;51.0;389.0
16.0;-346.0;15.0;52.0;418.0
12.0;-302.0;9.0;63.0;390.0
10.0;-323.0;11.0;57.0;387.0
19.0;-343.0;10.0;53.0;397.0
27.0;-338.0;21.0;39.0;392.0
2.0;-335.0;14.0;3.0;438.0
33.0;-328.0;13.0;22.0;426.0
40.0;-341.0;16.0;32.0;434.0
31.0;-305.0;25.0;24.0;414.0
9.0;-292.0;19.0;22.0;434.0
19.0;-303.0;17.0;53.0;394.0
7.0;-320.0;?;77.0;402.0
7.0;-312.0;20.0;75.0;374.0
0.0;-319.0;20.0;42.0;396.0
?;-313.0;15.0;61.0;397.0
?;-316.0;11.0;40.0;394.0
?;-301.0;14.0;44.0;380.0
?;-318.0;19.0;60.0;408.0
1.0;-329.0;14.0;50.0;385.0
0.0;-350.0;11.0;68.0;409.0
0.0;-347.0;15.0;65.0;378.0
-13.0;-360.0;13.0;71.0;389.0
-11.0;-338.0;8.0;100.0;386.0
32.0;-328.0;5.0;93.0;401.0
12.0;-350.0;?;60.0;395.0
-6.0;-321.0;?;51.0;?
-1.0;-302.0;?;37.0;?
28.0;-314.0;?;27.0;?
25.0;-330.0;?;32.0;?
11.0;-319.0;?;11.0;?
13.0;-323.0;?;20.0;?
5.0;-335.0;?;42.0;?
43.0;-339.0;?;49.0;?
17.0;-346.0;?;14.0;?
-1.0;-342.0;21.0;-13.0;439.0
10.0;-321.0;25.0;16.0;431.0
9.0;-322.0;22.0;54.0;431.0
-12.0;-313.0;22.0;38.0;399.0
-16.0;-310.0;21.0;65.0;386.0
33.0;-328.0;16.0;76.0;367.0
34.0;-349.0;22.0;118.0;365.0
1.0;-340.0;14.0;91.0;365.0
22.0;-321.0;8.0;39.0;396.0
20.0;-321.0;-3.0;-3.0;?
?;-318.0;10.0;-4.0;?
?;-282.0;14.0;28.0;?
?;-297.0;15.0;41.0;413.0
?;-316.0;27.0;52.0;375.0
?;-306.0;27.0;59.0;398.0
17.0;-321.0;34.0;39.0;395.0
2.0;-301.0;32.0;43.0;407.0
0.0;?;24.0;52.0;406.0
10.0;?;30.0;27.0;418.0
-1.0;?;17.0;17.0;417.0
2.0;?;18.0;60.0;422.0
23.0;?;?;74.0;407.0
11.0;?;?;63.0;413.0
3.0;?;?;62.0;423.0
10.0;?;?;65.0;393.0
16.0;?;?;76.0;408.0
13.0;?;?;41.0;424.0
22.0;?;?;89.0;405.0
24.0;?;?;51.0;379.0
18.0;?;?;52.0;391.0
12.0;-324.0;?;49.0;405.0
16.0;-308.0;?;57.0;377.0
29.0;-310.0;?;84.0;384.0
19.0;-319.0;15.0;76.0;358.0
30.0;-308.0;13.0;73.0;347.0
37.0;-300.0;16.0;62.0;377.0
17.0;-309.0;16.0;47.0;411.0
7.0;-321.0;12.0;28.0;405.0
4.0;-302.0;15.0;19.0;413.0
24.0;-322.0;18.0;18.0;414.0
31.0;-331.0;23.0;36.0;424.0
20.0;-330.0;23.0;42.0;412.0
8.0;-318.0;22.0;49.0;416.0
10.0;-310.0;27.0;70.0;407.0
21.0;-313.0;22.0;70.0;391.0
28.0;-329.0;23.0;30.0;378.0
-21.0;-334.0;18.0;55.0;401.0
-32.0;-285.0;7.0;73.0;405.0
7.0;-307.0;16.0;81.0;393.0
29.0;-320.0;18.0;65.0;381.0
10.0;-337.0;12.0;62.0;377.0
10.0;-318.0;15.0;62.0;?
10.0;-325.0;6.0;82.0;?
8.0;-333.0;2.0;65.0;?
-3.0;-321.0;11.0;76.0;?
-13.0;-350.0;-2.0;62.0;384.0
0.0;-327.0;6.0;54.0;395.0
7.0;-315.0;-2.0;65.0;392.0
3.0;-330.0;5.0;32.0;384.0
5.0;-337.0;1.0;50.0;397.0
?;-344.0;-1.0;81.0;385.0
?;-314.0;8.0;103.0;376.0
?;-332.0;2.0;106.0;380.0
?;-337.0;-11.0;80.0;351.0
?;-325.0;-4.0;78.0;384.0
?;-349.0;-11.0;54.0;411.0
-10.0;-323.0;-7.0;30.0;391.0
24.0;-306.0;-14.0;24.0;419.0
33.0;-337.0;0.0;26.0;425.0
12.0;-333.0;10.0;27.0;397.0
-1.0;-311.0;9.0;59.0;374.0
-10.0;-311.0;22.0;60.0;403.0
3.0;-312.0;19.0;69.0;373.0
-21.0;-321.0;16.0;71.0;368.0
-3.0;-324.0;15.0;79.0;334.0
11.0;-361.0;16.0;91.0;378.0
16.0;-344.0;14.0;70.0;380.0
7.0;-324.0;7.0;37.0;393.0
17.0;-345.0;1.0;14.0;402.0
28.0;-332.0;-2.0;76.0;388.0
13.0;-337.0;-3.0;101.0;402.0
-28.0;?;3.0;122.0;356.0
-28.0;?;1.0;99.0;361.0
-8.0;?;-9.0;50.0;387.0
16.0;?;5.0;52.0;358.0
40.0;?;-6.0;49.0;363.0
23.0;?;12.0;16.0;424.0
20.0;?;15.0;29.0;440.0
12.0;?;11.0;66.0;394.0
-1.0;?;14.0;89.0;400.0
21.0;?;12.0;82.0;357.0
3.0;?;7.0;81.0;376.0
14.0;?;1.0;61.0;377.0
6.0;?;1.0;73.0;362.0
-2.0;-323.0;-6.0;67.0;369.0
8.0;-327.0;-1.0;96.0;376.0
28.0;-317.0;-4.0;89.0;370.0
10.0;-331.0;0.0;25.0;390.0
10.0;-315.0;3.0;61.0;386.0
