InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit BACK Quaternion3;Accelerometer RKN_ accZ;InertialMeasurementUnit R-SHOE EuX;Accelerometer RKN_ accX;Accelerometer RUA_ accX;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit BACK Quaternion4;InertialMeasurementUnit RLA accY;Accelerometer RWR accZ;InertialMeasurementUnit L-SHOE EuY
809.0;586.0;-380.0;82;-377.0;767.0;-4.0;44.0;396.0;573.0;-50
809.0;585.0;-363.0;82;-371.0;708.0;-5.0;45.0;450.0;809.0;-50
812.0;582.0;-383.0;82;-359.0;738.0;-6.0;47.0;265.0;714.0;-50
811.0;583.0;-363.0;82;-374.0;756.0;-6.0;46.0;243.0;759.0;-50
750.0;632.0;-155.0;-121;-172.0;470.0;63.0;-185.0;278.0;654.0;-55
811.0;583.0;-400.0;82;-374.0;745.0;-6.0;46.0;246.0;785.0;-50
811.0;583.0;-380.0;82;-360.0;741.0;-5.0;46.0;250.0;841.0;-50
749.0;630.0;-29.0;-121;-46.0;356.0;65.0;-195.0;245.0;732.0;-63
746.0;629.0;-108.0;-121;-39.0;281.0;68.0;-205.0;234.0;754.0;-75
811.0;584.0;-379.0;82;-350.0;744.0;-5.0;45.0;197.0;836.0;-50
811.0;584.0;-368.0;82;-372.0;726.0;-5.0;45.0;232.0;795.0;-50
811.0;584.0;-361.0;82;-355.0;721.0;-4.0;45.0;224.0;824.0;-50
811.0;584.0;-382.0;82;-362.0;732.0;-3.0;42.0;382.0;732.0;-50
811.0;584.0;-364.0;82;-373.0;746.0;-3.0;42.0;325.0;736.0;-50
744.0;629.0;-48.0;-121;50.0;444.0;69.0;-213.0;287.0;790.0;-82
742.0;629.0;-6.0;-121;76.0;583.0;71.0;-221.0;324.0;825.0;-81
741.0;627.0;-107.0;-121;18.0;335.0;73.0;-228.0;333.0;816.0;-76
741.0;624.0;-141.0;-121;-42.0;367.0;76.0;-235.0;322.0;794.0;-73
741.0;620.0;-126.0;-121;8.0;453.0;80.0;-244.0;271.0;926.0;-70
811.0;584.0;-355.0;82;-353.0;725.0;-3.0;42.0;446.0;693.0;-50
756.0;586.0;-281.0;-120;-24.0;312.0;94.0;-276.0;286.0;720.0;-48
811.0;584.0;-367.0;82;-348.0;713.0;-3.0;43.0;492.0;732.0;-50
810.0;584.0;-391.0;82;-372.0;737.0;-3.0;43.0;449.0;745.0;-50
810.0;585.0;-383.0;82;-363.0;731.0;-2.0;42.0;552.0;756.0;-50
810.0;585.0;-382.0;82;-373.0;738.0;-1.0;42.0;527.0;746.0;-50
810.0;585.0;-363.0;82;-363.0;725.0;-1.0;42.0;442.0;771.0;-50
810.0;585.0;-374.0;82;-377.0;770.0;-1.0;42.0;511.0;762.0;-50
810.0;585.0;-371.0;82;-388.0;760.0;-1.0;43.0;536.0;771.0;-50
811.0;585.0;-395.0;82;-354.0;461.0;15.0;32.0;265.0;489.0;-50
808.0;588.0;-386.0;82;-354.0;521.0;16.0;25.0;349.0;453.0;-50
806.0;590.0;-341.0;80;-327.0;640.0;-38.0;34.0;153.0;715.0;-50
817.0;573.0;-360.0;82;-353.0;639.0;-5.0;71.0;-73.0;679.0;-50
806.0;590.0;-333.0;80;-321.0;646.0;-37.0;36.0;93.0;720.0;-50
806.0;589.0;-347.0;80;-323.0;647.0;-36.0;37.0;109.0;723.0;-50
807.0;589.0;-374.0;80;-323.0;676.0;-36.0;38.0;99.0;703.0;-50
807.0;588.0;-376.0;80;-338.0;660.0;-36.0;39.0;111.0;716.0;-50
807.0;588.0;-352.0;80;-331.0;678.0;-36.0;41.0;113.0;701.0;-50
806.0;590.0;-356.0;80;-337.0;650.0;-37.0;35.0;75.0;693.0;-50
808.0;587.0;-343.0;80;-346.0;640.0;-37.0;43.0;67.0;775.0;-50
808.0;586.0;-330.0;80;-370.0;629.0;-38.0;44.0;106.0;718.0;-50
808.0;587.0;-320.0;80;-381.0;602.0;-37.0;44.0;131.0;730.0;-50
763.0;641.0;-364.0;80;-347.0;838.0;-43.0;-66.0;309.0;635.0;-51
761.0;645.0;-388.0;80;-313.0;936.0;-18.0;-59.0;365.0;1012.0;-51
837.0;542.0;-354.0;82;-344.0;843.0;-25.0;-76.0;370.0;741.0;-50
766.0;640.0;-394.0;78;-320.0;774.0;-27.0;-51.0;308.0;687.0;-52
767.0;638.0;-384.0;78;-308.0;848.0;-50.0;-41.0;462.0;1034.0;-52
766.0;641.0;-396.0;78;-308.0;828.0;-33.0;-46.0;612.0;702.0;-52
767.0;639.0;-367.0;78;-313.0;780.0;-32.0;-47.0;377.0;682.0;-52
769.0;636.0;-367.0;78;-324.0;838.0;-39.0;-47.0;345.0;712.0;-52
771.0;632.0;-393.0;78;-326.0;845.0;-54.0;-46.0;377.0;794.0;-52
764.0;641.0;-385.0;78;-324.0;811.0;-47.0;-51.0;448.0;620.0;-52
764.0;642.0;-376.0;78;-316.0;801.0;-45.0;-52.0;393.0;726.0;-52
763.0;643.0;-370.0;78;-306.0;864.0;-45.0;-53.0;400.0;807.0;-52
754.0;653.0;-353.0;78;-342.0;843.0;-12.0;-74.0;525.0;800.0;-52
757.0;632.0;-394.0;78;-312.0;763.0;-24.0;-167.0;432.0;691.0;-52
756.0;629.0;-401.0;78;-316.0;722.0;-15.0;-178.0;471.0;737.0;-52
769.0;592.0;-414.0;78;-316.0;745.0;11.0;-241.0;483.0;760.0;-52
771.0;634.0;-403.0;86;-273.0;870.0;-23.0;-59.0;385.0;756.0;-52
757.0;637.0;-393.0;85;-286.0;841.0;42.0;-141.0;316.0;702.0;-52
754.0;643.0;-383.0;86;-299.0;790.0;25.0;-129.0;254.0;778.0;-52
751.0;649.0;-386.0;85;-290.0;785.0;11.0;-122.0;543.0;683.0;-52
751.0;648.0;-372.0;85;-289.0;774.0;9.0;-123.0;520.0;727.0;-52
752.0;647.0;-390.0;86;-299.0;746.0;7.0;-124.0;504.0;669.0;-52
764.0;641.0;-393.0;84;-295.0;881.0;-1.0;-74.0;386.0;764.0;-52
764.0;640.0;-383.0;84;-308.0;863.0;-2.0;-73.0;344.0;775.0;-52
756.0;627.0;-390.0;86;-274.0;701.0;33.0;-184.0;172.0;588.0;-52
837.0;541.0;-339.0;82;-362.0;885.0;-22.0;-76.0;538.0;760.0;-50
751.0;589.0;62.0;158;-606.0;664.0;-239.0;178.0;786.0;855.0;-45
852.0;361.0;63.0;119;-29.0;590.0;-276.0;259.0;812.0;808.0;-39
724.0;618.0;-245.0;-148;219.0;242.0;99.0;-289.0;519.0;729.0;-44
841.0;373.0;59.0;117;8.0;630.0;-289.0;265.0;678.0;729.0;-39
834.0;381.0;33.0;113;-17.0;633.0;-296.0;269.0;301.0;776.0;-39
826.0;389.0;72.0;111;22.0;693.0;-302.0;275.0;374.0;842.0;-39
837.0;541.0;-365.0;82;-363.0;863.0;-21.0;-76.0;486.0;743.0;-50
821.0;571.0;-364.0;82;-355.0;432.0;-2.0;-20.0;572.0;871.0;-50
772.0;616.0;38.0;158;-96.0;598.0;-91.0;-129.0;505.0;1009.0;-63
769.0;618.0;2.0;182;-136.0;456.0;-71.0;-149.0;539.0;776.0;-61
765.0;620.0;-64.0;190;-116.0;405.0;-49.0;-170.0;517.0;807.0;-52
760.0;621.0;-52.0;-98;-176.0;409.0;-24.0;-192.0;457.0;989.0;-48
753.0;622.0;-134.0;-211;-150.0;437.0;3.0;-213.0;434.0;885.0;-48
746.0;622.0;-201.0;-144;-119.0;442.0;29.0;-234.0;485.0;742.0;-46
740.0;620.0;-208.0;-164;-317.0;419.0;57.0;-253.0;495.0;734.0;-45
821.0;570.0;-374.0;82;-353.0;471.0;-5.0;-14.0;330.0;829.0;-50
822.0;570.0;-388.0;82;-354.0;454.0;-8.0;-8.0;416.0;825.0;-50
822.0;570.0;-356.0;82;-354.0;436.0;-11.0;-3.0;432.0;813.0;-50
822.0;569.0;-361.0;82;-361.0;507.0;-13.0;2.0;399.0;782.0;-50
823.0;568.0;-363.0;82;-373.0;456.0;-15.0;6.0;416.0;774.0;-50
824.0;566.0;-375.0;82;-343.0;442.0;-20.0;19.0;376.0;919.0;-50
824.0;566.0;-369.0;82;-347.0;438.0;-21.0;21.0;365.0;905.0;-50
825.0;565.0;-365.0;82;-355.0;426.0;-22.0;22.0;398.0;948.0;-50
825.0;564.0;-373.0;82;-351.0;438.0;-23.0;22.0;288.0;922.0;-50
825.0;564.0;-351.0;82;-363.0;496.0;-24.0;22.0;394.0;924.0;-50
826.0;563.0;-349.0;82;-371.0;508.0;-24.0;22.0;359.0;913.0;-50
826.0;563.0;-373.0;82;-356.0;534.0;-24.0;22.0;343.0;866.0;-50
826.0;563.0;-365.0;82;-345.0;519.0;-24.0;22.0;353.0;833.0;-50
826.0;563.0;-369.0;82;-329.0;526.0;-24.0;22.0;361.0;766.0;-50
826.0;563.0;-373.0;82;-360.0;539.0;-23.0;21.0;350.0;764.0;-50
826.0;563.0;-387.0;82;-348.0;533.0;-23.0;21.0;376.0;729.0;-50
825.0;564.0;-404.0;82;-360.0;522.0;-23.0;20.0;373.0;679.0;-50
820.0;572.0;-398.0;82;-339.0;569.0;-16.0;6.0;469.0;635.0;-50
819.0;574.0;-377.0;82;-348.0;592.0;-14.0;3.0;419.0;642.0;-50
818.0;575.0;-356.0;82;-370.0;629.0;-12.0;0.0;399.0;650.0;-50
816.0;578.0;-356.0;82;-376.0;647.0;-8.0;-7.0;345.0;637.0;-50
815.0;579.0;-351.0;82;-372.0;662.0;-6.0;-11.0;286.0;621.0;-50
814.0;581.0;-354.0;82;-365.0;670.0;-4.0;-15.0;269.0;576.0;-50
813.0;583.0;-352.0;82;-362.0;663.0;-2.0;-19.0;238.0;565.0;-50
809.0;587.0;-381.0;82;-380.0;625.0;6.0;-41.0;211.0;501.0;-50
808.0;587.0;-386.0;82;-372.0;573.0;5.0;-41.0;201.0;497.0;-50
808.0;587.0;-363.0;82;-367.0;590.0;4.0;-42.0;156.0;509.0;-50
808.0;587.0;-356.0;82;-363.0;579.0;4.0;-43.0;173.0;480.0;-50
808.0;588.0;-372.0;82;-355.0;558.0;3.0;-43.0;156.0;489.0;-50
808.0;588.0;-374.0;82;-368.0;540.0;3.0;-44.0;153.0;486.0;-50
796.0;605.0;-363.0;83;-362.0;523.0;10.0;-33.0;384.0;810.0;-50
797.0;603.0;-377.0;83;-352.0;562.0;7.0;-30.0;414.0;806.0;-50
799.0;601.0;-360.0;83;-356.0;520.0;4.0;-27.0;360.0;758.0;-50
800.0;599.0;-349.0;83;-352.0;513.0;0.0;-23.0;444.0;793.0;-50
807.0;591.0;-364.0;83;-352.0;502.0;-15.0;-10.0;459.0;805.0;-50
808.0;589.0;-369.0;83;-355.0;568.0;-17.0;-9.0;441.0;819.0;-50
809.0;588.0;-375.0;83;-353.0;614.0;-19.0;-9.0;479.0;752.0;-50
810.0;586.0;-355.0;83;-354.0;580.0;-20.0;-8.0;434.0;761.0;-50
808.0;589.0;-374.0;83;-346.0;739.0;-16.0;-14.0;448.0;465.0;-50
828.0;561.0;-378.0;83;-367.0;704.0;-4.0;-29.0;617.0;396.0;-50
816.0;575.0;-362.0;83;-369.0;609.0;30.0;-57.0;430.0;681.0;-50
815.0;576.0;-347.0;83;-366.0;582.0;33.0;-60.0;385.0;783.0;-50
814.0;577.0;-364.0;83;-364.0;607.0;35.0;-61.0;342.0;846.0;-50
812.0;579.0;-369.0;83;-347.0;716.0;36.0;-62.0;291.0;946.0;-50
808.0;588.0;-311.0;83;-346.0;517.0;24.0;-24.0;415.0;864.0;-50
810.0;586.0;-311.0;83;-380.0;435.0;21.0;-21.0;491.0;849.0;-50
811.0;584.0;-317.0;83;-401.0;513.0;18.0;-18.0;400.0;814.0;-50
827.0;561.0;-371.0;81;-389.0;554.0;-28.0;9.0;570.0;698.0;-50
827.0;562.0;-348.0;81;-383.0;599.0;-27.0;7.0;554.0;619.0;-50
826.0;563.0;-358.0;81;-390.0;645.0;-26.0;5.0;519.0;636.0;-50
825.0;565.0;-362.0;81;-377.0;645.0;-27.0;3.0;467.0;611.0;-50
824.0;567.0;-365.0;81;-366.0;628.0;-26.0;1.0;437.0;621.0;-50
823.0;568.0;-355.0;81;-349.0;653.0;-25.0;-2.0;346.0;632.0;-50
822.0;569.0;-366.0;81;-363.0;630.0;-25.0;-4.0;481.0;625.0;-50
822.0;569.0;-396.0;81;-355.0;640.0;-24.0;-6.0;456.0;625.0;-50
822.0;570.0;-368.0;81;-368.0;648.0;-21.0;-11.0;375.0;632.0;-50
821.0;570.0;-352.0;81;-382.0;640.0;-20.0;-13.0;394.0;627.0;-50
821.0;570.0;-372.0;81;-382.0;639.0;-19.0;-14.0;400.0;628.0;-50
820.0;573.0;-364.0;81;-354.0;571.0;-13.0;-16.0;269.0;411.0;-50
820.0;573.0;-353.0;81;-382.0;583.0;-12.0;-17.0;240.0;498.0;-50
819.0;573.0;-344.0;81;-380.0;560.0;-11.0;-17.0;230.0;424.0;-50
819.0;574.0;-360.0;81;-363.0;520.0;-10.0;-19.0;197.0;476.0;-50
818.0;574.0;-332.0;81;-362.0;501.0;-8.0;-20.0;163.0;430.0;-50
802.0;596.0;-363.0;82;-353.0;451.0;18.0;-25.0;216.0;718.0;-50
803.0;595.0;-354.0;82;-360.0;518.0;18.0;-24.0;297.0;735.0;-50
804.0;594.0;-361.0;82;-370.0;495.0;17.0;-22.0;309.0;748.0;-50
806.0;592.0;-350.0;82;-367.0;475.0;16.0;-20.0;265.0;775.0;-50
807.0;590.0;-346.0;82;-354.0;464.0;14.0;-17.0;305.0;723.0;-50
809.0;588.0;-374.0;82;-362.0;494.0;12.0;-14.0;310.0;830.0;-50
810.0;586.0;-336.0;82;-355.0;537.0;10.0;-10.0;282.0;1006.0;-50
812.0;584.0;-353.0;82;-354.0;547.0;7.0;-6.0;348.0;744.0;-50
813.0;582.0;-372.0;82;-363.0;561.0;4.0;-3.0;296.0;817.0;-50
814.0;581.0;-353.0;82;-354.0;513.0;2.0;-1.0;210.0;771.0;-50
815.0;579.0;-364.0;82;-354.0;562.0;-1.0;0.0;139.0;873.0;-50
816.0;578.0;-346.0;82;-355.0;563.0;-2.0;1.0;293.0;850.0;-50
817.0;577.0;-336.0;82;-365.0;507.0;-4.0;1.0;160.0;887.0;-50
817.0;577.0;-360.0;82;-361.0;534.0;-5.0;1.0;271.0;918.0;-50
818.0;575.0;-361.0;82;-365.0;448.0;-5.0;2.0;190.0;854.0;-50
818.0;575.0;-365.0;82;-354.0;470.0;-6.0;2.0;272.0;814.0;-50
819.0;574.0;-355.0;82;-346.0;497.0;-6.0;2.0;290.0;826.0;-50
819.0;573.0;-364.0;82;-363.0;516.0;-6.0;2.0;294.0;528.0;-50
890.0;362.0;87.0;63;-1.0;749.0;-211.0;179.0;620.0;808.0;-30
798.0;562.0;-296.0;75;-282.0;734.0;-167.0;141.0;784.0;616.0;-43
791.0;577.0;-275.0;73;-354.0;731.0;-162.0;120.0;691.0;565.0;-43
788.0;584.0;-302.0;73;-359.0;738.0;-160.0;110.0;587.0;560.0;-43
832.0;548.0;-186.0;68;-363.0;351.0;-80.0;33.0;510.0;540.0;-45
827.0;559.0;-129.0;73;-293.0;259.0;-64.0;9.0;497.0;606.0;-46
821.0;568.0;-45.0;86;-264.0;164.0;-45.0;-17.0;345.0;596.0;-46
815.0;578.0;-35.0;102;-277.0;37.0;-27.0;-45.0;327.0;648.0;-46
304.0;305.0;62.0;78;-1513.0;245.0;516.0;-740.0;266.0;689.0;-29
320.0;158.0;-203.0;-67;-510.0;542.0;522.0;-775.0;563.0;826.0;-40
255.0;284.0;453.0;152;-1177.0;331.0;536.0;-753.0;222.0;783.0;-30
765.0;618.0;30.0;100;31.0;174.0;28.0;-179.0;388.0;552.0;-43
764.0;630.0;301.0;83;19.0;271.0;-119.0;68.0;447.0;454.0;-50
611.0;452.0;-492.0;-7;-313.0;544.0;-465.0;454.0;-36.0;601.0;-43
684.0;501.0;22.0;63;41.0;237.0;-408.0;337.0;299.0;678.0;-7
689.0;507.0;9.0;69;-102.0;195.0;-399.0;329.0;242.0;578.0;-3
423.0;-146.0;178.0;21;-297.0;209.0;-2.0;894.0;477.0;483.0;-44
424.0;-193.0;-358.0;21;-228.0;256.0;-25.0;885.0;611.0;827.0;-43
325.0;-263.0;80.0;52;-216.0;465.0;-172.0;892.0;773.0;706.0;-41
752.0;628.0;-706.0;147;-325.0;475.0;-183.0;83.0;423.0;776.0;-25
740.0;591.0;75.0;52;18.0;377.0;-253.0;200.0;395.0;825.0;-55
735.0;594.0;30.0;52;84.0;554.0;-256.0;204.0;443.0;788.0;-49
732.0;595.0;-36.0;52;41.0;581.0;-258.0;210.0;419.0;782.0;-44
728.0;595.0;-81.0;52;36.0;578.0;-262.0;216.0;392.0;847.0;-41
751.0;591.0;205.0;-175;468.0;674.0;-245.0;165.0;461.0;886.0;-54
727.0;597.0;27.0;52;60.0;668.0;-257.0;220.0;502.0;895.0;-40
749.0;521.0;396.0;165;51.0;718.0;-341.0;228.0;354.0;733.0;-55
601.0;503.0;-57.0;-11;-67.0;580.0;-442.0;436.0;-4.0;609.0;-41
612.0;431.0;12.0;30;-50.0;869.0;-452.0;485.0;256.0;752.0;-37
703.0;560.0;162.0;4;-291.0;947.0;-339.0;277.0;613.0;884.0;-37
714.0;596.0;140.0;-1;-39.0;828.0;-257.0;263.0;404.0;697.0;-44
717.0;603.0;79.0;-1;-117.0;842.0;-244.0;249.0;236.0;776.0;-44
584.0;474.0;237.0;45;-374.0;990.0;-472.0;460.0;70.0;1023.0;-40
734.0;618.0;-80.0;-1;-250.0;680.0;-186.0;213.0;407.0;1010.0;-46
741.0;637.0;-50.0;46;-195.0;757.0;-161.0;140.0;768.0;837.0;-38
754.0;634.0;61.0;45;-209.0;813.0;-126.0;115.0;243.0;669.0;-46
765.0;634.0;107.0;48;-79.0;743.0;-68.0;92.0;381.0;896.0;-53
711.0;694.0;251.0;55;-144.0;941.0;-53.0;-98.0;505.0;1044.0;-40
736.0;536.0;30.0;33;-137.0;204.0;-284.0;301.0;519.0;549.0;-44
720.0;502.0;127.0;30;-58.0;118.0;-380.0;292.0;186.0;429.0;-36
-25.0;-205.0;62.0;-33;-107.0;679.0;-574.0;792.0;414.0;718.0;-43
672.0;477.0;-61.0;37;-6.0;170.0;-430.0;369.0;296.0;533.0;-44
651.0;466.0;109.0;15;-239.0;378.0;-424.0;424.0;251.0;757.0;-20
620.0;479.0;611.0;34;603.0;657.0;-463.0;414.0;524.0;817.0;-77
833.0;485.0;233.0;21;50.0;484.0;-246.0;99.0;550.0;578.0;-43
837.0;480.0;88.0;24;-37.0;440.0;-246.0;87.0;584.0;593.0;-43
841.0;476.0;14.0;23;-89.0;500.0;-247.0;75.0;531.0;667.0;-43
844.0;472.0;50.0;23;-184.0;384.0;-247.0;64.0;441.0;748.0;-43
847.0;469.0;89.0;23;-137.0;369.0;-246.0;54.0;425.0;722.0;-43
855.0;456.0;179.0;34;116.0;337.0;-244.0;22.0;595.0;729.0;-43
832.0;518.0;234.0;145;695.0;262.0;-159.0;121.0;798.0;935.0;-30
856.0;454.0;151.0;34;-293.0;392.0;-245.0;19.0;679.0;744.0;-43
857.0;453.0;-25.0;34;-172.0;455.0;-246.0;17.0;597.0;722.0;-43
857.0;451.0;64.0;35;-113.0;488.0;-248.0;15.0;641.0;714.0;-43
857.0;450.0;142.0;37;-129.0;482.0;-251.0;15.0;731.0;615.0;-43
857.0;448.0;101.0;39;-196.0;502.0;-253.0;16.0;702.0;726.0;-43
857.0;447.0;41.0;44;-245.0;514.0;-254.0;17.0;689.0;648.0;-43
858.0;446.0;-9.0;44;-264.0;514.0;-254.0;17.0;783.0;730.0;-43
858.0;446.0;36.0;45;-267.0;547.0;-255.0;17.0;774.0;767.0;-43
858.0;446.0;54.0;47;-345.0;579.0;-255.0;17.0;722.0;768.0;-43
858.0;446.0;-20.0;46;-396.0;562.0;-254.0;16.0;695.0;850.0;-43
858.0;446.0;-99.0;47;-292.0;571.0;-253.0;15.0;763.0;818.0;-43
858.0;447.0;-87.0;48;-179.0;565.0;-252.0;15.0;649.0;813.0;-43
857.0;453.0;-166.0;48;-295.0;554.0;-245.0;13.0;651.0;832.0;-43
856.0;457.0;-106.0;47;-118.0;578.0;-241.0;13.0;601.0;874.0;-43
