InertialMeasurementUnit RUA accZ;Accelerometer RUA^ accZ;InertialMeasurementUnit RUA accX;Accelerometer RUA^ accY;Accelerometer RWR accX;Accelerometer RUA_ accY;InertialMeasurementUnit RLA accX;Accelerometer RUA^ accX;Accelerometer RWR accY;InertialMeasurementUnit RLA accZ;Accelerometer RUA_ accZ;InertialMeasurementUnit RUA accY
112.0;317.0;-830.0;942.0;-330.0;836.0;-741.0;51.0;607.0;333.0;-6.0;231.0
192.0;326.0;-854.0;939.0;-226.0;830.0;-801.0;66.0;620.0;321.0;34.0;56.0
164.0;283.0;-912.0;869.0;-278.0;686.0;-846.0;49.0;668.0;371.0;30.0;47.0
268.0;278.0;-816.0;918.0;-100.0;970.0;-723.0;170.0;647.0;570.0;79.0;34.0
91.0;248.0;-983.0;1118.0;-18.0;858.0;-610.0;84.0;643.0;347.0;60.0;173.0
213.0;293.0;-887.0;1031.0;-324.0;747.0;-861.0;14.0;541.0;413.0;67.0;73.0
143.0;267.0;-971.0;1072.0;-352.0;992.0;-840.0;13.0;781.0;491.0;85.0;187.0
143.0;269.0;-975.0;1065.0;-304.0;1003.0;-842.0;15.0;773.0;488.0;84.0;193.0
274.0;200.0;-945.0;946.0;-289.0;1191.0;-869.0;-96.0;566.0;506.0;117.0;-26.0
250.0;252.0;-941.0;1058.0;-311.0;990.0;-825.0;-105.0;676.0;508.0;122.0;106.0
89.0;325.0;-948.0;835.0;-347.0;814.0;-727.0;-24.0;480.0;361.0;176.0;174.0
139.0;279.0;-970.0;1081.0;-348.0;1002.0;-837.0;-7.0;744.0;488.0;86.0;189.0
143.0;288.0;-967.0;1082.0;-309.0;999.0;-831.0;-9.0;760.0;493.0;75.0;192.0
120.0;227.0;-965.0;1080.0;-532.0;990.0;-837.0;-28.0;726.0;495.0;69.0;194.0
143.0;286.0;-972.0;1080.0;-395.0;990.0;-841.0;0.0;763.0;491.0;110.0;201.0
135.0;267.0;-976.0;1079.0;-373.0;980.0;-841.0;-9.0;741.0;488.0;100.0;200.0
139.0;278.0;-968.0;1048.0;-372.0;989.0;-838.0;1.0;742.0;487.0;99.0;201.0
168.0;251.0;-975.0;1099.0;-412.0;981.0;-820.0;-18.0;743.0;510.0;50.0;276.0
156.0;247.0;-988.0;1101.0;-382.0;988.0;-841.0;-43.0;739.0;530.0;76.0;245.0
158.0;228.0;-974.0;1071.0;-361.0;990.0;-833.0;-74.0;759.0;540.0;71.0;200.0
129.0;288.0;-918.0;1210.0;-369.0;922.0;-857.0;-2.0;829.0;384.0;60.0;84.0
152.0;323.0;-1052.0;1383.0;-474.0;1071.0;-969.0;70.0;710.0;310.0;46.0;167.0
143.0;257.0;-992.0;1119.0;-382.0;988.0;-856.0;-20.0;732.0;448.0;39.0;202.0
132.0;246.0;-995.0;1051.0;-382.0;1000.0;-852.0;8.0;717.0;479.0;39.0;210.0
103.0;69.0;-989.0;1108.0;-517.0;1330.0;-832.0;-146.0;740.0;415.0;-117.0;285.0
125.0;216.0;-961.0;1046.0;-381.0;987.0;-828.0;-38.0;795.0;508.0;52.0;208.0
252.0;180.0;-882.0;1385.0;-462.0;1053.0;-735.0;-51.0;1033.0;554.0;137.0;253.0
239.0;284.0;-875.0;1525.0;-434.0;1013.0;-746.0;58.0;1054.0;443.0;100.0;266.0
118.0;278.0;-990.0;1103.0;-349.0;987.0;-845.0;-17.0;684.0;517.0;49.0;222.0
129.0;265.0;-992.0;1061.0;-292.0;1039.0;-856.0;-28.0;745.0;515.0;78.0;251.0
154.0;366.0;-967.0;1050.0;-294.0;980.0;-825.0;3.0;688.0;533.0;80.0;252.0
168.0;381.0;-967.0;1007.0;-266.0;1219.0;-734.0;61.0;681.0;581.0;146.0;434.0
128.0;374.0;-945.0;1036.0;-347.0;950.0;-782.0;62.0;702.0;494.0;65.0;362.0
106.0;309.0;-922.0;1069.0;-332.0;948.0;-761.0;57.0;750.0;500.0;21.0;356.0
91.0;284.0;-928.0;1064.0;-298.0;931.0;-769.0;37.0;784.0;505.0;32.0;317.0
114.0;234.0;-945.0;1061.0;-353.0;982.0;-817.0;-24.0;768.0;517.0;38.0;241.0
161.0;388.0;-851.0;927.0;-313.0;861.0;-779.0;12.0;519.0;389.0;132.0;100.0
141.0;276.0;-970.0;1054.0;-381.0;979.0;-841.0;11.0;735.0;490.0;91.0;197.0
149.0;324.0;-989.0;1068.0;-22.0;717.0;-395.0;145.0;272.0;708.0;85.0;184.0
141.0;278.0;-970.0;1070.0;-375.0;993.0;-842.0;19.0;768.0;488.0;100.0;203.0
134.0;277.0;-968.0;1071.0;-363.0;999.0;-841.0;4.0;765.0;487.0;85.0;206.0
131.0;293.0;-961.0;1081.0;-352.0;993.0;-831.0;1.0;745.0;491.0;78.0;210.0
130.0;288.0;-960.0;1079.0;-304.0;975.0;-833.0;-2.0;755.0;498.0;68.0;211.0
99.0;269.0;-944.0;1097.0;-313.0;974.0;-815.0;-23.0;800.0;477.0;41.0;268.0
129.0;287.0;-941.0;1073.0;-332.0;972.0;-815.0;25.0;801.0;488.0;53.0;228.0
207.0;307.0;-978.0;963.0;-343.0;888.0;-888.0;20.0;741.0;465.0;106.0;113.0
107.0;283.0;-954.0;1075.0;-43.0;912.0;-778.0;-2.0;679.0;384.0;93.0;210.0
139.0;198.0;-949.0;1100.0;-387.0;769.0;-885.0;0.0;942.0;424.0;44.0;262.0
404.0;270.0;-958.0;1028.0;-265.0;909.0;-657.0;75.0;576.0;700.0;205.0;315.0
148.0;334.0;-963.0;1055.0;-292.0;969.0;-842.0;76.0;763.0;526.0;102.0;173.0
73.0;126.0;-1149.0;990.0;-285.0;1163.0;-989.0;-18.0;709.0;572.0;41.0;329.0
147.0;399.0;-954.0;998.0;59.0;838.0;-608.0;154.0;538.0;287.0;51.0;354.0
107.0;331.0;-981.0;1095.0;-342.0;994.0;-835.0;35.0;816.0;511.0;88.0;262.0
25.0;327.0;-1014.0;1155.0;-367.0;987.0;-854.0;53.0;811.0;530.0;68.0;303.0
121.0;360.0;-938.0;1023.0;-196.0;867.0;-715.0;0.0;689.0;430.0;76.0;296.0
126.0;348.0;-933.0;1026.0;-340.0;892.0;-735.0;-18.0;730.0;446.0;71.0;276.0
152.0;340.0;-939.0;1055.0;-367.0;908.0;-748.0;10.0;764.0;435.0;107.0;256.0
141.0;289.0;-954.0;1056.0;-396.0;912.0;-781.0;-3.0;775.0;492.0;132.0;278.0
116.0;344.0;-969.0;1091.0;-369.0;990.0;-810.0;57.0;755.0;478.0;53.0;247.0
127.0;337.0;-971.0;1071.0;-374.0;961.0;-823.0;39.0;739.0;480.0;70.0;226.0
155.0;382.0;-760.0;1135.0;-422.0;840.0;-640.0;31.0;897.0;374.0;159.0;229.0
178.0;301.0;-913.0;1229.0;-507.0;839.0;-681.0;-215.0;675.0;587.0;-93.0;234.0
148.0;316.0;-977.0;1060.0;-341.0;980.0;-833.0;66.0;723.0;476.0;60.0;205.0
170.0;314.0;-976.0;1060.0;-344.0;971.0;-841.0;55.0;745.0;488.0;84.0;179.0
122.0;0.0;-970.0;1169.0;-345.0;1069.0;-826.0;0.0;888.0;593.0;226.0;100.0
106.0;243.0;-959.0;1101.0;-324.0;997.0;-834.0;-49.0;746.0;521.0;118.0;199.0
115.0;264.0;-965.0;1067.0;-339.0;976.0;-829.0;-41.0;755.0;514.0;118.0;175.0
119.0;229.0;-963.0;1041.0;-322.0;999.0;-845.0;-35.0;753.0;490.0;111.0;185.0
131.0;232.0;-950.0;1064.0;-299.0;988.0;-828.0;-71.0;754.0;482.0;100.0;174.0
140.0;233.0;-958.0;1052.0;-267.0;981.0;-838.0;-27.0;751.0;469.0;99.0;148.0
128.0;228.0;-959.0;1054.0;-285.0;967.0;-851.0;-27.0;733.0;441.0;102.0;167.0
135.0;253.0;-954.0;1056.0;-274.0;966.0;-834.0;-11.0;724.0;437.0;84.0;181.0
114.0;250.0;-955.0;1058.0;-312.0;960.0;-831.0;-17.0;737.0;423.0;86.0;216.0
133.0;254.0;-942.0;1058.0;-337.0;953.0;-803.0;0.0;749.0;429.0;99.0;201.0
112.0;250.0;-951.0;1068.0;-335.0;959.0;-815.0;-60.0;726.0;449.0;45.0;191.0
78.0;256.0;-989.0;1089.0;-332.0;996.0;-850.0;-17.0;735.0;462.0;65.0;225.0
107.0;246.0;-987.0;1057.0;-273.0;990.0;-847.0;7.0;762.0;463.0;53.0;220.0
102.0;235.0;-977.0;1063.0;-366.0;985.0;-840.0;-20.0;784.0;474.0;75.0;218.0
149.0;233.0;-930.0;1115.0;-361.0;964.0;-798.0;-21.0;796.0;508.0;53.0;183.0
95.0;244.0;-987.0;1056.0;-253.0;1005.0;-851.0;1.0;757.0;454.0;69.0;210.0
92.0;241.0;-978.0;1093.0;-304.0;989.0;-844.0;18.0;775.0;449.0;78.0;191.0
92.0;286.0;-978.0;1060.0;-327.0;980.0;-833.0;0.0;730.0;476.0;81.0;229.0
103.0;283.0;-987.0;1061.0;-334.0;985.0;-843.0;18.0;733.0;478.0;86.0;206.0
85.0;255.0;-990.0;1048.0;-329.0;1017.0;-850.0;-4.0;755.0;479.0;77.0;222.0
101.0;274.0;-954.0;1076.0;-315.0;979.0;-809.0;20.0;737.0;484.0;80.0;223.0
90.0;279.0;-958.0;1086.0;-310.0;950.0;-820.0;7.0;762.0;476.0;94.0;217.0
85.0;275.0;-972.0;1074.0;-292.0;988.0;-838.0;0.0;744.0;473.0;81.0;197.0
53.0;314.0;-932.0;1060.0;-264.0;953.0;-793.0;36.0;749.0;472.0;63.0;240.0
58.0;306.0;-937.0;1088.0;-205.0;939.0;-790.0;65.0;725.0;464.0;67.0;236.0
58.0;296.0;-983.0;1080.0;-308.0;974.0;-834.0;39.0;732.0;461.0;68.0;279.0
64.0;291.0;-988.0;1056.0;-268.0;993.0;-841.0;30.0;736.0;467.0;81.0;264.0
68.0;319.0;-971.0;1047.0;-246.0;982.0;-827.0;51.0;733.0;453.0;62.0;243.0
62.0;306.0;-959.0;1056.0;-266.0;955.0;-817.0;59.0;744.0;457.0;77.0;243.0
64.0;246.0;-972.0;1069.0;-278.0;988.0;-839.0;22.0;748.0;460.0;77.0;220.0
61.0;266.0;-968.0;1073.0;-281.0;992.0;-835.0;35.0;766.0;459.0;52.0;198.0
59.0;260.0;-969.0;1086.0;-240.0;980.0;-838.0;36.0;747.0;448.0;50.0;195.0
61.0;256.0;-974.0;1085.0;-266.0;988.0;-842.0;47.0;752.0;443.0;70.0;199.0
59.0;256.0;-987.0;1070.0;-292.0;989.0;-851.0;26.0;754.0;444.0;62.0;206.0
70.0;297.0;-960.0;1080.0;-301.0;994.0;-820.0;42.0;746.0;485.0;79.0;207.0
53.0;271.0;-982.0;1079.0;-296.0;992.0;-841.0;10.0;755.0;477.0;66.0;226.0
79.0;265.0;-974.0;1078.0;-284.0;976.0;-834.0;43.0;757.0;476.0;77.0;217.0
60.0;258.0;-976.0;1063.0;-307.0;980.0;-839.0;42.0;766.0;461.0;71.0;223.0
63.0;274.0;-969.0;1079.0;-308.0;973.0;-831.0;26.0;748.0;467.0;59.0;232.0
72.0;269.0;-967.0;1074.0;-319.0;974.0;-830.0;30.0;744.0;479.0;80.0;202.0
62.0;291.0;-979.0;1118.0;-314.0;979.0;-843.0;32.0;718.0;471.0;68.0;221.0
77.0;272.0;-982.0;1075.0;-284.0;985.0;-839.0;62.0;744.0;472.0;67.0;222.0
54.0;244.0;-986.0;1053.0;-333.0;985.0;-846.0;12.0;756.0;464.0;57.0;260.0
72.0;271.0;-954.0;1080.0;-248.0;972.0;-816.0;10.0;752.0;468.0;61.0;233.0
80.0;279.0;-953.0;1093.0;-304.0;969.0;-820.0;15.0;750.0;468.0;71.0;195.0
80.0;272.0;-971.0;1088.0;-320.0;976.0;-837.0;15.0;762.0;449.0;72.0;185.0
64.0;244.0;-976.0;1077.0;-313.0;987.0;-846.0;12.0;752.0;440.0;36.0;214.0
66.0;265.0;-970.0;1083.0;-237.0;979.0;-836.0;37.0;744.0;436.0;60.0;227.0
63.0;285.0;-977.0;1071.0;-279.0;988.0;-834.0;49.0;730.0;471.0;62.0;269.0
70.0;306.0;-967.0;1076.0;-309.0;990.0;-826.0;58.0;741.0;469.0;87.0;251.0
56.0;252.0;-970.0;1063.0;-281.0;989.0;-829.0;36.0;740.0;478.0;82.0;246.0
73.0;258.0;-965.0;1049.0;-297.0;976.0;-831.0;28.0;747.0;455.0;66.0;211.0
74.0;274.0;-955.0;1063.0;-248.0;980.0;-824.0;28.0;752.0;452.0;73.0;218.0
72.0;249.0;-956.0;1078.0;-232.0;962.0;-822.0;55.0;766.0;452.0;67.0;218.0
68.0;281.0;-964.0;1085.0;-284.0;965.0;-828.0;69.0;758.0;444.0;74.0;236.0
55.0;291.0;-973.0;1079.0;-284.0;974.0;-834.0;48.0;751.0;440.0;57.0;247.0
41.0;283.0;-989.0;1069.0;-313.0;987.0;-847.0;69.0;758.0;446.0;51.0;254.0
39.0;270.0;-1013.0;1105.0;-304.0;1001.0;-870.0;54.0;735.0;443.0;46.0;257.0
52.0;263.0;-976.0;1094.0;-241.0;972.0;-833.0;67.0;758.0;472.0;67.0;244.0
-62.0;184.0;-969.0;1046.0;-417.0;1036.0;-821.0;-22.0;786.0;201.0;-84.0;374.0
70.0;257.0;-976.0;1100.0;-286.0;976.0;-839.0;19.0;748.0;455.0;43.0;219.0
68.0;235.0;-991.0;1089.0;-283.0;1007.0;-860.0;9.0;740.0;461.0;55.0;201.0
61.0;218.0;-982.0;1078.0;-272.0;999.0;-851.0;32.0;756.0;462.0;53.0;214.0
62.0;241.0;-968.0;1071.0;-295.0;990.0;-839.0;35.0;763.0;453.0;40.0;205.0
58.0;246.0;-971.0;1097.0;-252.0;980.0;-842.0;28.0;770.0;452.0;58.0;203.0
54.0;248.0;-978.0;1088.0;-302.0;993.0;-848.0;43.0;762.0;441.0;55.0;203.0
55.0;245.0;-978.0;1068.0;-292.0;986.0;-847.0;27.0;737.0;435.0;47.0;216.0
61.0;252.0;-974.0;1060.0;-307.0;980.0;-846.0;28.0;741.0;442.0;53.0;216.0
51.0;269.0;-961.0;1079.0;-265.0;986.0;-826.0;58.0;730.0;455.0;41.0;244.0
42.0;256.0;-964.0;1079.0;-276.0;988.0;-826.0;48.0;748.0;463.0;66.0;239.0
54.0;267.0;-960.0;1080.0;-280.0;963.0;-828.0;38.0;723.0;458.0;49.0;229.0
42.0;278.0;-977.0;1080.0;-322.0;970.0;-836.0;48.0;751.0;458.0;54.0;259.0
55.0;238.0;-968.0;1088.0;-324.0;963.0;-832.0;39.0;749.0;466.0;47.0;242.0
63.0;270.0;-976.0;1072.0;-316.0;992.0;-843.0;38.0;747.0;464.0;60.0;224.0
53.0;248.0;-972.0;1075.0;-296.0;985.0;-841.0;47.0;744.0;444.0;41.0;218.0
51.0;270.0;-973.0;1081.0;-324.0;990.0;-843.0;45.0;764.0;444.0;56.0;209.0
52.0;258.0;-974.0;1089.0;-311.0;986.0;-842.0;39.0;747.0;453.0;56.0;229.0
54.0;277.0;-973.0;1068.0;-297.0;974.0;-840.0;49.0;742.0;453.0;32.0;221.0
53.0;270.0;-973.0;1084.0;-315.0;987.0;-839.0;37.0;772.0;454.0;51.0;233.0
54.0;268.0;-973.0;1084.0;-295.0;982.0;-839.0;33.0;755.0;456.0;66.0;229.0
46.0;258.0;-971.0;1084.0;-314.0;979.0;-837.0;35.0;745.0;459.0;39.0;229.0
53.0;271.0;-968.0;1085.0;-272.0;972.0;-836.0;50.0;735.0;456.0;69.0;219.0
50.0;253.0;-977.0;1074.0;-295.0;971.0;-847.0;45.0;759.0;447.0;41.0;229.0
46.0;244.0;-975.0;1069.0;-327.0;971.0;-840.0;48.0;770.0;443.0;70.0;228.0
43.0;260.0;-966.0;1103.0;-295.0;971.0;-837.0;46.0;766.0;439.0;37.0;220.0
47.0;271.0;-977.0;1056.0;-318.0;981.0;-845.0;42.0;751.0;439.0;32.0;220.0
39.0;243.0;-961.0;1087.0;-307.0;972.0;-831.0;48.0;809.0;436.0;33.0;221.0
31.0;170.0;-907.0;1215.0;-398.0;929.0;-847.0;-30.0;932.0;287.0;11.0;103.0
41.0;293.0;-915.0;1292.0;-438.0;1064.0;-836.0;0.0;961.0;248.0;5.0;112.0
174.0;285.0;-973.0;1060.0;-314.0;994.0;-839.0;36.0;704.0;491.0;99.0;185.0
167.0;297.0;-960.0;1059.0;-353.0;982.0;-823.0;-1.0;713.0;498.0;102.0;202.0
165.0;280.0;-938.0;1061.0;-384.0;974.0;-802.0;-43.0;735.0;501.0;94.0;214.0
75.0;230.0;-988.0;1074.0;-333.0;994.0;-862.0;-21.0;745.0;461.0;55.0;176.0
81.0;242.0;-974.0;1047.0;-335.0;990.0;-844.0;-5.0;731.0;475.0;87.0;175.0
89.0;259.0;-976.0;1043.0;-343.0;994.0;-844.0;18.0;735.0;460.0;78.0;203.0
88.0;257.0;-958.0;1051.0;-372.0;958.0;-824.0;40.0;753.0;450.0;59.0;212.0
67.0;252.0;-962.0;1063.0;-342.0;967.0;-826.0;1.0;764.0;431.0;77.0;226.0
78.0;246.0;-957.0;1049.0;-316.0;962.0;-822.0;37.0;765.0;430.0;73.0;221.0
80.0;246.0;-968.0;1066.0;-346.0;970.0;-832.0;-10.0;770.0;431.0;50.0;193.0
74.0;254.0;-983.0;1087.0;-336.0;971.0;-850.0;-11.0;751.0;446.0;70.0;199.0
103.0;256.0;-981.0;1103.0;-309.0;991.0;-848.0;29.0;745.0;464.0;57.0;188.0
74.0;264.0;-961.0;1072.0;-304.0;967.0;-833.0;18.0;746.0;463.0;63.0;191.0
76.0;264.0;-965.0;1079.0;-284.0;978.0;-836.0;43.0;764.0;457.0;59.0;194.0
163.0;280.0;-926.0;1072.0;-295.0;971.0;-792.0;-46.0;774.0;517.0;101.0;215.0
191.0;356.0;-955.0;1009.0;-370.0;970.0;-829.0;-20.0;662.0;547.0;144.0;180.0
47.0;238.0;-990.0;1095.0;-321.0;999.0;-850.0;20.0;762.0;474.0;42.0;246.0
182.0;340.0;-968.0;1011.0;-357.0;993.0;-837.0;-23.0;665.0;532.0;144.0;183.0
61.0;214.0;-990.0;1093.0;-311.0;1017.0;-862.0;-12.0;728.0;493.0;61.0;167.0
82.0;144.0;-1128.0;1071.0;-246.0;1299.0;-997.0;27.0;657.0;590.0;-3.0;101.0
75.0;227.0;-978.0;1094.0;-306.0;990.0;-847.0;-6.0;747.0;454.0;69.0;194.0
57.0;228.0;-985.0;1110.0;-338.0;995.0;-854.0;-8.0;775.0;443.0;55.0;219.0
97.0;254.0;-984.0;1091.0;-338.0;978.0;-847.0;-11.0;755.0;475.0;90.0;193.0
95.0;250.0;-983.0;1082.0;-355.0;985.0;-846.0;-8.0;769.0;487.0;80.0;186.0
89.0;246.0;-989.0;1079.0;-334.0;1006.0;-853.0;-9.0;768.0;488.0;92.0;186.0
88.0;247.0;-986.0;1079.0;-311.0;988.0;-852.0;-3.0;763.0;494.0;89.0;185.0
93.0;247.0;-983.0;1088.0;-313.0;1003.0;-847.0;17.0;759.0;487.0;89.0;187.0
91.0;247.0;-981.0;1081.0;-333.0;1010.0;-848.0;10.0;747.0;479.0;75.0;190.0
83.0;247.0;-981.0;1060.0;-322.0;1000.0;-847.0;9.0;737.0;470.0;66.0;196.0
82.0;258.0;-974.0;1071.0;-297.0;986.0;-841.0;20.0;728.0;460.0;58.0;200.0
77.0;278.0;-970.0;1080.0;-272.0;987.0;-837.0;28.0;724.0;452.0;61.0;205.0
75.0;274.0;-968.0;1078.0;-285.0;969.0;-836.0;29.0;743.0;446.0;54.0;213.0
72.0;270.0;-972.0;1053.0;-275.0;974.0;-837.0;41.0;745.0;442.0;48.0;222.0
75.0;275.0;-962.0;1058.0;-304.0;947.0;-827.0;46.0;745.0;439.0;57.0;233.0
75.0;268.0;-958.0;1078.0;-280.0;955.0;-820.0;36.0;745.0;441.0;68.0;235.0
123.0;375.0;-841.0;1002.0;-391.0;1021.0;-683.0;-22.0;575.0;437.0;45.0;214.0
127.0;341.0;-938.0;993.0;-384.0;1030.0;-780.0;30.0;609.0;384.0;125.0;281.0
173.0;309.0;-952.0;1032.0;-382.0;978.0;-814.0;-73.0;667.0;538.0;151.0;194.0
204.0;320.0;-921.0;1151.0;-337.0;753.0;-826.0;4.0;600.0;392.0;90.0;127.0
195.0;332.0;-952.0;1174.0;-314.0;794.0;-796.0;25.0;594.0;385.0;80.0;106.0
31.0;229.0;-858.0;947.0;-218.0;866.0;-802.0;137.0;682.0;352.0;-25.0;98.0
230.0;379.0;-953.0;1050.0;-327.0;879.0;-777.0;-3.0;672.0;503.0;109.0;304.0
29.0;247.0;-807.0;900.0;-167.0;776.0;-801.0;107.0;759.0;333.0;-88.0;86.0
127.0;373.0;-892.0;1018.0;-386.0;887.0;-737.0;47.0;663.0;542.0;119.0;262.0
291.0;220.0;-913.0;1018.0;-390.0;943.0;-835.0;-166.0;602.0;441.0;190.0;34.0
203.0;255.0;-866.0;957.0;-357.0;866.0;-770.0;-97.0;620.0;378.0;127.0;62.0
387.0;161.0;-806.0;1039.0;-501.0;892.0;-702.0;-186.0;586.0;578.0;254.0;89.0
331.0;138.0;-870.0;1100.0;-466.0;965.0;-680.0;-160.0;834.0;420.0;229.0;289.0
218.0;276.0;-796.0;845.0;-368.0;685.0;-684.0;-18.0;597.0;415.0;66.0;188.0
63.0;365.0;-867.0;1032.0;-398.0;926.0;-723.0;17.0;703.0;527.0;62.0;273.0
94.0;349.0;-892.0;1098.0;-404.0;951.0;-761.0;45.0;915.0;509.0;140.0;367.0
208.0;139.0;-878.0;1216.0;-152.0;865.0;-381.0;162.0;719.0;362.0;-74.0;13.0
157.0;157.0;-954.0;999.0;-261.0;1192.0;-760.0;35.0;743.0;587.0;74.0;432.0
-92.0;271.0;-942.0;1001.0;4.0;733.0;-503.0;323.0;391.0;564.0;-68.0;259.0
-16.0;163.0;-980.0;998.0;17.0;845.0;-461.0;-89.0;502.0;79.0;21.0;-23.0
219.0;125.0;-978.0;1011.0;-166.0;950.0;-775.0;78.0;631.0;465.0;-76.0;74.0
488.0;177.0;-773.0;1148.0;-465.0;870.0;-721.0;-284.0;461.0;655.0;180.0;-74.0
277.0;268.0;-897.0;1045.0;-330.0;860.0;-631.0;-67.0;548.0;589.0;108.0;124.0
153.0;148.0;-996.0;1110.0;-321.0;1044.0;-887.0;-22.0;829.0;357.0;-8.0;137.0
-4.0;288.0;-1001.0;1102.0;-382.0;971.0;-745.0;158.0;653.0;522.0;30.0;224.0
210.0;264.0;-797.0;1015.0;-258.0;812.0;-708.0;-14.0;604.0;366.0;121.0;106.0
185.0;300.0;-857.0;974.0;-269.0;836.0;-730.0;-27.0;692.0;352.0;93.0;201.0
215.0;76.0;-864.0;1028.0;-216.0;1087.0;-694.0;53.0;748.0;495.0;62.0;266.0
235.0;204.0;-794.0;1188.0;-391.0;989.0;-407.0;125.0;782.0;401.0;23.0;528.0
193.0;110.0;-778.0;1127.0;-354.0;996.0;-595.0;-45.0;832.0;553.0;133.0;322.0
-36.0;145.0;-834.0;1276.0;-397.0;929.0;-731.0;-112.0;1062.0;249.0;-59.0;184.0
142.0;632.0;-998.0;921.0;-9.0;842.0;-755.0;250.0;249.0;984.0;20.0;310.0
