Accelerometer LUA^ accY;InertialMeasurementUnit BACK accY;InertialMeasurementUnit RLA magneticY;InertialMeasurementUnit BACK magneticY;Accelerometer LUA^ accX;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit LUA magneticX;InertialMeasurementUnit RLA magneticZ;InertialMeasurementUnit RUA magneticZ;Accelerometer RKN^ accZ;InertialMeasurementUnit LLA magneticZ;InertialMeasurementUnit LUA accX;Accelerometer BACK accX
944.0;-56.0;223.0;-57.0;338.0;-178;301.0;-556.0;-253.0;162.0;159.0;-953.0;86.0
981.0;-66.0;211.0;-56.0;279.0;-179;302.0;-561.0;-255.0;198.0;156.0;-966.0;104.0
916.0;-60.0;199.0;-58.0;324.0;-178;299.0;-568.0;-259.0;173.0;152.0;-970.0;81.0
920.0;-66.0;180.0;-57.0;292.0;-179;297.0;-578.0;-261.0;203.0;150.0;-961.0;128.0
896.0;-70.0;165.0;-57.0;357.0;-180;295.0;-584.0;-264.0;191.0;147.0;-981.0;98.0
908.0;-61.0;160.0;-55.0;372.0;-176;296.0;-587.0;-268.0;232.0;139.0;-972.0;116.0
932.0;-83.0;154.0;-58.0;340.0;-185;294.0;-589.0;-269.0;231.0;140.0;-954.0;97.0
946.0;-107.0;148.0;-56.0;317.0;-173;294.0;-591.0;-269.0;227.0;139.0;-959.0;35.0
919.0;-92.0;148.0;-60.0;315.0;-185;295.0;-589.0;-268.0;246.0;138.0;-956.0;36.0
923.0;-204.0;103.0;163.0;362.0;173;596.0;-263.0;-198.0;242.0;-152.0;-957.0;154.0
987.0;20.0;248.0;-42.0;171.0;160;627.0;-275.0;-325.0;248.0;81.0;-1016.0;24.0
778.0;-497.0;-153.0;-217.0;568.0;174;253.0;-825.0;-324.0;359.0;61.0;-683.0;52.0
926.0;-202.0;105.0;167.0;356.0;171;596.0;-261.0;-194.0;235.0;-158.0;-951.0;156.0
925.0;-201.0;102.0;165.0;353.0;171;596.0;-258.0;-194.0;203.0;-158.0;-946.0;180.0
917.0;-198.0;106.0;165.0;346.0;171;594.0;-258.0;-199.0;162.0;-161.0;-950.0;234.0
901.0;-195.0;107.0;160.0;374.0;171;592.0;-257.0;-201.0;157.0;-165.0;-961.0;244.0
914.0;-189.0;102.0;161.0;382.0;171;590.0;-256.0;-202.0;167.0;-172.0;-964.0;215.0
919.0;-180.0;106.0;158.0;372.0;171;587.0;-250.0;-205.0;139.0;-175.0;-960.0;231.0
935.0;-185.0;104.0;157.0;371.0;171;584.0;-248.0;-203.0;147.0;-182.0;-957.0;240.0
963.0;-228.0;112.0;438.0;474.0;179;915.0;-7.0;31.0;-340.0;-236.0;-947.0;307.0
1274.0;-193.0;18.0;365.0;333.0;153;797.0;29.0;3.0;-110.0;-452.0;-1326.0;8.0
926.0;-240.0;-93.0;240.0;428.0;171;548.0;-94.0;-111.0;54.0;-210.0;-955.0;231.0
846.0;-139.0;-72.0;188.0;353.0;-160;226.0;229.0;42.0;185.0;97.0;-879.0;-10.0
788.0;-304.0;-54.0;-221.0;361.0;-166;382.0;-558.0;-325.0;200.0;238.0;-929.0;367.0
985.0;-373.0;-146.0;-44.0;301.0;-164;293.0;-499.0;-182.0;98.0;184.0;-815.0;317.0
825.0;-382.0;-577.0;189.0;572.0;-179;310.0;-414.0;142.0;-35.0;125.0;-811.0;378.0
1021.0;-287.0;-274.0;155.0;383.0;-132;429.0;-515.0;-21.0;-275.0;-26.0;-802.0;74.0
903.0;-292.0;235.0;211.0;376.0;-173;200.0;-336.0;53.0;325.0;-170.0;-918.0;263.0
946.0;-348.0;186.0;155.0;332.0;-180;229.0;-342.0;56.0;206.0;-106.0;-985.0;233.0
917.0;-324.0;163.0;147.0;327.0;-180;241.0;-340.0;72.0;119.0;-79.0;-905.0;232.0
929.0;-249.0;75.0;135.0;361.0;-180;259.0;-334.0;121.0;74.0;-38.0;-936.0;224.0
919.0;-287.0;6.0;121.0;353.0;-180;254.0;-327.0;142.0;275.0;-32.0;-940.0;217.0
888.0;-280.0;-16.0;116.0;348.0;-180;258.0;-319.0;151.0;128.0;-28.0;-959.0;204.0
886.0;-235.0;-60.0;120.0;277.0;-180;269.0;-312.0;173.0;320.0;-4.0;-952.0;248.0
894.0;-223.0;-82.0;120.0;283.0;-180;273.0;-305.0;181.0;102.0;4.0;-942.0;231.0
920.0;-217.0;-105.0;119.0;278.0;-180;275.0;-301.0;188.0;160.0;10.0;-925.0;239.0
909.0;-214.0;-132.0;117.0;315.0;-180;276.0;-297.0;189.0;168.0;16.0;-898.0;212.0
908.0;-214.0;-159.0;116.0;355.0;-180;278.0;-293.0;200.0;-9.0;23.0;-894.0;230.0
1036.0;-270.0;-20.0;393.0;560.0;-179;874.0;-260.0;8.0;-347.0;-221.0;-1106.0;311.0
941.0;-278.0;-426.0;284.0;782.0;-171;599.0;-402.0;32.0;339.0;-193.0;-1379.0;368.0
840.0;8.0;-350.0;145.0;455.0;-166;490.0;-287.0;-102.0;-80.0;-2.0;-813.0;94.0
920.0;-116.0;-24.0;-146.0;394.0;174;356.0;-474.0;-268.0;370.0;61.0;-946.0;135.0
931.0;-116.0;-28.0;-142.0;416.0;174;356.0;-461.0;-269.0;309.0;55.0;-936.0;125.0
946.0;-50.0;27.0;-223.0;333.0;173;153.0;-531.0;-393.0;175.0;204.0;-974.0;92.0
936.0;-113.0;7.0;-147.0;393.0;174;356.0;-516.0;-285.0;511.0;76.0;-940.0;116.0
930.0;-110.0;0.0;-140.0;408.0;174;355.0;-491.0;-284.0;439.0;78.0;-943.0;125.0
927.0;-116.0;-7.0;-142.0;407.0;174;352.0;-457.0;-284.0;359.0;65.0;-943.0;144.0
938.0;-118.0;9.0;-142.0;396.0;174;355.0;-462.0;-285.0;372.0;69.0;-934.0;155.0
933.0;-108.0;-2.0;-139.0;398.0;174;353.0;-431.0;-280.0;386.0;56.0;-933.0;162.0
944.0;-121.0;59.0;-153.0;421.0;174;365.0;-539.0;-292.0;366.0;109.0;-931.0;138.0
921.0;-119.0;32.0;-145.0;402.0;174;361.0;-471.0;-284.0;386.0;80.0;-937.0;142.0
922.0;-124.0;59.0;-149.0;418.0;174;365.0;-485.0;-287.0;396.0;90.0;-947.0;161.0
911.0;-130.0;35.0;-141.0;399.0;174;361.0;-410.0;-285.0;397.0;62.0;-934.0;156.0
900.0;-54.0;279.0;-96.0;353.0;-176;908.0;-323.0;-435.0;1189.0;488.0;-960.0;59.0
169.0;-176.0;206.0;-437.0;350.0;-178;698.0;257.0;272.0;1.0;354.0;-226.0;118.0
931.0;-123.0;86.0;-148.0;400.0;174;367.0;-496.0;-297.0;399.0;93.0;-943.0;167.0
927.0;-123.0;66.0;-142.0;422.0;174;366.0;-452.0;-292.0;428.0;78.0;-937.0;176.0
923.0;-148.0;95.0;-139.0;403.0;174;370.0;-342.0;-269.0;388.0;82.0;-927.0;193.0
910.0;-191.0;75.0;-158.0;464.0;174;406.0;-367.0;-267.0;408.0;206.0;-814.0;18.0
890.0;-53.0;-178.0;-108.0;449.0;162;337.0;-549.0;-292.0;104.0;105.0;-1018.0;415.0
836.0;-38.0;-213.0;-76.0;475.0;224;319.0;-541.0;-267.0;91.0;59.0;-990.0;390.0
837.0;-36.0;-262.0;-44.0;485.0;17;302.0;-525.0;-233.0;31.0;20.0;-977.0;289.0
884.0;-17.0;-378.0;26.0;643.0;-169;273.0;-480.0;-155.0;101.0;-8.0;-953.0;407.0
786.0;59.0;-148.0;-102.0;369.0;-167;506.0;-548.0;-277.0;137.0;68.0;-1060.0;206.0
778.0;-117.0;-139.0;-86.0;418.0;-170;512.0;-542.0;-261.0;211.0;50.0;-1080.0;214.0
869.0;-58.0;-241.0;64.0;506.0;-173;812.0;-720.0;-256.0;149.0;141.0;-1020.0;439.0
821.0;-236.0;-92.0;-9.0;408.0;-162;600.0;-552.0;-193.0;226.0;62.0;-915.0;197.0
811.0;-248.0;-222.0;154.0;471.0;-156;836.0;-765.0;-269.0;-168.0;-45.0;-737.0;271.0
984.0;-36.0;-308.0;63.0;233.0;-177;882.0;-895.0;-345.0;194.0;21.0;-1043.0;59.0
478.0;-73.0;261.0;55.0;293.0;-176;-740.0;212.0;395.0;890.0;-549.0;-605.0;-118.0
789.0;-246.0;-177.0;53.0;505.0;-173;370.0;-574.0;-175.0;-99.0;-190.0;-745.0;226.0
788.0;-261.0;-138.0;40.0;465.0;-174;371.0;-567.0;-183.0;-90.0;-174.0;-792.0;280.0
800.0;-281.0;-99.0;24.0;448.0;-174;370.0;-558.0;-191.0;256.0;-158.0;-824.0;263.0
1150.0;-250.0;101.0;-34.0;509.0;-171;368.0;-489.0;-209.0;266.0;-85.0;-854.0;112.0
1027.0;-229.0;139.0;-43.0;459.0;53;357.0;-466.0;-216.0;427.0;-76.0;-889.0;91.0
451.0;-11.0;-118.0;163.0;711.0;180;238.0;14.0;-102.0;41.0;-137.0;-929.0;558.0
865.0;-236.0;-248.0;287.0;571.0;178;333.0;-119.0;-20.0;334.0;-230.0;-850.0;275.0
850.0;-90.0;-140.0;8.0;545.0;177;242.0;6.0;-226.0;510.0;-153.0;-1111.0;627.0
922.0;-135.0;22.0;99.0;387.0;175;541.0;-170.0;-160.0;494.0;-223.0;-933.0;183.0
913.0;-148.0;21.0;101.0;418.0;175;540.0;-174.0;-159.0;438.0;-226.0;-935.0;165.0
884.0;-52.0;-136.0;-1.0;125.0;165;898.0;-429.0;-360.0;58.0;6.0;-893.0;68.0
917.0;-156.0;22.0;99.0;413.0;175;539.0;-176.0;-162.0;384.0;-227.0;-949.0;175.0
894.0;-108.0;-187.0;-60.0;290.0;163;711.0;-355.0;-323.0;202.0;79.0;-786.0;204.0
927.0;-150.0;24.0;94.0;394.0;175;540.0;-180.0;-162.0;379.0;-228.0;-945.0;186.0
985.0;-80.0;21.0;156.0;410.0;175;475.0;-196.0;-103.0;110.0;-337.0;-969.0;214.0
1311.0;-29.0;40.0;296.0;542.0;67;586.0;87.0;-76.0;32.0;-482.0;-1193.0;18.0
751.0;-388.0;-136.0;203.0;616.0;174;537.0;-206.0;23.0;-287.0;-84.0;-821.0;328.0
1082.0;-267.0;-28.0;-50.0;566.0;-171;964.0;-790.0;-386.0;868.0;165.0;-1189.0;323.0
873.0;-75.0;160.0;-72.0;448.0;167;341.0;-458.0;-231.0;158.0;-76.0;-1139.0;95.0
878.0;-203.0;151.0;-81.0;418.0;169;333.0;-460.0;-239.0;8.0;-80.0;-1069.0;79.0
914.0;-209.0;111.0;-81.0;486.0;155;241.0;-489.0;-250.0;99.0;286.0;-959.0;277.0
911.0;-52.0;134.0;-87.0;352.0;219;312.0;-456.0;-249.0;161.0;-113.0;-1016.0;150.0
911.0;-120.0;112.0;-94.0;361.0;97;305.0;-454.0;-244.0;89.0;-125.0;-923.0;157.0
922.0;-106.0;96.0;-99.0;363.0;-195;301.0;-451.0;-243.0;59.0;-134.0;-906.0;137.0
918.0;-71.0;87.0;-103.0;383.0;-187;299.0;-452.0;-242.0;6.0;-144.0;-892.0;127.0
280.0;50.0;210.0;-513.0;447.0;-154;236.0;-759.0;-615.0;66.0;8.0;-480.0;322.0
297.0;-156.0;72.0;-493.0;337.0;-177;234.0;-853.0;-493.0;167.0;-35.0;-362.0;231.0
53.0;-192.0;526.0;-411.0;471.0;-178;-142.0;-486.0;-497.0;-16.0;-91.0;-325.0;141.0
835.0;-240.0;149.0;-169.0;337.0;-178;275.0;-534.0;-304.0;152.0;142.0;-785.0;250.0
887.0;-341.0;180.0;-165.0;412.0;-179;366.0;-509.0;-250.0;194.0;297.0;-827.0;237.0
903.0;-260.0;-192.0;-106.0;419.0;155;270.0;-336.0;-133.0;42.0;250.0;-983.0;275.0
956.0;-263.0;-135.0;-100.0;402.0;155;250.0;-362.0;-156.0;76.0;231.0;-1001.0;296.0
941.0;-234.0;-73.0;-97.0;354.0;155;232.0;-390.0;-183.0;100.0;233.0;-980.0;270.0
920.0;-195.0;-11.0;-89.0;381.0;155;216.0;-418.0;-211.0;81.0;246.0;-983.0;255.0
928.0;-75.0;247.0;-65.0;312.0;-177;299.0;-541.0;-253.0;148.0;157.0;-958.0;76.0
839.0;-38.0;509.0;-69.0;189.0;-179;19.0;-271.0;-351.0;874.0;-500.0;-917.0;39.0
891.0;-188.0;508.0;-152.0;407.0;178;387.0;-352.0;8.0;-43.0;352.0;-931.0;170.0
948.0;-78.0;249.0;-68.0;320.0;-177;299.0;-535.0;-254.0;141.0;156.0;-964.0;80.0
903.0;-180.0;803.0;-674.0;332.0;-178;505.0;-447.0;-872.0;88.0;682.0;-985.0;99.0
894.0;-165.0;427.0;-316.0;346.0;-176;344.0;-370.0;-469.0;-11.0;329.0;-937.0;164.0
863.0;-161.0;304.0;-51.0;379.0;-174;276.0;-482.0;-248.0;26.0;245.0;-920.0;169.0
889.0;-307.0;-491.0;216.0;441.0;-176;620.0;-397.0;-328.0;89.0;-54.0;-850.0;274.0
1138.0;-191.0;-220.0;35.0;410.0;154;434.0;-592.0;-135.0;-443.0;156.0;-864.0;126.0
969.0;-305.0;-335.0;-63.0;267.0;-160;415.0;-719.0;-121.0;-147.0;334.0;-834.0;-91.0
864.0;-168.0;-195.0;130.0;495.0;178;836.0;-728.0;-158.0;-192.0;10.0;-928.0;278.0
893.0;-239.0;-422.0;158.0;424.0;177;643.0;-581.0;-472.0;-10.0;-106.0;-938.0;299.0
949.0;-315.0;-445.0;28.0;332.0;-176;79.0;-348.0;-62.0;721.0;-31.0;-908.0;180.0
919.0;-184.0;211.0;-148.0;455.0;-175;321.0;-455.0;-170.0;-51.0;315.0;-913.0;164.0
872.0;-194.0;406.0;-314.0;400.0;-176;356.0;-419.0;-435.0;-40.0;358.0;-901.0;261.0
838.0;-432.0;50.0;353.0;549.0;177;432.0;-532.0;-570.0;313.0;-357.0;-843.0;271.0
858.0;-321.0;-98.0;170.0;472.0;-172;493.0;-526.0;-549.0;41.0;-390.0;-818.0;327.0
882.0;-310.0;-499.0;217.0;451.0;-176;612.0;-399.0;-323.0;78.0;-65.0;-882.0;253.0
899.0;-91.0;-42.0;152.0;385.0;-181;574.0;-504.0;-489.0;194.0;-165.0;-970.0;326.0
862.0;-52.0;36.0;144.0;392.0;-224;559.0;-456.0;-459.0;185.0;-185.0;-1011.0;306.0
929.0;-38.0;78.0;139.0;315.0;-43;553.0;-425.0;-435.0;334.0;-195.0;-1016.0;271.0
828.0;-297.0;-420.0;-27.0;553.0;-176;320.0;-27.0;123.0;357.0;253.0;-906.0;542.0
739.0;-163.0;69.0;188.0;554.0;138;367.0;-663.0;-572.0;858.0;-541.0;-626.0;-21.0
818.0;-289.0;502.0;-215.0;404.0;-176;559.0;-174.0;-465.0;326.0;326.0;-896.0;266.0
871.0;-176.0;364.0;-90.0;437.0;-176;246.0;-186.0;-197.0;50.0;80.0;-1006.0;344.0
881.0;-235.0;323.0;-88.0;494.0;-176;261.0;-191.0;-155.0;-14.0;87.0;-1028.0;357.0
920.0;-282.0;289.0;-87.0;476.0;-176;280.0;-199.0;-127.0;51.0;94.0;-987.0;328.0
1204.0;-240.0;370.0;-228.0;493.0;-197;487.0;-151.0;-446.0;675.0;165.0;-867.0;105.0
818.0;-377.0;-121.0;-25.0;582.0;-178;395.0;-724.0;-265.0;311.0;192.0;-799.0;491.0
465.0;-426.0;-292.0;-140.0;713.0;175;386.0;-766.0;-232.0;218.0;250.0;-778.0;432.0
542.0;-794.0;-598.0;280.0;655.0;-176;424.0;-604.0;-77.0;179.0;-183.0;-633.0;846.0
957.0;-49.0;-382.0;-119.0;274.0;161;403.0;-571.0;-210.0;430.0;231.0;-1023.0;145.0
966.0;-51.0;-382.0;-130.0;259.0;162;408.0;-576.0;-222.0;456.0;246.0;-1011.0;113.0
987.0;-58.0;-379.0;-153.0;248.0;169;433.0;-577.0;-255.0;445.0;294.0;-1001.0;124.0
925.0;44.0;-356.0;-110.0;127.0;180;686.0;-887.0;-245.0;382.0;224.0;-983.0;238.0
966.0;10.0;150.0;136.0;267.0;176;541.0;-345.0;-380.0;324.0;-209.0;-1100.0;184.0
1010.0;-130.0;-100.0;-268.0;360.0;158;430.0;-566.0;-381.0;69.0;403.0;-997.0;-162.0
1107.0;-66.0;-126.0;-364.0;397.0;187;417.0;-819.0;-395.0;112.0;241.0;-994.0;31.0
926.0;-106.0;13.0;-381.0;159.0;163;426.0;-761.0;-445.0;134.0;539.0;-1046.0;168.0
988.0;-59.0;-129.0;-159.0;283.0;178;365.0;-563.0;-336.0;82.0;204.0;-1024.0;494.0
1023.0;-41.0;-110.0;-182.0;311.0;155;382.0;-568.0;-353.0;77.0;253.0;-1023.0;358.0
1069.0;29.0;-570.0;62.0;421.0;-173;113.0;-414.0;-54.0;132.0;-191.0;-856.0;159.0
790.0;60.0;-531.0;103.0;646.0;-182;282.0;-529.0;94.0;41.0;149.0;-1033.0;396.0
954.0;200.0;83.0;-187.0;412.0;210;117.0;-595.0;-364.0;381.0;369.0;-965.0;-15.0
872.0;97.0;-210.0;-254.0;453.0;148;72.0;-650.0;-448.0;44.0;307.0;-960.0;241.0
898.0;-299.0;-495.0;227.0;466.0;-176;606.0;-410.0;-316.0;286.0;-114.0;-942.0;249.0
926.0;-436.0;-530.0;253.0;734.0;-149;714.0;-471.0;-5.0;524.0;-103.0;-932.0;-142.0
749.0;-358.0;-629.0;215.0;437.0;-177;523.0;-305.0;-187.0;813.0;-412.0;-782.0;280.0
912.0;-118.0;176.0;-164.0;408.0;174;381.0;-749.0;-317.0;375.0;177.0;-929.0;165.0
758.0;-264.0;-353.0;500.0;408.0;195;1008.0;-296.0;113.0;-402.0;-359.0;-749.0;289.0
900.0;-279.0;-427.0;476.0;446.0;54;877.0;-367.0;70.0;1227.0;-503.0;-1003.0;146.0
750.0;-282.0;-96.0;142.0;283.0;128;576.0;-332.0;-62.0;-194.0;39.0;-696.0;205.0
938.0;-120.0;156.0;-169.0;406.0;174;381.0;-773.0;-313.0;387.0;187.0;-945.0;152.0
882.0;-254.0;-500.0;229.0;395.0;-176;562.0;-431.0;-332.0;70.0;-279.0;-891.0;243.0
787.0;-141.0;229.0;40.0;388.0;-161;687.0;-253.0;-253.0;-115.0;53.0;-895.0;176.0
894.0;-252.0;-1078.0;543.0;434.0;-174;362.0;-564.0;28.0;284.0;-501.0;-929.0;415.0
888.0;-379.0;-1081.0;520.0;404.0;-161;285.0;-557.0;-7.0;106.0;-559.0;-959.0;208.0
735.0;-280.0;-1208.0;503.0;550.0;-177;418.0;-504.0;87.0;-40.0;-394.0;-819.0;308.0
921.0;-116.0;103.0;-164.0;391.0;174;372.0;-718.0;-312.0;353.0;164.0;-937.0;144.0
1119.0;-322.0;168.0;-226.0;387.0;4;1072.0;-739.0;-670.0;893.0;145.0;-1102.0;105.0
1005.0;16.0;217.0;-187.0;285.0;-139;934.0;-1044.0;-548.0;153.0;221.0;-1009.0;-38.0
1161.0;-362.0;-90.0;-286.0;253.0;139;281.0;-848.0;-385.0;92.0;165.0;-765.0;-68.0
900.0;-193.0;-611.0;195.0;241.0;162;214.0;-466.0;138.0;-321.0;-174.0;-1244.0;213.0
950.0;-150.0;-261.0;-269.0;340.0;-176;473.0;-563.0;-394.0;322.0;427.0;-950.0;218.0
964.0;-74.0;-63.0;-365.0;238.0;-164;502.0;-582.0;-513.0;-40.0;524.0;-930.0;170.0
1014.0;-218.0;-355.0;-400.0;261.0;-166;421.0;-636.0;-521.0;350.0;718.0;-993.0;9.0
902.0;-27.0;94.0;44.0;253.0;169;311.0;-588.0;-260.0;297.0;-81.0;-1001.0;23.0
927.0;-39.0;91.0;80.0;330.0;169;298.0;-590.0;-252.0;614.0;-129.0;-1238.0;43.0
768.0;139.0;-154.0;-136.0;431.0;-168;513.0;-557.0;-303.0;-19.0;112.0;-977.0;193.0
987.0;-146.0;101.0;-13.0;166.0;170;333.0;-582.0;-287.0;281.0;40.0;-1235.0;82.0
759.0;126.0;-155.0;-118.0;376.0;-168;509.0;-555.0;-291.0;23.0;88.0;-971.0;179.0
939.0;-22.0;-238.0;-80.0;316.0;59;935.0;-812.0;-338.0;-49.0;168.0;-954.0;95.0
1094.0;-260.0;-126.0;-109.0;493.0;151;955.0;-781.0;-427.0;-706.0;160.0;-1010.0;123.0
739.0;-300.0;-92.0;-28.0;420.0;-169;569.0;-543.0;-210.0;113.0;54.0;-1292.0;174.0
853.0;-39.0;-418.0;204.0;270.0;-195;743.0;97.0;81.0;87.0;-96.0;-966.0;115.0
950.0;-364.0;-651.0;278.0;397.0;108;-234.0;-394.0;167.0;70.0;-554.0;-483.0;-33.0
1137.0;-98.0;-233.0;-84.0;405.0;94;936.0;-808.0;-335.0;97.0;155.0;-1019.0;70.0
743.0;-51.0;-408.0;425.0;378.0;-208;1136.0;-441.0;-10.0;162.0;-306.0;-781.0;37.0
836.0;-236.0;-397.0;-103.0;621.0;177;360.0;-728.0;-130.0;-367.0;204.0;-888.0;527.0
824.0;-271.0;-680.0;478.0;467.0;-164;160.0;-89.0;397.0;-93.0;19.0;-785.0;312.0
956.0;-188.0;-339.0;337.0;410.0;-176;270.0;-113.0;211.0;-63.0;-305.0;-951.0;168.0
1172.0;-40.0;-506.0;370.0;525.0;209;1006.0;-553.0;13.0;56.0;-368.0;-1026.0;-18.0
1072.0;-164.0;-449.0;153.0;280.0;101;800.0;-529.0;-119.0;229.0;-119.0;-922.0;-26.0
705.0;-15.0;-237.0;156.0;277.0;168;723.0;-518.0;-95.0;271.0;-156.0;-878.0;59.0
716.0;-8.0;-483.0;379.0;205.0;-154;975.0;-498.0;11.0;165.0;-202.0;-768.0;152.0
787.0;-139.0;-422.0;297.0;528.0;-172;631.0;-382.0;52.0;318.0;-184.0;-890.0;326.0
981.0;-257.0;-422.0;249.0;314.0;176;535.0;-22.0;-11.0;50.0;345.0;-910.0;18.0
1018.0;-338.0;-159.0;412.0;417.0;177;810.0;-155.0;85.0;454.0;-208.0;-1063.0;335.0
947.0;-22.0;-403.0;477.0;417.0;113;741.0;-262.0;198.0;43.0;-382.0;-948.0;-15.0
827.0;-213.0;-530.0;207.0;322.0;173;402.0;539.0;381.0;259.0;175.0;-832.0;409.0
892.0;37.0;-50.0;429.0;192.0;177;532.0;55.0;67.0;539.0;-181.0;-962.0;224.0
895.0;-200.0;-188.0;406.0;362.0;179;583.0;47.0;108.0;252.0;-142.0;-935.0;237.0
918.0;-158.0;-548.0;389.0;356.0;-175;810.0;-85.0;88.0;109.0;-96.0;-933.0;202.0
977.0;-48.0;226.0;132.0;402.0;176;491.0;-96.0;-279.0;415.0;-182.0;-911.0;300.0
991.0;-47.0;221.0;128.0;412.0;176;482.0;-50.0;-236.0;380.0;-166.0;-879.0;227.0
928.0;-179.0;-403.0;321.0;328.0;-163;259.0;-66.0;237.0;-3.0;-279.0;-984.0;201.0
913.0;-254.0;-215.0;156.0;347.0;-174;225.0;-61.0;276.0;-27.0;-76.0;-904.0;209.0
876.0;-272.0;-179.0;147.0;376.0;-174;219.0;-37.0;295.0;-52.0;-54.0;-934.0;268.0
810.0;-197.0;-236.0;27.0;468.0;174;320.0;-724.0;-120.0;-104.0;68.0;-847.0;259.0
881.0;-517.0;-482.0;31.0;276.0;-175;77.0;-375.0;-72.0;260.0;-178.0;-877.0;222.0
885.0;-254.0;-675.0;384.0;437.0;-178;259.0;-446.0;310.0;44.0;-334.0;-895.0;324.0
1208.0;-34.0;303.0;136.0;498.0;172;426.0;75.0;-178.0;-20.0;-58.0;-869.0;233.0
951.0;-79.0;151.0;-60.0;196.0;-180;294.0;-586.0;-269.0;287.0;131.0;-956.0;3.0
994.0;-29.0;205.0;128.0;346.0;176;479.0;-3.0;-182.0;317.0;-150.0;-880.0;173.0
925.0;-38.0;160.0;144.0;320.0;174;467.0;73.0;-91.0;397.0;-130.0;-888.0;165.0
903.0;-86.0;127.0;158.0;321.0;172;461.0;98.0;-40.0;376.0;-126.0;-902.0;101.0
839.0;-254.0;-266.0;144.0;509.0;179;537.0;-18.0;-156.0;123.0;-355.0;-926.0;204.0
867.0;-233.0;-258.0;149.0;481.0;176;533.0;-2.0;-157.0;115.0;-362.0;-920.0;202.0
832.0;-245.0;-79.0;346.0;491.0;177;474.0;-281.0;-488.0;119.0;-471.0;-903.0;444.0
840.0;-244.0;-571.0;510.0;437.0;169;336.0;-439.0;-184.0;-101.0;-673.0;-900.0;186.0
895.0;-228.0;-225.0;160.0;452.0;154;530.0;1.0;-133.0;122.0;-390.0;-927.0;198.0
949.0;-84.0;-541.0;569.0;260.0;145;408.0;6.0;262.0;-28.0;-632.0;-973.0;81.0
755.0;-91.0;190.0;129.0;576.0;179;374.0;167.0;-66.0;-100.0;-518.0;-812.0;135.0
902.0;-154.0;88.0;179.0;315.0;172;459.0;125.0;11.0;347.0;-122.0;-862.0;93.0
985.0;-245.0;-75.0;434.0;475.0;-168;114.0;308.0;190.0;-5.0;-518.0;-761.0;127.0
911.0;-159.0;-542.0;274.0;490.0;179;606.0;-145.0;129.0;32.0;342.0;-976.0;327.0
901.0;-219.0;-372.0;36.0;454.0;178;686.0;-128.0;-245.0;25.0;192.0;-956.0;520.0
937.0;-198.0;-245.0;10.0;449.0;178;683.0;-181.0;-322.0;0.0;163.0;-975.0;412.0
