InertialMeasurementUnit L-SHOE EuX;Accelerometer HIP accY;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;Accelerometer BACK accZ;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE AngVelBodyFrameX
-157;917.0;-20;-6;635;-20;-641.0;4;-4
-157;908.0;-14;-1;633;-14;-648.0;-25;25
-157;918.0;10;0;633;10;-613.0;-12;12
-157;920.0;-19;2;628;-19;-634.0;7;-7
-157;924.0;2;1;632;2;-656.0;5;-5
-155;950.0;-26;1;723;-26;-606.0;12;-12
-155;938.0;-34;4;721;-34;-590.0;12;-12
-157;901.0;5;3;633;5;-623.0;13;-13
-157;913.0;-1;-5;637;-1;-579.0;-15;15
-155;956.0;-17;4;724;-17;-610.0;18;-18
-155;948.0;49;-8;728;49;-579.0;42;-42
-155;957.0;7;-3;723;7;-598.0;54;-54
-155;948.0;-16;-2;727;-16;-584.0;31;-31
-155;939.0;28;0;723;28;-595.0;-12;12
-157;913.0;-3;2;638;-3;-648.0;3;-3
-155;927.0;-39;-2;727;-39;-610.0;-7;7
-157;953.0;13;10;635;13;-631.0;3;-3
-155;939.0;-6;-6;729;-6;-576.0;15;-15
-157;937.0;-18;-5;640;-18;-629.0;-8;8
-155;950.0;-16;0;723;-16;-584.0;6;-6
-157;958.0;-5;4;620;-5;-559.0;-54;54
-157;926.0;-4;1;637;-4;-619.0;10;-10
-172;1007.0;6;-1;715;6;-751.0;-347;347
-157;903.0;-4;-2;638;-4;-628.0;19;-19
-157;897.0;7;-8;644;7;-599.0;-6;6
-157;908.0;7;-8;644;7;-620.0;16;-16
-151;918.0;1;-3;722;1;-589.0;-39;39
-157;898.0;7;-8;644;7;-586.0;7;-7
-157;924.0;7;-8;644;7;-603.0;9;-9
-157;919.0;7;-8;644;7;-658.0;-21;21
-157;951.0;38;-2;625;38;-647.0;-84;84
-157;928.0;7;-8;644;7;-618.0;6;-6
-157;930.0;38;-5;638;38;-529.0;-7;7
-157;927.0;7;-8;644;7;-652.0;-16;16
-157;947.0;7;-8;644;7;-647.0;17;-17
-157;946.0;7;-8;644;7;-643.0;9;-9
-157;944.0;7;-8;644;7;-619.0;-34;34
-151;921.0;9;-2;719;9;-591.0;-34;34
-145;999.0;34;71;719;34;-549.0;-149;149
-143;955.0;-3;2;635;-3;-736.0;9;-9
-151;994.0;-41;3;724;-41;-647.0;-8;8
-157;927.0;7;-8;644;7;-651.0;-18;18
-157;949.0;7;-8;644;7;-672.0;-45;45
-157;960.0;7;-8;644;7;-672.0;5;-5
-169;986.0;-40;334;725;-40;-737.0;-96;96
-151;986.0;-4;-2;723;-4;-631.0;-27;27
-145;1071.0;-74;-243;895;-74;-738.0;17;-17
-157;937.0;7;-8;644;7;-671.0;-11;11
-151;985.0;-7;-3;723;-7;-641.0;0;0
-180;1001.0;27;4;724;27;-771.0;133;-133
-157;960.0;32;-10;621;32;-695.0;-29;29
-157;957.0;7;-8;644;7;-693.0;24;-24
-151;978.0;13;2;724;13;-637.0;24;-24
-157;960.0;8;-8;644;8;-679.0;-26;26
-151;980.0;1;-3;724;1;-651.0;-30;30
-157;930.0;0;7;638;0;-655.0;-9;9
-157;916.0;18;7;640;18;-666.0;2;-2
-157;932.0;7;3;638;7;-629.0;-5;5
-157;937.0;3;3;637;3;-656.0;16;-16
-157;937.0;-33;2;633;-33;-630.0;22;-22
-157;938.0;0;5;637;0;-627.0;13;-13
-157;947.0;13;6;637;13;-637.0;5;-5
-157;935.0;3;6;637;3;-628.0;10;-10
-157;921.0;10;6;637;10;-617.0;28;-28
-151;962.0;-34;-7;731;-34;-625.0;-45;45
-157;936.0;7;6;637;7;-628.0;33;-33
-157;949.0;8;5;638;8;-639.0;15;-15
-157;934.0;-14;-3;635;-14;-640.0;11;-11
-151;986.0;-50;-3;732;-50;-622.0;-10;10
-157;937.0;-13;-3;635;-13;-655.0;22;-22
-157;938.0;-13;-3;635;-13;-654.0;-10;10
-157;956.0;-12;-3;635;-12;-641.0;21;-21
-157;938.0;-25;0;627;-25;-618.0;-31;31
-172;1035.0;-35;-17;721;-35;-700.0;-124;124
-157;919.0;-11;7;632;-11;-605.0;-24;24
-151;982.0;-5;-6;730;-5;-631.0;-12;12
-24;805.0;2459;2162;-922;2459;-624.0;-520;520
-157;909.0;13;3;628;13;-650.0;-1;1
-157;937.0;-3;1;633;-3;-605.0;-9;9
-157;930.0;1;0;635;1;-630.0;5;-5
-157;936.0;-24;-3;636;-24;-616.0;5;-5
-151;973.0;-14;0;728;-14;-620.0;-12;12
-151;955.0;-31;-7;732;-31;-621.0;-15;15
-151;970.0;-339;1102;452;-339;-358.0;-15;15
-180;992.0;2;9;725;2;-657.0;35;-35
-151;971.0;4;0;732;4;-629.0;8;-8
-157;899.0;-4;-2;629;-4;-615.0;17;-17
-157;920.0;7;1;628;7;-622.0;-22;22
-157;947.0;1;4;628;1;-563.0;22;-22
-157;951.0;-50;2;621;-50;-552.0;15;-15
-179;1021.0;26;0;724;26;-716.0;-72;72
-151;948.0;7;0;729;7;-544.0;56;-56
-157;920.0;-8;5;628;-8;-630.0;-16;16
-157;950.0;-23;-5;639;-23;-611.0;6;-6
-157;932.0;25;7;632;25;-640.0;11;-11
-157;936.0;-2;5;629;-2;-630.0;-2;2
-151;934.0;-11;2;730;-11;-587.0;4;-4
-157;927.0;-13;5;629;-13;-600.0;-15;15
-157;946.0;-13;7;627;-13;-611.0;-7;7
-157;947.0;-14;7;626;-14;-625.0;-2;2
-157;955.0;-15;5;630;-15;-640.0;6;-6
-157;936.0;-8;-4;634;-8;-645.0;-25;25
-157;980.0;-9;-13;623;-9;-649.0;-57;57
-157;951.0;-24;7;631;-24;-637.0;-7;7
-157;931.0;-25;1;631;-25;-627.0;-7;7
-157;924.0;-22;-1;632;-22;-637.0;12;-12
-151;944.0;4;2;729;4;-592.0;-31;31
-157;916.0;-15;-1;631;-15;-620.0;1;-1
-157;932.0;12;-5;635;12;-627.0;9;-9
-157;951.0;-14;-4;636;-14;-644.0;3;-3
-157;943.0;8;2;630;8;-652.0;-16;16
-151;957.0;-29;2;723;-29;-580.0;-16;16
-151;950.0;-23;-1;731;-23;-573.0;11;-11
-151;947.0;7;-1;725;7;-593.0;25;-25
-151;947.0;-13;2;724;-13;-578.0;-19;19
-151;934.0;-13;3;728;-13;-596.0;17;-17
-151;958.0;-8;3;722;-8;-582.0;-1;1
-151;949.0;-11;-4;727;-11;-541.0;-7;7
-151;949.0;-12;0;730;-12;-566.0;-2;2
-151;957.0;29;1;726;29;-590.0;6;-6
-154;934.0;34;-62;732;34;-553.0;6;-6
-151;923.0;-20;-4;729;-20;-578.0;-26;26
-151;941.0;-28;-5;730;-28;-561.0;5;-5
-151;956.0;-26;-3;728;-26;-582.0;18;-18
-148;945.0;-6;-2;535;-6;-675.0;-16;16
-151;940.0;-19;-6;731;-19;-579.0;19;-19
-117;940.0;-20;8;723;-20;-480.0;194;-194
52;933.0;2442;-1924;-1899;2442;-565.0;-818;818
-151;970.0;1;-4;734;1;-595.0;9;-9
-111;947.0;-21;39;275;-21;-911.0;21;-21
-157;962.0;2;-5;608;2;-640.0;-19;19
-151;952.0;-8;-3;727;-8;-588.0;-8;8
-151;958.0;4;1;727;4;-582.0;3;-3
-143;850.0;-17;3;639;-17;-665.0;-19;19
-143;840.0;16;3;642;16;-689.0;6;-6
-143;869.0;-3;1;637;-3;-682.0;-17;17
-151;937.0;-4;5;729;-4;-566.0;14;-14
-151;954.0;13;0;731;13;-586.0;-8;8
-143;840.0;-12;0;643;-12;-719.0;-2;2
-143;835.0;9;1;636;9;-650.0;11;-11
-151;935.0;-22;1;730;-22;-585.0;-8;8
-143;861.0;-15;-1;640;-15;-711.0;-15;15
-143;862.0;-12;3;639;-12;-681.0;-12;12
-151;906.0;-9;-3;735;-9;-564.0;35;-35
-151;964.0;4;-2;728;4;-560.0;34;-34
-151;954.0;15;3;730;15;-570.0;12;-12
-143;802.0;10;-4;647;10;-763.0;-19;19
-151;931.0;6;3;735;6;-569.0;-24;24
-154;951.0;10;-12;733;10;-536.0;32;-32
-151;925.0;-13;-13;738;-13;-531.0;6;-6
-151;951.0;-29;-2;729;-29;-569.0;-24;24
61;962.0;26;3;711;26;-519.0;5;-5
-9;965.0;-5;16;740;-5;-532.0;3852;-3852
102;930.0;82;-32;739;82;-598.0;12;-12
-121;856.0;3055;-34;682;3055;-393.0;-22;22
-151;992.0;-17;-7;731;-17;-590.0;14;-14
-151;976.0;-1;-1;723;-1;-580.0;16;-16
-151;976.0;25;-6;729;25;-597.0;-2;2
-151;966.0;-1;-3;731;-1;-610.0;5;-5
-143;813.0;-29;0;644;-29;-674.0;-39;39
-151;978.0;-36;-2;723;-36;-600.0;68;-68
-143;790.0;13;5;647;13;-658.0;-29;29
-151;980.0;-1;-3;725;-1;-596.0;-21;21
-151;962.0;8;-7;726;8;-596.0;-15;15
-151;1018.0;-5;-4;723;-5;-604.0;-5;5
-151;969.0;5;4;723;5;-603.0;-14;14
-143;918.0;-4;-3;646;-4;-769.0;-9;9
-151;970.0;-6;-3;725;-6;-588.0;-36;36
-151;956.0;-24;-3;725;-24;-541.0;57;-57
-151;936.0;-17;-7;729;-17;-570.0;-43;43
20;981.0;-1;-6;710;-1;-691.0;1039;-1039
-143;922.0;-16;-2;644;-16;-762.0;28;-28
-143;860.0;21;-1;647;21;-739.0;10;-10
101;1095.0;-119;-76;730;-119;-502.0;37;-37
-143;930.0;27;1;641;27;-819.0;19;-19
77;1377.0;-352;-5;836;-352;-471.0;-6958;6958
104;994.0;-17;3;726;-17;-549.0;-93;93
-19;956.0;3;-4;720;3;-490.0;47;-47
-143;786.0;-24;1;650;-24;-677.0;4;-4
12;914.0;-260;1;762;-260;-619.0;18;-18
-143;872.0;3;1;646;3;-680.0;2;-2
-143;858.0;-2;1;645;-2;-679.0;-14;14
-143;848.0;9;-10;648;9;-700.0;-5;5
-143;867.0;-2;1;649;-2;-673.0;21;-21
-143;873.0;-1;-3;651;-1;-664.0;23;-23
-143;846.0;-8;-4;642;-8;-697.0;42;-42
67;1005.0;3;47;756;3;-490.0;616;-616
-143;858.0;0;1;647;0;-685.0;-10;10
-157;908.0;-3;-5;637;-3;-608.0;-7;7
-143;851.0;6;-5;647;6;-787.0;30;-30
-143;856.0;-11;-6;643;-11;-676.0;35;-35
-143;841.0;6;0;640;6;-662.0;-32;32
-143;819.0;-3;0;639;-3;-689.0;-8;8
-19;939.0;23;-4;716;23;-520.0;-29;29
-143;831.0;9;5;640;9;-690.0;-17;17
-143;855.0;-22;1;641;-22;-679.0;-8;8
-25;849.0;513;41;722;513;-532.0;-6;6
-29;928.0;-1327;43;649;-1327;-560.0;18;-18
-143;848.0;-5;-3;646;-5;-717.0;-32;32
-143;840.0;-11;-5;641;-11;-697.0;-19;19
-16;857.0;-20;-13;741;-20;-528.0;47;-47
99;959.0;-7;3;728;-7;-474.0;17;-17
99;911.0;-19;1;726;-19;-440.0;5;-5
-17;929.0;-5;5;725;-5;-459.0;17;-17
-143;789.0;-22;-1;652;-22;-665.0;-17;17
-21;963.0;-7;-10;710;-7;-549.0;-68;68
-17;948.0;36;6;732;36;-500.0;49;-49
99;933.0;-13;0;727;-13;-404.0;-17;17
-143;910.0;3;7;634;3;-690.0;-20;20
99;942.0;9;3;730;9;-449.0;-48;48
-17;940.0;6;3;733;6;-522.0;-32;32
17;854.0;-15;-2;719;-15;-855.0;65;-65
-17;915.0;-15;-1;733;-15;-447.0;-35;35
-17;946.0;-22;8;731;-22;-512.0;-47;47
-17;922.0;-7;3;734;-7;-499.0;-37;37
-17;937.0;33;2;731;33;-511.0;-52;52
-17;922.0;8;4;736;8;-493.0;17;-17
-143;840.0;-22;6;638;-22;-650.0;22;-22
99;944.0;-15;1;729;-15;-417.0;13;-13
-143;810.0;8;-1;646;8;-657.0;-12;12
106;942.0;274;19;884;274;-548.0;9;-9
99;942.0;10;2;735;10;-438.0;-14;14
43;990.0;13;2;734;13;-651.0;20;-20
43;976.0;-6;-8;731;-6;-710.0;0;0
43;964.0;-6;3;735;-6;-678.0;6;-6
43;976.0;-3;1;735;-3;-669.0;15;-15
43;1003.0;-15;-3;734;-15;-707.0;34;-34
-17;939.0;8;5;733;8;-497.0;-12;12
43;981.0;1;-2;735;1;-658.0;6;-6
-15;897.0;-734;11;682;-734;-593.0;-15;15
-157;906.0;-12;0;632;-12;-625.0;-3;3
-17;923.0;-28;-8;747;-28;-496.0;-1;1
-157;907.0;4;3;627;4;-610.0;18;-18
91;958.0;-21;-13;718;-21;-671.0;-9;9
105;1005.0;6;-3;721;6;-658.0;25;-25
18;945.0;26;7;721;26;-888.0;555;-555
177;978.0;-24;-1;735;-24;-820.0;175;-175
65;955.0;-16;-3;731;-16;-703.0;44;-44
43;951.0;12;-2;729;12;-701.0;13;-13
-151;946.0;13;-5;730;13;-526.0;359;-359
-143;912.0;2;6;634;2;-674.0;23;-23
-143;927.0;-15;1;636;-15;-669.0;23;-23
-143;908.0;-23;3;636;-23;-690.0;-26;26
43;966.0;-17;-1;733;-17;-728.0;-29;29
40;1007.0;-26;15;727;-26;-747.0;-50;50
43;952.0;-5;0;737;-5;-699.0;6;-6
132;1067.0;-49;6;786;-49;-708.0;-3114;3114
42;958.0;43;0;727;43;-813.0;-16;16
-143;916.0;-13;-2;637;-13;-681.0;21;-21
40;966.0;-8;-1;718;-8;-931.0;-10;10
63;956.0;-16;-3;713;-16;-570.0;-582;582
-143;926.0;-34;2;641;-34;-721.0;63;-63
-143;796.0;0;3;647;0;-665.0;1;-1
-143;896.0;8;7;636;8;-696.0;12;-12
-143;812.0;18;3;644;18;-786.0;12;-12
-143;844.0;-26;-2;650;-26;-749.0;31;-31
-157;873.0;-32;2;638;-32;-689.0;-15;15
-143;872.0;-5;6;643;-5;-675.0;-25;25
116;977.0;-9;-25;701;-9;-545.0;13;-13
111;1160.0;-938;-1026;1146;-938;-729.0;-100;100
107;913.0;-29;-10;733;-29;-532.0;6;-6
105;999.0;-9;7;732;-9;-672.0;-37;37
-143;858.0;10;-10;647;10;-676.0;-20;20
105;996.0;-28;5;728;-28;-662.0;11;-11
65;928.0;-14;-5;728;-14;-690.0;-4;4
120;995.0;-12;10;719;-12;-758.0;-17;17
65;937.0;14;-4;730;14;-674.0;48;-48
32;787.0;-13;6;726;-13;-845.0;-38;38
-157;923.0;19;-7;638;19;-643.0;8;-8
65;925.0;-33;-1;730;-33;-699.0;26;-26
-151;941.0;-17;-6;735;-17;-530.0;-24;24
-1;969.0;-24;5;748;-24;-506.0;2207;-2207
-157;898.0;-12;-1;634;-12;-661.0;-37;37
-157;923.0;6;-8;632;6;-628.0;62;-62
103;921.0;-85;-13;725;-85;-660.0;-1;1
-102;957.0;-2;-1;720;-2;-483.0;6;-6
-179;935.0;-13;2;719;-13;-1002.0;-37;37
105;914.0;-349;97;900;-349;-541.0;-6;6
99;939.0;18;-2;730;18;-450.0;23;-23
-157;889.0;-33;-1;635;-33;-641.0;13;-13
-157;908.0;-12;-2;637;-12;-531.0;0;0
-143;781.0;-8;6;641;-8;-680.0;29;-29
-17;923.0;16;-5;733;16;-422.0;104;-104
170;1007.0;5;-1;717;5;-744.0;65;-65
99;928.0;3;0;734;3;-429.0;19;-19
-139;937.0;-14;-3;733;-14;-409.0;-15;15
99;891.0;1;3;724;1;-447.0;14;-14
-157;959.0;4;-4;621;4;-646.0;2;-2
-157;911.0;-34;-2;635;-34;-646.0;38;-38
-154;952.0;13;-14;731;13;-529.0;-15;15
-157;951.0;8;0;620;8;-624.0;7;-7
-13;864.0;1853;-55;851;1853;-529.0;-63;63
-143;963.0;-10;-1;640;-10;-727.0;46;-46
-101;970.0;-11;20;729;-11;-461.0;-234;234
-143;792.0;18;4;652;18;-671.0;14;-14
-140;841.0;637;935;-790;637;-642.0;-34;34
-157;893.0;-41;-1;634;-41;-642.0;-58;58
-157;889.0;-33;0;635;-33;-640.0;26;-26
5;1015.0;-2454;-296;973;-2454;-796.0;-2776;2776
-157;891.0;-33;-4;631;-33;-633.0;-7;7
-143;850.0;-3;-3;645;-3;-784.0;-10;10
-157;934.0;-63;6;633;-63;-651.0;22;-22
