Accelerometer LUA^ accZ;Accelerometer LUA_ accZ;Accelerometer LUA_ accY;InertialMeasurementUnit LUA accY;InertialMeasurementUnit LUA accZ;Accelerometer LWR accY;InertialMeasurementUnit R-SHOE Body_Az;Accelerometer LH accY;Accelerometer RKN^ accY;InertialMeasurementUnit LLA accX;InertialMeasurementUnit LLA accY;Accelerometer LH accX
312.0;366.0;935.0;-260.0;157.0;830.0;793;996.0;1018.0;-929.0;-411.0;433.0
322.0;367.0;917.0;-268.0;152.0;839.0;799;958.0;982.0;-914.0;-413.0;412.0
329.0;378.0;926.0;-229.0;134.0;823.0;795;1005.0;1000.0;-915.0;-424.0;388.0
301.0;370.0;948.0;-197.0;126.0;848.0;797;955.0;987.0;-908.0;-405.0;358.0
286.0;378.0;977.0;-211.0;134.0;828.0;800;983.0;1000.0;-918.0;-376.0;303.0
267.0;361.0;990.0;-185.0;153.0;845.0;793;1016.0;1020.0;-911.0;-367.0;292.0
254.0;349.0;1000.0;-180.0;159.0;869.0;800;1056.0;1011.0;-917.0;-347.0;292.0
244.0;339.0;1000.0;-178.0;163.0;906.0;797;1059.0;1033.0;-914.0;-336.0;294.0
253.0;345.0;986.0;-175.0;156.0;920.0;794;1018.0;1037.0;-919.0;-330.0;326.0
244.0;380.0;958.0;-178.0;129.0;915.0;797;995.0;1009.0;-960.0;-323.0;325.0
241.0;365.0;948.0;-157.0;122.0;892.0;797;994.0;1030.0;-995.0;-326.0;309.0
220.0;376.0;926.0;-142.0;153.0;876.0;799;986.0;1088.0;-1004.0;-300.0;293.0
227.0;409.0;927.0;-152.0;198.0;880.0;792;1007.0;1098.0;-991.0;-286.0;297.0
220.0;412.0;932.0;-180.0;220.0;853.0;792;1012.0;1038.0;-975.0;-297.0;274.0
235.0;410.0;936.0;-178.0;219.0;849.0;801;1007.0;1031.0;-961.0;-310.0;305.0
243.0;391.0;948.0;-173.0;181.0;831.0;802;1022.0;995.0;-961.0;-310.0;333.0
248.0;376.0;960.0;-176.0;146.0;858.0;804;989.0;989.0;-964.0;-312.0;360.0
221.0;379.0;979.0;-188.0;128.0;868.0;804;1008.0;1007.0;-953.0;-313.0;392.0
232.0;386.0;956.0;-185.0;133.0;868.0;796;1009.0;971.0;-949.0;-331.0;387.0
249.0;381.0;949.0;-207.0;141.0;879.0;802;1005.0;957.0;-959.0;-355.0;398.0
233.0;395.0;883.0;-194.0;145.0;870.0;804;988.0;958.0;-953.0;-360.0;407.0
252.0;337.0;779.0;-189.0;156.0;871.0;806;940.0;886.0;-950.0;-355.0;418.0
265.0;349.0;658.0;-187.0;154.0;812.0;802;895.0;941.0;-952.0;-364.0;417.0
224.0;435.0;984.0;-219.0;335.0;1023.0;673;1221.0;961.0;-971.0;-393.0;229.0
185.0;374.0;952.0;-230.0;283.0;872.0;744;1007.0;1021.0;-953.0;-344.0;369.0
172.0;396.0;838.0;-158.0;348.0;775.0;900;862.0;1046.0;-923.0;-177.0;406.0
242.0;361.0;967.0;-180.0;328.0;898.0;671;1044.0;972.0;-913.0;-339.0;288.0
226.0;433.0;1042.0;-284.0;34.0;737.0;780;773.0;987.0;-722.0;-280.0;611.0
-92.0;238.0;984.0;-178.0;263.0;934.0;788;1026.0;1019.0;-942.0;-307.0;233.0
236.0;323.0;1118.0;-263.0;240.0;1205.0;483;1308.0;1054.0;-849.0;-329.0;533.0
167.0;369.0;961.0;-317.0;317.0;952.0;664;1017.0;1062.0;-874.0;-416.0;483.0
53.0;327.0;957.0;-88.0;432.0;892.0;801;1006.0;1001.0;-977.0;-258.0;248.0
9.0;252.0;942.0;8.0;483.0;891.0;806;1017.0;966.0;-960.0;-209.0;139.0
427.0;542.0;830.0;-188.0;195.0;643.0;830;831.0;997.0;-1021.0;-384.0;373.0
-68.0;213.0;929.0;11.0;516.0;906.0;806;985.0;875.0;-951.0;-187.0;191.0
68.0;330.0;947.0;-106.0;432.0;882.0;806;1018.0;981.0;-971.0;-264.0;267.0
189.0;404.0;924.0;-259.0;248.0;813.0;796;1026.0;939.0;-905.0;-341.0;259.0
158.0;409.0;924.0;-278.0;200.0;848.0;799;986.0;962.0;-862.0;-403.0;282.0
281.0;398.0;905.0;-270.0;156.0;858.0;803;962.0;951.0;-898.0;-388.0;321.0
294.0;398.0;907.0;-267.0;166.0;856.0;796;1005.0;951.0;-934.0;-359.0;301.0
267.0;421.0;935.0;-266.0;186.0;842.0;793;974.0;995.0;-948.0;-331.0;353.0
169.0;591.0;848.0;-115.0;97.0;761.0;830;941.0;972.0;-983.0;-263.0;328.0
232.0;485.0;873.0;-99.0;201.0;790.0;791;1127.0;924.0;-845.0;-259.0;24.0
264.0;457.0;908.0;-197.0;241.0;841.0;804;1063.0;1032.0;-905.0;-289.0;214.0
265.0;468.0;934.0;-205.0;242.0;865.0;798;1059.0;1043.0;-922.0;-285.0;244.0
254.0;457.0;920.0;-220.0;253.0;877.0;795;1007.0;1031.0;-935.0;-317.0;271.0
228.0;413.0;894.0;-235.0;173.0;848.0;801;1004.0;739.0;-938.0;-364.0;382.0
237.0;441.0;930.0;-248.0;256.0;847.0;791;1022.0;1029.0;-940.0;-343.0;305.0
275.0;428.0;908.0;-267.0;154.0;821.0;798;915.0;929.0;-933.0;-372.0;418.0
269.0;420.0;920.0;-283.0;136.0;811.0;800;943.0;1043.0;-949.0;-378.0;438.0
224.0;342.0;978.0;-190.0;174.0;905.0;796;1048.0;1051.0;-992.0;-325.0;308.0
329.0;305.0;1083.0;-221.0;226.0;711.0;897;1297.0;1249.0;-1054.0;-319.0;221.0
262.0;339.0;976.0;-179.0;171.0;896.0;795;1038.0;1058.0;-994.0;-323.0;284.0
260.0;349.0;934.0;-162.0;170.0;904.0;792;1035.0;1014.0;-984.0;-328.0;258.0
251.0;376.0;954.0;-136.0;166.0;885.0;798;1012.0;1017.0;-991.0;-310.0;260.0
238.0;372.0;962.0;-113.0;178.0;884.0;803;995.0;1029.0;-989.0;-290.0;255.0
198.0;351.0;978.0;-115.0;187.0;876.0;796;1006.0;995.0;-986.0;-277.0;252.0
203.0;349.0;972.0;-131.0;192.0;875.0;800;999.0;973.0;-996.0;-283.0;302.0
174.0;330.0;962.0;-143.0;190.0;886.0;805;1033.0;972.0;-978.0;-285.0;343.0
184.0;332.0;930.0;-169.0;178.0;910.0;799;1030.0;982.0;-959.0;-281.0;361.0
206.0;311.0;885.0;-188.0;171.0;892.0;800;1006.0;1010.0;-963.0;-295.0;401.0
226.0;326.0;741.0;-154.0;163.0;874.0;803;987.0;992.0;-970.0;-315.0;375.0
222.0;442.0;1006.0;-123.0;167.0;813.0;803;801.0;1010.0;-983.0;-309.0;374.0
168.0;355.0;931.0;-167.0;215.0;838.0;799;964.0;928.0;-972.0;-283.0;256.0
197.0;383.0;942.0;-195.0;236.0;849.0;799;988.0;944.0;-981.0;-284.0;277.0
201.0;490.0;920.0;-198.0;250.0;802.0;804;959.0;727.0;-938.0;-256.0;225.0
282.0;473.0;942.0;-239.0;278.0;842.0;791;1010.0;1012.0;-937.0;-346.0;274.0
207.0;446.0;958.0;-204.0;200.0;849.0;799;983.0;799.0;-949.0;-331.0;397.0
224.0;425.0;955.0;-203.0;205.0;860.0;805;1004.0;1138.0;-960.0;-333.0;381.0
215.0;390.0;936.0;-221.0;209.0;873.0;812;1016.0;997.0;-946.0;-338.0;379.0
240.0;397.0;923.0;-247.0;209.0;882.0;810;985.0;1022.0;-925.0;-350.0;399.0
265.0;417.0;962.0;-265.0;186.0;836.0;797;968.0;1014.0;-939.0;-369.0;412.0
255.0;417.0;951.0;-262.0;160.0;826.0;800;982.0;925.0;-960.0;-386.0;452.0
285.0;414.0;943.0;-264.0;150.0;845.0;807;995.0;1002.0;-986.0;-391.0;450.0
289.0;384.0;944.0;-258.0;159.0;828.0;809;986.0;999.0;-946.0;-391.0;423.0
319.0;362.0;952.0;-268.0;172.0;844.0;811;1001.0;1016.0;-912.0;-396.0;437.0
316.0;352.0;956.0;-254.0;166.0;842.0;786;1004.0;1011.0;-921.0;-411.0;465.0
327.0;369.0;993.0;-228.0;152.0;851.0;782;985.0;996.0;-931.0;-403.0;458.0
303.0;330.0;993.0;-227.0;149.0;883.0;798;987.0;1019.0;-927.0;-388.0;432.0
278.0;324.0;995.0;-220.0;148.0;895.0;797;1028.0;977.0;-933.0;-402.0;398.0
297.0;329.0;998.0;-194.0;159.0;905.0;797;1039.0;1026.0;-929.0;-403.0;376.0
272.0;336.0;1007.0;-192.0;179.0;913.0;791;1047.0;1085.0;-931.0;-369.0;353.0
280.0;329.0;1001.0;-194.0;182.0;906.0;799;1039.0;1056.0;-947.0;-371.0;350.0
228.0;456.0;922.0;-259.0;276.0;846.0;800;1012.0;1018.0;-939.0;-347.0;288.0
137.0;359.0;949.0;-195.0;387.0;862.0;803;965.0;985.0;-950.0;-320.0;358.0
125.0;456.0;683.0;-89.0;291.0;628.0;789;979.0;892.0;-884.0;-231.0;16.0
170.0;358.0;934.0;-173.0;374.0;858.0;798;977.0;994.0;-954.0;-338.0;381.0
306.0;434.0;931.0;-247.0;211.0;858.0;794;1026.0;1010.0;-932.0;-349.0;282.0
165.0;379.0;952.0;-236.0;258.0;883.0;805;1005.0;1011.0;-940.0;-291.0;357.0
100.0;335.0;933.0;-161.0;414.0;886.0;686;1034.0;1022.0;-957.0;-303.0;241.0
311.0;437.0;944.0;-283.0;270.0;901.0;868;1092.0;866.0;-886.0;-349.0;506.0
275.0;444.0;914.0;-253.0;215.0;849.0;790;1044.0;1011.0;-938.0;-370.0;257.0
284.0;449.0;937.0;-258.0;209.0;860.0;797;1042.0;1020.0;-927.0;-390.0;235.0
265.0;422.0;929.0;-269.0;203.0;864.0;803;1015.0;1001.0;-927.0;-393.0;237.0
277.0;425.0;934.0;-268.0;202.0;852.0;797;995.0;997.0;-921.0;-387.0;230.0
734.0;568.0;986.0;-604.0;367.0;932.0;809;1144.0;1036.0;-1627.0;-989.0;1061.0
342.0;430.0;960.0;-293.0;195.0;885.0;806;1039.0;957.0;-972.0;-448.0;492.0
320.0;388.0;957.0;-253.0;186.0;839.0;799;990.0;1043.0;-971.0;-444.0;439.0
270.0;358.0;964.0;-274.0;158.0;831.0;797;970.0;996.0;-965.0;-435.0;423.0
321.0;341.0;941.0;-295.0;111.0;828.0;801;978.0;1022.0;-939.0;-442.0;391.0
153.0;458.0;1053.0;-411.0;-277.0;1040.0;809;1199.0;1031.0;-1035.0;-568.0;217.0
298.0;342.0;893.0;-385.0;104.0;923.0;803;1017.0;1012.0;-948.0;-577.0;254.0
334.0;329.0;943.0;-262.0;150.0;847.0;800;969.0;1000.0;-914.0;-400.0;378.0
355.0;358.0;933.0;-224.0;173.0;861.0;796;1005.0;1023.0;-919.0;-371.0;346.0
337.0;330.0;952.0;-205.0;193.0;858.0;807;971.0;1033.0;-923.0;-343.0;280.0
293.0;329.0;991.0;-211.0;209.0;869.0;809;951.0;1029.0;-925.0;-337.0;236.0
276.0;310.0;998.0;-187.0;200.0;846.0;798;1009.0;1041.0;-928.0;-346.0;297.0
269.0;323.0;995.0;-176.0;177.0;900.0;792;1054.0;1011.0;-948.0;-322.0;291.0
244.0;331.0;1050.0;-161.0;168.0;907.0;787;1032.0;1031.0;-941.0;-299.0;307.0
210.0;299.0;1126.0;-162.0;8.0;1093.0;821;1200.0;989.0;-812.0;-227.0;155.0
249.0;379.0;1131.0;-156.0;24.0;1079.0;837;1244.0;981.0;-826.0;-242.0;58.0
180.0;342.0;972.0;-168.0;177.0;893.0;811;1044.0;965.0;-964.0;-309.0;321.0
174.0;348.0;963.0;-161.0;181.0;917.0;799;1043.0;1010.0;-945.0;-306.0;336.0
106.0;300.0;1000.0;-139.0;392.0;953.0;680;1036.0;1005.0;-941.0;-270.0;232.0
274.0;416.0;927.0;-266.0;197.0;863.0;798;993.0;986.0;-929.0;-394.0;234.0
108.0;328.0;963.0;-156.0;398.0;943.0;695;1063.0;1010.0;-955.0;-276.0;272.0
208.0;504.0;877.0;-151.0;434.0;720.0;392;851.0;1041.0;-948.0;-380.0;487.0
-193.0;215.0;883.0;-78.0;590.0;853.0;586;945.0;1011.0;-961.0;-454.0;321.0
-104.0;309.0;624.0;83.0;472.0;561.0;193;736.0;1330.0;-1047.0;47.0;419.0
471.0;570.0;835.0;-353.0;-4.0;696.0;808;996.0;939.0;-727.0;-705.0;435.0
275.0;439.0;925.0;-267.0;207.0;834.0;799;1009.0;1013.0;-926.0;-406.0;214.0
-29.0;157.0;1081.0;-87.0;328.0;971.0;783;1001.0;1060.0;-922.0;-240.0;82.0
-51.0;229.0;953.0;-142.0;482.0;934.0;484;1045.0;1109.0;-923.0;-221.0;156.0
276.0;421.0;944.0;-276.0;213.0;841.0;794;1025.0;1011.0;-926.0;-396.0;227.0
74.0;356.0;939.0;-137.0;375.0;866.0;713;991.0;1031.0;-964.0;-266.0;251.0
130.0;532.0;616.0;-172.0;195.0;871.0;740;903.0;979.0;-689.0;-416.0;404.0
165.0;531.0;821.0;-68.0;280.0;731.0;794;938.0;923.0;-834.0;-422.0;430.0
269.0;424.0;922.0;-264.0;214.0;841.0;795;1027.0;1001.0;-930.0;-397.0;253.0
272.0;425.0;912.0;-264.0;222.0;851.0;796;1008.0;994.0;-930.0;-391.0;255.0
345.0;590.0;774.0;-166.0;226.0;676.0;783;948.0;932.0;-782.0;-710.0;502.0
210.0;555.0;859.0;-249.0;298.0;770.0;782;997.0;988.0;-849.0;-498.0;504.0
289.0;437.0;907.0;-267.0;218.0;846.0;797;1031.0;998.0;-933.0;-386.0;269.0
273.0;419.0;904.0;-257.0;218.0;855.0;794;1035.0;1021.0;-937.0;-377.0;243.0
187.0;867.0;459.0;-349.0;65.0;1000.0;756;1060.0;1060.0;-304.0;-505.0;473.0
255.0;435.0;913.0;-254.0;215.0;853.0;797;998.0;1013.0;-934.0;-369.0;238.0
262.0;417.0;924.0;-259.0;224.0;839.0;802;1013.0;1002.0;-938.0;-362.0;253.0
112.0;563.0;867.0;-239.0;239.0;790.0;785;1010.0;1031.0;-809.0;-505.0;469.0
114.0;534.0;939.0;-178.0;224.0;773.0;784;1030.0;1012.0;-817.0;-422.0;471.0
266.0;419.0;924.0;-254.0;223.0;855.0;797;1025.0;1014.0;-933.0;-362.0;280.0
166.0;534.0;985.0;-166.0;258.0;777.0;784;989.0;1019.0;-817.0;-393.0;534.0
265.0;447.0;914.0;-266.0;215.0;847.0;799;1043.0;1003.0;-928.0;-372.0;226.0
235.0;413.0;905.0;-119.0;345.0;832.0;747;968.0;1021.0;-954.0;-249.0;317.0
280.0;445.0;914.0;-261.0;212.0;850.0;799;1044.0;998.0;-931.0;-369.0;232.0
287.0;415.0;924.0;-253.0;214.0;840.0;795;1054.0;1010.0;-931.0;-371.0;242.0
225.0;463.0;897.0;-166.0;319.0;823.0;811;969.0;1004.0;-929.0;-271.0;429.0
224.0;457.0;894.0;-199.0;290.0;825.0;710;986.0;1039.0;-914.0;-287.0;404.0
299.0;425.0;897.0;-271.0;266.0;821.0;788;975.0;1014.0;-937.0;-372.0;437.0
282.0;424.0;905.0;-275.0;266.0;812.0;786;983.0;1029.0;-943.0;-376.0;431.0
280.0;438.0;906.0;-261.0;266.0;830.0;785;980.0;1002.0;-939.0;-368.0;427.0
339.0;339.0;894.0;-196.0;204.0;850.0;807;900.0;999.0;-977.0;-290.0;176.0
301.0;368.0;899.0;-149.0;200.0;802.0;802;895.0;1015.0;-961.0;-263.0;180.0
187.0;402.0;807.0;-132.0;176.0;746.0;817;966.0;951.0;-997.0;-172.0;88.0
192.0;455.0;939.0;-208.0;216.0;850.0;800;1086.0;1031.0;-984.0;-369.0;386.0
225.0;445.0;939.0;-218.0;201.0;865.0;806;1062.0;1021.0;-975.0;-409.0;349.0
240.0;394.0;939.0;-210.0;166.0;834.0;805;977.0;1031.0;-937.0;-286.0;301.0
245.0;396.0;986.0;-226.0;156.0;847.0;798;991.0;998.0;-928.0;-295.0;366.0
211.0;377.0;1036.0;-256.0;131.0;871.0;819;1210.0;1013.0;-838.0;-251.0;438.0
284.0;418.0;971.0;-257.0;140.0;864.0;800;1055.0;1011.0;-918.0;-335.0;389.0
266.0;425.0;982.0;-267.0;139.0;890.0;800;1053.0;1025.0;-934.0;-349.0;370.0
301.0;391.0;975.0;-271.0;158.0;887.0;801;1029.0;1017.0;-948.0;-381.0;354.0
299.0;414.0;939.0;-246.0;174.0;903.0;803;1045.0;999.0;-961.0;-386.0;351.0
304.0;399.0;980.0;-239.0;169.0;872.0;802;1049.0;1020.0;-973.0;-394.0;356.0
281.0;362.0;1013.0;-177.0;88.0;979.0;822;1005.0;1002.0;-1058.0;-447.0;520.0
256.0;398.0;953.0;-200.0;157.0;829.0;801;1000.0;1000.0;-936.0;-335.0;312.0
280.0;387.0;951.0;-206.0;154.0;848.0;798;1066.0;1031.0;-930.0;-315.0;392.0
289.0;399.0;970.0;-222.0;138.0;869.0;803;1044.0;1030.0;-937.0;-311.0;364.0
270.0;381.0;959.0;-271.0;158.0;886.0;801;1036.0;1021.0;-930.0;-352.0;264.0
287.0;403.0;952.0;-255.0;163.0;874.0;797;1007.0;1018.0;-926.0;-356.0;292.0
303.0;387.0;942.0;-253.0;170.0;871.0;803;1057.0;1013.0;-935.0;-333.0;339.0
300.0;358.0;957.0;-221.0;177.0;887.0;799;1037.0;1017.0;-931.0;-335.0;302.0
278.0;396.0;953.0;-184.0;148.0;883.0;797;1006.0;993.0;-965.0;-356.0;341.0
289.0;382.0;960.0;-230.0;168.0;871.0;802;1009.0;992.0;-956.0;-362.0;326.0
298.0;387.0;945.0;-199.0;177.0;871.0;797;1044.0;1011.0;-957.0;-372.0;266.0
275.0;388.0;960.0;-236.0;174.0;874.0;799;1020.0;1022.0;-967.0;-340.0;275.0
285.0;398.0;952.0;-245.0;197.0;863.0;805;1012.0;1015.0;-953.0;-358.0;342.0
236.0;358.0;952.0;-220.0;187.0;877.0;797;990.0;1011.0;-945.0;-343.0;326.0
286.0;371.0;940.0;-197.0;170.0;863.0;794;984.0;1041.0;-954.0;-303.0;276.0
247.0;365.0;924.0;-228.0;175.0;855.0;796;999.0;1015.0;-956.0;-312.0;288.0
248.0;361.0;934.0;-272.0;196.0;874.0;802;1013.0;1027.0;-948.0;-335.0;323.0
259.0;369.0;948.0;-250.0;199.0;870.0;807;972.0;1014.0;-951.0;-346.0;348.0
278.0;351.0;962.0;-213.0;196.0;840.0;800;980.0;1010.0;-941.0;-336.0;363.0
273.0;359.0;945.0;-207.0;192.0;858.0;797;982.0;1010.0;-938.0;-334.0;358.0
275.0;385.0;964.0;-202.0;174.0;849.0;799;975.0;1015.0;-946.0;-308.0;368.0
276.0;373.0;965.0;-224.0;187.0;860.0;797;993.0;1037.0;-947.0;-311.0;363.0
262.0;387.0;959.0;-222.0;196.0;870.0;797;1006.0;1010.0;-940.0;-326.0;358.0
290.0;364.0;962.0;-248.0;182.0;896.0;798;1014.0;1022.0;-955.0;-355.0;337.0
294.0;361.0;958.0;-223.0;187.0;873.0;801;973.0;1048.0;-954.0;-355.0;332.0
279.0;350.0;948.0;-196.0;182.0;873.0;799;975.0;1020.0;-955.0;-324.0;331.0
243.0;370.0;952.0;-233.0;179.0;885.0;804;1015.0;1039.0;-960.0;-317.0;321.0
235.0;378.0;965.0;-233.0;178.0;868.0;802;997.0;1028.0;-955.0;-322.0;364.0
251.0;370.0;952.0;-228.0;182.0;851.0;803;1008.0;1028.0;-948.0;-325.0;366.0
274.0;379.0;944.0;-222.0;181.0;882.0;803;999.0;1017.0;-950.0;-324.0;362.0
275.0;349.0;943.0;-211.0;172.0;882.0;800;989.0;1027.0;-946.0;-323.0;357.0
266.0;349.0;962.0;-213.0;175.0;896.0;803;993.0;1031.0;-946.0;-329.0;388.0
267.0;379.0;976.0;-213.0;169.0;876.0;807;991.0;1042.0;-956.0;-329.0;382.0
231.0;394.0;961.0;-249.0;177.0;877.0;810;1009.0;1022.0;-954.0;-345.0;370.0
263.0;378.0;954.0;-216.0;176.0;868.0;803;1000.0;1031.0;-937.0;-350.0;323.0
267.0;393.0;920.0;-202.0;172.0;868.0;798;981.0;1011.0;-944.0;-305.0;391.0
270.0;401.0;916.0;-215.0;180.0;857.0;796;983.0;1022.0;-950.0;-326.0;370.0
299.0;370.0;979.0;-218.0;169.0;823.0;794;997.0;1030.0;-934.0;-356.0;332.0
259.0;374.0;955.0;-240.0;169.0;868.0;800;986.0;1011.0;-943.0;-353.0;377.0
286.0;354.0;949.0;-231.0;173.0;866.0;801;985.0;1011.0;-949.0;-342.0;376.0
293.0;363.0;959.0;-252.0;176.0;860.0;803;988.0;1020.0;-949.0;-362.0;379.0
278.0;353.0;973.0;-246.0;185.0;863.0;801;978.0;1001.0;-942.0;-364.0;388.0
300.0;372.0;936.0;-236.0;178.0;855.0;799;996.0;1024.0;-936.0;-341.0;371.0
255.0;349.0;953.0;-229.0;174.0;889.0;798;997.0;1029.0;-942.0;-350.0;370.0
257.0;362.0;955.0;-238.0;177.0;870.0;802;997.0;1014.0;-944.0;-354.0;360.0
258.0;323.0;952.0;-216.0;180.0;864.0;805;1007.0;999.0;-937.0;-340.0;345.0
262.0;362.0;943.0;-214.0;182.0;856.0;801;1001.0;1001.0;-947.0;-329.0;321.0
244.0;359.0;971.0;-206.0;167.0;879.0;801;985.0;1011.0;-963.0;-305.0;378.0
245.0;369.0;980.0;-216.0;170.0;877.0;799;1011.0;1013.0;-954.0;-329.0;340.0
