InertialMeasurementUnit LUA gyroY;InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit LLA gyroZ;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit RLA gyroX
-15.0;-23.0;16.0;-68.0;10.0;28.0;-7.0;-44.0;-47.0;32.0;0.0;-11.0
10.0;-15.0;33.0;-74.0;-20.0;11.0;15.0;-1.0;-32.0;50.0;-9.0;5.0
-35.0;22.0;7.0;-49.0;11.0;32.0;16.0;-40.0;-20.0;64.0;13.0;14.0
11.0;11.0;14.0;-80.0;-23.0;14.0;83.0;-17.0;-17.0;30.0;10.0;12.0
35.0;22.0;18.0;-62.0;-11.0;1.0;50.0;-11.0;-30.0;38.0;34.0;-28.0
-24.0;-22.0;21.0;-64.0;-21.0;14.0;-6.0;12.0;-35.0;44.0;14.0;-7.0
-4.0;7.0;2.0;-71.0;35.0;10.0;-3.0;-34.0;-52.0;29.0;-1.0;-16.0
21.0;-1.0;19.0;-96.0;-13.0;16.0;68.0;-14.0;-54.0;66.0;-4.0;20.0
0.0;-11.0;36.0;-80.0;-11.0;17.0;-10.0;-48.0;-43.0;78.0;14.0;29.0
-8.0;2.0;18.0;-46.0;-1.0;24.0;25.0;26.0;-47.0;24.0;-14.0;-25.0
4.0;-7.0;4.0;-56.0;8.0;17.0;27.0;-37.0;-41.0;48.0;17.0;-24.0
0.0;-1.0;24.0;-45.0;-7.0;22.0;48.0;23.0;-19.0;46.0;16.0;-33.0
19.0;-21.0;-10.0;-49.0;-9.0;14.0;44.0;-31.0;-29.0;33.0;8.0;-14.0
15.0;-15.0;21.0;-74.0;27.0;25.0;-3.0;-20.0;-26.0;46.0;-14.0;0.0
26.0;-28.0;11.0;-63.0;21.0;20.0;41.0;-5.0;-44.0;9.0;-23.0;-7.0
-18.0;-7.0;18.0;-32.0;-6.0;23.0;12.0;-22.0;-30.0;32.0;4.0;4.0
4.0;-1.0;25.0;-45.0;-6.0;10.0;61.0;-40.0;-19.0;17.0;29.0;-31.0
-33.0;20.0;-3.0;-58.0;8.0;22.0;29.0;-36.0;-75.0;41.0;20.0;-11.0
-33.0;3.0;-11.0;-92.0;0.0;20.0;38.0;-33.0;-60.0;-7.0;11.0;-29.0
2.0;-7.0;-15.0;-63.0;-9.0;37.0;23.0;-35.0;-41.0;46.0;-7.0;-20.0
-20.0;-8.0;13.0;-60.0;-15.0;12.0;31.0;23.0;-35.0;40.0;33.0;-20.0
-8.0;-7.0;28.0;-80.0;35.0;31.0;7.0;-10.0;-51.0;36.0;5.0;5.0
-12.0;-22.0;29.0;-69.0;4.0;42.0;-1.0;-5.0;-22.0;50.0;-3.0;25.0
11.0;-3.0;26.0;-89.0;27.0;13.0;20.0;8.0;-54.0;40.0;-8.0;34.0
-6.0;-7.0;40.0;-45.0;23.0;40.0;20.0;31.0;-56.0;41.0;-6.0;-3.0
-1.0;-19.0;-11.0;-78.0;-28.0;1.0;-12.0;-12.0;-34.0;28.0;22.0;-13.0
4.0;5.0;0.0;-42.0;0.0;44.0;38.0;-33.0;-41.0;-5.0;36.0;-29.0
19.0;27.0;12.0;-60.0;2.0;23.0;33.0;-23.0;-26.0;30.0;43.0;-29.0
5.0;21.0;50.0;-83.0;-13.0;33.0;45.0;-12.0;-40.0;68.0;-7.0;8.0
4.0;4.0;12.0;-78.0;-11.0;40.0;69.0;-26.0;-45.0;77.0;-27.0;-45.0
13.0;-8.0;44.0;-104.0;25.0;30.0;21.0;-67.0;-91.0;40.0;-3.0;23.0
3.0;1.0;12.0;-92.0;4.0;-14.0;32.0;-31.0;-23.0;46.0;3.0;29.0
13.0;-21.0;13.0;-35.0;23.0;-2.0;52.0;-10.0;-10.0;16.0;12.0;-42.0
7.0;4.0;-30.0;-77.0;25.0;-1.0;20.0;-21.0;-24.0;34.0;-10.0;-15.0
-5.0;10.0;-26.0;-67.0;10.0;0.0;28.0;-29.0;-58.0;52.0;-30.0;-15.0
26.0;-5.0;54.0;-95.0;-7.0;59.0;10.0;-48.0;-52.0;67.0;-28.0;-33.0
17.0;-15.0;49.0;-69.0;-22.0;28.0;9.0;-41.0;-26.0;54.0;-22.0;31.0
29.0;9.0;74.0;-153.0;-58.0;33.0;118.0;-105.0;-131.0;101.0;-44.0;37.0
1.0;-30.0;41.0;-110.0;-1.0;32.0;49.0;-21.0;-69.0;42.0;-41.0;-50.0
-51.0;7.0;39.0;-131.0;-7.0;6.0;27.0;-21.0;-84.0;66.0;-16.0;-23.0
-28.0;0.0;35.0;-57.0;37.0;-42.0;3.0;-24.0;-56.0;55.0;-3.0;-23.0
-37.0;4.0;21.0;-119.0;5.0;-13.0;1.0;-19.0;-52.0;64.0;10.0;-51.0
-32.0;6.0;20.0;-62.0;8.0;-3.0;-25.0;-39.0;-63.0;38.0;12.0;-28.0
5.0;17.0;7.0;-77.0;-6.0;5.0;41.0;-9.0;-43.0;60.0;-38.0;19.0
-9.0;-13.0;24.0;-45.0;-9.0;14.0;4.0;-30.0;-32.0;35.0;59.0;-57.0
48.0;11.0;0.0;-102.0;89.0;31.0;268.0;-32.0;-66.0;44.0;-79.0;-4.0
-8.0;-34.0;57.0;-112.0;-30.0;-2.0;132.0;-6.0;-65.0;36.0;23.0;-10.0
-9.0;-27.0;5.0;-84.0;23.0;51.0;85.0;-26.0;-21.0;3.0;25.0;-72.0
-5.0;-11.0;19.0;-76.0;3.0;68.0;82.0;-30.0;-24.0;-1.0;43.0;-49.0
-11.0;18.0;1.0;-77.0;19.0;6.0;65.0;-51.0;-3.0;0.0;20.0;0.0
-29.0;-47.0;75.0;-58.0;-24.0;20.0;86.0;-12.0;-90.0;52.0;44.0;-46.0
15.0;3.0;44.0;-58.0;-40.0;4.0;18.0;-16.0;-41.0;25.0;44.0;18.0
11.0;-26.0;31.0;-72.0;-10.0;8.0;-11.0;11.0;-10.0;80.0;4.0;23.0
19.0;-25.0;20.0;-76.0;-28.0;-12.0;1.0;-3.0;-37.0;60.0;-9.0;72.0
-11.0;-44.0;57.0;-65.0;11.0;14.0;36.0;14.0;-48.0;48.0;78.0;-5.0
-4.0;-28.0;24.0;-104.0;27.0;23.0;-12.0;14.0;2.0;32.0;-25.0;-27.0
20.0;1.0;24.0;-308.0;-26.0;63.0;-5.0;-7.0;-30.0;67.0;-42.0;55.0
-8.0;2.0;14.0;-163.0;2.0;-5.0;48.0;-43.0;-58.0;92.0;31.0;20.0
-17.0;-2.0;0.0;-34.0;-42.0;1.0;58.0;10.0;-10.0;27.0;26.0;-24.0
21.0;0.0;-2.0;-54.0;19.0;18.0;-11.0;6.0;-11.0;34.0;27.0;25.0
37.0;-26.0;26.0;-109.0;-37.0;60.0;-19.0;15.0;-36.0;58.0;17.0;27.0
-1.0;-31.0;28.0;-92.0;-37.0;-7.0;1.0;-14.0;-47.0;109.0;36.0;-14.0
239.0;-59.0;62.0;-251.0;-126.0;87.0;-41.0;184.0;-92.0;103.0;-102.0;-127.0
16.0;15.0;-4.0;-76.0;4.0;32.0;-35.0;-46.0;-24.0;84.0;-38.0;-29.0
-27.0;-26.0;45.0;-57.0;2.0;-24.0;31.0;4.0;-11.0;84.0;31.0;-22.0
-21.0;-5.0;20.0;-76.0;-20.0;60.0;38.0;18.0;-34.0;52.0;84.0;-44.0
-11.0;-2.0;1.0;-49.0;-45.0;38.0;19.0;-12.0;-19.0;11.0;14.0;12.0
57.0;236.0;-97.0;-11.0;25.0;39.0;-171.0;32.0;-67.0;-62.0;39.0;130.0
8.0;-11.0;14.0;-12.0;-12.0;33.0;64.0;-3.0;-24.0;43.0;41.0;-16.0
22.0;6.0;10.0;-8.0;36.0;51.0;58.0;-14.0;-12.0;27.0;17.0;-38.0
38.0;-39.0;8.0;-39.0;59.0;36.0;40.0;-21.0;-29.0;27.0;30.0;-50.0
58.0;22.0;17.0;-34.0;44.0;43.0;56.0;-56.0;10.0;39.0;11.0;-55.0
39.0;4.0;2.0;-75.0;42.0;63.0;39.0;-26.0;-21.0;19.0;-31.0;-44.0
39.0;19.0;-6.0;-71.0;13.0;82.0;26.0;-10.0;-10.0;12.0;16.0;-50.0
70.0;59.0;-21.0;-94.0;43.0;88.0;94.0;48.0;-1.0;-87.0;50.0;56.0
-103.0;-25.0;119.0;-106.0;15.0;-29.0;-51.0;-15.0;-63.0;56.0;-13.0;-57.0
33.0;-17.0;-6.0;-94.0;16.0;22.0;-32.0;2.0;-52.0;54.0;-2.0;20.0
8.0;-21.0;20.0;-107.0;-4.0;43.0;-19.0;11.0;-26.0;35.0;76.0;61.0
35.0;-18.0;10.0;-13.0;-24.0;30.0;-22.0;-22.0;-28.0;74.0;8.0;31.0
9.0;-12.0;4.0;-32.0;14.0;39.0;65.0;20.0;-34.0;40.0;14.0;-20.0
4.0;47.0;16.0;-48.0;16.0;27.0;-6.0;30.0;-50.0;26.0;-8.0;12.0
15.0;-23.0;32.0;-55.0;-14.0;26.0;4.0;25.0;18.0;7.0;12.0;21.0
3.0;-27.0;68.0;-55.0;-36.0;-17.0;-22.0;-25.0;-46.0;95.0;-25.0;30.0
34.0;-40.0;23.0;-55.0;6.0;43.0;20.0;4.0;-66.0;54.0;3.0;26.0
63.0;-17.0;29.0;-65.0;-28.0;4.0;-2.0;12.0;-52.0;20.0;-16.0;31.0
7.0;-13.0;61.0;-45.0;14.0;29.0;-6.0;3.0;-28.0;40.0;5.0;31.0
-8.0;-13.0;20.0;-169.0;-10.0;-26.0;22.0;-7.0;-73.0;42.0;33.0;-3.0
-23.0;-14.0;40.0;-138.0;6.0;-22.0;12.0;-11.0;-62.0;58.0;-6.0;21.0
-19.0;-3.0;12.0;-114.0;20.0;-6.0;-29.0;31.0;-64.0;48.0;5.0;50.0
-15.0;-24.0;71.0;-124.0;9.0;21.0;10.0;6.0;-56.0;42.0;-14.0;69.0
36.0;-15.0;-18.0;20.0;-20.0;34.0;34.0;-20.0;-4.0;50.0;1.0;-7.0
2.0;63.0;47.0;-47.0;72.0;-20.0;55.0;-10.0;-82.0;47.0;0.0;-64.0
23.0;-17.0;21.0;-69.0;48.0;-8.0;31.0;-3.0;-32.0;48.0;20.0;-109.0
2.0;2.0;14.0;-69.0;4.0;17.0;21.0;14.0;-32.0;58.0;98.0;-13.0
-17.0;-33.0;40.0;-55.0;29.0;34.0;-49.0;-54.0;-56.0;48.0;-34.0;28.0
27.0;-34.0;24.0;-98.0;-31.0;28.0;94.0;-14.0;-47.0;58.0;32.0;37.0
7.0;24.0;41.0;-60.0;-22.0;14.0;82.0;-15.0;-35.0;34.0;12.0;45.0
2.0;-32.0;26.0;-23.0;-4.0;21.0;-37.0;7.0;-75.0;46.0;-10.0;26.0
-30.0;-13.0;59.0;-129.0;21.0;22.0;67.0;-21.0;-71.0;42.0;44.0;-79.0
-31.0;-3.0;12.0;7.0;-15.0;78.0;44.0;-13.0;-20.0;64.0;36.0;9.0
20.0;-44.0;8.0;-72.0;-15.0;42.0;-11.0;-33.0;-54.0;58.0;74.0;-7.0
16.0;6.0;-11.0;-123.0;-14.0;-4.0;41.0;-14.0;-65.0;11.0;79.0;-20.0
31.0;-20.0;-10.0;-95.0;-16.0;38.0;50.0;-44.0;-87.0;20.0;74.0;-12.0
11.0;-32.0;-31.0;-59.0;-17.0;64.0;-1.0;-9.0;-49.0;58.0;55.0;19.0
4.0;-7.0;14.0;-87.0;13.0;52.0;35.0;-12.0;-43.0;41.0;70.0;-15.0
16.0;-25.0;6.0;2.0;0.0;38.0;27.0;-53.0;-24.0;15.0;-7.0;22.0
2.0;-39.0;51.0;-75.0;10.0;1.0;67.0;-1.0;-24.0;119.0;12.0;-110.0
7.0;28.0;-4.0;-52.0;31.0;45.0;35.0;-13.0;-3.0;42.0;16.0;-13.0
0.0;-14.0;-6.0;-22.0;13.0;46.0;42.0;-46.0;53.0;53.0;32.0;-7.0
2.0;-19.0;38.0;-47.0;-7.0;55.0;-10.0;-27.0;-11.0;16.0;-53.0;2.0
15.0;15.0;-6.0;-16.0;1.0;76.0;12.0;-22.0;-42.0;-1.0;-29.0;-7.0
29.0;-27.0;10.0;8.0;-18.0;57.0;1.0;-50.0;-62.0;-7.0;-47.0;27.0
8.0;-13.0;14.0;-34.0;13.0;20.0;14.0;-13.0;-26.0;45.0;35.0;-102.0
17.0;5.0;16.0;-48.0;35.0;5.0;53.0;-23.0;4.0;4.0;-17.0;-62.0
8.0;3.0;0.0;-48.0;2.0;42.0;70.0;5.0;-28.0;21.0;5.0;-83.0
29.0;-8.0;-16.0;-83.0;9.0;45.0;35.0;-1.0;0.0;4.0;51.0;-91.0
10.0;0.0;-41.0;5.0;-4.0;146.0;48.0;-28.0;58.0;-80.0;37.0;-71.0
39.0;23.0;1.0;-65.0;12.0;49.0;49.0;28.0;4.0;3.0;1.0;-75.0
-2.0;-6.0;13.0;-67.0;12.0;12.0;68.0;19.0;-15.0;60.0;51.0;-72.0
6.0;9.0;29.0;-48.0;-38.0;15.0;44.0;23.0;-28.0;69.0;61.0;-94.0
-7.0;-58.0;86.0;-96.0;55.0;2.0;15.0;-28.0;-71.0;66.0;1.0;-57.0
14.0;-19.0;55.0;-116.0;63.0;-20.0;3.0;-49.0;-34.0;55.0;29.0;25.0
-10.0;-42.0;24.0;-73.0;1.0;42.0;63.0;-33.0;-21.0;73.0;42.0;41.0
0.0;-44.0;24.0;-41.0;-20.0;38.0;19.0;-5.0;2.0;68.0;15.0;14.0
-22.0;-38.0;19.0;-8.0;34.0;-10.0;59.0;-9.0;-40.0;60.0;-10.0;6.0
-3.0;-33.0;-7.0;-4.0;10.0;22.0;40.0;-17.0;-27.0;45.0;-32.0;20.0
-1.0;22.0;5.0;-93.0;-54.0;-12.0;-17.0;-70.0;-66.0;47.0;15.0;57.0
-18.0;20.0;23.0;-86.0;3.0;-33.0;-13.0;-15.0;-63.0;15.0;66.0;4.0
23.0;36.0;5.0;-43.0;26.0;7.0;-10.0;6.0;-19.0;33.0;0.0;5.0
34.0;-1.0;14.0;-19.0;-16.0;46.0;-30.0;3.0;-6.0;21.0;-6.0;-19.0
2.0;-27.0;12.0;-88.0;1.0;42.0;51.0;13.0;-12.0;15.0;37.0;-51.0
24.0;21.0;8.0;-43.0;36.0;51.0;7.0;45.0;-12.0;23.0;45.0;-38.0
30.0;19.0;15.0;-58.0;5.0;43.0;-28.0;-11.0;-33.0;13.0;26.0;-61.0
49.0;-27.0;18.0;-39.0;17.0;68.0;48.0;9.0;-10.0;54.0;28.0;-79.0
0.0;39.0;25.0;-22.0;-18.0;26.0;-2.0;8.0;-6.0;68.0;35.0;-72.0
-3.0;-7.0;8.0;-28.0;-12.0;45.0;65.0;12.0;13.0;46.0;30.0;-70.0
-10.0;-35.0;48.0;-25.0;-16.0;-6.0;-10.0;-15.0;-31.0;84.0;32.0;11.0
-6.0;16.0;1.0;-64.0;23.0;47.0;71.0;3.0;-63.0;16.0;-32.0;-56.0
-8.0;-58.0;0.0;15.0;1.0;-1.0;49.0;-20.0;19.0;46.0;-33.0;15.0
-18.0;-13.0;-1.0;-6.0;-6.0;32.0;-29.0;-16.0;7.0;30.0;39.0;-61.0
24.0;-9.0;0.0;-98.0;-16.0;-2.0;14.0;-30.0;-38.0;7.0;48.0;-51.0
40.0;32.0;27.0;-90.0;41.0;77.0;76.0;-16.0;-83.0;50.0;-25.0;-31.0
-31.0;-28.0;16.0;-91.0;26.0;22.0;43.0;17.0;-51.0;50.0;30.0;-64.0
-6.0;-8.0;34.0;-61.0;4.0;-20.0;40.0;-70.0;-61.0;53.0;57.0;-76.0
49.0;-1.0;81.0;-109.0;-1.0;52.0;78.0;-23.0;-47.0;96.0;26.0;-58.0
-3.0;14.0;68.0;-103.0;-9.0;63.0;58.0;-30.0;-55.0;37.0;60.0;-20.0
89.0;56.0;-73.0;-111.0;80.0;219.0;21.0;-106.0;-48.0;-245.0;-82.0;-49.0
-14.0;-20.0;27.0;-97.0;-31.0;21.0;5.0;-30.0;-65.0;29.0;-69.0;27.0
30.0;-1.0;9.0;-42.0;22.0;12.0;74.0;-29.0;-31.0;-14.0;17.0;-20.0
0.0;2.0;22.0;-74.0;81.0;77.0;26.0;-30.0;-52.0;17.0;-5.0;-1.0
-4.0;47.0;-27.0;-44.0;29.0;-18.0;10.0;-38.0;-42.0;57.0;-6.0;-94.0
11.0;48.0;0.0;-74.0;-2.0;-37.0;55.0;-30.0;-67.0;65.0;3.0;-96.0
-34.0;56.0;5.0;-40.0;23.0;-22.0;180.0;-70.0;-59.0;151.0;-28.0;-54.0
-90.0;-19.0;2.0;-19.0;15.0;-29.0;39.0;6.0;-25.0;55.0;-2.0;-72.0
-2.0;-14.0;2.0;-40.0;-17.0;18.0;11.0;-27.0;-22.0;-3.0;23.0;35.0
-19.0;21.0;-17.0;-56.0;2.0;-14.0;44.0;-42.0;-61.0;17.0;21.0;26.0
35.0;28.0;-35.0;-59.0;27.0;45.0;48.0;-44.0;-35.0;-43.0;-19.0;5.0
55.0;11.0;-29.0;-93.0;19.0;83.0;27.0;-40.0;-17.0;-6.0;-17.0;-9.0
53.0;20.0;-24.0;-71.0;39.0;44.0;46.0;-35.0;-10.0;-12.0;-2.0;-43.0
20.0;21.0;-18.0;-55.0;42.0;35.0;35.0;2.0;-37.0;-15.0;-2.0;-19.0
-13.0;-16.0;22.0;-65.0;5.0;-3.0;80.0;-66.0;-29.0;50.0;53.0;2.0
6.0;-16.0;18.0;-79.0;18.0;33.0;68.0;-27.0;-25.0;59.0;67.0;-46.0
14.0;8.0;0.0;-55.0;13.0;18.0;102.0;-4.0;-42.0;24.0;23.0;-75.0
12.0;-32.0;18.0;-43.0;7.0;44.0;12.0;21.0;0.0;34.0;-4.0;-22.0
6.0;-13.0;23.0;-16.0;-4.0;35.0;0.0;-17.0;-3.0;40.0;33.0;-32.0
8.0;-22.0;15.0;-72.0;17.0;55.0;-24.0;11.0;-14.0;69.0;-43.0;-48.0
0.0;-3.0;9.0;-45.0;2.0;70.0;-20.0;3.0;-5.0;63.0;-51.0;-58.0
2.0;-19.0;-20.0;-22.0;-23.0;33.0;8.0;-13.0;13.0;62.0;-6.0;-20.0
-13.0;-20.0;-12.0;-37.0;0.0;46.0;3.0;11.0;21.0;51.0;-2.0;-35.0
2.0;-11.0;7.0;-21.0;22.0;23.0;76.0;-25.0;23.0;24.0;26.0;-30.0
11.0;1.0;24.0;-39.0;24.0;37.0;68.0;-21.0;-34.0;46.0;52.0;-67.0
36.0;12.0;47.0;-78.0;-168.0;62.0;33.0;-22.0;-30.0;2.0;-5.0;-18.0
-6.0;17.0;-16.0;-50.0;41.0;6.0;56.0;-14.0;-22.0;44.0;27.0;-95.0
4.0;21.0;1.0;1.0;22.0;-7.0;25.0;-23.0;-18.0;30.0;38.0;-67.0
-84.0;-10.0;-13.0;-6.0;-8.0;-22.0;52.0;2.0;15.0;55.0;-26.0;-242.0
-8.0;-3.0;31.0;-130.0;48.0;27.0;39.0;10.0;-37.0;78.0;42.0;-89.0
2.0;-27.0;52.0;-75.0;-8.0;32.0;-31.0;28.0;-49.0;62.0;58.0;23.0
17.0;-8.0;19.0;-101.0;21.0;35.0;9.0;7.0;-73.0;40.0;17.0;39.0
-56.0;-13.0;-2.0;-48.0;4.0;24.0;-26.0;-13.0;-20.0;63.0;20.0;61.0
26.0;-59.0;30.0;-114.0;-34.0;64.0;42.0;-30.0;-53.0;38.0;-22.0;-68.0
-5.0;-107.0;44.0;-88.0;-62.0;57.0;-6.0;-52.0;-8.0;52.0;-71.0;-69.0
13.0;-18.0;13.0;-39.0;-12.0;-11.0;79.0;19.0;-18.0;37.0;45.0;58.0
16.0;12.0;-10.0;-71.0;38.0;24.0;34.0;-4.0;-80.0;1.0;-8.0;-42.0
37.0;7.0;-99.0;27.0;-9.0;53.0;51.0;-21.0;75.0;-87.0;-39.0;-45.0
-1.0;-31.0;15.0;-7.0;20.0;-15.0;23.0;-4.0;16.0;50.0;-51.0;-58.0
-4.0;15.0;6.0;-147.0;6.0;32.0;53.0;-28.0;-134.0;2.0;19.0;-15.0
3.0;30.0;-9.0;-8.0;-49.0;-32.0;35.0;-48.0;-63.0;49.0;-21.0;-39.0
21.0;19.0;23.0;-126.0;-8.0;33.0;79.0;-18.0;-78.0;85.0;7.0;-15.0
25.0;11.0;56.0;-34.0;5.0;69.0;-23.0;16.0;16.0;77.0;75.0;38.0
1.0;-16.0;25.0;-117.0;4.0;54.0;70.0;-31.0;-14.0;101.0;-11.0;-45.0
7.0;-13.0;-50.0;-99.0;1.0;20.0;47.0;-8.0;-54.0;-16.0;8.0;13.0
-3.0;-3.0;-38.0;-32.0;-14.0;39.0;38.0;14.0;-60.0;17.0;25.0;13.0
