Accelerometer RKN_ accY;InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit RUA gyroY;Accelerometer RKN^ accX;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit R-SHOE AngVelNavFrameZ
987.0;-158;7;240.0;-47;10;24.0;254.0;342;74;?;-47
984.0;-158;-1;328.0;-25;14;28.0;252.0;333;77;354;-25
970.0;-159;8;419.0;13;-6;59.0;1.0;346;69;372;13
974.0;-159;8;392.0;-21;-3;68.0;191.0;346;66;371;-21
959.0;-159;-15;391.0;-45;5;17.0;15.0;324;65;372;-45
978.0;-158;-17;411.0;-38;3;41.0;-54.0;322;59;377;-38
976.0;-158;3;369.0;-124;6;96.0;-10.0;336;62;369;-124
986.0;-159;3;267.0;-140;5;48.0;136.0;329;72;366;-140
988.0;-159;-2;198.0;-92;3;51.0;144.0;323;69;372;-92
989.0;-159;7;153.0;-123;7;56.0;232.0;332;60;369;-123
973.0;-159;2;98.0;-117;7;57.0;241.0;323;62;369;-117
968.0;-159;-9;61.0;-114;4;48.0;129.0;309;70;371;-114
979.0;-159;-1;-24.0;-66;2;77.0;70.0;314;68;371;-66
952.0;-159;-11;-19.0;-29;6;65.0;152.0;303;68;371;-29
971.0;-159;-1;23.0;-28;3;101.0;325.0;313;66;372;?
973.0;-159;11;100.0;-30;?;113.0;255.0;323;61;370;-30
1074.0;-159;-3;127.0;-60;?;140.0;238.0;306;68;366;-60
1135.0;-159;46;225.0;60;?;177.0;276.0;352;70;359;60
1051.0;-159;-1;262.0;22;?;171.0;182.0;305;74;341;22
1033.0;-159;-121;166.0;-60;?;222.0;178.0;193;85;381;-60
949.0;-159;-29;69.0;48;?;169.0;157.0;289;72;409;48
923.0;-159;60;-142.0;-12;-13;12.0;310.0;375;55;373;-12
912.0;-159;-19;-35.0;-72;0;179.0;223.0;294;64;381;-72
912.0;-160;-12;-194.0;-27;7;259.0;306.0;291;77;368;-27
941.0;-160;11;-314.0;3;21;99.0;301.0;310;77;?;3
904.0;-160;-11;-446.0;25;0;-177.0;300.0;292;70;374;25
863.0;-160;17;-553.0;31;-6;-290.0;263.0;323;60;377;31
921.0;-160;7;-636.0;14;2;-257.0;236.0;312;64;370;14
923.0;-160;-3;-561.0;-23;7;-226.0;215.0;296;79;363;-23
989.0;-160;7;-333.0;?;?;-9.0;212.0;309;68;366;6
963.0;-160;2;-71.0;?;?;138.0;268.0;308;61;373;14
1030.0;-160;?;192.0;?;?;141.0;270.0;309;72;367;2
968.0;-160;?;337.0;?;?;120.0;328.0;308;72;364;43
927.0;-160;?;272.0;?;?;72.0;304.0;308;71;365;44
942.0;-160;?;264.0;?;?;111.0;10.0;?;72;363;22
942.0;-160;?;295.0;?;?;123.0;-16.0;?;65;363;20
931.0;-160;?;237.0;?;?;127.0;1488.0;?;58;375;25
911.0;-160;?;209.0;45;?;46.0;-791.0;?;63;372;45
936.0;-160;?;?;17;?;8.0;-40.0;?;65;364;17
914.0;-160;?;?;-30;?;-43.0;77.0;?;61;374;-30
935.0;-160;?;?;0;?;-71.0;260.0;?;71;369;0
935.0;-160;-7;?;-6;?;-58.0;310.0;?;70;365;-6
939.0;-160;5;?;-57;?;-63.0;317.0;?;?;371;-57
919.0;-160;15;?;-30;-3;-62.0;185.0;?;?;368;?
938.0;-160;10;?;-11;3;-40.0;242.0;?;73;363;?
952.0;-160;3;?;-23;7;-72.0;233.0;?;72;361;?
904.0;-160;1;?;-1;2;-90.0;214.0;?;64;368;?
886.0;-160;-9;?;-13;2;-97.0;265.0;?;72;368;-13
850.0;-160;-9;107.0;3;4;-91.0;267.0;?;70;366;3
815.0;-160;-3;149.0;-1;2;-57.0;256.0;?;66;367;-1
652.0;-160;-1;246.0;-62;-2;-47.0;213.0;?;72;368;-62
1852.0;-160;10;248.0;-7;-6;-39.0;171.0;330;59;372;-7
811.0;-160;0;302.0;31;5;-39.0;184.0;315;70;360;31
865.0;-160;-6;272.0;8;9;-67.0;199.0;306;78;355;8
1394.0;-160;8;217.0;12;0;-34.0;238.0;324;66;364;12
619.0;-160;4;157.0;-4;4;-43.0;224.0;318;70;360;-4
979.0;-160;-4;113.0;-11;8;-67.0;40.0;309;72;358;-11
1002.0;-160;-4;66.0;-8;6;-69.0;190.0;307;79;357;-8
1082.0;-160;-2;1.0;-24;1;-77.0;302.0;309;76;362;-24
965.0;-160;4;-6.0;?;-9;-68.0;237.0;322;56;379;-31
976.0;-160;7;-4.0;?;-12;-56.0;221.0;325;54;?;-12
952.0;-160;6;14.0;?;-6;-27.0;180.0;321;57;?;0
969.0;-160;6;-21.0;?;-6;11.0;185.0;321;57;?;0
973.0;-160;5;-71.0;?;-3;47.0;189.0;316;68;?;-7
998.0;-160;8;-84.0;?;0;54.0;223.0;320;63;?;?
970.0;-160;-4;-30.0;?;1;82.0;263.0;308;64;?;?
949.0;-160;-1;-8.0;?;-7;118.0;347.0;315;58;?;?
976.0;-160;2;25.0;-12;-9;122.0;312.0;317;61;?;?
1006.0;-160;-8;87.0;7;11;165.0;281.0;300;79;?;?
959.0;-160;17;69.0;3;14;159.0;255.0;333;47;?;?
993.0;-160;3;113.0;-82;-3;152.0;192.0;319;53;?;?
971.0;-160;-8;99.0;-73;-12;156.0;158.0;301;74;384;?
1098.0;-160;13;-35.0;-70;-13;71.0;167.0;323;65;389;?
1035.0;-160;-17;-39.0;-26;-19;2.0;185.0;292;77;?;?
989.0;-160;-17;72.0;134;-11;222.0;202.0;293;73;?;134
956.0;-160;16;-118.0;83;16;9.0;248.0;325;62;?;83
929.0;?;-8;-136.0;1;17;-145.0;216.0;300;67;?;1
970.0;?;-13;-108.0;13;-2;-312.0;246.0;296;68;?;13
923.0;?;7;-190.0;-19;-3;-311.0;276.0;314;68;?;-19
904.0;?;-5;-165.0;-9;0;-180.0;265.0;304;68;?;-9
886.0;?;-1;-43.0;-16;-3;-7.0;248.0;307;66;?;-16
?;?;1;26.0;-31;-4;138.0;287.0;307;68;374;-31
?;?;-5;136.0;5;-1;131.0;273.0;301;68;372;5
?;?;-3;117.0;-1;2;64.0;262.0;304;64;371;-1
?;?;4;33.0;-2;0;38.0;259.0;308;71;368;-2
?;?;7;61.0;64;1;50.0;-17.0;310;74;366;64
?;?;-5;32.0;60;2;114.0;?;303;64;371;60
955.0;?;0;75.0;23;1;134.0;?;307;66;370;23
928.0;?;-1;105.0;60;1;146.0;?;307;67;370;60
949.0;-160;-1;126.0;63;-3;132.0;?;308;66;373;63
950.0;-160;-4;175.0;39;-10;120.0;?;306;68;379;39
960.0;-160;-11;208.0;30;-7;67.0;?;303;65;378;30
952.0;-160;9;234.0;-6;0;53.0;?;320;66;365;-6
952.0;-160;5;190.0;-6;0;?;?;317;66;367;-6
925.0;-160;0;180.0;2;-5;?;?;316;61;375;2
928.0;-159;1;136.0;26;-4;?;?;315;68;371;26
938.0;-159;-9;45.0;66;-1;?;?;307;71;370;66
887.0;-159;?;5.0;82;-1;?;?;318;66;370;82
970.0;-159;?;-60.0;112;-2;?;203.0;322;66;370;112
749.0;-159;3;-94.0;84;-5;?;181.0;328;60;375;84
1102.0;-159;3;-95.0;44;1;?;211.0;328;66;367;44
288.0;-159;5;-109.0;18;0;?;210.0;330;73;364;18
1804.0;-159;13;-114.0;-12;-4;?;196.0;340;66;369;-12
1278.0;-159;3;-147.0;-1;5;?;142.0;329;68;364;-1
812.0;-159;1;-151.0;1;6;?;151.0;327;69;363;1
1316.0;-159;2;-109.0;-12;7;?;158.0;328;66;364;-12
765.0;-159;-6;-95.0;-67;5;-225.0;205.0;320;62;369;-67
1085.0;-159;-1;-93.0;-87;-4;-218.0;149.0;322;63;374;-87
979.0;-159;-3;-87.0;-35;-5;-167.0;151.0;317;68;374;-35
985.0;-159;-11;16.0;-20;-7;-112.0;308.0;307;69;376;-20
971.0;-159;1;63.0;-41;-4;-55.0;194.0;315;72;368;-41
968.0;-159;4;104.0;-75;1;?;197.0;319;66;366;-75
969.0;-159;-6;101.0;-45;-2;?;194.0;310;62;?;-45
974.0;-159;-1;128.0;-5;-1;?;168.0;312;69;?;-5
984.0;-160;-5;115.0;?;-2;?;172.0;309;66;?;-10
952.0;-160;-11;146.0;?;-2;?;188.0;303;64;?;0
972.0;-160;-3;111.0;?;6;?;221.0;304;73;?;-18
971.0;-160;-8;57.0;-10;1;71.0;192.0;300;70;?;-10
978.0;-160;1;-6.0;-3;-8;158.0;224.0;313;60;375;-3
975.0;-160;3;-4.0;-7;1;94.0;244.0;312;64;366;-7
1015.0;-160;0;?;22;2;135.0;246.0;308;71;364;22
965.0;-160;2;?;22;1;160.0;233.0;309;71;364;22
1016.0;-160;-32;?;26;9;217.0;237.0;278;70;366;26
968.0;-159;0;?;27;-10;247.0;240.0;314;70;377;?
1073.0;-159;17;?;-8;-18;180.0;237.0;333;74;382;?
951.0;-159;-11;?;-16;-33;398.0;198.0;308;82;403;?
979.0;-159;-2;?;34;-34;192.0;217.0;319;76;404;?
966.0;-159;-20;?;64;15;124.0;251.0;298;63;364;?
955.0;-159;-11;?;6;7;-172.0;252.0;304;68;364;?
945.0;-159;6;?;-45;-15;-251.0;284.0;322;69;378;?
934.0;-159;-4;?;-8;-4;-273.0;279.0;313;65;373;?
928.0;-159;-1;?;5;-7;-243.0;348.0;315;67;376;?
926.0;-159;-6;?;-21;-2;-43.0;153.0;308;66;374;-21
932.0;-159;-7;?;-12;0;73.0;216.0;306;67;371;-12
937.0;-159;-2;-38.0;-13;-2;99.0;285.0;310;65;373;-13
937.0;-159;-3;97.0;1;-1;31.0;156.0;310;62;373;1
935.0;-159;2;54.0;-15;2;-24.0;310.0;311;67;369;-15
951.0;-159;-1;57.0;-25;4;-37.0;-557.0;307;69;366;-25
945.0;-159;-8;53.0;20;-3;-8.0;1536.0;301;69;374;20
939.0;-159;-2;132.0;5;-8;13.0;1937.0;306;72;375;5
959.0;-159;1;196.0;7;-1;47.0;-1465.0;309;69;369;7
953.0;-159;2;229.0;29;-2;68.0;606.0;313;62;372;29
942.0;-159;-3;268.0;17;-3;65.0;106.0;306;67;372;17
942.0;-159;-5;248.0;36;-2;56.0;269.0;305;68;370;36
930.0;-159;6;249.0;51;-1;31.0;216.0;318;60;?;51
928.0;-159;-5;231.0;35;6;-23.0;249.0;?;58;?;35
953.0;-159;?;200.0;17;-3;-50.0;218.0;308;56;?;17
919.0;-159;?;184.0;0;-6;-74.0;361.0;324;63;?;0
966.0;-159;?;94.0;-16;0;-85.0;256.0;315;65;?;-16
859.0;-159;?;49.0;-34;-4;-74.0;253.0;312;56;?;-34
941.0;-159;?;41.0;-51;-4;-124.0;332.0;320;51;?;-51
781.0;-159;?;-24.0;-81;2;-167.0;273.0;305;56;?;-81
1059.0;-159;?;-99.0;-102;9;?;174.0;296;87;?;-102
402.0;-159;?;-107.0;-6;8;?;203.0;296;91;?;-6
1918.0;-159;?;-109.0;51;6;?;202.0;300;72;?;51
367.0;-159;5;-120.0;8;6;?;175.0;311;71;?;8
1295.0;-159;-2;-143.0;47;0;?;168.0;307;69;?;47
929.0;-159;1;-132.0;57;-3;?;151.0;308;74;?;57
902.0;-159;4;-98.0;-1;?;?;143.0;314;64;?;-1
979.0;-159;5;-61.0;-5;?;?;?;319;54;373;-5
1070.0;-159;12;-34.0;-5;?;?;?;319;69;363;-5
963.0;-159;9;-72.0;?;?;?;?;314;77;363;-32
1002.0;-159;7;-40.0;?;?;?;?;314;71;363;-14
933.0;-159;0;-30.0;?;?;?;?;310;61;370;1
978.0;-159;-3;1.0;?;?;?;?;306;63;370;-41
993.0;-159;0;125.0;?;?;-39.0;?;306;67;367;-23
989.0;-159;-7;212.0;?;?;-23.0;102.0;300;66;370;-19
976.0;-159;-7;267.0;-39;?;48.0;76.0;299;68;370;-39
978.0;-159;0;202.0;15;?;46.0;165.0;306;67;369;15
976.0;-159;-1;133.0;16;1;82.0;99.0;305;66;368;16
946.0;-159;-1;169.0;12;3;?;227.0;304;66;366;12
960.0;-159;-4;184.0;-7;2;?;285.0;302;66;369;-7
988.0;-159;-10;113.0;-29;5;?;274.0;298;66;369;-29
1004.0;-159;-5;81.0;0;9;?;290.0;303;65;364;0
990.0;-159;-7;-33.0;-1;5;?;325.0;301;67;366;-1
972.0;-159;?;-27.0;18;?;292.0;224.0;310;70;366;18
990.0;-159;?;-10.0;5;?;287.0;253.0;329;73;346;5
981.0;-159;-8;19.0;21;?;280.0;247.0;297;72;354;21
1081.0;-159;5;1.0;74;-3;258.0;218.0;320;62;377;74
955.0;-159;53;-90.0;-3;-29;125.0;222.0;370;69;387;-3
994.0;-158;-10;102.0;-40;-26;385.0;203.0;306;84;398;-40
945.0;-158;-26;-76.0;31;6;124.0;171.0;291;67;378;?
957.0;-159;6;-305.0;12;15;-94.0;201.0;320;58;360;?
969.0;-159;-5;-398.0;-45;14;-259.0;190.0;306;68;358;?
968.0;-159;3;-506.0;-24;9;-265.0;163.0;316;64;362;?
938.0;-159;8;-519.0;-11;-11;-251.0;202.0;321;67;380;-11
939.0;-159;1;-391.0;-4;-2;-135.0;291.0;311;69;374;-4
929.0;-159;?;-236.0;7;3;-39.0;293.0;310;66;370;7
909.0;-159;?;-109.0;?;0;36.0;228.0;309;72;370;-12
895.0;-159;?;56.0;?;4;-10.0;312.0;306;71;367;18
932.0;-159;?;154.0;38;2;-31.0;209.0;307;69;370;38
934.0;-159;?;186.0;20;-4;-15.0;397.0;314;69;373;20
960.0;-159;?;151.0;49;-7;29.0;-389.0;317;63;377;49
940.0;-159;?;105.0;35;5;61.0;1608.0;313;63;366;35
943.0;-159;?;104.0;44;7;111.0;411.0;319;62;361;44
957.0;-159;2;130.0;38;4;82.0;-802.0;317;65;363;38
949.0;-159;1;32.0;-1;2;14.0;104.0;314;71;362;-1
943.0;-159;6;-36.0;1;-1;-46.0;238.0;321;66;365;1
969.0;-159;-7;-68.0;?;8;-41.0;190.0;305;68;?;-54
938.0;-159;-1;-111.0;?;0;-39.0;249.0;308;71;365;-32
926.0;-159;5;-50.0;?;2;-27.0;314.0;314;65;364;9
950.0;-159;-5;-9.0;?;9;-45.0;393.0;303;67;360;-14
920.0;-159;-3;31.0;?;0;-74.0;298.0;307;67;368;39
956.0;-159;-3;61.0;?;6;-18.0;234.0;312;64;?;54
837.0;-159;2;119.0;?;3;-63.0;286.0;319;66;?;17
915.0;-159;6;197.0;?;-2;-74.0;?;326;64;?;47
790.0;-159;1;250.0;?;1;-99.0;?;325;58;?;22
864.0;-159;4;266.0;?;3;-118.0;157.0;327;61;?;-61
745.0;-159;4;225.0;?;3;-123.0;208.0;324;62;?;-70
2184.0;-159;3;203.0;?;-2;-142.0;217.0;320;62;?;-53
296.0;-159;8;153.0;?;1;-166.0;215.0;323;66;?;-41
1587.0;-159;1;98.0;?;-4;-156.0;239.0;320;53;?;-48
723.0;-159;6;30.0;-54;-4;-187.0;233.0;322;50;?;-54
1128.0;-159;5;-43.0;-87;7;-168.0;221.0;310;70;?;-87
955.0;-159;-11;-28.0;-123;7;-119.0;241.0;288;82;?;-123
1033.0;-159;0;-53.0;-88;6;-89.0;250.0;295;86;?;-88
958.0;-159;3;2.0;-61;8;-72.0;226.0;297;83;?;-61
963.0;-159;-5;32.0;-26;4;-70.0;238.0;292;76;367;-26
968.0;-159;-5;134.0;-12;-8;-74.0;406.0;297;63;383;-12
984.0;-159;-7;173.0;-20;-2;-82.0;399.0;294;61;380;-20
1001.0;-159;-11;222.0;-22;10;-55.0;204.0;284;72;366;-22
962.0;-159;-10;226.0;-42;3;34.0;174.0;283;75;370;-42
996.0;-159;5;183.0;-6;10;34.0;140.0;294;81;357;-6
970.0;-159;11;152.0;19;5;29.0;32.0;301;78;360;19
988.0;-159;0;87.0;25;-5;52.0;96.0;299;60;378;25
951.0;-159;1;24.0;12;3;3.0;268.0;301;58;371;12
984.0;-159;0;41.0;-21;1;43.0;233.0;296;73;368;-21
975.0;-159;-9;33.0;30;-1;75.0;295.0;288;74;371;30
998.0;-159;-1;62.0;44;-4;117.0;307.0;299;63;376;44
986.0;-159;-5;104.0;26;-13;114.0;263.0;296;67;383;26
985.0;-159;-3;109.0;68;-6;125.0;231.0;298;67;377;68
971.0;-159;1;119.0;54;10;124.0;?;301;67;360;54
950.0;-159;4;54.0;71;9;122.0;?;302;79;352;71
986.0;-159;23;65.0;131;1;140.0;?;327;73;352;131
1031.0;-159;5;101.0;41;2;141.0;?;313;67;360;41
980.0;-159;27;149.0;19;-18;205.0;?;343;55;381;19
984.0;-158;77;89.0;7;-40;220.0;?;400;49;391;7
966.0;-158;21;-64.0;-88;-20;112.0;?;339;67;384;-88
976.0;-159;-28;-157.0;-35;2;210.0;?;285;?;378;-35
971.0;-159;5;-393.0;21;7;32.0;229.0;314;?;367;21
944.0;-159;0;-595.0;-1;14;-130.0;192.0;304;?;358;-1
968.0;-159;-19;-694.0;-40;14;-202.0;251.0;286;?;364;-40
952.0;-159;-2;-753.0;9;3;-308.0;224.0;303;?;371;9
926.0;-159;2;-621.0;44;-2;-280.0;251.0;306;?;374;44
893.0;-159;-2;-336.0;-37;-4;-177.0;274.0;304;?;379;-37
935.0;-159;-2;-16.0;-24;-4;14.0;251.0;303;?;379;-24
896.0;-159;1;232.0;-4;-5;193.0;203.0;302;?;376;-4
?;-159;3;411.0;-11;-7;170.0;238.0;306;?;379;-11
?;-159;3;359.0;-17;-4;171.0;244.0;302;?;374;-17
?;-159;-2;271.0;-28;5;114.0;329.0;289;?;363;-28
?;-159;-7;261.0;-1;8;100.0;-250.0;286;?;365;-1
?;-159;0;244.0;-28;2;88.0;879.0;295;?;372;-28
?;-159;0;278.0;-4;-1;92.0;1010.0;294;65;374;-4
?;-159;-6;322.0;19;1;48.0;-1031.0;288;70;372;19
?;-159;-8;365.0;-21;0;93.0;245.0;286;74;372;-21
?;-159;-8;336.0;-19;-2;133.0;207.0;287;70;376;-19
?;-159;-4;294.0;6;-1;11.0;378.0;290;70;374;6
?;-159;0;123.0;34;1;-1.0;110.0;294;68;373;34
977.0;-159;0;-8.0;-4;-1;-48.0;257.0;296;65;376;-4
948.0;-159;2;-145.0;-32;1;-96.0;240.0;297;65;374;-32
965.0;-159;3;-259.0;12;1;-121.0;200.0;296;71;371;12
912.0;-159;3;-288.0;30;-1;-152.0;148.0;297;73;374;30
832.0;-159;2;-301.0;-3;1;-137.0;209.0;297;68;376;-3
822.0;-159;1;-275.0;-45;1;-121.0;272.0;295;71;375;-45
808.0;-159;-1;-155.0;-14;3;-91.0;288.0;293;69;376;-14
721.0;-159;-7;?;-6;6;-28.0;248.0;287;67;375;-6
1395.0;-159;-7;?;-4;4;34.0;236.0;285;73;374;?
1455.0;-159;-2;?;8;1;16.0;207.0;291;73;376;?
441.0;-159;-1;?;-39;3;17.0;210.0;293;69;376;?
1346.0;-159;-1;?;-5;5;27.0;184.0;292;69;374;-5
951.0;-159;?;?;3;4;37.0;225.0;288;72;374;3
1001.0;-159;?;85.0;-3;0;80.0;232.0;291;71;376;-3
984.0;-159;5;132.0;18;0;92.0;220.0;?;71;375;18
998.0;-159;2;170.0;-21;2;97.0;209.0;?;72;374;-21
994.0;-159;-2;180.0;1;2;84.0;200.0;?;69;375;1
