InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit LUA Quaternion1;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit RUA Quaternion4;InertialMeasurementUnit RLA Quaternion4;InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit RLA Quaternion2;InertialMeasurementUnit LLA Quaternion1
-390.0;-268.0;431.0;-388.0;-212.0;268.0;452.0;350.0
-392.0;-263.0;432.0;-390.0;-172.0;258.0;406.0;345.0
-392.0;-259.0;434.0;-394.0;-167.0;247.0;421.0;342.0
-416.0;-354.0;594.0;-112.0;-498.0;186.0;220.0;235.0
-419.0;-354.0;597.0;-128.0;-512.0;192.0;219.0;245.0
-423.0;-352.0;605.0;-145.0;-530.0;199.0;221.0;245.0
-391.0;-256.0;436.0;-388.0;-175.0;241.0;421.0;339.0
-390.0;-254.0;436.0;-379.0;-178.0;239.0;403.0;336.0
-389.0;-253.0;437.0;-369.0;-191.0;242.0;399.0;335.0
-388.0;-253.0;437.0;-359.0;-217.0;250.0;398.0;335.0
-386.0;-254.0;437.0;-352.0;-237.0;265.0;394.0;336.0
-385.0;-256.0;438.0;-349.0;-248.0;278.0;397.0;339.0
-384.0;-258.0;437.0;-350.0;-255.0;288.0;403.0;342.0
-385.0;-261.0;438.0;-353.0;-265.0;303.0;412.0;344.0
-386.0;-264.0;441.0;-357.0;-270.0;313.0;421.0;348.0
-60.0;-188.0;212.0;-364.0;-48.0;416.0;176.0;342.0
-61.0;-241.0;192.0;-388.0;13.0;369.0;73.0;424.0
-57.0;-254.0;170.0;-399.0;-13.0;382.0;93.0;434.0
-388.0;-268.0;442.0;-362.0;-273.0;321.0;429.0;351.0
-391.0;-277.0;445.0;-376.0;-286.0;341.0;445.0;356.0
-392.0;-279.0;444.0;-384.0;-295.0;346.0;450.0;356.0
-394.0;-281.0;442.0;-389.0;-298.0;346.0;447.0;353.0
-394.0;-284.0;443.0;-393.0;-301.0;348.0;444.0;353.0
-393.0;-286.0;441.0;-398.0;-305.0;349.0;440.0;353.0
-393.0;-288.0;435.0;-406.0;-308.0;353.0;440.0;346.0
-392.0;-290.0;432.0;-414.0;-310.0;351.0;437.0;341.0
-394.0;-292.0;432.0;-417.0;-311.0;350.0;429.0;342.0
-396.0;-294.0;435.0;-419.0;-307.0;348.0;417.0;343.0
-159.0;-3.0;-94.0;-236.0;-119.0;126.0;224.0;121.0
-399.0;-297.0;438.0;-421.0;-301.0;346.0;407.0;343.0
-162.0;-6.0;-91.0;-241.0;-119.0;125.0;235.0;122.0
-83.0;-115.0;-64.0;-273.0;-110.0;296.0;252.0;160.0
-75.0;-122.0;-66.0;-273.0;-100.0;303.0;250.0;161.0
-64.0;-124.0;-70.0;-282.0;-92.0;312.0;262.0;161.0
-53.0;-126.0;-71.0;-285.0;-90.0;321.0;277.0;164.0
-402.0;-299.0;441.0;-423.0;-296.0;342.0;404.0;342.0
-405.0;-300.0;442.0;-427.0;-294.0;338.0;406.0;339.0
-408.0;-300.0;441.0;-430.0;-293.0;334.0;405.0;335.0
-411.0;-299.0;441.0;-434.0;-293.0;331.0;407.0;331.0
-414.0;-297.0;441.0;-442.0;-304.0;333.0;411.0;326.0
-416.0;-295.0;440.0;-450.0;-308.0;330.0;413.0;321.0
-417.0;-294.0;437.0;-456.0;-313.0;327.0;412.0;315.0
-416.0;-292.0;433.0;-458.0;-313.0;326.0;406.0;310.0
10.0;-77.0;192.0;-270.0;123.0;313.0;55.0;289.0
-416.0;-291.0;429.0;-459.0;-318.0;322.0;407.0;305.0
-415.0;-293.0;424.0;-460.0;-321.0;321.0;411.0;302.0
-414.0;-298.0;417.0;-463.0;-330.0;324.0;423.0;299.0
-409.0;-304.0;408.0;-466.0;-338.0;329.0;431.0;296.0
-403.0;-310.0;399.0;-465.0;-343.0;331.0;435.0;298.0
-398.0;-316.0;391.0;-467.0;-345.0;336.0;445.0;301.0
-393.0;-323.0;385.0;-485.0;-381.0;346.0;478.0;304.0
-352.0;-411.0;226.0;-752.0;-569.0;541.0;411.0;137.0
-390.0;-329.0;380.0;-486.0;-371.0;367.0;456.0;307.0
-390.0;-336.0;369.0;-474.0;-321.0;356.0;424.0;304.0
-393.0;-336.0;364.0;-470.0;-247.0;334.0;440.0;296.0
-400.0;-334.0;359.0;-470.0;-163.0;296.0;463.0;281.0
-443.0;-247.0;477.0;-446.0;-135.0;272.0;387.0;308.0
-442.0;-246.0;476.0;-437.0;-158.0;281.0;392.0;308.0
-441.0;-244.0;474.0;-436.0;-186.0;291.0;405.0;307.0
-441.0;-241.0;472.0;-438.0;-207.0;300.0;415.0;305.0
-440.0;-237.0;471.0;-444.0;-222.0;308.0;425.0;302.0
-439.0;-235.0;470.0;-445.0;-228.0;304.0;430.0;300.0
-439.0;-233.0;469.0;-444.0;-224.0;301.0;422.0;297.0
-439.0;-230.0;467.0;-448.0;-223.0;298.0;423.0;295.0
-356.0;-394.0;398.0;-152.0;-544.0;126.0;384.0;24.0
-324.0;-351.0;338.0;-151.0;-568.0;99.0;309.0;4.0
-318.0;-343.0;320.0;-153.0;-580.0;93.0;290.0;1.0
-314.0;-338.0;303.0;-159.0;-594.0;90.0;277.0;-1.0
-311.0;-346.0;291.0;-191.0;-635.0;95.0;278.0;6.0
-318.0;-354.0;299.0;-205.0;-644.0;102.0;287.0;9.0
-437.0;-215.0;456.0;-438.0;-216.0;280.0;422.0;287.0
-437.0;-214.0;456.0;-434.0;-217.0;280.0;417.0;285.0
-439.0;-212.0;456.0;-439.0;-213.0;285.0;414.0;282.0
-440.0;-210.0;456.0;-447.0;-212.0;283.0;416.0;279.0
-441.0;-208.0;454.0;-452.0;-208.0;276.0;416.0;276.0
-440.0;-205.0;451.0;-452.0;-193.0;263.0;410.0;274.0
-437.0;-201.0;447.0;-448.0;-179.0;250.0;402.0;271.0
-423.0;-182.0;433.0;-267.0;49.0;221.0;86.0;261.0
-425.0;-180.0;434.0;-266.0;45.0;224.0;88.0;260.0
-428.0;-179.0;437.0;-266.0;42.0;223.0;88.0;258.0
-431.0;-179.0;440.0;-266.0;45.0;224.0;84.0;256.0
-54.0;-193.0;238.0;-326.0;32.0;373.0;131.0;368.0
-63.0;-185.0;248.0;-339.0;6.0;387.0;122.0;356.0
-76.0;-180.0;259.0;-351.0;-11.0;395.0;116.0;346.0
-87.0;-179.0;270.0;-361.0;-24.0;399.0;110.0;338.0
-96.0;-177.0;284.0;-369.0;-35.0;403.0;105.0;336.0
-106.0;-180.0;296.0;-376.0;-42.0;406.0;103.0;339.0
-152.0;-293.0;311.0;-415.0;-54.0;412.0;120.0;432.0
-434.0;-179.0;444.0;-272.0;31.0;237.0;101.0;252.0
-98.0;-272.0;201.0;-501.0;-171.0;426.0;227.0;449.0
-89.0;-255.0;196.0;-486.0;-165.0;423.0;222.0;426.0
-87.0;-244.0;196.0;-474.0;-148.0;409.0;218.0;404.0
-63.0;-30.0;110.0;-231.0;154.0;230.0;23.0;237.0
-90.0;-44.0;131.0;-229.0;144.0;227.0;27.0;238.0
-118.0;-56.0;153.0;-227.0;141.0;222.0;31.0;246.0
-142.0;-65.0;173.0;-228.0;137.0;223.0;36.0;253.0
-164.0;-71.0;191.0;-233.0;132.0;222.0;46.0;256.0
-185.0;-75.0;205.0;-240.0;122.0;224.0;60.0;256.0
-205.0;-76.0;217.0;-250.0;107.0;231.0;76.0;253.0
-280.0;-59.0;304.0;-218.0;241.0;244.0;238.0;449.0
-239.0;-77.0;237.0;-276.0;66.0;252.0;117.0;243.0
-252.0;-75.0;245.0;-289.0;39.0;264.0;141.0;238.0
-261.0;-73.0;252.0;-299.0;13.0;273.0;165.0;235.0
-267.0;-71.0;258.0;-306.0;-10.0;279.0;185.0;234.0
-270.0;-68.0;261.0;-309.0;-25.0;283.0;198.0;231.0
-272.0;-65.0;263.0;-310.0;-34.0;284.0;201.0;227.0
-272.0;-60.0;264.0;-309.0;-34.0;281.0;195.0;224.0
-274.0;-56.0;267.0;-306.0;-27.0;277.0;186.0;220.0
-277.0;-53.0;269.0;-300.0;-18.0;272.0;177.0;217.0
-279.0;-50.0;272.0;-297.0;-8.0;266.0;175.0;213.0
-282.0;-48.0;276.0;-295.0;-3.0;262.0;175.0;210.0
-88.0;-234.0;198.0;-457.0;-121.0;398.0;211.0;387.0
-82.0;-212.0;195.0;-437.0;-90.0;389.0;198.0;372.0
-60.0;-178.0;183.0;-413.0;-62.0;379.0;184.0;344.0
-36.0;-145.0;160.0;-392.0;-38.0;372.0;173.0;306.0
-18.0;-117.0;137.0;-373.0;-17.0;368.0;164.0;271.0
-3.0;-93.0;122.0;-355.0;4.0;364.0;156.0;243.0
9.0;-72.0;118.0;-338.0;24.0;357.0;147.0;220.0
16.0;-53.0;118.0;-324.0;43.0;352.0;140.0;199.0
31.0;-43.0;116.0;-308.0;74.0;314.0;89.0;228.0
4.0;-99.0;139.0;-308.0;84.0;314.0;87.0;284.0
-19.0;-155.0;160.0;-314.0;88.0;321.0;88.0;343.0
-1.0;-126.0;168.0;-219.0;113.0;312.0;59.0;334.0
-439.0;-203.0;436.0;-330.0;-14.0;345.0;112.0;253.0
-432.0;-210.0;432.0;-340.0;-40.0;362.0;127.0;258.0
-72.0;-211.0;111.0;-436.0;30.0;425.0;122.0;300.0
-79.0;-202.0;114.0;-416.0;57.0;403.0;101.0;294.0
-87.0;-193.0;116.0;-401.0;87.0;378.0;86.0;290.0
-91.0;-181.0;118.0;-386.0;116.0;358.0;75.0;290.0
-305.0;-48.0;187.0;-215.0;150.0;93.0;-37.0;233.0
-313.0;-48.0;190.0;-231.0;124.0;97.0;-11.0;232.0
-319.0;-48.0;193.0;-255.0;99.0;111.0;29.0;231.0
-324.0;-51.0;198.0;-267.0;82.0;123.0;66.0;230.0
-329.0;-54.0;205.0;-269.0;71.0;131.0;90.0;230.0
-334.0;-57.0;212.0;-261.0;77.0;128.0;90.0;230.0
-338.0;-58.0;218.0;-253.0;92.0;125.0;67.0;231.0
-339.0;-59.0;221.0;-252.0;91.0;124.0;63.0;232.0
-338.0;-58.0;223.0;-249.0;86.0;130.0;66.0;233.0
-334.0;-56.0;221.0;-245.0;86.0;128.0;66.0;233.0
-331.0;-55.0;218.0;-241.0;88.0;127.0;63.0;233.0
-327.0;-55.0;215.0;-239.0;91.0;126.0;59.0;232.0
-325.0;-55.0;213.0;-239.0;94.0;125.0;59.0;232.0
-322.0;-56.0;212.0;-241.0;94.0;126.0;60.0;233.0
-321.0;-57.0;212.0;-242.0;95.0;118.0;61.0;234.0
-320.0;-57.0;210.0;-252.0;88.0;113.0;74.0;233.0
-199.0;-167.0;40.0;-10.0;-340.0;-50.0;270.0;-45.0
-229.0;-203.0;79.0;-38.0;-367.0;-16.0;303.0;-5.0
-265.0;-245.0;132.0;-74.0;-401.0;22.0;339.0;42.0
-301.0;-289.0;189.0;-114.0;-437.0;61.0;373.0;88.0
-318.0;-56.0;208.0;-271.0;68.0;113.0;101.0;231.0
-316.0;-55.0;205.0;-300.0;35.0;118.0;146.0;230.0
-315.0;-56.0;203.0;-328.0;-7.0;127.0;207.0;229.0
-314.0;-57.0;203.0;-354.0;-43.0;140.0;263.0;229.0
-314.0;-59.0;203.0;-372.0;-71.0;156.0;301.0;229.0
-314.0;-62.0;205.0;-383.0;-101.0;172.0;327.0;230.0
-315.0;-65.0;206.0;-389.0;-132.0;186.0;350.0;231.0
-316.0;-68.0;208.0;-389.0;-148.0;197.0;362.0;233.0
-316.0;-70.0;210.0;-382.0;-142.0;200.0;357.0;234.0
-316.0;-72.0;211.0;-371.0;-136.0;196.0;349.0;235.0
-317.0;-73.0;211.0;-366.0;-141.0;191.0;354.0;235.0
-317.0;-74.0;212.0;-365.0;-143.0;188.0;362.0;235.0
-4.0;-137.0;147.0;-284.0;109.0;320.0;-16.0;320.0
-1.0;-105.0;151.0;-266.0;114.0;313.0;-19.0;290.0
-66.0;-255.0;199.0;-342.0;51.0;376.0;103.0;398.0
-99.0;-289.0;285.0;-395.0;-37.0;399.0;71.0;476.0
-102.0;-265.0;284.0;-384.0;-26.0;396.0;63.0;453.0
-102.0;-240.0;280.0;-374.0;-14.0;400.0;59.0;428.0
-78.0;-247.0;223.0;-326.0;51.0;362.0;86.0;385.0
-76.0;-218.0;243.0;-313.0;63.0;350.0;69.0;380.0
-68.0;-189.0;252.0;-308.0;73.0;344.0;65.0;370.0
-59.0;-167.0;250.0;-308.0;78.0;341.0;72.0;351.0
-46.0;-143.0;240.0;-306.0;83.0;339.0;81.0;333.0
-32.0;-122.0;226.0;-301.0;90.0;336.0;86.0;317.0
-18.0;-105.0;212.0;-296.0;99.0;337.0;87.0;302.0
-7.0;-94.0;202.0;-290.0;106.0;343.0;84.0;287.0
-2.0;-87.0;197.0;-284.0;107.0;349.0;80.0;278.0
-93.0;-209.0;268.0;-366.0;1.0;410.0;61.0;396.0
-82.0;-175.0;253.0;-359.0;24.0;418.0;67.0;362.0
-79.0;-155.0;246.0;-342.0;54.0;417.0;73.0;340.0
-81.0;-149.0;251.0;-322.0;82.0;415.0;79.0;337.0
2.0;-81.0;194.0;-280.0;103.0;358.0;76.0;274.0
9.0;-77.0;192.0;-278.0;94.0;368.0;75.0;272.0
13.0;-75.0;189.0;-277.0;81.0;374.0;77.0;268.0
-41.0;-286.0;151.0;-372.0;-72.0;424.0;121.0;444.0
-51.0;-263.0;161.0;-373.0;-79.0;423.0;125.0;419.0
-58.0;-256.0;176.0;-367.0;-77.0;419.0;125.0;400.0
-55.0;-231.0;186.0;-355.0;-66.0;411.0;122.0;380.0
-44.0;-194.0;193.0;-343.0;-47.0;400.0;118.0;364.0
-31.0;-162.0;189.0;-334.0;-28.0;392.0;118.0;341.0
-19.0;-137.0;185.0;-327.0;-12.0;386.0;123.0;320.0
-9.0;-116.0;176.0;-321.0;2.0;383.0;131.0;297.0
1.0;-98.0;164.0;-318.0;15.0;386.0;136.0;275.0
9.0;-85.0;155.0;-315.0;29.0;393.0;137.0;254.0
11.0;-80.0;154.0;-314.0;53.0;401.0;127.0;241.0
-43.0;-227.0;239.0;-279.0;12.0;394.0;119.0;432.0
-66.0;-249.0;266.0;-301.0;-14.0;402.0;123.0;455.0
-87.0;-268.0;284.0;-326.0;-40.0;415.0;133.0;472.0
-9.0;-96.0;192.0;-324.0;100.0;357.0;65.0;263.0
-26.0;-130.0;205.0;-321.0;103.0;346.0;53.0;291.0
-44.0;-166.0;222.0;-313.0;109.0;338.0;35.0;330.0
-207.0;-307.0;266.0;-452.0;-27.0;259.0;99.0;319.0
-208.0;-320.0;269.0;-470.0;-45.0;276.0;113.0;311.0
-206.0;-333.0;272.0;-489.0;-63.0;294.0;128.0;305.0
-205.0;-345.0;276.0;-507.0;-81.0;312.0;141.0;299.0
