InertialMeasurementUnit L-SHOE EuX;Accelerometer HIP accY;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;Accelerometer BACK accZ;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE AngVelBodyFrameX
-157;982.0;-2;-8;640;-2;-662.0;1;-1
-157;900.0;6;-7;644;6;-657.0;-12;12
-157;946.0;7;-8;644;7;-661.0;-69;69
-157;861.0;9;-3;643;9;-651.0;-50;50
-157;930.0;17;12;624;17;-660.0;28;-28
-157;931.0;5;9;626;5;-657.0;15;-15
-157;904.0;-5;5;627;-5;-646.0;3;-3
-157;932.0;25;0;631;25;-651.0;-6;6
-157;956.0;-2;-4;631;-2;-682.0;-7;7
-157;944.0;-36;-6;633;-36;-647.0;0;0
174;776.0;-1125;-1207;-277;-1125;-627.0;-20;20
-157;916.0;-18;1;631;-18;-640.0;-8;8
-157;920.0;-2;-11;636;-2;-689.0;-25;25
-157;917.0;-1;-9;633;-1;-668.0;-17;17
-157;943.0;-6;-12;637;-6;-646.0;16;-16
-157;920.0;18;-6;629;18;-630.0;50;-50
-157;941.0;18;-6;629;18;-625.0;-8;8
-157;949.0;22;-6;629;22;-603.0;15;-15
-157;908.0;-8;3;628;-8;-644.0;-22;22
-157;893.0;-41;-1;634;-41;-642.0;-58;58
-157;894.0;10;-4;633;10;-673.0;-9;9
-157;917.0;-8;5;629;-8;-633.0;-20;20
-157;899.0;-13;-2;633;-13;-643.0;2;-2
-157;918.0;-29;2;632;-29;-637.0;50;-50
-157;915.0;5;-2;635;5;-659.0;-39;39
98;983.0;197;-218;505;197;-593.0;-64;64
-157;910.0;-19;0;631;-19;-629.0;-5;5
-157;891.0;-33;-4;631;-33;-633.0;-7;7
-157;924.0;-33;-5;630;-33;-646.0;-7;7
-157;913.0;-23;-6;634;-23;-635.0;-7;7
-157;921.0;-1;-4;634;-1;-655.0;22;-22
-157;908.0;11;9;629;11;-637.0;17;-17
-157;898.0;10;4;631;10;-667.0;8;-8
-157;907.0;-2;0;631;-2;-652.0;-27;27
-157;897.0;-8;-6;634;-8;-650.0;24;-24
-157;910.0;-14;-8;637;-14;-670.0;40;-40
-157;895.0;-3;0;632;-3;-653.0;-23;23
-157;898.0;-5;2;630;-5;-644.0;-35;35
-157;901.0;4;-1;631;4;-642.0;-13;13
-157;905.0;-21;-1;631;-21;-631.0;-34;34
-157;901.0;-12;-4;635;-12;-638.0;-25;25
-157;902.0;-19;-2;629;-19;-634.0;11;-11
-157;898.0;-17;-1;633;-17;-621.0;15;-15
-157;918.0;-30;3;630;-30;-620.0;46;-46
-157;894.0;-27;4;631;-27;-621.0;17;-17
-157;896.0;-1;4;638;-1;-628.0;5;-5
-157;902.0;-7;5;637;-7;-631.0;30;-30
-157;912.0;-33;-1;635;-33;-657.0;42;-42
-157;925.0;-34;-1;635;-34;-638.0;24;-24
-157;920.0;-31;0;635;-31;-656.0;36;-36
-157;911.0;-34;-2;635;-34;-646.0;38;-38
-157;891.0;-32;0;635;-32;-637.0;12;-12
-157;889.0;-33;-1;635;-33;-650.0;2;-2
-157;889.0;-33;-1;635;-33;-641.0;13;-13
-157;889.0;-33;0;635;-33;-640.0;26;-26
-157;881.0;-33;-3;636;-33;-628.0;-12;12
-157;909.0;-28;5;632;-28;-610.0;-30;30
-157;906.0;0;0;636;0;-621.0;-11;11
-157;893.0;4;-10;641;4;-618.0;-5;5
-157;909.0;-23;0;634;-23;-621.0;22;-22
-157;899.0;-23;1;632;-23;-615.0;6;-6
-157;872.0;-25;-1;634;-25;-611.0;-44;44
-157;910.0;-11;0;630;-11;-624.0;2;-2
-157;900.0;-4;-1;629;-4;-609.0;29;-29
-157;888.0;-13;4;629;-13;-625.0;-10;10
-157;872.0;-12;9;623;-12;-611.0;12;-12
-157;904.0;-17;11;621;-17;-589.0;5;-5
108;904.0;941;-112;585;941;-590.0;-19;19
-157;907.0;40;-6;634;40;-620.0;24;-24
-157;908.0;33;-8;636;33;-630.0;12;-12
-157;917.0;-20;-6;635;-20;-641.0;4;-4
-157;908.0;-14;-1;633;-14;-648.0;-25;25
-157;918.0;10;0;633;10;-613.0;-12;12
-157;920.0;-19;2;628;-19;-634.0;7;-7
-157;924.0;2;1;632;2;-656.0;5;-5
-157;918.0;26;-4;639;26;-657.0;36;-36
-157;908.0;-1;-1;632;-1;-640.0;36;-36
-157;901.0;5;3;633;5;-623.0;13;-13
-157;908.0;11;0;629;11;-595.0;-12;12
-157;905.0;16;1;623;16;-580.0;26;-26
-157;908.0;-3;3;623;-3;-567.0;-9;9
-157;885.0;-4;-2;634;-4;-575.0;-20;20
-157;913.0;-1;-5;637;-1;-579.0;-15;15
-157;937.0;-30;-1;644;-30;-602.0;49;-49
-157;913.0;-3;2;638;-3;-648.0;3;-3
13;781.0;564;-228;-795;564;-508.0;-468;468
-157;953.0;13;10;635;13;-631.0;3;-3
-157;936.0;-20;4;635;-20;-648.0;32;-32
-157;937.0;-18;-5;640;-18;-629.0;-8;8
-157;947.0;-1;-3;643;-1;-642.0;-51;51
-157;945.0;-2;1;638;-2;-620.0;-39;39
-157;926.0;-4;1;637;-4;-619.0;10;-10
-157;911.0;0;3;637;0;-660.0;48;-48
-157;903.0;-4;-2;638;-4;-628.0;19;-19
-157;897.0;7;-8;644;7;-599.0;-6;6
-157;908.0;7;-8;644;7;-620.0;16;-16
-157;912.0;7;-8;644;7;-629.0;58;-58
-157;898.0;7;-8;644;7;-586.0;7;-7
-157;924.0;7;-8;644;7;-603.0;9;-9
-157;919.0;7;-8;644;7;-658.0;-21;21
-157;924.0;7;-8;644;7;-641.0;-43;43
-157;928.0;7;-8;644;7;-618.0;6;-6
-157;918.0;7;-8;644;7;-573.0;-2;2
-157;927.0;7;-8;644;7;-652.0;-16;16
-157;947.0;7;-8;644;7;-647.0;17;-17
-157;946.0;7;-8;644;7;-643.0;9;-9
-157;944.0;7;-8;644;7;-619.0;-34;34
-157;952.0;7;-8;644;7;-684.0;-35;35
-157;949.0;7;-8;644;7;-672.0;-45;45
-157;953.0;7;-8;644;7;-689.0;9;-9
-157;941.0;7;-8;644;7;-687.0;29;-29
-157;927.0;7;-8;644;7;-651.0;-18;18
-157;944.0;7;-8;644;7;-671.0;-33;33
-157;960.0;7;-8;644;7;-672.0;5;-5
-157;939.0;7;-8;644;7;-716.0;-22;22
-157;964.0;7;-8;644;7;-718.0;-10;10
-157;956.0;7;-8;644;7;-681.0;-47;47
-157;937.0;7;-8;644;7;-671.0;-11;11
-157;957.0;7;-8;644;7;-693.0;24;-24
-157;967.0;7;-8;644;7;-703.0;-12;12
-157;959.0;8;-8;644;8;-683.0;-23;23
-157;936.0;7;-8;644;7;-687.0;22;-22
-157;964.0;7;-8;644;7;-682.0;24;-24
-157;960.0;8;-8;644;8;-679.0;-26;26
-157;952.0;7;-9;644;7;-710.0;7;-7
-157;930.0;0;7;638;0;-655.0;-9;9
-157;916.0;18;7;640;18;-666.0;2;-2
-157;932.0;7;3;638;7;-629.0;-5;5
-157;937.0;3;3;637;3;-656.0;16;-16
-157;945.0;-23;3;637;-23;-638.0;13;-13
-157;938.0;0;5;637;0;-627.0;13;-13
-157;947.0;13;6;637;13;-637.0;5;-5
-157;935.0;3;6;637;3;-628.0;10;-10
-157;921.0;10;6;637;10;-617.0;28;-28
-157;947.0;7;6;637;7;-606.0;34;-34
-157;936.0;7;6;637;7;-628.0;33;-33
-157;949.0;8;5;638;8;-639.0;15;-15
-157;934.0;-14;-3;635;-14;-640.0;11;-11
-157;928.0;-12;-3;635;-12;-637.0;39;-39
-157;937.0;-13;-3;635;-13;-655.0;22;-22
-157;938.0;-13;-3;635;-13;-654.0;-10;10
-157;956.0;-12;-3;635;-12;-641.0;21;-21
-157;930.0;-15;-3;635;-15;-639.0;-37;37
-157;920.0;-11;-4;635;-11;-659.0;-48;48
-157;919.0;-11;7;632;-11;-605.0;-24;24
-157;916.0;-1;-7;641;-1;-615.0;46;-46
-157;927.0;24;4;626;24;-629.0;-3;3
-157;909.0;13;3;628;13;-650.0;-1;1
-157;937.0;-3;1;633;-3;-605.0;-9;9
-157;930.0;1;0;635;1;-630.0;5;-5
-157;936.0;-24;-3;636;-24;-616.0;5;-5
-157;944.0;3;-8;638;3;-604.0;-54;54
-157;938.0;-33;2;633;-33;-630.0;16;-16
-157;936.0;-33;1;633;-33;-620.0;-6;6
-157;937.0;-33;2;633;-33;-630.0;22;-22
-157;923.0;-3;-2;629;-3;-602.0;43;-43
-157;899.0;-4;-2;629;-4;-615.0;17;-17
-157;920.0;7;1;628;7;-622.0;-22;22
-157;936.0;-3;0;633;-3;-591.0;15;-15
-157;938.0;-23;2;632;-23;-600.0;2;-2
-157;951.0;-50;2;621;-50;-552.0;15;-15
-157;934.0;-15;4;624;-15;-585.0;-5;5
-157;920.0;-8;5;628;-8;-630.0;-16;16
-157;950.0;-23;-5;639;-23;-611.0;6;-6
-157;932.0;25;7;632;25;-640.0;11;-11
-157;936.0;-2;5;629;-2;-630.0;-2;2
-157;938.0;-25;0;627;-25;-618.0;-31;31
-157;927.0;-13;5;629;-13;-600.0;-15;15
-157;946.0;-13;7;627;-13;-611.0;-7;7
-157;947.0;-14;7;626;-14;-625.0;-2;2
-157;955.0;-15;5;630;-15;-640.0;6;-6
-157;936.0;-8;-4;634;-8;-645.0;-25;25
-157;951.0;-6;-2;634;-6;-660.0;-33;33
-157;951.0;-24;7;631;-24;-637.0;-7;7
-157;931.0;-25;1;631;-25;-627.0;-7;7
-157;924.0;-22;-1;632;-22;-637.0;12;-12
-157;909.0;-26;7;628;-26;-634.0;26;-26
-157;916.0;-15;-1;631;-15;-620.0;1;-1
-157;932.0;12;-5;635;12;-627.0;9;-9
-157;951.0;-14;-4;636;-14;-644.0;3;-3
-157;943.0;8;2;630;8;-652.0;-16;16
-157;947.0;1;4;628;1;-563.0;22;-22
-157;958.0;-5;4;620;-5;-559.0;-54;54
-157;962.0;20;5;619;20;-608.0;-17;17
-157;951.0;8;0;620;8;-624.0;7;-7
-157;959.0;-21;7;611;-21;-647.0;-3;3
-157;939.0;2;9;613;2;-630.0;-3;3
-157;972.0;16;1;615;16;-661.0;-13;13
-157;982.0;-11;14;609;-11;-649.0;-38;38
-157;966.0;5;7;623;5;-638.0;0;0
-157;946.0;14;8;623;14;-646.0;22;-22
-157;949.0;-20;1;620;-20;-646.0;-15;15
-157;968.0;-9;-5;619;-9;-620.0;-6;6
-157;959.0;4;-4;621;4;-646.0;2;-2
-157;950.0;-14;-4;623;-14;-641.0;5;-5
-157;969.0;-4;-8;625;-4;-650.0;5;-5
-157;955.0;-5;-9;624;-5;-639.0;-33;33
-157;923.0;7;-7;624;7;-631.0;-11;11
-148;930.0;-12;7;539;-12;-662.0;12;-12
-157;929.0;-7;-2;618;-7;-640.0;-22;22
-157;953.0;3;-6;626;3;-638.0;-23;23
-148;948.0;-4;2;540;-4;-698.0;-24;24
-157;980.0;-9;-13;623;-9;-649.0;-57;57
-143;860.0;-15;0;639;-15;-679.0;-14;14
-143;860.0;3;0;636;3;-680.0;7;-7
-143;869.0;-3;1;637;-3;-682.0;-17;17
-143;855.0;-2;1;638;-2;-702.0;-28;28
-143;840.0;-11;-5;641;-11;-697.0;-19;19
-143;854.0;-6;-1;642;-6;-681.0;-4;4
-143;857.0;3;5;640;3;-673.0;19;-19
-143;856.0;-11;-6;643;-11;-676.0;35;-35
-143;858.0;-12;3;639;-12;-698.0;-11;11
-143;862.0;-12;3;639;-12;-681.0;-12;12
-143;861.0;-15;-1;640;-15;-711.0;-15;15
-143;840.0;-18;6;637;-18;-697.0;-25;25
-143;850.0;-11;-2;641;-11;-695.0;5;-5
-143;852.0;14;-11;649;14;-697.0;-1;1
-143;855.0;-22;-1;640;-22;-693.0;-17;17
-143;854.0;-13;-1;645;-13;-706.0;3;-3
-143;829.0;-8;9;641;-8;-741.0;3;-3
-143;848.0;-11;0;640;-11;-720.0;9;-9
-143;842.0;-12;0;642;-12;-690.0;-9;9
-143;860.0;-12;0;642;-12;-708.0;-8;8
-143;848.0;-14;0;641;-14;-701.0;-5;5
-143;842.0;-3;0;643;-3;-713.0;-21;21
-143;837.0;-3;-3;642;-3;-734.0;-38;38
-143;838.0;6;1;644;6;-686.0;-20;20
-143;840.0;16;3;642;16;-689.0;6;-6
-143;831.0;0;2;639;0;-662.0;28;-28
-143;850.0;-17;3;639;-17;-665.0;-19;19
-143;849.0;-11;6;642;-11;-690.0;-38;38
-143;849.0;21;-5;647;21;-663.0;-14;14
-143;852.0;-25;-6;643;-25;-705.0;6;-6
-143;834.0;0;1;647;0;-692.0;8;-8
-143;928.0;33;-3;644;33;-776.0;6;-6
-143;906.0;-5;8;637;-5;-751.0;1;-1
-143;925.0;-2;3;642;-2;-774.0;2;-2
-143;917.0;-8;2;638;-8;-752.0;-11;11
-143;910.0;-6;-1;640;-6;-745.0;-15;15
-143;930.0;24;3;640;24;-749.0;-7;7
-143;920.0;-15;-1;645;-15;-741.0;32;-32
-143;918.0;7;-1;644;7;-744.0;5;-5
-143;912.0;-21;1;640;-21;-770.0;4;-4
-143;917.0;-23;-1;646;-23;-743.0;3;-3
-143;921.0;25;-1;644;25;-715.0;13;-13
-180;961.0;-16;2;706;-16;-891.0;-69;69
-143;899.0;-7;8;639;-7;-741.0;32;-32
-143;921.0;-6;1;643;-6;-746.0;-3;3
-143;850.0;-23;0;650;-23;-668.0;3;-3
-143;872.0;9;-9;652;9;-670.0;46;-46
-143;872.0;3;1;646;3;-680.0;2;-2
-143;858.0;-2;1;645;-2;-679.0;-14;14
-143;867.0;17;3;645;17;-681.0;-4;4
-143;874.0;-1;0;644;-1;-672.0;21;-21
-143;873.0;-1;-3;651;-1;-664.0;23;-23
-143;866.0;-7;0;648;-7;-680.0;31;-31
-143;853.0;-10;0;646;-10;-670.0;28;-28
-143;858.0;0;1;647;0;-685.0;-10;10
-143;876.0;0;8;644;0;-662.0;0;0
-143;863.0;-22;-1;648;-22;-674.0;38;-38
-143;867.0;-2;1;649;-2;-673.0;21;-21
-143;861.0;7;4;646;7;-668.0;-34;34
-143;850.0;0;-2;648;0;-680.0;-11;11
-143;839.0;20;-1;647;20;-670.0;21;-21
-143;853.0;2;0;642;2;-680.0;-15;15
-143;855.0;-22;1;641;-22;-679.0;-8;8
-143;839.0;-11;-1;648;-11;-681.0;11;-11
-143;837.0;4;-2;649;4;-691.0;-9;9
-143;851.0;-7;-1;648;-7;-687.0;-19;19
-143;867.0;-10;1;647;-10;-695.0;-17;17
-143;782.0;-2;-3;644;-2;-640.0;-27;27
-143;822.0;9;-2;648;9;-646.0;2;-2
-143;816.0;-13;1;641;-13;-660.0;-40;40
-143;829.0;-5;0;646;-5;-678.0;-3;3
-143;848.0;-11;5;643;-11;-672.0;-15;15
-143;837.0;4;7;641;4;-669.0;-23;23
-143;836.0;-5;-1;644;-5;-626.0;-25;25
-143;833.0;0;-4;643;0;-652.0;3;-3
-143;831.0;11;3;640;11;-700.0;5;-5
-143;847.0;20;1;642;20;-672.0;7;-7
-143;831.0;4;3;638;4;-643.0;-35;35
27;898.0;-28;0;721;-28;-951.0;272;-272
32;955.0;-15;7;725;-15;-939.0;16;-16
-143;857.0;29;-1;639;29;-646.0;-27;27
-143;835.0;9;1;636;9;-650.0;11;-11
-143;793.0;-31;1;640;-31;-647.0;42;-42
104;979.0;-7;-1;728;-7;-541.0;-40;40
-143;854.0;-22;6;638;-22;-642.0;5;-5
-143;811.0;-23;5;640;-23;-670.0;-11;11
-143;846.0;3;-8;647;3;-640.0;-8;8
107;897.0;36;85;916;36;-592.0;17;-17
43;990.0;13;2;734;13;-651.0;20;-20
43;986.0;5;-3;738;5;-666.0;6;-6
43;974.0;-3;1;735;-3;-704.0;6;-6
43;964.0;-6;3;735;-6;-678.0;6;-6
43;976.0;-3;1;735;-3;-669.0;15;-15
43;970.0;-5;2;736;-5;-683.0;23;-23
39;725.0;5;9;726;5;-811.0;5;-5
43;981.0;1;-2;735;1;-658.0;6;-6
110;1079.0;-807;752;1198;-807;-589.0;-278;278
43;971.0;-16;1;735;-16;-657.0;-13;13
43;965.0;16;2;738;16;-670.0;-4;4
43;966.0;-8;8;740;-8;-650.0;-11;11
43;966.0;-19;3;736;-19;-672.0;-16;16
105;994.0;9;-4;720;9;-661.0;22;-22
102;918.0;-26;-2;727;-26;-508.0;175;-175
65;937.0;14;-4;730;14;-674.0;48;-48
43;956.0;-3;2;734;-3;-701.0;18;-18
43;951.0;12;-2;729;12;-701.0;13;-13
43;977.0;-4;-3;735;-4;-708.0;13;-13
16;947.0;-151;33;723;-151;-650.0;93;-93
43;999.0;-24;-3;731;-24;-758.0;-27;27
43;981.0;-7;-2;735;-7;-708.0;39;-39
43;974.0;-3;-2;735;-3;-693.0;-6;6
43;974.0;-17;-3;734;-17;-699.0;-19;19
43;952.0;-5;0;737;-5;-699.0;6;-6
42;923.0;56;-5;721;56;-824.0;-12;12
43;976.0;-6;-8;731;-6;-710.0;0;0
65;947.0;-6;1;732;-6;-711.0;39;-39
43;965.0;-7;-5;732;-7;-715.0;-3;3
91;974.0;-11;1;718;-11;-700.0;-72;72
43;966.0;-17;-1;733;-17;-728.0;-29;29
-143;842.0;-3;-3;645;-3;-651.0;7;-7
-143;841.0;6;0;640;6;-662.0;-32;32
-143;828.0;10;0;639;10;-651.0;-9;9
-143;831.0;9;2;640;9;-664.0;0;0
-143;831.0;9;5;640;9;-690.0;-17;17
-143;823.0;1;1;637;1;-680.0;-11;11
-143;829.0;1;-2;643;1;-658.0;1;-1
-143;831.0;-5;2;640;-5;-662.0;11;-11
-143;832.0;4;10;637;4;-677.0;-16;16
-143;824.0;8;-14;649;8;-682.0;-15;15
-143;858.0;10;-10;647;10;-676.0;-20;20
-143;848.0;9;-10;648;9;-700.0;-5;5
-143;779.0;-22;-1;652;-22;-688.0;-27;27
-143;833.0;14;-2;644;14;-677.0;27;-27
-143;841.0;-21;-5;650;-21;-695.0;-24;24
-143;817.0;16;-5;649;16;-619.0;-9;9
-143;805.0;-23;1;638;-23;-602.0;14;-14
65;918.0;-14;2;737;-14;-670.0;-7;7
65;921.0;-40;11;738;-40;-702.0;-90;90
105;914.0;-349;97;900;-349;-541.0;-6;6
65;907.0;-22;-5;729;-22;-679.0;20;-20
65;925.0;-33;-1;730;-33;-699.0;26;-26
65;934.0;-34;-2;727;-34;-681.0;-6;6
105;962.0;-26;2;722;-26;-681.0;73;-73
65;843.0;-2;-7;723;-2;-741.0;-6;6
180;945.0;-14;6;721;-14;-973.0;11;-11
152;1006.0;5;-5;735;5;-752.0;79;-79
104;893.0;41;12;731;41;-679.0;5;-5
175;1009.0;27;8;728;27;-653.0;130;-130
65;935.0;-7;0;728;-7;-689.0;15;-15
65;906.0;-8;-6;728;-8;-699.0;-3;3
65;967.0;-16;-12;730;-16;-670.0;-4;4
91;958.0;-21;-13;718;-21;-671.0;-9;9
104;918.0;-59;-14;726;-59;-598.0;33;-33
104;956.0;-11;-123;689;-11;-641.0;-33;33
105;980.0;42;-124;693;42;-615.0;-33;33
101;1095.0;-119;-76;730;-119;-502.0;37;-37
65;952.0;-10;-38;724;-10;-621.0;-32;32
-143;880.0;-32;-13;653;-32;-718.0;35;-35
-143;857.0;-21;-17;652;-21;-707.0;2;-2
-143;872.0;-5;6;643;-5;-675.0;-25;25
-143;868.0;-23;5;643;-23;-693.0;47;-47
-143;860.0;-32;7;640;-32;-701.0;23;-23
-143;877.0;-31;6;642;-31;-690.0;-5;5
-143;870.0;-22;-1;649;-22;-691.0;21;-21
-143;834.0;4;0;648;4;-732.0;-12;12
-143;851.0;-5;-3;644;-5;-712.0;-22;22
-143;854.0;-8;0;646;-8;-747.0;-14;14
-143;860.0;8;3;645;8;-706.0;1;-1
-124;852.0;231;49;640;231;-846.0;-54;54
-143;866.0;13;-8;654;13;-711.0;-47;47
-143;874.0;-8;2;649;-8;-738.0;5;-5
-143;860.0;21;-1;647;21;-739.0;10;-10
-143;851.0;-3;4;643;-3;-721.0;-22;22
-143;862.0;-14;-5;650;-14;-779.0;11;-11
-63;1010.0;4;-17;739;4;-628.0;22;-22
-179;911.0;5;-4;721;5;-679.0;-33;33
-179;889.0;-2;-10;727;-2;-659.0;-25;25
-179;906.0;-23;-5;732;-23;-650.0;-26;26
-149;893.0;-249;6;673;-249;-477.0;-50;50
61;951.0;14;2;717;14;-511.0;12;-12
