InertialMeasurementUnit LUA magneticY;InertialMeasurementUnit RUA magneticX;InertialMeasurementUnit BACK magneticZ;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit LLA magneticX;InertialMeasurementUnit RLA magneticX;InertialMeasurementUnit R-SHOE Compass;InertialMeasurementUnit LLA magneticY;InertialMeasurementUnit R-SHOE EuY;InertialMeasurementUnit RUA magneticY
123.0;395.0;-8.0;229.0;148;663.0;148.0;19;405.0;-46;-370.0
77.0;381.0;-38.0;222.0;149;677.0;139.0;12;367.0;-39;-339.0
27.0;367.0;-67.0;216.0;149;692.0;132.0;4;320.0;-40;-307.0
203.0;373.0;237.0;365.0;132;153.0;19.0;-2;325.0;-31;-455.0
361.0;880.0;-162.0;-626.0;166;513.0;997.0;-70;650.0;-20;153.0
419.0;504.0;101.0;-550.0;-22;219.0;376.0;0;141.0;-48;-154.0
207.0;369.0;231.0;380.0;127;125.0;4.0;-2;322.0;-31;-448.0
214.0;356.0;215.0;407.0;115;80.0;-24.0;-1;317.0;-31;-443.0
444.0;441.0;357.0;376.0;154;-204.0;-111.0;-10;556.0;-26;-524.0
102.0;312.0;183.0;537.0;15;381.0;75.0;-7;435.0;-24;-504.0
60.0;326.0;185.0;512.0;14;452.0;100.0;-8;374.0;-24;-492.0
52.0;325.0;187.0;510.0;14;463.0;101.0;-8;364.0;-24;-495.0
46.0;326.0;190.0;506.0;14;471.0;94.0;-8;354.0;-24;-498.0
97.0;298.0;222.0;523.0;15;429.0;59.0;-8;405.0;-24;-514.0
108.0;297.0;224.0;522.0;15;415.0;59.0;-8;415.0;-24;-514.0
120.0;299.0;230.0;524.0;15;407.0;58.0;-8;429.0;-24;-517.0
131.0;300.0;229.0;525.0;15;396.0;60.0;-8;442.0;-24;-517.0
140.0;300.0;234.0;524.0;15;386.0;61.0;-7;453.0;-24;-520.0
149.0;300.0;237.0;524.0;15;376.0;64.0;-7;464.0;-24;-520.0
152.0;304.0;238.0;522.0;15;373.0;67.0;-7;470.0;-24;-525.0
157.0;305.0;240.0;522.0;14;371.0;70.0;-8;473.0;-24;-525.0
158.0;309.0;243.0;521.0;14;372.0;69.0;-7;476.0;-23;-527.0
160.0;313.0;247.0;518.0;13;375.0;72.0;-7;477.0;-24;-528.0
121.0;299.0;258.0;500.0;16;457.0;60.0;-7;410.0;-23;-534.0
132.0;297.0;259.0;502.0;16;451.0;59.0;-7;421.0;-23;-531.0
146.0;295.0;261.0;504.0;16;437.0;57.0;-7;437.0;-23;-532.0
160.0;294.0;266.0;505.0;15;426.0;57.0;-7;457.0;-23;-532.0
539.0;106.0;426.0;301.0;7;-420.0;-324.0;-8;389.0;-27;-600.0
294.0;414.0;322.0;568.0;77;230.0;243.0;-3;552.0;-44;-509.0
221.0;381.0;208.0;483.0;41;236.0;204.0;15;579.0;-50;-443.0
176.0;348.0;223.0;474.0;42;320.0;172.0;5;527.0;-40;-420.0
-115.0;234.0;210.0;385.0;47;575.0;67.0;-2;139.0;-30;-408.0
-69.0;279.0;247.0;484.0;40;490.0;88.0;-2;198.0;-31;-415.0
-10.0;293.0;252.0;516.0;31;450.0;101.0;-2;261.0;-31;-422.0
73.0;301.0;269.0;543.0;22;389.0;112.0;-2;349.0;-31;-419.0
-243.0;135.0;-156.0;234.0;33;464.0;224.0;-8;80.0;-28;-30.0
-230.0;148.0;-146.0;247.0;35;437.0;188.0;-8;101.0;-28;-59.0
-226.0;154.0;-139.0;256.0;39;422.0;155.0;-8;111.0;-28;-80.0
-224.0;149.0;-133.0;261.0;41;417.0;134.0;-8;114.0;-28;-91.0
-226.0;133.0;-129.0;263.0;45;418.0;125.0;-8;113.0;-28;-87.0
-226.0;114.0;-129.0;256.0;49;422.0;116.0;-8;107.0;-28;-91.0
-225.0;18.0;-133.0;245.0;65;427.0;21.0;-8;86.0;-28;-206.0
491.0;788.0;214.0;-65.0;-175;849.0;-401.0;-98;502.0;-28;-542.0
401.0;231.0;-39.0;-552.0;-178;547.0;-377.0;-151;212.0;-36;-751.0
-9.0;745.0;-476.0;-622.0;-136;726.0;873.0;-165;-86.0;-11;268.0
81.0;868.0;-395.0;-761.0;-176;458.0;358.0;-162;192.0;-26;60.0
491.0;489.0;257.0;-473.0;174;367.0;-399.0;-165;419.0;-27;-429.0
408.0;526.0;87.0;-570.0;159;325.0;337.0;14;150.0;-52;-181.0
393.0;530.0;84.0;-578.0;82;315.0;343.0;13;134.0;-52;-160.0
399.0;530.0;78.0;-573.0;-41;300.0;351.0;12;151.0;-52;-141.0
413.0;531.0;68.0;-564.0;-53;281.0;359.0;11;187.0;-51;-125.0
431.0;538.0;55.0;-550.0;-57;253.0;369.0;11;229.0;-51;-105.0
441.0;532.0;42.0;-541.0;-53;219.0;394.0;15;264.0;-56;-86.0
442.0;528.0;39.0;-540.0;-53;202.0;403.0;17;266.0;-58;-73.0
-403.0;309.0;-452.0;220.0;-153;161.0;688.0;-108;-400.0;-40;469.0
423.0;609.0;32.0;-420.0;6;329.0;480.0;-32;142.0;6;-261.0
423.0;600.0;49.0;-421.0;6;329.0;476.0;-30;136.0;4;-254.0
424.0;598.0;64.0;-420.0;4;330.0;479.0;-23;130.0;-3;-246.0
423.0;593.0;77.0;-420.0;7;332.0;481.0;-16;126.0;-13;-234.0
421.0;581.0;84.0;-418.0;5;343.0;484.0;-11;120.0;-25;-218.0
420.0;572.0;89.0;-423.0;6;345.0;490.0;-9;119.0;-34;-205.0
413.0;561.0;92.0;-430.0;6;349.0;497.0;-10;114.0;-41;-193.0
404.0;558.0;96.0;-440.0;6;353.0;504.0;-10;111.0;-49;-179.0
400.0;548.0;100.0;-445.0;6;351.0;500.0;-10;117.0;-54;-162.0
404.0;539.0;105.0;-449.0;7;339.0;488.0;-7;127.0;-59;-156.0
413.0;529.0;124.0;-454.0;5;318.0;470.0;-4;140.0;-60;-164.0
430.0;525.0;140.0;-449.0;7;299.0;443.0;-2;159.0;-62;-183.0
230.0;341.0;291.0;470.0;16;422.0;98.0;-7;516.0;-24;-549.0
229.0;340.0;292.0;466.0;15;429.0;100.0;-7;517.0;-24;-546.0
233.0;339.0;292.0;467.0;16;432.0;103.0;-7;519.0;-24;-542.0
450.0;521.0;158.0;-438.0;7;283.0;418.0;0;177.0;-65;-212.0
467.0;519.0;175.0;-427.0;4;261.0;391.0;-4;188.0;-64;-239.0
482.0;515.0;197.0;-420.0;12;230.0;367.0;-14;200.0;-63;-263.0
-366.0;131.0;-301.0;205.0;23;229.0;572.0;-9;-247.0;-15;221.0
-234.0;265.0;-194.0;281.0;-5;400.0;259.0;-49;-6.0;12;7.0
-217.0;254.0;-192.0;310.0;-5;376.0;233.0;-52;23.0;4;2.0
497.0;507.0;218.0;-407.0;-4;209.0;341.0;-34;211.0;-43;-288.0
511.0;502.0;242.0;-398.0;18;193.0;319.0;-47;221.0;-28;-322.0
531.0;491.0;267.0;-384.0;-23;172.0;293.0;-46;236.0;-28;-357.0
445.0;528.0;43.0;-539.0;-51;191.0;413.0;17;257.0;-59;-62.0
29.0;321.0;105.0;553.0;68;370.0;288.0;5;318.0;-74;-320.0
80.0;316.0;120.0;565.0;67;294.0;279.0;8;374.0;-85;-347.0
-210.0;162.0;-60.0;293.0;-154;428.0;-9.0;16;-51.0;-25;-126.0
-95.0;162.0;7.0;402.0;127;384.0;-42.0;14;84.0;-23;-269.0
-142.0;-240.0;8.0;569.0;17;302.0;-131.0;-11;184.0;-27;-286.0
-10.0;82.0;154.0;460.0;23;339.0;-273.0;-105;198.0;-32;-356.0
-143.0;185.0;23.0;502.0;68;338.0;-107.0;-5;189.0;-30;-569.0
79.0;41.0;249.0;472.0;113;257.0;170.0;-7;306.0;-23;-301.0
81.0;38.0;242.0;471.0;113;252.0;169.0;-7;308.0;-23;-292.0
110.0;-463.0;294.0;417.0;81;277.0;233.0;-5;423.0;-31;-289.0
74.0;44.0;241.0;475.0;113;252.0;179.0;-7;302.0;-23;-283.0
73.0;47.0;243.0;476.0;113;252.0;177.0;-7;303.0;-23;-288.0
322.0;432.0;-5.0;-305.0;-168;109.0;96.0;17;144.0;-41;-114.0
302.0;414.0;-18.0;-304.0;-185;111.0;94.0;28;106.0;-60;-94.0
276.0;394.0;-32.0;-312.0;-145;95.0;88.0;38;71.0;-77;-73.0
245.0;376.0;-51.0;-320.0;-179;88.0;86.0;36;35.0;-78;-46.0
217.0;354.0;-63.0;-329.0;-156;79.0;79.0;33;-2.0;-75;-14.0
157.0;318.0;-101.0;-344.0;-164;75.0;76.0;25;-65.0;-69;47.0
-177.0;247.0;2.0;244.0;17;606.0;318.0;1;23.0;-26;-172.0
-181.0;242.0;15.0;230.0;17;626.0;291.0;3;3.0;-33;-198.0
-186.0;232.0;32.0;215.0;15;646.0;253.0;4;-17.0;-37;-232.0
-190.0;227.0;45.0;202.0;14;663.0;231.0;5;-35.0;-39;-257.0
419.0;590.0;296.0;-21.0;-75;558.0;485.0;-31;350.0;-12;-441.0
397.0;593.0;288.0;-14.0;-74;573.0;488.0;-82;328.0;-16;-450.0
377.0;596.0;278.0;-10.0;-75;588.0;485.0;-151;304.0;-26;-462.0
246.0;770.0;142.0;-23.0;-182;741.0;613.0;-121;262.0;-35;-421.0
244.0;90.0;362.0;459.0;106;318.0;-173.0;-3;462.0;-23;-484.0
220.0;112.0;316.0;438.0;103;396.0;-112.0;-3;438.0;-24;-429.0
175.0;116.0;291.0;452.0;107;360.0;-48.0;-3;394.0;-24;-390.0
158.0;114.0;282.0;463.0;109;352.0;-33.0;-3;380.0;-24;-383.0
148.0;110.0;278.0;468.0;100;343.0;-20.0;-3;373.0;-24;-368.0
142.0;104.0;278.0;472.0;92;335.0;5.0;-3;369.0;-24;-355.0
132.0;86.0;280.0;480.0;86;331.0;37.0;-3;361.0;-24;-340.0
122.0;67.0;280.0;486.0;80;328.0;62.0;-3;349.0;-24;-335.0
-68.0;-161.0;-10.0;233.0;54;296.0;-222.0;2;293.0;-54;-332.0
-25.0;-5.0;56.0;276.0;35;473.0;8.0;-18;225.0;-34;-355.0
-211.0;-134.0;-164.0;194.0;42;399.0;-183.0;-11;106.0;-15;-381.0
-17.0;-20.0;68.0;274.0;34;499.0;-9.0;-17;204.0;-34;-363.0
388.0;525.0;115.0;-565.0;53;367.0;488.0;-57;160.0;-19;-135.0
392.0;527.0;122.0;-564.0;219;375.0;494.0;-53;202.0;-24;-140.0
397.0;528.0;133.0;-560.0;146;374.0;497.0;-56;237.0;-27;-141.0
326.0;830.0;-209.0;-624.0;171;593.0;857.0;147;267.0;-82;22.0
424.0;537.0;154.0;-541.0;161;369.0;502.0;-53;293.0;-54;-138.0
-9.0;-28.0;74.0;273.0;34;513.0;-12.0;-17;201.0;-34;-376.0
398.0;485.0;250.0;83.0;109;579.0;247.0;-5;558.0;-16;-656.0
393.0;495.0;245.0;88.0;109;576.0;257.0;-4;557.0;-17;-648.0
391.0;503.0;241.0;93.0;109;574.0;263.0;-2;560.0;-23;-644.0
393.0;511.0;245.0;93.0;109;574.0;270.0;1;563.0;-28;-642.0
395.0;524.0;242.0;93.0;109;576.0;289.0;10;581.0;-49;-636.0
235.0;664.0;321.0;515.0;-112;776.0;405.0;-16;539.0;-26;-549.0
239.0;556.0;-12.0;-215.0;55;624.0;365.0;-9;895.0;-41;-433.0
-41.0;840.0;-409.0;-481.0;-128;928.0;6.0;-143;452.0;-31;-41.0
-117.0;324.0;-190.0;232.0;-27;495.0;317.0;5;184.0;-70;5.0
-128.0;333.0;-178.0;236.0;-27;510.0;311.0;4;145.0;-68;-10.0
-149.0;339.0;-168.0;234.0;-27;523.0;313.0;2;105.0;-63;-21.0
-178.0;342.0;-159.0;235.0;-27;521.0;315.0;-3;68.0;-55;-27.0
-213.0;341.0;-149.0;228.0;-27;523.0;321.0;-10;2.0;-46;-30.0
-235.0;337.0;-132.0;219.0;-27;528.0;330.0;-17;-52.0;-34;-33.0
-268.0;336.0;-116.0;199.0;-27;542.0;342.0;-26;-109.0;-22;-36.0
-311.0;330.0;-106.0;144.0;-28;545.0;350.0;-25;-200.0;-9;-55.0
-171.0;361.0;-54.0;320.0;41;636.0;387.0;-25;-21.0;-23;-97.0
-96.0;357.0;-34.0;362.0;27;603.0;376.0;-24;116.0;-24;-132.0
-34.0;356.0;-18.0;390.0;18;548.0;358.0;-24;239.0;-25;-164.0
199.0;428.0;200.0;372.0;42;567.0;382.0;-4;448.0;-29;-366.0
158.0;416.0;205.0;353.0;42;591.0;365.0;-7;415.0;-16;-370.0
-15.0;366.0;192.0;282.0;43;657.0;293.0;-9;207.0;-1;-367.0
-25.0;529.0;-488.0;-260.0;6;763.0;716.0;-18;516.0;-6;338.0
-246.0;351.0;-425.0;-91.0;72;773.0;449.0;-5;220.0;-33;173.0
-197.0;366.0;-290.0;-33.0;143;731.0;328.0;-6;225.0;-30;-3.0
-177.0;366.0;-254.0;-6.0;149;727.0;285.0;-7;234.0;-29;-64.0
-156.0;365.0;-219.0;23.0;147;720.0;249.0;-7;249.0;-28;-123.0
-43.0;349.0;194.0;266.0;43;668.0;279.0;-8;168.0;-9;-362.0
-60.0;334.0;196.0;256.0;45;684.0;263.0;-7;146.0;-14;-358.0
-74.0;322.0;200.0;261.0;41;695.0;241.0;-6;125.0;-18;-360.0
-83.0;310.0;203.0;271.0;48;706.0;220.0;-5;106.0;-22;-369.0
-25.0;321.0;90.0;530.0;70;418.0;303.0;-1;252.0;-57;-295.0
338.0;310.0;381.0;487.0;1;264.0;153.0;-8;575.0;-30;-502.0
-83.0;219.0;302.0;434.0;14;417.0;130.0;-2;188.0;-33;-455.0
-92.0;322.0;78.0;500.0;71;451.0;310.0;-4;163.0;-45;-272.0
-171.0;839.0;-251.0;-96.0;-10;1014.0;852.0;-10;-84.0;-28;-65.0
-19.0;681.0;-225.0;15.0;-11;939.0;659.0;-10;174.0;-67;10.0
-171.0;327.0;61.0;455.0;73;465.0;312.0;-6;59.0;-38;-260.0
-144.0;323.0;8.0;279.0;-155;184.0;131.0;-29;31.0;-32;-132.0
-184.0;328.0;-19.0;253.0;-150;183.0;148.0;-29;-27.0;-32;-101.0
408.0;517.0;94.0;-561.0;-20;263.0;489.0;-8;149.0;-82;-55.0
413.0;515.0;92.0;-557.0;-18;248.0;468.0;6;156.0;-83;-73.0
417.0;512.0;88.0;-553.0;-22;242.0;449.0;8;160.0;-83;-92.0
420.0;509.0;84.0;-550.0;-20;234.0;430.0;8;163.0;-87;-108.0
424.0;505.0;90.0;-547.0;-20;225.0;410.0;7;157.0;-84;-123.0
422.0;504.0;93.0;-545.0;-37;217.0;392.0;3;151.0;-66;-138.0
421.0;499.0;109.0;-548.0;-74;219.0;361.0;-2;142.0;-40;-169.0
430.0;496.0;113.0;-542.0;-143;222.0;348.0;-3;160.0;-35;-186.0
452.0;491.0;116.0;-522.0;-113;220.0;338.0;-4;206.0;-31;-205.0
489.0;490.0;122.0;-492.0;-65;228.0;334.0;-4;264.0;-29;-228.0
560.0;495.0;132.0;-417.0;-94;242.0;335.0;-4;355.0;-27;-243.0
657.0;532.0;193.0;-415.0;-169;93.0;284.0;12;462.0;-68;-284.0
592.0;507.0;192.0;-192.0;42;-454.0;97.0;-8;254.0;-35;-297.0
591.0;562.0;306.0;-335.0;171;154.0;335.0;107;456.0;-82;-379.0
586.0;510.0;123.0;-400.0;143;280.0;344.0;-4;387.0;-27;-283.0
509.0;676.0;-5.0;-390.0;138;659.0;293.0;4;466.0;-7;-409.0
378.0;861.0;-92.0;-272.0;148;815.0;496.0;-3;334.0;-31;-465.0
-207.0;336.0;-4.0;386.0;81;483.0;157.0;-11;80.0;-17;-429.0
-215.0;332.0;-42.0;230.0;-147;187.0;165.0;-29;-69.0;-32;-74.0
-115.0;373.0;7.0;87.0;-106;95.0;329.0;-51;-200.0;-21;-129.0
-95.0;362.0;26.0;106.0;-109;84.0;294.0;-61;-170.0;-13;-140.0
-75.0;354.0;48.0;123.0;-115;75.0;254.0;-61;-142.0;-11;-153.0
-53.0;351.0;67.0;141.0;-118;67.0;218.0;-60;-112.0;-16;-163.0
-31.0;350.0;86.0;163.0;-119;56.0;183.0;-80;-82.0;-24;-177.0
-188.0;380.0;-2.0;410.0;79;467.0;228.0;-10;108.0;-22;-386.0
-5.0;349.0;105.0;176.0;-121;50.0;149.0;-54;-51.0;-42;-192.0
18.0;336.0;125.0;193.0;-121;36.0;102.0;-17;-21.0;-54;-210.0
217.0;265.0;234.0;688.0;16;-700.0;50.0;-7;-231.0;-24;-521.0
-60.0;220.0;-157.0;323.0;6;161.0;234.0;-13;327.0;-31;-70.0
-114.0;146.0;-271.0;273.0;33;31.0;232.0;-2;87.0;-36;-66.0
-129.0;225.0;-228.0;250.0;1;287.0;343.0;-13;255.0;-31;31.0
-163.0;220.0;-260.0;199.0;0;348.0;398.0;-13;211.0;-31;83.0
-246.0;226.0;-340.0;42.0;2;508.0;512.0;-13;63.0;-32;211.0
-24.0;457.0;-43.0;504.0;77;278.0;355.0;-2;283.0;-67;-242.0
1.0;447.0;-43.0;509.0;77;274.0;350.0;-4;307.0;-66;-240.0
17.0;439.0;-36.0;511.0;77;273.0;345.0;-4;321.0;-65;-243.0
13.0;432.0;-34.0;510.0;77;282.0;341.0;-4;315.0;-65;-236.0
3.0;427.0;-35.0;505.0;77;298.0;342.0;-5;304.0;-67;-227.0
-18.0;422.0;-40.0;496.0;78;316.0;339.0;-8;279.0;-72;-212.0
-49.0;416.0;-48.0;486.0;79;338.0;336.0;-16;244.0;-71;-202.0
-90.0;412.0;-62.0;475.0;78;368.0;333.0;-25;198.0;-60;-193.0
379.0;379.0;376.0;277.0;0;434.0;98.0;-14;485.0;-41;-613.0
303.0;532.0;146.0;286.0;148;302.0;204.0;-1;544.0;-47;-468.0
-332.0;534.0;-439.0;53.0;18;720.0;321.0;0;79.0;-61;-134.0
-187.0;552.0;-286.0;56.0;13;884.0;615.0;-31;110.0;-7;59.0
384.0;388.0;388.0;68.0;-46;450.0;145.0;-79;301.0;3;-561.0
389.0;381.0;390.0;72.0;-55;438.0;144.0;-80;318.0;3;-559.0
398.0;375.0;398.0;76.0;-59;425.0;147.0;-82;330.0;4;-560.0
407.0;379.0;403.0;83.0;-106;415.0;145.0;-82;344.0;4;-557.0
421.0;379.0;408.0;91.0;-135;403.0;144.0;-83;361.0;4;-552.0
436.0;384.0;415.0;97.0;-156;392.0;147.0;-83;375.0;4;-548.0
451.0;384.0;424.0;103.0;-165;378.0;149.0;-84;387.0;4;-544.0
466.0;387.0;431.0;101.0;-150;364.0;158.0;-85;400.0;4;-542.0
625.0;402.0;489.0;162.0;154;65.0;101.0;11;686.0;-34;-561.0
117.0;321.0;246.0;522.0;13;413.0;72.0;-7;427.0;-24;-537.0
125.0;319.0;244.0;524.0;13;408.0;75.0;-7;435.0;-24;-530.0
132.0;320.0;241.0;528.0;14;404.0;77.0;-7;444.0;-24;-528.0
134.0;319.0;236.0;528.0;14;400.0;79.0;-7;449.0;-24;-525.0
138.0;321.0;235.0;531.0;14;397.0;78.0;-7;450.0;-24;-525.0
137.0;319.0;235.0;532.0;14;389.0;74.0;-7;451.0;-24;-523.0
137.0;318.0;232.0;533.0;14;386.0;77.0;-7;452.0;-24;-521.0
138.0;315.0;231.0;531.0;14;380.0;74.0;-7;452.0;-24;-523.0
133.0;313.0;229.0;534.0;14;378.0;73.0;-7;450.0;-24;-523.0
129.0;311.0;231.0;533.0;14;380.0;71.0;-7;445.0;-24;-526.0
-73.0;349.0;-135.0;185.0;149;727.0;145.0;-1;205.0;-35;-224.0
-116.0;337.0;-164.0;172.0;149;746.0;168.0;-2;149.0;-32;-180.0
-154.0;329.0;-197.0;159.0;149;757.0;193.0;-3;98.0;-29;-134.0
-191.0;322.0;-226.0;138.0;146;764.0;225.0;-3;58.0;-27;-97.0
-173.0;415.0;-186.0;155.0;125;963.0;237.0;-11;539.0;-34;-165.0
-234.0;314.0;-256.0;115.0;135;756.0;255.0;-4;1.0;-26;-58.0
316.0;522.0;159.0;285.0;125;284.0;290.0;-7;641.0;-16;-408.0
318.0;519.0;169.0;291.0;125;260.0;268.0;-11;637.0;-13;-411.0
317.0;514.0;178.0;296.0;126;241.0;245.0;-12;634.0;-14;-416.0
314.0;512.0;188.0;297.0;127;234.0;225.0;-13;625.0;-15;-423.0
309.0;502.0;211.0;304.0;130;241.0;192.0;-12;611.0;-22;-448.0
303.0;498.0;217.0;298.0;133;259.0;184.0;-12;603.0;-28;-458.0
64.0;915.0;-481.0;-738.0;-175;503.0;664.0;-162;79.0;-25;109.0
239.0;476.0;325.0;291.0;-172;426.0;220.0;-10;444.0;-35;-487.0
122.0;292.0;54.0;330.0;82;-201.0;-98.0;1;171.0;-38;-455.0
200.0;342.0;243.0;513.0;17;215.0;191.0;-4;518.0;-40;-388.0
140.0;336.0;233.0;512.0;17;266.0;191.0;-9;479.0;-29;-372.0
93.0;328.0;224.0;503.0;17;306.0;186.0;-13;430.0;-15;-362.0
129.0;1252.0;-570.0;-695.0;-156;1136.0;1219.0;-36;86.0;-52;113.0
284.0;920.0;-229.0;-544.0;160;628.0;689.0;-22;152.0;-41;-114.0
17.0;1020.0;-444.0;-581.0;-43;936.0;985.0;-41;-126.0;-45;99.0
306.0;913.0;-345.0;-672.0;-146;777.0;517.0;-142;676.0;-26;208.0
47.0;318.0;218.0;490.0;18;340.0;183.0;-15;379.0;-5;-355.0
2.0;303.0;210.0;474.0;18;381.0;175.0;-14;327.0;-5;-349.0
-36.0;287.0;204.0;459.0;18;420.0;168.0;-15;280.0;0;-346.0
-63.0;271.0;198.0;439.0;18;457.0;156.0;-16;237.0;3;-345.0
-83.0;259.0;197.0;426.0;20;486.0;142.0;-15;209.0;-4;-348.0
-97.0;250.0;201.0;415.0;19;508.0;134.0;-14;191.0;-9;-355.0
-113.0;241.0;209.0;408.0;18;521.0;123.0;-12;172.0;-14;-366.0
-120.0;233.0;225.0;408.0;19;525.0;111.0;-12;158.0;-15;-380.0
-118.0;227.0;238.0;417.0;15;521.0;96.0;-12;150.0;-14;-399.0
176.0;259.0;160.0;428.0;107;-235.0;-18.0;-6;466.0;-22;-384.0
70.0;280.0;68.0;398.0;36;-55.0;-28.0;-6;412.0;-25;-356.0
-56.0;259.0;23.0;320.0;32;276.0;-56.0;-6;314.0;-25;-352.0
-82.0;247.0;18.0;300.0;32;353.0;-70.0;-6;262.0;-25;-350.0
255.0;471.0;331.0;307.0;91;406.0;222.0;-10;448.0;-35;-491.0
276.0;468.0;334.0;321.0;199;384.0;221.0;-10;463.0;-34;-493.0
358.0;445.0;345.0;326.0;153;307.0;196.0;-10;527.0;-34;-494.0
471.0;413.0;353.0;353.0;168;235.0;135.0;6;726.0;-49;-621.0
455.0;256.0;543.0;460.0;101;173.0;76.0;-2;626.0;-39;-650.0
161.0;292.0;254.0;555.0;62;320.0;148.0;-11;449.0;-16;-405.0
376.0;356.0;296.0;439.0;168;182.0;81.0;-7;686.0;-10;-577.0
193.0;331.0;199.0;496.0;146;307.0;98.0;-7;538.0;-10;-484.0
119.0;321.0;135.0;494.0;103;438.0;104.0;-7;461.0;-10;-427.0
126.0;334.0;210.0;509.0;16;398.0;76.0;-7;464.0;-25;-483.0
104.0;336.0;191.0;505.0;16;406.0;84.0;-7;444.0;-25;-467.0
80.0;340.0;169.0;502.0;16;416.0;92.0;-7;420.0;-25;-450.0
54.0;344.0;146.0;502.0;16;426.0;101.0;-7;396.0;-25;-431.0
28.0;344.0;120.0;499.0;16;440.0;109.0;-7;370.0;-25;-408.0
-1.0;344.0;94.0;495.0;16;449.0;115.0;-7;340.0;-25;-384.0
-33.0;341.0;62.0;486.0;16;455.0;122.0;-7;308.0;-25;-358.0
-63.0;337.0;34.0;479.0;16;464.0;126.0;-7;280.0;-26;-334.0
-89.0;329.0;6.0;469.0;16;471.0;126.0;-6;256.0;-27;-314.0
-115.0;322.0;-20.0;458.0;16;480.0;129.0;-6;229.0;-28;-291.0
-138.0;317.0;-47.0;447.0;16;489.0;132.0;-7;204.0;-28;-266.0
-163.0;313.0;-77.0;434.0;16;500.0;137.0;-8;174.0;-29;-244.0
102.0;286.0;248.0;543.0;39;376.0;137.0;-12;385.0;-15;-401.0
124.0;310.0;232.0;533.0;14;385.0;67.0;-7;440.0;-24;-527.0
128.0;78.0;287.0;460.0;113;252.0;-149.0;-7;349.0;-23;-460.0
