Accelerometer LUA^ accY;InertialMeasurementUnit BACK accY;InertialMeasurementUnit RLA magneticY;InertialMeasurementUnit BACK magneticY;Accelerometer LUA^ accX;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit LUA magneticX;InertialMeasurementUnit RLA magneticZ;InertialMeasurementUnit RUA magneticZ;Accelerometer RKN^ accZ;InertialMeasurementUnit LLA magneticZ;InertialMeasurementUnit LUA accX;Accelerometer BACK accX
944.0;-56.0;223.0;-57.0;338.0;-178;301.0;-556.0;-253.0;162.0;159.0;-953.0;86.0
981.0;-66.0;211.0;-56.0;279.0;-179;302.0;-561.0;-255.0;198.0;156.0;-966.0;104.0
916.0;-60.0;199.0;-58.0;324.0;-178;299.0;-568.0;-259.0;173.0;152.0;-970.0;81.0
920.0;-66.0;180.0;-57.0;292.0;-179;297.0;-578.0;-261.0;203.0;150.0;-961.0;128.0
896.0;-70.0;165.0;-57.0;357.0;-180;295.0;-584.0;-264.0;191.0;147.0;-981.0;98.0
908.0;-61.0;160.0;-55.0;372.0;-176;296.0;-587.0;-268.0;232.0;139.0;-972.0;116.0
932.0;-83.0;154.0;-58.0;340.0;-185;294.0;-589.0;-269.0;231.0;140.0;-954.0;97.0
946.0;-107.0;148.0;-56.0;317.0;-173;294.0;-591.0;-269.0;227.0;139.0;-959.0;35.0
919.0;-92.0;148.0;-60.0;315.0;-185;295.0;-589.0;-268.0;246.0;138.0;-956.0;36.0
923.0;-204.0;103.0;163.0;362.0;173;596.0;-263.0;-198.0;242.0;-152.0;-957.0;154.0
917.0;-200.0;104.0;167.0;356.0;171;596.0;-261.0;-198.0;244.0;-154.0;-955.0;127.0
799.0;-184.0;-223.0;25.0;401.0;192;297.0;-751.0;-121.0;183.0;69.0;-893.0;253.0
926.0;-202.0;105.0;167.0;356.0;171;596.0;-261.0;-194.0;235.0;-158.0;-951.0;156.0
925.0;-201.0;102.0;165.0;353.0;171;596.0;-258.0;-194.0;203.0;-158.0;-946.0;180.0
917.0;-198.0;106.0;165.0;346.0;171;594.0;-258.0;-199.0;162.0;-161.0;-950.0;234.0
901.0;-195.0;107.0;160.0;374.0;171;592.0;-257.0;-201.0;157.0;-165.0;-961.0;244.0
914.0;-189.0;102.0;161.0;382.0;171;590.0;-256.0;-202.0;167.0;-172.0;-964.0;215.0
919.0;-180.0;106.0;158.0;372.0;171;587.0;-250.0;-205.0;139.0;-175.0;-960.0;231.0
935.0;-185.0;104.0;157.0;371.0;171;584.0;-248.0;-203.0;147.0;-182.0;-957.0;240.0
886.0;-223.0;-76.0;233.0;436.0;171;558.0;-107.0;-118.0;29.0;-195.0;-959.0;239.0
926.0;-240.0;-93.0;240.0;428.0;171;548.0;-94.0;-111.0;54.0;-210.0;-955.0;231.0
940.0;-252.0;-107.0;254.0;426.0;171;539.0;-90.0;-99.0;84.0;-225.0;-953.0;241.0
996.0;-262.0;82.0;292.0;327.0;-173;339.0;-79.0;-74.0;165.0;-132.0;-872.0;126.0
788.0;-304.0;-54.0;-221.0;361.0;-166;382.0;-558.0;-325.0;200.0;238.0;-929.0;367.0
985.0;-373.0;-146.0;-44.0;301.0;-164;293.0;-499.0;-182.0;98.0;184.0;-815.0;317.0
771.0;-203.0;-278.0;185.0;371.0;-132;394.0;-520.0;3.0;19.0;-71.0;-865.0;359.0
890.0;-243.0;-273.0;168.0;390.0;-132;414.0;-517.0;-10.0;-88.0;-52.0;-809.0;49.0
903.0;-292.0;235.0;211.0;376.0;-173;200.0;-336.0;53.0;325.0;-170.0;-918.0;263.0
946.0;-348.0;186.0;155.0;332.0;-180;229.0;-342.0;56.0;206.0;-106.0;-985.0;233.0
917.0;-324.0;163.0;147.0;327.0;-180;241.0;-340.0;72.0;119.0;-79.0;-905.0;232.0
929.0;-249.0;75.0;135.0;361.0;-180;259.0;-334.0;121.0;74.0;-38.0;-936.0;224.0
919.0;-287.0;6.0;121.0;353.0;-180;254.0;-327.0;142.0;275.0;-32.0;-940.0;217.0
888.0;-280.0;-16.0;116.0;348.0;-180;258.0;-319.0;151.0;128.0;-28.0;-959.0;204.0
886.0;-235.0;-60.0;120.0;277.0;-180;269.0;-312.0;173.0;320.0;-4.0;-952.0;248.0
894.0;-223.0;-82.0;120.0;283.0;-180;273.0;-305.0;181.0;102.0;4.0;-942.0;231.0
920.0;-217.0;-105.0;119.0;278.0;-180;275.0;-301.0;188.0;160.0;10.0;-925.0;239.0
909.0;-214.0;-132.0;117.0;315.0;-180;276.0;-297.0;189.0;168.0;16.0;-898.0;212.0
908.0;-214.0;-159.0;116.0;355.0;-180;278.0;-293.0;200.0;-9.0;23.0;-894.0;230.0
1036.0;-270.0;-20.0;393.0;560.0;-179;874.0;-260.0;8.0;-347.0;-221.0;-1106.0;311.0
860.0;-96.0;-305.0;174.0;675.0;-176;520.0;-202.0;-54.0;320.0;-67.0;-1078.0;271.0
840.0;8.0;-350.0;145.0;455.0;-166;490.0;-287.0;-102.0;-80.0;-2.0;-813.0;94.0
920.0;-116.0;-24.0;-146.0;394.0;174;356.0;-474.0;-268.0;370.0;61.0;-946.0;135.0
931.0;-116.0;-28.0;-142.0;416.0;174;356.0;-461.0;-269.0;309.0;55.0;-936.0;125.0
912.0;-116.0;27.0;-151.0;418.0;174;357.0;-560.0;-289.0;186.0;114.0;-940.0;128.0
936.0;-113.0;7.0;-147.0;393.0;174;356.0;-516.0;-285.0;511.0;76.0;-940.0;116.0
930.0;-110.0;0.0;-140.0;408.0;174;355.0;-491.0;-284.0;439.0;78.0;-943.0;125.0
927.0;-116.0;-7.0;-142.0;407.0;174;352.0;-457.0;-284.0;359.0;65.0;-943.0;144.0
938.0;-118.0;9.0;-142.0;396.0;174;355.0;-462.0;-285.0;372.0;69.0;-934.0;155.0
933.0;-108.0;-2.0;-139.0;398.0;174;353.0;-431.0;-280.0;386.0;56.0;-933.0;162.0
944.0;-121.0;59.0;-153.0;421.0;174;365.0;-539.0;-292.0;366.0;109.0;-931.0;138.0
921.0;-119.0;32.0;-145.0;402.0;174;361.0;-471.0;-284.0;386.0;80.0;-937.0;142.0
922.0;-124.0;59.0;-149.0;418.0;174;365.0;-485.0;-287.0;396.0;90.0;-947.0;161.0
911.0;-130.0;35.0;-141.0;399.0;174;361.0;-410.0;-285.0;397.0;62.0;-934.0;156.0
819.0;-104.0;-61.0;134.0;274.0;138;545.0;-311.0;-77.0;427.0;44.0;-735.0;47.0
645.0;-184.0;-71.0;136.0;303.0;127;553.0;-317.0;-72.0;49.0;48.0;-604.0;201.0
931.0;-123.0;86.0;-148.0;400.0;174;367.0;-496.0;-297.0;399.0;93.0;-943.0;167.0
927.0;-123.0;66.0;-142.0;422.0;174;366.0;-452.0;-292.0;428.0;78.0;-937.0;176.0
923.0;-148.0;95.0;-139.0;403.0;174;370.0;-342.0;-269.0;388.0;82.0;-927.0;193.0
910.0;-191.0;75.0;-158.0;464.0;174;406.0;-367.0;-267.0;408.0;206.0;-814.0;18.0
890.0;-53.0;-178.0;-108.0;449.0;162;337.0;-549.0;-292.0;104.0;105.0;-1018.0;415.0
836.0;-38.0;-213.0;-76.0;475.0;224;319.0;-541.0;-267.0;91.0;59.0;-990.0;390.0
837.0;-36.0;-262.0;-44.0;485.0;17;302.0;-525.0;-233.0;31.0;20.0;-977.0;289.0
818.0;-44.0;-315.0;-11.0;598.0;-222;287.0;-506.0;-195.0;70.0;-2.0;-966.0;325.0
786.0;59.0;-148.0;-102.0;369.0;-167;506.0;-548.0;-277.0;137.0;68.0;-1060.0;206.0
778.0;-117.0;-139.0;-86.0;418.0;-170;512.0;-542.0;-261.0;211.0;50.0;-1080.0;214.0
787.0;-76.0;-121.0;-66.0;419.0;-165;527.0;-538.0;-247.0;34.0;42.0;-1077.0;221.0
821.0;-236.0;-92.0;-9.0;408.0;-162;600.0;-552.0;-193.0;226.0;62.0;-915.0;197.0
900.0;-229.0;-105.0;3.0;416.0;-184;646.0;-573.0;-185.0;211.0;69.0;-779.0;336.0
945.0;-149.0;-120.0;11.0;458.0;-142;668.0;-587.0;-187.0;330.0;68.0;-957.0;-82.0
814.0;-226.0;15.0;162.0;430.0;-178;30.0;-228.0;33.0;179.0;-220.0;-990.0;141.0
789.0;-246.0;-177.0;53.0;505.0;-173;370.0;-574.0;-175.0;-99.0;-190.0;-745.0;226.0
788.0;-261.0;-138.0;40.0;465.0;-174;371.0;-567.0;-183.0;-90.0;-174.0;-792.0;280.0
800.0;-281.0;-99.0;24.0;448.0;-174;370.0;-558.0;-191.0;256.0;-158.0;-824.0;263.0
1150.0;-250.0;101.0;-34.0;509.0;-171;368.0;-489.0;-209.0;266.0;-85.0;-854.0;112.0
1027.0;-229.0;139.0;-43.0;459.0;53;357.0;-466.0;-216.0;427.0;-76.0;-889.0;91.0
807.0;-244.0;-223.0;285.0;570.0;178;325.0;-134.0;-32.0;311.0;-225.0;-918.0;326.0
810.0;-468.0;-202.0;426.0;574.0;170;412.0;-142.0;8.0;577.0;-381.0;-796.0;397.0
922.0;-135.0;22.0;99.0;387.0;175;541.0;-170.0;-160.0;494.0;-223.0;-933.0;183.0
924.0;-133.0;25.0;99.0;399.0;175;538.0;-172.0;-159.0;475.0;-225.0;-928.0;182.0
913.0;-148.0;21.0;101.0;418.0;175;540.0;-174.0;-159.0;438.0;-226.0;-935.0;165.0
903.0;-61.0;-173.0;-74.0;329.0;184;712.0;-374.0;-346.0;158.0;85.0;-793.0;202.0
917.0;-156.0;22.0;99.0;413.0;175;539.0;-176.0;-162.0;384.0;-227.0;-949.0;175.0
894.0;-108.0;-187.0;-60.0;290.0;163;711.0;-355.0;-323.0;202.0;79.0;-786.0;204.0
927.0;-150.0;24.0;94.0;394.0;175;540.0;-180.0;-162.0;379.0;-228.0;-945.0;186.0
985.0;-80.0;21.0;156.0;410.0;175;475.0;-196.0;-103.0;110.0;-337.0;-969.0;214.0
968.0;-77.0;12.0;161.0;403.0;177;480.0;-197.0;-103.0;140.0;-338.0;-993.0;168.0
768.0;-349.0;-118.0;202.0;627.0;174;541.0;-208.0;20.0;103.0;-91.0;-818.0;288.0
1309.0;-136.0;-136.0;173.0;939.0;-150;604.0;-377.0;-68.0;863.0;46.0;-1311.0;221.0
873.0;-75.0;160.0;-72.0;448.0;167;341.0;-458.0;-231.0;158.0;-76.0;-1139.0;95.0
878.0;-203.0;151.0;-81.0;418.0;169;333.0;-460.0;-239.0;8.0;-80.0;-1069.0;79.0
914.0;-209.0;111.0;-81.0;486.0;155;241.0;-489.0;-250.0;99.0;286.0;-959.0;277.0
911.0;-52.0;134.0;-87.0;352.0;219;312.0;-456.0;-249.0;161.0;-113.0;-1016.0;150.0
911.0;-120.0;112.0;-94.0;361.0;97;305.0;-454.0;-244.0;89.0;-125.0;-923.0;157.0
922.0;-106.0;96.0;-99.0;363.0;-195;301.0;-451.0;-243.0;59.0;-134.0;-906.0;137.0
918.0;-71.0;87.0;-103.0;383.0;-187;299.0;-452.0;-242.0;6.0;-144.0;-892.0;127.0
280.0;50.0;210.0;-513.0;447.0;-154;236.0;-759.0;-615.0;66.0;8.0;-480.0;322.0
297.0;-156.0;72.0;-493.0;337.0;-177;234.0;-853.0;-493.0;167.0;-35.0;-362.0;231.0
53.0;-192.0;526.0;-411.0;471.0;-178;-142.0;-486.0;-497.0;-16.0;-91.0;-325.0;141.0
835.0;-240.0;149.0;-169.0;337.0;-178;275.0;-534.0;-304.0;152.0;142.0;-785.0;250.0
887.0;-341.0;180.0;-165.0;412.0;-179;366.0;-509.0;-250.0;194.0;297.0;-827.0;237.0
903.0;-260.0;-192.0;-106.0;419.0;155;270.0;-336.0;-133.0;42.0;250.0;-983.0;275.0
956.0;-263.0;-135.0;-100.0;402.0;155;250.0;-362.0;-156.0;76.0;231.0;-1001.0;296.0
941.0;-234.0;-73.0;-97.0;354.0;155;232.0;-390.0;-183.0;100.0;233.0;-980.0;270.0
920.0;-195.0;-11.0;-89.0;381.0;155;216.0;-418.0;-211.0;81.0;246.0;-983.0;255.0
928.0;-75.0;247.0;-65.0;312.0;-177;299.0;-541.0;-253.0;148.0;157.0;-958.0;76.0
894.0;-189.0;510.0;-151.0;409.0;178;389.0;-354.0;7.0;-33.0;354.0;-931.0;183.0
860.0;-239.0;297.0;-115.0;441.0;178;375.0;-505.0;-176.0;243.0;304.0;-925.0;190.0
948.0;-78.0;249.0;-68.0;320.0;-177;299.0;-535.0;-254.0;141.0;156.0;-964.0;80.0
947.0;-75.0;255.0;-71.0;279.0;-176;297.0;-532.0;-255.0;140.0;163.0;-951.0;98.0
873.0;-178.0;312.0;-55.0;365.0;-174;276.0;-479.0;-260.0;49.0;245.0;-907.0;177.0
863.0;-161.0;304.0;-51.0;379.0;-174;276.0;-482.0;-248.0;26.0;245.0;-920.0;169.0
1138.0;-191.0;-220.0;35.0;410.0;154;434.0;-592.0;-135.0;-443.0;156.0;-864.0;126.0
1093.0;-185.0;-243.0;30.0;478.0;-102;401.0;-623.0;-125.0;-176.0;158.0;-848.0;246.0
1037.0;-231.0;-254.0;26.0;479.0;-58;384.0;-645.0;-124.0;-138.0;146.0;-810.0;64.0
871.0;-234.0;-250.0;22.0;511.0;242;366.0;-669.0;-126.0;-177.0;122.0;-790.0;138.0
1045.0;-271.0;-649.0;207.0;276.0;-164;-90.0;-476.0;147.0;841.0;-481.0;-1105.0;-16.0
949.0;-315.0;-445.0;28.0;332.0;-176;79.0;-348.0;-62.0;721.0;-31.0;-908.0;180.0
919.0;-184.0;211.0;-148.0;455.0;-175;321.0;-455.0;-170.0;-51.0;315.0;-913.0;164.0
912.0;-191.0;245.0;-164.0;447.0;-175;328.0;-440.0;-179.0;-63.0;316.0;-894.0;171.0
883.0;-278.0;375.0;-303.0;534.0;-177;445.0;-341.0;-292.0;138.0;539.0;-964.0;451.0
802.0;-475.0;-494.0;-42.0;588.0;-176;390.0;9.0;76.0;513.0;307.0;-822.0;537.0
809.0;-467.0;-494.0;-45.0;593.0;-176;388.0;17.0;78.0;155.0;308.0;-809.0;513.0
813.0;-243.0;-404.0;-27.0;534.0;-176;310.0;-34.0;129.0;277.0;245.0;-951.0;540.0
807.0;-182.0;-389.0;-24.0;513.0;-176;300.0;-37.0;136.0;296.0;239.0;-957.0;523.0
799.0;-147.0;-369.0;-23.0;519.0;-176;288.0;-40.0;142.0;367.0;241.0;-950.0;507.0
851.0;-137.0;-349.0;-22.0;487.0;-176;278.0;-44.0;143.0;293.0;243.0;-979.0;494.0
873.0;-219.0;433.0;-112.0;390.0;-176;223.0;-180.0;-271.0;52.0;68.0;-986.0;288.0
851.0;-175.0;406.0;-99.0;409.0;-176;234.0;-182.0;-241.0;122.0;70.0;-1003.0;271.0
871.0;-176.0;364.0;-90.0;437.0;-176;246.0;-186.0;-197.0;50.0;80.0;-1006.0;344.0
881.0;-235.0;323.0;-88.0;494.0;-176;261.0;-191.0;-155.0;-14.0;87.0;-1028.0;357.0
920.0;-282.0;289.0;-87.0;476.0;-176;280.0;-199.0;-127.0;51.0;94.0;-987.0;328.0
489.0;-373.0;436.0;-58.0;299.0;-192;238.0;-188.0;-158.0;504.0;504.0;-573.0;432.0
835.0;-399.0;-74.0;-26.0;609.0;-186;395.0;-736.0;-289.0;316.0;208.0;-806.0;508.0
465.0;-426.0;-292.0;-140.0;713.0;175;386.0;-766.0;-232.0;218.0;250.0;-778.0;432.0
834.0;-376.0;-160.0;-22.0;543.0;-167;393.0;-710.0;-246.0;322.0;179.0;-809.0;496.0
957.0;-49.0;-382.0;-119.0;274.0;161;403.0;-571.0;-210.0;430.0;231.0;-1023.0;145.0
966.0;-51.0;-382.0;-130.0;259.0;162;408.0;-576.0;-222.0;456.0;246.0;-1011.0;113.0
1015.0;-44.0;-380.0;-139.0;257.0;165;415.0;-578.0;-233.0;437.0;260.0;-998.0;119.0
925.0;44.0;-356.0;-110.0;127.0;180;686.0;-887.0;-245.0;382.0;224.0;-983.0;238.0
987.0;-58.0;-379.0;-153.0;248.0;169;433.0;-577.0;-255.0;445.0;294.0;-1001.0;124.0
977.0;-65.0;-382.0;-162.0;259.0;170;437.0;-577.0;-267.0;433.0;308.0;-1014.0;95.0
987.0;-75.0;-381.0;-172.0;268.0;170;444.0;-573.0;-278.0;435.0;315.0;-1017.0;83.0
973.0;-85.0;-379.0;-178.0;279.0;171;447.0;-572.0;-292.0;412.0;327.0;-1004.0;94.0
985.0;-96.0;-373.0;-191.0;284.0;175;454.0;-571.0;-306.0;409.0;339.0;-995.0;86.0
978.0;92.0;-277.0;-174.0;66.0;174;739.0;-916.0;-309.0;312.0;368.0;-995.0;10.0
922.0;-176.0;-308.0;-239.0;288.0;188;467.0;-573.0;-367.0;393.0;397.0;-949.0;129.0
934.0;-73.0;-262.0;-534.0;286.0;160;394.0;-359.0;-115.0;416.0;512.0;-1009.0;104.0
958.0;-166.0;-274.0;-275.0;341.0;-176;466.0;-555.0;-393.0;398.0;437.0;-957.0;191.0
933.0;-164.0;-273.0;-273.0;342.0;-176;468.0;-558.0;-394.0;408.0;437.0;-961.0;191.0
1014.0;-218.0;-355.0;-400.0;261.0;-166;421.0;-636.0;-521.0;350.0;718.0;-993.0;9.0
934.0;-165.0;-271.0;-275.0;318.0;-176;469.0;-558.0;-394.0;416.0;436.0;-959.0;209.0
934.0;-167.0;-270.0;-273.0;339.0;-176;469.0;-557.0;-394.0;435.0;432.0;-964.0;203.0
935.0;-163.0;-265.0;-273.0;343.0;-176;469.0;-560.0;-395.0;429.0;434.0;-965.0;181.0
933.0;-157.0;-266.0;-269.0;336.0;-176;470.0;-558.0;-394.0;430.0;432.0;-962.0;200.0
941.0;-159.0;-264.0;-270.0;333.0;-176;471.0;-558.0;-392.0;460.0;429.0;-961.0;220.0
939.0;-158.0;-264.0;-272.0;335.0;-176;472.0;-559.0;-393.0;458.0;429.0;-960.0;211.0
933.0;-158.0;-261.0;-271.0;361.0;-176;474.0;-559.0;-392.0;418.0;426.0;-958.0;203.0
935.0;-156.0;-261.0;-269.0;337.0;-176;472.0;-561.0;-392.0;386.0;426.0;-954.0;222.0
894.0;-202.0;488.0;-151.0;385.0;-179;317.0;-367.0;35.0;-74.0;351.0;-941.0;213.0
912.0;-201.0;466.0;-148.0;366.0;-179;315.0;-394.0;16.0;-49.0;350.0;-944.0;209.0
891.0;-187.0;498.0;-152.0;406.0;178;388.0;-367.0;-6.0;-62.0;351.0;-934.0;179.0
895.0;-203.0;468.0;-148.0;380.0;-179;314.0;-391.0;16.0;-51.0;352.0;-946.0;204.0
841.0;-257.0;479.0;-173.0;392.0;-178;319.0;-379.0;12.0;-59.0;365.0;-947.0;328.0
890.0;-200.0;462.0;-148.0;399.0;-179;319.0;-396.0;13.0;-71.0;355.0;-936.0;222.0
893.0;-199.0;455.0;-146.0;381.0;-179;312.0;-406.0;5.0;-59.0;338.0;-939.0;223.0
913.0;-204.0;452.0;-147.0;357.0;-179;310.0;-408.0;4.0;-49.0;336.0;-940.0;217.0
908.0;-208.0;453.0;-145.0;365.0;-179;310.0;-408.0;4.0;-58.0;333.0;-943.0;213.0
950.0;-150.0;-261.0;-269.0;340.0;-176;473.0;-563.0;-394.0;322.0;427.0;-950.0;218.0
931.0;-147.0;-258.0;-270.0;334.0;-176;472.0;-562.0;-395.0;277.0;424.0;-959.0;211.0
930.0;-149.0;-256.0;-267.0;342.0;-176;471.0;-565.0;-395.0;335.0;424.0;-965.0;207.0
931.0;-148.0;-259.0;-271.0;333.0;-176;472.0;-564.0;-395.0;435.0;421.0;-968.0;184.0
960.0;-139.0;-260.0;-267.0;333.0;-176;471.0;-561.0;-394.0;486.0;422.0;-961.0;191.0
945.0;-135.0;-262.0;-271.0;363.0;-176;467.0;-568.0;-394.0;661.0;427.0;-948.0;213.0
734.0;-348.0;-112.0;-497.0;502.0;-152;587.0;-786.0;-563.0;1403.0;559.0;-816.0;315.0
944.0;-155.0;-248.0;-277.0;344.0;-176;465.0;-577.0;-406.0;493.0;434.0;-973.0;197.0
957.0;-150.0;-249.0;-274.0;345.0;-176;468.0;-571.0;-399.0;574.0;431.0;-962.0;204.0
997.0;-85.0;-143.0;-417.0;356.0;-163;393.0;-703.0;-564.0;429.0;717.0;-1162.0;13.0
940.0;-94.0;-542.0;-435.0;300.0;-177;540.0;-669.0;-419.0;151.0;544.0;-978.0;115.0
989.0;-309.0;-523.0;-561.0;394.0;-184;634.0;-656.0;-652.0;-79.0;654.0;-871.0;328.0
920.0;-367.0;-462.0;30.0;349.0;-175;83.0;-353.0;-79.0;205.0;-111.0;-777.0;240.0
892.0;-582.0;-470.0;30.0;300.0;-174;82.0;-362.0;-76.0;301.0;-149.0;-760.0;229.0
901.0;-219.0;-372.0;36.0;454.0;178;686.0;-128.0;-245.0;25.0;192.0;-956.0;520.0
836.0;-236.0;-397.0;-103.0;621.0;177;360.0;-728.0;-130.0;-367.0;204.0;-888.0;527.0
865.0;-239.0;278.0;-326.0;482.0;178;440.0;-298.0;-242.0;-69.0;565.0;-915.0;212.0
750.0;-304.0;490.0;-243.0;269.0;173;820.0;-454.0;-528.0;-244.0;714.0;-940.0;408.0
721.0;-564.0;403.0;-290.0;636.0;166;538.0;-272.0;-510.0;114.0;583.0;-785.0;569.0
963.0;-552.0;425.0;-116.0;401.0;174;434.0;-279.0;-381.0;82.0;412.0;-805.0;314.0
952.0;-40.0;135.0;-257.0;315.0;171;444.0;-416.0;-214.0;148.0;504.0;-938.0;154.0
851.0;-28.0;96.0;-245.0;445.0;97;484.0;-490.0;-240.0;-111.0;521.0;-1026.0;-15.0
1120.0;237.0;475.0;-514.0;287.0;-156;662.0;-84.0;-394.0;312.0;984.0;-955.0;-244.0
898.0;-261.0;-235.0;404.0;406.0;179;593.0;48.0;123.0;373.0;-129.0;-910.0;188.0
826.0;-310.0;-270.0;412.0;564.0;177;812.0;-167.0;134.0;308.0;-374.0;-962.0;330.0
910.0;-233.0;-199.0;403.0;402.0;179;588.0;44.0;112.0;258.0;-136.0;-928.0;192.0
895.0;-200.0;-188.0;406.0;362.0;179;583.0;47.0;108.0;252.0;-142.0;-935.0;237.0
892.0;-185.0;-175.0;409.0;368.0;179;584.0;46.0;101.0;300.0;-133.0;-935.0;276.0
909.0;-167.0;-148.0;415.0;353.0;179;582.0;53.0;95.0;51.0;-130.0;-902.0;391.0
963.0;-228.0;112.0;438.0;474.0;179;915.0;-7.0;31.0;-340.0;-236.0;-947.0;307.0
936.0;-91.0;-136.0;417.0;306.0;179;582.0;54.0;89.0;397.0;-128.0;-890.0;349.0
899.0;-103.0;-125.0;419.0;330.0;179;582.0;56.0;85.0;595.0;-128.0;-1039.0;315.0
968.0;29.0;-55.0;430.0;190.0;178;543.0;57.0;71.0;647.0;-167.0;-960.0;227.0
815.0;-229.0;-283.0;439.0;448.0;172;364.0;248.0;245.0;417.0;-467.0;-846.0;259.0
888.0;41.0;-90.0;431.0;159.0;163;475.0;51.0;74.0;480.0;-260.0;-947.0;108.0
810.0;-197.0;-236.0;27.0;468.0;174;320.0;-724.0;-120.0;-104.0;68.0;-847.0;259.0
881.0;-517.0;-482.0;31.0;276.0;-175;77.0;-375.0;-72.0;260.0;-178.0;-877.0;222.0
914.0;-106.0;-505.0;38.0;381.0;-174;78.0;-389.0;-69.0;88.0;-197.0;-886.0;233.0
955.0;2.0;-529.0;44.0;315.0;-174;85.0;-401.0;-65.0;17.0;-202.0;-973.0;225.0
951.0;-79.0;151.0;-60.0;196.0;-180;294.0;-586.0;-269.0;287.0;131.0;-956.0;3.0
705.0;-508.0;406.0;-317.0;683.0;-165;610.0;-366.0;-547.0;-311.0;525.0;-711.0;497.0
880.0;-278.0;140.0;-345.0;473.0;-178;464.0;-538.0;-390.0;13.0;566.0;-924.0;307.0
915.0;-232.0;317.0;-542.0;376.0;-177;583.0;-728.0;-692.0;54.0;603.0;-890.0;316.0
839.0;-254.0;-266.0;144.0;509.0;179;537.0;-18.0;-156.0;123.0;-355.0;-926.0;204.0
867.0;-233.0;-258.0;149.0;481.0;176;533.0;-2.0;-157.0;115.0;-362.0;-920.0;202.0
876.0;-242.0;-250.0;152.0;456.0;171;533.0;4.0;-153.0;124.0;-374.0;-931.0;210.0
898.0;-243.0;-242.0;153.0;436.0;190;529.0;1.0;-145.0;100.0;-383.0;-933.0;202.0
895.0;-228.0;-225.0;160.0;452.0;154;530.0;1.0;-133.0;122.0;-390.0;-927.0;198.0
880.0;-234.0;-211.0;165.0;464.0;210;529.0;-5.0;-120.0;131.0;-398.0;-922.0;180.0
912.0;-260.0;-200.0;166.0;483.0;137;525.0;-19.0;-111.0;119.0;-407.0;-896.0;167.0
865.0;-520.0;-420.0;-248.0;578.0;146;579.0;-512.0;-393.0;-278.0;651.0;-714.0;439.0
837.0;-466.0;-78.0;-276.0;546.0;180;600.0;-629.0;-450.0;63.0;487.0;-811.0;487.0
943.0;-202.0;-319.0;22.0;476.0;178;685.0;-153.0;-287.0;54.0;181.0;-951.0;496.0
923.0;-200.0;-278.0;15.0;455.0;178;683.0;-172.0;-310.0;11.0;170.0;-956.0;435.0
937.0;-198.0;-245.0;10.0;449.0;178;683.0;-181.0;-322.0;0.0;163.0;-975.0;412.0
