InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit BACK Quaternion3;Accelerometer RKN_ accZ;InertialMeasurementUnit R-SHOE EuX;Accelerometer RKN_ accX;Accelerometer RUA_ accX;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit BACK Quaternion4;InertialMeasurementUnit RLA accY;Accelerometer RWR accZ;InertialMeasurementUnit L-SHOE EuY
801.0;591.0;85.0;88;23.0;483.0;-85.0;-50.0;526.0;752.0;-45
797.0;595.0;90.0;88;-1.0;501.0;-93.0;-44.0;527.0;865.0;-45
797.0;595.0;71.0;88;8.0;495.0;-93.0;-43.0;537.0;836.0;-45
797.0;595.0;70.0;88;2.0;506.0;-94.0;-43.0;544.0;835.0;-45
797.0;595.0;81.0;88;8.0;497.0;-94.0;-42.0;528.0;840.0;-45
781.0;522.0;-23.0;91;7.0;580.0;-309.0;151.0;626.0;795.0;-43
795.0;525.0;-20.0;91;35.0;507.0;-277.0;125.0;502.0;655.0;-43
707.0;698.0;-100.0;54;-224.0;754.0;-60.0;-97.0;563.0;779.0;-40
690.0;710.0;-35.0;100;-69.0;603.0;-3.0;-137.0;516.0;559.0;-35
689.0;710.0;-37.0;100;-66.0;650.0;3.0;-146.0;411.0;570.0;-36
686.0;710.0;-70.0;100;-64.0;668.0;9.0;-155.0;366.0;520.0;-36
686.0;706.0;-27.0;100;-27.0;655.0;20.0;-174.0;223.0;652.0;-37
694.0;689.0;-20.0;100;-71.0;697.0;43.0;-205.0;335.0;1038.0;-35
721.0;555.0;-225.0;167;-190.0;710.0;-326.0;255.0;661.0;1174.0;-17
792.0;568.0;-71.0;171;-104.0;581.0;-178.0;134.0;421.0;726.0;-26
795.0;568.0;-69.0;171;-169.0;492.0;-171.0;130.0;393.0;725.0;-27
797.0;567.0;21.0;171;-118.0;454.0;-166.0;126.0;396.0;679.0;-27
755.0;551.0;26.0;121;1297.0;304.0;-275.0;226.0;251.0;802.0;-15
800.0;567.0;-46.0;171;9.0;520.0;-156.0;115.0;370.0;913.0;-27
802.0;567.0;-14.0;171;-23.0;672.0;-150.0;108.0;455.0;877.0;-26
876.0;374.0;23.0;110;13.0;477.0;-306.0;1.0;502.0;773.0;-34
858.0;478.0;44.0;118;4.0;349.0;-187.0;-14.0;603.0;728.0;-27
856.0;485.0;46.0;118;15.0;585.0;-177.0;-16.0;605.0;635.0;-26
750.0;632.0;-155.0;-121;-172.0;470.0;63.0;-185.0;278.0;654.0;-55
745.0;637.0;-92.0;92;-360.0;655.0;-193.0;48.0;328.0;473.0;-40
744.0;638.0;-139.0;92;-233.0;678.0;-192.0;48.0;305.0;458.0;-40
749.0;630.0;-29.0;-121;-46.0;356.0;65.0;-195.0;245.0;732.0;-63
743.0;639.0;-87.0;92;-265.0;638.0;-192.0;49.0;293.0;490.0;-40
958.0;276.0;-190.0;139;-72.0;575.0;-44.0;61.0;738.0;872.0;-39
856.0;457.0;-106.0;47;-118.0;578.0;-241.0;13.0;601.0;874.0;-43
832.0;397.0;-293.0;79;-425.0;650.0;-265.0;282.0;693.0;773.0;-69
857.0;453.0;-166.0;48;-295.0;554.0;-245.0;13.0;651.0;832.0;-43
857.0;447.0;41.0;44;-245.0;514.0;-254.0;17.0;689.0;648.0;-43
857.0;451.0;64.0;35;-113.0;488.0;-248.0;15.0;641.0;714.0;-43
857.0;453.0;-25.0;34;-172.0;455.0;-246.0;17.0;597.0;722.0;-43
847.0;469.0;89.0;23;-137.0;369.0;-246.0;54.0;425.0;722.0;-43
741.0;624.0;-141.0;-121;-42.0;367.0;76.0;-235.0;322.0;794.0;-73
844.0;472.0;50.0;23;-184.0;384.0;-247.0;64.0;441.0;748.0;-43
811.0;584.0;-355.0;82;-353.0;725.0;-3.0;42.0;446.0;693.0;-50
841.0;476.0;14.0;23;-89.0;500.0;-247.0;75.0;531.0;667.0;-43
837.0;480.0;88.0;24;-37.0;440.0;-246.0;87.0;584.0;593.0;-43
728.0;595.0;-81.0;52;36.0;578.0;-262.0;216.0;392.0;847.0;-41
732.0;595.0;-36.0;52;41.0;581.0;-258.0;210.0;419.0;782.0;-44
735.0;594.0;30.0;52;84.0;554.0;-256.0;204.0;443.0;788.0;-49
740.0;591.0;75.0;52;18.0;377.0;-253.0;200.0;395.0;825.0;-55
815.0;578.0;-35.0;102;-277.0;37.0;-27.0;-45.0;327.0;648.0;-46
827.0;559.0;-129.0;73;-293.0;259.0;-64.0;9.0;497.0;606.0;-46
832.0;548.0;-186.0;68;-363.0;351.0;-80.0;33.0;510.0;540.0;-45
819.0;574.0;-355.0;82;-346.0;497.0;-6.0;2.0;290.0;826.0;-50
816.0;578.0;-346.0;82;-355.0;563.0;-2.0;1.0;293.0;850.0;-50
812.0;584.0;-353.0;82;-354.0;547.0;7.0;-6.0;348.0;744.0;-50
807.0;590.0;-346.0;82;-354.0;464.0;14.0;-17.0;305.0;723.0;-50
806.0;592.0;-350.0;82;-367.0;475.0;16.0;-20.0;265.0;775.0;-50
804.0;594.0;-361.0;82;-370.0;495.0;17.0;-22.0;309.0;748.0;-50
803.0;595.0;-354.0;82;-360.0;518.0;18.0;-24.0;297.0;735.0;-50
821.0;570.0;-372.0;81;-382.0;639.0;-19.0;-14.0;400.0;628.0;-50
821.0;570.0;-352.0;81;-382.0;640.0;-20.0;-13.0;394.0;627.0;-50
822.0;570.0;-368.0;81;-368.0;648.0;-21.0;-11.0;375.0;632.0;-50
822.0;569.0;-396.0;81;-355.0;640.0;-24.0;-6.0;456.0;625.0;-50
822.0;569.0;-366.0;81;-363.0;630.0;-25.0;-4.0;481.0;625.0;-50
823.0;568.0;-355.0;81;-349.0;653.0;-25.0;-2.0;346.0;632.0;-50
824.0;567.0;-365.0;81;-366.0;628.0;-26.0;1.0;437.0;621.0;-50
825.0;565.0;-362.0;81;-377.0;645.0;-27.0;3.0;467.0;611.0;-50
827.0;562.0;-348.0;81;-383.0;599.0;-27.0;7.0;554.0;619.0;-50
811.0;584.0;-317.0;83;-401.0;513.0;18.0;-18.0;400.0;814.0;-50
810.0;586.0;-311.0;83;-380.0;435.0;21.0;-21.0;491.0;849.0;-50
808.0;588.0;-311.0;83;-346.0;517.0;24.0;-24.0;415.0;864.0;-50
815.0;576.0;-347.0;83;-366.0;582.0;33.0;-60.0;385.0;783.0;-50
816.0;575.0;-362.0;83;-369.0;609.0;30.0;-57.0;430.0;681.0;-50
810.0;586.0;-355.0;83;-354.0;580.0;-20.0;-8.0;434.0;761.0;-50
809.0;588.0;-375.0;83;-353.0;614.0;-19.0;-9.0;479.0;752.0;-50
808.0;589.0;-369.0;83;-355.0;568.0;-17.0;-9.0;441.0;819.0;-50
807.0;591.0;-364.0;83;-352.0;502.0;-15.0;-10.0;459.0;805.0;-50
800.0;599.0;-349.0;83;-352.0;513.0;0.0;-23.0;444.0;793.0;-50
799.0;601.0;-360.0;83;-356.0;520.0;4.0;-27.0;360.0;758.0;-50
797.0;603.0;-377.0;83;-352.0;562.0;7.0;-30.0;414.0;806.0;-50
796.0;605.0;-363.0;83;-362.0;523.0;10.0;-33.0;384.0;810.0;-50
816.0;578.0;-356.0;82;-376.0;647.0;-8.0;-7.0;345.0;637.0;-50
818.0;575.0;-356.0;82;-370.0;629.0;-12.0;0.0;399.0;650.0;-50
819.0;574.0;-377.0;82;-348.0;592.0;-14.0;3.0;419.0;642.0;-50
820.0;572.0;-398.0;82;-339.0;569.0;-16.0;6.0;469.0;635.0;-50
751.0;636.0;-739.0;147;-365.0;464.0;-166.0;65.0;296.0;718.0;-25
826.0;563.0;-387.0;82;-348.0;533.0;-23.0;21.0;376.0;729.0;-50
826.0;563.0;-373.0;82;-360.0;539.0;-23.0;21.0;350.0;764.0;-50
826.0;563.0;-369.0;82;-329.0;526.0;-24.0;22.0;361.0;766.0;-50
826.0;563.0;-365.0;82;-345.0;519.0;-24.0;22.0;353.0;833.0;-50
823.0;568.0;-363.0;82;-373.0;456.0;-15.0;6.0;416.0;774.0;-50
822.0;569.0;-361.0;82;-361.0;507.0;-13.0;2.0;399.0;782.0;-50
822.0;570.0;-356.0;82;-354.0;436.0;-11.0;-3.0;432.0;813.0;-50
851.0;492.0;-572.0;154;-378.0;422.0;-119.0;-143.0;379.0;904.0;-43
821.0;570.0;-374.0;82;-353.0;471.0;-5.0;-14.0;330.0;829.0;-50
438.0;424.0;-692.0;89;-413.0;68.0;457.0;-648.0;198.0;513.0;-75
734.0;617.0;-334.0;-151;-438.0;310.0;80.0;-273.0;420.0;765.0;-44
765.0;620.0;-64.0;190;-116.0;405.0;-49.0;-170.0;517.0;807.0;-52
743.0;580.0;3.0;134;-155.0;310.0;-212.0;256.0;190.0;550.0;-43
754.0;634.0;61.0;45;-209.0;813.0;-126.0;115.0;243.0;669.0;-46
766.0;544.0;-102.0;141;-326.0;75.0;-234.0;251.0;174.0;594.0;-74
760.0;621.0;-52.0;-98;-176.0;409.0;-24.0;-192.0;457.0;989.0;-48
753.0;622.0;-134.0;-211;-150.0;437.0;3.0;-213.0;434.0;885.0;-48
757.0;550.0;675.0;122;-588.0;229.0;-273.0;222.0;244.0;719.0;-23
720.0;539.0;3.0;120;-15.0;641.0;-323.0;295.0;-11.0;674.0;-48
834.0;381.0;33.0;113;-17.0;633.0;-296.0;269.0;301.0;776.0;-39
739.0;652.0;-282.0;150;26.0;738.0;-1.0;-167.0;495.0;663.0;-39
840.0;537.0;-354.0;82;-354.0;764.0;-25.0;-77.0;509.0;699.0;-50
671.0;606.0;55.0;150;-101.0;295.0;254.0;-344.0;259.0;569.0;-40
698.0;610.0;50.0;150;-100.0;323.0;183.0;-327.0;218.0;601.0;-40
824.0;566.0;-375.0;82;-343.0;442.0;-20.0;19.0;376.0;919.0;-50
824.0;566.0;-369.0;82;-347.0;438.0;-21.0;21.0;365.0;905.0;-50
-675.0;-572.0;2.0;74;-120.0;712.0;371.0;-284.0;407.0;465.0;-42
386.0;329.0;-1.0;-82;-58.0;406.0;438.0;-742.0;459.0;744.0;-38
825.0;564.0;-351.0;82;-363.0;496.0;-24.0;22.0;394.0;924.0;-50
826.0;563.0;-349.0;82;-371.0;508.0;-24.0;22.0;359.0;913.0;-50
826.0;563.0;-373.0;82;-356.0;534.0;-24.0;22.0;343.0;866.0;-50
730.0;611.0;60.0;39;153.0;265.0;134.0;-273.0;190.0;611.0;-36
756.0;599.0;110.0;90;-109.0;221.0;87.0;-251.0;299.0;569.0;-40
773.0;597.0;116.0;75;-118.0;235.0;45.0;-211.0;346.0;573.0;-40
800.0;552.0;479.0;-103;-277.0;129.0;23.0;-233.0;516.0;487.0;-51
751.0;649.0;-386.0;85;-290.0;785.0;11.0;-122.0;543.0;683.0;-52
754.0;653.0;-402.0;78;-320.0;848.0;-13.0;-69.0;496.0;839.0;-52
840.0;537.0;-372.0;82;-353.0;702.0;-25.0;-78.0;477.0;720.0;-50
790.0;587.0;92.0;-143;11.0;150.0;-165.0;65.0;222.0;488.0;-43
807.0;572.0;-68.0;8;-50.0;145.0;-137.0;39.0;544.0;627.0;-42
815.0;579.0;-351.0;82;-372.0;662.0;-6.0;-11.0;286.0;621.0;-50
814.0;581.0;-354.0;82;-365.0;670.0;-4.0;-15.0;269.0;576.0;-50
813.0;583.0;-352.0;82;-362.0;663.0;-2.0;-19.0;238.0;565.0;-50
782.0;531.0;-278.0;43;-122.0;-20.0;-276.0;173.0;496.0;407.0;-37
764.0;536.0;408.0;141;333.0;198.0;-246.0;264.0;280.0;572.0;-43
759.0;576.0;69.0;145;139.0;195.0;-251.0;169.0;184.0;457.0;-48
760.0;557.0;138.0;147;1.0;125.0;-272.0;198.0;196.0;582.0;-48
744.0;576.0;-51.0;27;-34.0;251.0;-263.0;213.0;192.0;549.0;-37
701.0;546.0;-106.0;-173;-67.0;192.0;-340.0;308.0;314.0;596.0;-40
780.0;617.0;-215.0;165;-56.0;216.0;-105.0;-2.0;282.0;510.0;-48
858.0;481.0;-7.0;156;42.0;252.0;-113.0;-142.0;294.0;742.0;-43
756.0;629.0;-401.0;78;-316.0;722.0;-15.0;-178.0;471.0;737.0;-52
752.0;559.0;-85.0;-178;-152.0;651.0;-300.0;179.0;513.0;873.0;-39
710.0;525.0;-593.0;123;-490.0;177.0;-345.0;317.0;145.0;510.0;-72
803.0;595.0;525.0;-174;358.0;212.0;-41.0;-6.0;166.0;509.0;-67
758.0;646.0;-397.0;78;-289.0;867.0;-88.0;18.0;388.0;866.0;-52
555.0;446.0;-611.0;45;-593.0;602.0;-510.0;482.0;-14.0;853.0;-44
739.0;590.0;22.0;-171;-128.0;632.0;-252.0;205.0;291.0;842.0;-54
757.0;513.0;-78.0;170;-79.0;736.0;-331.0;235.0;308.0;780.0;-55
759.0;515.0;-45.0;169;-61.0;854.0;-324.0;232.0;401.0;848.0;-55
708.0;328.0;54.0;47;18.0;260.0;-388.0;490.0;894.0;722.0;-52
812.0;579.0;-369.0;83;-347.0;716.0;36.0;-62.0;291.0;946.0;-50
762.0;625.0;87.0;158;-262.0;513.0;-152.0;81.0;704.0;753.0;-39
767.0;639.0;-367.0;78;-313.0;780.0;-32.0;-47.0;377.0;682.0;-52
761.0;627.0;83.0;158;-256.0;489.0;-148.0;75.0;694.0;735.0;-39
764.0;628.0;112.0;158;-263.0;497.0;-138.0;45.0;665.0;702.0;-35
937.0;318.0;-306.0;78;-521.0;592.0;-23.0;-140.0;678.0;699.0;-38
768.0;625.0;114.0;158;-257.0;568.0;-136.0;29.0;662.0;915.0;-36
826.0;563.0;-358.0;81;-390.0;645.0;-26.0;5.0;519.0;636.0;-50
782.0;611.0;126.0;156;-253.0;707.0;-127.0;2.0;642.0;750.0;-42
706.0;626.0;-10.0;81;28.0;865.0;-280.0;177.0;386.0;708.0;-45
749.0;500.0;-14.0;62;11.0;622.0;-348.0;262.0;552.0;872.0;-42
749.0;499.0;-7.0;62;27.0;556.0;-347.0;262.0;525.0;855.0;-42
746.0;494.0;-5.0;62;47.0;602.0;-356.0;270.0;486.0;888.0;-42
746.0;494.0;-29.0;62;33.0;643.0;-356.0;269.0;503.0;827.0;-42
741.0;522.0;-5.0;92;20.0;746.0;-345.0;244.0;602.0;742.0;-42
741.0;491.0;14.0;62;13.0;707.0;-366.0;276.0;440.0;817.0;-42
739.0;492.0;-35.0;62;7.0;665.0;-367.0;279.0;527.0;834.0;-42
739.0;492.0;-21.0;62;3.0;617.0;-367.0;278.0;450.0;907.0;-42
778.0;523.0;-31.0;91;7.0;577.0;-311.0;155.0;742.0;788.0;-43
782.0;521.0;-2.0;91;10.0;633.0;-307.0;149.0;654.0;695.0;-43
784.0;521.0;-17.0;91;16.0;492.0;-305.0;146.0;675.0;679.0;-43
816.0;576.0;-549.0;-165;-315.0;250.0;-26.0;-39.0;-15.0;523.0;-76
786.0;520.0;-21.0;91;36.0;523.0;-302.0;143.0;630.0;539.0;-43
789.0;519.0;0.0;91;18.0;423.0;-299.0;139.0;676.0;620.0;-43
739.0;630.0;41.0;92;-288.0;897.0;-227.0;78.0;750.0;483.0;-41
678.0;488.0;-166.0;11;-196.0;306.0;-413.0;364.0;486.0;692.0;-24
809.0;588.0;-374.0;82;-362.0;494.0;12.0;-14.0;310.0;830.0;-50
-70.0;-222.0;187.0;-12;-34.0;143.0;37.0;972.0;382.0;614.0;-50
767.0;631.0;76.0;151;-192.0;975.0;-51.0;-104.0;399.0;848.0;-40
813.0;582.0;-372.0;82;-363.0;561.0;4.0;-3.0;296.0;817.0;-50
814.0;581.0;-353.0;82;-354.0;513.0;2.0;-1.0;210.0;771.0;-50
694.0;710.0;-21.0;100;-59.0;694.0;-13.0;-123.0;687.0;589.0;-35
806.0;590.0;-341.0;80;-327.0;640.0;-38.0;34.0;153.0;715.0;-50
685.0;709.0;-70.0;100;-54.0;669.0;14.0;-165.0;250.0;495.0;-37
807.0;589.0;-375.0;82;-374.0;735.0;1.0;41.0;441.0;740.0;-50
587.0;574.0;59.0;-173;-120.0;737.0;300.0;-486.0;804.0;897.0;-36
818.0;575.0;-365.0;82;-354.0;470.0;-6.0;2.0;272.0;814.0;-50
749.0;540.0;-648.0;163;-484.0;612.0;-322.0;209.0;344.0;948.0;-55
819.0;573.0;-364.0;82;-363.0;516.0;-6.0;2.0;294.0;528.0;-50
698.0;498.0;-553.0;91;498.0;209.0;-366.0;361.0;323.0;709.0;-16
808.0;587.0;-395.0;82;-363.0;662.0;-1.0;43.0;263.0;664.0;-50
808.0;587.0;-373.0;82;-359.0;785.0;-2.0;43.0;425.0;691.0;-50
806.0;568.0;-13.0;171;2.0;727.0;-139.0;92.0;397.0;939.0;-27
889.0;342.0;19.0;108;20.0;548.0;-305.0;-3.0;454.0;852.0;-34
885.0;353.0;86.0;110;62.0;413.0;-304.0;-2.0;506.0;791.0;-34
880.0;363.0;81.0;110;75.0;453.0;-305.0;-1.0;462.0;789.0;-34
741.0;643.0;-295.0;171;-373.0;649.0;-169.0;92.0;479.0;855.0;-64
866.0;408.0;40.0;110;36.0;411.0;-290.0;5.0;563.0;809.0;-35
865.0;415.0;40.0;110;36.0;425.0;-281.0;4.0;566.0;809.0;-36
865.0;422.0;28.0;111;34.0;397.0;-272.0;3.0;567.0;790.0;-36
864.0;429.0;50.0;111;44.0;346.0;-262.0;1.0;569.0;808.0;-36
863.0;443.0;64.0;114;30.0;341.0;-241.0;-3.0;531.0;849.0;-36
861.0;464.0;69.0;118;34.0;433.0;-209.0;-10.0;573.0;845.0;-31
859.0;471.0;31.0;118;42.0;364.0;-198.0;-12.0;598.0;829.0;-27
855.0;492.0;31.0;118;51.0;623.0;-166.0;-17.0;640.0;586.0;-27
851.0;502.0;36.0;118;40.0;552.0;-152.0;-19.0;687.0;569.0;-29
746.0;629.0;-108.0;-121;-39.0;281.0;68.0;-205.0;234.0;754.0;-75
712.0;673.0;121.0;91;-218.0;475.0;-184.0;79.0;55.0;303.0;-41
741.0;642.0;-145.0;92;-322.0;617.0;-193.0;51.0;215.0;466.0;-40
810.0;585.0;-363.0;82;-363.0;725.0;-1.0;42.0;442.0;771.0;-50
751.0;629.0;-286.0;73;-425.0;470.0;-191.0;68.0;252.0;335.0;-43
738.0;644.0;-190.0;92;-229.0;648.0;-195.0;55.0;282.0;417.0;-40
779.0;622.0;-595.0;85;-800.0;802.0;-72.0;-36.0;447.0;795.0;-52
751.0;591.0;205.0;-175;468.0;674.0;-245.0;165.0;461.0;886.0;-54
643.0;604.0;140.0;63;-93.0;397.0;-385.0;271.0;-307.0;134.0;-43
811.0;584.0;-382.0;82;-362.0;732.0;-3.0;42.0;382.0;732.0;-50
811.0;584.0;-364.0;82;-373.0;746.0;-3.0;42.0;325.0;736.0;-50
856.0;454.0;151.0;34;-293.0;392.0;-245.0;19.0;679.0;744.0;-43
744.0;629.0;-48.0;-121;50.0;444.0;69.0;-213.0;287.0;790.0;-82
742.0;629.0;-6.0;-121;76.0;583.0;71.0;-221.0;324.0;825.0;-81
741.0;627.0;-107.0;-121;18.0;335.0;73.0;-228.0;333.0;816.0;-76
811.0;584.0;-367.0;82;-348.0;713.0;-3.0;43.0;492.0;732.0;-50
723.0;643.0;134.0;92;-225.0;980.0;-215.0;131.0;769.0;1079.0;-43
772.0;616.0;38.0;158;-96.0;598.0;-91.0;-129.0;505.0;1009.0;-63
761.0;639.0;-405.0;86;-281.0;861.0;3.0;-114.0;575.0;713.0;-52
887.0;391.0;61.0;102;-331.0;706.0;-174.0;-173.0;310.0;828.0;-43
764.0;637.0;54.0;5;48.0;847.0;-89.0;-50.0;829.0;943.0;-29
441.0;-151.0;153.0;21;-319.0;234.0;4.0;885.0;453.0;497.0;-44
857.0;482.0;18.0;155;111.0;262.0;-113.0;-143.0;340.0;653.0;-43
861.0;477.0;-34.0;156;1.0;261.0;-108.0;-138.0;150.0;674.0;-43
708.0;509.0;452.0;124;-183.0;54.0;-370.0;321.0;180.0;499.0;-58
754.0;557.0;-47.0;-178;-23.0;646.0;-301.0;178.0;543.0;865.0;-39
765.0;603.0;-398.0;86;-311.0;948.0;37.0;-222.0;410.0;756.0;-52
653.0;252.0;267.0;-46;-179.0;635.0;-46.0;-712.0;686.0;941.0;-41
693.0;510.0;-644.0;128;-460.0;47.0;-365.0;356.0;129.0;453.0;-72
754.0;583.0;-378.0;-112;-28.0;202.0;114.0;-280.0;259.0;621.0;-41
741.0;620.0;-126.0;-121;8.0;453.0;80.0;-244.0;271.0;926.0;-70
764.0;641.0;-367.0;84;-296.0;960.0;-1.0;-74.0;389.0;606.0;-52
828.0;490.0;252.0;18;82.0;433.0;-248.0;112.0;533.0;761.0;-43
819.0;547.0;-75.0;-101;-20.0;273.0;-44.0;-171.0;874.0;691.0;-37
931.0;320.0;457.0;102;-492.0;494.0;-135.0;111.0;511.0;1056.0;-30
-805.0;-556.0;73.0;77;53.0;940.0;200.0;-49.0;498.0;765.0;-35
828.0;561.0;-378.0;83;-367.0;704.0;-4.0;-29.0;617.0;396.0;-50
857.0;450.0;142.0;37;-129.0;482.0;-251.0;15.0;731.0;615.0;-43
596.0;418.0;58.0;30;-144.0;836.0;-471.0;498.0;45.0;845.0;-37
601.0;503.0;-57.0;-11;-67.0;580.0;-442.0;436.0;-4.0;609.0;-41
858.0;446.0;36.0;45;-267.0;547.0;-255.0;17.0;774.0;767.0;-43
621.0;478.0;495.0;34;-356.0;775.0;-464.0;413.0;432.0;901.0;-76
759.0;535.0;213.0;-178;-426.0;893.0;-322.0;183.0;977.0;740.0;-39
646.0;438.0;665.0;41;349.0;455.0;-452.0;431.0;273.0;548.0;-56
864.0;491.0;-133.0;116;-449.0;843.0;-77.0;-82.0;855.0;964.0;-32
734.0;551.0;-56.0;159;-45.0;317.0;-329.0;223.0;97.0;698.0;-55
811.0;584.0;-379.0;82;-350.0;744.0;-5.0;45.0;197.0;836.0;-50
480.0;331.0;90.0;53;-231.0;350.0;-536.0;610.0;205.0;703.0;-27
771.0;634.0;-383.0;86;-300.0;950.0;-21.0;-59.0;310.0;801.0;-52
763.0;617.0;112.0;158;-264.0;584.0;-167.0;101.0;758.0;816.0;-42
725.0;652.0;-31.0;92;26.0;571.0;-210.0;73.0;102.0;381.0;-40
