InertialMeasurementUnit BACK accZ;InertialMeasurementUnit BACK accX;InertialMeasurementUnit BACK magneticX;Accelerometer HIP accZ;Accelerometer HIP accX;Accelerometer BACK accY
156.0;-971.0;497.0;354.0;10.0;848.0
144.0;-989.0;480.0;367.0;17.0;913.0
146.0;-950.0;527.0;421.0;17.0;829.0
163.0;-979.0;490.0;378.0;14.0;866.0
146.0;-950.0;523.0;433.0;25.0;828.0
145.0;-950.0;521.0;427.0;9.0;817.0
121.0;-975.0;508.0;375.0;-49.0;810.0
167.0;-974.0;509.0;413.0;-92.0;819.0
68.0;-998.0;515.0;394.0;-290.0;782.0
145.0;-953.0;522.0;433.0;28.0;823.0
138.0;-965.0;473.0;376.0;19.0;894.0
148.0;-948.0;523.0;423.0;24.0;824.0
145.0;-947.0;521.0;421.0;23.0;824.0
123.0;-952.0;509.0;412.0;54.0;858.0
147.0;-946.0;522.0;441.0;15.0;832.0
193.0;-1003.0;513.0;433.0;-78.0;851.0
150.0;-945.0;520.0;439.0;15.0;826.0
149.0;-950.0;523.0;425.0;22.0;837.0
148.0;-952.0;522.0;441.0;18.0;823.0
29.0;-1017.0;518.0;496.0;78.0;880.0
144.0;-953.0;521.0;416.0;20.0;822.0
138.0;-1004.0;483.0;447.0;-55.0;942.0
145.0;-951.0;520.0;406.0;29.0;817.0
142.0;-951.0;521.0;426.0;28.0;829.0
141.0;-954.0;524.0;438.0;18.0;819.0
87.0;-955.0;514.0;432.0;22.0;865.0
142.0;-956.0;522.0;397.0;21.0;834.0
139.0;-958.0;526.0;434.0;20.0;819.0
239.0;-960.0;533.0;422.0;-186.0;835.0
264.0;-966.0;490.0;423.0;-154.0;809.0
230.0;-953.0;518.0;398.0;-140.0;840.0
164.0;-976.0;489.0;387.0;0.0;868.0
141.0;-955.0;522.0;428.0;18.0;817.0
139.0;-821.0;503.0;442.0;14.0;1098.0
142.0;-954.0;521.0;408.0;24.0;823.0
140.0;-954.0;524.0;434.0;6.0;806.0
140.0;-955.0;523.0;434.0;12.0;815.0
144.0;-957.0;521.0;424.0;15.0;819.0
283.0;-891.0;498.0;376.0;10.0;725.0
285.0;-889.0;496.0;393.0;-10.0;737.0
284.0;-881.0;495.0;377.0;3.0;746.0
287.0;-884.0;493.0;395.0;10.0;753.0
287.0;-891.0;492.0;367.0;9.0;731.0
284.0;-895.0;489.0;366.0;-7.0;712.0
276.0;-896.0;487.0;319.0;-24.0;719.0
271.0;-903.0;486.0;326.0;-34.0;707.0
94.0;-1087.0;278.0;313.0;-8.0;740.0
269.0;-900.0;483.0;343.0;-36.0;713.0
254.0;-897.0;480.0;278.0;-30.0;705.0
170.0;-972.0;488.0;381.0;18.0;858.0
253.0;-893.0;483.0;321.0;-19.0;724.0
211.0;-923.0;533.0;397.0;-81.0;861.0
242.0;-941.0;531.0;408.0;-104.0;863.0
252.0;-954.0;531.0;401.0;-163.0;840.0
254.0;-892.0;482.0;307.0;-27.0;709.0
353.0;-1184.0;508.0;312.0;-223.0;798.0
213.0;-965.0;525.0;362.0;-202.0;871.0
155.0;-881.0;525.0;280.0;-407.0;730.0
340.0;-864.0;492.0;225.0;-2.0;643.0
227.0;-968.0;527.0;376.0;-173.0;850.0
207.0;-987.0;476.0;470.0;-203.0;961.0
222.0;-964.0;528.0;376.0;-129.0;846.0
218.0;-968.0;527.0;405.0;-137.0;850.0
210.0;-968.0;528.0;391.0;-138.0;858.0
254.0;-909.0;476.0;311.0;-16.0;724.0
249.0;-911.0;474.0;312.0;10.0;744.0
89.0;-966.0;564.0;292.0;-177.0;866.0
139.0;-982.0;527.0;385.0;-156.0;853.0
154.0;-1004.0;498.0;397.0;-196.0;882.0
241.0;-918.0;470.0;343.0;-9.0;743.0
238.0;-950.0;456.0;349.0;-40.0;716.0
240.0;-954.0;450.0;400.0;-14.0;733.0
208.0;-976.0;525.0;391.0;-178.0;869.0
231.0;-949.0;448.0;415.0;-10.0;745.0
195.0;-1210.0;630.0;432.0;-334.0;758.0
186.0;-966.0;511.0;390.0;-166.0;796.0
116.0;-856.0;905.0;447.0;140.0;813.0
180.0;-984.0;574.0;366.0;14.0;789.0
137.0;-1018.0;529.0;293.0;102.0;822.0
230.0;-948.0;444.0;404.0;-16.0;746.0
228.0;-960.0;444.0;437.0;-32.0;761.0
307.0;-849.0;536.0;344.0;29.0;813.0
267.0;-947.0;543.0;470.0;-223.0;842.0
427.0;-865.0;647.0;115.0;-53.0;653.0
101.0;-912.0;200.0;422.0;-254.0;751.0
381.0;-869.0;644.0;342.0;122.0;939.0
185.0;-982.0;378.0;459.0;-18.0;732.0
228.0;-978.0;441.0;436.0;0.0;758.0
206.0;-938.0;608.0;288.0;-147.0;930.0
226.0;-965.0;356.0;387.0;36.0;759.0
110.0;-902.0;241.0;599.0;271.0;762.0
194.0;-935.0;433.0;411.0;0.0;836.0
192.0;-945.0;434.0;456.0;-2.0;824.0
192.0;-943.0;432.0;449.0;-24.0;815.0
170.0;-989.0;380.0;526.0;-77.0;757.0
194.0;-947.0;426.0;415.0;18.0;816.0
191.0;-953.0;424.0;415.0;32.0;810.0
249.0;-958.0;552.0;378.0;-176.0;831.0
259.0;-955.0;552.0;400.0;-170.0;828.0
281.0;-963.0;564.0;391.0;-178.0;810.0
188.0;-954.0;425.0;421.0;20.0;784.0
182.0;-955.0;426.0;414.0;5.0;781.0
185.0;-953.0;424.0;409.0;-12.0;787.0
174.0;-968.0;484.0;392.0;54.0;870.0
133.0;-1005.0;490.0;416.0;101.0;886.0
256.0;-764.0;639.0;678.0;-337.0;860.0
183.0;-992.0;548.0;395.0;-137.0;910.0
120.0;-812.0;799.0;331.0;-149.0;1036.0
151.0;-935.0;457.0;318.0;98.0;1007.0
124.0;-905.0;348.0;406.0;-88.0;829.0
182.0;-954.0;424.0;429.0;-6.0;819.0
176.0;-966.0;479.0;399.0;19.0;858.0
179.0;-975.0;479.0;382.0;27.0;865.0
186.0;-955.0;424.0;431.0;1.0;819.0
208.0;-964.0;552.0;398.0;-165.0;829.0
65.0;-925.0;582.0;505.0;-273.0;827.0
224.0;-953.0;556.0;404.0;-157.0;841.0
115.0;-977.0;588.0;423.0;-282.0;632.0
239.0;-950.0;562.0;366.0;-171.0;817.0
284.0;-951.0;574.0;356.0;-223.0;789.0
187.0;-952.0;423.0;437.0;-9.0;831.0
178.0;-938.0;399.0;417.0;24.0;887.0
117.0;-952.0;424.0;478.0;38.0;883.0
411.0;-1190.0;992.0;462.0;-219.0;711.0
356.0;-906.0;526.0;414.0;-329.0;674.0
191.0;-954.0;424.0;425.0;-11.0;823.0
193.0;-952.0;424.0;436.0;-9.0;823.0
196.0;-949.0;424.0;419.0;-8.0;823.0
197.0;-943.0;425.0;407.0;12.0;827.0
202.0;-948.0;426.0;434.0;-9.0;834.0
66.0;-892.0;395.0;406.0;-240.0;705.0
47.0;-986.0;385.0;449.0;-144.0;869.0
428.0;-824.0;460.0;398.0;-1.0;857.0
62.0;-982.0;399.0;453.0;28.0;872.0
203.0;-947.0;425.0;441.0;-1.0;827.0
203.0;-945.0;426.0;412.0;8.0;821.0
118.0;-874.0;546.0;322.0;-71.0;1112.0
104.0;-977.0;528.0;434.0;-21.0;916.0
168.0;-830.0;549.0;294.0;-248.0;854.0
294.0;-913.0;654.0;361.0;-118.0;885.0
291.0;-1027.0;546.0;257.0;-77.0;865.0
187.0;-966.0;687.0;288.0;-85.0;880.0
204.0;-942.0;425.0;414.0;-6.0;825.0
207.0;-944.0;428.0;451.0;-8.0;837.0
208.0;-949.0;427.0;419.0;16.0;838.0
97.0;-962.0;538.0;504.0;-148.0;831.0
313.0;-887.0;394.0;91.0;55.0;733.0
183.0;-970.0;527.0;463.0;-57.0;811.0
239.0;-907.0;501.0;522.0;-90.0;723.0
320.0;-853.0;402.0;231.0;9.0;768.0
209.0;-1013.0;515.0;493.0;-96.0;844.0
184.0;-960.0;581.0;313.0;-69.0;753.0
166.0;-1051.0;874.0;82.0;-303.0;622.0
197.0;-915.0;606.0;390.0;-33.0;779.0
288.0;-838.0;457.0;223.0;-73.0;784.0
265.0;-906.0;464.0;286.0;-33.0;804.0
186.0;-977.0;530.0;320.0;-14.0;801.0
193.0;-849.0;687.0;336.0;54.0;871.0
85.0;-981.0;583.0;472.0;16.0;896.0
264.0;-959.0;537.0;603.0;27.0;951.0
70.0;-983.0;583.0;424.0;2.0;878.0
212.0;-949.0;735.0;362.0;104.0;829.0
205.0;-953.0;426.0;432.0;12.0;829.0
207.0;-956.0;428.0;417.0;18.0;829.0
207.0;-949.0;428.0;440.0;5.0;809.0
205.0;-944.0;427.0;420.0;-1.0;810.0
206.0;-948.0;428.0;414.0;1.0;810.0
206.0;-954.0;427.0;415.0;-10.0;821.0
209.0;-955.0;428.0;405.0;-10.0;814.0
208.0;-950.0;428.0;393.0;-10.0;812.0
209.0;-943.0;427.0;400.0;-9.0;823.0
137.0;-1007.0;456.0;375.0;-89.0;830.0
88.0;-877.0;447.0;191.0;-280.0;821.0
218.0;-915.0;452.0;423.0;-85.0;809.0
214.0;-877.0;445.0;428.0;-80.0;868.0
209.0;-943.0;427.0;411.0;3.0;830.0
213.0;-950.0;427.0;394.0;-8.0;821.0
463.0;-741.0;344.0;218.0;66.0;756.0
332.0;-858.0;487.0;332.0;11.0;798.0
215.0;-949.0;428.0;407.0;-15.0;814.0
211.0;-945.0;428.0;404.0;0.0;799.0
215.0;-944.0;428.0;401.0;-15.0;816.0
215.0;-947.0;429.0;393.0;-2.0;818.0
217.0;-947.0;429.0;400.0;-1.0;837.0
219.0;-945.0;427.0;409.0;3.0;819.0
112.0;-958.0;553.0;456.0;5.0;875.0
221.0;-942.0;429.0;388.0;-15.0;819.0
186.0;-967.0;530.0;312.0;-20.0;814.0
220.0;-944.0;429.0;400.0;-14.0;810.0
421.0;-809.0;503.0;217.0;-12.0;797.0
274.0;-903.0;501.0;357.0;37.0;774.0
190.0;-970.0;528.0;300.0;-21.0;817.0
219.0;-946.0;429.0;399.0;0.0;820.0
222.0;-947.0;430.0;375.0;-9.0;816.0
219.0;-943.0;432.0;386.0;-7.0;808.0
220.0;-939.0;432.0;358.0;-15.0;801.0
293.0;-973.0;480.0;414.0;26.0;850.0
190.0;-947.0;425.0;384.0;30.0;806.0
185.0;-958.0;424.0;371.0;14.0;804.0
441.0;-872.0;486.0;371.0;-197.0;801.0
187.0;-959.0;425.0;365.0;1.0;810.0
191.0;-946.0;426.0;377.0;13.0;811.0
188.0;-950.0;426.0;372.0;2.0;795.0
192.0;-965.0;525.0;308.0;-15.0;801.0
196.0;-945.0;428.0;375.0;-37.0;797.0
125.0;-924.0;421.0;354.0;-96.0;829.0
194.0;-942.0;429.0;376.0;-11.0;829.0
194.0;-938.0;428.0;367.0;4.0;819.0
192.0;-939.0;428.0;356.0;-15.0;820.0
190.0;-937.0;429.0;361.0;-20.0;839.0
191.0;-940.0;429.0;349.0;-34.0;835.0
189.0;-949.0;433.0;336.0;-18.0;819.0
192.0;-945.0;434.0;342.0;-35.0;810.0
208.0;-942.0;436.0;364.0;-42.0;801.0
213.0;-938.0;434.0;366.0;-29.0;790.0
216.0;-919.0;360.0;397.0;-25.0;736.0
220.0;-928.0;436.0;377.0;-16.0;798.0
252.0;-930.0;447.0;408.0;-20.0;781.0
256.0;-931.0;446.0;419.0;9.0;773.0
189.0;-947.0;518.0;303.0;-4.0;780.0
257.0;-944.0;420.0;304.0;59.0;733.0
213.0;-956.0;373.0;259.0;136.0;724.0
253.0;-929.0;447.0;381.0;-11.0;791.0
240.0;-896.0;333.0;212.0;127.0;850.0
114.0;-1003.0;520.0;417.0;-65.0;867.0
133.0;-1000.0;514.0;395.0;-52.0;850.0
248.0;-924.0;446.0;364.0;-22.0;781.0
120.0;-980.0;516.0;436.0;-48.0;877.0
104.0;-978.0;514.0;426.0;-50.0;886.0
249.0;-930.0;446.0;373.0;-19.0;796.0
97.0;-970.0;505.0;365.0;-39.0;860.0
254.0;-931.0;446.0;374.0;-36.0;797.0
252.0;-936.0;447.0;394.0;-59.0;769.0
125.0;-990.0;502.0;392.0;-41.0;878.0
254.0;-936.0;446.0;385.0;-39.0;769.0
255.0;-931.0;448.0;374.0;-39.0;764.0
81.0;-994.0;513.0;417.0;-26.0;922.0
254.0;-930.0;444.0;366.0;-27.0;776.0
64.0;-1013.0;523.0;422.0;-26.0;856.0
258.0;-928.0;447.0;388.0;-20.0;774.0
307.0;-727.0;442.0;296.0;-231.0;792.0
257.0;-937.0;472.0;442.0;-81.0;772.0
258.0;-928.0;445.0;396.0;-3.0;780.0
257.0;-929.0;445.0;391.0;7.0;772.0
249.0;-933.0;446.0;388.0;-17.0;789.0
252.0;-929.0;447.0;393.0;-22.0;782.0
258.0;-930.0;446.0;377.0;-38.0;773.0
255.0;-933.0;446.0;356.0;-40.0;771.0
262.0;-933.0;446.0;360.0;-36.0;773.0
260.0;-941.0;444.0;360.0;-44.0;754.0
208.0;-948.0;513.0;290.0;-30.0;776.0
268.0;-925.0;449.0;390.0;-16.0;790.0
277.0;-922.0;460.0;420.0;-21.0;785.0
336.0;-942.0;274.0;323.0;-99.0;727.0
411.0;-889.0;415.0;284.0;-157.0;658.0
288.0;-961.0;270.0;416.0;-72.0;780.0
304.0;-908.0;313.0;448.0;43.0;837.0
284.0;-910.0;464.0;433.0;-17.0;781.0
254.0;-765.0;453.0;218.0;29.0;864.0
390.0;-905.0;615.0;387.0;-46.0;644.0
87.0;-1025.0;432.0;344.0;10.0;784.0
250.0;-894.0;476.0;379.0;-85.0;831.0
308.0;-905.0;483.0;352.0;-28.0;715.0
237.0;-959.0;433.0;540.0;-27.0;653.0
304.0;-904.0;482.0;334.0;-31.0;716.0
315.0;-904.0;481.0;354.0;-39.0;698.0
387.0;-911.0;613.0;367.0;-56.0;622.0
309.0;-908.0;479.0;367.0;-53.0;706.0
279.0;-897.0;481.0;341.0;-66.0;688.0
281.0;-906.0;475.0;335.0;-76.0;687.0
391.0;-973.0;587.0;283.0;-128.0;854.0
445.0;-913.0;525.0;443.0;-42.0;835.0
293.0;-939.0;601.0;257.0;-82.0;786.0
230.0;-966.0;593.0;303.0;-116.0;779.0
298.0;-993.0;595.0;248.0;-106.0;739.0
217.0;-976.0;587.0;293.0;-35.0;766.0
155.0;-1164.0;706.0;270.0;-18.0;806.0
174.0;-1003.0;584.0;354.0;-10.0;784.0
89.0;-967.0;577.0;301.0;-19.0;787.0
104.0;-977.0;561.0;290.0;19.0;868.0
132.0;-957.0;567.0;332.0;63.0;829.0
212.0;-946.0;557.0;332.0;22.0;817.0
217.0;-922.0;555.0;320.0;14.0;811.0
229.0;-931.0;553.0;313.0;18.0;801.0
233.0;-949.0;553.0;334.0;19.0;809.0
216.0;-944.0;547.0;316.0;-1.0;813.0
212.0;-932.0;547.0;317.0;15.0;826.0
201.0;-926.0;543.0;338.0;1.0;824.0
153.0;-898.0;529.0;338.0;1.0;859.0
201.0;-944.0;541.0;333.0;18.0;844.0
194.0;-962.0;541.0;342.0;20.0;821.0
193.0;-955.0;540.0;336.0;27.0;798.0
199.0;-952.0;540.0;316.0;22.0;825.0
205.0;-955.0;539.0;304.0;10.0;827.0
199.0;-966.0;538.0;288.0;29.0;858.0
195.0;-965.0;518.0;252.0;-22.0;910.0
77.0;-912.0;795.0;384.0;117.0;1112.0
192.0;-764.0;553.0;221.0;119.0;1008.0
199.0;-974.0;537.0;271.0;16.0;837.0
205.0;-975.0;536.0;312.0;41.0;738.0
265.0;-947.0;448.0;377.0;-16.0;680.0
205.0;-944.0;515.0;311.0;-35.0;778.0
272.0;-955.0;449.0;356.0;22.0;717.0
207.0;-944.0;513.0;269.0;-60.0;808.0
258.0;-939.0;450.0;372.0;47.0;713.0
247.0;-926.0;450.0;357.0;60.0;727.0
233.0;-929.0;451.0;344.0;10.0;756.0
222.0;-925.0;452.0;363.0;-31.0;785.0
229.0;-930.0;453.0;329.0;-45.0;809.0
256.0;-938.0;454.0;318.0;-9.0;784.0
270.0;-949.0;459.0;351.0;-3.0;772.0
267.0;-939.0;459.0;382.0;54.0;772.0
278.0;-849.0;466.0;385.0;88.0;788.0
223.0;-878.0;562.0;335.0;-86.0;744.0
324.0;-1285.0;677.0;242.0;-122.0;629.0
460.0;-862.0;217.0;322.0;-50.0;832.0
369.0;-895.0;395.0;431.0;-91.0;827.0
396.0;-903.0;428.0;344.0;-97.0;744.0
196.0;-953.0;509.0;212.0;-35.0;783.0
371.0;-921.0;414.0;370.0;-125.0;685.0
504.0;-783.0;479.0;112.0;-113.0;531.0
311.0;-925.0;468.0;251.0;-72.0;716.0
288.0;-976.0;451.0;170.0;-19.0;661.0
286.0;-934.0;485.0;330.0;-39.0;751.0
264.0;-951.0;488.0;326.0;-21.0;738.0
467.0;-808.0;453.0;516.0;-137.0;869.0
361.0;-935.0;460.0;453.0;-95.0;875.0
425.0;-879.0;424.0;497.0;-295.0;943.0
289.0;-944.0;513.0;472.0;-114.0;852.0
228.0;-946.0;517.0;487.0;-134.0;868.0
271.0;-950.0;523.0;455.0;-73.0;856.0
257.0;-947.0;534.0;390.0;-43.0;866.0
246.0;-940.0;542.0;365.0;7.0;867.0
185.0;-880.0;522.0;367.0;120.0;919.0
211.0;-979.0;563.0;358.0;113.0;968.0
155.0;-982.0;396.0;388.0;-275.0;644.0
91.0;-848.0;519.0;445.0;-20.0;805.0
204.0;-969.0;413.0;424.0;-55.0;858.0
147.0;-851.0;508.0;478.0;-114.0;879.0
217.0;-928.0;528.0;432.0;-51.0;783.0
140.0;-839.0;499.0;452.0;96.0;739.0
133.0;-860.0;499.0;443.0;31.0;664.0
81.0;-873.0;494.0;376.0;-120.0;710.0
206.0;-968.0;413.0;418.0;-45.0;866.0
183.0;-942.0;494.0;407.0;-88.0;816.0
209.0;-1011.0;487.0;390.0;-91.0;849.0
234.0;-1095.0;415.0;336.0;-139.0;865.0
208.0;-950.0;516.0;301.0;-25.0;828.0
198.0;-989.0;480.0;395.0;-126.0;848.0
171.0;-1003.0;461.0;420.0;36.0;812.0
143.0;-920.0;223.0;589.0;104.0;1054.0
278.0;-957.0;310.0;476.0;-2.0;981.0
309.0;-943.0;498.0;352.0;-56.0;827.0
341.0;-934.0;258.0;294.0;70.0;982.0
214.0;-941.0;515.0;330.0;-28.0;820.0
275.0;-945.0;433.0;358.0;-55.0;809.0
215.0;-958.0;548.0;429.0;-69.0;824.0
272.0;-943.0;434.0;395.0;-18.0;810.0
211.0;-937.0;515.0;284.0;2.0;825.0
279.0;-984.0;538.0;352.0;-37.0;852.0
253.0;-900.0;602.0;307.0;22.0;1054.0
127.0;-764.0;777.0;304.0;-8.0;1088.0
210.0;-949.0;517.0;319.0;38.0;833.0
224.0;-946.0;553.0;342.0;-80.0;876.0
211.0;-948.0;516.0;323.0;37.0;855.0
209.0;-1010.0;587.0;321.0;-64.0;915.0
277.0;-944.0;434.0;393.0;-58.0;809.0
279.0;-938.0;435.0;413.0;-58.0;810.0
280.0;-932.0;437.0;397.0;-69.0;809.0
212.0;-875.0;524.0;279.0;53.0;862.0
214.0;-950.0;521.0;322.0;48.0;828.0
161.0;-972.0;563.0;330.0;66.0;882.0
199.0;-974.0;523.0;334.0;22.0;820.0
280.0;-933.0;436.0;395.0;-59.0;810.0
280.0;-936.0;439.0;455.0;-60.0;791.0
282.0;-935.0;440.0;398.0;-56.0;780.0
196.0;-966.0;522.0;320.0;36.0;830.0
166.0;-945.0;526.0;447.0;-85.0;866.0
284.0;-935.0;440.0;377.0;-42.0;774.0
191.0;-990.0;509.0;451.0;-84.0;853.0
138.0;-986.0;509.0;492.0;25.0;859.0
197.0;-971.0;520.0;291.0;8.0;879.0
144.0;-962.0;511.0;398.0;-19.0;776.0
144.0;-964.0;454.0;285.0;-103.0;784.0
123.0;-978.0;516.0;277.0;-88.0;672.0
115.0;-982.0;510.0;281.0;89.0;1004.0
282.0;-933.0;438.0;400.0;-60.0;792.0
180.0;-957.0;530.0;290.0;-47.0;482.0
280.0;-934.0;441.0;399.0;-62.0;792.0
285.0;-937.0;439.0;405.0;-66.0;800.0
281.0;-936.0;441.0;424.0;-59.0;784.0
135.0;-794.0;491.0;354.0;49.0;791.0
283.0;-937.0;439.0;408.0;-62.0;780.0
368.0;-934.0;501.0;262.0;-49.0;852.0
319.0;-1046.0;470.0;392.0;-9.0;847.0
221.0;-935.0;491.0;367.0;53.0;850.0
183.0;-940.0;450.0;130.0;15.0;890.0
107.0;-893.0;446.0;295.0;99.0;784.0
283.0;-939.0;438.0;412.0;-59.0;782.0
281.0;-940.0;441.0;408.0;-59.0;782.0
150.0;-1171.0;507.0;260.0;-130.0;803.0
334.0;-1147.0;447.0;404.0;-37.0;835.0
287.0;-1051.0;615.0;392.0;-24.0;862.0
241.0;-981.0;540.0;406.0;-39.0;835.0
248.0;-927.0;543.0;415.0;-37.0;843.0
241.0;-930.0;542.0;412.0;-16.0;837.0
202.0;-951.0;509.0;316.0;-28.0;768.0
231.0;-948.0;544.0;406.0;18.0;796.0
215.0;-965.0;545.0;399.0;41.0;803.0
207.0;-989.0;544.0;402.0;18.0;816.0
216.0;-997.0;544.0;393.0;-4.0;809.0
212.0;-986.0;545.0;395.0;4.0;798.0
237.0;-951.0;517.0;395.0;-26.0;848.0
212.0;-997.0;545.0;360.0;-22.0;771.0
220.0;-986.0;544.0;345.0;-82.0;796.0
204.0;-995.0;546.0;373.0;-104.0;805.0
232.0;-979.0;510.0;458.0;-20.0;812.0
204.0;-989.0;545.0;396.0;-76.0;888.0
142.0;-926.0;501.0;473.0;-127.0;836.0
138.0;-905.0;516.0;459.0;-283.0;730.0
197.0;-1313.0;583.0;254.0;92.0;670.0
171.0;-898.0;525.0;416.0;17.0;771.0
104.0;-977.0;561.0;343.0;74.0;759.0
57.0;-901.0;481.0;413.0;95.0;790.0
164.0;-946.0;511.0;376.0;58.0;779.0
160.0;-972.0;512.0;364.0;59.0;769.0
155.0;-978.0;511.0;375.0;69.0;755.0
166.0;-980.0;509.0;375.0;68.0;761.0
167.0;-975.0;510.0;374.0;57.0;770.0
188.0;-981.0;509.0;358.0;48.0;753.0
180.0;-961.0;504.0;375.0;59.0;778.0
180.0;-970.0;504.0;365.0;59.0;757.0
175.0;-972.0;488.0;343.0;97.0;799.0
251.0;-897.0;535.0;323.0;-59.0;743.0
39.0;-977.0;491.0;273.0;117.0;867.0
132.0;-989.0;484.0;361.0;105.0;811.0
280.0;-939.0;440.0;385.0;-69.0;772.0
285.0;-939.0;440.0;405.0;-58.0;782.0
187.0;-974.0;502.0;433.0;99.0;763.0
188.0;-980.0;506.0;421.0;53.0;774.0
183.0;-978.0;505.0;417.0;48.0;758.0
238.0;-884.0;537.0;354.0;-59.0;751.0
175.0;-976.0;504.0;438.0;57.0;767.0
154.0;-982.0;496.0;406.0;82.0;792.0
240.0;-875.0;534.0;332.0;-49.0;800.0
147.0;-990.0;484.0;455.0;105.0;829.0
160.0;-993.0;503.0;425.0;49.0;809.0
162.0;-986.0;506.0;427.0;50.0;818.0
178.0;-980.0;515.0;463.0;72.0;807.0
190.0;-969.0;507.0;436.0;51.0;772.0
183.0;-979.0;505.0;451.0;96.0;785.0
175.0;-974.0;494.0;415.0;61.0;790.0
178.0;-974.0;493.0;410.0;63.0;772.0
238.0;-891.0;534.0;325.0;-46.0;790.0
283.0;-939.0;440.0;414.0;-56.0;772.0
176.0;-986.0;511.0;424.0;29.0;762.0
248.0;-911.0;532.0;352.0;-30.0;805.0
243.0;-926.0;533.0;390.0;-40.0;814.0
193.0;-785.0;557.0;376.0;-24.0;783.0
241.0;-929.0;530.0;375.0;-41.0;788.0
246.0;-886.0;581.0;321.0;-80.0;747.0
165.0;-987.0;513.0;444.0;49.0;792.0
172.0;-985.0;515.0;437.0;58.0;800.0
231.0;-918.0;528.0;346.0;-47.0;776.0
187.0;-982.0;516.0;426.0;49.0;790.0
212.0;-921.0;527.0;348.0;-38.0;779.0
204.0;-927.0;525.0;354.0;-68.0;807.0
208.0;-939.0;523.0;359.0;-98.0;813.0
195.0;-981.0;515.0;406.0;63.0;807.0
208.0;-947.0;520.0;365.0;-46.0;818.0
202.0;-969.0;519.0;433.0;61.0;820.0
216.0;-971.0;517.0;442.0;68.0;800.0
244.0;-962.0;486.0;491.0;120.0;831.0
205.0;-956.0;517.0;368.0;1.0;828.0
219.0;-968.0;516.0;450.0;94.0;776.0
226.0;-971.0;517.0;416.0;75.0;778.0
216.0;-970.0;517.0;414.0;58.0;775.0
220.0;-952.0;515.0;392.0;-9.0;851.0
201.0;-978.0;515.0;431.0;61.0;763.0
191.0;-984.0;516.0;427.0;56.0;763.0
215.0;-942.0;512.0;402.0;-17.0;871.0
176.0;-881.0;523.0;422.0;-13.0;926.0
183.0;-983.0;516.0;421.0;70.0;804.0
201.0;-969.0;503.0;454.0;85.0;748.0
