Accelerometer RKN_ accY;InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit RUA gyroY;Accelerometer RKN^ accX;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit R-SHOE AngVelNavFrameZ
994.0;-160;4;25.0;-27;-3;-4.0;245.0;292;67;409;-27
984.0;-160;-3;-10.0;8;1;-45.0;236.0;283;70;406;8
1001.0;-160;-1;32.0;-1;-4;-67.0;252.0;285;71;409;-1
996.0;-160;1;31.0;12;0;-53.0;231.0;287;69;406;12
986.0;-160;9;60.0;13;1;-41.0;241.0;295;70;404;13
968.0;-160;-1;-12.0;14;0;-54.0;229.0;284;73;406;14
970.0;-163;-132;-10.0;263;-64;-45.0;213.0;311;20;672;263
988.0;-156;1;-17.0;-20;2;-52.0;245.0;295;67;396;-20
999.0;-160;-4;35.0;-32;1;-41.0;231.0;285;67;406;-32
979.0;-160;-3;-44.0;1;-3;-52.0;224.0;284;73;408;1
989.0;-160;-1;31.0;-5;0;-43.0;236.0;287;71;406;-5
977.0;-160;-4;69.0;13;-2;-65.0;258.0;285;67;410;13
968.0;-160;-4;61.0;8;-1;0.0;252.0;284;70;407;8
968.0;-160;-7;61.0;-7;3;-4.0;242.0;282;68;405;-7
1420.0;38;-31;-68.0;-162;-324;-171.0;236.0;306;110;375;-162
993.0;-151;-8;-108.0;-3;3;8.0;327.0;314;101;631;-3
990.0;-160;5;-10.0;-4;3;-7.0;251.0;291;67;405;-4
999.0;-160;2;-9.0;10;5;-30.0;240.0;288;70;402;10
942.0;-160;-13;-15.0;-22;-8;-26.0;284.0;297;69;405;-22
994.0;-156;4;-5.0;0;1;-29.0;231.0;293;68;383;0
991.0;-157;1;31.0;-4;0;-25.0;244.0;295;69;384;-4
994.0;-157;-4;43.0;-22;1;-11.0;237.0;297;75;388;-22
972.0;-157;-4;42.0;-24;2;-12.0;232.0;297;75;388;-24
991.0;-156;1;45.0;-12;-5;-7.0;247.0;298;69;384;-12
978.0;-156;9;-4.0;27;8;-42.0;238.0;280;70;400;27
997.0;180;-9;-29.0;-34;-13;-16.0;211.0;272;66;372;-34
996.0;-160;3;-9.0;1;1;-7.0;255.0;288;70;406;1
997.0;-160;4;42.0;-5;3;-26.0;245.0;288;73;403;-5
1003.0;-160;4;-24.0;-5;2;-18.0;263.0;289;72;404;-5
1002.0;-160;14;-42.0;-12;-7;-28.0;259.0;301;64;414;-12
981.0;-160;2;-36.0;-21;2;-3.0;241.0;289;73;404;-21
978.0;-160;-1;9.0;-3;5;-21.0;254.0;291;62;406;-3
979.0;-160;4;9.0;2;-4;6.0;249.0;299;52;416;2
979.0;-160;-10;15.0;-3;6;-24.0;247.0;282;72;402;-3
998.0;-160;-4;-3.0;24;6;3.0;230.0;290;71;401;24
951.0;-155;-5;75.0;15;7;-114.0;347.0;248;80;436;15
936.0;-162;2;33.0;-29;-4;-16.0;271.0;274;72;395;-29
990.0;-162;4;35.0;-10;-2;-1.0;218.0;276;76;390;-10
988.0;-162;2;8.0;13;3;-51.0;271.0;279;71;387;13
973.0;-162;-4;-26.0;11;2;-58.0;250.0;275;72;390;11
994.0;-162;-2;-16.0;-18;-1;-8.0;260.0;277;72;391;-18
997.0;-162;-4;-19.0;9;0;15.0;258.0;275;74;391;9
980.0;-162;1;22.0;-13;1;16.0;281.0;279;69;390;-13
997.0;-162;-1;5.0;16;1;-9.0;244.0;277;66;391;16
998.0;-162;-5;36.0;-12;-3;-13.0;261.0;273;68;394;-12
974.0;-167;1;35.0;-7;-12;-14.0;221.0;270;73;377;-7
961.0;-167;0;19.0;27;3;-29.0;212.0;256;75;382;27
990.0;-167;-2;-6.0;13;-1;-37.0;248.0;260;70;386;13
966.0;-167;0;-27.0;-12;-9;-21.0;229.0;266;75;381;-12
925.0;-156;-3;15.0;-23;-1;-8.0;276.0;251;70;391;-23
988.0;-158;-2;-18.0;6;3;5.0;257.0;288;69;381;6
950.0;-167;-116;251.0;101;2;-35.0;373.0;178;69;432;101
972.0;-175;-2;55.0;-3;-32;11.0;313.0;285;70;368;-3
925.0;-158;2;136.0;-43;0;-21.0;308.0;309;68;386;-43
981.0;-158;0;15.0;41;-3;1.0;236.0;291;74;384;41
1005.0;-156;-2;32.0;-16;-3;-37.0;281.0;251;67;393;-16
1002.0;-156;-3;19.0;-23;-1;-27.0;278.0;251;71;391;-23
959.0;-151;156;133.0;-11;-59;-141.0;338.0;289;82;401;-11
999.0;-158;-1;17.0;-31;6;20.0;242.0;292;64;380;-31
980.0;-158;2;-2.0;-23;-9;-52.0;149.0;319;68;394;-23
1010.0;-156;-327;-110.0;453;1162;-213.0;-122.0;1656;-583;817;453
955.0;-162;7;384.0;-31;-5;161.0;341.0;263;70;386;-31
904.0;-157;11;8.0;-91;7;-42.0;342.0;229;64;451;-91
1008.0;-158;0;42.0;4;-1;-39.0;233.0;292;69;383;4
953.0;-154;949;-367.0;-854;10;-800.0;41.0;1468;-498;536;-854
997.0;-156;6;85.0;-3;2;-135.0;220.0;281;72;401;-3
997.0;-157;16;-96.0;20;-2;117.0;232.0;278;71;375;20
1094.0;-146;-4;104.0;-74;2;52.0;-252.0;267;58;393;-74
1004.0;-158;2;51.0;-32;2;-5.0;244.0;293;70;379;-32
943.0;-159;6;-36.0;1;-1;-46.0;238.0;321;66;365;1
963.0;-159;-5;32.0;-26;4;-70.0;238.0;292;76;367;-26
975.0;-175;5;80.0;12;-5;-84.0;247.0;272;67;366;12
989.0;-158;2;-11.0;-34;3;-13.0;226.0;290;68;380;-34
989.0;-158;2;-15.0;-16;2;12.0;232.0;289;70;380;-16
1004.0;-158;6;48.0;-6;-3;-21.0;241.0;297;69;383;-6
1002.0;-175;4;13.0;12;-9;-72.0;182.0;275;68;365;12
981.0;-158;-2;22.0;35;5;-14.0;231.0;291;71;378;35
1054.0;-157;-82;3.0;8;-69;-108.0;343.0;236;47;457;8
951.0;-159;1;24.0;12;3;3.0;268.0;301;58;371;12
987.0;-159;0;76.0;-10;3;48.0;213.0;305;72;362;-10
998.0;-159;-1;62.0;44;-4;117.0;307.0;299;63;376;44
992.0;-155;-5;9.0;-7;5;-68.0;334.0;248;80;439;-7
997.0;-160;9;-11.0;-40;3;-70.0;231.0;295;71;403;-40
994.0;-156;2;-45.0;11;5;80.0;238.0;285;73;384;11
977.0;-159;0;-8.0;-4;-1;-48.0;257.0;296;65;376;-4
972.0;-128;-285;-219.0;378;405;7.0;64.0;221;367;370;378
414.0;-162;40;176.0;-32;-44;-7.0;317.0;295;73;391;-32
998.0;-157;3;35.0;-2;8;165.0;214.0;287;72;396;-2
850.0;-134;1;8.0;-6;0;5.0;437.0;221;131;839;-6
1007.0;-158;-30;139.0;-36;30;-30.0;1162.0;273;73;426;-36
989.0;-156;18;-291.0;-288;93;-184.0;241.0;244;87;451;-288
993.0;-162;0;48.0;-19;1;23.0;241.0;284;69;387;-19
991.0;-162;-7;-82.0;10;6;-55.0;243.0;285;74;377;10
989.0;-162;9;43.0;-1;1;-48.0;232.0;294;67;383;-1
985.0;-158;-7;-195.0;11;16;29.0;254.0;295;74;372;11
977.0;-155;-4;151.0;-32;1;-200.0;259.0;256;77;445;-32
961.0;-162;7;213.0;-29;-4;49.0;312.0;262;70;387;-29
999.0;-162;9;-142.0;10;2;-41.0;239.0;291;67;384;10
979.0;-159;3;-8.0;13;-1;-53.0;250.0;306;72;362;13
970.0;-159;-2;-35.0;12;-5;-79.0;232.0;303;68;368;12
988.0;-156;10;121.0;6;6;183.0;230.0;286;68;393;6
980.0;-159;3;-9.0;10;5;-95.0;218.0;307;66;362;10
994.0;-156;5;335.0;17;0;-78.0;228.0;282;75;398;17
946.0;-167;203;435.0;-338;165;59.0;448.0;174;167;452;-338
991.0;-160;0;21.0;-43;6;-9.0;268.0;286;69;403;-43
998.0;-160;-137;-56.0;-1796;-74;-85.0;239.0;175;81;485;-1796
1499.0;-158;-171;95.0;26;59;215.0;37.0;187;98;344;26
992.0;-156;5;55.0;-14;-10;-45.0;246.0;299;67;380;-14
977.0;-168;-80;535.0;1169;-164;296.0;204.0;289;109;677;1169
989.0;-160;-3;116.0;15;-3;-21.0;249.0;285;70;408;15
864.0;-177;192;-145.0;-41;-189;-186.0;306.0;264;111;389;-41
683.0;-174;11;-67.0;-1;-74;-102.0;530.0;243;74;383;-1
998.0;-157;0;62.0;10;-4;-13.0;269.0;299;65;388;10
859.0;-133;4;-70.0;-13;1;-405.0;474.0;243;126;837;-13
879.0;-163;36;-32.0;-3;-17;233.0;144.0;263;69;378;-3
976.0;-160;-1;-88.0;28;0;5.0;240.0;300;71;414;28
997.0;-157;0;63.0;9;-4;3.0;236.0;299;65;388;9
984.0;-157;1;-35.0;-2;5;-27.0;160.0;271;70;372;-2
951.0;-166;17;-318.0;-65;-24;-71.0;-9.0;226;85;413;-65
1012.0;-151;31;603.0;19;-8;-743.0;238.0;289;56;395;19
989.0;-155;-5;161.0;-2;6;-172.0;264.0;265;70;390;-2
988.0;-155;-36;-202.0;38;72;-389.0;324.0;295;39;414;38
962.0;-175;3;-5.0;-2;7;80.0;269.0;267;70;362;-2
985.0;-163;7;-108.0;68;4;-51.0;231.0;301;63;376;68
951.0;-175;4;32.0;-3;8;7.0;292.0;266;70;361;-3
993.0;-156;-10;-285.0;-14;-2;109.0;461.0;256;71;385;-14
947.0;-157;0;-6.0;-14;-3;-23.0;160.0;269;69;379;-14
986.0;-159;-6;-65.0;5;1;-14.0;202.0;302;64;367;5
994.0;-159;3;-24.0;-24;0;23.0;212.0;310;66;366;-24
979.0;-160;-1;-10.0;-32;-3;-20.0;161.0;299;69;378;-32
978.0;-160;-1;15.0;-32;-2;-36.0;166.0;298;68;378;-32
979.0;-159;2;-3.0;-19;3;-32.0;184.0;300;70;371;-19
970.0;-159;1;6.0;14;4;-18.0;157.0;301;68;370;14
980.0;-159;0;16.0;-26;0;-10.0;156.0;300;65;375;-26
977.0;-160;-1;8.0;-20;4;-53.0;179.0;298;65;372;-20
983.0;-160;-1;-34.0;-21;2;-43.0;179.0;297;68;372;-21
942.0;-153;0;-1236.0;3;0;-699.0;134.0;245;72;388;3
973.0;-156;2;64.0;23;6;7.0;192.0;282;70;370;23
981.0;-159;2;25.0;20;-1;10.0;192.0;312;69;368;20
944.0;-167;-555;-758.0;-170;153;2.0;262.0;198;-1084;1814;-170
971.0;-159;-7;-4.0;-18;1;2.0;182.0;307;65;370;-18
982.0;-159;1;-2.0;2;-2;8.0;206.0;314;73;366;2
909.0;-147;227;-80.0;1023;-45;-146.0;231.0;591;54;481;1023
998.0;-156;-3;-52.0;-9;-5;-24.0;224.0;296;73;390;-9
915.0;-165;3;-263.0;-69;-10;-132.0;-460.0;214;82;438;-69
869.0;-166;204;166.0;87;-56;-199.0;-9.0;277;99;375;87
979.0;-159;3;-72.0;2;-2;-6.0;189.0;322;64;367;2
984.0;-159;1;-20.0;-7;0;3.0;202.0;318;71;363;-7
1308.0;-35;821;337.0;168;676;99.0;457.0;-209;980;311;168
969.0;-162;-7;-9.0;-10;8;-400.0;332.0;255;72;407;-10
970.0;-160;-24;-751.0;-22;3;98.0;224.0;278;72;407;-22
1005.0;-167;-85;262.0;-758;-57;163.0;276.0;303;-174;654;-758
993.0;-159;-3;24.0;-9;5;-2.0;218.0;311;69;363;-9
974.0;-159;6;3.0;-2;0;-26.0;200.0;309;67;367;-2
986.0;-159;5;26.0;-5;-2;-27.0;191.0;308;68;369;-5
983.0;-159;-2;-35.0;-11;-2;-25.0;203.0;302;66;372;-11
972.0;-159;-2;9.0;-23;-3;-48.0;221.0;302;65;374;-23
963.0;-159;-5;-1.0;-33;-2;-34.0;222.0;299;66;374;-33
965.0;-159;0;39.0;3;2;-29.0;217.0;302;66;369;3
987.0;-159;3;27.0;9;3;-27.0;199.0;305;66;367;9
980.0;-159;1;11.0;23;2;-18.0;218.0;303;66;368;23
988.0;-159;-1;16.0;39;-1;2.0;194.0;302;66;371;39
989.0;-159;-4;56.0;22;-2;-55.0;189.0;299;69;371;22
989.0;-164;21;756.0;2836;-81;166.0;184.0;283;149;414;2836
988.0;-159;-2;19.0;65;-2;-40.0;193.0;306;67;368;65
986.0;-159;-1;21.0;-30;3;-34.0;218.0;301;69;367;-30
1001.0;-159;3;16.0;-3;-2;-24.0;201.0;304;71;369;-3
960.0;-159;9;-1.0;41;-5;-41.0;201.0;311;70;371;41
961.0;-159;4;29.0;-11;0;-6.0;201.0;306;71;368;-11
966.0;-159;-1;37.0;-17;0;5.0;192.0;303;66;370;-17
979.0;-159;1;5.0;-41;2;-29.0;169.0;302;67;374;-41
961.0;-159;3;-34.0;-5;4;-31.0;177.0;302;69;370;-5
980.0;-159;2;-33.0;2;0;-19.0;175.0;300;71;373;2
983.0;-159;8;-47.0;-39;3;-6.0;151.0;303;67;369;-39
1033.0;-183;-211;112.0;15;-113;28.0;281.0;249;87;406;15
969.0;-163;-2;-48.0;-6;-3;59.0;224.0;284;66;379;-6
983.0;-159;6;-42.0;-29;-5;-60.0;191.0;306;69;374;-29
977.0;-159;2;-35.0;-24;2;-116.0;200.0;308;67;366;-24
992.0;-160;7;-49.0;-14;5;-18.0;241.0;291;71;403;-14
991.0;-159;8;-35.0;-2;-4;-42.0;189.0;308;71;370;-2
970.0;-159;4;-49.0;9;-8;-61.0;176.0;306;69;376;9
506.0;-157;-46;-139.0;-73;-29;-118.0;260.0;272;77;433;-73
1007.0;-167;-69;-76.0;-9;44;-272.0;66.0;260;77;391;-9
978.0;-159;2;4.0;-17;-8;-28.0;170.0;305;66;376;-17
961.0;-165;-43;-111.0;-41;-114;-463.0;-54.0;329;75;437;-41
970.0;-159;0;10.0;2;1;-17.0;170.0;303;65;369;2
970.0;-159;3;20.0;-10;1;-23.0;178.0;307;63;370;-10
985.0;-159;9;6.0;14;-1;-28.0;189.0;308;73;366;14
998.0;-159;8;-34.0;33;-1;4.0;200.0;308;71;367;33
970.0;-159;0;17.0;-25;1;-6.0;195.0;306;67;366;-25
970.0;-159;4;22.0;-19;-3;23.0;214.0;311;66;369;-19
981.0;-159;-1;17.0;26;-3;-5.0;212.0;307;63;371;26
988.0;-159;-1;53.0;0;0;-11.0;205.0;307;66;368;0
991.0;-159;0;10.0;-15;1;-19.0;241.0;307;66;366;-15
982.0;-159;-1;-17.0;6;3;-20.0;180.0;305;68;363;6
984.0;-159;-2;-17.0;-19;0;-5.0;207.0;304;70;365;-19
979.0;-159;-1;10.0;-5;-1;-10.0;234.0;305;67;367;-5
978.0;-159;2;11.0;33;1;-18.0;220.0;309;66;365;33
982.0;-159;3;30.0;21;-4;-11.0;241.0;309;72;368;21
963.0;-159;3;17.0;13;-4;-19.0;220.0;308;73;366;13
978.0;-159;1;-2.0;-1;3;-4.0;210.0;309;63;365;-1
977.0;-159;-3;-6.0;11;-4;-20.0;200.0;307;65;371;11
980.0;-159;0;-33.0;-3;-1;10.0;202.0;307;71;365;-3
970.0;-159;1;-18.0;-28;8;-17.0;219.0;308;67;358;-28
988.0;-159;-2;-33.0;9;0;-35.0;225.0;307;66;367;9
989.0;-159;-3;-46.0;-3;-3;-40.0;190.0;307;64;370;-3
978.0;-159;-7;-31.0;-9;-2;-28.0;202.0;303;61;372;-9
969.0;-159;-3;-18.0;7;-5;-16.0;209.0;305;64;372;7
972.0;-159;6;-1.0;14;-2;26.0;191.0;311;68;365;14
979.0;-159;1;-21.0;20;3;-10.0;204.0;308;64;364;20
979.0;-159;2;28.0;21;-6;-10.0;218.0;308;68;370;21
989.0;-159;-1;-1.0;45;-2;-7.0;208.0;306;67;368;45
1103.0;-161;85;-101.0;1641;-25;-24.0;178.0;55;353;571;1641
990.0;-159;1;15.0;-7;-3;-26.0;200.0;308;69;367;-7
981.0;-159;2;-41.0;-43;0;-1.0;206.0;306;71;370;-43
980.0;-159;-1;-19.0;11;4;-13.0;202.0;307;67;362;11
987.0;-159;-4;6.0;20;13;-32.0;194.0;303;69;353;20
975.0;-159;-9;32.0;32;4;-16.0;210.0;301;66;362;32
980.0;-159;-4;21.0;26;-1;-2.0;211.0;307;60;368;26
965.0;-159;-3;37.0;11;4;0.0;200.0;306;63;363;11
979.0;-159;6;48.0;6;-1;19.0;192.0;315;66;364;6
978.0;-159;0;32.0;-21;0;-31.0;190.0;308;68;364;-21
959.0;-159;-3;7.0;-33;2;-19.0;194.0;306;67;363;-33
969.0;-159;1;11.0;-14;-2;-28.0;199.0;310;67;366;-14
978.0;-159;0;26.0;-15;-3;-10.0;207.0;310;63;368;-15
979.0;-159;-1;12.0;-20;0;-32.0;203.0;310;60;367;-20
989.0;-159;-1;18.0;-22;-1;-24.0;194.0;310;61;368;-22
987.0;-159;0;-34.0;-10;-2;-18.0;196.0;311;64;368;-10
979.0;-159;1;-10.0;46;-3;0.0;200.0;312;68;366;46
977.0;-159;1;14.0;31;-1;0.0;215.0;313;64;365;31
983.0;-159;-3;21.0;-7;0;11.0;203.0;309;65;365;-7
980.0;-159;1;13.0;-10;1;33.0;199.0;309;71;362;-10
960.0;-159;2;-2.0;-5;-1;-44.0;212.0;311;65;368;-5
976.0;-159;3;19.0;-13;0;-30.0;210.0;311;67;367;-13
973.0;-159;-3;46.0;-8;6;-54.0;220.0;307;66;363;-8
968.0;-159;6;53.0;10;3;-42.0;211.0;313;70;361;10
973.0;-159;10;2.0;9;1;-15.0;201.0;317;71;361;9
987.0;-159;-2;6.0;20;6;-27.0;201.0;306;69;361;20
988.0;-159;-7;14.0;9;4;-32.0;201.0;302;69;362;9
983.0;-159;-1;7.0;-10;2;-14.0;199.0;308;69;363;-10
960.0;-159;-4;27.0;12;1;2.0;191.0;304;69;366;12
988.0;-159;-5;17.0;12;1;-2.0;208.0;303;69;366;12
961.0;-159;6;33.0;-3;6;2.0;206.0;314;66;361;-3
972.0;-159;-4;62.0;-38;3;18.0;198.0;304;68;365;-38
988.0;-159;-2;198.0;-92;3;51.0;144.0;323;69;372;-92
988.0;-159;8;41.0;3;3;24.0;214.0;314;70;362;3
978.0;-159;-1;3.0;42;1;-12.0;217.0;308;65;368;42
992.0;-159;-3;10.0;36;3;3.0;202.0;304;71;364;36
983.0;-159;4;-11.0;11;0;2.0;200.0;310;69;365;11
978.0;-159;-3;-22.0;23;0;-2.0;218.0;306;64;369;23
978.0;-159;-3;-37.0;24;2;-49.0;222.0;305;66;367;24
983.0;-159;0;-21.0;-18;2;-35.0;211.0;308;68;365;-18
992.0;-159;-1;-31.0;-9;7;-44.0;211.0;307;69;360;-9
974.0;-159;3;-6.0;15;2;-9.0;212.0;312;65;364;15
968.0;-159;1;24.0;-36;-4;-11.0;221.0;310;66;369;-36
977.0;-159;1;30.0;-48;1;-24.0;208.0;308;70;363;-48
980.0;-159;-1;22.0;-9;2;14.0;202.0;308;65;364;-9
975.0;-159;3;-14.0;11;-2;-30.0;202.0;314;66;365;11
965.0;-159;6;-16.0;-8;0;-44.0;192.0;316;65;363;-8
987.0;-159;2;28.0;0;2;-30.0;210.0;313;65;362;0
967.0;-159;-2;-1.0;12;-3;-29.0;218.0;309;66;368;12
982.0;-159;1;23.0;-7;-3;-23.0;208.0;311;66;367;-7
976.0;-159;1;9.0;-20;-2;-31.0;213.0;310;67;366;-20
983.0;-159;0;-12.0;-4;1;-1.0;202.0;309;67;364;-4
992.0;-159;-1;-4.0;10;3;-23.0;210.0;308;64;364;10
973.0;-159;0;4.0;-29;-4;30.0;221.0;309;67;369;-29
989.0;-159;-6;29.0;-34;1;-33.0;216.0;305;61;368;-34
970.0;-159;2;40.0;5;3;-19.0;203.0;310;67;362;5
971.0;-159;3;59.0;52;4;-17.0;207.0;312;65;361;52
999.0;-159;-3;52.0;21;-1;-28.0;210.0;308;63;368;21
982.0;-159;1;65.0;0;1;-41.0;217.0;309;73;361;0
974.0;-159;2;50.0;0;0;-30.0;216.0;310;68;364;0
986.0;-159;-1;71.0;0;-6;-39.0;214.0;308;69;369;0
969.0;-159;0;26.0;-30;4;9.0;225.0;307;67;366;-30
979.0;-159;-2;7.0;-9;5;11.0;207.0;303;65;365;-9
997.0;-159;-5;-22.0;10;0;19.0;199.0;300;70;368;10
968.0;-159;-2;33.0;-23;-1;47.0;209.0;303;69;370;-23
976.0;-159;-1;31.0;-54;-4;36.0;221.0;318;57;374;-54
980.0;-159;1;3.0;-3;-5;17.0;217.0;306;67;373;-3
988.0;-159;-2;-46.0;21;-7;-31.0;227.0;305;67;376;21
974.0;-159;0;-63.0;-4;5;-50.0;196.0;304;68;365;-4
956.0;-163;-7;660.0;-18;-7;370.0;262.0;252;71;385;-18
1000.0;-164;0;-508.0;15;2;-302.0;329.0;259;72;392;15
979.0;-163;-5;76.0;-36;6;59.0;281.0;294;81;454;-36
996.0;-159;0;-481.0;37;-5;-138.0;167.0;323;69;374;37
974.0;-159;-3;-90.0;-21;1;37.0;204.0;322;65;368;-21
971.0;-156;-56;-609.0;-972;102;99.0;246.0;240;131;488;-972
969.0;-159;-4;3.0;-4;-2;20.0;194.0;301;69;374;-4
966.0;-159;-6;3.0;49;6;-7.0;208.0;301;64;370;49
989.0;-159;3;-9.0;-9;-3;-25.0;211.0;308;67;375;-9
981.0;-159;2;17.0;15;-5;-9.0;211.0;307;68;376;15
977.0;-159;0;27.0;-3;-5;9.0;207.0;306;67;378;-3
979.0;-159;3;32.0;37;-5;5.0;176.0;310;66;377;37
987.0;-159;0;33.0;2;1;-10.0;206.0;304;68;369;2
972.0;-159;1;23.0;12;0;-19.0;229.0;304;72;367;12
962.0;-159;0;14.0;-7;2;-43.0;196.0;306;64;369;-7
970.0;-159;6;-2.0;21;-6;11.0;181.0;311;69;374;21
988.0;-159;5;43.0;23;2;-2.0;180.0;308;70;365;23
969.0;-159;8;29.0;17;5;37.0;188.0;310;71;362;17
980.0;-159;-1;47.0;26;2;37.0;212.0;303;68;366;26
990.0;-159;3;-1.0;11;5;22.0;201.0;306;72;362;11
996.0;-159;4;-13.0;3;5;27.0;200.0;310;64;364;3
972.0;-159;0;22.0;-7;4;39.0;209.0;308;63;366;-7
964.0;-159;1;35.0;-9;0;52.0;236.0;307;69;366;-9
989.0;-162;-7;100.0;-42;-1;112.0;217.0;273;73;388;-42
964.0;-156;6;178.0;-3;-1;-11.0;185.0;286;72;372;-3
1509.0;-165;-2;76.0;-19;-79;-19.0;428.0;184;61;449;-19
978.0;-162;-3;205.0;11;3;127.0;254.0;277;72;388;11
1120.0;-180;-97;232.0;-36;-309;169.0;106.0;309;106;405;-36
966.0;-156;-1;71.0;-28;5;-50.0;201.0;279;70;373;-28
995.0;-156;-4;29.0;-39;-4;-46.0;199.0;277;71;381;-39
980.0;-156;-2;7.0;1;-4;-32.0;174.0;281;66;381;1
984.0;-163;-13;-900.0;-7;-36;653.0;110.0;283;83;511;-7
997.0;-156;-1;7.0;9;1;-38.0;195.0;281;67;376;9
989.0;-156;2;-5.0;0;-6;-40.0;205.0;283;69;380;0
989.0;-156;5;-9.0;-18;-1;-11.0;188.0;285;69;375;-18
988.0;-156;-1;-8.0;-40;5;-21.0;187.0;279;67;373;-40
988.0;-156;-5;-18.0;-27;1;-13.0;179.0;278;66;379;-27
973.0;-156;-7;-24.0;-41;-2;40.0;179.0;277;67;380;-41
950.0;-153;2;32.0;-19;-1;-71.0;159.0;259;72;386;-19
964.0;-154;0;0.0;-12;-1;-41.0;162.0;256;74;385;-12
944.0;-157;-2;-68.0;-24;-2;-38.0;151.0;268;68;380;-24
979.0;-238;2495;-719.0;994;-808;-330.0;-81.0;760;1510;2556;994
958.0;-153;-1;-36.0;9;-1;-6.0;162.0;254;67;385;9
958.0;-146;-7;134.0;0;6;57.0;52.0;250;70;390;0
983.0;-174;1;-35.0;-6;2;-134.0;158.0;253;68;378;-6
963.0;-149;-5;65.0;65;12;-194.0;201.0;429;74;483;65
969.0;-156;0;17.0;-25;1;2.0;186.0;281;70;376;-25
968.0;-156;0;21.0;9;3;11.0;201.0;280;71;374;9
967.0;-156;7;105.0;4;3;17.0;201.0;291;66;370;4
979.0;-156;-1;-9.0;14;2;23.0;199.0;279;72;374;14
955.0;-169;-14;-75.0;-171;-3;43.0;174.0;235;76;439;-171
978.0;-167;5;-68.0;-32;-4;25.0;172.0;258;70;378;-32
972.0;-156;2;-35.0;-16;2;23.0;181.0;282;74;370;-16
981.0;-162;-3;-303.0;17;7;-889.0;280.0;250;70;399;17
990.0;-156;-1;10.0;-9;-5;-99.0;197.0;281;70;376;-9
978.0;-158;-17;411.0;-38;3;41.0;-54.0;322;59;377;-38
980.0;-161;-3;0.0;-26;7;-17.0;248.0;240;74;386;-26
976.0;-159;4;355.0;6;-7;152.0;199.0;309;70;369;6
1029.0;-154;-98;645.0;329;-79;224.0;568.0;257;20;474;329
989.0;-156;4;153.0;8;-1;51.0;223.0;295;69;390;8
969.0;-163;-3;38.0;-33;6;76.0;89.0;265;75;368;-33
989.0;-156;-1;-12.0;15;3;32.0;184.0;281;72;367;15
968.0;-163;49;7.0;23;-15;108.0;201.0;262;60;385;23
985.0;-147;-98;-96.0;604;-27;296.0;333.0;336;77;462;604
1019.0;-170;34;-59.0;-27;35;-39.0;475.0;259;76;382;-27
961.0;-156;1;-67.0;29;-5;29.0;180.0;279;70;376;29
962.0;-156;-3;-20.0;23;-4;45.0;164.0;276;69;375;23
