Accelerometer RKN_ accY;InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit RUA gyroY;Accelerometer RKN^ accX;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit R-SHOE AngVelNavFrameZ
987.0;-159;3;27.0;9;3;-27.0;199.0;305;66;367;9
980.0;-159;1;11.0;23;2;-18.0;218.0;303;66;368;23
988.0;-159;-1;16.0;39;-1;2.0;194.0;302;66;371;39
989.0;-159;-4;56.0;22;-2;-55.0;189.0;299;69;371;22
990.0;-159;4;43.0;65;3;-43.0;201.0;305;71;364;65
985.0;-159;7;-14.0;53;5;-24.0;212.0;309;67;364;53
986.0;-159;-1;21.0;-30;3;-34.0;218.0;301;69;367;-30
1001.0;-159;3;16.0;-3;-2;-24.0;201.0;304;71;369;-3
960.0;-159;9;-1.0;41;-5;-41.0;201.0;311;70;371;41
961.0;-159;4;29.0;-11;0;-6.0;201.0;306;71;368;-11
966.0;-159;-1;37.0;-17;0;5.0;192.0;303;66;370;-17
979.0;-159;1;5.0;-41;2;-29.0;169.0;302;67;374;-41
961.0;-159;3;-34.0;-5;4;-31.0;177.0;302;69;370;-5
980.0;-159;2;-33.0;2;0;-19.0;175.0;300;71;373;2
977.0;-159;2;-58.0;-29;-1;-26.0;175.0;301;68;376;-29
959.0;-159;3;-50.0;21;1;-69.0;141.0;302;67;372;21
984.0;-159;2;-71.0;5;0;-62.0;173.0;302;67;371;5
983.0;-159;6;-42.0;-29;-5;-60.0;191.0;306;69;374;-29
969.0;-159;5;-31.0;-24;-8;-93.0;191.0;306;68;377;-24
984.0;-159;4;-60.0;-21;-3;-86.0;191.0;304;67;372;-21
991.0;-159;8;-35.0;-2;-4;-42.0;189.0;308;71;370;-2
970.0;-159;4;-49.0;9;-8;-61.0;176.0;306;69;376;9
979.0;-159;-4;-65.0;-19;2;-70.0;170.0;297;69;369;-19
979.0;-159;-2;-13.0;-3;5;-89.0;171.0;299;67;366;-3
978.0;-159;2;4.0;-17;-8;-28.0;170.0;305;66;376;-17
969.0;-159;0;2.0;-25;-8;-104.0;171.0;303;69;375;-25
970.0;-159;0;10.0;2;1;-17.0;170.0;303;65;369;2
970.0;-159;3;20.0;-10;1;-23.0;178.0;307;63;370;-10
985.0;-159;9;6.0;14;-1;-28.0;189.0;308;73;366;14
998.0;-159;8;-34.0;33;-1;4.0;200.0;308;71;367;33
970.0;-159;0;17.0;-25;1;-6.0;195.0;306;67;366;-25
970.0;-159;4;22.0;-19;-3;23.0;214.0;311;66;369;-19
981.0;-159;-1;17.0;26;-3;-5.0;212.0;307;63;371;26
988.0;-159;-1;53.0;0;0;-11.0;205.0;307;66;368;0
991.0;-159;0;10.0;-15;1;-19.0;241.0;307;66;366;-15
982.0;-159;-1;-17.0;6;3;-20.0;180.0;305;68;363;6
984.0;-159;-2;-17.0;-19;0;-5.0;207.0;304;70;365;-19
979.0;-159;-1;10.0;-5;-1;-10.0;234.0;305;67;367;-5
978.0;-159;2;11.0;33;1;-18.0;220.0;309;66;365;33
982.0;-159;3;30.0;21;-4;-11.0;241.0;309;72;368;21
963.0;-159;3;17.0;13;-4;-19.0;220.0;308;73;366;13
978.0;-159;1;-2.0;-1;3;-4.0;210.0;309;63;365;-1
977.0;-159;-3;-6.0;11;-4;-20.0;200.0;307;65;371;11
980.0;-159;0;-33.0;-3;-1;10.0;202.0;307;71;365;-3
970.0;-159;1;-18.0;-28;8;-17.0;219.0;308;67;358;-28
988.0;-159;-2;-33.0;9;0;-35.0;225.0;307;66;367;9
989.0;-159;-3;-46.0;-3;-3;-40.0;190.0;307;64;370;-3
978.0;-159;-7;-31.0;-9;-2;-28.0;202.0;303;61;372;-9
969.0;-159;-3;-18.0;7;-5;-16.0;209.0;305;64;372;7
972.0;-159;6;-1.0;14;-2;26.0;191.0;311;68;365;14
979.0;-159;1;-21.0;20;3;-10.0;204.0;308;64;364;20
979.0;-159;2;28.0;21;-6;-10.0;218.0;308;68;370;21
989.0;-159;-1;-1.0;45;-2;-7.0;208.0;306;67;368;45
1009.0;-149;-31;-74.0;210;30;114.0;254.0;435;73;481;210
990.0;-159;1;15.0;-7;-3;-26.0;200.0;308;69;367;-7
986.0;-159;0;-11.0;-36;-5;-20.0;215.0;309;67;369;-36
980.0;-159;-1;-19.0;11;4;-13.0;202.0;307;67;362;11
987.0;-159;-4;6.0;20;13;-32.0;194.0;303;69;353;20
975.0;-159;-9;32.0;32;4;-16.0;210.0;301;66;362;32
980.0;-159;-4;21.0;26;-1;-2.0;211.0;307;60;368;26
965.0;-159;-3;37.0;11;4;0.0;200.0;306;63;363;11
979.0;-159;6;48.0;6;-1;19.0;192.0;315;66;364;6
978.0;-159;0;32.0;-21;0;-31.0;190.0;308;68;364;-21
959.0;-159;-3;7.0;-33;2;-19.0;194.0;306;67;363;-33
969.0;-159;1;11.0;-14;-2;-28.0;199.0;310;67;366;-14
978.0;-159;0;26.0;-15;-3;-10.0;207.0;310;63;368;-15
979.0;-159;-1;12.0;-20;0;-32.0;203.0;310;60;367;-20
989.0;-159;-1;18.0;-22;-1;-24.0;194.0;310;61;368;-22
987.0;-159;0;-34.0;-10;-2;-18.0;196.0;311;64;368;-10
979.0;-159;1;-10.0;46;-3;0.0;200.0;312;68;366;46
977.0;-159;1;14.0;31;-1;0.0;215.0;313;64;365;31
983.0;-159;-3;21.0;-7;0;11.0;203.0;309;65;365;-7
980.0;-159;1;13.0;-10;1;33.0;199.0;309;71;362;-10
960.0;-159;2;-2.0;-5;-1;-44.0;212.0;311;65;368;-5
976.0;-159;3;19.0;-13;0;-30.0;210.0;311;67;367;-13
973.0;-159;-3;46.0;-8;6;-54.0;220.0;307;66;363;-8
968.0;-159;6;53.0;10;3;-42.0;211.0;313;70;361;10
973.0;-159;10;2.0;9;1;-15.0;201.0;317;71;361;9
987.0;-159;-2;6.0;20;6;-27.0;201.0;306;69;361;20
988.0;-159;-7;14.0;9;4;-32.0;201.0;302;69;362;9
983.0;-159;-1;7.0;-10;2;-14.0;199.0;308;69;363;-10
960.0;-159;-4;27.0;12;1;2.0;191.0;304;69;366;12
988.0;-159;-5;17.0;12;1;-2.0;208.0;303;69;366;12
961.0;-159;6;33.0;-3;6;2.0;206.0;314;66;361;-3
962.0;-159;-2;70.0;-29;5;17.0;201.0;307;61;366;-29
972.0;-159;-4;62.0;-38;3;18.0;198.0;304;68;365;-38
988.0;-159;8;41.0;3;3;24.0;214.0;314;70;362;3
978.0;-159;-1;3.0;42;1;-12.0;217.0;308;65;368;42
992.0;-159;-3;10.0;36;3;3.0;202.0;304;71;364;36
983.0;-159;4;-11.0;11;0;2.0;200.0;310;69;365;11
978.0;-159;-3;-22.0;23;0;-2.0;218.0;306;64;369;23
978.0;-159;-3;-37.0;24;2;-49.0;222.0;305;66;367;24
983.0;-159;0;-21.0;-18;2;-35.0;211.0;308;68;365;-18
992.0;-159;-1;-31.0;-9;7;-44.0;211.0;307;69;360;-9
974.0;-159;3;-6.0;15;2;-9.0;212.0;312;65;364;15
968.0;-159;1;24.0;-36;-4;-11.0;221.0;310;66;369;-36
977.0;-159;1;30.0;-48;1;-24.0;208.0;308;70;363;-48
980.0;-159;-1;22.0;-9;2;14.0;202.0;308;65;364;-9
975.0;-159;3;-14.0;11;-2;-30.0;202.0;314;66;365;11
965.0;-159;6;-16.0;-8;0;-44.0;192.0;316;65;363;-8
987.0;-159;2;28.0;0;2;-30.0;210.0;313;65;362;0
967.0;-159;-2;-1.0;12;-3;-29.0;218.0;309;66;368;12
982.0;-159;1;23.0;-7;-3;-23.0;208.0;311;66;367;-7
976.0;-159;1;9.0;-20;-2;-31.0;213.0;310;67;366;-20
983.0;-159;0;-12.0;-4;1;-1.0;202.0;309;67;364;-4
992.0;-159;-1;-4.0;10;3;-23.0;210.0;308;64;364;10
973.0;-159;0;4.0;-29;-4;30.0;221.0;309;67;369;-29
989.0;-159;-6;29.0;-34;1;-33.0;216.0;305;61;368;-34
970.0;-159;2;40.0;5;3;-19.0;203.0;310;67;362;5
971.0;-159;3;59.0;52;4;-17.0;207.0;312;65;361;52
999.0;-159;-3;52.0;21;-1;-28.0;210.0;308;63;368;21
982.0;-159;1;65.0;0;1;-41.0;217.0;309;73;361;0
974.0;-159;2;50.0;0;0;-30.0;216.0;310;68;364;0
986.0;-159;-1;71.0;0;-6;-39.0;214.0;308;69;369;0
969.0;-159;0;26.0;-30;4;9.0;225.0;307;67;366;-30
979.0;-159;-2;7.0;-9;5;11.0;207.0;303;65;365;-9
997.0;-159;-5;-22.0;10;0;19.0;199.0;300;70;368;10
968.0;-159;-2;33.0;-23;-1;47.0;209.0;303;69;370;-23
972.0;-159;3;39.0;-40;2;47.0;225.0;307;67;367;-40
980.0;-159;1;3.0;-3;-5;17.0;217.0;306;67;373;-3
988.0;-159;-2;-46.0;21;-7;-31.0;227.0;305;67;376;21
974.0;-159;0;-63.0;-4;5;-50.0;196.0;304;68;365;-4
982.0;-159;2;-77.0;-18;2;-103.0;199.0;306;69;366;-18
979.0;-159;-3;-87.0;-35;-5;-167.0;151.0;317;68;374;-35
977.0;-159;2;-35.0;-24;2;-116.0;200.0;308;67;366;-24
977.0;-159;-1;-95.0;26;2;-16.0;209.0;305;69;371;26
993.0;-159;8;-75.0;-4;3;-3.0;211.0;311;71;367;-4
981.0;-159;2;-41.0;-43;0;-1.0;206.0;306;71;370;-43
969.0;-159;-4;3.0;-4;-2;20.0;194.0;301;69;374;-4
966.0;-159;-6;3.0;49;6;-7.0;208.0;301;64;370;49
989.0;-159;3;-9.0;-9;-3;-25.0;211.0;308;67;375;-9
981.0;-159;2;17.0;15;-5;-9.0;211.0;307;68;376;15
977.0;-159;0;27.0;-3;-5;9.0;207.0;306;67;378;-3
979.0;-159;3;32.0;37;-5;5.0;176.0;310;66;377;37
987.0;-159;0;33.0;2;1;-10.0;206.0;304;68;369;2
972.0;-159;1;23.0;12;0;-19.0;229.0;304;72;367;12
962.0;-159;0;14.0;-7;2;-43.0;196.0;306;64;369;-7
970.0;-159;6;-2.0;21;-6;11.0;181.0;311;69;374;21
988.0;-159;5;43.0;23;2;-2.0;180.0;308;70;365;23
969.0;-159;8;29.0;17;5;37.0;188.0;310;71;362;17
980.0;-159;-1;47.0;26;2;37.0;212.0;303;68;366;26
990.0;-159;3;-1.0;11;5;22.0;201.0;306;72;362;11
996.0;-159;4;-13.0;3;5;27.0;200.0;310;64;364;3
972.0;-159;0;22.0;-7;4;39.0;209.0;308;63;366;-7
964.0;-159;1;35.0;-9;0;52.0;236.0;307;69;366;-9
965.0;-159;2;73.0;-14;0;53.0;236.0;310;64;367;-14
969.0;-159;-2;80.0;-32;4;105.0;223.0;306;64;365;-32
992.0;-159;-1;60.0;-32;2;58.0;220.0;304;71;364;-32
987.0;-159;0;76.0;-10;3;48.0;213.0;305;72;362;-10
995.0;-164;25;53.0;-13;-37;61.0;253.0;270;88;385;-13
961.0;-157;9;-17.0;-72;6;-86.0;381.0;231;63;451;-72
759.0;-174;2;113.0;10;-19;-55.0;626.0;226;71;386;10
1015.0;-174;0;-25.0;26;-28;-76.0;137.0;227;72;390;26
949.0;-174;1;-52.0;0;-29;-90.0;169.0;228;76;388;0
476.0;-148;-157;437.0;68;-266;-73.0;38.0;169;124;356;68
912.0;-157;11;56.0;-95;8;91.0;236.0;229;65;451;-95
912.0;-157;10;-32.0;-88;7;119.0;161.0;230;64;451;-88
1014.0;-161;27;-8.0;-227;-17;44.0;492.0;294;73;394;-227
976.0;-157;46;360.0;-310;28;225.0;200.0;314;82;386;-310
972.0;-172;28;339.0;-9;-177;224.0;87.0;317;60;387;-9
950.0;-153;2;32.0;-19;-1;-71.0;159.0;259;72;386;-19
964.0;-154;0;0.0;-12;-1;-41.0;162.0;256;74;385;-12
957.0;-154;-4;-34.0;-13;-2;-52.0;151.0;255;68;388;-13
966.0;-153;-1;-27.0;11;0;-36.0;151.0;256;70;384;11
958.0;-153;-1;-36.0;9;-1;-6.0;162.0;254;67;385;9
948.0;-154;3;42.0;-2;2;12.0;151.0;259;69;382;-2
999.0;-154;0;-12.0;-14;-2;-95.0;176.0;259;69;384;-14
970.0;-153;3;19.0;41;1;-133.0;189.0;261;70;383;41
973.0;-170;31;313.0;-239;447;82.0;16.0;-186;280;579;-239
948.0;-156;-1;171.0;-46;6;79.0;412.0;241;73;417;-46
927.0;-151;-7;-163.0;27;3;410.0;43.0;255;70;399;27
958.0;-156;1;173.0;-19;5;55.0;350.0;241;75;403;-19
985.0;-141;28;286.0;-46;7;124.0;253.0;254;68;385;-46
979.0;-167;-110;72.0;3;19;12.0;396.0;255;70;387;3
996.0;-166;29;222.0;8;15;115.0;599.0;244;81;353;8
988.0;-156;1;68.0;1;0;29.0;424.0;246;72;398;1
928.0;-143;-402;-122.0;651;-35;20.0;2.0;171;-6;810;651
982.0;-147;-581;-832.0;-553;-664;56.0;-74.0;47;-640;1270;-553
980.0;-161;-3;0.0;-26;7;-17.0;248.0;240;74;386;-26
976.0;-161;-4;243.0;-28;7;-59.0;206.0;243;74;386;-28
998.0;-156;-3;93.0;35;3;22.0;314.0;247;71;402;35
978.0;-155;-229;307.0;-236;3;372.0;221.0;147;105;341;-236
995.0;-161;-10;142.0;-57;-1;161.0;249.0;263;68;386;-57
989.0;-156;4;209.0;0;6;-52.0;318.0;242;69;399;0
961.0;-162;7;213.0;-29;-4;49.0;312.0;262;70;387;-29
989.0;-161;3;15.0;37;-13;237.0;356.0;287;66;364;37
1200.0;-158;-103;37.0;-277;-2;-86.0;345.0;240;76;416;-277
958.0;-162;6;191.0;-29;4;0.0;333.0;260;69;383;-29
976.0;-162;7;249.0;-31;-4;125.0;323.0;262;70;386;-31
952.0;-162;4;213.0;-26;1;44.0;285.0;265;68;385;-26
