Accelerometer LUA^ accZ;Accelerometer LUA_ accZ;Accelerometer LUA_ accY;InertialMeasurementUnit LUA accY;InertialMeasurementUnit LUA accZ;Accelerometer LWR accY;InertialMeasurementUnit R-SHOE Body_Az;Accelerometer LH accY;Accelerometer RKN^ accY;InertialMeasurementUnit LLA accX;InertialMeasurementUnit LLA accY;Accelerometer LH accX
238.0;390.0;961.0;-225.0;244.0;877.0;804;1008.0;1030.0;-952.0;-316.0;369.0
233.0;394.0;961.0;-233.0;249.0;878.0;806;1024.0;1031.0;-956.0;-325.0;336.0
238.0;382.0;965.0;-246.0;239.0;885.0;808;1001.0;990.0;-957.0;-335.0;332.0
234.0;359.0;951.0;-217.0;231.0;869.0;805;987.0;1021.0;-953.0;-319.0;334.0
248.0;386.0;953.0;-209.0;230.0;886.0;804;987.0;1031.0;-954.0;-319.0;348.0
194.0;223.0;881.0;-320.0;312.0;749.0;676;817.0;1171.0;-1290.0;-227.0;400.0
157.0;398.0;952.0;-169.0;362.0;871.0;797;1013.0;1014.0;-951.0;-321.0;339.0
239.0;373.0;944.0;-217.0;232.0;860.0;803;987.0;1040.0;-955.0;-326.0;344.0
249.0;375.0;957.0;-224.0;232.0;876.0;809;987.0;1012.0;-946.0;-322.0;360.0
245.0;379.0;942.0;-224.0;220.0;868.0;805;997.0;1011.0;-952.0;-320.0;340.0
138.0;369.0;944.0;-212.0;328.0;860.0;796;975.0;1022.0;-935.0;-337.0;305.0
164.0;398.0;924.0;-206.0;332.0;854.0;797;991.0;1022.0;-937.0;-344.0;305.0
154.0;386.0;913.0;-182.0;332.0;869.0;797;977.0;998.0;-945.0;-353.0;321.0
189.0;419.0;926.0;-196.0;310.0;856.0;798;998.0;1009.0;-950.0;-359.0;295.0
264.0;379.0;961.0;-228.0;233.0;889.0;802;988.0;1016.0;-953.0;-330.0;341.0
276.0;451.0;914.0;-223.0;309.0;849.0;799;985.0;1020.0;-932.0;-331.0;379.0
275.0;435.0;921.0;-236.0;290.0;849.0;798;991.0;1022.0;-925.0;-336.0;368.0
265.0;440.0;908.0;-254.0;268.0;859.0;795;1021.0;1016.0;-912.0;-337.0;370.0
226.0;379.0;952.0;-223.0;229.0;873.0;807;984.0;1033.0;-950.0;-328.0;351.0
252.0;454.0;929.0;-265.0;266.0;852.0;786;987.0;1017.0;-911.0;-352.0;370.0
234.0;367.0;945.0;-227.0;230.0;873.0;807;1000.0;1030.0;-948.0;-325.0;325.0
247.0;415.0;926.0;-282.0;264.0;835.0;795;991.0;1024.0;-911.0;-370.0;346.0
262.0;421.0;917.0;-287.0;272.0;853.0;803;995.0;998.0;-922.0;-385.0;359.0
226.0;372.0;967.0;-253.0;255.0;902.0;796;1019.0;1012.0;-950.0;-338.0;323.0
217.0;355.0;951.0;-225.0;228.0;872.0;806;999.0;1011.0;-950.0;-326.0;337.0
214.0;311.0;962.0;-224.0;239.0;877.0;807;1014.0;1013.0;-952.0;-322.0;334.0
234.0;375.0;946.0;-223.0;242.0;889.0;802;1018.0;1007.0;-941.0;-328.0;358.0
227.0;371.0;949.0;-215.0;230.0;880.0;807;998.0;1016.0;-956.0;-319.0;333.0
197.0;383.0;944.0;-235.0;280.0;882.0;753;1004.0;1021.0;-946.0;-324.0;371.0
205.0;351.0;970.0;-231.0;230.0;876.0;812;994.0;1016.0;-950.0;-327.0;316.0
192.0;10.0;1067.0;-339.0;123.0;851.0;786;1010.0;1007.0;-940.0;-422.0;221.0
163.0;341.0;1009.0;-203.0;254.0;940.0;809;1056.0;995.0;-974.0;-306.0;328.0
237.0;359.0;950.0;-214.0;241.0;902.0;805;1002.0;1029.0;-952.0;-314.0;317.0
77.0;284.0;829.0;-349.0;273.0;968.0;791;1091.0;1236.0;-1114.0;-486.0;344.0
198.0;375.0;945.0;-209.0;279.0;859.0;797;999.0;1018.0;-952.0;-346.0;321.0
222.0;394.0;962.0;-205.0;277.0;872.0;796;1005.0;1021.0;-954.0;-349.0;312.0
190.0;388.0;955.0;-200.0;278.0;871.0;796;988.0;1010.0;-952.0;-341.0;299.0
202.0;376.0;941.0;-204.0;274.0;840.0;795;1010.0;1021.0;-949.0;-338.0;284.0
214.0;401.0;918.0;-198.0;266.0;877.0;792;1022.0;1011.0;-949.0;-333.0;314.0
214.0;400.0;937.0;-198.0;270.0;869.0;793;1002.0;1021.0;-948.0;-326.0;295.0
203.0;376.0;961.0;-203.0;273.0;896.0;798;1011.0;1009.0;-945.0;-332.0;310.0
187.0;365.0;959.0;-204.0;276.0;875.0;797;1031.0;1013.0;-947.0;-323.0;300.0
232.0;384.0;965.0;-195.0;273.0;888.0;791;1026.0;1021.0;-945.0;-324.0;301.0
220.0;376.0;926.0;-142.0;153.0;876.0;799;986.0;1088.0;-1004.0;-300.0;293.0
235.0;410.0;936.0;-178.0;219.0;849.0;801;1007.0;1031.0;-961.0;-310.0;305.0
243.0;391.0;948.0;-173.0;181.0;831.0;802;1022.0;995.0;-961.0;-310.0;333.0
248.0;376.0;960.0;-176.0;146.0;858.0;804;989.0;989.0;-964.0;-312.0;360.0
212.0;397.0;951.0;-213.0;271.0;871.0;794;1021.0;1020.0;-937.0;-331.0;305.0
232.0;386.0;956.0;-185.0;133.0;868.0;796;1009.0;971.0;-949.0;-331.0;387.0
210.0;389.0;935.0;-202.0;270.0;857.0;791;1022.0;1020.0;-936.0;-321.0;306.0
265.0;349.0;658.0;-187.0;154.0;812.0;802;895.0;941.0;-952.0;-364.0;417.0
217.0;380.0;942.0;-199.0;277.0;851.0;798;993.0;1017.0;-951.0;-321.0;299.0
207.0;359.0;933.0;-201.0;273.0;858.0;802;992.0;1002.0;-958.0;-325.0;301.0
209.0;380.0;933.0;-204.0;279.0;862.0;799;999.0;1006.0;-958.0;-328.0;316.0
185.0;374.0;952.0;-230.0;283.0;872.0;744;1007.0;1021.0;-953.0;-344.0;369.0
211.0;366.0;946.0;-196.0;276.0;874.0;801;978.0;1017.0;-958.0;-321.0;331.0
193.0;362.0;961.0;-205.0;271.0;872.0;801;1005.0;1029.0;-956.0;-321.0;321.0
201.0;368.0;965.0;-203.0;279.0;856.0;801;1015.0;1022.0;-954.0;-329.0;321.0
204.0;391.0;947.0;-202.0;276.0;868.0;800;1007.0;1020.0;-954.0;-326.0;310.0
218.0;404.0;921.0;-260.0;313.0;812.0;304;984.0;1020.0;-936.0;-329.0;343.0
327.0;363.0;927.0;-174.0;644.0;843.0;784;1041.0;975.0;-1032.0;-631.0;553.0
204.0;403.0;929.0;-202.0;274.0;841.0;800;1014.0;1021.0;-955.0;-328.0;326.0
212.0;385.0;931.0;-198.0;278.0;877.0;800;1006.0;1031.0;-946.0;-328.0;337.0
137.0;393.0;900.0;-139.0;392.0;823.0;797;1004.0;1028.0;-934.0;-323.0;367.0
139.0;378.0;868.0;-189.0;469.0;846.0;824;1009.0;1182.0;-931.0;-275.0;388.0
69.0;358.0;964.0;27.0;429.0;768.0;645;910.0;1032.0;-987.0;-236.0;550.0
189.0;404.0;924.0;-259.0;248.0;813.0;796;1026.0;939.0;-905.0;-341.0;259.0
123.0;524.0;981.0;-190.0;199.0;762.0;804;851.0;1031.0;-706.0;-364.0;263.0
224.0;387.0;922.0;-199.0;271.0;885.0;799;1014.0;1019.0;-943.0;-322.0;318.0
214.0;391.0;949.0;-192.0;271.0;876.0;799;985.0;1013.0;-949.0;-328.0;303.0
267.0;421.0;935.0;-266.0;186.0;842.0;793;974.0;995.0;-948.0;-331.0;353.0
212.0;377.0;933.0;-201.0;279.0;852.0;799;981.0;1017.0;-950.0;-323.0;298.0
194.0;407.0;932.0;-201.0;279.0;841.0;798;986.0;1017.0;-941.0;-321.0;334.0
218.0;399.0;940.0;-204.0;266.0;851.0;800;994.0;1024.0;-940.0;-323.0;316.0
207.0;383.0;935.0;-199.0;263.0;861.0;799;1019.0;1016.0;-943.0;-326.0;321.0
264.0;457.0;908.0;-197.0;241.0;841.0;804;1063.0;1032.0;-905.0;-289.0;214.0
215.0;399.0;940.0;-206.0;271.0;872.0;796;1021.0;1025.0;-940.0;-325.0;334.0
237.0;441.0;930.0;-248.0;256.0;847.0;791;1022.0;1029.0;-940.0;-343.0;305.0
211.0;419.0;821.0;-209.0;235.0;736.0;1241;951.0;849.0;-844.0;-334.0;419.0
204.0;416.0;916.0;-224.0;266.0;868.0;797;1016.0;1012.0;-940.0;-335.0;312.0
234.0;382.0;944.0;-230.0;259.0;858.0;796;988.0;1015.0;-945.0;-344.0;311.0
224.0;380.0;929.0;-229.0;271.0;860.0;796;988.0;1031.0;-943.0;-350.0;322.0
104.0;388.0;922.0;-151.0;416.0;844.0;794;1003.0;1018.0;-945.0;-307.0;322.0
219.0;378.0;952.0;-221.0;269.0;840.0;792;996.0;1014.0;-945.0;-341.0;341.0
217.0;378.0;940.0;-214.0;267.0;866.0;792;999.0;1001.0;-950.0;-344.0;338.0
222.0;389.0;942.0;-230.0;274.0;858.0;801;1018.0;1021.0;-943.0;-341.0;343.0
243.0;417.0;946.0;-239.0;267.0;857.0;805;1012.0;1030.0;-937.0;-341.0;332.0
254.0;407.0;954.0;-231.0;257.0;849.0;804;1008.0;1011.0;-940.0;-348.0;319.0
223.0;380.0;947.0;-218.0;264.0;860.0;803;1033.0;1020.0;-939.0;-337.0;275.0
224.0;362.0;921.0;-227.0;265.0;884.0;777;1001.0;1010.0;-939.0;-333.0;274.0
196.0;400.0;931.0;-240.0;264.0;888.0;726;1002.0;1024.0;-938.0;-348.0;322.0
226.0;374.0;948.0;-193.0;299.0;901.0;674;1045.0;1054.0;-908.0;-338.0;270.0
236.0;388.0;960.0;-232.0;284.0;863.0;832;1046.0;1010.0;-941.0;-356.0;382.0
103.0;298.0;933.0;-48.0;211.0;865.0;798;946.0;951.0;-997.0;-212.0;168.0
197.0;383.0;942.0;-195.0;236.0;849.0;799;988.0;944.0;-981.0;-284.0;277.0
339.0;347.0;1046.0;-250.0;363.0;1081.0;2852;1338.0;1004.0;-1055.0;-343.0;353.0
121.0;429.0;944.0;-103.0;513.0;828.0;800;968.0;1038.0;-970.0;-429.0;325.0
240.0;421.0;981.0;-119.0;280.0;857.0;808;1008.0;1032.0;-960.0;-331.0;400.0
-652.0;266.0;924.0;329.0;587.0;798.0;861;809.0;1020.0;-913.0;-278.0;362.0
215.0;390.0;936.0;-221.0;209.0;873.0;812;1016.0;997.0;-946.0;-338.0;379.0
240.0;397.0;923.0;-247.0;209.0;882.0;810;985.0;1022.0;-925.0;-350.0;399.0
265.0;417.0;962.0;-265.0;186.0;836.0;797;968.0;1014.0;-939.0;-369.0;412.0
-322.0;621.0;823.0;-91.0;656.0;615.0;805;152.0;846.0;-699.0;-612.0;677.0
103.0;357.0;896.0;-180.0;458.0;855.0;818;994.0;954.0;-924.0;-291.0;399.0
120.0;366.0;934.0;-158.0;408.0;868.0;799;997.0;1021.0;-932.0;-318.0;331.0
112.0;370.0;935.0;-170.0;391.0;870.0;793;999.0;1021.0;-943.0;-303.0;327.0
62.0;346.0;963.0;-132.0;366.0;877.0;652;1013.0;1020.0;-943.0;-271.0;235.0
142.0;401.0;948.0;-207.0;377.0;858.0;800;1007.0;1035.0;-861.0;-328.0;408.0
2.0;305.0;1035.0;-154.0;298.0;844.0;807;989.0;939.0;-943.0;-283.0;612.0
210.0;424.0;925.0;-232.0;390.0;856.0;769;1015.0;981.0;-850.0;-317.0;349.0
188.0;445.0;867.0;-211.0;348.0;860.0;653;1056.0;869.0;-929.0;-345.0;331.0
222.0;445.0;902.0;-161.0;369.0;845.0;749;1052.0;924.0;-866.0;-353.0;302.0
205.0;446.0;928.0;-167.0;386.0;837.0;782;1032.0;934.0;-846.0;-341.0;325.0
228.0;456.0;922.0;-259.0;276.0;846.0;800;1012.0;1018.0;-939.0;-347.0;288.0
137.0;359.0;949.0;-195.0;387.0;862.0;803;965.0;985.0;-950.0;-320.0;358.0
160.0;471.0;903.0;-160.0;407.0;844.0;779;1025.0;981.0;-836.0;-328.0;339.0
170.0;358.0;934.0;-173.0;374.0;858.0;798;977.0;994.0;-954.0;-338.0;381.0
191.0;314.0;994.0;-156.0;288.0;878.0;811;1020.0;915.0;-972.0;-320.0;244.0
165.0;379.0;952.0;-236.0;258.0;883.0;805;1005.0;1011.0;-940.0;-291.0;357.0
126.0;410.0;869.0;-253.0;264.0;801.0;1734;933.0;865.0;-830.0;-361.0;430.0
179.0;340.0;920.0;-153.0;273.0;877.0;815;1011.0;923.0;-940.0;-325.0;294.0
180.0;313.0;1006.0;-172.0;284.0;937.0;816;1042.0;928.0;-938.0;-302.0;295.0
135.0;369.0;981.0;-162.0;290.0;878.0;808;1039.0;920.0;-959.0;-329.0;303.0
79.0;311.0;973.0;-171.0;186.0;904.0;793;1062.0;787.0;-987.0;-355.0;323.0
152.0;342.0;953.0;-135.0;292.0;862.0;813;1007.0;937.0;-958.0;-338.0;330.0
203.0;299.0;934.0;-108.0;227.0;832.0;798;918.0;991.0;-1004.0;-392.0;365.0
227.0;260.0;797.0;-88.0;202.0;855.0;811;897.0;1053.0;-1373.0;-533.0;381.0
213.0;369.0;973.0;-273.0;197.0;854.0;802;950.0;925.0;-982.0;-344.0;383.0
180.0;380.0;1045.0;-189.0;186.0;894.0;797;926.0;873.0;-908.0;-257.0;330.0
270.0;397.0;867.0;-49.0;33.0;661.0;830;832.0;958.0;-944.0;-325.0;569.0
297.0;398.0;1000.0;-359.0;317.0;887.0;679;1089.0;1358.0;-837.0;-461.0;534.0
245.0;357.0;943.0;-167.0;228.0;845.0;813;1006.0;956.0;-959.0;-294.0;359.0
229.0;361.0;933.0;-165.0;228.0;837.0;812;967.0;961.0;-963.0;-295.0;349.0
235.0;350.0;941.0;-204.0;189.0;846.0;788;918.0;978.0;-914.0;-399.0;458.0
206.0;352.0;946.0;-173.0;224.0;847.0;809;960.0;959.0;-958.0;-294.0;338.0
206.0;349.0;933.0;-178.0;214.0;853.0;805;983.0;950.0;-952.0;-296.0;320.0
169.0;346.0;939.0;-178.0;211.0;856.0;804;992.0;973.0;-947.0;-297.0;334.0
193.0;359.0;942.0;-176.0;216.0;867.0;804;977.0;958.0;-948.0;-295.0;310.0
221.0;399.0;949.0;-163.0;213.0;854.0;792;948.0;1007.0;-919.0;-362.0;463.0
217.0;366.0;930.0;-76.0;224.0;870.0;796;935.0;991.0;-949.0;-286.0;471.0
149.0;414.0;962.0;-37.0;179.0;839.0;810;929.0;988.0;-918.0;-276.0;575.0
210.0;344.0;956.0;-174.0;221.0;883.0;807;971.0;986.0;-954.0;-305.0;309.0
213.0;346.0;971.0;-161.0;230.0;899.0;806;981.0;968.0;-977.0;-311.0;314.0
222.0;358.0;963.0;-144.0;240.0;894.0;800;1006.0;970.0;-970.0;-299.0;299.0
211.0;369.0;952.0;-139.0;243.0;890.0;807;999.0;954.0;-961.0;-299.0;292.0
198.0;330.0;911.0;-124.0;195.0;842.0;806;1002.0;992.0;-994.0;-282.0;236.0
172.0;359.0;911.0;-123.0;397.0;859.0;23;978.0;868.0;-880.0;-215.0;398.0
176.0;356.0;945.0;-169.0;198.0;856.0;809;1001.0;974.0;-962.0;-311.0;291.0
200.0;354.0;960.0;-168.0;218.0;858.0;809;990.0;963.0;-962.0;-311.0;291.0
184.0;348.0;961.0;-131.0;225.0;888.0;805;1009.0;972.0;-947.0;-287.0;267.0
204.0;345.0;979.0;-172.0;221.0;905.0;806;997.0;956.0;-953.0;-304.0;340.0
205.0;364.0;956.0;-182.0;220.0;903.0;807;997.0;956.0;-962.0;-305.0;350.0
215.0;371.0;970.0;-164.0;213.0;890.0;811;1006.0;974.0;-955.0;-300.0;339.0
193.0;357.0;958.0;-180.0;222.0;886.0;807;1017.0;966.0;-958.0;-302.0;312.0
226.0;339.0;970.0;-174.0;228.0;881.0;811;986.0;976.0;-960.0;-303.0;341.0
254.0;787.0;526.0;-222.0;165.0;305.0;795;342.0;963.0;-419.0;-764.0;889.0
396.0;839.0;515.0;-415.0;369.0;327.0;799;731.0;1017.0;-558.0;-830.0;726.0
217.0;340.0;963.0;-159.0;227.0;881.0;811;1021.0;996.0;-960.0;-296.0;314.0
181.0;352.0;954.0;-103.0;234.0;868.0;807;1036.0;1000.0;-978.0;-258.0;286.0
199.0;357.0;946.0;-168.0;231.0;865.0;810;1009.0;966.0;-962.0;-304.0;298.0
363.0;321.0;825.0;-189.0;406.0;908.0;1001;1012.0;1919.0;-1234.0;-233.0;368.0
108.0;379.0;939.0;-143.0;493.0;879.0;737;1064.0;357.0;-900.0;-269.0;213.0
128.0;285.0;847.0;-212.0;395.0;906.0;720;1024.0;973.0;-922.0;-373.0;91.0
245.0;459.0;950.0;-188.0;376.0;811.0;705;999.0;1006.0;-908.0;-342.0;289.0
268.0;395.0;950.0;-223.0;175.0;864.0;806;1005.0;1000.0;-941.0;-338.0;337.0
156.0;418.0;883.0;-185.0;323.0;825.0;701;1026.0;1002.0;-887.0;-383.0;306.0
153.0;398.0;886.0;-250.0;279.0;834.0;771;1002.0;999.0;-909.0;-389.0;288.0
288.0;373.0;929.0;-228.0;170.0;854.0;808;942.0;940.0;-943.0;-333.0;336.0
266.0;419.0;924.0;-254.0;223.0;855.0;797;1025.0;1014.0;-933.0;-362.0;280.0
265.0;381.0;940.0;-223.0;169.0;867.0;806;955.0;939.0;-948.0;-327.0;316.0
101.0;843.0;499.0;-372.0;106.0;1012.0;791;983.0;1034.0;-297.0;-536.0;850.0
235.0;413.0;905.0;-119.0;345.0;832.0;747;968.0;1021.0;-954.0;-249.0;317.0
285.0;446.0;907.0;-264.0;245.0;820.0;790;1000.0;1019.0;-932.0;-380.0;389.0
268.0;447.0;905.0;-267.0;248.0;818.0;790;988.0;992.0;-932.0;-380.0;395.0
199.0;427.0;878.0;-62.0;359.0;792.0;991;907.0;998.0;-862.0;-134.0;457.0
208.0;504.0;877.0;-151.0;434.0;720.0;392;851.0;1041.0;-948.0;-380.0;487.0
299.0;425.0;897.0;-271.0;266.0;821.0;788;975.0;1014.0;-937.0;-372.0;437.0
282.0;424.0;905.0;-275.0;266.0;812.0;786;983.0;1029.0;-943.0;-376.0;431.0
280.0;438.0;906.0;-261.0;266.0;830.0;785;980.0;1002.0;-939.0;-368.0;427.0
275.0;444.0;933.0;-259.0;252.0;834.0;784;990.0;1011.0;-932.0;-371.0;390.0
285.0;426.0;921.0;-263.0;249.0;827.0;785;949.0;1009.0;-938.0;-374.0;398.0
273.0;440.0;925.0;-263.0;246.0;832.0;789;968.0;1013.0;-936.0;-363.0;407.0
277.0;435.0;921.0;-254.0;249.0;835.0;792;969.0;1023.0;-940.0;-355.0;388.0
268.0;458.0;923.0;-256.0;242.0;827.0;786;988.0;1013.0;-935.0;-364.0;375.0
240.0;394.0;939.0;-210.0;166.0;834.0;805;977.0;1031.0;-937.0;-286.0;301.0
254.0;388.0;1000.0;-240.0;145.0;861.0;796;1027.0;1002.0;-922.0;-312.0;400.0
255.0;458.0;907.0;-264.0;243.0;840.0;786;972.0;1012.0;-936.0;-374.0;379.0
269.0;439.0;927.0;-262.0;249.0;821.0;788;972.0;1001.0;-931.0;-364.0;408.0
281.0;440.0;895.0;-263.0;250.0;830.0;787;989.0;1014.0;-923.0;-363.0;400.0
279.0;457.0;908.0;-264.0;250.0;830.0;792;983.0;1016.0;-933.0;-374.0;402.0
285.0;429.0;927.0;-254.0;258.0;828.0;787;994.0;1000.0;-929.0;-383.0;393.0
294.0;405.0;929.0;-273.0;242.0;821.0;784;986.0;1011.0;-930.0;-384.0;413.0
273.0;424.0;927.0;-266.0;243.0;832.0;786;976.0;1011.0;-924.0;-389.0;400.0
256.0;398.0;953.0;-200.0;157.0;829.0;801;1000.0;1000.0;-936.0;-335.0;312.0
286.0;453.0;914.0;-268.0;244.0;844.0;784;975.0;1020.0;-927.0;-388.0;394.0
259.0;457.0;914.0;-268.0;242.0;844.0;785;992.0;1024.0;-929.0;-391.0;379.0
262.0;398.0;924.0;-273.0;253.0;841.0;783;990.0;1022.0;-928.0;-395.0;380.0
294.0;441.0;924.0;-281.0;251.0;830.0;790;978.0;998.0;-926.0;-391.0;362.0
274.0;456.0;923.0;-287.0;239.0;847.0;790;986.0;1026.0;-924.0;-399.0;368.0
268.0;447.0;917.0;-271.0;210.0;847.0;785;996.0;1031.0;-920.0;-375.0;379.0
273.0;440.0;923.0;-286.0;221.0;842.0;788;997.0;1003.0;-919.0;-383.0;377.0
265.0;427.0;927.0;-287.0;244.0;839.0;789;971.0;1014.0;-924.0;-390.0;386.0
265.0;446.0;927.0;-270.0;261.0;840.0;785;976.0;1007.0;-938.0;-388.0;403.0
289.0;465.0;902.0;-258.0;254.0;849.0;786;975.0;1007.0;-955.0;-387.0;379.0
300.0;457.0;914.0;-274.0;237.0;840.0;791;972.0;995.0;-938.0;-400.0;404.0
236.0;358.0;952.0;-220.0;187.0;877.0;797;990.0;1011.0;-945.0;-343.0;326.0
264.0;495.0;923.0;-315.0;184.0;801.0;708;1041.0;1000.0;-785.0;-490.0;436.0
247.0;365.0;924.0;-228.0;175.0;855.0;796;999.0;1015.0;-956.0;-312.0;288.0
300.0;675.0;764.0;-180.0;241.0;687.0;782;989.0;847.0;-745.0;-611.0;581.0
259.0;369.0;948.0;-250.0;199.0;870.0;807;972.0;1014.0;-951.0;-346.0;348.0
278.0;351.0;962.0;-213.0;196.0;840.0;800;980.0;1010.0;-941.0;-336.0;363.0
273.0;359.0;945.0;-207.0;192.0;858.0;797;982.0;1010.0;-938.0;-334.0;358.0
275.0;385.0;964.0;-202.0;174.0;849.0;799;975.0;1015.0;-946.0;-308.0;368.0
276.0;373.0;965.0;-224.0;187.0;860.0;797;993.0;1037.0;-947.0;-311.0;363.0
262.0;387.0;959.0;-222.0;196.0;870.0;797;1006.0;1010.0;-940.0;-326.0;358.0
279.0;465.0;908.0;-277.0;235.0;815.0;782;1003.0;1018.0;-924.0;-398.0;421.0
296.0;427.0;941.0;-275.0;231.0;834.0;788;991.0;1021.0;-919.0;-388.0;418.0
279.0;350.0;948.0;-196.0;182.0;873.0;799;975.0;1020.0;-955.0;-324.0;331.0
304.0;446.0;952.0;-267.0;242.0;818.0;788;966.0;1019.0;-928.0;-388.0;427.0
235.0;378.0;965.0;-233.0;178.0;868.0;802;997.0;1028.0;-955.0;-322.0;364.0
251.0;370.0;952.0;-228.0;182.0;851.0;803;1008.0;1028.0;-948.0;-325.0;366.0
274.0;379.0;944.0;-222.0;181.0;882.0;803;999.0;1017.0;-950.0;-324.0;362.0
215.0;426.0;942.0;-225.0;273.0;814.0;787;873.0;1038.0;-913.0;-437.0;565.0
204.0;441.0;947.0;-194.0;239.0;831.0;779;892.0;1048.0;-902.0;-452.0;550.0
272.0;583.0;838.0;-301.0;316.0;698.0;795;815.0;1019.0;-851.0;-525.0;497.0
231.0;394.0;961.0;-249.0;177.0;877.0;810;1009.0;1022.0;-954.0;-345.0;370.0
263.0;378.0;954.0;-216.0;176.0;868.0;803;1000.0;1031.0;-937.0;-350.0;323.0
331.0;400.0;853.0;-136.0;126.0;848.0;814;976.0;1006.0;-954.0;-264.0;490.0
270.0;401.0;916.0;-215.0;180.0;857.0;796;983.0;1022.0;-950.0;-326.0;370.0
356.0;526.0;897.0;-314.0;313.0;785.0;723;921.0;959.0;-877.0;-414.0;442.0
259.0;374.0;955.0;-240.0;169.0;868.0;800;986.0;1011.0;-943.0;-353.0;377.0
449.0;667.0;759.0;-461.0;290.0;616.0;791;693.0;1011.0;-728.0;-445.0;380.0
373.0;484.0;802.0;-428.0;394.0;765.0;793;889.0;993.0;-831.0;-386.0;262.0
303.0;330.0;993.0;-227.0;149.0;883.0;798;987.0;1019.0;-927.0;-388.0;432.0
300.0;372.0;936.0;-236.0;178.0;855.0;799;996.0;1024.0;-936.0;-341.0;371.0
255.0;349.0;953.0;-229.0;174.0;889.0;798;997.0;1029.0;-942.0;-350.0;370.0
257.0;362.0;955.0;-238.0;177.0;870.0;802;997.0;1014.0;-944.0;-354.0;360.0
258.0;323.0;952.0;-216.0;180.0;864.0;805;1007.0;999.0;-937.0;-340.0;345.0
262.0;362.0;943.0;-214.0;182.0;856.0;801;1001.0;1001.0;-947.0;-329.0;321.0
286.0;454.0;906.0;-268.0;236.0;845.0;783;968.0;1046.0;-922.0;-365.0;370.0
294.0;458.0;912.0;-270.0;243.0;858.0;786;978.0;1019.0;-922.0;-370.0;401.0
284.0;453.0;904.0;-281.0;250.0;829.0;788;1001.0;1008.0;-924.0;-373.0;430.0
