InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit BACK gyroZ;InertialMeasurementUnit L-SHOE Nav_Ax
-8;-8;13;13.0;-1
-3;-3;7;-11.0;2
-5;-5;12;-11.0;4
-13;-13;16;-17.0;-4
0;0;15;2.0;4
-4;-4;32;9.0;8
-4;-4;15;14.0;4
-14;-14;4;0.0;1
-7;-7;9;-10.0;-4
-6;-6;15;21.0;2
-7;-7;25;-14.0;-2
-1;-1;26;-8.0;0
-8;-8;12;3.0;-3
-9;-9;15;-7.0;-6
-19;-19;19;4.0;5
-3;-3;28;-16.0;-1
-7;-7;11;9.0;-2
-3;-3;17;11.0;-7
-2;-2;14;-1.0;0
-16;-16;16;-13.0;2
-13;-13;19;0.0;0
-11;-11;21;-19.0;4
-10;-10;21;-4.0;-3
-15;-15;10;-11.0;3
-8;-8;15;17.0;0
-7;-7;12;9.0;2
-13;-13;21;-3.0;2
-12;-12;17;-18.0;1
-17;-17;21;-1.0;1
-11;-11;26;-18.0;2
-17;-17;20;15.0;0
-10;-10;21;-10.0;-3
-8;-8;29;16.0;1
-13;-13;15;10.0;4
-10;-10;13;13.0;4
-10;-10;28;-15.0;2
-16;-16;14;-13.0;-1
-15;-15;13;9.0;2
-12;-12;16;-7.0;3
-13;-13;13;-9.0;2
-18;-18;13;-9.0;2
-10;-10;12;-2.0;4
-6;-6;9;-2.0;7
-11;-11;17;14.0;-6
-13;-13;15;12.0;-4
-17;-17;10;9.0;5
-9;-9;6;-7.0;8
-14;-14;11;10.0;-1
-14;-14;11;-13.0;-2
-12;-12;11;10.0;4
-5;-5;28;-15.0;3
-15;-15;9;12.0;3
0;0;15;10.0;-4
1;1;19;6.0;-5
-4;-4;11;4.0;3
1;1;27;1.0;-2
1;1;26;-5.0;-1
0;0;17;0.0;7
-11;-11;24;-9.0;1
1;1;22;6.0;2
-12;-12;20;-2.0;-1
-16;-16;10;-11.0;5
-12;-12;30;-10.0;0
-15;-15;19;6.0;8
-15;-15;20;11.0;3
-1;-1;21;13.0;0
-1;-1;19;7.0;0
-14;-14;19;8.0;-1
-15;-15;25;-13.0;4
-1;-1;25;-8.0;-4
-4;-4;25;-5.0;-3
-10;-10;6;-4.0;-4
-19;-19;15;10.0;5
-12;-12;21;4.0;0
-5;-5;24;-9.0;-2
6;6;22;-5.0;0
-4;-4;26;-16.0;4
-3;-3;16;-4.0;-1
-12;-12;12;-10.0;8
2;2;17;9.0;3
-8;-8;21;-3.0;0
6;6;18;4.0;0
-2;-2;16;4.0;1
-15;-15;22;16.0;-2
-16;-16;21;0.0;1
-18;-18;10;-5.0;2
-4;-4;22;-12.0;-4
-7;-7;27;-8.0;-3
-18;-18;25;-3.0;0
-18;-18;20;-7.0;-5
-3;-3;11;15.0;0
2;2;28;8.0;-2
-16;-16;25;9.0;-4
0;0;20;8.0;3
-15;-15;21;11.0;1
4;4;16;5.0;1
-3;-3;6;2.0;2
-8;-8;23;-4.0;3
-15;-15;20;-2.0;3
-3;-3;18;-10.0;2
-9;-9;18;4.0;1
0;0;23;13.0;-3
0;0;22;-11.0;2
-16;-16;20;17.0;0
-10;-10;23;8.0;1
-12;-12;22;0.0;1
3;3;18;3.0;2
2;2;23;-7.0;2
-12;-12;23;-13.0;1
-17;-17;26;-8.0;1
4;4;23;4.0;9
-12;-12;25;-9.0;7
-5;-5;25;-1.0;3
-10;-10;27;19.0;4
-12;-12;27;-15.0;-1
4;4;22;-7.0;2
-14;-14;19;-9.0;6
-5;-5;25;15.0;-1
-3;-3;21;-13.0;5
1;1;25;8.0;5
-14;-14;24;-10.0;1
-13;-13;23;15.0;5
-1;-1;30;-11.0;-2
-1;-1;15;2.0;10
-9;-9;21;-10.0;3
-17;-17;21;4.0;4
-7;-7;23;1.0;2
-15;-15;25;-11.0;-1
5;5;26;2.0;1
-19;-19;19;-9.0;4
-13;-13;19;9.0;4
-10;-10;22;-19.0;1
-4;-4;23;13.0;-2
1;1;23;-7.0;-2
-2;-2;24;-11.0;-2
-2;-2;26;-6.0;-1
-9;-9;23;-9.0;-1
-15;-15;27;-2.0;-2
-8;-8;14;-9.0;4
-11;-11;16;19.0;4
-11;-11;19;6.0;3
-15;-15;11;-13.0;2
-11;-11;16;6.0;6
-5;-5;13;6.0;4
0;0;13;-6.0;6
-13;-13;23;4.0;1
-3;-3;16;8.0;5
5;5;20;0.0;1
-10;-10;20;3.0;2
-5;-5;21;21.0;2
3;3;11;5.0;-5
-10;-10;24;21.0;3
-2;-2;9;-5.0;-3
-10;-10;12;12.0;0
-10;-10;26;-4.0;-6
-10;-10;25;6.0;-6
-16;-16;20;17.0;0
-20;-20;17;2.0;0
-8;-8;19;-9.0;-3
1;1;19;4.0;-6
-1;-1;19;17.0;-4
-2;-2;16;0.0;4
3;3;25;2.0;-2
-6;-6;15;17.0;-2
0;0;10;-9.0;-3
-8;-8;18;17.0;3
-14;-14;23;6.0;1
-8;-8;15;-2.0;7
5;5;17;-4.0;5
0;0;26;3.0;-1
-3;-3;18;2.0;4
-14;-14;22;-14.0;3
-13;-13;22;-5.0;2
-11;-11;24;-13.0;-4
-8;-8;23;17.0;-5
0;0;19;15.0;-2
-13;-13;13;-14.0;1
-5;-5;21;-14.0;3
-16;-16;14;-10.0;-4
0;0;9;-4.0;-2
-4;-4;12;-9.0;-7
-11;-11;14;-3.0;-2
-4;-4;18;17.0;3
-6;-6;15;2.0;-2
-12;-12;26;-9.0;0
-12;-12;26;12.0;0
-5;-5;19;0.0;1
-16;-16;9;-3.0;1
0;0;13;7.0;-1
-4;-4;10;-15.0;-2
-2;-2;21;-15.0;0
-1;-1;16;-12.0;-1
-7;-7;12;6.0;-4
-7;-7;6;1.0;1
-15;-15;10;8.0;4
-14;-14;4;4.0;-1
2;2;15;0.0;1
-1;-1;22;4.0;0
-1;-1;21;-7.0;0
5;5;13;-2.0;0
-8;-8;16;-15.0;1
5;5;21;-6.0;1
-11;-11;9;7.0;1
-6;-6;12;0.0;4
-16;-16;15;11.0;5
-16;-16;13;15.0;-1
-2;-2;26;-13.0;-1
-9;-9;17;0.0;6
-13;-13;21;-1.0;9
-4;-4;17;9.0;5
-7;-7;15;1.0;7
-2;-2;26;-12.0;1
-16;-16;13;1.0;-1
-3;-3;31;4.0;-2
-3;-3;26;6.0;0
-2;-2;21;-11.0;3
-7;-7;20;2.0;3
-16;-16;13;-5.0;-1
-3;-3;24;0.0;0
-5;-5;23;-11.0;-2
-8;-8;30;-14.0;0
-4;-4;17;20.0;5
-5;-5;19;16.0;4
-7;-7;20;2.0;-1
-16;-16;13;5.0;-1
4;4;23;-11.0;1
-12;-12;32;-10.0;-2
-16;-16;13;-6.0;-1
-12;-12;27;-4.0;0
-11;-11;16;11.0;3
-4;-4;27;-2.0;2
-1;-1;19;16.0;2
-16;-16;13;0.0;-1
-13;-13;10;0.0;2
-13;-13;10;-2.0;-1
1;1;25;11.0;2
-7;-7;11;6.0;-1
-12;-12;24;11.0;0
3;3;26;-8.0;-4
-11;-11;33;-4.0;-2
-15;-15;22;7.0;1
-11;-11;23;0.0;-1
-16;-16;13;8.0;-1
-6;-6;22;17.0;-3
-11;-11;11;-9.0;-1
4;4;23;-7.0;-2
0;0;19;8.0;-1
4;4;22;3.0;-7
-13;-13;27;11.0;1
1;1;20;-5.0;-3
-8;-8;17;8.0;1
-5;-5;30;-11.0;-1
-16;-16;14;4.0;0
-14;-14;11;7.0;-2
-2;-2;31;0.0;-3
-16;-16;15;-12.0;4
2;2;23;-8.0;2
0;0;24;8.0;3
-13;-13;24;13.0;-1
-10;-10;21;6.0;3
-11;-11;5;5.0;-2
-8;-8;7;16.0;2
0;0;21;-17.0;0
-12;-12;8;14.0;1
-1;-1;10;12.0;1
2;2;22;12.0;0
-18;-18;25;-10.0;1
-6;-6;21;4.0;0
-16;-16;15;-7.0;4
5;5;24;0.0;2
2;2;15;4.0;1
-1;-1;26;-8.0;0
5;5;13;4.0;-1
6;6;18;-1.0;4
-5;-5;18;20.0;0
-1;-1;18;-14.0;6
-1;-1;21;-5.0;4
-4;-4;13;-5.0;0
3;3;24;2.0;0
-6;-6;22;-20.0;2
-15;-15;31;-2.0;-3
-3;-3;31;3.0;0
-3;-3;28;17.0;0
0;0;28;-13.0;0
-6;-6;19;-19.0;4
-17;-17;19;6.0;4
4;4;21;8.0;3
-11;-11;17;4.0;5
0;0;22;6.0;0
-2;-2;5;0.0;-6
-3;-3;29;-7.0;-2
2;2;15;-12.0;4
2;2;17;2.0;5
-9;-9;19;-2.0;-1
-2;-2;29;4.0;-3
0;0;27;2.0;-4
-9;-9;13;-15.0;2
-2;-2;21;-9.0;2
-3;-3;12;-8.0;1
-5;-5;10;1.0;-2
-10;-10;11;13.0;1
-13;-13;16;-11.0;5
-4;-4;14;8.0;3
-12;-12;16;8.0;7
-6;-6;12;17.0;-1
-10;-10;15;21.0;5
4;4;23;6.0;3
-1;-1;8;13.0;-4
-19;-19;14;-1.0;4
-7;-7;24;15.0;1
-1;-1;22;-13.0;6
-4;-4;16;0.0;5
-7;-7;23;21.0;-1
2;2;23;9.0;1
-8;-8;12;-5.0;2
0;0;22;7.0;-2
1;1;20;16.0;0
-14;-14;12;-13.0;2
-2;-2;19;2.0;9
-14;-14;24;3.0;-2
-9;-9;17;21.0;6
-17;-17;11;-1.0;-4
-11;-11;16;21.0;4
1;1;24;-8.0;2
0;0;23;15.0;5
-1;-1;22;4.0;5
-9;-9;21;-11.0;1
-9;-9;23;16.0;0
2;2;14;-2.0;0
-12;-12;18;-1.0;4
-4;-4;30;-9.0;-1
-16;-16;20;0.0;3
0;0;16;-3.0;7
-6;-6;14;0.0;2
-13;-13;19;-15.0;5
-2;-2;14;-15.0;1
-5;-5;11;-17.0;-4
-16;-16;13;-9.0;1
1;1;17;0.0;3
-18;-18;18;-2.0;-4
-4;-4;26;-12.0;3
-7;-7;23;-5.0;4
-16;-16;16;-1.0;5
-4;-4;23;-15.0;4
-9;-9;15;22.0;4
-20;-20;21;21.0;-3
-58;-58;48;-6.0;119
7;7;36;-7.0;1
8;8;24;-5.0;-1
-6;-6;17;21.0;-5
10;10;2;-9.0;-3
9;9;22;-9.0;2
-3;-3;13;16.0;-9
10;10;28;-11.0;0
-11;-11;9;22.0;4
10;10;25;6.0;0
-219;-219;301;-8.0;206
-29;-29;23;24.0;-2
-3;-3;23;-24.0;4
-24;-24;6;12.0;2
9;9;24;-4.0;2
0;0;4;6.0;-10
-19;-19;14;-20.0;1
12;12;23;36.0;0
-16;-16;13;48.0;-1
-13;-13;11;-26.0;0
-31;-31;31;13.0;-2
-17;-17;6;-8.0;2
7;7;12;7.0;-2
-19;-19;15;-11.0;2
-1;-1;8;16.0;-1
5;5;11;17.0;1
6;6;22;-9.0;1
-9;-9;-10;0.0;2
-4;-4;-1;2.0;2
-4;-4;32;67.0;-5
9;9;20;5.0;5
9;9;14;6.0;3
-14;-14;10;17.0;-4
-7;-7;15;23.0;-1
-9;-9;10;30.0;3
-6;-6;30;24.0;-1
-1;-1;22;-21.0;0
-2;-2;8;25.0;2
-15;-15;12;24.0;-2
-5;-5;11;24.0;-6
6;6;27;-10.0;0
14;14;24;-1.0;1
-19;-19;16;-12.0;4
-16;-16;6;26.0;-4
-14;-14;26;27.0;2
-20;-20;29;2.0;-3
-23;-23;26;-13.0;-2
-3;-3;14;27.0;2
-1;-1;13;24.0;1
-1;-1;19;25.0;1
5;5;10;-2.0;-2
-10;-10;11;42.0;1
-14;-14;12;23.0;0
-3;-3;12;21.0;1
-16;-16;12;-19.0;0
10;10;21;4.0;7
-17;-17;23;15.0;-3
6;6;22;-13.0;4
4;4;19;14.0;-1
-3;-3;8;-18.0;-1
-18;-18;-4;-19.0;-1
3;3;4;32.0;-2
-20;-20;26;9.0;-1
2;2;9;-11.0;-1
15;15;7;28.0;0
-1;-1;26;19.0;-2
19;19;-1;14.0;-6
-23;-23;6;-20.0;-5
-14;-14;17;37.0;3
2;2;6;24.0;-2
9;9;15;-7.0;6
-8;-8;23;24.0;2
-20;-20;-2;-9.0;-4
-10;-10;7;21.0;-3
-2;-2;5;16.0;0
-14;-14;7;14.0;2
-2;-2;5;20.0;0
-12;-12;6;13.0;-5
-21;-21;26;-2.0;0
-11;-11;9;23.0;0
-19;-19;11;17.0;1
7;7;9;5.0;0
-2;-2;5;16.0;0
-18;-18;8;0.0;-3
-19;-19;11;21.0;1
-18;-18;3;27.0;-3
-48;-48;17;-25.0;5
-16;-16;15;21.0;4
-17;-17;6;4.0;-3
-2;-2;5;22.0;0
-2;-2;5;21.0;0
-17;-17;5;14.0;-11
-21;-21;26;-13.0;0
1;1;27;23.0;-2
0;0;7;-25.0;0
-15;-15;15;23.0;4
-22;-22;26;3.0;-1
-10;-10;26;-27.0;-1
6;6;25;3.0;0
-18;-18;12;-32.0;-5
-17;-17;7;11.0;-2
-18;-18;11;-12.0;0
-2;-2;5;22.0;0
-12;-12;26;21.0;1
-2;-2;19;-24.0;0
5;5;10;11.0;-2
-19;-19;9;3.0;-2
15;15;22;-5.0;1
-17;-17;11;-15.0;-2
197;197;-8;41.0;-432
11;11;15;-3.0;3
-28;-28;-1;8.0;-1
-16;-16;15;17.0;4
-5;-5;13;21.0;-4
-16;-16;15;21.0;4
5;5;14;21.0;2
-2;-2;5;-13.0;0
4;4;11;-15.0;-4
8;8;8;-17.0;-2
4;4;41;14.0;-6
-14;-14;6;-10.0;-3
0;0;23;-27.0;2
-9;-9;15;25.0;2
8;8;21;0.0;3
5;5;19;-15.0;1
1;1;17;23.0;2
-1;-1;28;17.0;0
-11;-11;17;22.0;-6
-27;-27;31;-7.0;-3
-16;-16;15;-16.0;2
-2;-2;5;12.0;0
-4;-4;7;-66.0;2
-7;-7;19;-28.0;1
0;0;26;-16.0;-1
-21;-21;12;-13.0;-2
10;10;23;11.0;4
5;5;21;12.0;0
-10;-10;31;-17.0;-2
-7;-7;9;21.0;0
-23;-23;9;6.0;0
-11;-11;33;37.0;-2
-10;-10;23;-24.0;1
5;5;20;17.0;-2
-23;-23;7;6.0;1
6;6;25;15.0;0
7;7;28;-13.0;-2
3;3;26;-15.0;-4
-30;-30;24;-24.0;1
10;10;12;-13.0;-1
-28;-28;22;-11.0;4
-17;-17;5;20.0;6
-1;-1;9;-30.0;-1
9;9;46;-37.0;-5
-19;-19;13;-10.0;0
6;6;17;-17.0;-1
-14;-14;5;11.0;5
-9;-9;6;14.0;-9
-3;-3;-6;-22.0;11
-21;-21;16;-9.0;3
-7;-7;9;17.0;-6
-16;-16;15;-20.0;4
-10;-10;19;24.0;5
0;0;-2;-14.0;4
2;2;-8;21.0;9
-85;-85;338;-52.0;-2041
0;0;12;-16.0;0
-21;-21;26;17.0;3
0;0;30;23.0;-4
-18;-18;25;-5.0;-6
-3;-3;23;-43.0;0
6;6;12;8.0;-3
-26;-26;6;-9.0;-6
3;3;24;34.0;1
9;9;8;2.0;3
3;3;11;17.0;-1
-12;-12;8;31.0;-2
-19;-19;6;-9.0;-4
-11;-11;-7;-11.0;-6
1;1;21;-23.0;-4
-1;-1;24;-22.0;-1
-15;-15;-4;20.0;-1
-7;-7;23;-25.0;-3
1;1;24;-20.0;0
-8;-8;9;-21.0;4
-15;-15;32;-35.0;0
22;22;-20;-45.0;2
-6;-6;11;29.0;-3
3;3;8;21.0;-4
5;5;19;-33.0;11
21;21;8;-78.0;-1
-15;-15;11;-16.0;-1
-14;-14;13;-20.0;-1
-11;-11;1;-25.0;0
-27;-27;9;-22.0;2
-19;-19;17;-17.0;-2
-4;-4;11;-26.0;6
76;76;27;-32.0;-181
16;16;9;9.0;1
-11;-11;42;-2.0;-1
5;5;22;-15.0;2
8;8;19;3.0;-2
-9;-9;4;21.0;-3
4;4;7;-2.0;-1
6;6;22;-4.0;-3
-6;-6;11;23.0;3
1;1;1;0.0;-3
-7;-7;44;7.0;-1
-23;-23;22;11.0;-4
1;1;5;-4.0;-6
-24;-24;10;40.0;2
-22;-22;14;-6.0;2
-8;-8;30;-17.0;0
-5;-5;-1;0.0;1
-22;-22;41;14.0;-2
50;50;106;39.0;52
-6;-6;-3;30.0;3
0;0;21;20.0;0
-19;-19;23;15.0;0
1;1;16;39.0;0
-9;-9;16;23.0;6
8;8;24;55.0;2
9;9;9;-12.0;15
-16;-16;13;-15.0;-1
13;13;13;22.0;-1
-3;-3;0;4.0;-7
-15;-15;14;23.0;-1
-4;-4;17;-24.0;2
5;5;29;-9.0;-1
9;9;22;-11.0;3
8;8;8;-39.0;-2
-2;-2;2;7.0;-2
-5;-5;2;-5.0;-4
1;1;11;22.0;3
948;948;-1354;39.0;1310
0;0;-6;-10.0;-3
9;9;17;-1.0;0
-10;-10;15;-23.0;1
-6;-6;9;29.0;6
-3;-3;22;-26.0;-1
-17;-17;13;16.0;0
-10;-10;8;25.0;6
7;7;17;-16.0;4
7;7;-2;-32.0;2
-24;-24;8;-18.0;4
-29;-29;13;8.0;4
5;5;31;-10.0;0
-16;-16;13;17.0;-1
-21;-21;23;1.0;5
7;7;11;-24.0;2
-7;-7;35;7.0;-5
-23;-23;22;-14.0;2
-15;-15;31;9.0;-3
3;3;27;17.0;3
-6;-6;10;26.0;0
0;0;9;23.0;-2
-19;-19;14;12.0;0
-3;-3;20;-20.0;6
-25;-25;-18;-9.0;53
-6;-6;14;20.0;-8
-8;-8;15;25.0;8
-5;-5;4;15.0;-12
-3;-3;31;-18.0;1
5;5;25;11.0;2
-26;-26;11;-8.0;10
7;7;12;11.0;9
3;3;42;11.0;12
-1;-1;15;-35.0;7
630;630;1019;-155.0;981
-22;-22;18;-24.0;2
1;1;17;-20.0;0
9;9;17;19.0;0
-28;-28;21;8.0;0
13;13;13;44.0;0
19;19;21;12.0;78
-17;-17;11;-13.0;6
62;62;13;77.0;-116
-20;-20;11;-3.0;6
19;19;12;-16.0;1
-48;-48;33;-56.0;-89
-16;-16;20;22.0;0
-3;-3;27;25.0;-8
-24;-24;34;5.0;-2
-9;-9;15;23.0;-1
-14;-14;8;17.0;7
-7;-7;9;21.0;-10
-11;-11;11;-22.0;-3
-21;-21;23;8.0;-2
-15;-15;14;-20.0;2
-2;-2;23;-22.0;3
-12;-12;43;-21.0;-5
5;5;47;95.0;120
-44;-44;29;-275.0;228
-541;-541;300;81.0;883
-15;-15;13;-22.0;3
-16;-16;26;17.0;-3
-7;-7;24;23.0;2
4;4;11;2.0;-6
-6;-6;36;23.0;2
-7;-7;38;12.0;0
3;3;11;-15.0;4
7;7;36;34.0;1
-25;-25;44;-19.0;-5
10;10;12;-16.0;2
13;13;11;0.0;-6
8;8;7;-7.0;4
1;1;19;-15.0;-5
-12;-12;4;18.0;-9
-24;-24;17;-11.0;1
-20;-20;17;-15.0;0
543;543;888;21.0;-1495
-20;-20;18;-16.0;1
-23;-23;15;19.0;-2
141;141;348;32.0;-205
8;8;2;-15.0;4
5;5;25;-15.0;5
-2;-2;14;24.0;3
-20;-20;12;0.0;-3
0;0;19;23.0;2
579;579;95;-163.0;1054
15;15;48;16.0;4
3;3;50;-23.0;-10
-3;-3;39;12.0;-11
7;7;39;-18.0;-2
-21;-21;21;4.0;2
6;6;21;-9.0;6
4;4;14;-21.0;-2
7;7;19;6.0;-2
-665;-665;-1156;-295.0;1086
-5;-5;37;-10.0;-4
8;8;12;11.0;3
-18;-18;19;17.0;-6
1;1;7;-15.0;5
6;6;19;2.0;11
-9;-9;22;30.0;-56
-6;-6;9;23.0;6
1;1;19;25.0;15
-28;-28;7;-6.0;0
-19;-19;29;6.0;-3
-2;-2;37;17.0;4
-24;-24;19;2.0;0
7;7;19;12.0;9
-8;-8;40;-5.0;0
-27;-27;9;17.0;7
-227;-227;-250;-215.0;242
2;2;16;-17.0;1
-6;-6;-8;-23.0;-48
9;9;23;0.0;-7
-20;-20;33;-10.0;0
-9;-9;5;-20.0;-2
-14;-14;0;4.0;2
5;5;21;19.0;3
-16;-16;26;-21.0;-5
-63;-63;86;23.0;-13
-6;-6;36;12.0;4
1;1;24;-15.0;-2
214;214;-226;77.0;504
9;9;23;2.0;2
-8;-8;29;20.0;-6
-25;-25;23;15.0;3
4;4;23;-13.0;1
608;608;344;52.0;-502
9;9;25;-26.0;3
-9;-9;25;-20.0;2
10;10;21;-9.0;2
-3;-3;28;-31.0;0
-1;-1;21;-24.0;3
4028;4028;300;178.0;473
-10;-10;22;-31.0;-2
16;16;26;23.0;2
10;10;23;-18.0;0
-17;-17;27;26.0;-5
-45;-45;18;6.0;2
9;9;24;5.0;3
-18;-18;23;-18.0;1
-15;-15;22;-19.0;5
-13;-13;24;-19.0;-1
10;10;21;13.0;-2
-12;-12;21;-22.0;2
-8;-8;9;21.0;4
7;7;23;-8.0;4
17;17;30;6.0;-1
-15;-15;30;-13.0;2
-17;-17;2;-2.0;2
-11;-11;20;-20.0;-1
-20;-20;25;-11.0;2
10;10;13;-2.0;602
-6;-6;18;25.0;-3
-4;-4;1;-18.0;4
-16;-16;-6;5.0;-3
-21;-21;20;-2.0;7
-25;-25;27;-43.0;1
-15;-15;30;-12.0;-3
-24;-24;1;4.0;-9
-6;-6;21;-28.0;5
6;6;21;17.0;2
-3;-3;-6;-4.0;0
7;7;29;17.0;-1
8;8;22;6.0;4
7;7;18;-3.0;-2
7;7;23;-8.0;3
-18;-18;27;-11.0;-7
-10;-10;20;-22.0;8
5;5;23;-28.0;-1
2;2;20;19.0;-2
6;6;19;-22.0;12
16;16;62;-83.0;25
-1;-1;35;-28.0;-3
6;6;41;6.0;1
17;17;33;-14.0;-14
-1;-1;-1;-2.0;-2
1;1;38;-7.0;-6
1;1;3;2.0;0
6;6;22;-8.0;-1
6;6;21;-49.0;0
-10;-10;19;-26.0;-1
-27;-27;21;-1.0;-5
-9;-9;30;-16.0;-4
3;3;21;-24.0;0
15;15;-1;4.0;-3
-4;-4;23;-20.0;0
-29;-29;17;-3.0;2
5;5;26;0.0;-6
-23;-23;27;12.0;-4
3;3;7;19.0;-2
10;10;19;-3.0;4
-22;-22;22;2.0;0
-20;-20;43;-46.0;-6
-4;-4;44;-28.0;12
-20;-20;24;13.0;-2
-8;-8;4;-25.0;-6
-7;-7;36;4.0;4
-17;-17;23;31.0;-2
-7;-7;30;23.0;-2
9;9;26;2.0;-2
-20;-20;19;-14.0;1
-21;-21;19;15.0;2
-21;-21;22;10.0;0
1;1;18;26.0;3
9;9;21;-7.0;2
10;10;24;-4.0;-1
-22;-22;22;-9.0;-1
-18;-18;36;-1.0;4
-9;-9;34;5.0;-18
-9;-9;23;-28.0;1
6;6;22;21.0;6
-35;-35;15;-13.0;2
-9;-9;-11;25.0;-16
-31;-31;24;-130.0;1
7;7;10;76.0;-1
25;25;15;32.0;-4
297;297;-819;-335.0;460
-13;-13;39;215.0;-311
-4377;-4377;-681;-464.0;-132
-13;-13;-14;48.0;0
99;99;20;-168.0;-9
1898;1898;354;272.0;684
73;73;50;-16.0;-4
-28;-28;-62;-89.0;-2
25;25;7;0.0;-3
-16;-16;11;70.0;0
-41;-41;11;71.0;0
22;22;21;-45.0;3
-30;-30;-15;37.0;4
-8;-8;13;-104.0;3
5;5;-12;51.0;-6
-59;-59;29;-210.0;-1
-2;-2;5;43.0;0
36;36;-313;-27.0;235
-511;-511;64;258.0;-140
155;155;10;153.0;14
17;17;-10;29.0;1
227;227;-527;-34.0;-229
6;6;-12;3.0;-2
355;355;-148;-116.0;-52
-32;-32;-27;7.0;16
-32;-32;27;-9.0;-3
232;232;136;-473.0;-57
10;10;24;-15.0;3
-10;-10;22;162.0;3
281;281;448;182.0;296
-575;-575;517;117.0;145
-18;-18;23;-56.0;-1
-56;-56;42;49.0;-2
13;13;19;8.0;0
21;21;26;-13.0;0
-36;-36;-7;-27.0;-1
-6;-6;42;-67.0;-3
-53;-53;13;-268.0;-156
18;18;17;3.0;2
4;4;19;-199.0;1
19;19;19;-24.0;1
5;5;11;28.0;-4
33;33;22;171.0;-5
1124;1124;218;306.0;317
406;406;177;421.0;-279
-11;-11;54;31.0;2
24;24;-45;-62.0;-72
487;487;101;326.0;227
-3;-3;-7;-48.0;-2
27;27;9;51.0;0
12;12;7;-23.0;-5
-21;-21;27;36.0;3
-1990;-1990;-238;118.0;1679
2;2;466;-199.0;7
-62;-62;-49;-106.0;125
-12;-12;21;-37.0;254
17;17;1;-28.0;1
-40;-40;17;26.0;3
-223;-223;-44;138.0;-127
18;18;-3;57.0;2
-127;-127;-658;-150.0;-315
-46;-46;-2;-10.0;-6
-135;-135;-139;-97.0;-140
44;44;1;-51.0;3
23;23;36;52.0;-5
-85;-85;13;96.0;-62
417;417;300;-27.0;127
-543;-543;-229;-33.0;-986
13;13;11;-131.0;4
62;62;20;-329.0;3
-1458;-1458;-17;-155.0;21
1445;1445;600;398.0;-729
32;32;23;12.0;4
-47;-47;24;-77.0;2
-30;-30;15;-469.0;-5
-37;-37;30;-34.0;-1
38;38;380;49.0;-528
100;100;24;23.0;-1
-9;-9;-18;115.0;11
39;39;73;47.0;6
-27;-27;28;53.0;6
-14;-14;20;-308.0;-2
-335;-335;108;199.0;166
-11;-11;19;-40.0;3
-180;-180;478;60.0;372
-711;-711;284;273.0;-608
13;13;28;115.0;-3
41;41;9;-15.0;0
17;17;15;21.0;1
