Accelerometer LUA_ accX;Accelerometer LWR accX;InertialMeasurementUnit LLA accZ;Accelerometer LH accZ;Accelerometer LWR accZ
10.0;-344.0;10.0;46.0;415.0
-11.0;-335.0;6.0;74.0;413.0
4.0;-327.0;3.0;86.0;387.0
24.0;-353.0;8.0;39.0;415.0
61.0;-352.0;15.0;49.0;520.0
10.0;-328.0;15.0;68.0;416.0
39.0;-375.0;38.0;-4.0;431.0
3.0;-303.0;-39.0;147.0;469.0
25.0;-332.0;-2.0;51.0;428.0
16.0;-332.0;-8.0;58.0;415.0
11.0;-350.0;-2.0;88.0;404.0
15.0;-348.0;6.0;78.0;373.0
-11.0;-339.0;16.0;44.0;410.0
0.0;-315.0;-13.0;52.0;398.0
19.0;-333.0;29.0;35.0;420.0
-42.0;-381.0;-11.0;-13.0;384.0
40.0;-353.0;-10.0;54.0;428.0
40.0;-325.0;-52.0;67.0;381.0
-261.0;-590.0;-84.0;-115.0;579.0
-180.0;-414.0;-343.0;-35.0;491.0
-18.0;-362.0;-8.0;77.0;389.0
39.0;-332.0;8.0;62.0;416.0
-17.0;-340.0;4.0;74.0;386.0
36.0;-361.0;-1.0;45.0;392.0
27.0;-340.0;8.0;65.0;403.0
0.0;-336.0;-18.0;111.0;366.0
-25.0;-450.0;49.0;78.0;478.0
-42.0;-308.0;-15.0;71.0;396.0
-168.0;-282.0;76.0;-4.0;581.0
81.0;-375.0;-209.0;-374.0;329.0
-40.0;-359.0;-27.0;74.0;347.0
-75.0;-516.0;-81.0;345.0;173.0
-3.0;-324.0;15.0;79.0;334.0
64.0;-312.0;89.0;63.0;451.0
-32.0;-362.0;-2.0;122.0;394.0
-9.0;-323.0;-22.0;129.0;353.0
-195.0;-403.0;-16.0;79.0;275.0
-78.0;-321.0;-35.0;59.0;523.0
-10.0;-346.0;-29.0;91.0;364.0
32.0;-342.0;-47.0;126.0;393.0
94.0;-318.0;-43.0;-10.0;507.0
-17.0;-324.0;-22.0;81.0;375.0
1.0;-321.0;-24.0;82.0;368.0
0.0;-317.0;-15.0;89.0;371.0
-30.0;-222.0;-11.0;72.0;300.0
30.0;-339.0;-11.0;109.0;359.0
-10.0;-312.0;-5.0;80.0;344.0
35.0;-334.0;-20.0;61.0;364.0
81.0;-284.0;45.0;39.0;402.0
100.0;-287.0;-60.0;62.0;337.0
96.0;-371.0;150.0;153.0;420.0
-267.0;-663.0;-384.0;103.0;289.0
-13.0;-333.0;22.0;83.0;389.0
-95.0;-227.0;-45.0;33.0;225.0
26.0;-302.0;-9.0;76.0;336.0
-201.0;-275.0;-7.0;-11.0;257.0
132.0;-303.0;2.0;63.0;383.0
69.0;-272.0;30.0;59.0;325.0
49.0;-263.0;-26.0;39.0;340.0
55.0;-299.0;8.0;113.0;403.0
21.0;-322.0;16.0;71.0;374.0
58.0;-297.0;52.0;68.0;432.0
39.0;-321.0;32.0;41.0;404.0
24.0;-344.0;-3.0;166.0;330.0
28.0;-338.0;19.0;81.0;370.0
-19.0;-342.0;-30.0;121.0;342.0
0.0;-183.0;-110.0;228.0;9.0
-27.0;-318.0;-74.0;111.0;274.0
-24.0;-340.0;-25.0;72.0;363.0
-28.0;-356.0;-43.0;83.0;386.0
50.0;-331.0;4.0;66.0;381.0
133.0;-360.0;-52.0;173.0;366.0
94.0;-231.0;-12.0;85.0;430.0
47.0;-303.0;22.0;95.0;245.0
24.0;-370.0;43.0;97.0;355.0
248.0;-264.0;-12.0;-4.0;373.0
-22.0;-351.0;-7.0;73.0;364.0
225.0;-328.0;5.0;31.0;453.0
19.0;-320.0;35.0;53.0;398.0
-23.0;-348.0;87.0;114.0;324.0
18.0;-320.0;21.0;0.0;438.0
20.0;-314.0;20.0;27.0;410.0
67.0;-348.0;16.0;87.0;433.0
54.0;-316.0;23.0;80.0;419.0
29.0;-331.0;14.0;27.0;296.0
36.0;-292.0;7.0;30.0;415.0
63.0;-340.0;32.0;54.0;443.0
68.0;-275.0;6.0;51.0;407.0
28.0;-316.0;27.0;61.0;424.0
35.0;-309.0;30.0;74.0;414.0
-29.0;-353.0;-37.0;19.0;296.0
1.0;-337.0;38.0;100.0;384.0
39.0;-301.0;25.0;38.0;432.0
39.0;-311.0;6.0;50.0;375.0
39.0;-399.0;20.0;70.0;321.0
6.0;-336.0;30.0;48.0;383.0
2.0;-327.0;35.0;77.0;415.0
-153.0;-334.0;-105.0;192.0;248.0
-166.0;-358.0;-32.0;-168.0;429.0
18.0;-299.0;21.0;40.0;426.0
0.0;-354.0;-14.0;172.0;380.0
13.0;-313.0;14.0;21.0;406.0
-11.0;-320.0;1.0;72.0;376.0
29.0;-319.0;28.0;62.0;404.0
12.0;-320.0;32.0;57.0;384.0
36.0;-348.0;-5.0;8.0;381.0
26.0;-585.0;49.0;142.0;461.0
46.0;-341.0;16.0;51.0;377.0
31.0;-316.0;18.0;91.0;389.0
24.0;-333.0;28.0;70.0;364.0
11.0;-303.0;30.0;65.0;412.0
166.0;-232.0;-48.0;-156.0;619.0
16.0;-321.0;-26.0;126.0;345.0
39.0;-366.0;-22.0;89.0;385.0
38.0;-364.0;-116.0;53.0;420.0
-18.0;-319.0;1.0;81.0;395.0
-10.0;-282.0;-16.0;67.0;430.0
-81.0;-407.0;-67.0;91.0;387.0
53.0;-436.0;-59.0;-99.0;424.0
24.0;-331.0;15.0;29.0;380.0
35.0;-321.0;24.0;31.0;394.0
37.0;-318.0;21.0;37.0;378.0
-1.0;-295.0;-17.0;40.0;338.0
-1.0;-313.0;37.0;61.0;402.0
1.0;-320.0;39.0;51.0;426.0
37.0;-300.0;16.0;62.0;377.0
30.0;-332.0;59.0;64.0;456.0
37.0;-282.0;39.0;50.0;394.0
-20.0;-322.0;15.0;93.0;408.0
-29.0;-325.0;18.0;70.0;405.0
115.0;-252.0;17.0;10.0;404.0
0.0;-342.0;21.0;134.0;369.0
-10.0;-312.0;-27.0;53.0;366.0
17.0;-361.0;-46.0;63.0;357.0
38.0;-318.0;21.0;39.0;413.0
-31.0;-220.0;-2.0;132.0;424.0
22.0;-502.0;-277.0;-7.0;142.0
391.0;-349.0;-74.0;123.0;485.0
46.0;-395.0;-31.0;125.0;528.0
35.0;-280.0;-8.0;116.0;456.0
31.0;-303.0;29.0;43.0;483.0
112.0;-439.0;74.0;60.0;452.0
-37.0;-331.0;16.0;87.0;389.0
175.0;-350.0;62.0;-61.0;562.0
58.0;-316.0;48.0;-76.0;479.0
16.0;-306.0;16.0;59.0;440.0
8.0;-311.0;11.0;30.0;424.0
-12.0;-315.0;-15.0;74.0;366.0
18.0;-282.0;23.0;107.0;393.0
28.0;-312.0;19.0;67.0;376.0
-51.0;-187.0;-85.0;62.0;229.0
9.0;-296.0;-60.0;61.0;341.0
42.0;-298.0;26.0;41.0;408.0
26.0;-246.0;50.0;64.0;362.0
21.0;-312.0;28.0;54.0;422.0
47.0;-337.0;23.0;50.0;426.0
28.0;-312.0;29.0;73.0;404.0
-3.0;-328.0;31.0;51.0;449.0
86.0;-282.0;41.0;110.0;352.0
-10.0;-354.0;-6.0;130.0;365.0
24.0;-370.0;-101.0;-174.0;780.0
33.0;-325.0;-15.0;32.0;451.0
48.0;-338.0;88.0;84.0;405.0
23.0;-288.0;287.0;66.0;417.0
5.0;-333.0;32.0;70.0;429.0
-2.0;-479.0;140.0;-29.0;533.0
16.0;-328.0;39.0;28.0;424.0
-165.0;-366.0;127.0;59.0;526.0
14.0;-340.0;33.0;43.0;451.0
32.0;-283.0;35.0;59.0;430.0
-1.0;-306.0;77.0;-3.0;444.0
32.0;-555.0;59.0;-283.0;492.0
-7.0;-301.0;38.0;35.0;399.0
20.0;-322.0;35.0;62.0;394.0
112.0;-457.0;11.0;98.0;557.0
5.0;-386.0;-13.0;85.0;448.0
17.0;-278.0;23.0;61.0;367.0
47.0;-252.0;-17.0;56.0;297.0
-37.0;-402.0;17.0;132.0;454.0
29.0;-302.0;8.0;79.0;384.0
12.0;-302.0;9.0;63.0;390.0
34.0;-438.0;47.0;205.0;473.0
139.0;-458.0;30.0;150.0;334.0
-9.0;-295.0;64.0;92.0;419.0
-196.0;-493.0;-37.0;-619.0;807.0
33.0;-321.0;18.0;4.0;426.0
54.0;-347.0;20.0;23.0;434.0
39.0;-298.0;24.0;21.0;417.0
28.0;-317.0;45.0;68.0;421.0
19.0;-303.0;17.0;53.0;394.0
3.0;-308.0;25.0;88.0;363.0
73.0;-316.0;54.0;-9.0;474.0
16.0;-366.0;116.0;43.0;505.0
-174.0;-598.0;78.0;96.0;501.0
14.0;-332.0;34.0;28.0;435.0
-65.0;-327.0;69.0;-17.0;455.0
-11.0;-338.0;8.0;100.0;386.0
137.0;-569.0;186.0;-282.0;730.0
4.0;-320.0;22.0;18.0;433.0
10.0;-321.0;25.0;16.0;431.0
31.0;-323.0;31.0;29.0;441.0
-47.0;-293.0;52.0;35.0;384.0
-49.0;-287.0;13.0;38.0;333.0
33.0;-328.0;16.0;76.0;367.0
40.0;-325.0;31.0;18.0;454.0
10.0;-347.0;16.0;103.0;367.0
-59.0;-384.0;25.0;150.0;324.0
17.0;-321.0;34.0;39.0;395.0
-26.0;-271.0;44.0;55.0;413.0
19.0;-222.0;47.0;125.0;190.0
58.0;-403.0;-93.0;41.0;452.0
91.0;-223.0;11.0;39.0;282.0
-3.0;-315.0;19.0;34.0;425.0
4.0;-316.0;18.0;20.0;411.0
4.0;-302.0;15.0;19.0;413.0
24.0;-322.0;18.0;18.0;414.0
-33.0;-456.0;-9.0;175.0;325.0
-17.0;-364.0;2.0;101.0;363.0
14.0;-319.0;18.0;20.0;409.0
10.0;-310.0;27.0;70.0;407.0
21.0;-313.0;22.0;70.0;391.0
28.0;-329.0;23.0;30.0;378.0
-179.0;-399.0;-111.0;70.0;537.0
-50.0;-345.0;-39.0;129.0;438.0
7.0;-307.0;16.0;81.0;393.0
29.0;-320.0;18.0;65.0;381.0
-38.0;-496.0;71.0;-365.0;783.0
18.0;-363.0;12.0;101.0;430.0
-21.0;-331.0;-4.0;3.0;443.0
-81.0;-246.0;-114.0;-61.0;380.0
-35.0;-312.0;-15.0;29.0;414.0
-29.0;-185.0;-160.0;-222.0;426.0
67.0;-325.0;2.0;94.0;375.0
21.0;-258.0;-54.0;-26.0;424.0
73.0;-424.0;-147.0;-60.0;649.0
12.0;-345.0;35.0;51.0;433.0
-1.0;-311.0;9.0;59.0;374.0
-10.0;-311.0;22.0;60.0;403.0
3.0;-312.0;19.0;69.0;373.0
-39.0;-282.0;38.0;103.0;351.0
-6.0;-279.0;-17.0;-89.0;374.0
11.0;-361.0;16.0;91.0;378.0
162.0;-237.0;-268.0;-27.0;283.0
12.0;-293.0;15.0;59.0;413.0
21.0;-330.0;21.0;86.0;386.0
69.0;-289.0;-98.0;34.0;323.0
60.0;-444.0;298.0;234.0;429.0
10.0;-319.0;41.0;41.0;353.0
8.0;-327.0;-1.0;96.0;376.0
28.0;-317.0;-4.0;89.0;370.0
67.0;-294.0;59.0;80.0;391.0
28.0;-310.0;30.0;42.0;406.0
32.0;-313.0;55.0;34.0;403.0
-4.0;-322.0;8.0;71.0;367.0
-147.0;-329.0;-237.0;87.0;365.0
30.0;-326.0;44.0;70.0;382.0
-79.0;-317.0;-217.0;-10.0;324.0
2.0;-320.0;11.0;98.0;374.0
41.0;-338.0;25.0;59.0;432.0
23.0;-336.0;23.0;91.0;385.0
-470.0;-859.0;-702.0;662.0;-20.0
52.0;-207.0;-20.0;140.0;283.0
4.0;-305.0;17.0;47.0;386.0
73.0;-379.0;116.0;147.0;464.0
33.0;-326.0;17.0;90.0;418.0
10.0;-332.0;12.0;7.0;410.0
48.0;-303.0;16.0;73.0;415.0
35.0;-294.0;33.0;97.0;332.0
-7.0;-344.0;29.0;76.0;375.0
11.0;-279.0;1.0;49.0;368.0
-105.0;-504.0;-32.0;230.0;377.0
29.0;-510.0;62.0;129.0;631.0
175.0;-59.0;84.0;-105.0;441.0
77.0;-339.0;87.0;194.0;375.0
-89.0;-398.0;-139.0;-802.0;569.0
-194.0;-175.0;-39.0;103.0;138.0
39.0;-275.0;-18.0;203.0;366.0
83.0;-190.0;11.0;153.0;166.0
40.0;-257.0;-12.0;71.0;443.0
281.0;-473.0;29.0;283.0;504.0
-72.0;-294.0;-41.0;250.0;165.0
138.0;-240.0;118.0;20.0;445.0
137.0;-195.0;27.0;136.0;304.0
21.0;-316.0;55.0;75.0;381.0
-2.0;-221.0;110.0;-18.0;514.0
165.0;-365.0;79.0;113.0;466.0
19.0;-294.0;13.0;21.0;415.0
39.0;-172.0;-57.0;168.0;77.0
-225.0;-703.0;-62.0;735.0;277.0
160.0;-78.0;9.0;-195.0;475.0
202.0;-328.0;-91.0;272.0;328.0
173.0;-385.0;-224.0;39.0;591.0
233.0;-73.0;188.0;42.0;314.0
76.0;-548.0;0.0;317.0;330.0
-11.0;-358.0;131.0;187.0;334.0
100.0;-285.0;4.0;284.0;182.0
-293.0;-584.0;-475.0;361.0;115.0
62.0;-269.0;64.0;83.0;461.0
78.0;-269.0;81.0;80.0;428.0
222.0;-120.0;-137.0;-143.0;566.0
0.0;-321.0;38.0;69.0;365.0
-117.0;-594.0;-258.0;266.0;379.0
40.0;-277.0;50.0;32.0;379.0
14.0;-340.0;23.0;198.0;235.0
289.0;-135.0;-18.0;-41.0;386.0
137.0;-261.0;186.0;14.0;421.0
27.0;-297.0;23.0;25.0;392.0
93.0;-282.0;133.0;92.0;437.0
97.0;-272.0;88.0;45.0;440.0
38.0;-345.0;141.0;33.0;413.0
350.0;9.0;419.0;-607.0;652.0
-25.0;-237.0;148.0;96.0;332.0
165.0;-218.0;100.0;-38.0;506.0
114.0;-396.0;24.0;157.0;532.0
262.0;-223.0;-14.0;142.0;317.0
187.0;-150.0;-4.0;41.0;357.0
54.0;-254.0;81.0;129.0;270.0
52.0;-204.0;57.0;-73.0;452.0
109.0;-254.0;63.0;12.0;482.0
55.0;-251.0;42.0;153.0;399.0
38.0;-322.0;192.0;-578.0;854.0
-148.0;-352.0;108.0;-659.0;830.0
182.0;-270.0;99.0;186.0;394.0
194.0;-243.0;87.0;40.0;448.0
113.0;-421.0;166.0;43.0;649.0
-148.0;-236.0;-68.0;114.0;329.0
69.0;-273.0;57.0;129.0;472.0
87.0;-360.0;144.0;103.0;513.0
-114.0;-367.0;246.0;276.0;175.0
-393.0;-925.0;-481.0;317.0;330.0
-71.0;-495.0;172.0;218.0;365.0
-419.0;-822.0;-430.0;-174.0;527.0
106.0;-277.0;14.0;-18.0;533.0
86.0;-349.0;-503.0;140.0;409.0
-19.0;-529.0;-81.0;395.0;497.0
-282.0;-652.0;-465.0;668.0;55.0
38.0;-284.0;17.0;1.0;445.0
-103.0;-283.0;48.0;122.0;400.0
-163.0;-348.0;116.0;231.0;363.0
11.0;-136.0;-63.0;-72.0;382.0
16.0;-252.0;25.0;5.0;384.0
-54.0;-106.0;-3.0;-39.0;254.0
23.0;-226.0;54.0;42.0;314.0
100.0;-214.0;105.0;54.0;365.0
19.0;-264.0;114.0;-114.0;621.0
23.0;-263.0;77.0;116.0;384.0
79.0;-109.0;-21.0;95.0;357.0
77.0;-277.0;168.0;141.0;377.0
-277.0;-842.0;-303.0;153.0;535.0
56.0;-296.0;69.0;234.0;477.0
-69.0;-644.0;-123.0;18.0;670.0
185.0;-107.0;155.0;-49.0;385.0
89.0;-202.0;170.0;8.0;369.0
354.0;99.0;253.0;-79.0;303.0
-61.0;-389.0;-146.0;314.0;197.0
126.0;-288.0;99.0;10.0;515.0
113.0;-129.0;290.0;-870.0;865.0
-95.0;-333.0;123.0;202.0;247.0
43.0;-372.0;20.0;301.0;364.0
72.0;-12.0;86.0;-2.0;260.0
-50.0;-292.0;-41.0;191.0;309.0
