Accelerometer LWR accZ;Accelerometer LUA_ accY;InertialMeasurementUnit LLA accY;Accelerometer LH accY;Accelerometer LWR accX;InertialMeasurementUnit L-SHOE EuX;InertialMeasurementUnit BACK Quaternion1
436.0;1046.0;-425.0;1153.0;-322.0;-44;498.0
393.0;961.0;-316.0;1022.0;-271.0;61;-55.0
298.0;849.0;-368.0;762.0;-365.0;100;-593.0
218.0;756.0;-114.0;929.0;-281.0;-94;763.0
513.0;848.0;-509.0;829.0;-522.0;-155;802.0
215.0;633.0;-336.0;893.0;-359.0;-1;319.0
270.0;816.0;-345.0;779.0;-550.0;-55;746.0
414.0;958.0;-338.0;1007.0;-293.0;31;23.0
468.0;805.0;-25.0;879.0;-309.0;-157;763.0
348.0;995.0;-385.0;1064.0;-296.0;149;682.0
476.0;898.0;-346.0;880.0;-558.0;140;759.0
443.0;890.0;-341.0;934.0;-407.0;-62;446.0
408.0;952.0;-169.0;1044.0;-35.0;-172;832.0
347.0;840.0;-159.0;852.0;-351.0;-66;364.0
387.0;933.0;-584.0;1148.0;-281.0;82;242.0
423.0;895.0;-258.0;910.0;-430.0;-71;297.0
424.0;961.0;-355.0;1006.0;-328.0;99;-682.0
662.0;1012.0;-376.0;940.0;-560.0;101;67.0
344.0;769.0;-408.0;1109.0;-214.0;55;149.0
209.0;913.0;-150.0;1040.0;-229.0;-62;216.0
466.0;855.0;-247.0;939.0;-365.0;-68;185.0
493.0;939.0;-366.0;1008.0;-331.0;-68;183.0
344.0;767.0;-427.0;977.0;-331.0;37;194.0
266.0;784.0;-136.0;819.0;-189.0;-41;141.0
444.0;744.0;-279.0;865.0;-196.0;-59;324.0
366.0;819.0;-449.0;917.0;-127.0;-15;275.0
334.0;939.0;-365.0;780.0;-279.0;-48;330.0
336.0;912.0;-346.0;915.0;-458.0;-151;-714.0
412.0;1074.0;-159.0;1117.0;-434.0;4;6.0
309.0;1013.0;-246.0;1267.0;-208.0;41;92.0
354.0;870.0;-320.0;926.0;-397.0;-50;166.0
256.0;817.0;-312.0;883.0;-364.0;12;188.0
428.0;971.0;-352.0;1119.0;-350.0;-24;127.0
432.0;771.0;-270.0;907.0;-179.0;2;35.0
256.0;914.0;-291.0;1025.0;-377.0;-20;130.0
303.0;923.0;-363.0;987.0;-409.0;-20;126.0
178.0;797.0;-374.0;911.0;-474.0;36;-2.0
344.0;986.0;-348.0;972.0;-177.0;-24;176.0
354.0;916.0;-293.0;860.0;-190.0;-24;181.0
352.0;917.0;-337.0;919.0;-459.0;-24;161.0
665.0;826.0;-460.0;892.0;-159.0;91;-50.0
480.0;945.0;-647.0;1072.0;-313.0;120;71.0
514.0;946.0;-386.0;1023.0;-221.0;-24;128.0
422.0;966.0;-348.0;1465.0;-437.0;25;-203.0
377.0;856.0;-430.0;1078.0;-504.0;55;84.0
672.0;1083.0;-400.0;983.0;-532.0;-20;149.0
418.0;943.0;-402.0;891.0;-402.0;-24;142.0
423.0;930.0;-429.0;864.0;-428.0;-24;146.0
421.0;948.0;-398.0;890.0;-387.0;-24;152.0
398.0;924.0;-433.0;871.0;-394.0;-24;153.0
431.0;905.0;-380.0;854.0;-409.0;-24;163.0
273.0;946.0;-479.0;967.0;-708.0;112;482.0
238.0;982.0;-482.0;989.0;-398.0;150;376.0
424.0;925.0;-400.0;858.0;-418.0;-24;167.0
443.0;928.0;-432.0;875.0;-410.0;-24;172.0
437.0;931.0;-418.0;877.0;-428.0;-24;174.0
413.0;906.0;-409.0;850.0;-422.0;-24;176.0
387.0;920.0;-414.0;862.0;-401.0;-24;176.0
248.0;912.0;-337.0;804.0;-309.0;154;697.0
384.0;858.0;-96.0;875.0;-418.0;140;687.0
325.0;807.0;-172.0;966.0;-185.0;163;788.0
414.0;954.0;-419.0;884.0;-439.0;-24;177.0
368.0;1040.0;-352.0;983.0;-397.0;36;367.0
368.0;935.0;-384.0;847.0;-419.0;-33;182.0
328.0;971.0;-327.0;859.0;-479.0;-66;212.0
425.0;1016.0;-341.0;901.0;-424.0;-93;245.0
296.0;996.0;-288.0;1047.0;-331.0;144;374.0
406.0;1038.0;-339.0;969.0;-449.0;-107;254.0
139.0;980.0;-361.0;813.0;-326.0;76;335.0
336.0;865.0;-489.0;926.0;-144.0;133;726.0
481.0;973.0;-241.0;1036.0;-398.0;134;707.0
391.0;926.0;-236.0;698.0;-612.0;-24;170.0
432.0;956.0;-376.0;981.0;-437.0;102;-701.0
633.0;1075.0;-408.0;1423.0;-513.0;16;-516.0
485.0;1310.0;-428.0;1291.0;-439.0;-10;679.0
420.0;875.0;-343.0;1024.0;-226.0;97;581.0
240.0;962.0;-276.0;929.0;-622.0;-6;466.0
401.0;1383.0;-438.0;1476.0;-529.0;54;624.0
544.0;1149.0;-392.0;1237.0;-329.0;-34;306.0
609.0;954.0;-197.0;1108.0;-144.0;-100;699.0
364.0;825.0;-669.0;1005.0;-214.0;27;282.0
558.0;963.0;-407.0;1098.0;-396.0;103;-711.0
2.0;838.0;-345.0;857.0;-712.0;67;247.0
220.0;1081.0;-216.0;1260.0;-291.0;-63;250.0
153.0;593.0;-148.0;786.0;-110.0;-42;221.0
499.0;921.0;-491.0;1020.0;-248.0;104;-725.0
382.0;1055.0;-261.0;1019.0;-430.0;109;186.0
393.0;1342.0;-207.0;1500.0;-215.0;-124;764.0
152.0;561.0;-217.0;779.0;-158.0;-113;702.0
287.0;1006.0;-414.0;1140.0;-274.0;9;15.0
189.0;873.0;-373.0;833.0;-741.0;-31;322.0
461.0;1001.0;-510.0;1189.0;-342.0;133;-316.0
267.0;1047.0;-396.0;860.0;-320.0;-37;347.0
598.0;1094.0;-155.0;1313.0;-408.0;116;-101.0
451.0;909.0;-451.0;979.0;-403.0;58;-56.0
127.0;1038.0;-259.0;1015.0;-485.0;-21;94.0
70.0;899.0;220.0;952.0;13.0;-60;-886.0
416.0;865.0;-239.0;994.0;-217.0;124;-690.0
473.0;-811.0;-811.0;-689.0;-345.0;116;-658.0
1078.0;-387.0;-890.0;-750.0;201.0;116;-663.0
440.0;390.0;-466.0;651.0;-255.0;-89;684.0
455.0;1105.0;-463.0;1162.0;-357.0;-27;123.0
505.0;908.0;-130.0;946.0;-338.0;-23;357.0
393.0;841.0;-136.0;782.0;-320.0;-24;181.0
235.0;1107.0;-282.0;1217.0;-371.0;13;134.0
441.0;830.0;-304.0;1354.0;-369.0;-27;-618.0
478.0;924.0;-379.0;1069.0;-80.0;62;22.0
374.0;1068.0;-264.0;920.0;-384.0;101;179.0
293.0;1107.0;-484.0;1197.0;-333.0;20;17.0
314.0;1009.0;-458.0;1037.0;-205.0;14;-446.0
387.0;956.0;-314.0;1007.0;-314.0;99;-683.0
555.0;1076.0;-442.0;1152.0;-332.0;2;30.0
308.0;882.0;-181.0;1053.0;-411.0;83;218.0
475.0;842.0;-282.0;1152.0;-446.0;23;89.0
424.0;989.0;-335.0;1024.0;-331.0;31;28.0
546.0;1133.0;-387.0;1203.0;-522.0;-62;280.0
444.0;826.0;-194.0;958.0;-333.0;-82;770.0
456.0;947.0;-444.0;883.0;-437.0;-24;156.0
257.0;924.0;-346.0;1159.0;-284.0;67;296.0
569.0;1090.0;-150.0;1258.0;-236.0;124;703.0
386.0;1233.0;-228.0;1498.0;-273.0;-72;175.0
344.0;1007.0;-121.0;1342.0;-143.0;-55;101.0
394.0;830.0;-123.0;984.0;-251.0;-31;336.0
806.0;821.0;-617.0;145.0;-158.0;64;494.0
461.0;924.0;-433.0;845.0;-461.0;-24;141.0
263.0;1067.0;-413.0;973.0;-324.0;-122;299.0
647.0;931.0;-582.0;1119.0;-784.0;-119;175.0
403.0;928.0;-211.0;1028.0;-60.0;92;87.0
126.0;896.0;-310.0;917.0;-221.0;128;-29.0
20.0;1005.0;94.0;1037.0;-149.0;93;-10.0
244.0;855.0;-111.0;940.0;-201.0;94;-168.0
299.0;987.0;-423.0;807.0;-542.0;-38;188.0
488.0;996.0;-180.0;793.0;-139.0;-17;328.0
396.0;942.0;-476.0;1076.0;-249.0;-20;724.0
327.0;995.0;-365.0;945.0;-443.0;-178;363.0
275.0;897.0;-448.0;647.0;-673.0;-9;88.0
348.0;987.0;-403.0;837.0;-457.0;-35;184.0
204.0;952.0;-229.0;1053.0;-296.0;-124;777.0
840.0;519.0;-862.0;281.0;-469.0;-177;763.0
238.0;1227.0;-205.0;1279.0;-346.0;-55;455.0
329.0;1160.0;-177.0;1114.0;-276.0;102;-516.0
268.0;716.0;-657.0;721.0;-224.0;-45;43.0
340.0;917.0;-793.0;961.0;-326.0;-133;737.0
419.0;1138.0;-183.0;1377.0;-171.0;-54;439.0
365.0;974.0;-241.0;1035.0;-214.0;105;56.0
657.0;819.0;-374.0;880.0;24.0;91;-54.0
474.0;990.0;-201.0;1049.0;-189.0;92;129.0
229.0;928.0;-435.0;909.0;-519.0;-20;474.0
289.0;990.0;-172.0;1017.0;-156.0;40;-19.0
670.0;771.0;-360.0;877.0;-397.0;64;49.0
409.0;919.0;-231.0;996.0;-144.0;103;-21.0
339.0;981.0;-282.0;1021.0;-294.0;-94;-769.0
639.0;850.0;-412.0;608.0;-261.0;91;-53.0
426.0;965.0;-503.0;896.0;-421.0;-24;139.0
484.0;1153.0;-195.0;1298.0;-522.0;-30;125.0
388.0;963.0;-276.0;1063.0;-267.0;88;-30.0
294.0;1067.0;-410.0;994.0;-528.0;-24;128.0
190.0;1025.0;-53.0;1044.0;-190.0;40;-16.0
