InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;Accelerometer HIP accY;Accelerometer RKN^ accZ;Accelerometer LUA^ accX;InertialMeasurementUnit R-SHOE EuY;InertialMeasurementUnit R-SHOE Body_Az;InertialMeasurementUnit RUA accX;Accelerometer RUA_ accX;Accelerometer RUA_ accY;InertialMeasurementUnit RUA accY
-38.0;276.0;16;4;929.0;9.0;449.0;-26;799;-960.0;491.0;891.0;104.0
-56.0;149.0;16;-10;944.0;-6.0;463.0;-26;802;-975.0;463.0;901.0;74.0
120.0;-9.0;18;-26;1002.0;166.0;495.0;-25;803;-978.0;388.0;933.0;211.0
126.0;-38.0;18;-28;996.0;186.0;494.0;-25;802;-976.0;375.0;944.0;229.0
-37.0;62.0;12;17;939.0;45.0;444.0;-26;802;-980.0;474.0;907.0;75.0
-19.0;21.0;21;7;941.0;72.0;449.0;-26;797;-981.0;466.0;894.0;65.0
124.0;-36.0;20;-4;995.0;191.0;487.0;-25;800;-979.0;379.0;944.0;218.0
-58.0;137.0;25;7;869.0;265.0;279.0;-24;804;-971.0;349.0;995.0;272.0
-95.0;72.0;30;-13;1000.0;391.0;258.0;-24;794;-925.0;331.0;909.0;236.0
-72.0;54.0;14;-1;1006.0;327.0;252.0;-24;797;-916.0;310.0;895.0;192.0
-107.0;86.0;11;-1;952.0;425.0;261.0;-24;797;-928.0;320.0;908.0;184.0
-171.0;85.0;41;11;928.0;179.0;267.0;-24;796;-955.0;310.0;954.0;228.0
87.0;201.0;14;-118;966.0;146.0;239.0;-23;810;-895.0;537.0;851.0;363.0
-469.0;98.0;-2061;-269;1373.0;170.0;215.0;-42;902;-815.0;351.0;1155.0;210.0
5.0;-56.0;20;4;1024.0;114.0;506.0;-25;810;-976.0;410.0;932.0;172.0
81.0;20.0;20;5;975.0;161.0;512.0;-25;806;-963.0;422.0;964.0;250.0
-117.0;149.0;-52;66;1076.0;135.0;267.0;-24;797;-971.0;359.0;977.0;260.0
-253.0;323.0;256;90;860.0;266.0;430.0;-73;632;-1152.0;217.0;1309.0;230.0
-45.0;-263.0;33;81;863.0;91.0;296.0;-79;776;-968.0;175.0;977.0;80.0
-212.0;165.0;118;-109;936.0;207.0;272.0;-24;799;-910.0;309.0;933.0;228.0
-279.0;-35.0;46;137;897.0;208.0;296.0;-24;793;-975.0;317.0;975.0;235.0
-220.0;-186.0;25;-2;992.0;213.0;275.0;-24;794;-961.0;266.0;977.0;132.0
270.0;-678.0;260;-895;1039.0;359.0;513.0;-12;833;-646.0;311.0;864.0;234.0
40.0;-122.0;8;-124;969.0;162.0;275.0;-24;801;-950.0;289.0;955.0;147.0
73.0;-95.0;12;130;934.0;206.0;340.0;-24;804;-963.0;243.0;992.0;117.0
109.0;-123.0;51;155;947.0;260.0;335.0;-24;804;-966.0;242.0;997.0;119.0
177.0;45.0;21;7;1010.0;156.0;494.0;-25;801;-934.0;379.0;984.0;280.0
218.0;220.0;17;2;969.0;118.0;477.0;-23;781;-937.0;540.0;838.0;141.0
141.0;198.0;20;-16;1021.0;126.0;465.0;-23;779;-912.0;423.0;975.0;120.0
-99.0;168.0;12;4;973.0;-85.0;338.0;-23;775;-945.0;446.0;921.0;136.0
-140.0;175.0;21;-27;944.0;54.0;578.0;-24;775;-964.0;373.0;969.0;46.0
71.0;-65.0;16;-8;983.0;164.0;494.0;-25;806;-987.0;466.0;873.0;148.0
104.0;-100.0;12;-15;991.0;169.0;308.0;-28;831;-972.0;489.0;741.0;-102.0
-130.0;165.0;14;-20;1013.0;137.0;543.0;-24;733;-969.0;303.0;965.0;60.0
-137.0;118.0;16;-2;983.0;160.0;597.0;-24;831;-993.0;315.0;1018.0;101.0
10.0;-2.0;18;-41;959.0;59.0;439.0;-26;802;-978.0;445.0;915.0;45.0
206.0;-150.0;14;2;1034.0;261.0;559.0;-24;799;-1060.0;297.0;925.0;191.0
152.0;102.0;13;-24;948.0;87.0;474.0;-32;805;-1043.0;538.0;910.0;153.0
159.0;142.0;19;-6;960.0;65.0;492.0;-32;803;-1059.0;620.0;882.0;133.0
-17.0;71.0;19;33;1000.0;-30.0;609.0;-32;647;-1048.0;323.0;966.0;176.0
-72.0;-18.0;-107;99;979.0;178.0;358.0;-24;799;-973.0;276.0;957.0;168.0
-2.0;-37.0;11;-26;962.0;58.0;431.0;-26;798;-971.0;435.0;937.0;45.0
-146.0;133.0;-33;44;965.0;183.0;336.0;-24;800;-1018.0;279.0;1034.0;159.0
-432.0;224.0;-79;-177;655.0;223.0;476.0;-71;680;-1159.0;364.0;1492.0;309.0
56.0;125.0;18;-17;963.0;96.0;457.0;-32;798;-1043.0;649.0;930.0;71.0
29.0;-43.0;16;19;949.0;49.0;426.0;-26;803;-967.0;436.0;931.0;38.0
-147.0;185.0;22;-56;961.0;66.0;415.0;-27;807;-1071.0;507.0;756.0;49.0
52.0;150.0;18;27;966.0;8.0;496.0;-27;801;-980.0;580.0;774.0;51.0
-30.0;40.0;18;-1;980.0;0.0;506.0;-27;804;-1028.0;577.0;747.0;13.0
-156.0;165.0;21;-32;977.0;372.0;552.0;-28;811;-942.0;477.0;936.0;286.0
-99.0;130.0;44;199;937.0;206.0;314.0;-24;803;-949.0;233.0;980.0;136.0
206.0;89.0;13;-4;960.0;169.0;426.0;-27;804;-1042.0;566.0;894.0;159.0
25.0;-36.0;13;-51;955.0;55.0;457.0;-26;798;-975.0;465.0;916.0;27.0
-51.0;-26.0;22;-22;973.0;-1.0;497.0;-27;807;-1027.0;582.0;791.0;-18.0
151.0;-82.0;23;-10;983.0;-12.0;423.0;-27;805;-1028.0;514.0;895.0;52.0
-12.0;-45.0;20;1;934.0;67.0;409.0;-26;796;-976.0;464.0;895.0;28.0
15.0;-57.0;23;-14;956.0;67.0;418.0;-26;793;-973.0;455.0;889.0;34.0
8.0;-51.0;18;-9;941.0;77.0;454.0;-26;799;-967.0;481.0;894.0;27.0
157.0;-18.0;19;-11;979.0;-9.0;434.0;-27;786;-1000.0;533.0;889.0;109.0
152.0;62.0;25;-36;919.0;135.0;463.0;-23;799;-1018.0;195.0;1072.0;98.0
99.0;26.0;15;-16;1057.0;208.0;380.0;-23;799;-992.0;197.0;998.0;64.0
56.0;-23.0;12;-28;975.0;216.0;465.0;-23;799;-997.0;183.0;1031.0;2.0
160.0;121.0;19;3;971.0;-16.0;436.0;-27;796;-953.0;583.0;870.0;135.0
-95.0;-35.0;34;-36;956.0;356.0;374.0;-23;797;-957.0;291.0;936.0;177.0
-220.0;56.0;10;25;1032.0;-270.0;524.0;-11;704;-954.0;298.0;1085.0;-7.0
-153.0;-101.0;-416;244;927.0;16.0;393.0;-23;805;-989.0;271.0;1009.0;167.0
110.0;7.0;-46;-300;939.0;-55.0;391.0;-24;738;-909.0;514.0;853.0;231.0
-194.0;-76.0;88;-40;1020.0;191.0;353.0;-23;810;-975.0;280.0;1006.0;191.0
-167.0;0.0;34;-86;1033.0;194.0;352.0;-23;797;-991.0;297.0;992.0;197.0
-77.0;88.0;54;160;883.0;129.0;351.0;-23;807;-1030.0;308.0;1030.0;183.0
-114.0;192.0;44;-144;908.0;236.0;334.0;-24;794;-1043.0;300.0;1045.0;144.0
177.0;-1.0;-18;25;976.0;419.0;412.0;-28;815;-947.0;377.0;934.0;211.0
-49.0;-45.0;11;-58;968.0;494.0;387.0;-28;817;-974.0;363.0;957.0;160.0
-30.0;-54.0;8;23;937.0;438.0;418.0;-28;808;-976.0;328.0;972.0;151.0
-41.0;-110.0;4;35;990.0;340.0;388.0;-28;815;-986.0;339.0;980.0;145.0
21.0;-58.0;20;-5;942.0;81.0;455.0;-26;801;-969.0;486.0;895.0;23.0
69.0;223.0;17;-843;974.0;79.0;312.0;-27;803;-901.0;554.0;836.0;308.0
-47.0;-50.0;118;392;926.0;335.0;340.0;-24;800;-977.0;287.0;1018.0;98.0
-12.0;-137.0;8;18;984.0;368.0;408.0;-28;813;-976.0;321.0;978.0;150.0
2.0;-42.0;27;21;948.0;59.0;434.0;-26;796;-976.0;465.0;905.0;39.0
20.0;-49.0;20;2;954.0;50.0;462.0;-26;796;-976.0;464.0;903.0;39.0
19.0;-4.0;25;-17;942.0;57.0;444.0;-26;799;-987.0;488.0;890.0;35.0
4.0;-31.0;21;-13;937.0;66.0;447.0;-26;803;-982.0;488.0;891.0;36.0
-6.0;-106.0;17;3;979.0;404.0;409.0;-28;806;-972.0;354.0;949.0;189.0
15.0;-16.0;24;-3;937.0;60.0;455.0;-26;799;-976.0;475.0;896.0;48.0
0.0;-41.0;17;-6;946.0;31.0;453.0;-26;799;-979.0;494.0;884.0;48.0
39.0;-88.0;20;-15;975.0;475.0;418.0;-28;805;-970.0;376.0;945.0;194.0
32.0;-16.0;15;7;947.0;44.0;477.0;-26;804;-976.0;476.0;894.0;52.0
-71.0;51.0;21;-11;1056.0;293.0;402.0;-23;797;-984.0;211.0;973.0;142.0
-47.0;-198.0;20;59;894.0;284.0;420.0;-23;793;-972.0;282.0;999.0;170.0
-47.0;-227.0;13;55;872.0;270.0;398.0;-23;797;-968.0;252.0;971.0;184.0
-89.0;-221.0;19;50;994.0;362.0;407.0;-23;804;-983.0;273.0;992.0;184.0
28.0;-252.0;13;-4;966.0;28.0;418.0;-23;801;-943.0;275.0;963.0;144.0
26.0;-32.0;20;-11;969.0;468.0;428.0;-28;805;-978.0;355.0;964.0;183.0
1.0;-31.0;22;-2;963.0;460.0;427.0;-28;808;-975.0;367.0;954.0;202.0
10.0;-33.0;19;-9;974.0;521.0;413.0;-28;807;-974.0;396.0;943.0;219.0
-49.0;59.0;17;49;976.0;825.0;375.0;-28;811;-982.0;388.0;983.0;188.0
-204.0;109.0;153;-93;927.0;84.0;266.0;-23;807;-954.0;247.0;996.0;139.0
-156.0;197.0;10;12;865.0;218.0;337.0;-23;798;-969.0;218.0;986.0;130.0
-106.0;149.0;15;-27;976.0;361.0;440.0;-28;815;-979.0;409.0;952.0;232.0
-51.0;340.0;22;14;980.0;399.0;417.0;-28;807;-974.0;357.0;939.0;180.0
-132.0;162.0;-28;105;925.0;300.0;322.0;-23;790;-928.0;217.0;975.0;143.0
-76.0;203.0;24;2;989.0;164.0;344.0;-28;813;-966.0;388.0;933.0;215.0
-173.0;11.0;25;-98;962.0;22.0;298.0;-24;807;-930.0;218.0;961.0;118.0
-156.0;-6.0;57;101;942.0;145.0;309.0;-24;805;-955.0;209.0;958.0;111.0
-138.0;-5.0;64;86;929.0;186.0;296.0;-24;799;-988.0;210.0;1017.0;98.0
-73.0;-20.0;9;-47;936.0;233.0;345.0;-24;793;-984.0;195.0;1009.0;60.0
-67.0;37.0;85;39;928.0;228.0;372.0;-24;807;-980.0;184.0;1037.0;77.0
19.0;-40.0;23;7;947.0;42.0;460.0;-26;802;-980.0;494.0;895.0;49.0
25.0;-141.0;13;-6;920.0;173.0;489.0;-27;805;-1082.0;410.0;965.0;311.0
168.0;-123.0;14;-2;944.0;207.0;431.0;-27;803;-1062.0;371.0;1004.0;309.0
231.0;-109.0;16;8;935.0;198.0;512.0;-27;800;-1001.0;534.0;999.0;251.0
85.0;9.0;8;-103;908.0;295.0;293.0;-27;801;-996.0;518.0;1098.0;113.0
-33.0;-31.0;23;31;927.0;-23.0;407.0;-23;798;-997.0;725.0;689.0;183.0
-57.0;40.0;2;-14;910.0;361.0;423.0;-27;802;-1063.0;568.0;993.0;87.0
28.0;-20.0;22;14;947.0;43.0;450.0;-26;798;-981.0;483.0;885.0;49.0
27.0;-29.0;20;7;957.0;55.0;459.0;-26;805;-981.0;476.0;885.0;49.0
14.0;-11.0;17;-26;950.0;29.0;462.0;-26;800;-980.0;502.0;870.0;48.0
24.0;-14.0;19;-15;956.0;51.0;467.0;-26;801;-977.0;483.0;888.0;51.0
115.0;-213.0;27;7;956.0;202.0;639.0;-24;805;-1038.0;330.0;951.0;313.0
40.0;-73.0;17;-19;913.0;263.0;411.0;-39;1340;-864.0;307.0;937.0;284.0
-1.0;44.0;22;-45;1011.0;187.0;459.0;-49;876;-837.0;335.0;855.0;328.0
4.0;-32.0;24;-34;938.0;21.0;449.0;-26;797;-982.0;486.0;886.0;61.0
-7.0;-36.0;16;-23;934.0;49.0;459.0;-26;794;-976.0;503.0;879.0;51.0
23.0;-51.0;18;-27;931.0;58.0;450.0;-26;798;-979.0;504.0;905.0;54.0
109.0;264.0;18;7;988.0;71.0;527.0;-26;755;-1008.0;278.0;915.0;341.0
150.0;-313.0;17;-28;1005.0;148.0;582.0;-26;724;-972.0;560.0;854.0;251.0
26.0;-255.0;21;7;1037.0;-21.0;555.0;-23;738;-978.0;521.0;897.0;328.0
209.0;-127.0;20;0;920.0;228.0;498.0;-24;800;-995.0;229.0;1013.0;172.0
179.0;-179.0;18;-3;941.0;217.0;388.0;-24;797;-959.0;261.0;975.0;177.0
170.0;-351.0;72;80;1018.0;378.0;433.0;-23;631;-915.0;278.0;790.0;139.0
179.0;-217.0;19;-17;933.0;232.0;454.0;-24;799;-946.0;250.0;968.0;139.0
128.0;-137.0;22;10;943.0;245.0;384.0;-24;797;-952.0;198.0;963.0;120.0
-22.0;-76.0;23;21;968.0;220.0;300.0;-24;798;-992.0;268.0;988.0;202.0
-38.0;-63.0;24;-18;925.0;236.0;251.0;-24;796;-995.0;281.0;990.0;202.0
-73.0;-60.0;21;-20;910.0;213.0;239.0;-24;797;-995.0;301.0;1000.0;210.0
-59.0;-68.0;21;18;870.0;142.0;237.0;-24;800;-985.0;299.0;1007.0;202.0
-51.0;-24.0;21;5;956.0;175.0;266.0;-24;799;-961.0;301.0;987.0;208.0
-47.0;-15.0;19;4;983.0;154.0;276.0;-24;798;-930.0;283.0;964.0;183.0
-39.0;92.0;16;-15;951.0;138.0;299.0;-24;801;-956.0;260.0;954.0;172.0
7.0;126.0;19;-37;927.0;148.0;322.0;-24;798;-1022.0;281.0;997.0;191.0
32.0;75.0;19;28;927.0;150.0;326.0;-24;797;-1000.0;287.0;1008.0;190.0
9.0;-15.0;18;5;936.0;167.0;337.0;-24;794;-999.0;289.0;1012.0;184.0
-2.0;-32.0;24;19;925.0;157.0;343.0;-24;798;-966.0;274.0;1017.0;181.0
41.0;33.0;20;-2;952.0;157.0;365.0;-24;802;-960.0;263.0;971.0;186.0
50.0;4.0;15;-7;966.0;143.0;363.0;-24;796;-964.0;281.0;985.0;191.0
89.0;-5.0;21;-38;927.0;137.0;350.0;-24;800;-986.0;273.0;993.0;191.0
107.0;13.0;15;0;937.0;126.0;364.0;-24;796;-962.0;262.0;972.0;175.0
120.0;130.0;19;23;927.0;144.0;362.0;-24;800;-951.0;250.0;979.0;151.0
90.0;321.0;14;25;956.0;149.0;400.0;-24;799;-951.0;281.0;976.0;208.0
33.0;-191.0;16;-11;1062.0;94.0;554.0;-19;775;-986.0;518.0;930.0;379.0
49.0;-28.0;18;-14;936.0;-20.0;401.0;-23;800;-967.0;740.0;676.0;210.0
4.0;29.0;16;2;938.0;-21.0;415.0;-23;800;-984.0;714.0;719.0;145.0
86.0;-726.0;21;36;1004.0;-98.0;571.0;-24;718;-1070.0;536.0;921.0;215.0
31.0;-50.0;23;12;951.0;49.0;439.0;-26;797;-979.0;494.0;895.0;53.0
-22.0;-98.0;21;43;992.0;95.0;554.0;-24;854;-1006.0;532.0;914.0;114.0
-202.0;107.0;18;0;945.0;126.0;311.0;-24;802;-955.0;320.0;977.0;300.0
-28.0;-64.0;23;-21;988.0;86.0;570.0;-23;880;-1009.0;511.0;926.0;150.0
-64.0;-49.0;24;-52;991.0;43.0;568.0;-22;759;-1015.0;423.0;946.0;181.0
-75.0;-403.0;19;-45;939.0;110.0;463.0;-24;805;-946.0;377.0;951.0;267.0
177.0;50.0;24;34;943.0;143.0;377.0;-24;804;-966.0;250.0;985.0;181.0
207.0;117.0;20;-1;948.0;167.0;388.0;-24;803;-971.0;253.0;971.0;174.0
92.0;137.0;25;-4;956.0;164.0;317.0;-24;801;-971.0;263.0;989.0;203.0
67.0;139.0;17;9;935.0;176.0;304.0;-24;799;-955.0;294.0;956.0;225.0
23.0;75.0;20;-19;935.0;167.0;324.0;-24;804;-981.0;300.0;958.0;209.0
-31.0;4.0;16;0;920.0;160.0;333.0;-24;805;-979.0;283.0;965.0;225.0
-38.0;-2.0;13;-11;948.0;167.0;351.0;-24;800;-973.0;289.0;954.0;226.0
10.0;-49.0;18;25;902.0;186.0;365.0;-24;807;-962.0;305.0;961.0;226.0
-112.0;-1.0;19;-9;944.0;185.0;370.0;-24;804;-972.0;279.0;970.0;243.0
-152.0;-101.0;22;8;953.0;165.0;328.0;-24;803;-945.0;361.0;982.0;241.0
-76.0;-96.0;21;6;951.0;169.0;292.0;-24;804;-931.0;306.0;962.0;183.0
-12.0;-107.0;15;39;944.0;171.0;292.0;-24;802;-957.0;262.0;979.0;165.0
-50.0;-24.0;18;26;929.0;156.0;343.0;-24;807;-963.0;299.0;973.0;306.0
-68.0;-51.0;27;-12;922.0;149.0;323.0;-24;807;-959.0;319.0;959.0;245.0
21.0;-18.0;23;-4;923.0;148.0;309.0;-24;807;-961.0;305.0;958.0;248.0
30.0;-91.0;18;26;938.0;138.0;342.0;-24;806;-977.0;280.0;978.0;214.0
-9.0;-145.0;22;-14;925.0;141.0;311.0;-24;801;-987.0;275.0;998.0;204.0
0.0;-117.0;25;-41;922.0;150.0;312.0;-24;804;-992.0;264.0;1012.0;190.0
-18.0;-83.0;20;-8;916.0;179.0;370.0;-24;805;-991.0;260.0;1006.0;197.0
15.0;-41.0;23;11;926.0;179.0;357.0;-24;797;-986.0;279.0;1010.0;203.0
17.0;-76.0;19;-11;945.0;177.0;333.0;-24;798;-973.0;281.0;991.0;213.0
30.0;-60.0;15;-28;909.0;207.0;310.0;-24;798;-973.0;271.0;990.0;187.0
45.0;46.0;18;-2;948.0;203.0;306.0;-24;807;-964.0;252.0;978.0;177.0
16.0;30.0;16;-10;947.0;191.0;304.0;-24;805;-967.0;251.0;983.0;182.0
-32.0;103.0;15;7;919.0;162.0;305.0;-24;805;-967.0;233.0;989.0;152.0
-150.0;99.0;18;1;927.0;119.0;333.0;-24;804;-975.0;180.0;1028.0;124.0
-128.0;77.0;10;26;1029.0;-190.0;516.0;-8;-21;-1023.0;426.0;1031.0;58.0
-233.0;-97.0;49;-169;908.0;75.0;517.0;-28;801;-800.0;229.0;870.0;141.0
7.0;-49.0;15;-20;948.0;30.0;457.0;-26;803;-983.0;481.0;897.0;52.0
-38.0;-31.0;13;-45;999.0;401.0;496.0;-5;807;-879.0;487.0;907.0;276.0
18.0;104.0;5;14;920.0;159.0;319.0;-24;802;-951.0;455.0;858.0;271.0
-13.0;93.0;3;48;900.0;166.0;341.0;-24;800;-931.0;478.0;845.0;301.0
-4.0;21.0;13;-6;928.0;183.0;333.0;-24;797;-940.0;500.0;818.0;284.0
-12.0;10.0;17;-2;936.0;163.0;312.0;-24;800;-970.0;529.0;855.0;258.0
-38.0;-49.0;24;-29;937.0;156.0;296.0;-24;803;-980.0;486.0;895.0;244.0
-60.0;-101.0;24;2;921.0;168.0;348.0;-24;805;-944.0;496.0;854.0;292.0
5.0;-195.0;18;19;925.0;170.0;333.0;-24;798;-933.0;459.0;892.0;276.0
10.0;-45.0;17;17;949.0;47.0;442.0;-26;799;-987.0;501.0;890.0;53.0
35.0;-43.0;19;-16;948.0;40.0;448.0;-26;800;-993.0;495.0;885.0;53.0
-97.0;-326.0;23;-4;951.0;238.0;323.0;-24;796;-976.0;262.0;996.0;167.0
138.0;-171.0;17;8;955.0;168.0;324.0;-24;801;-963.0;272.0;999.0;185.0
176.0;-149.0;22;-9;938.0;186.0;294.0;-24;803;-950.0;263.0;988.0;174.0
71.0;-48.0;24;9;916.0;168.0;325.0;-24;802;-964.0;258.0;964.0;171.0
36.0;-145.0;14;10;942.0;177.0;324.0;-24;807;-942.0;257.0;953.0;201.0
-10.0;-63.0;22;8;945.0;179.0;300.0;-24;805;-964.0;272.0;961.0;170.0
-24.0;-66.0;17;6;951.0;150.0;306.0;-24;800;-966.0;263.0;952.0;149.0
-22.0;49.0;17;-10;961.0;148.0;295.0;-24;803;-998.0;270.0;975.0;156.0
-29.0;32.0;15;6;914.0;153.0;304.0;-24;803;-1003.0;275.0;997.0;209.0
-36.0;35.0;18;14;916.0;162.0;352.0;-24;801;-983.0;304.0;974.0;221.0
-89.0;20.0;21;-1;956.0;165.0;324.0;-24;803;-989.0;267.0;989.0;188.0
-78.0;45.0;16;20;933.0;148.0;298.0;-24;801;-986.0;288.0;1007.0;222.0
56.0;122.0;23;-2;908.0;147.0;327.0;-24;803;-987.0;291.0;1000.0;226.0
39.0;136.0;17;-10;962.0;148.0;307.0;-24;799;-981.0;303.0;981.0;214.0
43.0;103.0;12;-45;916.0;150.0;316.0;-24;797;-963.0;281.0;980.0;224.0
25.0;55.0;24;-1;961.0;168.0;314.0;-24;797;-955.0;291.0;971.0;231.0
15.0;-10.0;26;-6;881.0;161.0;304.0;-24;805;-989.0;278.0;996.0;225.0
