Accelerometer LWR accZ;Accelerometer LUA_ accY;InertialMeasurementUnit LLA accY;Accelerometer LH accY;Accelerometer LWR accX;InertialMeasurementUnit L-SHOE EuX;InertialMeasurementUnit BACK Quaternion1
436.0;1046.0;-425.0;1153.0;-322.0;-44;498.0
392.0;966.0;-319.0;988.0;-281.0;32;21.0
394.0;933.0;-315.0;979.0;-282.0;31;22.0
227.0;968.0;-212.0;892.0;-435.0;-155;798.0
385.0;855.0;-364.0;940.0;-547.0;-41;671.0
264.0;802.0;-343.0;929.0;-383.0;-32;329.0
270.0;816.0;-345.0;779.0;-550.0;-55;746.0
471.0;953.0;-327.0;1073.0;-268.0;-21;-11.0
432.0;844.0;-187.0;918.0;-338.0;-56;458.0
384.0;981.0;-421.0;1073.0;-293.0;116;573.0
453.0;889.0;-480.0;919.0;-355.0;76;420.0
443.0;890.0;-341.0;934.0;-407.0;-62;446.0
479.0;844.0;-109.0;1181.0;-162.0;-55;420.0
414.0;875.0;-194.0;896.0;-380.0;-66;364.0
463.0;949.0;-454.0;1004.0;-228.0;58;313.0
423.0;895.0;-258.0;910.0;-430.0;-71;297.0
391.0;952.0;-337.0;984.0;-319.0;-21;-15.0
525.0;967.0;-398.0;974.0;-357.0;81;187.0
294.0;821.0;-443.0;1082.0;-304.0;4;194.0
268.0;962.0;-268.0;1010.0;-331.0;-71;188.0
466.0;855.0;-247.0;939.0;-365.0;-68;185.0
493.0;939.0;-366.0;1008.0;-331.0;-68;183.0
352.0;776.0;-393.0;1005.0;-303.0;18;213.0
308.0;848.0;-169.0;931.0;-289.0;-63;216.0
490.0;781.0;-274.0;906.0;-241.0;-59;311.0
437.0;858.0;-386.0;1014.0;-199.0;-59;324.0
334.0;939.0;-365.0;780.0;-279.0;-48;330.0
422.0;949.0;-383.0;975.0;-359.0;-21;-14.0
441.0;980.0;-302.0;1031.0;-361.0;-45;100.0
296.0;1016.0;-352.0;1178.0;-265.0;-5;64.0
354.0;870.0;-320.0;926.0;-397.0;-50;166.0
322.0;838.0;-340.0;972.0;-346.0;-50;167.0
444.0;921.0;-351.0;1115.0;-320.0;-50;166.0
428.0;754.0;-287.0;943.0;-230.0;-23;103.0
256.0;914.0;-291.0;1025.0;-377.0;-20;130.0
303.0;923.0;-363.0;987.0;-409.0;-20;126.0
287.0;873.0;-383.0;982.0;-385.0;-20;123.0
344.0;986.0;-348.0;972.0;-177.0;-24;176.0
354.0;916.0;-293.0;860.0;-190.0;-24;181.0
352.0;917.0;-337.0;919.0;-459.0;-24;161.0
728.0;821.0;-364.0;885.0;-5.0;91;-61.0
470.0;923.0;-458.0;1053.0;-373.0;-24;139.0
514.0;946.0;-386.0;1023.0;-221.0;-24;128.0
345.0;1001.0;-361.0;1096.0;-272.0;42;154.0
434.0;913.0;-417.0;879.0;-436.0;-24;138.0
441.0;962.0;-384.0;894.0;-434.0;-24;142.0
418.0;943.0;-402.0;891.0;-402.0;-24;142.0
423.0;930.0;-429.0;864.0;-428.0;-24;146.0
421.0;948.0;-398.0;890.0;-387.0;-24;152.0
398.0;924.0;-433.0;871.0;-394.0;-24;153.0
431.0;905.0;-380.0;854.0;-409.0;-24;163.0
273.0;946.0;-479.0;967.0;-708.0;112;482.0
321.0;872.0;-462.0;1039.0;-385.0;113;354.0
424.0;925.0;-400.0;858.0;-418.0;-24;167.0
443.0;928.0;-432.0;875.0;-410.0;-24;172.0
437.0;931.0;-418.0;877.0;-428.0;-24;174.0
413.0;906.0;-409.0;850.0;-422.0;-24;176.0
387.0;920.0;-414.0;862.0;-401.0;-24;176.0
293.0;905.0;-319.0;874.0;-342.0;115;413.0
330.0;871.0;-269.0;868.0;-347.0;112;415.0
216.0;758.0;-275.0;937.0;-141.0;102;306.0
414.0;954.0;-419.0;884.0;-439.0;-24;177.0
368.0;1040.0;-352.0;983.0;-397.0;36;367.0
368.0;935.0;-384.0;847.0;-419.0;-33;182.0
328.0;971.0;-327.0;859.0;-479.0;-66;212.0
425.0;1016.0;-341.0;901.0;-424.0;-93;245.0
296.0;996.0;-288.0;1047.0;-331.0;144;374.0
406.0;1038.0;-339.0;969.0;-449.0;-107;254.0
139.0;980.0;-361.0;813.0;-326.0;76;335.0
513.0;898.0;-542.0;991.0;-308.0;109;451.0
522.0;962.0;-313.0;958.0;-360.0;109;463.0
312.0;740.0;-397.0;524.0;-640.0;-31;376.0
133.0;532.0;-211.0;738.0;-150.0;-7;354.0
366.0;819.0;-449.0;917.0;-127.0;-15;275.0
508.0;737.0;-235.0;1078.0;-131.0;109;425.0
515.0;933.0;-391.0;1029.0;-286.0;109;479.0
479.0;963.0;-435.0;1075.0;-245.0;112;484.0
422.0;699.0;-235.0;821.0;-189.0;-26;120.0
435.0;901.0;-383.0;1123.0;-86.0;67;535.0
407.0;958.0;-345.0;999.0;-316.0;99;-686.0
443.0;935.0;-357.0;1038.0;-156.0;112;498.0
155.0;717.0;-155.0;1029.0;-184.0;13;-139.0
420.0;875.0;-343.0;1024.0;-226.0;97;581.0
474.0;875.0;-284.0;1116.0;-215.0;97;598.0
435.0;973.0;-184.0;1035.0;9.0;141;676.0
276.0;949.0;-289.0;984.0;-332.0;-94;-759.0
366.0;975.0;-350.0;967.0;-356.0;99;-689.0
452.0;957.0;-444.0;990.0;-409.0;109;-712.0
310.0;1003.0;-233.0;918.0;-556.0;112;-20.0
726.0;996.0;-210.0;1379.0;-18.0;-50;111.0
450.0;850.0;-644.0;897.0;-613.0;70;353.0
380.0;996.0;-225.0;984.0;-309.0;105;40.0
339.0;1017.0;-304.0;957.0;-342.0;105;-31.0
254.0;922.0;-334.0;1033.0;-367.0;42;-76.0
219.0;924.0;-216.0;967.0;-324.0;97;-88.0
159.0;1095.0;481.0;1336.0;22.0;-55;-946.0
130.0;1053.0;-348.0;1092.0;-590.0;103;116.0
379.0;947.0;-283.0;1021.0;-280.0;61;-44.0
405.0;1009.0;-306.0;1056.0;-320.0;100;-43.0
346.0;998.0;-426.0;937.0;-590.0;60;60.0
440.0;390.0;-466.0;651.0;-255.0;-89;684.0
554.0;1009.0;-274.0;1210.0;-249.0;7;-181.0
448.0;943.0;-311.0;1007.0;-289.0;103;-58.0
-33.0;803.0;-395.0;849.0;-888.0;67;239.0
205.0;1126.0;-227.0;1200.0;-340.0;-44;169.0
769.0;847.0;-487.0;403.0;-236.0;93;312.0
311.0;903.0;-221.0;817.0;-331.0;-28;-491.0
374.0;1068.0;-264.0;920.0;-384.0;101;179.0
563.0;702.0;-277.0;887.0;-485.0;125;-240.0
595.0;910.0;-376.0;939.0;-438.0;93;-142.0
406.0;948.0;-311.0;1005.0;-319.0;99;-683.0
585.0;1014.0;-498.0;1109.0;-340.0;45;59.0
352.0;823.0;-431.0;858.0;-222.0;0;54.0
266.0;1013.0;-143.0;909.0;-161.0;163;654.0
494.0;1182.0;-385.0;1157.0;-414.0;63;252.0
580.0;1159.0;-386.0;1169.0;-490.0;-74;188.0
164.0;624.0;-220.0;846.0;-175.0;-54;169.0
302.0;806.0;-636.0;929.0;-262.0;68;177.0
257.0;924.0;-346.0;1159.0;-284.0;67;296.0
333.0;1158.0;-247.0;1505.0;-253.0;147;767.0
468.0;805.0;-25.0;879.0;-309.0;-157;763.0
482.0;951.0;-239.0;1044.0;-277.0;-151;775.0
344.0;1047.0;-222.0;1037.0;-191.0;-122;357.0
462.0;926.0;-351.0;1076.0;-129.0;62;24.0
313.0;1085.0;-403.0;995.0;-183.0;-122;314.0
263.0;1067.0;-413.0;973.0;-324.0;-122;299.0
244.0;1038.0;-387.0;924.0;-379.0;-123;285.0
542.0;908.0;-144.0;1275.0;-448.0;120;605.0
401.0;1056.0;-106.0;1169.0;-413.0;-44;384.0
184.0;1088.0;-220.0;957.0;-522.0;65;433.0
293.0;1061.0;-304.0;1035.0;-446.0;-26;143.0
334.0;895.0;-286.0;806.0;-540.0;-31;328.0
227.0;348.0;-638.0;602.0;-29.0;-58;113.0
275.0;897.0;-448.0;647.0;-673.0;-9;88.0
327.0;995.0;-365.0;945.0;-443.0;-178;363.0
371.0;888.0;-368.0;816.0;-429.0;-28;180.0
348.0;987.0;-403.0;837.0;-457.0;-35;184.0
429.0;815.0;-110.0;1470.0;-189.0;127;716.0
187.0;964.0;-296.0;878.0;-607.0;45;563.0
233.0;902.0;-316.0;991.0;-392.0;128;404.0
369.0;829.0;-188.0;970.0;-361.0;161;648.0
65.0;1001.0;-227.0;1128.0;-245.0;-167;724.0
171.0;951.0;-415.0;765.0;-188.0;8;-254.0
440.0;882.0;-132.0;1039.0;-90.0;92;111.0
461.0;924.0;-433.0;845.0;-461.0;-24;141.0
456.0;947.0;-444.0;883.0;-437.0;-24;156.0
467.0;949.0;-224.0;1026.0;-186.0;92;137.0
440.0;978.0;-243.0;1022.0;-167.0;92;133.0
342.0;899.0;-313.0;1094.0;-214.0;-21;2.0
337.0;983.0;-336.0;1011.0;-261.0;-13;8.0
415.0;1367.0;-376.0;923.0;-448.0;6;-174.0
678.0;958.0;-405.0;853.0;-504.0;113;87.0
416.0;924.0;-413.0;833.0;-436.0;-24;140.0
452.0;964.0;-465.0;913.0;-446.0;-24;139.0
488.0;855.0;-661.0;846.0;-463.0;91;34.0
308.0;882.0;-181.0;1053.0;-411.0;83;218.0
391.0;958.0;-270.0;1017.0;-227.0;40;-15.0
376.0;924.0;-295.0;1011.0;-254.0;40;16.0
317.0;1117.0;-610.0;1209.0;-204.0;86;-239.0
276.0;1080.0;-85.0;1042.0;-398.0;-17;546.0
352.0;1020.0;-264.0;1070.0;-282.0;41;3.0
311.0;963.0;-245.0;1057.0;-258.0;99;64.0
265.0;718.0;-738.0;707.0;-284.0;-45;51.0
639.0;930.0;-97.0;962.0;-478.0;-24;120.0
387.0;1031.0;-279.0;1045.0;-251.0;102;65.0
408.0;943.0;-259.0;947.0;-102.0;-31;294.0
238.0;1227.0;-205.0;1279.0;-346.0;-55;455.0
414.0;989.0;-251.0;1053.0;-262.0;89;9.0
231.0;1085.0;-188.0;1338.0;-285.0;-21;321.0
393.0;841.0;-136.0;782.0;-320.0;-24;181.0
384.0;1030.0;-276.0;1061.0;-263.0;104;65.0
479.0;790.0;-211.0;1997.0;-342.0;-8;-276.0
451.0;1105.0;-198.0;1362.0;-151.0;-40;427.0
360.0;1253.0;-632.0;670.0;-457.0;4;-148.0
639.0;866.0;-659.0;1049.0;-739.0;-103;193.0
434.0;1260.0;-205.0;1458.0;-57.0;-56;436.0
806.0;821.0;-617.0;145.0;-158.0;64;494.0
394.0;830.0;-123.0;984.0;-251.0;-31;336.0
629.0;871.0;-354.0;995.0;-350.0;-30;427.0
818.0;708.0;-678.0;1209.0;-528.0;-133;756.0
872.0;578.0;-940.0;292.0;-488.0;-156;736.0
551.0;686.0;-803.0;644.0;-678.0;-154;738.0
360.0;954.0;-309.0;1022.0;-205.0;103;-25.0
377.0;946.0;-261.0;1019.0;-199.0;105;55.0
353.0;971.0;-435.0;1036.0;-369.0;-20;71.0
418.0;909.0;-397.0;1078.0;-214.0;-20;76.0
343.0;912.0;-271.0;1076.0;-231.0;105;66.0
355.0;981.0;-259.0;985.0;-237.0;104;67.0
408.0;1010.0;-245.0;1002.0;-254.0;105;66.0
332.0;913.0;-152.0;1096.0;-495.0;10;0.0
357.0;952.0;-239.0;1016.0;-186.0;105;60.0
377.0;856.0;-430.0;1078.0;-504.0;55;84.0
365.0;974.0;-241.0;1035.0;-214.0;105;56.0
461.0;1006.0;-754.0;1159.0;-367.0;109;237.0
332.0;844.0;-137.0;955.0;-306.0;-10;-238.0
267.0;1047.0;-396.0;860.0;-320.0;-37;347.0
214.0;985.0;-503.0;1054.0;-251.0;-24;174.0
363.0;948.0;-235.0;1051.0;-268.0;105;65.0
212.0;918.0;-414.0;880.0;-644.0;-7;482.0
376.0;959.0;-228.0;1010.0;-244.0;105;63.0
391.0;970.0;-231.0;1001.0;-231.0;105;62.0
35.0;779.0;-384.0;894.0;-407.0;-32;458.0
281.0;912.0;-308.0;920.0;-457.0;-50;162.0
113.0;808.0;-268.0;843.0;-402.0;-52;462.0
207.0;782.0;-383.0;915.0;-194.0;-31;462.0
397.0;933.0;-229.0;973.0;-289.0;31;15.0
487.0;1098.0;-208.0;1039.0;-451.0;101;220.0
423.0;990.0;-252.0;1025.0;-311.0;31;21.0
283.0;849.0;-457.0;1214.0;-262.0;-1;456.0
410.0;995.0;-301.0;1049.0;-295.0;36;20.0
428.0;1001.0;-343.0;1082.0;-271.0;62;-9.0
309.0;964.0;-299.0;1015.0;-302.0;83;11.0
386.0;1233.0;-228.0;1498.0;-273.0;-72;175.0
230.0;998.0;-88.0;1405.0;-197.0;50;-16.0
399.0;772.0;-259.0;861.0;-298.0;-172;757.0
394.0;969.0;-237.0;1032.0;-215.0;105;56.0
412.0;1074.0;-159.0;1117.0;-434.0;4;6.0
147.0;974.0;-288.0;980.0;-302.0;8;26.0
177.0;616.0;-43.0;746.0;-192.0;-114;764.0
402.0;964.0;-229.0;1046.0;-49.0;-172;810.0
438.0;904.0;-523.0;1078.0;-310.0;97;589.0
310.0;1063.0;-579.0;1052.0;-466.0;4;128.0
487.0;1185.0;-277.0;1066.0;-442.0;68;-276.0
378.0;969.0;-267.0;1055.0;-204.0;105;58.0
399.0;973.0;-285.0;1030.0;-206.0;105;57.0
98.0;644.0;-202.0;732.0;-135.0;-45;573.0
173.0;694.0;-273.0;833.0;-177.0;-136;747.0
424.0;989.0;-335.0;1024.0;-331.0;31;28.0
486.0;861.0;-254.0;920.0;-392.0;-25;505.0
423.0;1011.0;-328.0;978.0;-384.0;-21;-15.0
239.0;752.0;-252.0;836.0;-212.0;57;101.0
715.0;687.0;-309.0;594.0;333.0;-108;653.0
223.0;632.0;-385.0;883.0;-180.0;-16;293.0
429.0;719.0;-295.0;786.0;-67.0;-58;204.0
600.0;689.0;-406.0;700.0;152.0;-108;455.0
273.0;892.0;-76.0;1014.0;-154.0;93;-167.0
214.0;859.0;-107.0;946.0;-315.0;9;7.0
365.0;952.0;-255.0;1035.0;-225.0;105;56.0
372.0;951.0;-263.0;1024.0;-236.0;105;56.0
438.0;907.0;-174.0;1238.0;-335.0;2;162.0
364.0;947.0;-264.0;1018.0;-223.0;105;56.0
657.0;819.0;-374.0;880.0;24.0;91;-54.0
547.0;979.0;-328.0;1148.0;-444.0;-44;24.0
383.0;957.0;-258.0;1006.0;-232.0;105;56.0
304.0;838.0;39.0;826.0;-404.0;-131;752.0
213.0;1110.0;-231.0;1262.0;-334.0;-51;564.0
427.0;-528.0;-686.0;-365.0;-200.0;-102;670.0
394.0;963.0;-254.0;1001.0;-227.0;105;56.0
409.0;919.0;-231.0;996.0;-144.0;103;-21.0
397.0;852.0;-215.0;856.0;-383.0;-68;184.0
352.0;682.0;-286.0;777.0;-354.0;-63;128.0
590.0;1213.0;-111.0;1380.0;-352.0;-25;118.0
383.0;1020.0;-204.0;1044.0;-233.0;105;35.0
392.0;766.0;-510.0;907.0;-374.0;110;-60.0
570.0;846.0;-118.0;1060.0;-417.0;-67;423.0
531.0;1173.0;-388.0;1269.0;-453.0;-43;506.0
377.0;1001.0;-255.0;1044.0;-253.0;105;51.0
487.0;1072.0;-447.0;1168.0;-366.0;-37;133.0
324.0;703.0;-473.0;759.0;-230.0;-66;362.0
814.0;555.0;-916.0;361.0;-460.0;-85;381.0
389.0;832.0;-48.0;877.0;-344.0;-14;303.0
433.0;917.0;-314.0;962.0;-238.0;62;23.0
253.0;621.0;-112.0;894.0;-78.0;74;460.0
413.0;718.0;-247.0;826.0;-207.0;-53;418.0
479.0;962.0;-109.0;1271.0;-391.0;104;-42.0
260.0;888.0;-151.0;1007.0;-172.0;-52;99.0
394.0;941.0;-292.0;1047.0;-253.0;104;-78.0
261.0;486.0;-493.0;1029.0;-285.0;-13;200.0
485.0;831.0;-209.0;905.0;-403.0;-55;465.0
415.0;981.0;-329.0;1039.0;-303.0;31;23.0
189.0;873.0;-373.0;833.0;-741.0;-31;322.0
453.0;742.0;-91.0;927.0;-314.0;-49;369.0
314.0;882.0;-68.0;874.0;-406.0;-55;300.0
135.0;849.0;-328.0;958.0;-253.0;-35;289.0
486.0;962.0;-322.0;1003.0;-310.0;44;-18.0
249.0;709.0;-230.0;892.0;55.0;117;344.0
217.0;1058.0;-259.0;1207.0;-292.0;-33;297.0
518.0;907.0;-216.0;1078.0;-471.0;-40;269.0
311.0;843.0;-606.0;1083.0;-203.0;-36;727.0
405.0;953.0;-338.0;1007.0;-322.0;31;23.0
376.0;831.0;-487.0;926.0;-176.0;-38;249.0
822.0;973.0;-321.0;1104.0;-212.0;-146;736.0
587.0;1113.0;-411.0;999.0;-484.0;-40;505.0
484.0;1200.0;-459.0;1351.0;-335.0;114;263.0
657.0;1191.0;-462.0;1104.0;-630.0;139;660.0
463.0;1425.0;-426.0;1469.0;-487.0;97;284.0
497.0;1228.0;-429.0;1166.0;-544.0;-14;348.0
445.0;1182.0;-354.0;1310.0;-376.0;166;676.0
333.0;700.0;-48.0;711.0;-363.0;-63;378.0
545.0;929.0;-501.0;1328.0;-487.0;-180;-668.0
245.0;874.0;-381.0;1035.0;-174.0;88;-507.0
403.0;927.0;-178.0;881.0;-176.0;-123;388.0
336.0;865.0;-489.0;926.0;-144.0;133;726.0
672.0;1083.0;-400.0;983.0;-532.0;-20;149.0
388.0;1329.0;-358.0;1315.0;-340.0;54;-43.0
606.0;1012.0;-468.0;1144.0;-461.0;26;-62.0
186.0;1028.0;-58.0;1044.0;-211.0;40;-11.0
419.0;964.0;-440.0;1244.0;-395.0;58;-49.0
443.0;823.0;-381.0;1065.0;-78.0;-121;-817.0
173.0;846.0;-192.0;825.0;-516.0;-45;84.0
501.0;975.0;-341.0;1263.0;-41.0;-50;114.0
450.0;1064.0;-399.0;1149.0;-261.0;154;691.0
423.0;1032.0;-308.0;1063.0;-292.0;-94;-756.0
340.0;911.0;-295.0;989.0;-134.0;103;-11.0
481.0;957.0;-370.0;1034.0;-174.0;112;494.0
280.0;990.0;-250.0;1037.0;-419.0;126;-357.0
423.0;998.0;-284.0;1067.0;-210.0;112;516.0
308.0;948.0;-180.0;982.0;-180.0;64;31.0
498.0;1124.0;-234.0;1228.0;-148.0;95;734.0
423.0;951.0;-437.0;856.0;-474.0;-24;132.0
615.0;1097.0;-406.0;1031.0;-520.0;31;268.0
385.0;979.0;-247.0;1040.0;-202.0;105;56.0
552.0;571.0;-773.0;315.0;-787.0;-17;262.0
186.0;1001.0;-44.0;1025.0;-197.0;40;-12.0
451.0;1042.0;-381.0;1233.0;-486.0;75;-326.0
388.0;921.0;-655.0;1050.0;-249.0;41;219.0
251.0;841.0;-192.0;1019.0;-213.0;-100;737.0
578.0;895.0;-740.0;1082.0;-249.0;46;78.0
384.0;1302.0;-376.0;1440.0;-359.0;-85;749.0
229.0;759.0;-150.0;845.0;-215.0;132;786.0
334.0;970.0;-245.0;1138.0;-366.0;112;633.0
515.0;846.0;-531.0;816.0;-526.0;-155;801.0
392.0;940.0;-303.0;984.0;-311.0;99;-664.0
45.0;904.0;-4.0;921.0;-104.0;84;-53.0
540.0;1256.0;-437.0;1295.0;-472.0;-26;125.0
384.0;1059.0;-185.0;1131.0;-246.0;40;-26.0
344.0;841.0;-140.0;881.0;-224.0;-41;186.0
