Accelerometer LWR accZ;Accelerometer LUA_ accY;InertialMeasurementUnit LLA accY;Accelerometer LH accY;Accelerometer LWR accX;InertialMeasurementUnit L-SHOE EuX;InertialMeasurementUnit BACK Quaternion1
598.0;1094.0;-155.0;1313.0;-408.0;116;-101.0
457.0;892.0;-247.0;1083.0;-283.0;9;108.0
498.0;895.0;-276.0;1016.0;-269.0;11;93.0
460.0;946.0;-293.0;999.0;-328.0;14;76.0
344.0;986.0;-304.0;942.0;-368.0;24;57.0
299.0;969.0;-286.0;1015.0;-364.0;32;34.0
356.0;1014.0;-147.0;1088.0;-245.0;105;23.0
377.0;996.0;-224.0;1031.0;-258.0;105;38.0
380.0;996.0;-225.0;984.0;-309.0;105;40.0
346.0;998.0;-426.0;937.0;-590.0;60;60.0
377.0;856.0;-430.0;1078.0;-504.0;55;84.0
324.0;850.0;-366.0;1121.0;-464.0;56;107.0
286.0;926.0;-367.0;1047.0;-455.0;74;125.0
296.0;977.0;-369.0;895.0;-465.0;78;143.0
402.0;1025.0;-206.0;702.0;-341.0;119;161.0
374.0;1068.0;-264.0;920.0;-384.0;101;179.0
415.0;1104.0;-178.0;996.0;-384.0;102;198.0
494.0;1182.0;-385.0;1157.0;-414.0;63;252.0
486.0;1004.0;-260.0;1071.0;-458.0;101;243.0
346.0;922.0;-366.0;1083.0;-377.0;101;306.0
324.0;891.0;-381.0;976.0;-356.0;100;325.0
276.0;964.0;-371.0;979.0;-303.0;99;343.0
398.0;1046.0;-300.0;1033.0;-226.0;99;397.0
403.0;1022.0;-286.0;1097.0;-306.0;98;420.0
437.0;1000.0;-266.0;1142.0;-310.0;98;443.0
527.0;1058.0;-158.0;1240.0;-335.0;-52;557.0
343.0;957.0;-210.0;1079.0;-352.0;98;508.0
329.0;905.0;-227.0;992.0;-344.0;98;527.0
305.0;829.0;-320.0;992.0;-215.0;97;566.0
89.0;671.0;-166.0;819.0;-175.0;176;693.0
299.0;693.0;-347.0;721.0;-282.0;119;746.0
355.0;885.0;-173.0;1042.0;-7.0;138;753.0
393.0;977.0;-271.0;1041.0;-262.0;105;49.0
496.0;967.0;-437.0;958.0;-213.0;97;591.0
377.0;1001.0;-255.0;1044.0;-253.0;105;51.0
445.0;956.0;-397.0;1117.0;-264.0;127;651.0
361.0;822.0;-271.0;1062.0;-237.0;133;715.0
244.0;846.0;-180.0;828.0;-186.0;141;683.0
335.0;797.0;-131.0;879.0;-184.0;167;794.0
412.0;1007.0;-227.0;1046.0;-238.0;105;53.0
384.0;1001.0;-252.0;1056.0;-212.0;105;53.0
368.0;955.0;-272.0;1046.0;-211.0;105;54.0
377.0;946.0;-261.0;1019.0;-199.0;105;55.0
373.0;946.0;-253.0;1025.0;-199.0;105;56.0
360.0;953.0;-251.0;1016.0;-192.0;105;56.0
453.0;1020.0;-337.0;1043.0;-168.0;97;587.0
498.0;1124.0;-234.0;1228.0;-148.0;95;734.0
353.0;975.0;-247.0;1037.0;-204.0;105;56.0
501.0;1133.0;-304.0;1233.0;-395.0;165;704.0
370.0;966.0;-241.0;1053.0;-196.0;105;56.0
385.0;979.0;-247.0;1040.0;-202.0;105;56.0
365.0;974.0;-241.0;1035.0;-214.0;105;56.0
323.0;1017.0;-242.0;966.0;-438.0;117;632.0
379.0;852.0;-191.0;1030.0;-340.0;151;741.0
187.0;970.0;-178.0;1266.0;-204.0;140;701.0
346.0;970.0;-247.0;1091.0;-381.0;98;613.0
271.0;878.0;-339.0;803.0;-296.0;154;696.0
394.0;969.0;-237.0;1032.0;-215.0;105;56.0
346.0;989.0;-336.0;1003.0;-296.0;167;655.0
207.0;887.0;-313.0;953.0;-312.0;139;764.0
302.0;955.0;-250.0;1025.0;-284.0;117;609.0
253.0;1019.0;-357.0;930.0;-351.0;154;664.0
352.0;944.0;-356.0;1004.0;-260.0;117;607.0
374.0;989.0;-406.0;1036.0;-242.0;116;575.0
384.0;1119.0;-441.0;1210.0;-272.0;184;674.0
419.0;1060.0;-458.0;994.0;-575.0;152;770.0
459.0;959.0;-385.0;1013.0;-370.0;116;585.0
361.0;991.0;-454.0;1051.0;-330.0;155;657.0
619.0;1120.0;-410.0;1112.0;-473.0;144;707.0
465.0;982.0;-425.0;1079.0;-384.0;134;699.0
452.0;927.0;-366.0;1017.0;-372.0;134;700.0
445.0;833.0;-335.0;928.0;-420.0;136;681.0
621.0;895.0;-289.0;1092.0;-282.0;161;683.0
455.0;862.0;-221.0;962.0;-251.0;176;702.0
385.0;980.0;-236.0;1038.0;-234.0;105;56.0
395.0;962.0;-252.0;994.0;-205.0;105;55.0
394.0;963.0;-254.0;1001.0;-227.0;105;56.0
383.0;957.0;-258.0;1006.0;-232.0;105;56.0
364.0;947.0;-264.0;1018.0;-223.0;105;56.0
372.0;951.0;-263.0;1024.0;-236.0;105;56.0
365.0;952.0;-255.0;1035.0;-225.0;105;56.0
399.0;973.0;-285.0;1030.0;-206.0;105;57.0
378.0;969.0;-267.0;1055.0;-204.0;105;58.0
365.0;978.0;-255.0;1052.0;-185.0;105;58.0
365.0;969.0;-251.0;1062.0;-185.0;105;58.0
357.0;952.0;-239.0;1016.0;-186.0;105;60.0
391.0;970.0;-231.0;1001.0;-231.0;105;62.0
376.0;959.0;-228.0;1010.0;-244.0;105;63.0
363.0;948.0;-235.0;1051.0;-268.0;105;65.0
408.0;1010.0;-245.0;1002.0;-254.0;105;66.0
355.0;981.0;-259.0;985.0;-237.0;104;67.0
343.0;912.0;-271.0;1076.0;-231.0;105;66.0
345.0;952.0;-266.0;1096.0;-252.0;105;66.0
384.0;1030.0;-276.0;1061.0;-263.0;104;65.0
392.0;1061.0;-274.0;1041.0;-271.0;105;65.0
387.0;1031.0;-279.0;1045.0;-251.0;102;65.0
311.0;963.0;-245.0;1057.0;-258.0;99;64.0
299.0;1019.0;-256.0;1008.0;-241.0;92;65.0
381.0;979.0;-259.0;1112.0;-168.0;93;68.0
389.0;1050.0;-214.0;1202.0;-137.0;104;3.0
430.0;957.0;-196.0;1080.0;-146.0;92;121.0
411.0;980.0;-179.0;1059.0;-168.0;92;125.0
474.0;990.0;-201.0;1049.0;-189.0;92;129.0
440.0;978.0;-243.0;1022.0;-167.0;92;133.0
467.0;949.0;-224.0;1026.0;-186.0;92;137.0
445.0;928.0;-233.0;1016.0;-166.0;92;141.0
389.0;1002.0;-433.0;962.0;-450.0;114;352.0
321.0;872.0;-462.0;1039.0;-385.0;113;354.0
269.0;1011.0;-456.0;1011.0;-418.0;153;369.0
238.0;982.0;-482.0;989.0;-398.0;150;376.0
300.0;988.0;-488.0;917.0;-357.0;142;385.0
233.0;902.0;-316.0;991.0;-392.0;128;404.0
253.0;875.0;-308.0;913.0;-394.0;117;409.0
293.0;905.0;-319.0;874.0;-342.0;115;413.0
330.0;871.0;-269.0;868.0;-347.0;112;415.0
354.0;799.0;-288.0;1010.0;-234.0;106;418.0
357.0;897.0;-243.0;1146.0;-206.0;98;415.0
368.0;1040.0;-352.0;983.0;-397.0;36;367.0
327.0;995.0;-365.0;945.0;-443.0;-178;363.0
208.0;974.0;-376.0;1016.0;-392.0;-191;369.0
51.0;1077.0;-281.0;976.0;-408.0;-30;438.0
296.0;996.0;-288.0;1047.0;-331.0;144;374.0
397.0;1018.0;-205.0;1090.0;-320.0;137;375.0
351.0;1015.0;-195.0;1072.0;-112.0;105;381.0
498.0;859.0;-212.0;1030.0;-222.0;109;435.0
589.0;754.0;-821.0;757.0;-527.0;-109;273.0
513.0;898.0;-542.0;991.0;-308.0;109;451.0
488.0;881.0;-410.0;1017.0;-307.0;109;456.0
522.0;962.0;-313.0;958.0;-360.0;109;463.0
478.0;906.0;-447.0;985.0;-299.0;109;470.0
515.0;933.0;-391.0;1029.0;-286.0;109;479.0
479.0;963.0;-435.0;1075.0;-245.0;112;484.0
492.0;983.0;-408.0;1088.0;-229.0;112;486.0
450.0;955.0;-385.0;1062.0;-179.0;112;492.0
481.0;957.0;-370.0;1034.0;-174.0;112;494.0
449.0;934.0;-363.0;1024.0;-168.0;112;496.0
443.0;935.0;-357.0;1038.0;-156.0;112;498.0
425.0;920.0;-364.0;1024.0;-165.0;112;499.0
423.0;924.0;-338.0;1069.0;-174.0;112;502.0
411.0;947.0;-318.0;1046.0;-166.0;112;505.0
394.0;991.0;-314.0;1061.0;-177.0;112;508.0
426.0;981.0;-260.0;1087.0;-209.0;112;521.0
451.0;1020.0;-212.0;1073.0;-151.0;67;567.0
338.0;975.0;-258.0;1056.0;-217.0;112;542.0
327.0;947.0;-273.0;996.0;-221.0;112;572.0
316.0;933.0;-252.0;997.0;-223.0;112;584.0
150.0;797.0;-179.0;1076.0;-168.0;164;688.0
331.0;989.0;-337.0;1007.0;-310.0;76;14.0
312.0;948.0;-324.0;1026.0;-301.0;79;12.0
309.0;964.0;-299.0;1015.0;-302.0;83;11.0
319.0;990.0;-281.0;1072.0;-307.0;84;11.0
362.0;971.0;-288.0;1078.0;-331.0;84;10.0
375.0;1051.0;-293.0;1022.0;-325.0;84;10.0
383.0;995.0;-282.0;1034.0;-303.0;88;10.0
414.0;989.0;-251.0;1053.0;-262.0;89;9.0
400.0;1047.0;-244.0;1138.0;-241.0;104;-44.0
393.0;954.0;-295.0;1002.0;-212.0;88;-26.0
353.0;924.0;-294.0;998.0;-221.0;88;-27.0
371.0;925.0;-305.0;1032.0;-216.0;88;-28.0
383.0;933.0;-303.0;1034.0;-225.0;88;-29.0
415.0;979.0;-235.0;1123.0;-240.0;103;-55.0
385.0;939.0;-266.0;991.0;-234.0;88;-26.0
375.0;909.0;-282.0;1009.0;-198.0;-158;671.0
229.0;927.0;-308.0;919.0;-284.0;76;343.0
313.0;877.0;78.0;912.0;-243.0;76;362.0
545.0;836.0;-306.0;1159.0;-400.0;77;390.0
336.0;865.0;-489.0;926.0;-144.0;133;726.0
118.0;1026.0;-407.0;831.0;-78.0;122;608.0
308.0;963.0;-237.0;924.0;-186.0;67;472.0
425.0;1147.0;-168.0;1244.0;-29.0;162;650.0
454.0;1239.0;-451.0;1107.0;-361.0;121;690.0
313.0;916.0;-287.0;876.0;-567.0;8;643.0
250.0;914.0;-228.0;1088.0;-131.0;67;265.0
257.0;924.0;-346.0;1159.0;-284.0;67;296.0
296.0;945.0;-260.0;1222.0;-365.0;67;308.0
403.0;927.0;-178.0;881.0;-176.0;-123;388.0
393.0;999.0;-151.0;908.0;-207.0;-123;373.0
344.0;1047.0;-222.0;1037.0;-191.0;-122;357.0
220.0;1023.0;-302.0;967.0;-96.0;-122;342.0
313.0;1085.0;-403.0;995.0;-183.0;-122;314.0
263.0;1067.0;-413.0;973.0;-324.0;-122;299.0
244.0;1038.0;-387.0;924.0;-379.0;-123;285.0
308.0;1087.0;-360.0;906.0;-466.0;-125;274.0
406.0;1038.0;-339.0;969.0;-449.0;-107;254.0
425.0;1016.0;-341.0;901.0;-424.0;-93;245.0
348.0;969.0;-340.0;879.0;-470.0;-79;224.0
328.0;971.0;-327.0;859.0;-479.0;-66;212.0
298.0;994.0;-361.0;869.0;-550.0;-53;202.0
348.0;987.0;-403.0;837.0;-457.0;-35;184.0
368.0;935.0;-384.0;847.0;-419.0;-33;182.0
371.0;888.0;-368.0;816.0;-429.0;-28;180.0
402.0;969.0;-420.0;854.0;-457.0;-24;177.0
414.0;954.0;-419.0;884.0;-439.0;-24;177.0
387.0;920.0;-414.0;862.0;-401.0;-24;176.0
413.0;906.0;-409.0;850.0;-422.0;-24;176.0
437.0;931.0;-418.0;877.0;-428.0;-24;174.0
443.0;928.0;-432.0;875.0;-410.0;-24;172.0
424.0;925.0;-400.0;858.0;-418.0;-24;167.0
431.0;905.0;-380.0;854.0;-409.0;-24;163.0
443.0;943.0;-408.0;854.0;-454.0;-24;160.0
456.0;947.0;-444.0;883.0;-437.0;-24;156.0
398.0;924.0;-433.0;871.0;-394.0;-24;153.0
421.0;948.0;-398.0;890.0;-387.0;-24;152.0
423.0;930.0;-429.0;864.0;-428.0;-24;146.0
418.0;943.0;-402.0;891.0;-402.0;-24;142.0
441.0;962.0;-384.0;894.0;-434.0;-24;142.0
461.0;924.0;-433.0;845.0;-461.0;-24;141.0
416.0;924.0;-413.0;833.0;-436.0;-24;140.0
452.0;964.0;-465.0;913.0;-446.0;-24;139.0
488.0;855.0;-661.0;846.0;-463.0;91;34.0
434.0;913.0;-417.0;879.0;-436.0;-24;138.0
562.0;489.0;-870.0;-16.0;-846.0;-16;197.0
423.0;951.0;-437.0;856.0;-474.0;-24;132.0
289.0;1143.0;-425.0;1052.0;-735.0;61;78.0
428.0;971.0;-352.0;1119.0;-350.0;-24;127.0
514.0;946.0;-386.0;1023.0;-221.0;-24;128.0
470.0;923.0;-458.0;1053.0;-373.0;-24;139.0
247.0;932.0;-371.0;892.0;-419.0;-24;141.0
577.0;948.0;-291.0;894.0;-352.0;-24;151.0
563.0;894.0;-311.0;937.0;-261.0;-24;155.0
352.0;917.0;-337.0;919.0;-459.0;-24;161.0
363.0;994.0;-189.0;868.0;-518.0;-24;172.0
403.0;846.0;-193.0;783.0;-272.0;-24;178.0
393.0;841.0;-136.0;782.0;-320.0;-24;181.0
390.0;874.0;-146.0;867.0;-259.0;-24;182.0
354.0;916.0;-293.0;860.0;-190.0;-24;181.0
344.0;986.0;-348.0;972.0;-177.0;-24;176.0
214.0;985.0;-503.0;1054.0;-251.0;-24;174.0
309.0;1040.0;-615.0;786.0;-292.0;98;69.0
484.0;947.0;-471.0;1063.0;-429.0;-24;165.0
694.0;514.0;-846.0;725.0;-661.0;-17;237.0
609.0;987.0;-383.0;900.0;-564.0;22;36.0
412.0;1074.0;-159.0;1117.0;-434.0;4;6.0
139.0;1209.0;46.0;1217.0;-252.0;93;-122.0
20.0;1005.0;94.0;1037.0;-149.0;93;-10.0
217.0;949.0;-206.0;919.0;-359.0;87;-72.0
293.0;1107.0;-484.0;1197.0;-333.0;20;17.0
342.0;1279.0;-320.0;1226.0;-459.0;58;-74.0
342.0;948.0;-440.0;1122.0;-370.0;-20;66.0
353.0;971.0;-435.0;1036.0;-369.0;-20;71.0
418.0;909.0;-397.0;1078.0;-214.0;-20;76.0
287.0;873.0;-383.0;982.0;-385.0;-20;123.0
303.0;923.0;-363.0;987.0;-409.0;-20;126.0
256.0;914.0;-291.0;1025.0;-377.0;-20;130.0
272.0;948.0;-231.0;1016.0;-427.0;-20;132.0
248.0;862.0;-211.0;928.0;-410.0;-20;131.0
367.0;745.0;-385.0;988.0;-180.0;-20;102.0
363.0;932.0;-206.0;1144.0;-225.0;-30;58.0
192.0;903.0;-111.0;976.0;-267.0;-7;59.0
128.0;969.0;-176.0;981.0;-465.0;-23;87.0
168.0;1010.0;-295.0;1037.0;-518.0;103;101.0
294.0;944.0;-439.0;1096.0;-262.0;-44;132.0
383.0;839.0;-318.0;976.0;-202.0;-49;137.0
517.0;853.0;-522.0;976.0;-312.0;-53;140.0
444.0;921.0;-351.0;1115.0;-320.0;-50;166.0
322.0;838.0;-340.0;972.0;-346.0;-50;167.0
354.0;870.0;-320.0;926.0;-397.0;-50;166.0
281.0;912.0;-308.0;920.0;-457.0;-50;162.0
209.0;933.0;-235.0;939.0;-432.0;-50;159.0
377.0;880.0;-554.0;1026.0;-223.0;-50;116.0
307.0;932.0;-149.0;1091.0;-110.0;-42;23.0
232.0;876.0;-152.0;995.0;-139.0;-52;99.0
147.0;974.0;-288.0;980.0;-302.0;8;26.0
206.0;1007.0;-249.0;1110.0;-294.0;-6;128.0
345.0;1001.0;-361.0;1096.0;-272.0;42;154.0
460.0;858.0;-293.0;1012.0;-293.0;-40;194.0
427.0;934.0;-367.0;1018.0;-325.0;-42;194.0
341.0;977.0;-363.0;1193.0;-297.0;-42;192.0
366.0;928.0;-257.0;1188.0;-258.0;-41;191.0
423.0;843.0;-119.0;1073.0;-225.0;-42;189.0
344.0;841.0;-140.0;881.0;-224.0;-41;186.0
73.0;859.0;-241.0;894.0;-285.0;-48;109.0
201.0;914.0;-346.0;963.0;-321.0;1;130.0
506.0;1073.0;-425.0;1063.0;-352.0;71;121.0
549.0;989.0;-403.0;1045.0;-195.0;-45;106.0
441.0;980.0;-302.0;1031.0;-361.0;-45;100.0
323.0;977.0;-169.0;911.0;-474.0;-45;97.0
231.0;799.0;-492.0;906.0;-361.0;73;-135.0
405.0;901.0;-359.0;994.0;-359.0;-44;35.0
334.0;939.0;-365.0;780.0;-279.0;-48;330.0
220.0;1013.0;-232.0;807.0;-329.0;-46;339.0
344.0;762.0;-337.0;846.0;-199.0;-63;416.0
125.0;675.0;-257.0;967.0;125.0;-66;393.0
140.0;640.0;-129.0;781.0;-188.0;-159;710.0
234.0;725.0;-266.0;734.0;-322.0;-46;687.0
349.0;980.0;-325.0;1013.0;-397.0;-16;315.0
247.0;1119.0;-277.0;1013.0;-208.0;-7;303.0
350.0;704.0;-352.0;933.0;-223.0;-59;309.0
444.0;744.0;-279.0;865.0;-196.0;-59;324.0
510.0;757.0;-363.0;865.0;-215.0;-60;338.0
461.0;930.0;-443.0;958.0;-307.0;-59;349.0
407.0;936.0;-408.0;1074.0;-230.0;-59;336.0
437.0;858.0;-386.0;1014.0;-199.0;-59;324.0
490.0;781.0;-274.0;906.0;-241.0;-59;311.0
440.0;914.0;-202.0;1105.0;-460.0;-61;206.0
308.0;848.0;-169.0;931.0;-289.0;-63;216.0
246.0;973.0;-133.0;1001.0;-245.0;-64;215.0
209.0;913.0;-150.0;1040.0;-229.0;-62;216.0
352.0;776.0;-393.0;1005.0;-303.0;18;213.0
372.0;1026.0;-566.0;1088.0;-235.0;55;197.0
539.0;1107.0;-418.0;1210.0;-351.0;-23;153.0
527.0;1106.0;-378.0;1186.0;-368.0;-25;202.0
493.0;939.0;-366.0;1008.0;-331.0;-68;183.0
466.0;855.0;-247.0;939.0;-365.0;-68;185.0
397.0;852.0;-215.0;856.0;-383.0;-68;184.0
352.0;682.0;-286.0;777.0;-354.0;-63;128.0
485.0;953.0;-220.0;1179.0;-349.0;-69;181.0
268.0;962.0;-268.0;1010.0;-331.0;-71;188.0
205.0;988.0;-274.0;1162.0;-299.0;-71;192.0
154.0;861.0;-263.0;1047.0;-216.0;-67;197.0
294.0;821.0;-443.0;1082.0;-304.0;4;194.0
578.0;895.0;-740.0;1082.0;-249.0;46;78.0
500.0;1032.0;-448.0;1085.0;-362.0;54;163.0
441.0;892.0;-100.0;1109.0;-201.0;-63;125.0
272.0;719.0;-452.0;1001.0;-236.0;-18;186.0
525.0;967.0;-398.0;974.0;-357.0;81;187.0
580.0;1159.0;-386.0;1169.0;-490.0;-74;188.0
466.0;891.0;-319.0;1008.0;-317.0;-71;188.0
449.0;820.0;-143.0;885.0;-357.0;-70;183.0
339.0;792.0;-122.0;863.0;-337.0;-71;177.0
348.0;842.0;-192.0;914.0;-184.0;-71;158.0
416.0;892.0;-134.0;1143.0;-222.0;-73;189.0
333.0;711.0;-481.0;954.0;-311.0;5;293.0
458.0;924.0;-596.0;1054.0;-235.0;29;289.0
490.0;1177.0;-381.0;1326.0;-374.0;-71;290.0
462.0;954.0;-278.0;1028.0;-385.0;-71;299.0
423.0;895.0;-258.0;910.0;-430.0;-71;297.0
355.0;859.0;-151.0;853.0;-390.0;-71;287.0
448.0;901.0;-251.0;849.0;-446.0;-9;205.0
454.0;1193.0;-209.0;1467.0;-67.0;-38;253.0
196.0;708.0;-354.0;920.0;-242.0;-28;293.0
410.0;1233.0;-192.0;1471.0;-293.0;-38;275.0
430.0;936.0;-349.0;1071.0;-358.0;-60;242.0
348.0;839.0;-89.0;865.0;-348.0;-62;233.0
189.0;626.0;-127.0;788.0;-320.0;-7;184.0
443.0;924.0;-107.0;1156.0;-212.0;-63;232.0
393.0;1085.0;-156.0;1229.0;-137.0;-41;133.0
148.0;620.0;-255.0;825.0;-166.0;-28;219.0
299.0;796.0;-580.0;1011.0;-211.0;15;315.0
463.0;949.0;-454.0;1004.0;-228.0;58;313.0
537.0;1058.0;-236.0;1414.0;-133.0;-34;409.0
482.0;945.0;-331.0;1034.0;-345.0;-65;362.0
414.0;875.0;-194.0;896.0;-380.0;-66;364.0
347.0;840.0;-159.0;852.0;-351.0;-66;364.0
335.0;706.0;-331.0;748.0;-264.0;-53;434.0
479.0;844.0;-109.0;1181.0;-162.0;-55;420.0
549.0;1042.0;-404.0;1158.0;-342.0;-50;518.0
443.0;890.0;-341.0;934.0;-407.0;-62;446.0
409.0;793.0;-150.0;833.0;-342.0;-63;432.0
328.0;692.0;-381.0;710.0;-340.0;-59;257.0
372.0;818.0;-351.0;916.0;-76.0;-63;356.0
453.0;889.0;-480.0;919.0;-355.0;76;420.0
487.0;1061.0;-342.0;973.0;-470.0;77;413.0
640.0;1032.0;-198.0;1319.0;-221.0;-53;419.0
580.0;937.0;-159.0;941.0;-339.0;-65;451.0
270.0;812.0;-580.0;1029.0;-254.0;-35;700.0
331.0;973.0;-733.0;1062.0;-301.0;-78;766.0
417.0;1006.0;-411.0;1057.0;-307.0;60;489.0
562.0;1196.0;-464.0;979.0;-447.0;-180;700.0
378.0;860.0;-316.0;866.0;-504.0;-31;333.0
314.0;884.0;-336.0;808.0;-574.0;-31;324.0
312.0;740.0;-397.0;524.0;-640.0;-31;376.0
485.0;831.0;-209.0;905.0;-403.0;-55;465.0
432.0;844.0;-187.0;918.0;-338.0;-56;458.0
413.0;782.0;-205.0;871.0;-319.0;-55;448.0
236.0;1026.0;96.0;759.0;-609.0;-32;324.0
367.0;817.0;-179.0;953.0;-204.0;-56;444.0
209.0;760.0;-685.0;843.0;-236.0;-125;664.0
390.0;933.0;-367.0;1034.0;-323.0;-53;470.0
391.0;841.0;-306.0;901.0;-376.0;-53;465.0
358.0;812.0;-185.0;865.0;-335.0;-53;456.0
199.0;548.0;-224.0;597.0;-179.0;-75;527.0
264.0;802.0;-343.0;929.0;-383.0;-32;329.0
135.0;857.0;-108.0;918.0;-355.0;-35;374.0
391.0;694.0;-210.0;780.0;-147.0;-55;424.0
407.0;822.0;-257.0;879.0;-138.0;-53;411.0
455.0;921.0;-452.0;1073.0;-323.0;73;502.0
415.0;869.0;-347.0;927.0;-370.0;-40;488.0
373.0;836.0;-214.0;896.0;-338.0;-40;479.0
412.0;744.0;-270.0;800.0;-274.0;-40;434.0
207.0;782.0;-383.0;915.0;-194.0;-31;462.0
617.0;525.0;-879.0;95.0;-753.0;-154;710.0
