Accelerometer LWR accZ;Accelerometer LUA_ accY;InertialMeasurementUnit LLA accY;Accelerometer LH accY;Accelerometer LWR accX;InertialMeasurementUnit L-SHOE EuX;InertialMeasurementUnit BACK Quaternion1
465.0;912.0;-523.0;972.0;-273.0;-30;426.0
382.0;938.0;-152.0;1057.0;-89.0;-172;858.0
20.0;1005.0;94.0;1037.0;-149.0;93;-10.0
404.0;956.0;-337.0;999.0;-312.0;99;-686.0
453.0;-558.0;-895.0;-695.0;-331.0;116;-657.0
478.0;892.0;-335.0;1111.0;-26.0;64;77.0
120.0;963.0;-281.0;1038.0;-325.0;-28;122.0
633.0;1075.0;-408.0;1423.0;-513.0;16;-516.0
524.0;1049.0;-387.0;510.0;-380.0;108;74.0
449.0;820.0;-143.0;885.0;-357.0;-70;183.0
423.0;930.0;-429.0;864.0;-428.0;-24;146.0
178.0;797.0;-374.0;911.0;-474.0;36;-2.0
409.0;919.0;-231.0;996.0;-144.0;103;-21.0
