InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;Accelerometer HIP accY;Accelerometer RKN^ accZ;Accelerometer LUA^ accX;InertialMeasurementUnit R-SHOE EuY;InertialMeasurementUnit R-SHOE Body_Az;InertialMeasurementUnit RUA accX;Accelerometer RUA_ accX;Accelerometer RUA_ accY;InertialMeasurementUnit RUA accY
92.0;-137.0;17;-4;1004.0;-10.0;312.0;-24;804;-404.0;739.0;-954.0;983.0
297.0;-128.0;19;-3;976.0;-30.0;273.0;-24;797;-525.0;792.0;-756.0;929.0
374.0;-45.0;21;-10;945.0;-48.0;276.0;-24;789;?;770.0;-549.0;807.0
340.0;140.0;16;1;916.0;-51.0;355.0;-24;796;-491.0;696.0;-370.0;698.0
?;293.0;15;9;936.0;-31.0;409.0;-24;801;-472.0;678.0;-361.0;770.0
212.0;207.0;16;29;996.0;-40.0;471.0;-24;798;-424.0;651.0;-412.0;824.0
250.0;131.0;20;15;994.0;-10.0;554.0;-24;794;-354.0;649.0;-587.0;917.0
-114.0;-75.0;15;10;922.0;-1.0;?;-24;798;-311.0;641.0;-641.0;?
-19.0;-89.0;19;-23;928.0;-11.0;329.0;-24;800;-279.0;608.0;-629.0;975.0
-16.0;-103.0;21;18;926.0;-2.0;346.0;-24;796;-300.0;?;-610.0;963.0
42.0;-97.0;18;10;946.0;26.0;431.0;-24;797;-330.0;590.0;-580.0;?
112.0;-19.0;23;-18;956.0;-13.0;371.0;-24;799;-346.0;627.0;-523.0;?
173.0;6.0;?;-21;?;2.0;352.0;-24;796;-375.0;698.0;-428.0;951.0
28.0;13.0;?;-24;934.0;-3.0;413.0;-24;797;-394.0;683.0;-271.0;843.0
-99.0;62.0;21;-32;928.0;-21.0;491.0;-24;795;-446.0;686.0;-163.0;815.0
-188.0;94.0;19;-1;937.0;-10.0;586.0;-24;795;-463.0;727.0;-151.0;878.0
-272.0;138.0;14;40;936.0;21.0;655.0;-24;?;-458.0;726.0;-201.0;896.0
-416.0;117.0;15;?;936.0;38.0;779.0;-24;791;-473.0;732.0;-242.0;913.0
-564.0;81.0;18;-1;939.0;-5.0;772.0;-24;796;-462.0;770.0;-304.0;910.0
-669.0;-17.0;19;-2;953.0;-20.0;751.0;-24;796;-468.0;796.0;-358.0;897.0
-777.0;-147.0;19;-12;947.0;-3.0;679.0;-24;793;-516.0;?;-367.0;903.0
-951.0;?;21;15;925.0;10.0;626.0;-24;801;-536.0;870.0;-388.0;896.0
-1121.0;-458.0;25;12;940.0;17.0;586.0;-24;799;-561.0;902.0;-385.0;831.0
-1143.0;?;24;-40;960.0;30.0;504.0;-24;795;-532.0;912.0;-394.0;818.0
-1242.0;-330.0;22;-4;969.0;12.0;452.0;-24;793;-523.0;871.0;-444.0;811.0
-1329.0;-62.0;19;19;938.0;10.0;402.0;-24;797;-539.0;?;-427.0;772.0
-1506.0;12.0;20;-22;990.0;10.0;404.0;-24;797;-517.0;808.0;-448.0;807.0
-1618.0;252.0;18;-18;1014.0;5.0;350.0;-24;795;-471.0;799.0;-531.0;869.0
-1633.0;299.0;16;-10;955.0;-10.0;334.0;-24;801;-385.0;763.0;?;?
-1417.0;183.0;24;-17;970.0;-2.0;352.0;-24;797;-383.0;761.0;-826.0;1097.0
-1044.0;-34.0;20;?;980.0;8.0;316.0;-24;798;-396.0;839.0;-948.0;1166.0
-519.0;-248.0;?;-4;950.0;20.0;293.0;-24;801;-327.0;872.0;-979.0;1041.0
-67.0;-198.0;21;24;948.0;10.0;377.0;-24;800;?;821.0;-867.0;952.0
153.0;-164.0;20;8;958.0;9.0;?;-24;798;-467.0;805.0;-714.0;900.0
295.0;-140.0;24;8;947.0;3.0;370.0;-24;793;-498.0;798.0;?;?
375.0;-94.0;17;16;939.0;32.0;352.0;-24;798;-450.0;751.0;-459.0;791.0
440.0;?;17;-4;975.0;14.0;386.0;-24;802;-433.0;690.0;-484.0;817.0
562.0;50.0;21;15;994.0;?;489.0;-24;800;-431.0;681.0;-594.0;872.0
-125.0;-19.0;22;-3;937.0;-13.0;237.0;-24;803;-488.0;681.0;-542.0;?
-240.0;87.0;20;-3;?;-17.0;364.0;-24;785;?;662.0;-404.0;?
-606.0;30.0;16;-10;959.0;-43.0;507.0;-24;798;-534.0;614.0;-210.0;580.0
-1081.0;115.0;17;-1;965.0;-12.0;471.0;-24;805;-586.0;572.0;-8.0;471.0
-1448.0;59.0;21;-13;962.0;0.0;527.0;-24;798;-631.0;534.0;17.0;495.0
-1725.0;8.0;20;-26;923.0;0.0;567.0;-24;795;-721.0;605.0;-41.0;613.0
-1953.0;-102.0;20;14;927.0;20.0;553.0;-24;804;-798.0;683.0;-118.0;781.0
-2209.0;-36.0;19;-10;931.0;7.0;552.0;-24;798;-753.0;699.0;-155.0;896.0
-2437.0;-138.0;19;-37;935.0;2.0;532.0;-24;796;-756.0;870.0;-114.0;895.0
?;-148.0;21;-1;952.0;10.0;470.0;-24;803;-786.0;921.0;-80.0;907.0
-2014.0;15.0;18;-28;959.0;8.0;395.0;-24;793;-785.0;950.0;-29.0;832.0
-2246.0;-24.0;24;-8;944.0;-29.0;293.0;-24;804;-776.0;1109.0;402.0;648.0
-2260.0;-159.0;19;-20;977.0;-42.0;194.0;-24;769;-890.0;1149.0;610.0;566.0
-2045.0;-150.0;21;-34;964.0;-1.0;357.0;-24;749;-927.0;1002.0;641.0;512.0
-1969.0;-104.0;14;-25;961.0;22.0;361.0;-24;809;-975.0;985.0;851.0;375.0
-1951.0;-88.0;16;-35;994.0;29.0;488.0;-24;?;-958.0;953.0;1000.0;329.0
-1871.0;-129.0;25;9;966.0;7.0;249.0;-24;791;-977.0;806.0;978.0;363.0
?;-160.0;-23;-72;967.0;40.0;331.0;?;789;?;777.0;1037.0;338.0
-1404.0;-185.0;40;-65;960.0;45.0;705.0;-24;?;-1019.0;739.0;1066.0;316.0
-1106.0;-257.0;-33;-515;?;?;786.0;-24;805;-994.0;688.0;1018.0;354.0
-736.0;-230.0;-188;-515;893.0;40.0;640.0;-24;802;-947.0;657.0;979.0;314.0
-431.0;-82.0;11;649;917.0;20.0;448.0;-24;795;-928.0;602.0;979.0;248.0
-102.0;41.0;99;812;990.0;31.0;375.0;-24;797;-930.0;543.0;970.0;209.0
129.0;147.0;-19;344;952.0;51.0;275.0;-24;793;-973.0;452.0;?;149.0
289.0;201.0;14;?;932.0;58.0;245.0;-24;797;-1017.0;?;1043.0;102.0
315.0;239.0;105;155;882.0;63.0;228.0;?;805;-1018.0;314.0;1066.0;73.0
320.0;342.0;48;531;858.0;?;242.0;-24;792;-971.0;272.0;1059.0;69.0
321.0;334.0;71;745;893.0;45.0;?;-24;789;-943.0;265.0;1002.0;?
336.0;368.0;270;689;928.0;59.0;365.0;-24;?;-933.0;278.0;976.0;154.0
322.0;290.0;133;452;888.0;105.0;?;-24;784;-926.0;317.0;934.0;199.0
?;282.0;-3;269;861.0;143.0;429.0;-24;787;-930.0;335.0;911.0;241.0
253.0;151.0;85;356;858.0;179.0;399.0;-24;784;-921.0;360.0;883.0;247.0
199.0;46.0;-1;271;917.0;283.0;354.0;-24;765;-909.0;?;868.0;232.0
157.0;-13.0;-8;68;918.0;355.0;309.0;-24;785;-908.0;343.0;859.0;174.0
68.0;-78.0;56;140;962.0;474.0;305.0;-24;791;-916.0;320.0;875.0;148.0
-19.0;-119.0;16;221;992.0;446.0;301.0;-24;783;-925.0;320.0;905.0;162.0
-91.0;-128.0;105;274;942.0;581.0;321.0;?;785;-945.0;312.0;915.0;189.0
-119.0;-79.0;144;336;920.0;53.0;306.0;-24;780;-961.0;351.0;924.0;167.0
-142.0;-3.0;18;186;944.0;-32.0;313.0;-24;785;-974.0;?;?;113.0
-185.0;41.0;26;-66;976.0;-151.0;323.0;-24;795;-970.0;290.0;?;83.0
-167.0;10.0;68;-262;932.0;3.0;333.0;-24;799;?;288.0;942.0;106.0
-149.0;0.0;54;-169;928.0;59.0;?;-24;794;-942.0;293.0;995.0;100.0
-124.0;-23.0;73;69;955.0;172.0;343.0;-24;786;-934.0;286.0;973.0;121.0
-145.0;-8.0;47;229;916.0;217.0;340.0;-24;790;-947.0;299.0;957.0;145.0
-81.0;9.0;85;389;925.0;312.0;329.0;-24;799;-974.0;288.0;978.0;133.0
-47.0;-50.0;118;392;926.0;335.0;340.0;-24;800;-977.0;287.0;1018.0;98.0
-17.0;-61.0;-53;299;934.0;286.0;331.0;?;795;-955.0;273.0;997.0;126.0
33.0;-116.0;261;276;938.0;142.0;332.0;-24;795;-945.0;270.0;982.0;162.0
84.0;-163.0;-115;280;936.0;310.0;338.0;-24;800;-953.0;286.0;964.0;186.0
85.0;-197.0;270;278;946.0;374.0;?;-24;798;-948.0;316.0;953.0;214.0
121.0;-268.0;428;259;873.0;232.0;381.0;-24;801;-940.0;348.0;934.0;227.0
168.0;-345.0;324;210;879.0;285.0;353.0;-24;801;?;?;943.0;213.0
211.0;-336.0;3042;-15;848.0;277.0;323.0;-24;783;-946.0;338.0;942.0;223.0
230.0;-329.0;-709;-507;855.0;?;333.0;-24;805;-933.0;328.0;967.0;169.0
223.0;-306.0;-3745;-674;546.0;228.0;305.0;-24;818;-934.0;264.0;961.0;113.0
299.0;-300.0;481;-249;1524.0;285.0;314.0;-24;783;-910.0;278.0;977.0;61.0
228.0;-298.0;162;52;1907.0;352.0;?;-24;786;-748.0;119.0;884.0;-7.0
?;-374.0;-316;17;833.0;363.0;249.0;-24;803;-1337.0;?;873.0;457.0
608.0;-346.0;345;-10;671.0;341.0;326.0;-24;795;-1412.0;?;1363.0;39.0
389.0;-18.0;-206;?;687.0;312.0;?;-24;797;-1086.0;191.0;1389.0;?
?;58.0;131;10;907.0;259.0;277.0;-24;?;-922.0;148.0;1019.0;10.0
365.0;165.0;-3;18;1005.0;229.0;292.0;-24;799;-861.0;115.0;917.0;15.0
237.0;270.0;4;-8;1238.0;262.0;512.0;-24;801;-850.0;185.0;898.0;118.0
248.0;252.0;58;-21;975.0;253.0;670.0;-24;793;-938.0;245.0;850.0;234.0
127.0;213.0;8;14;795.0;309.0;529.0;-24;799;?;332.0;960.0;291.0
-58.0;137.0;25;7;869.0;265.0;279.0;-24;804;-971.0;349.0;995.0;272.0
-95.0;72.0;30;-13;1000.0;391.0;258.0;-24;794;-925.0;331.0;909.0;236.0
-72.0;54.0;14;-1;1006.0;327.0;252.0;-24;797;-916.0;310.0;895.0;192.0
-107.0;86.0;11;-1;952.0;425.0;261.0;-24;797;-928.0;320.0;908.0;184.0
-171.0;85.0;41;11;928.0;179.0;267.0;-24;796;-955.0;310.0;954.0;228.0
-217.0;38.0;-19;22;912.0;?;284.0;-24;805;-966.0;323.0;963.0;239.0
-208.0;83.0;55;-5;965.0;-994.0;295.0;-24;805;-962.0;345.0;981.0;222.0
-155.0;119.0;-145;35;982.0;100.0;304.0;-24;803;-967.0;342.0;980.0;213.0
-140.0;175.0;-435;202;944.0;0.0;304.0;-24;807;-976.0;334.0;991.0;221.0
-132.0;142.0;-103;239;954.0;-18.0;303.0;-24;799;-981.0;348.0;989.0;237.0
-117.0;142.0;24;?;1001.0;-18.0;291.0;-24;791;-974.0;339.0;985.0;254.0
-117.0;149.0;-52;66;1076.0;135.0;267.0;-24;797;-971.0;359.0;977.0;260.0
-116.0;177.0;161;188;1042.0;355.0;259.0;?;796;-996.0;351.0;989.0;252.0
-126.0;191.0;170;154;908.0;?;270.0;-24;790;-1040.0;354.0;1024.0;275.0
-158.0;190.0;108;0;914.0;200.0;280.0;-24;789;-1025.0;356.0;1048.0;253.0
-202.0;164.0;172;-114;918.0;220.0;261.0;-24;793;-958.0;316.0;1010.0;248.0
-212.0;165.0;118;-109;936.0;207.0;272.0;-24;799;-910.0;309.0;933.0;228.0
-206.0;143.0;163;-173;966.0;225.0;300.0;-24;795;-925.0;320.0;895.0;?
-277.0;111.0;?;-16;949.0;220.0;313.0;-24;797;-942.0;320.0;933.0;245.0
-255.0;29.0;17;240;895.0;219.0;?;-24;800;?;321.0;944.0;254.0
-279.0;-35.0;46;137;897.0;208.0;296.0;-24;793;-975.0;317.0;975.0;235.0
-276.0;-136.0;?;53;890.0;208.0;277.0;?;800;-966.0;300.0;987.0;196.0
-281.0;?;-25;56;938.0;200.0;285.0;-24;797;?;294.0;?;166.0
-220.0;-186.0;25;-2;992.0;213.0;275.0;-24;794;-961.0;266.0;977.0;132.0
-175.0;-187.0;9;-56;?;200.0;290.0;-24;797;-975.0;254.0;991.0;107.0
-104.0;-172.0;13;-133;?;300.0;315.0;-24;797;-982.0;223.0;1025.0;106.0
-98.0;-184.0;61;-236;919.0;208.0;314.0;-24;799;-975.0;235.0;1001.0;148.0
-88.0;-127.0;65;-249;947.0;41.0;291.0;-24;792;?;275.0;987.0;164.0
-34.0;-159.0;63;-125;962.0;55.0;261.0;-24;792;-953.0;?;982.0;165.0
40.0;-122.0;8;-124;969.0;162.0;275.0;-24;801;-950.0;289.0;955.0;147.0
52.0;-113.0;113;39;933.0;225.0;323.0;-24;802;-965.0;258.0;?;128.0
73.0;-95.0;12;130;934.0;206.0;340.0;-24;804;-963.0;243.0;992.0;117.0
109.0;-123.0;51;155;947.0;260.0;335.0;-24;804;-966.0;242.0;997.0;119.0
139.0;-134.0;254;250;?;323.0;341.0;-24;796;-961.0;234.0;990.0;115.0
134.0;-115.0;-255;-155;927.0;375.0;308.0;-24;802;-962.0;223.0;999.0;127.0
113.0;-159.0;640;430;939.0;362.0;289.0;-24;804;-954.0;253.0;978.0;148.0
114.0;-150.0;-431;-386;?;407.0;275.0;-24;806;-942.0;252.0;960.0;186.0
118.0;-191.0;?;135;932.0;241.0;303.0;-24;?;-937.0;278.0;948.0;204.0
95.0;-198.0;2292;19;915.0;250.0;285.0;-24;798;-926.0;300.0;945.0;193.0
76.0;-249.0;-6144;-5439;884.0;265.0;315.0;-24;819;-940.0;269.0;939.0;181.0
124.0;-319.0;-3905;-3074;615.0;255.0;300.0;-24;808;-961.0;281.0;980.0;173.0
128.0;-331.0;1644;1037;?;238.0;299.0;-25;787;-961.0;249.0;968.0;137.0
109.0;-341.0;-735;-553;1819.0;264.0;329.0;-25;786;-813.0;231.0;985.0;51.0
133.0;-321.0;157;102;1188.0;246.0;310.0;-25;780;-940.0;137.0;727.0;238.0
485.0;177.0;147;80;708.0;242.0;318.0;-25;789;-1412.0;506.0;1250.0;196.0
68.0;-346.0;-228;-164;636.0;240.0;317.0;-24;804;-1110.0;286.0;1456.0;-51.0
-168.0;-356.0;226;159;997.0;224.0;259.0;-24;807;-858.0;63.0;937.0;129.0
-2.0;-337.0;-106;-109;1151.0;238.0;216.0;?;800;-820.0;?;835.0;61.0
83.0;-276.0;?;?;1148.0;263.0;334.0;-24;794;-883.0;237.0;834.0;108.0
206.0;-150.0;14;2;1034.0;261.0;559.0;-24;799;-1060.0;297.0;925.0;191.0
198.0;?;8;-33;856.0;248.0;568.0;-24;799;-1107.0;329.0;1093.0;?
18.0;-435.0;29;-44;875.0;263.0;447.0;-24;796;-1021.0;215.0;?;60.0
-7.0;-408.0;17;-41;1053.0;277.0;421.0;-24;799;-976.0;144.0;1004.0;18.0
40.0;-233.0;18;-4;1090.0;286.0;372.0;-24;803;-1004.0;158.0;1010.0;-28.0
-32.0;-144.0;18;-10;945.0;263.0;428.0;-24;796;-1013.0;?;1068.0;-3.0
-74.0;-76.0;14;-29;913.0;140.0;365.0;-24;793;-1000.0;158.0;1029.0;?
-99.0;-43.0;15;47;956.0;560.0;332.0;?;804;?;207.0;999.0;103.0
-67.0;-9.0;-8;58;?;156.0;323.0;-24;800;-960.0;240.0;967.0;135.0
-59.0;-13.0;-22;-9;980.0;-324.0;351.0;-24;799;-954.0;269.0;961.0;163.0
-72.0;-18.0;-107;99;979.0;178.0;358.0;-24;799;-973.0;276.0;957.0;168.0
-102.0;-41.0;-362;338;?;-161.0;371.0;-24;795;-993.0;277.0;973.0;157.0
-112.0;-20.0;-384;322;1009.0;90.0;395.0;-24;801;-997.0;263.0;984.0;157.0
-159.0;-11.0;-37;80;1033.0;74.0;379.0;-24;798;-998.0;266.0;?;162.0
-146.0;20.0;68;44;1043.0;115.0;?;-24;798;-1006.0;281.0;1007.0;165.0
-146.0;133.0;-33;44;965.0;183.0;336.0;-24;800;-1018.0;279.0;1034.0;159.0
-114.0;192.0;44;-144;908.0;236.0;334.0;-24;794;-1043.0;300.0;1045.0;144.0
-125.0;189.0;165;-181;936.0;200.0;324.0;-24;795;-1020.0;252.0;1075.0;116.0
-179.0;213.0;165;-77;918.0;136.0;323.0;-24;797;-978.0;241.0;?;127.0
-148.0;337.0;93;?;926.0;121.0;306.0;-24;795;-977.0;247.0;1006.0;140.0
-122.0;394.0;93;-262;917.0;117.0;304.0;-24;796;?;293.0;991.0;150.0
-73.0;441.0;115;-237;915.0;198.0;294.0;-24;794;-975.0;275.0;1011.0;142.0
?;419.0;76;-168;930.0;165.0;286.0;-24;786;-970.0;256.0;1006.0;128.0
-18.0;399.0;65;-170;953.0;146.0;294.0;-24;788;-971.0;260.0;990.0;132.0
-41.0;364.0;75;-139;931.0;114.0;283.0;-24;793;-967.0;261.0;981.0;141.0
-64.0;372.0;47;4;935.0;140.0;287.0;-24;?;-961.0;238.0;988.0;141.0
-84.0;365.0;42;75;917.0;128.0;300.0;-24;796;-938.0;?;967.0;136.0
-98.0;301.0;55;46;924.0;210.0;321.0;-24;801;-945.0;236.0;953.0;?
-153.0;373.0;55;18;922.0;234.0;315.0;-24;796;-921.0;245.0;951.0;145.0
-135.0;330.0;52;-21;914.0;98.0;?;-24;793;-932.0;240.0;945.0;162.0
-96.0;342.0;42;-72;935.0;99.0;289.0;-24;795;-931.0;251.0;948.0;143.0
-80.0;?;43;-51;920.0;154.0;287.0;-24;792;-942.0;244.0;969.0;127.0
-109.0;192.0;75;87;917.0;?;311.0;-24;798;-950.0;?;971.0;132.0
-99.0;130.0;44;199;937.0;206.0;314.0;-24;803;-949.0;233.0;980.0;136.0
-118.0;98.0;110;159;934.0;?;315.0;-24;796;-951.0;253.0;979.0;144.0
-75.0;68.0;59;193;896.0;232.0;?;-24;800;-958.0;262.0;981.0;143.0
-71.0;32.0;66;304;913.0;?;313.0;-24;805;-954.0;?;989.0;144.0
-41.0;41.0;195;383;925.0;228.0;334.0;-23;799;-938.0;249.0;978.0;136.0
-109.0;90.0;-73;471;916.0;209.0;340.0;-24;800;-948.0;240.0;997.0;?
-82.0;100.0;625;131;913.0;252.0;324.0;-24;803;-941.0;229.0;990.0;106.0
-51.0;4.0;824;?;859.0;264.0;331.0;-24;803;-952.0;242.0;980.0;130.0
-55.0;-106.0;1044;-206;829.0;262.0;309.0;-24;798;-939.0;258.0;968.0;193.0
-29.0;-315.0;2151;-345;777.0;272.0;302.0;-24;798;-915.0;287.0;935.0;209.0
-43.0;-411.0;571;-486;846.0;222.0;310.0;-24;809;-906.0;294.0;907.0;?
33.0;-479.0;-379;-95;1612.0;228.0;331.0;-24;789;-903.0;331.0;913.0;156.0
47.0;?;261;30;1334.0;240.0;355.0;-24;775;-817.0;210.0;872.0;84.0
371.0;-289.0;-22;?;900.0;260.0;351.0;-24;766;-1330.0;323.0;980.0;260.0
375.0;-351.0;88;36;767.0;256.0;335.0;-24;769;-1227.0;374.0;1344.0;-160.0
240.0;-57.0;81;31;874.0;253.0;309.0;-24;811;-1014.0;82.0;1179.0;-52.0
325.0;-13.0;5;7;1014.0;294.0;291.0;-23;?;-965.0;87.0;999.0;-90.0
334.0;91.0;71;14;1079.0;309.0;?;-23;787;-909.0;124.0;976.0;-64.0
279.0;54.0;?;-43;1117.0;333.0;549.0;-23;798;-929.0;126.0;920.0;82.0
357.0;312.0;44;?;944.0;286.0;?;-23;794;-1074.0;267.0;952.0;156.0
323.0;194.0;36;-42;842.0;250.0;447.0;-23;799;-1105.0;291.0;1079.0;120.0
152.0;62.0;25;-36;919.0;135.0;463.0;-23;799;-1018.0;195.0;1072.0;98.0
99.0;26.0;15;-16;1057.0;208.0;380.0;-23;799;-992.0;197.0;998.0;64.0
92.0;-19.0;20;-39;1058.0;400.0;419.0;-23;802;?;173.0;998.0;8.0
56.0;-23.0;12;-28;975.0;216.0;465.0;-23;799;-997.0;183.0;1031.0;2.0
-12.0;3.0;26;15;904.0;308.0;417.0;-23;799;-991.0;174.0;?;57.0
-27.0;49.0;22;29;930.0;-88.0;389.0;?;799;-975.0;201.0;969.0;105.0
-99.0;11.0;-1;1;965.0;-1057.0;400.0;-23;793;-961.0;251.0;955.0;154.0
-95.0;-35.0;34;-36;956.0;356.0;374.0;-23;797;-957.0;291.0;936.0;177.0
-110.0;-46.0;-34;42;972.0;-221.0;386.0;-23;802;-960.0;296.0;946.0;163.0
-91.0;-46.0;58;?;968.0;-189.0;404.0;-23;799;-969.0;280.0;969.0;153.0
-141.0;-95.0;-99;76;949.0;-73.0;389.0;-23;799;-983.0;282.0;988.0;163.0
-153.0;-101.0;-416;244;927.0;16.0;393.0;-23;805;-989.0;271.0;1009.0;167.0
-197.0;-85.0;-58;12;958.0;126.0;?;-23;812;-986.0;300.0;1000.0;180.0
-194.0;-76.0;88;-40;1020.0;191.0;353.0;-23;810;-975.0;280.0;1006.0;191.0
-167.0;0.0;34;-86;1033.0;194.0;352.0;-23;797;-991.0;297.0;992.0;197.0
-125.0;15.0;147;-22;948.0;200.0;371.0;?;800;-1008.0;310.0;?;184.0
-77.0;88.0;54;160;883.0;129.0;351.0;-23;807;-1030.0;308.0;1030.0;183.0
-109.0;133.0;39;-82;898.0;168.0;338.0;-23;809;-995.0;274.0;1065.0;138.0
-84.0;122.0;73;-140;931.0;149.0;311.0;-23;811;-977.0;?;1013.0;139.0
-67.0;?;95;-136;?;195.0;317.0;-23;786;-981.0;255.0;1000.0;165.0
-41.0;275.0;112;-289;944.0;162.0;327.0;-23;782;-994.0;275.0;1018.0;173.0
-38.0;289.0;92;-338;898.0;135.0;327.0;-23;798;-975.0;272.0;999.0;162.0
-16.0;270.0;88;-349;914.0;85.0;309.0;-23;797;-959.0;248.0;987.0;140.0
-23.0;276.0;76;-313;920.0;95.0;317.0;?;797;-951.0;232.0;979.0;146.0
-60.0;266.0;71;-293;939.0;181.0;305.0;-23;791;-938.0;?;946.0;175.0
-80.0;?;55;-186;926.0;179.0;311.0;-23;799;-941.0;263.0;957.0;179.0
?;225.0;71;36;897.0;193.0;307.0;-23;809;-941.0;262.0;980.0;143.0
-58.0;263.0;88;236;917.0;241.0;309.0;-23;796;-934.0;233.0;961.0;101.0
-49.0;325.0;51;250;956.0;303.0;323.0;-23;789;-951.0;183.0;972.0;67.0
-45.0;371.0;29;172;943.0;289.0;322.0;-23;796;-976.0;?;991.0;90.0
-74.0;315.0;39;130;?;155.0;315.0;-23;805;-981.0;210.0;997.0;137.0
-115.0;185.0;53;35;?;204.0;286.0;-23;?;-953.0;250.0;972.0;172.0
-166.0;54.0;?;113;?;208.0;313.0;-23;801;-932.0;265.0;946.0;211.0
-164.0;-87.0;31;?;939.0;172.0;321.0;-23;803;-923.0;293.0;944.0;211.0
-76.0;-75.0;84;-284;925.0;100.0;348.0;-23;803;-928.0;292.0;958.0;163.0
?;-79.0;87;80;938.0;157.0;327.0;-23;801;-945.0;271.0;?;113.0
2.0;-71.0;57;221;908.0;189.0;368.0;-23;802;-948.0;223.0;1002.0;118.0
25.0;-148.0;-18;293;?;254.0;342.0;-23;803;-945.0;234.0;982.0;150.0
32.0;-155.0;125;?;920.0;291.0;342.0;-23;803;-922.0;257.0;958.0;144.0
70.0;-169.0;169;505;905.0;299.0;320.0;?;805;-928.0;250.0;970.0;123.0
139.0;-128.0;410;-53;835.0;299.0;305.0;-23;807;-941.0;240.0;962.0;115.0
136.0;-110.0;1285;-565;844.0;303.0;?;?;804;-949.0;213.0;984.0;111.0
