InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit LLA Quaternion1;InertialMeasurementUnit LLA magneticX;InertialMeasurementUnit RLA Quaternion2;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1
661.0;408.0;599.0;326.0;418.0;41.0;-396.0;158;219.0;-350.0
662.0;413.0;603.0;326.0;421.0;53.0;-391.0;158;212.0;-335.0
669.0;424.0;611.0;322.0;427.0;92.0;-378.0;158;192.0;-294.0
649.0;395.0;725.0;348.0;521.0;260.0;-230.0;40;31.0;-185.0
671.0;429.0;612.0;318.0;428.0;101.0;-375.0;158;186.0;-284.0
673.0;430.0;612.0;315.0;428.0;109.0;-373.0;158;181.0;-275.0
678.0;437.0;612.0;308.0;428.0;133.0;-369.0;158;172.0;-252.0
645.0;389.0;728.0;351.0;526.0;259.0;-229.0;44;35.0;-183.0
642.0;383.0;730.0;348.0;532.0;258.0;-231.0;50;40.0;-179.0
679.0;439.0;612.0;306.0;429.0;137.0;-367.0;158;169.0;-248.0
681.0;440.0;612.0;305.0;429.0;139.0;-366.0;158;168.0;-245.0
684.0;442.0;613.0;305.0;431.0;149.0;-360.0;158;164.0;-237.0
684.0;446.0;614.0;309.0;431.0;151.0;-358.0;158;163.0;-235.0
684.0;445.0;615.0;310.0;429.0;153.0;-356.0;158;164.0;-232.0
683.0;448.0;619.0;312.0;427.0;159.0;-351.0;158;163.0;-227.0
685.0;450.0;620.0;310.0;428.0;148.0;-349.0;158;159.0;-231.0
685.0;451.0;620.0;309.0;427.0;146.0;-348.0;158;157.0;-231.0
641.0;380.0;729.0;343.0;533.0;258.0;-235.0;51;43.0;-178.0
686.0;450.0;620.0;307.0;427.0;142.0;-347.0;158;156.0;-231.0
641.0;377.0;720.0;328.0;535.0;252.0;-259.0;55;62.0;-183.0
641.0;377.0;716.0;320.0;537.0;250.0;-268.0;57;70.0;-185.0
645.0;380.0;700.0;299.0;536.0;247.0;-293.0;61;88.0;-195.0
671.0;215.0;711.0;1053.0;509.0;156.0;-197.0;85;78.0;-206.0
696.0;158.0;650.0;962.0;524.0;274.0;-278.0;64;-127.0;-77.0
679.0;150.0;719.0;1207.0;509.0;370.0;-122.0;65;-90.0;-37.0
687.0;451.0;620.0;306.0;431.0;133.0;-347.0;158;155.0;-230.0
688.0;453.0;619.0;305.0;432.0;130.0;-346.0;158;154.0;-229.0
647.0;379.0;694.0;293.0;530.0;249.0;-301.0;63;96.0;-200.0
638.0;378.0;679.0;301.0;509.0;264.0;-334.0;65;141.0;-222.0
690.0;452.0;618.0;303.0;434.0;126.0;-344.0;158;153.0;-228.0
691.0;454.0;618.0;306.0;436.0;123.0;-343.0;158;153.0;-227.0
690.0;452.0;618.0;307.0;438.0;123.0;-343.0;158;154.0;-227.0
689.0;452.0;619.0;307.0;438.0;123.0;-343.0;158;155.0;-226.0
689.0;452.0;620.0;311.0;437.0;125.0;-342.0;158;156.0;-226.0
688.0;448.0;622.0;314.0;437.0;125.0;-341.0;158;156.0;-226.0
687.0;448.0;623.0;316.0;437.0;124.0;-340.0;158;156.0;-228.0
685.0;447.0;625.0;319.0;437.0;125.0;-340.0;158;156.0;-230.0
684.0;446.0;626.0;321.0;437.0;125.0;-340.0;158;157.0;-231.0
681.0;443.0;628.0;316.0;440.0;127.0;-342.0;158;158.0;-233.0
682.0;443.0;626.0;313.0;441.0;126.0;-343.0;158;158.0;-233.0
685.0;447.0;624.0;306.0;442.0;127.0;-344.0;158;156.0;-234.0
687.0;447.0;621.0;301.0;444.0;125.0;-344.0;158;154.0;-236.0
694.0;450.0;616.0;291.0;448.0;130.0;-343.0;158;147.0;-232.0
700.0;453.0;611.0;278.0;457.0;122.0;-341.0;158;142.0;-225.0
703.0;456.0;609.0;274.0;457.0;123.0;-339.0;158;139.0;-220.0
707.0;459.0;614.0;292.0;465.0;133.0;-326.0;158;130.0;-196.0
705.0;460.0;619.0;300.0;466.0;138.0;-323.0;158;128.0;-186.0
633.0;378.0;680.0;311.0;499.0;270.0;-337.0;66;153.0;-228.0
704.0;459.0;635.0;318.0;470.0;158.0;-301.0;158;102.0;-168.0
701.0;458.0;641.0;329.0;470.0;163.0;-298.0;158;96.0;-163.0
694.0;456.0;649.0;341.0;473.0;162.0;-296.0;158;94.0;-160.0
632.0;378.0;682.0;320.0;490.0;274.0;-332.0;66;159.0;-238.0
635.0;374.0;683.0;318.0;481.0;276.0;-324.0;69;158.0;-248.0
640.0;369.0;682.0;314.0;468.0;282.0;-318.0;74;157.0;-261.0
655.0;346.0;649.0;252.0;439.0;298.0;-345.0;83;178.0;-287.0
668.0;395.0;599.0;204.0;473.0;262.0;-399.0;91;190.0;-363.0
786.0;506.0;281.0;-403.0;86.0;830.0;-550.0;81;-16.0;-11.0
686.0;452.0;659.0;359.0;477.0;164.0;-295.0;158;92.0;-156.0
678.0;480.0;689.0;331.0;505.0;376.0;-253.0;159;39.0;-143.0
653.0;423.0;695.0;263.0;509.0;242.0;-298.0;62;42.0;-251.0
655.0;427.0;693.0;258.0;519.0;224.0;-299.0;62;43.0;-262.0
-555.0;-192.0;-691.0;824.0;-404.0;-674.0;-163.0;65;434.0;-348.0
677.0;485.0;672.0;218.0;246.0;324.0;-300.0;164;20.0;-319.0
653.0;453.0;719.0;325.0;274.0;323.0;-232.0;170;48.0;-262.0
695.0;611.0;701.0;261.0;31.0;703.0;-161.0;35;9.0;21.0
642.0;450.0;711.0;318.0;221.0;282.0;-277.0;144;76.0;-270.0
-551.0;260.0;-497.0;264.0;-495.0;103.0;542.0;37;-395.0;456.0
-701.0;470.0;-484.0;15.0;-505.0;-65.0;507.0;141;-128.0;304.0
702.0;-37.0;645.0;809.0;511.0;7.0;-289.0;138;-94.0;-285.0
-662.0;452.0;-636.0;328.0;-506.0;-125.0;334.0;141;-214.0;274.0
699.0;639.0;633.0;113.0;118.0;249.0;-328.0;11;-57.0;-158.0
711.0;452.0;582.0;105.0;191.0;217.0;-393.0;-163;36.0;-267.0
660.0;426.0;701.0;377.0;249.0;201.0;-250.0;-171;101.0;-297.0
647.0;406.0;710.0;394.0;259.0;207.0;-254.0;-171;117.0;-288.0
644.0;398.0;708.0;389.0;264.0;210.0;-263.0;-171;122.0;-287.0
644.0;392.0;703.0;380.0;271.0;210.0;-274.0;-171;128.0;-287.0
643.0;384.0;695.0;368.0;280.0;208.0;-291.0;-170;137.0;-290.0
644.0;379.0;684.0;347.0;289.0;205.0;-310.0;-172;146.0;-299.0
646.0;375.0;671.0;325.0;301.0;199.0;-329.0;-175;158.0;-309.0
650.0;360.0;639.0;280.0;324.0;178.0;-367.0;-168;183.0;-330.0
651.0;350.0;620.0;263.0;333.0;164.0;-390.0;-167;200.0;-344.0
648.0;337.0;601.0;245.0;341.0;146.0;-413.0;-160;218.0;-360.0
616.0;253.0;522.0;208.0;352.0;36.0;-498.0;-159;316.0;-452.0
801.0;373.0;219.0;-369.0;219.0;475.0;-540.0;88;138.0;-312.0
698.0;457.0;630.0;260.0;203.0;201.0;-333.0;-171;66.0;-291.0
680.0;437.0;630.0;295.0;231.0;292.0;-360.0;-178;100.0;-235.0
680.0;439.0;631.0;301.0;231.0;294.0;-360.0;-178;102.0;-234.0
-541.0;111.0;-270.0;67.0;-313.0;405.0;647.0;100;-464.0;596.0
-619.0;353.0;-767.0;481.0;-512.0;-346.0;120.0;68;119.0;94.0
651.0;425.0;666.0;375.0;222.0;307.0;-342.0;-178;126.0;-259.0
646.0;422.0;672.0;385.0;227.0;301.0;-338.0;-178;130.0;-275.0
642.0;417.0;677.0;396.0;241.0;291.0;-335.0;-178;132.0;-290.0
639.0;415.0;683.0;392.0;285.0;262.0;-330.0;-178;125.0;-316.0
639.0;414.0;684.0;381.0;345.0;217.0;-332.0;-178;119.0;-335.0
640.0;412.0;682.0;372.0;373.0;191.0;-335.0;-178;118.0;-333.0
641.0;410.0;678.0;362.0;400.0;167.0;-339.0;-178;117.0;-322.0
643.0;409.0;673.0;350.0;420.0;148.0;-345.0;-178;117.0;-309.0
655.0;400.0;656.0;309.0;448.0;109.0;-360.0;-178;110.0;-280.0
667.0;395.0;640.0;278.0;460.0;102.0;-370.0;-178;91.0;-278.0
669.0;391.0;638.0;283.0;473.0;110.0;-371.0;-178;83.0;-277.0
664.0;389.0;649.0;304.0;474.0;112.0;-362.0;-178;81.0;-284.0
694.0;-40.0;670.0;838.0;508.0;18.0;-249.0;139;-89.0;-288.0
-671.0;-27.0;-729.0;990.0;-33.0;-338.0;137.0;68;5.0;16.0
721.0;7.0;561.0;715.0;530.0;16.0;-389.0;137;-118.0;-287.0
707.0;1.0;599.0;701.0;566.0;-13.0;-372.0;54;-48.0;-315.0
-257.0;-430.0;-109.0;349.0;-246.0;668.0;723.0;109;-632.0;723.0
615.0;159.0;725.0;563.0;511.0;424.0;189.0;20;-246.0;66.0
714.0;524.0;641.0;386.0;510.0;123.0;-276.0;74;48.0;-288.0
653.0;-23.0;739.0;744.0;517.0;412.0;-55.0;22;-156.0;81.0
687.0;198.0;702.0;633.0;558.0;217.0;-178.0;11;-65.0;-74.0
698.0;228.0;676.0;625.0;558.0;121.0;-231.0;-67;-50.0;-159.0
698.0;154.0;655.0;648.0;549.0;78.0;-280.0;-130;-64.0;-199.0
679.0;-3.0;658.0;755.0;538.0;51.0;-318.0;34;-67.0;-225.0
656.0;-126.0;685.0;1002.0;576.0;30.0;-289.0;82;131.0;-276.0
-651.0;-76.0;-625.0;818.0;-512.0;-7.0;400.0;-144;-161.0;394.0
683.0;519.0;671.0;392.0;525.0;123.0;-283.0;74;45.0;-275.0
681.0;509.0;680.0;423.0;526.0;121.0;-267.0;74;46.0;-277.0
667.0;493.0;684.0;423.0;510.0;143.0;-290.0;74;52.0;-278.0
662.0;493.0;691.0;435.0;513.0;146.0;-286.0;74;53.0;-265.0
658.0;494.0;696.0;446.0;511.0;148.0;-284.0;74;55.0;-261.0
667.0;509.0;682.0;433.0;505.0;144.0;-293.0;74;59.0;-267.0
674.0;511.0;668.0;406.0;499.0;139.0;-309.0;74;62.0;-271.0
682.0;514.0;651.0;376.0;495.0;130.0;-327.0;74;64.0;-272.0
668.0;-490.0;706.0;880.0;507.0;232.0;-220.0;37;84.0;-160.0
668.0;10.0;686.0;1134.0;560.0;310.0;-285.0;-62;-53.0;-75.0
657.0;-106.0;709.0;825.0;447.0;368.0;-246.0;37;69.0;-17.0
651.0;-12.0;687.0;739.0;506.0;306.0;-310.0;30;89.0;-90.0
642.0;-11.0;678.0;728.0;534.0;258.0;-337.0;16;118.0;-134.0
651.0;22.0;665.0;707.0;558.0;187.0;-346.0;-14;122.0;-194.0
660.0;51.0;656.0;689.0;565.0;153.0;-349.0;-56;115.0;-224.0
575.0;-11.0;-107.0;-260.0;211.0;160.0;-704.0;115;403.0;-529.0
666.0;74.0;643.0;655.0;572.0;130.0;-361.0;-66;112.0;-243.0
685.0;143.0;609.0;544.0;573.0;116.0;-391.0;-122;82.0;-262.0
637.0;-68.0;763.0;889.0;489.0;211.0;22.0;123;-104.0;-119.0
691.0;173.0;596.0;506.0;571.0;115.0;-403.0;33;66.0;-264.0
698.0;204.0;585.0;478.0;570.0;109.0;-410.0;74;50.0;-270.0
665.0;485.0;679.0;460.0;517.0;108.0;-294.0;74;100.0;-294.0
670.0;483.0;672.0;451.0;516.0;107.0;-297.0;75;100.0;-296.0
693.0;484.0;638.0;405.0;514.0;110.0;-319.0;75;108.0;-302.0
698.0;487.0;622.0;379.0;521.0;110.0;-335.0;75;119.0;-302.0
704.0;232.0;577.0;450.0;567.0;105.0;-413.0;41;35.0;-274.0
729.0;242.0;480.0;340.0;568.0;-51.0;-479.0;79;89.0;-394.0
650.0;-35.0;725.0;731.0;555.0;50.0;-228.0;125;-1.0;-239.0
665.0;-19.0;700.0;695.0;562.0;-43.0;-261.0;101;-20.0;-275.0
684.0;481.0;641.0;386.0;526.0;107.0;-326.0;75;123.0;-306.0
679.0;479.0;648.0;398.0;527.0;110.0;-323.0;75;122.0;-305.0
676.0;476.0;653.0;407.0;527.0;113.0;-319.0;75;119.0;-305.0
674.0;473.0;658.0;415.0;527.0;114.0;-316.0;75;116.0;-303.0
671.0;470.0;661.0;422.0;527.0;116.0;-315.0;75;114.0;-301.0
669.0;466.0;664.0;429.0;528.0;123.0;-315.0;75;111.0;-296.0
666.0;467.0;666.0;432.0;527.0;132.0;-318.0;75;108.0;-290.0
665.0;466.0;666.0;435.0;525.0;140.0;-321.0;75;104.0;-287.0
664.0;475.0;668.0;437.0;523.0;142.0;-320.0;75;105.0;-277.0
665.0;484.0;667.0;435.0;518.0;141.0;-320.0;75;104.0;-275.0
671.0;499.0;658.0;429.0;512.0;138.0;-324.0;75;103.0;-276.0
666.0;-16.0;688.0;659.0;559.0;-82.0;-285.0;76;-30.0;-297.0
20.0;-636.0;-246.0;490.0;-76.0;-860.0;-662.0;-23;708.0;-782.0
686.0;274.0;636.0;884.0;560.0;152.0;-354.0;84;-18.0;-222.0
665.0;188.0;634.0;805.0;568.0;33.0;-391.0;80;55.0;-297.0
-341.0;-584.0;-512.0;845.0;-437.0;-780.0;-522.0;-26;590.0;-577.0
492.0;106.0;241.0;21.0;-152.0;790.0;-712.0;91;440.0;-109.0
-212.0;-615.0;-536.0;710.0;-191.0;-784.0;-563.0;45;592.0;-592.0
338.0;-195.0;478.0;319.0;267.0;-95.0;-540.0;72;605.0;-519.0
707.0;277.0;570.0;762.0;514.0;29.0;-408.0;85;88.0;-322.0
727.0;282.0;531.0;636.0;514.0;15.0;-431.0;85;67.0;-332.0
110.0;-654.0;-456.0;908.0;-223.0;-609.0;-413.0;-58;781.0;-764.0
480.0;69.0;599.0;243.0;206.0;-142.0;-531.0;89;359.0;-462.0
507.0;79.0;582.0;230.0;208.0;-147.0;-528.0;93;354.0;-465.0
516.0;82.0;573.0;208.0;212.0;-148.0;-530.0;95;355.0;-463.0
-692.0;557.0;-547.0;122.0;-224.0;-335.0;434.0;147;-180.0;218.0
632.0;254.0;477.0;142.0;537.0;195.0;-521.0;98;318.0;-296.0
701.0;390.0;622.0;546.0;549.0;135.0;-349.0;47;16.0;-245.0
628.0;176.0;691.0;50.0;504.0;17.0;-311.0;72;176.0;-352.0
646.0;87.0;729.0;95.0;467.0;131.0;-216.0;85;67.0;-258.0
652.0;49.0;734.0;120.0;476.0;149.0;-184.0;84;44.0;-237.0
-459.0;-35.0;-278.0;170.0;108.0;13.0;673.0;150;-509.0;385.0
-531.0;-338.0;620.0;29.0;-247.0;578.0;241.0;150;-525.0;717.0
660.0;7.0;729.0;258.0;521.0;156.0;-174.0;81;53.0;-284.0
659.0;25.0;718.0;321.0;525.0;155.0;-211.0;81;76.0;-294.0
659.0;43.0;706.0;392.0;527.0;144.0;-246.0;81;85.0;-312.0
665.0;64.0;693.0;467.0;529.0;123.0;-268.0;81;76.0;-326.0
675.0;67.0;680.0;535.0;530.0;106.0;-281.0;81;54.0;-337.0
686.0;67.0;665.0;603.0;531.0;94.0;-294.0;79;28.0;-346.0
696.0;53.0;632.0;740.0;544.0;70.0;-340.0;83;-25.0;-355.0
689.0;51.0;631.0;807.0;558.0;64.0;-356.0;79;-30.0;-354.0
305.0;-354.0;55.0;210.0;194.0;-554.0;-769.0;-122;559.0;-771.0
547.0;117.0;525.0;120.0;230.0;-169.0;-542.0;108;361.0;-471.0
643.0;382.0;600.0;237.0;489.0;112.0;-429.0;91;207.0;-319.0
594.0;292.0;610.0;59.0;225.0;-252.0;-444.0;47;279.0;-495.0
663.0;-12.0;653.0;567.0;534.0;-97.0;-361.0;7;-61.0;-319.0
667.0;6.0;641.0;539.0;526.0;-85.0;-372.0;47;-80.0;-304.0
672.0;24.0;629.0;499.0;518.0;-75.0;-378.0;133;-99.0;-300.0
680.0;31.0;618.0;487.0;510.0;-63.0;-376.0;150;-118.0;-299.0
684.0;501.0;695.0;482.0;518.0;145.0;-221.0;74;24.0;-262.0
697.0;521.0;677.0;450.0;507.0;105.0;-234.0;75;33.0;-278.0
697.0;530.0;671.0;414.0;508.0;144.0;-253.0;75;13.0;-256.0
681.0;495.0;672.0;407.0;509.0;139.0;-290.0;75;22.0;-251.0
685.0;497.0;665.0;390.0;505.0;147.0;-299.0;75;14.0;-248.0
689.0;541.0;669.0;363.0;521.0;190.0;-278.0;74;-1.0;-230.0
689.0;42.0;612.0;488.0;505.0;-50.0;-364.0;140;-135.0;-290.0
697.0;52.0;612.0;502.0;503.0;-35.0;-343.0;147;-149.0;-270.0
-563.0;210.0;-401.0;130.0;79.0;-375.0;590.0;124;-417.0;271.0
707.0;64.0;628.0;579.0;501.0;-6.0;-286.0;145;-156.0;-235.0
706.0;65.0;644.0;632.0;500.0;8.0;-251.0;145;-152.0;-220.0
-571.0;2.0;-404.0;843.0;76.0;11.0;568.0;118;-433.0;670.0
664.0;437.0;633.0;180.0;524.0;117.0;-376.0;91;130.0;-357.0
650.0;412.0;653.0;224.0;523.0;105.0;-359.0;91;148.0;-341.0
694.0;502.0;670.0;416.0;530.0;110.0;-257.0;75;52.0;-201.0
694.0;505.0;664.0;406.0;527.0;99.0;-271.0;75;65.0;-212.0
692.0;519.0;638.0;379.0;502.0;50.0;-318.0;74;111.0;-243.0
690.0;518.0;640.0;381.0;499.0;51.0;-318.0;74;116.0;-244.0
689.0;517.0;640.0;382.0;498.0;50.0;-320.0;74;118.0;-245.0
688.0;519.0;640.0;378.0;497.0;49.0;-320.0;74;119.0;-246.0
688.0;520.0;637.0;372.0;495.0;44.0;-325.0;74;123.0;-250.0
639.0;393.0;656.0;256.0;503.0;93.0;-367.0;91;163.0;-331.0
639.0;384.0;647.0;257.0;491.0;86.0;-379.0;91;171.0;-321.0
645.0;377.0;630.0;238.0;471.0;89.0;-393.0;91;179.0;-331.0
648.0;380.0;624.0;234.0;465.0;106.0;-397.0;91;181.0;-340.0
667.0;403.0;588.0;199.0;489.0;214.0;-409.0;91;202.0;-360.0
690.0;515.0;630.0;358.0;489.0;29.0;-336.0;74;120.0;-256.0
692.0;520.0;631.0;354.0;488.0;37.0;-331.0;74;115.0;-252.0
694.0;520.0;636.0;364.0;501.0;56.0;-321.0;74;100.0;-238.0
694.0;521.0;637.0;367.0;501.0;57.0;-320.0;74;101.0;-238.0
694.0;520.0;638.0;367.0;501.0;59.0;-319.0;74;101.0;-237.0
694.0;522.0;638.0;367.0;501.0;59.0;-318.0;74;100.0;-236.0
695.0;523.0;638.0;366.0;501.0;60.0;-316.0;74;98.0;-235.0
642.0;379.0;601.0;233.0;486.0;117.0;-428.0;91;208.0;-323.0
538.0;696.0;-292.0;-685.0;502.0;183.0;-732.0;75;-299.0;-223.0
699.0;525.0;636.0;362.0;498.0;62.0;-313.0;74;97.0;-232.0
696.0;525.0;637.0;358.0;496.0;61.0;-319.0;74;98.0;-232.0
695.0;526.0;635.0;355.0;496.0;61.0;-322.0;74;99.0;-232.0
697.0;536.0;646.0;357.0;461.0;-71.0;-304.0;75;64.0;-279.0
695.0;532.0;640.0;353.0;429.0;-26.0;-317.0;75;85.0;-269.0
694.0;528.0;640.0;359.0;440.0;2.0;-318.0;75;86.0;-259.0
695.0;528.0;640.0;359.0;444.0;5.0;-318.0;75;84.0;-258.0
695.0;530.0;640.0;358.0;447.0;7.0;-317.0;75;82.0;-255.0
696.0;531.0;640.0;359.0;451.0;8.0;-316.0;75;79.0;-251.0
696.0;530.0;641.0;361.0;456.0;8.0;-315.0;75;77.0;-246.0
692.0;522.0;635.0;356.0;498.0;56.0;-326.0;74;102.0;-237.0
692.0;521.0;636.0;357.0;498.0;55.0;-326.0;74;103.0;-237.0
693.0;521.0;635.0;357.0;498.0;55.0;-326.0;74;103.0;-238.0
693.0;521.0;635.0;355.0;498.0;53.0;-325.0;74;103.0;-238.0
694.0;522.0;634.0;354.0;498.0;54.0;-326.0;74;104.0;-238.0
694.0;522.0;634.0;354.0;498.0;54.0;-326.0;74;103.0;-237.0
692.0;520.0;637.0;362.0;502.0;63.0;-325.0;74;98.0;-232.0
691.0;518.0;639.0;365.0;501.0;67.0;-323.0;74;97.0;-231.0
691.0;519.0;641.0;368.0;500.0;71.0;-320.0;74;96.0;-229.0
692.0;533.0;664.0;401.0;487.0;110.0;-278.0;75;49.0;-214.0
689.0;534.0;665.0;400.0;488.0;114.0;-283.0;75;52.0;-211.0
685.0;528.0;667.0;399.0;494.0;117.0;-288.0;75;46.0;-208.0
685.0;526.0;667.0;399.0;497.0;113.0;-289.0;75;43.0;-210.0
685.0;525.0;666.0;396.0;502.0;101.0;-292.0;75;41.0;-213.0
690.0;519.0;643.0;368.0;498.0;73.0;-318.0;74;94.0;-226.0
690.0;521.0;644.0;367.0;497.0;73.0;-317.0;74;93.0;-225.0
690.0;521.0;644.0;370.0;497.0;73.0;-317.0;74;92.0;-225.0
690.0;521.0;643.0;366.0;498.0;72.0;-318.0;74;91.0;-225.0
694.0;521.0;654.0;385.0;503.0;72.0;-298.0;75;53.0;-229.0
691.0;522.0;642.0;364.0;498.0;70.0;-320.0;74;92.0;-226.0
697.0;523.0;648.0;375.0;502.0;75.0;-301.0;75;59.0;-230.0
698.0;523.0;646.0;370.0;502.0;76.0;-302.0;75;60.0;-229.0
691.0;523.0;641.0;358.0;497.0;68.0;-322.0;74;92.0;-227.0
697.0;521.0;644.0;359.0;504.0;80.0;-309.0;75;62.0;-227.0
697.0;520.0;644.0;358.0;504.0;85.0;-310.0;75;64.0;-224.0
695.0;520.0;644.0;357.0;504.0;84.0;-312.0;75;67.0;-225.0
694.0;518.0;644.0;359.0;504.0;86.0;-315.0;75;71.0;-225.0
691.0;516.0;646.0;367.0;503.0;80.0;-314.0;75;78.0;-228.0
690.0;515.0;646.0;368.0;503.0;80.0;-315.0;75;79.0;-229.0
691.0;514.0;646.0;368.0;503.0;78.0;-315.0;75;80.0;-230.0
691.0;517.0;646.0;367.0;504.0;76.0;-315.0;75;80.0;-231.0
693.0;517.0;644.0;367.0;504.0;74.0;-315.0;75;79.0;-232.0
693.0;519.0;643.0;365.0;503.0;73.0;-316.0;75;80.0;-233.0
696.0;521.0;640.0;362.0;500.0;67.0;-316.0;75;82.0;-236.0
696.0;523.0;636.0;358.0;496.0;64.0;-321.0;75;91.0;-238.0
696.0;523.0;632.0;351.0;496.0;66.0;-326.0;75;95.0;-238.0
696.0;523.0;632.0;351.0;495.0;64.0;-326.0;75;96.0;-239.0
695.0;524.0;632.0;349.0;496.0;62.0;-327.0;75;99.0;-240.0
695.0;522.0;632.0;353.0;497.0;63.0;-326.0;75;100.0;-240.0
695.0;522.0;633.0;354.0;497.0;63.0;-326.0;75;101.0;-241.0
695.0;525.0;633.0;359.0;497.0;63.0;-326.0;75;101.0;-241.0
694.0;525.0;634.0;362.0;497.0;63.0;-326.0;75;101.0;-240.0
694.0;523.0;635.0;364.0;498.0;74.0;-324.0;74;100.0;-232.0
695.0;524.0;635.0;361.0;497.0;74.0;-323.0;74;99.0;-231.0
