InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit LLA Quaternion1;InertialMeasurementUnit LLA magneticX;InertialMeasurementUnit RLA Quaternion2;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1
631.0;-159.0;758.0;1054.0;525.0;167.0;-149.0;139;68.0;-213.0
631.0;-58.0;768.0;941.0;503.0;258.0;-106.0;126;-25.0;-145.0
689.0;475.0;656.0;287.0;406.0;262.0;-305.0;74;34.0;-196.0
664.0;478.0;711.0;448.0;445.0;203.0;-227.0;74;46.0;-220.0
645.0;472.0;746.0;551.0;474.0;149.0;-159.0;74;49.0;-247.0
636.0;459.0;763.0;613.0;499.0;99.0;-110.0;74;45.0;-275.0
635.0;439.0;767.0;636.0;517.0;58.0;-80.0;74;40.0;-297.0
640.0;418.0;765.0;621.0;528.0;29.0;-63.0;74;35.0;-316.0
648.0;402.0;759.0;613.0;536.0;10.0;-55.0;74;28.0;-330.0
671.0;-45.0;729.0;997.0;532.0;332.0;-135.0;71;-5.0;-127.0
686.0;412.0;725.0;564.0;540.0;19.0;-64.0;74;-13.0;-329.0
701.0;444.0;704.0;550.0;527.0;47.0;-114.0;74;-15.0;-316.0
708.0;458.0;692.0;529.0;517.0;63.0;-142.0;74;-19.0;-312.0
716.0;471.0;677.0;504.0;506.0;78.0;-169.0;74;-26.0;-310.0
745.0;514.0;618.0;357.0;474.0;119.0;-240.0;74;-74.0;-292.0
724.0;410.0;497.0;97.0;510.0;101.0;-275.0;38;-392.0;-251.0
646.0;-98.0;759.0;1317.0;488.0;460.0;-20.0;69;-75.0;32.0
753.0;541.0;597.0;259.0;486.0;123.0;-270.0;73;-61.0;-271.0
747.0;539.0;614.0;299.0;497.0;111.0;-253.0;73;-38.0;-273.0
742.0;538.0;625.0;318.0;503.0;104.0;-241.0;73;-25.0;-276.0
715.0;531.0;667.0;421.0;512.0;89.0;-209.0;74;12.0;-286.0
694.0;514.0;697.0;484.0;513.0;89.0;-182.0;74;23.0;-290.0
687.0;499.0;706.0;508.0;509.0;94.0;-172.0;74;13.0;-289.0
685.0;492.0;709.0;512.0;508.0;98.0;-168.0;74;2.0;-287.0
685.0;487.0;709.0;519.0;508.0;103.0;-167.0;74;-11.0;-283.0
686.0;485.0;708.0;521.0;508.0;110.0;-167.0;74;-23.0;-277.0
687.0;485.0;706.0;517.0;510.0;119.0;-170.0;74;-28.0;-270.0
690.0;482.0;701.0;505.0;511.0;130.0;-178.0;74;-29.0;-261.0
698.0;492.0;683.0;477.0;504.0;168.0;-210.0;75;-41.0;-243.0
706.0;522.0;673.0;448.0;499.0;181.0;-217.0;75;-41.0;-214.0
725.0;553.0;652.0;416.0;489.0;187.0;-218.0;75;-41.0;-212.0
749.0;575.0;618.0;338.0;476.0;185.0;-234.0;75;-40.0;-221.0
636.0;-174.0;747.0;1127.0;490.0;389.0;119.0;86;-154.0;-19.0
630.0;-70.0;771.0;952.0;494.0;244.0;-49.0;122;-76.0;-116.0
675.0;33.0;723.0;1130.0;534.0;296.0;-25.0;89;-146.0;-137.0
647.0;132.0;733.0;816.0;547.0;217.0;-208.0;105;31.0;-142.0
649.0;117.0;741.0;828.0;537.0;250.0;-171.0;106;3.0;-120.0
649.0;97.0;749.0;846.0;523.0;286.0;-132.0;111;-36.0;-104.0
712.0;569.0;648.0;340.0;501.0;128.0;-270.0;74;4.0;-251.0
706.0;563.0;657.0;359.0;502.0;123.0;-264.0;74;6.0;-255.0
700.0;556.0;666.0;378.0;502.0;119.0;-257.0;74;10.0;-258.0
696.0;552.0;673.0;399.0;502.0;116.0;-250.0;74;13.0;-261.0
688.0;538.0;687.0;450.0;503.0;107.0;-233.0;74;23.0;-268.0
694.0;522.0;681.0;456.0;506.0;105.0;-230.0;75;31.0;-277.0
697.0;521.0;677.0;450.0;507.0;105.0;-234.0;75;33.0;-278.0
699.0;519.0;673.0;448.0;510.0;106.0;-239.0;75;33.0;-278.0
706.0;521.0;660.0;420.0;516.0;123.0;-254.0;75;30.0;-274.0
708.0;522.0;656.0;413.0;517.0;129.0;-259.0;75;30.0;-274.0
709.0;528.0;652.0;404.0;517.0;134.0;-268.0;75;31.0;-275.0
713.0;533.0;646.0;386.0;513.0;135.0;-271.0;75;27.0;-270.0
714.0;531.0;645.0;380.0;513.0;134.0;-271.0;75;26.0;-269.0
711.0;533.0;652.0;385.0;509.0;136.0;-264.0;75;23.0;-264.0
704.0;532.0;661.0;397.0;508.0;139.0;-259.0;75;21.0;-262.0
697.0;530.0;671.0;414.0;508.0;144.0;-253.0;75;13.0;-256.0
692.0;524.0;679.0;427.0;506.0;160.0;-243.0;75;-18.0;-245.0
694.0;522.0;678.0;421.0;506.0;164.0;-243.0;75;-26.0;-243.0
692.0;528.0;682.0;428.0;506.0;165.0;-236.0;74;-22.0;-232.0
696.0;535.0;678.0;425.0;505.0;165.0;-237.0;75;-22.0;-235.0
707.0;544.0;658.0;386.0;501.0;173.0;-259.0;75;-14.0;-236.0
711.0;546.0;648.0;359.0;501.0;172.0;-274.0;75;-11.0;-231.0
716.0;546.0;639.0;335.0;502.0;167.0;-281.0;75;-12.0;-226.0
724.0;550.0;627.0;297.0;508.0;166.0;-287.0;75;-23.0;-225.0
741.0;589.0;604.0;250.0;485.0;163.0;-293.0;75;-4.0;-231.0
705.0;545.0;611.0;164.0;515.0;193.0;-361.0;29;6.0;-159.0
714.0;549.0;634.0;287.0;512.0;189.0;-295.0;75;-20.0;-226.0
709.0;550.0;640.0;297.0;514.0;191.0;-295.0;75;-15.0;-228.0
703.0;544.0;647.0;310.0;515.0;191.0;-294.0;75;-9.0;-230.0
693.0;543.0;662.0;351.0;519.0;191.0;-285.0;75;-2.0;-230.0
689.0;541.0;669.0;363.0;521.0;190.0;-278.0;74;-1.0;-230.0
683.0;533.0;682.0;398.0;525.0;185.0;-263.0;74;-2.0;-232.0
679.0;522.0;691.0;431.0;528.0;178.0;-248.0;74;-4.0;-235.0
678.0;512.0;697.0;452.0;528.0;169.0;-232.0;74;-2.0;-240.0
679.0;510.0;699.0;463.0;528.0;164.0;-225.0;74;1.0;-246.0
679.0;506.0;700.0;471.0;526.0;159.0;-222.0;74;4.0;-250.0
680.0;504.0;699.0;476.0;524.0;156.0;-220.0;74;9.0;-254.0
681.0;500.0;698.0;479.0;522.0;152.0;-219.0;74;14.0;-256.0
682.0;500.0;697.0;483.0;520.0;149.0;-219.0;74;19.0;-260.0
684.0;501.0;695.0;482.0;518.0;145.0;-221.0;74;24.0;-262.0
690.0;508.0;686.0;474.0;513.0;141.0;-228.0;74;30.0;-267.0
695.0;511.0;680.0;469.0;511.0;140.0;-232.0;73;31.0;-270.0
699.0;516.0;674.0;458.0;510.0;139.0;-237.0;73;32.0;-273.0
704.0;520.0;667.0;446.0;508.0;138.0;-243.0;74;34.0;-276.0
708.0;523.0;660.0;429.0;507.0;135.0;-249.0;74;37.0;-279.0
711.0;522.0;654.0;415.0;507.0;132.0;-255.0;74;39.0;-281.0
714.0;525.0;644.0;396.0;509.0;125.0;-270.0;74;46.0;-286.0
714.0;524.0;641.0;386.0;510.0;123.0;-276.0;74;48.0;-288.0
711.0;522.0;641.0;371.0;514.0;117.0;-285.0;75;48.0;-292.0
709.0;521.0;643.0;372.0;514.0;116.0;-285.0;75;48.0;-292.0
706.0;518.0;646.0;375.0;514.0;115.0;-285.0;75;49.0;-295.0
702.0;516.0;650.0;382.0;514.0;114.0;-285.0;75;51.0;-298.0
697.0;513.0;655.0;392.0;513.0;113.0;-285.0;75;52.0;-301.0
693.0;512.0;661.0;399.0;514.0;113.0;-284.0;75;52.0;-303.0
689.0;512.0;666.0;408.0;515.0;114.0;-281.0;75;48.0;-302.0
686.0;507.0;674.0;416.0;519.0;133.0;-274.0;74;19.0;-288.0
686.0;508.0;676.0;416.0;523.0;137.0;-269.0;74;14.0;-273.0
685.0;511.0;679.0;421.0;522.0;142.0;-263.0;74;11.0;-263.0
694.0;524.0;672.0;413.0;514.0;148.0;-257.0;75;10.0;-262.0
698.0;525.0;665.0;396.0;507.0;151.0;-265.0;75;16.0;-264.0
705.0;529.0;646.0;354.0;497.0;146.0;-292.0;75;26.0;-264.0
712.0;526.0;631.0;312.0;495.0;140.0;-307.0;75;29.0;-261.0
712.0;527.0;626.0;295.0;496.0;144.0;-317.0;75;30.0;-258.0
712.0;526.0;622.0;284.0;498.0;152.0;-324.0;75;29.0;-256.0
711.0;527.0;621.0;276.0;499.0;160.0;-327.0;75;28.0;-255.0
706.0;526.0;627.0;281.0;502.0;160.0;-327.0;75;30.0;-259.0
703.0;524.0;632.0;291.0;505.0;155.0;-326.0;75;32.0;-262.0
699.0;529.0;637.0;300.0;508.0;151.0;-324.0;75;36.0;-263.0
696.0;527.0;642.0;311.0;511.0;147.0;-320.0;75;39.0;-264.0
693.0;525.0;647.0;325.0;515.0;143.0;-314.0;75;41.0;-265.0
690.0;526.0;654.0;345.0;518.0;137.0;-308.0;75;43.0;-267.0
683.0;519.0;671.0;392.0;525.0;123.0;-283.0;74;45.0;-275.0
682.0;515.0;676.0;408.0;527.0;122.0;-275.0;74;45.0;-276.0
681.0;509.0;680.0;423.0;526.0;121.0;-267.0;74;46.0;-277.0
680.0;508.0;684.0;435.0;526.0;120.0;-261.0;74;49.0;-277.0
678.0;499.0;690.0;459.0;524.0;122.0;-248.0;74;53.0;-279.0
678.0;493.0;692.0;474.0;517.0;124.0;-240.0;75;63.0;-282.0
680.0;493.0;690.0;477.0;514.0;125.0;-240.0;75;65.0;-283.0
684.0;496.0;683.0;475.0;509.0;125.0;-245.0;75;68.0;-287.0
688.0;499.0;678.0;466.0;507.0;124.0;-250.0;74;68.0;-288.0
692.0;500.0;672.0;457.0;506.0;124.0;-256.0;74;69.0;-289.0
698.0;504.0;659.0;437.0;503.0;124.0;-272.0;74;72.0;-292.0
702.0;504.0;645.0;409.0;503.0;118.0;-292.0;74;77.0;-298.0
708.0;512.0;629.0;373.0;507.0;109.0;-312.0;74;75.0;-304.0
710.0;512.0;625.0;358.0;510.0;109.0;-316.0;74;72.0;-302.0
712.0;512.0;621.0;345.0;512.0;108.0;-320.0;74;70.0;-301.0
711.0;509.0;620.0;329.0;514.0;106.0;-324.0;74;67.0;-300.0
706.0;509.0;629.0;333.0;516.0;115.0;-318.0;74;67.0;-295.0
696.0;502.0;644.0;360.0;515.0;119.0;-312.0;74;69.0;-290.0
684.0;501.0;662.0;386.0;514.0;124.0;-299.0;74;67.0;-286.0
679.0;499.0;670.0;400.0;513.0;129.0;-294.0;74;64.0;-283.0
672.0;496.0;678.0;414.0;513.0;135.0;-291.0;74;60.0;-279.0
667.0;493.0;684.0;423.0;510.0;143.0;-290.0;74;52.0;-278.0
662.0;493.0;691.0;435.0;513.0;146.0;-286.0;74;53.0;-265.0
658.0;494.0;696.0;446.0;511.0;148.0;-284.0;74;55.0;-261.0
667.0;509.0;682.0;433.0;505.0;144.0;-293.0;74;59.0;-267.0
674.0;511.0;668.0;406.0;499.0;139.0;-309.0;74;62.0;-271.0
682.0;514.0;651.0;376.0;495.0;130.0;-327.0;74;64.0;-272.0
699.0;518.0;619.0;307.0;495.0;109.0;-352.0;74;63.0;-276.0
722.0;533.0;528.0;-81.0;525.0;167.0;-447.0;20;-28.0;-196.0
662.0;-52.0;743.0;1069.0;449.0;392.0;-46.0;74;-88.0;14.0
661.0;-8.0;730.0;1260.0;521.0;397.0;-170.0;56;3.0;-11.0
732.0;235.0;585.0;807.0;553.0;179.0;-318.0;95;-143.0;-172.0
686.0;274.0;636.0;884.0;560.0;152.0;-354.0;84;-18.0;-222.0
712.0;542.0;581.0;160.0;507.0;123.0;-391.0;74;57.0;-275.0
688.0;541.0;628.0;270.0;503.0;119.0;-352.0;74;91.0;-278.0
680.0;539.0;642.0;306.0;503.0;116.0;-341.0;74;99.0;-278.0
666.0;531.0;664.0;370.0;505.0;109.0;-322.0;74;108.0;-281.0
661.0;524.0;672.0;393.0;506.0;105.0;-314.0;74;109.0;-283.0
656.0;498.0;689.0;445.0;515.0;105.0;-291.0;74;99.0;-289.0
657.0;488.0;688.0;461.0;518.0;106.0;-292.0;74;100.0;-291.0
665.0;485.0;679.0;460.0;517.0;108.0;-294.0;74;100.0;-294.0
670.0;483.0;672.0;451.0;516.0;107.0;-297.0;75;100.0;-296.0
693.0;484.0;638.0;405.0;514.0;110.0;-319.0;75;108.0;-302.0
698.0;487.0;622.0;379.0;521.0;110.0;-335.0;75;119.0;-302.0
701.0;486.0;617.0;368.0;523.0;107.0;-336.0;75;120.0;-303.0
706.0;486.0;613.0;347.0;525.0;101.0;-335.0;75;118.0;-309.0
703.0;485.0;616.0;348.0;525.0;100.0;-335.0;76;119.0;-310.0
694.0;483.0;628.0;366.0;525.0;102.0;-331.0;75;121.0;-309.0
684.0;481.0;641.0;386.0;526.0;107.0;-326.0;75;123.0;-306.0
679.0;479.0;648.0;398.0;527.0;110.0;-323.0;75;122.0;-305.0
676.0;476.0;653.0;407.0;527.0;113.0;-319.0;75;119.0;-305.0
674.0;473.0;658.0;415.0;527.0;114.0;-316.0;75;116.0;-303.0
671.0;470.0;661.0;422.0;527.0;116.0;-315.0;75;114.0;-301.0
669.0;466.0;664.0;429.0;528.0;123.0;-315.0;75;111.0;-296.0
666.0;467.0;666.0;432.0;527.0;132.0;-318.0;75;108.0;-290.0
665.0;466.0;666.0;435.0;525.0;140.0;-321.0;75;104.0;-287.0
664.0;475.0;668.0;437.0;523.0;142.0;-320.0;75;105.0;-277.0
665.0;484.0;667.0;435.0;518.0;141.0;-320.0;75;104.0;-275.0
671.0;499.0;658.0;429.0;512.0;138.0;-324.0;75;103.0;-276.0
691.0;506.0;600.0;307.0;493.0;114.0;-388.0;75;109.0;-291.0
735.0;559.0;56.0;-646.0;519.0;170.0;-613.0;75;-284.0;-244.0
696.0;198.0;615.0;795.0;547.0;82.0;-370.0;92;8.0;-276.0
685.0;192.0;618.0;786.0;553.0;63.0;-385.0;89;24.0;-287.0
665.0;188.0;634.0;805.0;568.0;33.0;-391.0;80;55.0;-297.0
661.0;140.0;637.0;841.0;582.0;0.0;-383.0;-4;101.0;-324.0
662.0;238.0;632.0;923.0;516.0;68.0;-377.0;85;141.0;-290.0
682.0;258.0;605.0;852.0;514.0;46.0;-393.0;85;117.0;-308.0
707.0;277.0;570.0;762.0;514.0;29.0;-408.0;85;88.0;-322.0
727.0;282.0;531.0;636.0;514.0;15.0;-431.0;85;67.0;-332.0
767.0;261.0;428.0;288.0;540.0;-34.0;-477.0;87;32.0;-370.0
747.0;254.0;451.0;297.0;560.0;-48.0;-484.0;90;61.0;-389.0
729.0;242.0;480.0;340.0;568.0;-51.0;-479.0;79;89.0;-394.0
686.0;214.0;546.0;521.0;577.0;-67.0;-456.0;28;156.0;-408.0
628.0;176.0;691.0;50.0;504.0;17.0;-311.0;72;176.0;-352.0
633.0;163.0;703.0;56.0;491.0;50.0;-290.0;84;146.0;-331.0
638.0;141.0;712.0;67.0;481.0;79.0;-267.0;83;119.0;-310.0
642.0;106.0;726.0;84.0;468.0;120.0;-231.0;82;81.0;-273.0
646.0;87.0;729.0;95.0;467.0;131.0;-216.0;85;67.0;-258.0
650.0;67.0;731.0;103.0;470.0;141.0;-200.0;87;54.0;-245.0
652.0;49.0;734.0;120.0;476.0;149.0;-184.0;84;44.0;-237.0
654.0;36.0;736.0;134.0;483.0;159.0;-171.0;83;38.0;-240.0
660.0;7.0;729.0;258.0;521.0;156.0;-174.0;81;53.0;-284.0
659.0;25.0;718.0;321.0;525.0;155.0;-211.0;81;76.0;-294.0
659.0;43.0;706.0;392.0;527.0;144.0;-246.0;81;85.0;-312.0
665.0;64.0;693.0;467.0;529.0;123.0;-268.0;81;76.0;-326.0
675.0;67.0;680.0;535.0;530.0;106.0;-281.0;81;54.0;-337.0
686.0;67.0;665.0;603.0;531.0;94.0;-294.0;79;28.0;-346.0
696.0;53.0;632.0;740.0;544.0;70.0;-340.0;83;-25.0;-355.0
693.0;47.0;630.0;774.0;550.0;65.0;-351.0;79;-31.0;-355.0
689.0;51.0;631.0;807.0;558.0;64.0;-356.0;79;-30.0;-354.0
684.0;46.0;636.0;838.0;567.0;66.0;-357.0;99;-25.0;-351.0
681.0;22.0;656.0;921.0;583.0;82.0;-324.0;-65;8.0;-328.0
685.0;105.0;639.0;1040.0;523.0;355.0;-212.0;100;-279.0;-52.0
623.0;526.0;725.0;499.0;502.0;128.0;-270.0;75;114.0;-265.0
620.0;534.0;732.0;544.0;503.0;121.0;-248.0;75;134.0;-272.0
672.0;493.0;706.0;455.0;510.0;109.0;-207.0;75;77.0;-278.0
679.0;489.0;700.0;465.0;513.0;112.0;-215.0;75;61.0;-272.0
681.0;487.0;694.0;455.0;515.0;114.0;-227.0;75;49.0;-267.0
681.0;489.0;689.0;447.0;516.0;118.0;-244.0;75;42.0;-262.0
680.0;496.0;678.0;406.0;512.0;131.0;-277.0;75;29.0;-255.0
681.0;495.0;672.0;407.0;509.0;139.0;-290.0;75;22.0;-251.0
685.0;497.0;665.0;390.0;505.0;147.0;-299.0;75;14.0;-248.0
689.0;502.0;658.0;374.0;501.0;156.0;-305.0;75;6.0;-246.0
697.0;508.0;646.0;339.0;493.0;172.0;-310.0;75;-3.0;-241.0
700.0;515.0;640.0;329.0;488.0;180.0;-316.0;75;8.0;-239.0
701.0;518.0;639.0;327.0;487.0;182.0;-317.0;75;20.0;-239.0
701.0;523.0;638.0;329.0;487.0;181.0;-318.0;75;33.0;-238.0
700.0;527.0;637.0;331.0;487.0;179.0;-318.0;75;46.0;-238.0
701.0;530.0;637.0;334.0;489.0;174.0;-316.0;75;56.0;-238.0
702.0;537.0;636.0;336.0;491.0;167.0;-313.0;75;65.0;-240.0
704.0;542.0;636.0;337.0;494.0;159.0;-308.0;75;70.0;-242.0
708.0;551.0;636.0;334.0;499.0;134.0;-299.0;75;69.0;-246.0
708.0;553.0;637.0;332.0;501.0;127.0;-298.0;75;67.0;-250.0
708.0;550.0;638.0;331.0;503.0;121.0;-297.0;75;64.0;-254.0
702.0;540.0;646.0;339.0;507.0;119.0;-295.0;75;58.0;-256.0
698.0;539.0;651.0;346.0;508.0;121.0;-295.0;75;56.0;-255.0
693.0;538.0;656.0;357.0;509.0;122.0;-294.0;75;55.0;-255.0
690.0;535.0;660.0;367.0;508.0;123.0;-294.0;75;54.0;-254.0
686.0;532.0;662.0;376.0;506.0;125.0;-296.0;75;55.0;-253.0
684.0;528.0;664.0;379.0;504.0;129.0;-298.0;75;55.0;-251.0
683.0;527.0;664.0;383.0;503.0;134.0;-299.0;75;55.0;-251.0
684.0;523.0;662.0;384.0;502.0;143.0;-300.0;75;58.0;-250.0
688.0;524.0;660.0;381.0;503.0;151.0;-296.0;75;57.0;-243.0
689.0;524.0;658.0;382.0;504.0;152.0;-297.0;75;58.0;-241.0
692.0;528.0;655.0;379.0;505.0;153.0;-297.0;75;58.0;-238.0
704.0;537.0;644.0;351.0;504.0;158.0;-296.0;75;55.0;-235.0
704.0;539.0;644.0;348.0;503.0;157.0;-294.0;75;55.0;-235.0
702.0;538.0;645.0;349.0;500.0;149.0;-296.0;75;58.0;-237.0
701.0;540.0;646.0;352.0;496.0;133.0;-296.0;75;61.0;-239.0
698.0;537.0;647.0;356.0;487.0;19.0;-299.0;75;64.0;-254.0
697.0;536.0;647.0;358.0;478.0;-93.0;-302.0;75;66.0;-281.0
697.0;536.0;646.0;357.0;461.0;-71.0;-304.0;75;64.0;-279.0
697.0;534.0;645.0;355.0;454.0;-62.0;-305.0;75;65.0;-271.0
695.0;532.0;641.0;356.0;432.0;-32.0;-317.0;75;83.0;-268.0
695.0;532.0;640.0;353.0;429.0;-26.0;-317.0;75;85.0;-269.0
694.0;530.0;641.0;355.0;430.0;-13.0;-316.0;75;88.0;-268.0
693.0;528.0;641.0;356.0;434.0;-5.0;-318.0;75;91.0;-262.0
694.0;528.0;640.0;359.0;440.0;2.0;-318.0;75;86.0;-259.0
695.0;528.0;640.0;359.0;444.0;5.0;-318.0;75;84.0;-258.0
695.0;530.0;640.0;358.0;447.0;7.0;-317.0;75;82.0;-255.0
696.0;531.0;640.0;359.0;451.0;8.0;-316.0;75;79.0;-251.0
696.0;530.0;641.0;361.0;456.0;8.0;-315.0;75;77.0;-246.0
695.0;533.0;641.0;361.0;462.0;10.0;-316.0;75;75.0;-243.0
695.0;534.0;642.0;363.0;468.0;16.0;-316.0;75;74.0;-240.0
698.0;537.0;641.0;358.0;483.0;28.0;-314.0;75;63.0;-233.0
700.0;537.0;640.0;355.0;490.0;32.0;-312.0;75;57.0;-232.0
706.0;543.0;639.0;346.0;500.0;38.0;-302.0;75;43.0;-235.0
708.0;543.0;640.0;346.0;500.0;41.0;-296.0;75;40.0;-236.0
709.0;543.0;644.0;355.0;496.0;51.0;-285.0;75;38.0;-233.0
704.0;542.0;654.0;377.0;489.0;75.0;-273.0;75;45.0;-224.0
700.0;539.0;659.0;391.0;486.0;90.0;-272.0;75;48.0;-221.0
692.0;533.0;664.0;401.0;487.0;110.0;-278.0;75;49.0;-214.0
689.0;534.0;665.0;400.0;488.0;114.0;-283.0;75;52.0;-211.0
685.0;528.0;667.0;399.0;494.0;117.0;-288.0;75;46.0;-208.0
685.0;526.0;667.0;399.0;497.0;113.0;-289.0;75;43.0;-210.0
685.0;525.0;666.0;396.0;502.0;101.0;-292.0;75;41.0;-213.0
686.0;521.0;664.0;393.0;507.0;86.0;-295.0;75;37.0;-221.0
686.0;522.0;663.0;391.0;507.0;82.0;-297.0;75;38.0;-222.0
691.0;523.0;658.0;386.0;505.0;75.0;-296.0;75;42.0;-227.0
692.0;525.0;656.0;387.0;504.0;72.0;-297.0;75;47.0;-228.0
694.0;521.0;654.0;385.0;503.0;72.0;-298.0;75;53.0;-229.0
696.0;524.0;650.0;379.0;502.0;74.0;-300.0;75;58.0;-230.0
697.0;523.0;648.0;375.0;502.0;75.0;-301.0;75;59.0;-230.0
698.0;523.0;646.0;370.0;502.0;76.0;-302.0;75;60.0;-229.0
698.0;523.0;645.0;367.0;502.0;77.0;-304.0;75;60.0;-229.0
697.0;521.0;644.0;359.0;504.0;80.0;-309.0;75;62.0;-227.0
697.0;520.0;644.0;358.0;504.0;85.0;-310.0;75;64.0;-224.0
695.0;520.0;644.0;357.0;504.0;84.0;-312.0;75;67.0;-225.0
694.0;518.0;644.0;359.0;504.0;86.0;-315.0;75;71.0;-225.0
691.0;516.0;646.0;367.0;503.0;80.0;-314.0;75;78.0;-228.0
690.0;515.0;646.0;368.0;503.0;80.0;-315.0;75;79.0;-229.0
691.0;514.0;646.0;368.0;503.0;78.0;-315.0;75;80.0;-230.0
691.0;517.0;646.0;367.0;504.0;76.0;-315.0;75;80.0;-231.0
693.0;517.0;644.0;367.0;504.0;74.0;-315.0;75;79.0;-232.0
693.0;519.0;643.0;365.0;503.0;73.0;-316.0;75;80.0;-233.0
696.0;521.0;640.0;362.0;500.0;67.0;-316.0;75;82.0;-236.0
696.0;523.0;636.0;358.0;496.0;64.0;-321.0;75;91.0;-238.0
696.0;523.0;632.0;351.0;496.0;66.0;-326.0;75;95.0;-238.0
696.0;523.0;632.0;351.0;495.0;64.0;-326.0;75;96.0;-239.0
695.0;524.0;632.0;349.0;496.0;62.0;-327.0;75;99.0;-240.0
695.0;522.0;632.0;353.0;497.0;63.0;-326.0;75;100.0;-240.0
695.0;522.0;633.0;354.0;497.0;63.0;-326.0;75;101.0;-241.0
695.0;525.0;633.0;359.0;497.0;63.0;-326.0;75;101.0;-241.0
694.0;525.0;634.0;362.0;497.0;63.0;-326.0;75;101.0;-240.0
694.0;523.0;635.0;364.0;498.0;74.0;-324.0;74;100.0;-232.0
695.0;524.0;635.0;361.0;497.0;74.0;-323.0;74;99.0;-231.0
695.0;525.0;635.0;360.0;496.0;73.0;-324.0;74;98.0;-231.0
694.0;526.0;635.0;360.0;494.0;73.0;-324.0;74;98.0;-231.0
