InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;Accelerometer HIP accY;Accelerometer RKN^ accZ;Accelerometer LUA^ accX;InertialMeasurementUnit R-SHOE EuY;InertialMeasurementUnit R-SHOE Body_Az;InertialMeasurementUnit RUA accX;Accelerometer RUA_ accX;Accelerometer RUA_ accY;InertialMeasurementUnit RUA accY
-4.0;-37.0;15;2;934.0;435.0;339.0;-23;811;-940.0;617.0;813.0;292.0
-1261.0;171.0;21;18;914.0;-11.0;379.0;-27;775;-860.0;940.0;371.0;521.0
-489.0;-107.0;815;-756;1280.0;-298.0;478.0;-19;776;-1178.0;5.0;977.0;87.0
-312.0;96.0;22;12;962.0;42.0;515.0;-23;793;-950.0;769.0;690.0;312.0
-125.0;97.0;21;-20;826.0;485.0;438.0;-22;809;-995.0;145.0;999.0;-57.0
-253.0;214.0;-468;-609;1412.0;1125.0;300.0;-74;1043;-1050.0;289.0;1227.0;335.0
543.0;-1133.0;31;-65;920.0;-66.0;384.0;-68;663;-999.0;198.0;922.0;190.0
533.0;-752.0;21;-64;891.0;-312.0;402.0;-28;1415;-860.0;184.0;822.0;120.0
-57.0;41.0;25;-6;944.0;171.0;322.0;-24;801;-980.0;271.0;990.0;228.0
-30.0;-30.0;19;19;917.0;150.0;308.0;-24;802;-970.0;291.0;971.0;226.0
-18.0;-68.0;15;-3;932.0;166.0;303.0;-24;802;-967.0;300.0;972.0;227.0
18.0;-13.0;15;-16;943.0;122.0;331.0;-24;799;-970.0;281.0;980.0;236.0
45.0;140.0;21;26;945.0;366.0;493.0;-29;829;-1076.0;72.0;1101.0;-84.0
-9.0;-21.0;16;13;921.0;137.0;340.0;-24;797;-974.0;287.0;978.0;219.0
24.0;34.0;18;-13;938.0;132.0;328.0;-24;805;-985.0;279.0;999.0;192.0
26.0;-48.0;16;10;889.0;125.0;333.0;-24;795;-959.0;313.0;971.0;238.0
-722.0;138.0;20;24;985.0;430.0;524.0;-28;812;-979.0;368.0;980.0;-117.0
250.0;99.0;141;-2682;989.0;254.0;352.0;-3;809;-920.0;303.0;908.0;365.0
485.0;-109.0;23;-69;1063.0;203.0;493.0;-13;-1988;-860.0;322.0;821.0;216.0
443.0;278.0;20;0;929.0;169.0;337.0;-24;801;-978.0;344.0;961.0;136.0
-185.0;-520.0;716;785;989.0;417.0;207.0;-38;809;-901.0;222.0;1013.0;203.0
-16.0;-53.0;16;-7;914.0;152.0;314.0;-24;797;-963.0;267.0;964.0;219.0
-406.0;-111.0;19;-30;946.0;-10.0;437.0;-18;858;-994.0;147.0;989.0;100.0
-32.0;-57.0;16;10;910.0;111.0;329.0;-24;801;-939.0;265.0;954.0;236.0
0.0;-31.0;22;10;934.0;132.0;352.0;-24;800;-970.0;280.0;980.0;213.0
-149.0;-206.0;14;37;934.0;143.0;328.0;-24;805;-982.0;279.0;983.0;251.0
11.0;-29.0;22;11;903.0;112.0;331.0;-24;798;-948.0;274.0;973.0;233.0
26.0;29.0;19;5;954.0;-30.0;395.0;-27;772;-681.0;882.0;235.0;585.0
111.0;-71.0;20;21;955.0;147.0;371.0;-3;814;-957.0;318.0;952.0;273.0
-455.0;57.0;18;2;983.0;38.0;412.0;-27;765;-894.0;519.0;973.0;351.0
71.0;-65.0;16;-8;983.0;164.0;494.0;-25;806;-987.0;466.0;873.0;148.0
-69.0;-73.0;17;10;1014.0;325.0;475.0;-25;811;-967.0;369.0;955.0;189.0
79.0;-23.0;23;-4;942.0;111.0;316.0;-24;796;-978.0;266.0;988.0;200.0
178.0;-201.0;30;-24;969.0;107.0;351.0;-31;803;-976.0;196.0;1008.0;139.0
-98.0;-184.0;61;-236;919.0;208.0;314.0;-24;799;-975.0;235.0;1001.0;148.0
-130.0;23.0;-43;51;1062.0;-60.0;648.0;-66;853;-1197.0;222.0;1201.0;171.0
-6.0;22.0;17;9;928.0;83.0;450.0;-31;806;-957.0;255.0;970.0;212.0
-4.0;7.0;20;12;937.0;143.0;328.0;-24;797;-963.0;283.0;971.0;247.0
7.0;-58.0;20;11;949.0;91.0;292.0;-31;807;-971.0;223.0;988.0;192.0
-117.0;583.0;21;-10;963.0;112.0;406.0;-24;801;-997.0;320.0;1009.0;243.0
-178.0;365.0;-871;2405;809.0;96.0;287.0;-22;830;-641.0;200.0;674.0;210.0
20.0;7.0;18;18;953.0;168.0;308.0;-24;801;-969.0;269.0;980.0;195.0
25.0;-33.0;22;-9;945.0;131.0;324.0;-24;809;-971.0;306.0;990.0;240.0
-48.0;-10.0;19;-10;926.0;117.0;342.0;-24;804;-981.0;303.0;977.0;249.0
10.0;-76.0;21;-11;925.0;116.0;330.0;-24;807;-964.0;294.0;988.0;239.0
39.0;-223.0;16;5;957.0;107.0;345.0;-23;783;-962.0;298.0;952.0;167.0
33.0;14.0;16;4;969.0;-77.0;590.0;-26;793;-965.0;150.0;984.0;58.0
5.0;-195.0;18;19;925.0;170.0;333.0;-24;798;-933.0;459.0;892.0;276.0
-449.0;421.0;-19;-156;779.0;-159.0;341.0;-64;968;-1171.0;409.0;1329.0;357.0
-25.0;-62.0;17;6;916.0;129.0;362.0;-24;796;-966.0;292.0;980.0;243.0
-13.0;-40.0;16;10;955.0;-34.0;414.0;-23;796;-970.0;780.0;651.0;196.0
24.0;-14.0;19;-15;956.0;51.0;467.0;-26;801;-977.0;483.0;888.0;51.0
-213.0;-653.0;30;-30;924.0;127.0;314.0;-24;801;-940.0;272.0;969.0;198.0
-416.0;557.0;20;-4;909.0;-21.0;399.0;-28;792;-962.0;732.0;527.0;102.0
5.0;-19.0;21;5;925.0;102.0;334.0;-24;799;-970.0;321.0;980.0;253.0
58.0;214.0;16;9;939.0;40.0;387.0;-3;810;-937.0;367.0;960.0;224.0
37.0;-24.0;20;5;938.0;113.0;328.0;-24;799;-969.0;297.0;988.0;247.0
7.0;-16.0;16;-4;923.0;118.0;329.0;-24;807;-974.0;304.0;982.0;242.0
351.0;-444.0;45;45;817.0;-73.0;552.0;-81;801;-1176.0;59.0;1070.0;63.0
47.0;32.0;127;1459;897.0;-6.0;357.0;-21;800;-851.0;289.0;861.0;100.0
-568.0;-133.0;-1091;-1889;661.0;3.0;522.0;-32;916;-1182.0;243.0;1261.0;252.0
-40.0;-23.0;17;16;926.0;120.0;340.0;-24;802;-973.0;282.0;976.0;221.0
-29.0;-69.0;21;-12;918.0;123.0;328.0;-24;797;-961.0;285.0;969.0;220.0
-14.0;8.0;20;-25;939.0;100.0;300.0;-31;800;-972.0;252.0;990.0;184.0
36.0;-145.0;14;10;942.0;177.0;324.0;-24;807;-942.0;257.0;953.0;201.0
-75.0;-77.0;16;-16;962.0;-100.0;576.0;-26;791;-983.0;127.0;1032.0;37.0
-32.0;-62.0;21;9;944.0;112.0;332.0;-24;805;-960.0;282.0;994.0;207.0
178.0;-109.0;25;-25;867.0;482.0;409.0;-43;813;-1027.0;189.0;997.0;27.0
-46.0;16.0;17;27;921.0;150.0;331.0;-24;801;-976.0;301.0;978.0;255.0
-8.0;-60.0;16;26;934.0;139.0;323.0;-24;806;-967.0;276.0;991.0;207.0
14.0;-64.0;17;-6;949.0;150.0;317.0;-24;802;-968.0;265.0;976.0;195.0
205.0;-269.0;-93;-154;1029.0;-182.0;232.0;-31;1094;-893.0;320.0;1062.0;233.0
