Accelerometer LWR accZ;Accelerometer LUA_ accY;InertialMeasurementUnit LLA accY;Accelerometer LH accY;Accelerometer LWR accX;InertialMeasurementUnit L-SHOE EuX;InertialMeasurementUnit BACK Quaternion1
711.0;-330.0;-723.0;-932.0;?;116;-665.0
802.0;-278.0;-699.0;?;173.0;116;-664.0
999.0;-330.0;-720.0;-640.0;199.0;116;-664.0
1117.0;-379.0;-785.0;-630.0;274.0;116;-664.0
1066.0;-371.0;-813.0;-715.0;255.0;116;-664.0
1127.0;-384.0;?;-791.0;347.0;116;-664.0
1078.0;-387.0;-890.0;-750.0;201.0;116;-663.0
1026.0;-413.0;-943.0;-764.0;?;116;-661.0
1065.0;-398.0;-984.0;-813.0;63.0;116;-659.0
1062.0;?;-1008.0;-902.0;?;116;?
1019.0;-409.0;-1027.0;-814.0;-202.0;116;-658.0
931.0;-429.0;-1018.0;-797.0;-328.0;116;-658.0
811.0;-409.0;?;-738.0;-364.0;116;-660.0
?;-476.0;-1145.0;-624.0;-428.0;116;-662.0
492.0;-568.0;-1137.0;-564.0;-529.0;116;-663.0
400.0;-767.0;-1045.0;-674.0;-491.0;116;-664.0
306.0;-1093.0;-961.0;-709.0;-484.0;116;-667.0
193.0;-1112.0;-867.0;-597.0;-444.0;116;-671.0
-68.0;-1121.0;-719.0;-987.0;-481.0;116;-676.0
111.0;-957.0;-715.0;-1475.0;-401.0;116;-680.0
334.0;-856.0;-636.0;-1290.0;-437.0;116;-684.0
?;-737.0;-486.0;-1406.0;-439.0;116;-686.0
689.0;-672.0;-501.0;-1131.0;-285.0;116;-686.0
548.0;-682.0;-890.0;-1029.0;-200.0;116;-686.0
514.0;-756.0;-930.0;-973.0;-122.0;116;-683.0
459.0;-870.0;-944.0;-836.0;?;116;-682.0
332.0;-978.0;-855.0;-892.0;-128.0;116;-680.0
342.0;-971.0;-754.0;?;-207.0;116;-679.0
321.0;-934.0;-730.0;-1104.0;-303.0;116;-677.0
305.0;-828.0;-590.0;-1174.0;-512.0;116;-678.0
288.0;-777.0;-544.0;-1157.0;-744.0;116;-679.0
529.0;-2.0;-712.0;90.0;176.0;116;-671.0
512.0;-87.0;-647.0;238.0;?;116;-671.0
?;-224.0;-482.0;619.0;104.0;116;-670.0
261.0;246.0;-414.0;784.0;68.0;116;-667.0
329.0;567.0;-448.0;1066.0;2.0;116;-665.0
530.0;962.0;-406.0;1616.0;-429.0;116;?
638.0;1097.0;-341.0;2014.0;-830.0;116;-666.0
?;1489.0;-367.0;2099.0;-1230.0;116;-667.0
808.0;1447.0;-649.0;2011.0;-1353.0;116;-668.0
1039.0;1384.0;-976.0;2261.0;-1254.0;116;-668.0
764.0;1253.0;-1087.0;2193.0;-1299.0;116;-670.0
717.0;1156.0;-1188.0;1612.0;-1236.0;116;-671.0
895.0;1115.0;-1314.0;1227.0;-1295.0;116;-672.0
867.0;1043.0;-1287.0;1044.0;?;116;-674.0
889.0;986.0;-989.0;1144.0;-746.0;116;-677.0
794.0;929.0;-1028.0;1275.0;-646.0;116;-680.0
711.0;919.0;-1076.0;1246.0;-579.0;116;-683.0
680.0;973.0;-888.0;1135.0;-486.0;116;-686.0
629.0;1081.0;-779.0;1101.0;-491.0;116;-689.0
608.0;?;-701.0;1128.0;-530.0;117;-691.0
588.0;1070.0;-612.0;1191.0;-483.0;118;-693.0
592.0;1067.0;-595.0;1187.0;-474.0;118;-695.0
530.0;?;-659.0;1128.0;?;116;-697.0
460.0;?;-610.0;1114.0;-341.0;115;-698.0
441.0;997.0;-534.0;1135.0;-301.0;114;-699.0
412.0;967.0;-441.0;1112.0;-276.0;?;-699.0
349.0;956.0;-340.0;?;-299.0;113;-700.0
?;889.0;-281.0;1112.0;-315.0;111;-700.0
259.0;875.0;-249.0;1044.0;-302.0;110;?
258.0;892.0;-250.0;983.0;-304.0;108;?
222.0;?;-254.0;936.0;-278.0;108;-701.0
248.0;868.0;-240.0;942.0;-262.0;108;-701.0
304.0;900.0;-222.0;936.0;-272.0;?;-700.0
296.0;?;-211.0;940.0;-272.0;107;-699.0
309.0;914.0;-230.0;945.0;-283.0;107;-699.0
346.0;923.0;-248.0;942.0;-292.0;107;-699.0
380.0;957.0;-241.0;1017.0;-294.0;106;-699.0
471.0;962.0;-243.0;1080.0;-334.0;106;-701.0
479.0;990.0;-272.0;1101.0;-362.0;?;-703.0
488.0;1001.0;-323.0;1093.0;-360.0;105;-706.0
471.0;?;-380.0;1099.0;-358.0;106;-708.0
505.0;1007.0;-421.0;1078.0;-404.0;106;-709.0
568.0;1011.0;-411.0;1069.0;-449.0;106;-710.0
556.0;1005.0;-379.0;1050.0;-409.0;106;-712.0
505.0;980.0;-399.0;1051.0;-396.0;106;-713.0
495.0;963.0;-457.0;1016.0;-408.0;105;?
501.0;914.0;-451.0;1005.0;-408.0;104;-712.0
454.0;885.0;-397.0;1000.0;-418.0;103;-711.0
371.0;863.0;-387.0;995.0;-409.0;103;-709.0
231.0;841.0;-413.0;901.0;-428.0;103;-706.0
422.0;627.0;-404.0;803.0;-412.0;103;?
408.0;907.0;-382.0;775.0;-345.0;102;-701.0
396.0;1429.0;-315.0;548.0;-366.0;103;-698.0
306.0;1252.0;-361.0;1186.0;?;100;-696.0
375.0;905.0;-393.0;1538.0;-399.0;98;-694.0
435.0;?;-337.0;1135.0;-637.0;99;-693.0
337.0;815.0;-304.0;770.0;-470.0;100;-693.0
?;903.0;?;824.0;-297.0;100;-690.0
527.0;956.0;-410.0;1007.0;-255.0;100;-681.0
670.0;940.0;-312.0;1261.0;-396.0;100;-678.0
516.0;906.0;-255.0;1258.0;-243.0;100;-675.0
450.0;908.0;-338.0;1116.0;-112.0;100;-675.0
512.0;945.0;-620.0;1016.0;-214.0;100;-678.0
457.0;958.0;-524.0;978.0;-290.0;100;-682.0
472.0;952.0;-269.0;1010.0;-283.0;100;-685.0
483.0;?;-297.0;1057.0;-253.0;100;-685.0
456.0;893.0;-387.0;1029.0;-266.0;100;-684.0
402.0;917.0;-415.0;1010.0;?;100;-683.0
396.0;942.0;-371.0;953.0;-367.0;?;-684.0
349.0;943.0;-303.0;958.0;-382.0;100;-685.0
389.0;952.0;-299.0;1016.0;-389.0;100;-686.0
387.0;964.0;?;980.0;-397.0;100;-686.0
389.0;1006.0;-353.0;951.0;-435.0;100;-687.0
393.0;1023.0;-362.0;990.0;-449.0;101;-689.0
409.0;950.0;-358.0;1050.0;-445.0;101;-691.0
437.0;930.0;-363.0;1028.0;-459.0;101;-693.0
417.0;933.0;-374.0;943.0;-471.0;102;-695.0
421.0;918.0;-382.0;972.0;-443.0;102;-697.0
432.0;956.0;-376.0;981.0;-437.0;102;-701.0
?;936.0;-392.0;993.0;-421.0;102;?
453.0;935.0;-411.0;996.0;-371.0;103;-706.0
463.0;917.0;-413.0;958.0;-360.0;103;-709.0
439.0;926.0;-424.0;1005.0;-359.0;103;-712.0
424.0;?;-405.0;?;-348.0;104;-715.0
420.0;977.0;-376.0;983.0;-338.0;104;-718.0
399.0;990.0;-367.0;1016.0;-329.0;103;-720.0
391.0;1000.0;-347.0;1056.0;-333.0;103;-721.0
379.0;1000.0;-336.0;1059.0;-325.0;103;-721.0
369.0;986.0;-330.0;1018.0;-327.0;103;-720.0
367.0;958.0;-323.0;995.0;-349.0;103;?
383.0;948.0;-326.0;994.0;-344.0;103;-718.0
375.0;926.0;-300.0;986.0;-333.0;104;-717.0
386.0;927.0;-286.0;1007.0;-324.0;104;-716.0
412.0;932.0;-297.0;1012.0;?;104;-715.0
406.0;936.0;-310.0;1007.0;-308.0;104;-714.0
394.0;948.0;-310.0;1022.0;-330.0;104;-713.0
424.0;960.0;?;989.0;-340.0;104;-713.0
422.0;?;-313.0;1008.0;-349.0;104;-711.0
419.0;956.0;-331.0;1009.0;-330.0;103;-709.0
436.0;949.0;-355.0;1005.0;-360.0;103;-707.0
408.0;883.0;-360.0;988.0;-373.0;103;-705.0
463.0;779.0;-355.0;940.0;-365.0;103;-703.0
413.0;658.0;-364.0;895.0;-363.0;103;-700.0
449.0;1385.0;-369.0;674.0;-366.0;103;-698.0
344.0;1150.0;-361.0;984.0;-312.0;103;-695.0
273.0;877.0;-357.0;1524.0;-398.0;106;-692.0
?;790.0;-346.0;930.0;-519.0;107;-690.0
408.0;898.0;-365.0;741.0;-502.0;107;-688.0
356.0;1042.0;-280.0;773.0;-376.0;107;-686.0
560.0;1067.0;-372.0;1064.0;-248.0;107;-687.0
633.0;896.0;-457.0;1359.0;-252.0;107;-687.0
548.0;810.0;-376.0;1262.0;-253.0;107;-687.0
?;836.0;-376.0;1011.0;-243.0;107;-686.0
484.0;879.0;-471.0;934.0;-212.0;107;-687.0
495.0;911.0;-370.0;972.0;-181.0;107;-689.0
494.0;?;-283.0;1033.0;-182.0;107;-689.0
415.0;924.0;-341.0;1026.0;-234.0;107;-688.0
396.0;924.0;-403.0;986.0;-259.0;107;-685.0
414.0;905.0;-388.0;962.0;-277.0;107;-683.0
458.0;907.0;-359.0;1005.0;-281.0;107;-681.0
427.0;935.0;-331.0;974.0;-263.0;107;-680.0
?;929.0;-334.0;992.0;-307.0;107;-679.0
434.0;926.0;-342.0;996.0;-340.0;107;-678.0
426.0;934.0;-335.0;993.0;-353.0;107;-677.0
425.0;968.0;?;985.0;-361.0;107;-676.0
391.0;962.0;-345.0;989.0;-367.0;106;-675.0
431.0;894.0;-364.0;1004.0;-387.0;106;-675.0
415.0;867.0;-371.0;954.0;-408.0;105;-674.0
414.0;908.0;-372.0;915.0;-409.0;105;-674.0
404.0;920.0;-378.0;943.0;-408.0;105;-675.0
427.0;923.0;-379.0;958.0;-398.0;105;-676.0
432.0;?;-405.0;950.0;-400.0;105;-678.0
439.0;978.0;-413.0;958.0;-398.0;105;-679.0
455.0;999.0;-401.0;998.0;-402.0;105;-682.0
449.0;1010.0;-407.0;1014.0;-411.0;105;-685.0
?;1018.0;-399.0;1011.0;-401.0;106;-689.0
413.0;999.0;-405.0;1058.0;-384.0;106;-692.0
392.0;1012.0;?;1035.0;-399.0;107;-695.0
?;1001.0;-359.0;1043.0;?;107;-699.0
393.0;961.0;-337.0;1048.0;-350.0;107;-701.0
399.0;971.0;-348.0;1030.0;-314.0;107;?
423.0;975.0;-353.0;1040.0;-327.0;?;-708.0
414.0;978.0;-325.0;1048.0;-315.0;?;-711.0
424.0;992.0;-315.0;1057.0;-283.0;107;-714.0
404.0;976.0;-323.0;1038.0;-272.0;107;-718.0
403.0;934.0;-328.0;1035.0;-273.0;107;-720.0
381.0;954.0;-310.0;1012.0;-281.0;107;-722.0
359.0;962.0;-290.0;995.0;-272.0;106;-724.0
333.0;978.0;-277.0;1006.0;-302.0;106;-724.0
373.0;972.0;-283.0;999.0;-305.0;106;-725.0
396.0;962.0;-285.0;1033.0;-313.0;105;-725.0
417.0;930.0;-281.0;1030.0;-333.0;104;-725.0
420.0;885.0;-295.0;1006.0;-339.0;103;-726.0
428.0;741.0;-315.0;987.0;-346.0;103;-727.0
389.0;1006.0;-309.0;801.0;-316.0;102;-727.0
419.0;1244.0;-307.0;867.0;-322.0;?;-727.0
230.0;854.0;-306.0;1339.0;-297.0;103;-724.0
374.0;864.0;-307.0;1034.0;-444.0;98;-721.0
?;860.0;-316.0;786.0;-464.0;96;-718.0
314.0;880.0;-327.0;764.0;-390.0;97;-715.0
?;981.0;-268.0;875.0;-348.0;97;-710.0
701.0;1037.0;?;1115.0;-308.0;97;-707.0
496.0;932.0;-336.0;?;-263.0;97;-708.0
500.0;881.0;-394.0;1197.0;-236.0;97;-708.0
515.0;866.0;-550.0;1018.0;-250.0;97;-711.0
500.0;902.0;-443.0;958.0;-190.0;97;-714.0
507.0;933.0;-296.0;996.0;-162.0;97;-718.0
448.0;932.0;-331.0;1054.0;-175.0;97;-722.0
364.0;913.0;-364.0;1013.0;-223.0;97;-725.0
351.0;?;-341.0;981.0;-257.0;97;-726.0
375.0;919.0;-306.0;961.0;-266.0;97;-725.0
?;?;-283.0;964.0;-252.0;97;-725.0
399.0;942.0;-284.0;988.0;-268.0;?;-724.0
397.0;961.0;?;1000.0;-279.0;97;-724.0
393.0;946.0;-302.0;1013.0;-318.0;?;-724.0
414.0;931.0;-291.0;1010.0;-321.0;97;-722.0
413.0;927.0;-290.0;993.0;-341.0;97;-721.0
404.0;938.0;-311.0;969.0;-338.0;97;-719.0
400.0;958.0;-331.0;983.0;-345.0;97;-718.0
386.0;955.0;-333.0;1004.0;-374.0;98;-716.0
428.0;936.0;-338.0;1016.0;-380.0;99;-715.0
?;923.0;-350.0;985.0;-392.0;99;-714.0
432.0;962.0;?;968.0;-384.0;99;-714.0
452.0;951.0;?;982.0;-401.0;101;-715.0
452.0;943.0;-391.0;995.0;-399.0;101;?
448.0;944.0;-391.0;986.0;-386.0;?;-716.0
456.0;952.0;-396.0;1001.0;-390.0;102;-717.0
484.0;956.0;-411.0;?;-395.0;103;-719.0
435.0;993.0;-403.0;985.0;-401.0;104;-721.0
429.0;993.0;-388.0;987.0;-381.0;104;-721.0
443.0;995.0;-402.0;1028.0;-378.0;105;-722.0
424.0;?;-403.0;1039.0;-379.0;106;?
405.0;1007.0;-369.0;1047.0;-360.0;107;-726.0
411.0;1001.0;-371.0;1039.0;-347.0;107;-728.0
411.0;1013.0;-360.0;1079.0;?;107;-731.0
423.0;1006.0;-346.0;1056.0;-307.0;107;-734.0
365.0;?;-329.0;1073.0;-287.0;107;-736.0
356.0;991.0;-317.0;1053.0;-283.0;106;-738.0
?;971.0;-299.0;1042.0;-300.0;106;-740.0
343.0;959.0;-269.0;1011.0;-284.0;106;-741.0
333.0;934.0;-242.0;1024.0;-256.0;106;-742.0
332.0;939.0;-245.0;1027.0;-273.0;106;-742.0
346.0;929.0;-254.0;996.0;-263.0;106;-742.0
325.0;979.0;-254.0;985.0;-276.0;106;-741.0
364.0;912.0;-239.0;1017.0;-291.0;106;-741.0
?;909.0;-244.0;1027.0;-292.0;106;-740.0
404.0;823.0;-263.0;974.0;-283.0;105;-739.0
404.0;874.0;-287.0;949.0;-292.0;103;?
421.0;612.0;-308.0;895.0;-321.0;103;-735.0
452.0;1271.0;-309.0;783.0;-344.0;103;-733.0
481.0;1279.0;-310.0;824.0;-316.0;103;-731.0
354.0;874.0;-351.0;1488.0;-354.0;104;-729.0
534.0;883.0;-385.0;1012.0;-557.0;105;-728.0
419.0;891.0;-410.0;794.0;-529.0;104;-727.0
386.0;943.0;-400.0;828.0;-440.0;104;-727.0
566.0;1050.0;-367.0;1008.0;-319.0;104;-724.0
652.0;996.0;-465.0;1313.0;-283.0;104;?
479.0;902.0;-397.0;1350.0;-288.0;104;?
485.0;882.0;-413.0;1111.0;-288.0;104;-724.0
499.0;921.0;-491.0;1020.0;-248.0;104;-725.0
?;939.0;-382.0;1015.0;-183.0;104;-727.0
458.0;?;-310.0;1053.0;-173.0;104;-728.0
435.0;879.0;-388.0;1065.0;-194.0;104;-728.0
373.0;865.0;-358.0;993.0;-204.0;103;-728.0
335.0;?;-302.0;?;-204.0;104;-728.0
335.0;848.0;-277.0;918.0;-205.0;104;-726.0
348.0;863.0;-264.0;891.0;-218.0;104;-722.0
353.0;?;-261.0;928.0;-252.0;104;-720.0
344.0;920.0;-256.0;959.0;-278.0;104;-717.0
391.0;943.0;?;989.0;-303.0;103;?
455.0;933.0;-286.0;?;-328.0;103;-713.0
488.0;973.0;?;1072.0;-333.0;103;-712.0
520.0;989.0;-334.0;?;-352.0;103;-711.0
547.0;976.0;-384.0;1111.0;?;103;-711.0
558.0;963.0;-407.0;1098.0;-396.0;103;-711.0
572.0;?;-421.0;?;-392.0;104;-711.0
547.0;960.0;-448.0;1039.0;-380.0;104;-712.0
516.0;958.0;-465.0;1027.0;-386.0;104;-712.0
474.0;949.0;-459.0;985.0;-417.0;108;-712.0
452.0;957.0;-444.0;990.0;-409.0;109;-712.0
425.0;964.0;-435.0;970.0;-428.0;110;-713.0
431.0;947.0;-442.0;976.0;-404.0;111;-714.0
414.0;941.0;-442.0;978.0;-389.0;112;-716.0
407.0;943.0;-431.0;968.0;-372.0;112;?
399.0;943.0;-400.0;969.0;-378.0;112;-721.0
403.0;933.0;-371.0;1005.0;-363.0;112;-724.0
366.0;952.0;-343.0;971.0;-336.0;112;-728.0
376.0;991.0;-337.0;951.0;-305.0;112;-732.0
343.0;998.0;-346.0;1009.0;-285.0;112;-736.0
343.0;995.0;-322.0;1054.0;-319.0;112;-739.0
374.0;1050.0;-299.0;1032.0;-321.0;112;-743.0
364.0;1041.0;-296.0;1079.0;?;111;-746.0
382.0;965.0;-293.0;1102.0;-303.0;111;-750.0
383.0;937.0;-293.0;1060.0;-275.0;112;-754.0
404.0;929.0;-286.0;1001.0;-244.0;112;-757.0
384.0;937.0;-265.0;1009.0;-243.0;112;-758.0
394.0;915.0;-246.0;1011.0;-253.0;112;-760.0
384.0;943.0;-237.0;996.0;-252.0;112;-760.0
380.0;985.0;-268.0;1022.0;?;112;-760.0
384.0;992.0;-301.0;?;-280.0;?;-760.0
434.0;972.0;-309.0;1044.0;-310.0;112;-760.0
427.0;963.0;-306.0;1043.0;-325.0;111;-760.0
400.0;933.0;-301.0;1042.0;-335.0;109;-760.0
401.0;911.0;-310.0;976.0;-342.0;109;-759.0
389.0;888.0;-312.0;972.0;-333.0;108;-759.0
403.0;830.0;-308.0;906.0;-340.0;106;-758.0
392.0;849.0;-304.0;937.0;-361.0;104;-756.0
378.0;1223.0;-316.0;782.0;-344.0;102;-756.0
406.0;1239.0;-321.0;1142.0;-339.0;101;-755.0
305.0;1039.0;-342.0;1381.0;-357.0;98;-756.0
479.0;898.0;-358.0;1062.0;-474.0;97;-756.0
502.0;932.0;-342.0;882.0;-530.0;99;-755.0
543.0;1011.0;-297.0;880.0;-378.0;99;-750.0
641.0;1004.0;-311.0;1191.0;-326.0;99;-746.0
613.0;947.0;-440.0;1365.0;-267.0;99;-743.0
488.0;934.0;?;1369.0;-221.0;99;-740.0
468.0;947.0;-498.0;1190.0;-170.0;99;?
465.0;980.0;-509.0;1072.0;-194.0;99;-736.0
580.0;971.0;-361.0;1043.0;-221.0;99;-736.0
651.0;878.0;-229.0;1094.0;-297.0;99;-734.0
810.0;742.0;-277.0;1116.0;-424.0;99;-732.0
881.0;678.0;-356.0;1108.0;-627.0;?;-729.0
882.0;658.0;-462.0;950.0;-773.0;99;-724.0
964.0;639.0;-513.0;861.0;-799.0;99;-719.0
931.0;514.0;-762.0;789.0;-854.0;99;-714.0
900.0;334.0;-954.0;740.0;-1050.0;99;-709.0
799.0;2.0;-1099.0;578.0;-1070.0;99;-703.0
703.0;-39.0;-1107.0;434.0;-1094.0;99;-698.0
588.0;-154.0;?;?;-952.0;99;-695.0
428.0;-270.0;-1173.0;189.0;-936.0;99;-691.0
345.0;-281.0;-1180.0;51.0;-851.0;99;-686.0
345.0;-515.0;-1135.0;-122.0;-760.0;99;-682.0
226.0;-577.0;-1006.0;-163.0;-793.0;99;-677.0
253.0;-634.0;-927.0;-352.0;-589.0;99;-673.0
284.0;-667.0;-823.0;-244.0;-380.0;99;-670.0
337.0;-672.0;-843.0;-146.0;?;99;-667.0
301.0;-661.0;-776.0;-137.0;76.0;99;-665.0
229.0;-764.0;-674.0;-279.0;183.0;99;?
168.0;-749.0;-663.0;-267.0;155.0;99;-661.0
214.0;-811.0;-576.0;-416.0;249.0;99;-658.0
206.0;-835.0;-365.0;-506.0;239.0;99;-656.0
271.0;-860.0;-301.0;-602.0;148.0;99;-654.0
276.0;?;-367.0;?;117.0;99;-653.0
335.0;-839.0;-288.0;-671.0;37.0;?;-653.0
?;-830.0;-288.0;-627.0;20.0;99;-652.0
432.0;-806.0;-403.0;-555.0;62.0;99;-652.0
464.0;?;-434.0;-532.0;74.0;?;-652.0
483.0;-803.0;-543.0;-551.0;32.0;99;-651.0
445.0;-809.0;-578.0;-502.0;74.0;99;-650.0
450.0;-791.0;-572.0;-550.0;25.0;99;-649.0
478.0;-810.0;-566.0;?;-25.0;99;-648.0
490.0;?;-569.0;-557.0;-63.0;99;-648.0
459.0;-791.0;-558.0;-531.0;-68.0;99;-649.0
505.0;-790.0;-617.0;?;-22.0;99;-651.0
473.0;-803.0;-621.0;-613.0;-32.0;99;-652.0
488.0;-792.0;-654.0;-581.0;-87.0;99;-653.0
435.0;-757.0;-649.0;-530.0;-62.0;99;-653.0
413.0;-712.0;-631.0;-552.0;-40.0;99;-652.0
393.0;-641.0;-632.0;-509.0;-19.0;99;-653.0
367.0;?;-654.0;-408.0;-10.0;99;-653.0
382.0;-575.0;-604.0;-191.0;48.0;99;-653.0
360.0;-586.0;-569.0;-17.0;262.0;99;-653.0
290.0;-481.0;-535.0;188.0;441.0;99;-652.0
278.0;-549.0;-534.0;324.0;345.0;99;-652.0
362.0;-338.0;-490.0;431.0;111.0;99;-652.0
230.0;-266.0;-308.0;640.0;127.0;?;-653.0
208.0;?;-251.0;729.0;-75.0;99;-654.0
246.0;419.0;-430.0;911.0;-272.0;99;-655.0
548.0;356.0;-457.0;960.0;-757.0;99;-658.0
717.0;479.0;-342.0;1075.0;-1028.0;99;-660.0
574.0;878.0;-447.0;1632.0;-931.0;99;-664.0
532.0;?;-646.0;1830.0;-881.0;99;-668.0
790.0;1485.0;-1168.0;2072.0;-888.0;99;-672.0
915.0;1382.0;-1236.0;2375.0;-612.0;99;-676.0
896.0;1268.0;-950.0;2279.0;-764.0;99;-678.0
841.0;1191.0;?;1669.0;-910.0;99;-682.0
1000.0;1135.0;-992.0;1289.0;-857.0;99;-686.0
1132.0;1008.0;-932.0;1383.0;-440.0;99;-689.0
1044.0;974.0;-774.0;1518.0;-223.0;99;-693.0
901.0;955.0;-878.0;1374.0;-245.0;99;-698.0
741.0;959.0;-848.0;1286.0;-371.0;99;-700.0
701.0;963.0;-646.0;1201.0;?;99;-702.0
662.0;952.0;-574.0;1127.0;-397.0;99;-702.0
565.0;971.0;-653.0;1068.0;-345.0;99;-701.0
524.0;972.0;-725.0;?;-301.0;99;-699.0
427.0;961.0;-689.0;1054.0;-260.0;99;-697.0
388.0;893.0;-577.0;1017.0;-288.0;99;-694.0
319.0;904.0;-465.0;1000.0;-276.0;99;-692.0
285.0;893.0;-354.0;?;-280.0;99;-690.0
286.0;894.0;-290.0;900.0;-302.0;?;-690.0
?;899.0;-263.0;895.0;-322.0;99;-689.0
236.0;904.0;-233.0;910.0;-331.0;99;-689.0
?;914.0;-243.0;911.0;-330.0;99;-688.0
248.0;920.0;-245.0;910.0;-317.0;99;-687.0
304.0;938.0;-260.0;947.0;-313.0;99;-687.0
350.0;1003.0;-262.0;988.0;-323.0;99;-687.0
412.0;?;-262.0;1040.0;-321.0;99;-687.0
388.0;989.0;-272.0;1059.0;-340.0;99;-687.0
460.0;971.0;-287.0;1035.0;-324.0;99;-687.0
513.0;960.0;-310.0;1060.0;-311.0;99;-686.0
531.0;936.0;-318.0;1060.0;-337.0;?;-686.0
530.0;969.0;-341.0;1069.0;-329.0;99;-685.0
529.0;939.0;-369.0;1086.0;-296.0;99;-685.0
478.0;939.0;-409.0;1062.0;-284.0;99;-684.0
491.0;?;-438.0;1028.0;-272.0;99;-684.0
474.0;949.0;-440.0;1024.0;-310.0;99;-684.0
?;956.0;-385.0;1019.0;-331.0;99;-685.0
410.0;961.0;-374.0;1013.0;-333.0;99;-685.0
407.0;964.0;-411.0;1010.0;-366.0;99;-686.0
410.0;941.0;-416.0;986.0;-389.0;99;-686.0
390.0;931.0;-382.0;997.0;-376.0;99;-686.0
396.0;932.0;-360.0;940.0;-381.0;99;-686.0
365.0;942.0;-362.0;969.0;-354.0;99;-686.0
344.0;?;-347.0;958.0;?;99;-686.0
366.0;924.0;-337.0;968.0;-335.0;99;-686.0
385.0;953.0;-339.0;958.0;-366.0;99;-686.0
398.0;?;-309.0;991.0;-370.0;99;-686.0
383.0;958.0;-299.0;1007.0;-339.0;99;-686.0
414.0;939.0;-322.0;1000.0;-311.0;99;?
428.0;916.0;-370.0;999.0;-353.0;99;-686.0
403.0;941.0;-348.0;1008.0;-362.0;99;-686.0
443.0;948.0;-306.0;997.0;-331.0;99;-685.0
433.0;922.0;-347.0;998.0;-280.0;99;-684.0
434.0;938.0;-384.0;994.0;-288.0;99;-684.0
420.0;959.0;?;?;-333.0;99;-684.0
402.0;972.0;-345.0;998.0;-313.0;99;-684.0
426.0;971.0;-329.0;1024.0;-320.0;99;-684.0
421.0;962.0;-361.0;1034.0;-340.0;99;-683.0
415.0;970.0;-369.0;1015.0;-328.0;99;-682.0
450.0;962.0;-350.0;1002.0;-334.0;99;-683.0
431.0;962.0;-360.0;1014.0;-348.0;99;-683.0
410.0;923.0;?;1013.0;-339.0;99;-685.0
408.0;934.0;-355.0;987.0;-322.0;99;-686.0
405.0;946.0;-356.0;988.0;-325.0;99;-687.0
366.0;975.0;-350.0;967.0;-356.0;99;-689.0
374.0;966.0;-325.0;1007.0;-343.0;?;-689.0
373.0;978.0;-335.0;?;-348.0;99;-690.0
