NMHC(GT);CO(GT);NO2(GT);NOx(GT);PT08.S3(NOx);C6H6(GT);T;RH;AH;PT08.S4(NO2);PT08.S1(CO);PT08.S2(NMHC);PT08.S5(O3)
-200.0;1.4;71.0;104.0;818.0;6.9;21.4;68.5;1.7261;1513.0;1002.0;854.0;779.0
-200.0;1.6;97.0;102.0;866.0;9.1;30.1;23.5;0.9869;1541.0;985.0;944.0;833.0
-200.0;0.9;66.0;132.0;892.0;6.3;21.3;63.2;1.5794;1491.0;961.0;828.0;837.0
-200.0;2.1;109.0;218.0;721.0;10.3;24.1;50.7;1.4959;1559.0;1111.0;991.0;1028.0
-200.0;1.7;94.0;179.0;763.0;8.9;22.5;53.7;1.4486;1504.0;1071.0;934.0;942.0
-200.0;1.0;64.0;97.0;859.0;6.5;22.7;53.7;1.458;1437.0;969.0;835.0;773.0
-200.0;1.3;83.0;232.0;792.0;8.4;20.8;62.2;1.5119;1579.0;1062.0;915.0;929.0
-200.0;1.8;112.0;268.0;853.0;7.7;18.7;39.7;0.8482;1311.0;963.0;887.0;938.0
-200.0;1.9;115.0;294.0;829.0;8.6;18.0;42.7;0.8745;1351.0;1010.0;925.0;996.0
-200.0;1.9;103.0;241.0;802.0;8.5;16.6;51.3;0.9634;1365.0;998.0;920.0;1042.0
-200.0;1.3;81.0;142.0;891.0;5.8;15.9;55.2;0.9881;1265.0;919.0;802.0;940.0
-200.0;1.8;94.0;275.0;873.0;8.2;19.7;40.2;0.9108;1314.0;951.0;908.0;904.0
-200.0;1.9;103.0;325.0;847.0;9.1;22.2;33.6;0.8886;1351.0;992.0;943.0;936.0
-200.0;1.5;105.0;192.0;837.0;8.4;17.4;42.8;0.8463;1298.0;932.0;914.0;1000.0
-200.0;1.1;86.0;146.0;879.0;5.9;17.2;53.9;1.0498;1270.0;929.0;805.0;974.0
-200.0;1.5;87.0;147.0;700.0;9.0;22.1;61.3;1.6053;1500.0;1138.0;938.0;1098.0
-200.0;1.3;69.0;132.0;764.0;6.9;19.0;70.8;1.5417;1465.0;1035.0;851.0;1002.0
-200.0;0.7;60.0;120.0;872.0;4.3;19.0;70.3;1.5308;1371.0;966.0;726.0;892.0
-200.0;2.1;-200.0;-200.0;724.0;8.2;11.6;80.1;1.0899;1305.0;1062.0;906.0;1004.0
-200.0;0.8;43.0;88.0;865.0;4.4;18.2;70.3;1.4498;1360.0;954.0;731.0;839.0
-200.0;0.9;47.0;147.0;817.0;5.5;18.2;70.1;1.4552;1390.0;981.0;790.0;898.0
-200.0;-200.0;-200.0;-200.0;637.0;11.3;12.0;60.8;0.852;1342.0;1195.0;1026.0;1150.0
-200.0;1.4;58.0;155.0;697.0;7.3;21.1;64.5;1.594;1502.0;1150.0;871.0;1030.0
-200.0;0.9;48.0;96.0;780.0;5.1;21.3;63.9;1.5951;1450.0;1062.0;770.0;922.0
-200.0;1.3;53.0;154.0;681.0;7.8;20.8;66.7;1.6201;1549.0;1157.0;890.0;1054.0
-200.0;1.5;62.0;158.0;701.0;8.9;24.9;56.0;1.7367;1565.0;1181.0;935.0;960.0
-200.0;1.4;52.0;107.0;732.0;8.1;23.8;60.2;1.7515;1560.0;1096.0;903.0;857.0
-200.0;1.2;59.0;163.0;753.0;6.3;21.3;69.1;1.7275;1526.0;1082.0;825.0;930.0
-200.0;1.3;56.0;187.0;705.0;7.7;21.3;68.2;1.7127;1574.0;1095.0;886.0;1001.0
-200.0;1.5;63.0;185.0;767.0;6.7;20.8;68.1;1.6585;1527.0;1069.0;844.0;883.0
-200.0;1.5;63.0;178.0;768.0;6.6;20.7;68.4;1.6507;1549.0;1073.0;838.0;892.0
-200.0;1.3;55.0;132.0;799.0;6.1;20.1;70.5;1.6384;1502.0;1039.0;817.0;836.0
-200.0;1.4;52.0;135.0;794.0;6.0;20.2;67.9;1.5901;1502.0;1021.0;811.0;837.0
-200.0;1.1;53.0;164.0;757.0;7.2;18.6;74.9;1.5918;1486.0;1041.0;865.0;902.0
-200.0;1.9;57.0;206.0;743.0;8.9;19.0;66.1;1.4415;1525.0;1057.0;934.0;1041.0
-200.0;1.3;57.0;143.0;846.0;6.5;18.8;60.9;1.3032;1381.0;952.0;833.0;881.0
-200.0;1.3;63.0;126.0;714.0;7.9;21.2;68.6;1.7046;1474.0;1038.0;895.0;999.0
-200.0;1.1;57.0;132.0;792.0;6.0;19.9;67.5;1.5544;1413.0;993.0;813.0;946.0
-200.0;1.0;51.0;146.0;800.0;6.0;19.1;70.0;1.5331;1418.0;989.0;814.0;915.0
-200.0;0.7;43.0;127.0;876.0;4.6;18.1;72.1;1.4834;1381.0;925.0;742.0;842.0
-200.0;1.2;52.0;217.0;724.0;7.6;18.1;72.3;1.4927;1473.0;1039.0;882.0;1002.0
-200.0;1.4;70.0;151.0;756.0;7.4;24.8;47.9;1.4819;1421.0;1058.0;875.0;877.0
-200.0;1.6;60.0;231.0;737.0;8.0;16.8;74.9;1.4258;1401.0;989.0;900.0;968.0
-200.0;1.0;48.0;127.0;822.0;5.5;15.5;78.5;1.3782;1331.0;912.0;788.0;847.0
-200.0;1.3;60.0;147.0;796.0;7.0;16.0;75.9;1.3721;1388.0;968.0;858.0;894.0
-200.0;1.5;88.0;177.0;805.0;6.6;20.1;60.8;1.4152;1382.0;988.0;839.0;937.0
-200.0;1.2;69.0;127.0;862.0;5.4;20.1;62.6;1.4543;1331.0;950.0;782.0;807.0
-200.0;1.4;82.0;237.0;762.0;7.8;16.8;79.0;1.4978;1453.0;989.0;891.0;901.0
-200.0;2.0;83.0;259.0;717.0;8.6;24.3;57.4;1.7233;1585.0;1117.0;922.0;994.0
-200.0;1.5;62.0;161.0;719.0;7.5;22.9;65.7;1.8148;1580.0;1062.0;880.0;924.0
-200.0;1.5;64.0;174.0;747.0;6.5;23.1;70.8;1.98;1562.0;1082.0;834.0;991.0
-200.0;1.5;56.0;309.0;747.0;8.7;16.1;76.3;1.3902;1497.0;1014.0;927.0;951.0
-200.0;1.3;64.0;231.0;750.0;8.0;17.0;70.1;1.3512;1438.0;1019.0;901.0;960.0
-200.0;1.6;65.0;195.0;699.0;8.8;18.5;69.5;1.4657;1481.0;1061.0;931.0;1015.0
-200.0;1.8;62.0;213.0;698.0;9.2;18.4;68.5;1.439;1467.0;1091.0;945.0;1014.0
-200.0;1.5;59.0;216.0;719.0;7.6;16.8;73.3;1.3915;1430.0;1010.0;884.0;938.0
-200.0;1.1;71.0;68.0;847.0;6.4;24.5;44.4;1.3476;1585.0;983.0;831.0;887.0
-200.0;1.3;69.0;162.0;732.0;7.6;17.8;66.9;1.3464;1363.0;1050.0;881.0;982.0
-200.0;1.2;66.0;166.0;756.0;6.7;17.6;66.5;1.3249;1362.0;1033.0;842.0;941.0
-200.0;0.9;68.0;57.0;957.0;6.6;23.5;32.7;0.9349;1453.0;924.0;839.0;849.0
-200.0;1.9;107.0;303.0;800.0;6.5;15.2;58.0;0.9927;1207.0;1082.0;834.0;1057.0
-200.0;1.9;107.0;238.0;821.0;8.1;18.0;51.9;1.0622;1299.0;1134.0;903.0;1046.0
-200.0;1.8;94.0;182.0;781.0;7.3;17.3;57.0;1.1137;1320.0;1117.0;871.0;986.0
-200.0;1.9;98.0;197.0;857.0;7.3;16.8;58.7;1.1109;1310.0;1114.0;872.0;991.0
-200.0;0.9;78.0;87.0;936.0;6.0;18.8;46.6;1.0027;1524.0;918.0;810.0;939.0
-200.0;2.0;105.0;238.0;897.0;8.8;14.6;65.9;1.088;1301.0;1120.0;932.0;1039.0
-200.0;1.9;103.0;232.0;940.0;9.4;14.9;59.9;1.0063;1311.0;1071.0;955.0;977.0
-200.0;2.2;108.0;241.0;943.0;9.7;14.9;58.4;0.9839;1321.0;1085.0;967.0;976.0
-200.0;1.1;84.0;72.0;854.0;7.4;24.2;37.3;1.1118;1528.0;953.0;874.0;899.0
-200.0;1.7;66.0;291.0;740.0;7.4;11.5;81.7;1.1033;1305.0;1034.0;876.0;968.0
-200.0;1.3;70.0;277.0;800.0;6.2;12.4;77.1;1.1072;1266.0;1024.0;822.0;954.0
-200.0;1.3;81.0;125.0;850.0;8.9;21.3;41.8;1.0449;1622.0;1003.0;937.0;1005.0
-200.0;1.9;93.0;235.0;830.0;5.6;13.5;78.3;1.2097;1282.0;1054.0;794.0;887.0
-200.0;1.7;81.0;209.0;826.0;5.6;13.0;69.7;1.0403;1257.0;1013.0;795.0;848.0
-200.0;1.8;86.0;246.0;745.0;7.7;12.0;80.8;1.1264;1367.0;1061.0;887.0;889.0
-200.0;2.4;93.0;275.0;744.0;8.9;12.0;78.4;1.0954;1385.0;1120.0;935.0;922.0
-200.0;2.1;-200.0;-200.0;729.0;6.7;2.8;74.0;0.5591;1061.0;1082.0;843.0;1090.0
-200.0;1.3;62.0;101.0;871.0;7.3;16.2;57.4;1.0515;1528.0;873.0;871.0;887.0
-200.0;-200.0;-200.0;-200.0;779.0;7.4;16.5;67.2;1.2491;1380.0;998.0;875.0;992.0
-200.0;1.9;91.0;206.0;659.0;10.4;20.3;66.4;1.5591;1572.0;1176.0;993.0;1178.0
-200.0;1.6;118.0;109.0;770.0;9.1;36.3;19.5;1.1539;1509.0;1036.0;943.0;770.0
-200.0;1.9;111.0;155.0;788.0;11.0;24.3;31.1;0.9316;1585.0;971.0;1014.0;1115.0
-200.0;2.1;137.0;165.0;783.0;11.7;37.4;17.3;1.0914;1641.0;1066.0;1041.0;1036.0
-200.0;1.7;113.0;139.0;781.0;9.9;29.9;31.1;1.2883;1669.0;1079.0;976.0;999.0
-200.0;1.1;69.0;72.0;925.0;6.7;23.0;33.8;0.9406;1448.0;868.0;846.0;836.0
-200.0;0.9;70.0;65.0;905.0;6.3;22.2;38.4;1.0126;1469.0;863.0;824.0;925.0
-200.0;1.4;106.0;200.0;819.0;5.7;12.6;74.3;1.0843;1232.0;1061.0;800.0;862.0
-200.0;1.0;62.0;139.0;936.0;4.8;16.8;66.8;1.2721;1351.0;901.0;754.0;854.0
-200.0;1.8;95.0;265.0;915.0;7.1;15.2;51.0;0.8762;1257.0;1010.0;863.0;886.0
-200.0;1.7;62.0;181.0;697.0;9.0;18.4;71.5;1.5038;1517.0;1081.0;938.0;1273.0
-200.0;1.4;84.0;146.0;758.0;9.4;18.5;57.4;1.2076;1671.0;1004.0;955.0;1043.0
-200.0;0.8;69.0;78.0;977.0;7.5;19.3;68.8;1.519;1694.0;1035.0;878.0;825.0
-200.0;1.5;73.0;79.0;926.0;6.5;17.7;62.0;1.2458;1615.0;1049.0;836.0;901.0
-200.0;1.9;123.0;134.0;787.0;11.2;26.3;27.3;0.9238;1552.0;970.0;1023.0;1074.0
-200.0;1.8;81.0;106.0;911.0;7.3;18.9;49.6;1.07;1646.0;1279.0;870.0;1000.0
-200.0;1.9;86.0;105.0;909.0;9.2;24.6;36.7;1.1202;1657.0;1117.0;946.0;915.0
-200.0;2.0;86.0;101.0;901.0;9.2;26.0;31.9;1.0566;1632.0;1110.0;948.0;891.0
-200.0;1.1;71.0;83.0;866.0;5.7;20.1;47.8;1.1093;1392.0;868.0;798.0;824.0
-200.0;1.5;93.0;107.0;790.0;9.0;24.7;38.7;1.1845;1635.0;1025.0;939.0;1103.0
-200.0;1.6;79.0;89.0;890.0;8.5;21.3;44.7;1.1157;1639.0;1085.0;918.0;871.0
-200.0;-200.0;-200.0;-200.0;831.0;7.2;17.4;48.3;0.955;1297.0;943.0;864.0;814.0
-200.0;1.6;103.0;343.0;715.0;8.0;7.7;76.8;0.8112;1216.0;1086.0;901.0;1055.0
-200.0;0.7;90.0;164.0;866.0;4.6;21.0;56.9;1.3999;1394.0;865.0;745.0;901.0
-200.0;2.0;109.0;122.0;728.0;11.6;26.7;35.8;1.2318;1726.0;1125.0;1035.0;1150.0
-200.0;-200.0;-200.0;-200.0;900.0;6.2;21.5;42.6;1.0798;1302.0;947.0;821.0;697.0
-200.0;1.9;115.0;126.0;844.0;10.4;20.4;35.3;0.8352;1505.0;1121.0;992.0;1255.0
-200.0;1.0;69.0;52.0;1006.0;5.1;22.4;34.9;0.9362;1390.0;857.0;769.0;759.0
-200.0;1.0;90.0;116.0;1155.0;5.8;21.7;18.1;0.4642;1179.0;847.0;800.0;649.0
-200.0;2.4;151.0;345.0;866.0;15.4;34.3;17.7;0.9416;1499.0;1112.0;1161.0;1088.0
-200.0;1.7;126.0;235.0;782.0;6.2;8.3;69.7;0.7632;1101.0;1024.0;819.0;1083.0
-200.0;2.1;143.0;280.0;908.0;12.2;33.6;19.6;1.0029;1406.0;1077.0;1056.0;935.0
-200.0;0.2;104.0;167.0;820.0;4.9;9.8;81.9;0.9923;1241.0;1125.0;758.0;867.0
-200.0;1.0;41.0;59.0;841.0;5.6;22.2;53.9;1.4201;1493.0;929.0;791.0;789.0
-200.0;1.9;107.0;339.0;816.0;10.2;23.3;46.2;1.301;1524.0;1021.0;985.0;977.0
-200.0;1.8;81.0;93.0;938.0;7.3;14.1;64.9;1.0405;1586.0;1021.0;871.0;805.0
-200.0;1.6;65.0;102.0;722.0;10.9;23.6;40.8;1.1746;1616.0;973.0;1010.0;1014.0
-200.0;1.3;89.0;302.0;819.0;6.1;12.2;78.8;1.1178;1314.0;1012.0;817.0;878.0
-200.0;1.6;93.0;93.0;765.0;9.4;23.6;39.2;1.1306;1581.0;977.0;956.0;1114.0
-200.0;2.5;144.0;429.0;867.0;15.7;32.8;18.9;0.9234;1523.0;1135.0;1170.0;1189.0
-200.0;0.9;68.0;86.0;893.0;5.4;21.3;47.0;1.1793;1446.0;865.0;783.0;838.0
-200.0;0.8;69.0;55.0;931.0;5.1;25.7;33.9;1.1065;1463.0;895.0;767.0;985.0
-200.0;-200.0;-200.0;-200.0;937.0;4.0;17.7;70.3;1.4088;1351.0;883.0;713.0;777.0
-200.0;1.6;94.0;69.0;849.0;8.0;37.4;17.0;1.0757;1464.0;1046.0;901.0;722.0
-200.0;2.4;114.0;174.0;878.0;9.3;18.6;42.8;0.9091;1582.0;976.0;952.0;834.0
-200.0;1.7;85.0;226.0;828.0;5.5;11.4;83.7;1.1278;1267.0;1019.0;788.0;812.0
-200.0;2.4;89.0;309.0;774.0;6.7;12.0;80.0;1.1167;1296.0;1100.0;842.0;882.0
-200.0;1.3;90.0;215.0;777.0;6.1;10.8;80.0;1.0367;1245.0;1065.0;816.0;873.0
-200.0;2.2;110.0;272.0;755.0;10.6;26.5;35.7;1.2149;1536.0;1094.0;1002.0;1114.0
-200.0;2.0;106.0;178.0;761.0;11.9;29.6;28.6;1.1628;1549.0;1059.0;1047.0;841.0
-200.0;2.0;106.0;304.0;808.0;6.5;12.4;77.5;1.1115;1267.0;1042.0;834.0;914.0
-200.0;1.8;106.0;193.0;878.0;8.3;34.6;22.4;1.212;1385.0;1045.0;910.0;742.0
-200.0;1.2;68.0;84.0;800.0;6.8;25.0;53.2;1.663;1626.0;969.0;849.0;890.0
-200.0;2.0;109.0;349.0;766.0;6.9;14.0;75.9;1.2064;1307.0;1088.0;851.0;959.0
-200.0;1.5;79.0;268.0;737.0;9.7;18.3;71.0;1.4807;1606.0;1047.0;965.0;1075.0
-200.0;1.4;108.0;98.0;788.0;10.7;41.1;15.7;1.2071;1609.0;1126.0;1004.0;926.0
-200.0;1.0;60.0;61.0;1015.0;5.0;39.7;15.3;1.0963;1346.0;871.0;761.0;520.0
-200.0;1.9;108.0;325.0;773.0;6.9;13.1;80.4;1.2038;1302.0;1077.0;852.0;969.0
-200.0;1.5;128.0;127.0;993.0;9.8;23.6;30.1;0.8663;1573.0;997.0;971.0;930.0
-200.0;1.3;113.0;114.0;986.0;10.1;25.0;26.9;0.8408;1591.0;1025.0;980.0;891.0
-200.0;0.7;64.0;80.0;908.0;4.6;22.3;55.8;1.4828;1394.0;923.0;744.0;815.0
-200.0;1.7;71.0;277.0;751.0;6.8;11.4;81.1;1.0928;1266.0;1032.0;848.0;972.0
-200.0;2.7;95.0;234.0;823.0;10.3;23.1;27.0;0.7538;1327.0;992.0;987.0;781.0
-200.0;1.7;131.0;359.0;850.0;7.4;10.7;50.4;0.6467;1179.0;950.0;875.0;828.0
-200.0;2.3;114.0;303.0;768.0;10.0;17.1;47.6;0.9208;1398.0;1054.0;978.0;1109.0
-200.0;0.9;71.0;179.0;889.0;5.6;14.1;61.7;0.9844;1266.0;894.0;794.0;908.0
-200.0;1.5;99.0;361.0;801.0;9.0;14.4;60.3;0.9802;1399.0;988.0;941.0;1035.0
-200.0;1.4;89.0;118.0;1080.0;7.0;21.8;39.2;1.0115;1535.0;877.0;858.0;724.0
-200.0;-200.0;139.0;128.0;685.0;13.0;38.9;18.0;1.2318;1632.0;1194.0;1083.0;1060.0
-200.0;1.8;119.0;134.0;780.0;10.1;25.5;34.0;1.0935;1643.0;1048.0;983.0;1064.0
-200.0;1.7;123.0;327.0;862.0;9.2;23.7;29.6;0.8537;1328.0;964.0;947.0;907.0
-200.0;0.7;61.0;62.0;950.0;5.6;19.8;46.0;1.0524;1489.0;890.0;791.0;886.0
-200.0;1.3;90.0;157.0;891.0;6.8;16.7;46.6;0.8793;1253.0;897.0;849.0;910.0
-200.0;1.4;99.0;186.0;772.0;5.8;13.6;68.9;1.0699;1288.0;1163.0;801.0;876.0
-200.0;1.5;86.0;88.0;764.0;9.2;39.0;23.7;1.6346;1607.0;1048.0;949.0;831.0
-200.0;1.6;103.0;104.0;900.0;9.1;32.3;19.7;0.9345;1541.0;971.0;942.0;776.0
-200.0;2.9;123.0;391.0;599.0;11.5;9.4;75.0;0.8874;1347.0;1232.0;1032.0;1331.0
-200.0;-200.0;-200.0;-200.0;698.0;11.2;35.1;23.2;1.2884;1570.0;1048.0;1021.0;846.0
-200.0;1.6;74.0;140.0;687.0;9.7;19.4;69.3;1.5418;1557.0;1137.0;967.0;1091.0
-200.0;1.7;60.0;165.0;668.0;9.6;20.6;62.0;1.4827;1517.0;1147.0;964.0;1116.0
