NMHC(GT);CO(GT);NO2(GT);NOx(GT);PT08.S3(NOx);C6H6(GT);T;RH;AH;PT08.S4(NO2);PT08.S1(CO);PT08.S2(NMHC);PT08.S5(O3)
-200.0;1.7;98.0;115.0;826.0;11.2;31.8;25.6;1.1868;1747.0;1040.0;1022.0;812.0
-200.0;2.0;106.0;112.0;785.0;12.6;36.1;22.7;1.3324;1766.0;1054.0;1069.0;817.0
-200.0;2.2;106.0;163.0;763.0;13.1;34.9;20.5;1.1279;1762.0;1053.0;1087.0;1023.0
-200.0;1.9;210.0;317.0;701.0;8.3;5.1;74.5;0.6621;1192.0;1090.0;910.0;974.0
-200.0;2.7;218.0;339.0;680.0;8.5;4.3;79.5;0.6648;1201.0;1122.0;919.0;981.0
-200.0;2.4;206.0;304.0;650.0;10.2;5.8;72.5;0.6718;1236.0;1146.0;985.0;952.0
-200.0;2.1;101.0;132.0;796.0;11.8;35.4;19.9;1.1222;1711.0;1023.0;1042.0;910.0
-200.0;1.6;89.0;85.0;889.0;7.8;35.3;20.8;1.1664;1602.0;989.0;889.0;664.0
-200.0;2.1;103.0;109.0;802.0;11.1;33.3;23.9;1.2085;1732.0;1075.0;1020.0;797.0
-200.0;2.1;201.0;305.0;657.0;9.0;6.6;71.1;0.6973;1245.0;1120.0;940.0;917.0
-200.0;1.6;88.0;141.0;818.0;8.9;20.1;57.0;1.3216;1743.0;1028.0;934.0;987.0
-200.0;2.5;193.0;366.0;627.0;9.5;10.3;45.4;0.5666;1175.0;1140.0;958.0;1200.0
-200.0;3.5;161.0;272.0;713.0;8.1;7.2;56.7;0.579;1106.0;1087.0;903.0;1026.0
-200.0;1.5;178.0;313.0;690.0;6.7;3.4;84.5;0.6677;1180.0;1124.0;842.0;981.0
-200.0;3.0;142.0;234.0;821.0;5.2;6.8;58.0;0.5758;1008.0;1003.0;772.0;788.0
-200.0;2.8;127.0;170.0;813.0;14.4;32.9;15.5;0.7649;1642.0;973.0;1128.0;894.0
-200.0;2.0;112.0;122.0;859.0;12.2;35.3;19.6;1.1036;1698.0;1017.0;1057.0;861.0
-200.0;2.3;118.0;140.0;824.0;13.1;33.9;21.4;1.1135;1745.0;1024.0;1087.0;924.0
-200.0;1.0;99.0;178.0;823.0;3.6;7.6;69.2;0.7238;1054.0;1011.0;685.0;902.0
-200.0;1.6;136.0;215.0;708.0;6.0;10.1;58.9;0.7301;1182.0;1133.0;811.0;1031.0
-200.0;1.4;135.0;203.0;749.0;5.3;10.9;55.9;0.7312;1158.0;1115.0;778.0;994.0
-200.0;1.5;142.0;228.0;728.0;5.6;11.8;53.4;0.7366;1173.0;1131.0;793.0;1054.0
-200.0;1.3;143.0;228.0;760.0;5.3;12.5;47.8;0.6877;1137.0;1111.0;777.0;1024.0
-200.0;2.1;179.0;331.0;684.0;7.8;13.9;43.8;0.6937;1198.0;1150.0;891.0;1002.0
-200.0;2.7;137.0;203.0;808.0;14.2;26.1;24.7;0.8233;1680.0;1011.0;1122.0;1071.0
-200.0;2.8;154.0;209.0;752.0;14.2;29.5;23.8;0.9623;1688.0;1073.0;1124.0;1175.0
-200.0;2.1;109.0;177.0;838.0;11.9;28.8;29.1;1.1349;1763.0;1037.0;1046.0;1004.0
88.0;2.2;114.0;131.0;1140.0;9.0;11.9;54.0;0.7502;1555.0;1402.0;939.0;1074.0
-200.0;2.4;96.0;181.0;823.0;10.9;25.3;35.8;1.1421;1710.0;1003.0;1009.0;1015.0
-200.0;2.3;121.0;164.0;793.0;11.7;24.3;31.0;0.9268;1598.0;1013.0;1038.0;1162.0
-200.0;-200.0;180.0;281.0;756.0;7.0;8.9;49.1;0.5629;1075.0;1095.0;857.0;1020.0
-200.0;1.2;79.0;76.0;975.0;6.2;24.0;31.2;0.919;1398.0;870.0;823.0;848.0
-200.0;0.4;109.0;165.0;822.0;4.4;9.9;79.8;0.9725;1208.0;1106.0;733.0;902.0
-200.0;1.0;127.0;273.0;723.0;6.7;9.9;81.0;0.9885;1286.0;1174.0;842.0;975.0
-200.0;0.9;124.0;232.0;712.0;6.6;9.5;83.8;0.9972;1298.0;1197.0;840.0;974.0
-200.0;0.2;104.0;167.0;820.0;4.9;9.8;81.9;0.9923;1241.0;1125.0;758.0;867.0
-200.0;0.7;81.0;121.0;895.0;2.9;6.9;70.0;0.6997;1053.0;995.0;646.0;818.0
-200.0;1.5;152.0;339.0;774.0;6.0;10.3;74.0;0.9237;1233.0;1172.0;813.0;1118.0
-200.0;2.4;200.0;357.0;712.0;8.3;5.8;40.3;0.374;1016.0;1089.0;913.0;1208.0
-200.0;2.9;-200.0;-200.0;680.0;7.3;3.4;66.7;0.5281;1075.0;1126.0;869.0;1222.0
-200.0;1.4;133.0;227.0;786.0;5.2;7.7;41.7;0.4387;949.0;1039.0;774.0;1173.0
-200.0;2.2;94.0;486.0;710.0;9.4;4.0;85.7;0.7041;1154.0;1053.0;955.0;1050.0
-200.0;1.0;69.0;92.0;897.0;7.5;19.9;51.8;1.1911;1651.0;915.0;877.0;937.0
-200.0;0.9;61.0;47.0;1036.0;4.5;21.2;37.6;0.9355;1382.0;835.0;739.0;694.0
-200.0;1.4;86.0;70.0;910.0;8.2;37.7;16.0;1.0231;1523.0;960.0;909.0;675.0
-200.0;1.7;126.0;235.0;782.0;6.2;8.3;69.7;0.7632;1101.0;1024.0;819.0;1083.0
-200.0;1.2;73.0;70.0;935.0;6.7;37.2;20.5;1.2813;1565.0;1019.0;842.0;729.0
-200.0;1.6;103.0;343.0;715.0;8.0;7.7;76.8;0.8112;1216.0;1086.0;901.0;1055.0
-200.0;1.7;105.0;287.0;746.0;6.0;8.4;75.9;0.8407;1167.0;1042.0;814.0;1036.0
-200.0;1.4;98.0;357.0;676.0;7.3;9.2;78.5;0.9143;1241.0;1095.0;868.0;1078.0
-200.0;1.0;83.0;183.0;800.0;4.7;10.0;74.8;0.9161;1171.0;1018.0;746.0;958.0
-200.0;-200.0;119.0;174.0;840.0;4.6;2.8;70.9;0.5383;979.0;980.0;744.0;970.0
-200.0;1.9;118.0;126.0;770.0;12.3;37.5;21.5;1.3673;1748.0;1103.0;1060.0;940.0
-200.0;1.7;87.0;95.0;980.0;7.6;19.5;42.3;0.9476;1573.0;1305.0;884.0;927.0
-200.0;1.5;82.0;93.0;972.0;6.7;22.3;44.9;1.1973;1583.0;914.0;845.0;703.0
-200.0;1.1;91.0;146.0;816.0;3.9;12.4;69.5;0.9986;1167.0;1047.0;708.0;949.0
-200.0;1.5;107.0;212.0;744.0;4.9;13.2;66.8;1.0087;1204.0;1114.0;757.0;1070.0
-200.0;1.8;116.0;256.0;647.0;7.7;12.0;71.9;1.0071;1292.0;1205.0;888.0;1187.0
-200.0;1.7;116.0;244.0;660.0;7.3;12.7;69.9;1.0223;1292.0;1177.0;871.0;1192.0
-200.0;0.4;104.0;303.0;685.0;6.7;12.3;73.3;1.0448;1336.0;1162.0;843.0;1027.0
-200.0;2.3;103.0;157.0;846.0;10.2;23.5;41.2;1.1759;1726.0;1000.0;985.0;879.0
-200.0;2.3;126.0;137.0;901.0;13.1;25.2;24.9;0.7829;1660.0;1379.0;1087.0;1144.0
-200.0;1.2;96.0;141.0;807.0;3.9;13.2;69.9;1.0526;1210.0;1052.0;704.0;909.0
-200.0;2.1;90.0;133.0;941.0;7.4;15.1;60.9;1.0398;1577.0;1300.0;872.0;1054.0
-200.0;1.6;84.0;89.0;1004.0;6.2;15.6;56.6;0.9951;1526.0;1203.0;823.0;903.0
-200.0;1.7;119.0;209.0;666.0;7.4;13.1;68.7;1.0329;1319.0;1178.0;876.0;1059.0
-200.0;-200.0;87.0;85.0;1029.0;5.8;15.4;57.8;1.0021;1539.0;1117.0;802.0;818.0
-200.0;2.0;137.0;288.0;672.0;7.4;13.7;63.6;0.9912;1300.0;1174.0;873.0;1071.0
-200.0;1.9;128.0;242.0;680.0;7.5;14.0;60.4;0.9622;1297.0;1180.0;877.0;1131.0
-200.0;1.6;97.0;93.0;793.0;11.1;40.1;19.3;1.4013;1739.0;1079.0;1018.0;850.0
-200.0;1.2;91.0;122.0;1062.0;4.4;14.5;65.3;1.0704;1528.0;1155.0;734.0;1035.0
-200.0;1.4;89.0;111.0;996.0;5.4;15.3;62.1;1.073;1560.0;1220.0;782.0;1067.0
-200.0;2.8;113.0;195.0;768.0;12.3;15.4;52.1;0.9046;1768.0;1474.0;1061.0;1406.0
-200.0;1.8;81.0;106.0;911.0;7.3;18.9;49.6;1.07;1646.0;1279.0;870.0;1000.0
-200.0;1.7;120.0;226.0;727.0;5.6;9.5;69.5;0.8261;1170.0;1135.0;792.0;1151.0
-200.0;1.4;157.0;207.0;883.0;4.1;6.1;46.3;0.4394;903.0;979.0;718.0;807.0
-200.0;1.6;83.0;108.0;985.0;6.7;23.9;39.9;1.1639;1563.0;917.0;842.0;674.0
-200.0;1.8;130.0;110.0;772.0;11.6;39.9;20.1;1.4495;1720.0;1148.0;1037.0;835.0
-200.0;1.3;87.0;148.0;929.0;3.3;3.2;68.3;0.531;974.0;947.0;673.0;929.0
-200.0;1.4;87.0;115.0;992.0;6.3;22.4;43.6;1.1637;1561.0;929.0;825.0;692.0
-200.0;1.8;83.0;115.0;1032.0;6.9;17.9;38.4;0.7793;1484.0;1074.0;854.0;772.0
-200.0;1.6;87.0;124.0;1026.0;7.3;18.5;36.7;0.7764;1509.0;1090.0;868.0;766.0
-200.0;1.9;90.0;122.0;947.0;9.6;21.0;29.6;0.7263;1577.0;1110.0;964.0;829.0
-200.0;2.8;204.0;395.0;617.0;12.6;9.7;36.0;0.4333;1187.0;1182.0;1071.0;1298.0
-200.0;0.8;66.0;75.0;879.0;5.4;23.4;58.6;1.6651;1685.0;938.0;782.0;1001.0
-200.0;1.7;99.0;284.0;719.0;7.6;6.0;78.5;0.7377;1218.0;1102.0;884.0;940.0
-200.0;0.9;60.0;66.0;858.0;6.4;24.4;55.2;1.6604;1711.0;948.0;828.0;994.0
-200.0;1.5;111.0;196.0;725.0;6.4;16.3;51.9;0.9535;1259.0;1120.0;829.0;910.0
-200.0;1.7;127.0;243.0;733.0;6.2;16.5;50.8;0.9442;1238.0;1096.0;819.0;904.0
87.0;1.7;101.0;89.0;1006.0;7.6;12.6;54.2;0.7881;1487.0;1089.0;884.0;975.0
-200.0;1.7;90.0;83.0;736.0;10.0;25.9;46.1;1.5174;1733.0;1065.0;977.0;1103.0
-200.0;2.0;138.0;295.0;660.0;8.5;16.3;51.5;0.9462;1310.0;1186.0;921.0;1040.0
-200.0;1.6;128.0;240.0;726.0;5.9;15.6;54.0;0.9515;1233.0;1124.0;805.0;938.0
-200.0;1.6;120.0;230.0;739.0;6.3;15.9;52.2;0.9377;1223.0;1099.0;826.0;940.0
-200.0;1.5;115.0;211.0;733.0;5.8;13.4;61.0;0.9348;1225.0;1122.0;803.0;960.0
-200.0;1.5;117.0;237.0;720.0;6.2;11.1;70.2;0.9276;1247.0;1108.0;823.0;961.0
-200.0;1.4;112.0;148.0;877.0;3.3;6.7;62.8;0.6188;1010.0;1009.0;671.0;610.0
-200.0;1.5;87.0;77.0;791.0;7.6;25.3;47.6;1.513;1662.0;1024.0;882.0;1072.0
-200.0;1.6;112.0;198.0;781.0;5.4;12.5;63.8;0.9244;1188.0;1059.0;783.0;877.0
-200.0;1.7;116.0;210.0;769.0;5.4;12.3;64.6;0.9229;1184.0;1064.0;785.0;946.0
-200.0;1.6;115.0;203.0;783.0;5.6;12.5;63.7;0.9196;1187.0;1056.0;795.0;896.0
114.0;2.1;113.0;143.0;1035.0;10.2;15.0;36.5;0.6195;1537.0;1206.0;986.0;959.0
-200.0;0.8;63.0;60.0;888.0;5.6;24.8;50.6;1.5654;1629.0;993.0;795.0;770.0
-200.0;1.8;112.0;164.0;777.0;10.1;34.6;27.7;1.4991;1745.0;1105.0;980.0;980.0
-200.0;1.6;126.0;227.0;764.0;6.0;13.2;62.3;0.9392;1200.0;1059.0;810.0;1002.0
-200.0;2.7;188.0;473.0;629.0;11.2;6.2;62.4;0.5958;1233.0;1207.0;1023.0;1373.0
-200.0;1.8;110.0;267.0;644.0;8.1;7.5;71.7;0.7439;1194.0;1225.0;904.0;1460.0
-200.0;1.2;121.0;212.0;702.0;5.1;2.8;74.1;0.5618;1063.0;1160.0;770.0;1447.0
-200.0;2.4;163.0;161.0;757.0;13.8;33.6;20.7;1.059;1691.0;1065.0;1110.0;871.0
-200.0;3.0;238.0;407.0;573.0;12.9;6.5;71.0;0.6903;1355.0;1209.0;1082.0;1105.0
-200.0;1.9;124.0;133.0;817.0;10.7;27.4;27.1;0.9736;1588.0;1008.0;1004.0;1125.0
-200.0;1.9;133.0;368.0;688.0;9.1;11.5;68.7;0.9302;1361.0;1205.0;943.0;1052.0
-200.0;1.0;106.0;159.0;877.0;3.8;11.8;77.5;1.0741;1187.0;985.0;701.0;835.0
-200.0;2.4;128.0;390.0;700.0;7.2;11.8;82.7;1.1381;1342.0;1178.0;866.0;1094.0
-200.0;2.3;137.0;343.0;687.0;9.1;13.5;67.1;1.0357;1362.0;1286.0;942.0;1103.0
-200.0;2.1;129.0;321.0;725.0;6.9;13.6;68.9;1.0661;1307.0;1226.0;853.0;1029.0
-200.0;1.4;99.0;186.0;772.0;5.8;13.6;68.9;1.0699;1288.0;1163.0;801.0;876.0
-200.0;2.1;122.0;133.0;745.0;12.7;26.1;31.1;1.0338;1693.0;1090.0;1073.0;1124.0
-200.0;1.8;119.0;134.0;780.0;10.1;25.5;34.0;1.0935;1643.0;1048.0;983.0;1064.0
-200.0;1.9;128.0;299.0;831.0;8.5;10.3;32.6;0.4094;991.0;968.0;920.0;882.0
-200.0;1.1;84.0;72.0;854.0;7.4;24.2;37.3;1.1118;1528.0;953.0;874.0;899.0
88.0;1.6;90.0;132.0;1015.0;6.7;8.5;66.3;0.7375;1438.0;1122.0;842.0;974.0
-200.0;2.1;125.0;416.0;702.0;11.0;9.4;67.7;0.8018;1287.0;1136.0;1015.0;1063.0
-200.0;1.1;96.0;225.0;842.0;5.4;10.0;76.2;0.9332;1173.0;986.0;785.0;853.0
-200.0;1.0;89.0;206.0;842.0;5.2;10.4;77.3;0.9709;1189.0;988.0;774.0;841.0
-200.0;1.3;90.0;215.0;777.0;6.1;10.8;80.0;1.0367;1245.0;1065.0;816.0;873.0
-200.0;1.0;86.0;153.0;858.0;4.2;11.8;76.3;1.0547;1189.0;1034.0;719.0;845.0
-200.0;1.4;100.0;190.0;822.0;5.1;12.4;73.8;1.0574;1196.0;1086.0;769.0;857.0
-200.0;1.4;101.0;199.0;848.0;5.6;13.1;70.5;1.0594;1202.0;1025.0;794.0;788.0
-200.0;2.1;121.0;244.0;787.0;7.0;12.9;72.1;1.0658;1220.0;1109.0;855.0;866.0
-200.0;0.7;69.0;69.0;912.0;5.9;20.5;49.3;1.176;1530.0;914.0;809.0;807.0
-200.0;1.4;106.0;200.0;819.0;5.7;12.6;74.3;1.0843;1232.0;1061.0;800.0;862.0
99.0;1.9;107.0;112.0;1081.0;8.2;21.9;29.0;0.7525;1511.0;1258.0;906.0;900.0
188.0;2.3;96.0;126.0;933.0;9.5;19.2;31.3;0.6887;1514.0;1210.0;958.0;1036.0
-200.0;2.4;125.0;322.0;707.0;8.2;12.6;76.5;1.1106;1317.0;1170.0;906.0;1046.0
-200.0;1.7;113.0;139.0;781.0;9.9;29.9;31.1;1.2883;1669.0;1079.0;976.0;999.0
-200.0;2.6;124.0;285.0;1028.0;10.3;14.5;45.4;0.7458;1247.0;1006.0;987.0;964.0
-200.0;3.2;135.0;388.0;777.0;12.2;15.1;45.4;0.7759;1301.0;1114.0;1057.0;1079.0
-200.0;1.7;102.0;268.0;876.0;7.2;15.6;46.6;0.8176;1190.0;988.0;865.0;895.0
-200.0;1.4;125.0;176.0;960.0;3.4;2.8;49.0;0.37;861.0;925.0;678.0;594.0
-200.0;1.8;95.0;265.0;915.0;7.1;15.2;51.0;0.8762;1257.0;1010.0;863.0;886.0
-200.0;1.6;100.0;259.0;989.0;6.0;14.9;53.4;0.8998;1189.0;969.0;812.0;842.0
-200.0;1.5;103.0;286.0;993.0;5.4;15.5;51.7;0.9033;1161.0;962.0;785.0;870.0
-200.0;1.3;97.0;104.0;872.0;8.8;33.9;21.3;1.1067;1536.0;974.0;930.0;712.0
-200.0;1.5;94.0;99.0;865.0;9.9;36.3;16.0;0.9465;1550.0;977.0;973.0;712.0
-200.0;1.8;107.0;280.0;1705.0;7.1;11.1;84.3;1.1137;1293.0;1040.0;859.0;889.0
-200.0;1.9;114.0;358.0;844.0;7.6;15.0;55.3;0.9338;1288.0;1091.0;882.0;931.0
-200.0;1.9;107.0;303.0;800.0;6.5;15.2;58.0;0.9927;1207.0;1082.0;834.0;1057.0
-200.0;1.4;96.0;221.0;870.0;5.5;15.4;58.9;1.02;1183.0;1049.0;790.0;1019.0
-200.0;1.2;82.0;179.0;911.0;4.6;16.7;54.7;1.0311;1180.0;997.0;742.0;899.0
-200.0;2.3;98.0;258.0;763.0;6.9;17.3;53.3;1.0407;1279.0;1102.0;855.0;1039.0
-200.0;2.1;92.0;302.0;732.0;9.5;16.0;58.1;1.0482;1330.0;1202.0;958.0;1181.0
-200.0;2.7;89.0;359.0;656.0;10.1;11.2;78.3;1.0415;1358.0;1225.0;982.0;1236.0
-200.0;1.7;81.0;310.0;751.0;7.6;13.1;66.2;0.9933;1280.0;1111.0;884.0;1025.0
-200.0;1.0;68.0;172.0;917.0;4.0;11.8;71.4;0.9864;1139.0;950.0;713.0;841.0
-200.0;0.8;70.0;57.0;992.0;6.1;37.4;15.8;0.9998;1426.0;896.0;817.0;554.0
-200.0;1.4;128.0;177.0;995.0;3.6;4.3;41.1;0.3451;838.0;902.0;689.0;719.0
-200.0;1.2;68.0;58.0;937.0;7.2;36.0;20.5;1.1995;1573.0;1008.0;866.0;695.0
-200.0;1.7;75.0;212.0;1075.0;7.9;11.6;72.5;0.9916;1262.0;1080.0;896.0;1033.0
-200.0;1.0;69.0;105.0;1472.0;3.9;16.0;61.6;1.1127;1202.0;1002.0;704.0;752.0
-200.0;1.3;-200.0;-200.0;868.0;4.5;3.1;70.0;0.5388;1004.0;1004.0;739.0;1030.0
-200.0;1.7;84.0;194.0;750.0;7.0;15.0;59.3;1.0045;1231.0;1092.0;855.0;1061.0
-200.0;1.8;92.0;244.0;720.0;7.7;14.6;60.6;1.0033;1262.0;1111.0;887.0;1132.0
-200.0;1.6;91.0;95.0;860.0;9.6;35.1;21.8;1.2093;1658.0;1067.0;962.0;802.0
-200.0;3.6;168.0;560.0;590.0;14.7;6.5;67.6;0.6608;1317.0;1289.0;1140.0;1532.0
-200.0;2.7;144.0;357.0;588.0;11.9;13.4;65.3;0.9967;1404.0;1248.0;1046.0;1316.0
-200.0;1.8;101.0;110.0;849.0;10.0;31.9;25.8;1.2023;1700.0;1126.0;979.0;907.0
-200.0;1.8;96.0;119.0;820.0;11.2;32.3;23.6;1.1271;1724.0;1110.0;1021.0;971.0
-200.0;1.3;89.0;302.0;819.0;6.1;12.2;78.8;1.1178;1314.0;1012.0;817.0;878.0
-200.0;1.1;71.0;150.0;1022.0;3.1;13.3;65.3;0.9948;1124.0;901.0;661.0;714.0
-200.0;1.8;133.0;322.0;899.0;5.9;10.9;50.0;0.6531;1111.0;887.0;809.0;769.0
-200.0;1.7;93.0;225.0;909.0;4.4;12.6;70.5;1.0239;1173.0;965.0;733.0;790.0
-200.0;2.0;103.0;281.0;880.0;4.6;12.1;75.5;1.0669;1212.0;987.0;746.0;833.0
-200.0;2.4;93.0;275.0;744.0;8.9;12.0;78.4;1.0954;1385.0;1120.0;935.0;922.0
-200.0;0.8;77.0;101.0;1126.0;2.0;5.6;37.5;0.3426;765.0;872.0;583.0;441.0
-200.0;1.8;86.0;246.0;745.0;7.7;12.0;80.8;1.1264;1367.0;1061.0;887.0;889.0
-200.0;1.7;85.0;226.0;828.0;5.5;11.4;83.7;1.1278;1267.0;1019.0;788.0;812.0
-200.0;2.4;89.0;309.0;774.0;6.7;12.0;80.0;1.1167;1296.0;1100.0;842.0;882.0
-200.0;1.7;81.0;209.0;826.0;5.6;13.0;69.7;1.0403;1257.0;1013.0;795.0;848.0
-200.0;1.3;72.0;176.0;901.0;4.4;13.0;67.6;1.009;1191.0;969.0;733.0;803.0
-200.0;0.8;70.0;64.0;1002.0;6.2;37.9;15.0;0.9721;1391.0;896.0;822.0;722.0
-200.0;2.0;106.0;304.0;808.0;6.5;12.4;77.5;1.1115;1267.0;1042.0;834.0;914.0
-200.0;2.4;103.0;378.0;795.0;6.3;13.0;79.2;1.182;1285.0;1096.0;826.0;911.0
-200.0;1.9;93.0;235.0;830.0;5.6;13.5;78.3;1.2097;1282.0;1054.0;794.0;887.0
-200.0;2.0;109.0;349.0;766.0;6.9;14.0;75.9;1.2064;1307.0;1088.0;851.0;959.0
-200.0;1.1;82.0;65.0;930.0;7.1;38.0;16.8;1.0933;1479.0;956.0;862.0;636.0
-200.0;1.3;81.0;125.0;850.0;8.9;21.3;41.8;1.0449;1622.0;1003.0;937.0;1005.0
-200.0;3.4;184.0;659.0;617.0;14.3;12.5;73.2;1.0563;1493.0;1186.0;1125.0;1171.0
-200.0;1.9;108.0;325.0;773.0;6.9;13.1;80.4;1.2038;1302.0;1077.0;852.0;969.0
-200.0;3.1;124.0;506.0;689.0;9.4;13.8;76.8;1.206;1400.0;1181.0;956.0;1058.0
-200.0;1.3;70.0;277.0;800.0;6.2;12.4;77.1;1.1072;1266.0;1024.0;822.0;954.0
-200.0;1.7;66.0;291.0;740.0;7.4;11.5;81.7;1.1033;1305.0;1034.0;876.0;968.0
-200.0;1.7;71.0;277.0;751.0;6.8;11.4;81.1;1.0928;1266.0;1032.0;848.0;972.0
-200.0;-200.0;71.0;242.0;779.0;6.4;11.6;79.7;1.0858;1246.0;1005.0;829.0;944.0
-200.0;0.6;64.0;65.0;996.0;4.8;21.3;42.3;1.0625;1451.0;865.0;752.0;837.0
-200.0;1.1;80.0;133.0;883.0;3.8;14.0;84.1;1.3389;1249.0;986.0;700.0;768.0
-200.0;2.1;86.0;308.0;661.0;9.4;14.1;84.1;1.3461;1452.0;1165.0;957.0;979.0
-200.0;2.6;100.0;434.0;667.0;9.3;14.4;82.7;1.3496;1433.0;1194.0;950.0;1043.0
-200.0;2.2;109.0;278.0;984.0;10.1;15.3;54.3;0.9357;1311.0;1113.0;980.0;995.0
-200.0;2.2;108.0;241.0;943.0;9.7;14.9;58.4;0.9839;1321.0;1085.0;967.0;976.0
-200.0;1.9;103.0;232.0;940.0;9.4;14.9;59.9;1.0063;1311.0;1071.0;955.0;977.0
-200.0;2.0;105.0;238.0;897.0;8.8;14.6;65.9;1.088;1301.0;1120.0;932.0;1039.0
-200.0;0.7;61.0;62.0;950.0;5.6;19.8;46.0;1.0524;1489.0;890.0;791.0;886.0
-200.0;1.4;81.0;169.0;1031.0;5.1;13.8;80.4;1.2621;1302.0;1052.0;766.0;796.0
-200.0;0.9;78.0;87.0;936.0;6.0;18.8;46.6;1.0027;1524.0;918.0;810.0;939.0
-200.0;1.9;98.0;197.0;857.0;7.3;16.8;58.7;1.1109;1310.0;1114.0;872.0;991.0
-200.0;1.8;94.0;182.0;781.0;7.3;17.3;57.0;1.1137;1320.0;1117.0;871.0;986.0
-200.0;1.9;117.0;289.0;775.0;10.8;18.4;49.9;1.0453;1391.0;1166.0;1007.0;1227.0
-200.0;1.9;107.0;238.0;821.0;8.1;18.0;51.9;1.0622;1299.0;1134.0;903.0;1046.0
-200.0;3.5;143.0;464.0;897.0;14.2;12.6;62.0;0.9027;1476.0;1183.0;1122.0;1215.0
