NMHC(GT);CO(GT);NO2(GT);NOx(GT);PT08.S3(NOx);C6H6(GT);T;RH;AH;PT08.S4(NO2);PT08.S1(CO);PT08.S2(NMHC);PT08.S5(O3)
-200.0;2.0;91.0;106.0;896.0;7.5;13.5;67.8;1.042;1568.0;1023.0;878.0;969.0
-200.0;2.3;102.0;145.0;879.0;8.2;13.8;64.7;1.0168;1579.0;1059.0;907.0;970.0
-200.0;2.0;110.0;148.0;796.0;10.6;33.4;20.1;1.0142;1515.0;979.0;999.0;1027.0
-200.0;-200.0;-200.0;-200.0;744.0;11.1;21.6;40.4;1.0309;1478.0;1017.0;1020.0;752.0
-200.0;1.4;80.0;62.0;808.0;6.5;27.0;30.7;1.079;1410.0;928.0;837.0;871.0
118.0;1.7;88.0;136.0;950.0;8.0;15.1;44.3;0.7535;1505.0;1138.0;898.0;966.0
185.0;2.5;104.0;153.0;926.0;12.1;24.4;28.9;0.8736;1707.0;1317.0;1053.0;1137.0
-200.0;1.1;53.0;44.0;852.0;5.8;24.1;37.9;1.1204;1400.0;904.0;801.0;862.0
-200.0;1.4;77.0;94.0;920.0;6.9;17.7;56.4;1.1342;1595.0;1046.0;851.0;908.0
-200.0;1.2;68.0;87.0;951.0;5.9;16.0;61.6;1.1083;1568.0;988.0;806.0;940.0
-200.0;-200.0;-200.0;-200.0;847.0;5.4;24.4;42.5;1.2854;1428.0;935.0;782.0;867.0
-200.0;1.6;94.0;149.0;725.0;10.0;20.6;45.5;1.0925;1515.0;965.0;977.0;1014.0
-200.0;2.0;129.0;133.0;723.0;10.4;38.3;17.9;1.181;1549.0;1076.0;994.0;938.0
-200.0;2.1;125.0;156.0;795.0;10.9;34.4;19.9;1.0647;1548.0;1014.0;1012.0;851.0
-200.0;1.9;62.0;224.0;700.0;10.3;20.0;63.3;1.4672;1556.0;1052.0;987.0;1102.0
-200.0;1.5;96.0;167.0;726.0;7.5;24.4;45.6;1.3779;1484.0;962.0;880.0;1050.0
-200.0;0.8;73.0;99.0;846.0;5.3;23.1;49.9;1.3891;1416.0;874.0;776.0;873.0
-200.0;0.8;58.0;87.0;819.0;5.8;21.8;55.5;1.4323;1471.0;903.0;803.0;853.0
-200.0;1.3;87.0;89.0;853.0;7.4;26.0;35.7;1.1842;1580.0;1012.0;876.0;967.0
-200.0;1.9;115.0;126.0;844.0;10.4;20.4;35.3;0.8352;1505.0;1121.0;992.0;1255.0
92.0;1.4;99.0;95.0;993.0;6.3;14.1;46.0;0.7363;1411.0;1058.0;824.0;971.0
-200.0;-200.0;-200.0;-200.0;675.0;9.3;19.4;70.1;1.5626;1509.0;1118.0;951.0;1124.0
-200.0;0.8;68.0;144.0;896.0;5.6;24.7;49.2;1.5116;1456.0;956.0;794.0;1007.0
-200.0;1.3;79.0;217.0;888.0;6.8;18.7;73.1;1.5608;1505.0;982.0;850.0;873.0
-200.0;1.7;95.0;248.0;798.0;10.0;21.1;58.3;1.4444;1580.0;1021.0;979.0;958.0
-200.0;1.7;102.0;279.0;834.0;9.8;22.9;47.9;1.3208;1514.0;1005.0;972.0;952.0
-200.0;2.0;94.0;214.0;845.0;9.4;21.2;55.2;1.3699;1528.0;997.0;955.0;926.0
-200.0;2.0;122.0;266.0;832.0;9.2;26.6;32.1;1.102;1447.0;1050.0;947.0;912.0
-200.0;2.0;116.0;234.0;827.0;9.2;24.7;37.1;1.1397;1424.0;1040.0;946.0;952.0
-200.0;1.5;109.0;181.0;885.0;7.5;23.5;40.6;1.1588;1404.0;997.0;879.0;887.0
-200.0;1.7;109.0;210.0;816.0;9.0;22.8;43.4;1.1915;1456.0;1042.0;938.0;1004.0
-200.0;1.4;81.0;149.0;850.0;7.1;20.6;53.2;1.2742;1436.0;973.0;862.0;957.0
-200.0;1.2;64.0;112.0;891.0;6.2;19.6;56.6;1.2797;1415.0;940.0;823.0;853.0
-200.0;1.3;68.0;179.0;863.0;7.7;18.6;60.0;1.2757;1451.0;969.0;886.0;953.0
-200.0;1.7;85.0;224.0;806.0;8.8;22.2;48.0;1.2678;1465.0;1027.0;933.0;1050.0
-200.0;2.2;110.0;272.0;755.0;10.6;26.5;35.7;1.2149;1536.0;1094.0;1002.0;1114.0
-200.0;2.2;129.0;250.0;754.0;11.0;32.2;24.7;1.1696;1508.0;1098.0;1015.0;996.0
-200.0;1.4;94.0;146.0;835.0;7.7;23.0;43.0;1.1897;1407.0;986.0;885.0;931.0
-200.0;1.4;79.0;231.0;804.0;8.1;18.3;65.5;1.3686;1499.0;1013.0;905.0;974.0
-200.0;1.8;93.0;163.0;749.0;9.6;22.9;62.0;1.7127;1571.0;1077.0;964.0;923.0
-200.0;1.6;87.0;152.0;793.0;8.0;22.2;64.9;1.719;1539.0;1037.0;898.0;836.0
-200.0;1.3;78.0;63.0;838.0;5.6;25.4;54.6;1.7483;1570.0;984.0;795.0;676.0
-200.0;1.6;97.0;102.0;866.0;9.1;30.1;23.5;0.9869;1541.0;985.0;944.0;833.0
-200.0;0.7;69.0;69.0;912.0;5.9;20.5;49.3;1.176;1530.0;914.0;809.0;807.0
-200.0;2.6;120.0;267.0;657.0;14.0;27.9;37.0;1.372;1646.0;1138.0;1117.0;1019.0
-200.0;1.7;94.0;179.0;763.0;8.9;22.5;53.7;1.4486;1504.0;1071.0;934.0;942.0
-200.0;0.9;59.0;83.0;915.0;5.3;21.5;57.9;1.4658;1419.0;942.0;780.0;737.0
-200.0;1.3;83.0;232.0;792.0;8.4;20.8;62.2;1.5119;1579.0;1062.0;915.0;929.0
-200.0;1.8;94.0;275.0;873.0;8.2;19.7;40.2;0.9108;1314.0;951.0;908.0;904.0
-200.0;3.1;140.0;386.0;784.0;10.5;14.4;39.2;0.6407;1201.0;1009.0;995.0;1016.0
-200.0;1.9;103.0;241.0;802.0;8.5;16.6;51.3;0.9634;1365.0;998.0;920.0;1042.0
-200.0;1.3;81.0;142.0;891.0;5.8;15.9;55.2;0.9881;1265.0;919.0;802.0;940.0
-200.0;1.6;100.0;259.0;989.0;6.0;14.9;53.4;0.8998;1189.0;969.0;812.0;842.0
-200.0;1.9;103.0;325.0;847.0;9.1;22.2;33.6;0.8886;1351.0;992.0;943.0;936.0
-200.0;1.5;105.0;192.0;837.0;8.4;17.4;42.8;0.8463;1298.0;932.0;914.0;1000.0
-200.0;1.1;86.0;146.0;879.0;5.9;17.2;53.9;1.0498;1270.0;929.0;805.0;974.0
-200.0;1.7;71.0;201.0;673.0;10.1;20.4;66.7;1.583;1518.0;1146.0;983.0;1136.0
-200.0;1.3;69.0;132.0;764.0;6.9;19.0;70.8;1.5417;1465.0;1035.0;851.0;1002.0
-200.0;0.7;60.0;120.0;872.0;4.3;19.0;70.3;1.5308;1371.0;966.0;726.0;892.0
-200.0;2.1;-200.0;-200.0;724.0;8.2;11.6;80.1;1.0899;1305.0;1062.0;906.0;1004.0
-200.0;0.8;43.0;88.0;865.0;4.4;18.2;70.3;1.4498;1360.0;954.0;731.0;839.0
-200.0;0.9;47.0;147.0;817.0;5.5;18.2;70.1;1.4552;1390.0;981.0;790.0;898.0
-200.0;-200.0;-200.0;-200.0;637.0;11.3;12.0;60.8;0.852;1342.0;1195.0;1026.0;1150.0
-200.0;1.4;58.0;155.0;697.0;7.3;21.1;64.5;1.594;1502.0;1150.0;871.0;1030.0
-200.0;0.9;48.0;96.0;780.0;5.1;21.3;63.9;1.5951;1450.0;1062.0;770.0;922.0
-200.0;1.3;53.0;154.0;681.0;7.8;20.8;66.7;1.6201;1549.0;1157.0;890.0;1054.0
-200.0;1.5;62.0;158.0;701.0;8.9;24.9;56.0;1.7367;1565.0;1181.0;935.0;960.0
-200.0;-200.0;-200.0;-200.0;739.0;7.2;25.8;49.6;1.6213;1499.0;1145.0;867.0;870.0
-200.0;1.2;59.0;163.0;753.0;6.3;21.3;69.1;1.7275;1526.0;1082.0;825.0;930.0
-200.0;1.3;56.0;187.0;705.0;7.7;21.3;68.2;1.7127;1574.0;1095.0;886.0;1001.0
-200.0;1.5;63.0;185.0;767.0;6.7;20.8;68.1;1.6585;1527.0;1069.0;844.0;883.0
-200.0;1.5;63.0;178.0;768.0;6.6;20.7;68.4;1.6507;1549.0;1073.0;838.0;892.0
-200.0;1.3;55.0;132.0;799.0;6.1;20.1;70.5;1.6384;1502.0;1039.0;817.0;836.0
-200.0;1.4;52.0;135.0;794.0;6.0;20.2;67.9;1.5901;1502.0;1021.0;811.0;837.0
-200.0;1.1;53.0;164.0;757.0;7.2;18.6;74.9;1.5918;1486.0;1041.0;865.0;902.0
-200.0;1.9;57.0;206.0;743.0;8.9;19.0;66.1;1.4415;1525.0;1057.0;934.0;1041.0
-200.0;1.3;57.0;143.0;846.0;6.5;18.8;60.9;1.3032;1381.0;952.0;833.0;881.0
-200.0;1.3;63.0;126.0;714.0;7.9;21.2;68.6;1.7046;1474.0;1038.0;895.0;999.0
-200.0;1.1;57.0;132.0;792.0;6.0;19.9;67.5;1.5544;1413.0;993.0;813.0;946.0
-200.0;1.0;51.0;146.0;800.0;6.0;19.1;70.0;1.5331;1418.0;989.0;814.0;915.0
-200.0;0.7;43.0;127.0;876.0;4.6;18.1;72.1;1.4834;1381.0;925.0;742.0;842.0
-200.0;1.2;52.0;217.0;724.0;7.6;18.1;72.3;1.4927;1473.0;1039.0;882.0;1002.0
-200.0;1.4;70.0;151.0;756.0;7.4;24.8;47.9;1.4819;1421.0;1058.0;875.0;877.0
-200.0;1.6;60.0;231.0;737.0;8.0;16.8;74.9;1.4258;1401.0;989.0;900.0;968.0
-200.0;1.0;48.0;127.0;822.0;5.5;15.5;78.5;1.3782;1331.0;912.0;788.0;847.0
-200.0;1.3;60.0;147.0;796.0;7.0;16.0;75.9;1.3721;1388.0;968.0;858.0;894.0
-200.0;1.5;88.0;177.0;805.0;6.6;20.1;60.8;1.4152;1382.0;988.0;839.0;937.0
-200.0;1.2;69.0;127.0;862.0;5.4;20.1;62.6;1.4543;1331.0;950.0;782.0;807.0
-200.0;1.4;82.0;237.0;762.0;7.8;16.8;79.0;1.4978;1453.0;989.0;891.0;901.0
-200.0;1.8;71.0;226.0;689.0;8.8;22.0;67.0;1.7441;1595.0;1141.0;932.0;1014.0
-200.0;1.4;52.0;107.0;732.0;8.1;23.8;60.2;1.7515;1560.0;1096.0;903.0;857.0
-200.0;1.5;64.0;174.0;747.0;6.5;23.1;70.8;1.98;1562.0;1082.0;834.0;991.0
-200.0;1.5;56.0;309.0;747.0;8.7;16.1;76.3;1.3902;1497.0;1014.0;927.0;951.0
-200.0;1.3;64.0;231.0;750.0;8.0;17.0;70.1;1.3512;1438.0;1019.0;901.0;960.0
-200.0;1.6;65.0;195.0;699.0;8.8;18.5;69.5;1.4657;1481.0;1061.0;931.0;1015.0
-200.0;1.7;80.0;254.0;650.0;10.9;18.4;61.3;1.2854;1436.0;1121.0;1012.0;1060.0
-200.0;1.5;59.0;216.0;719.0;7.6;16.8;73.3;1.3915;1430.0;1010.0;884.0;938.0
-200.0;1.1;71.0;68.0;847.0;6.4;24.5;44.4;1.3476;1585.0;983.0;831.0;887.0
-200.0;1.3;69.0;162.0;732.0;7.6;17.8;66.9;1.3464;1363.0;1050.0;881.0;982.0
-200.0;1.2;66.0;166.0;756.0;6.7;17.6;66.5;1.3249;1362.0;1033.0;842.0;941.0
-200.0;0.9;68.0;57.0;957.0;6.6;23.5;32.7;0.9349;1453.0;924.0;839.0;849.0
-200.0;1.9;136.0;320.0;771.0;6.4;3.4;71.3;0.5626;1063.0;1028.0;831.0;1054.0
-200.0;2.4;104.0;355.0;646.0;11.0;14.5;62.3;1.0216;1345.0;1195.0;1013.0;1276.0
-200.0;1.8;94.0;182.0;781.0;7.3;17.3;57.0;1.1137;1320.0;1117.0;871.0;986.0
-200.0;1.9;98.0;197.0;857.0;7.3;16.8;58.7;1.1109;1310.0;1114.0;872.0;991.0
-200.0;0.9;78.0;87.0;936.0;6.0;18.8;46.6;1.0027;1524.0;918.0;810.0;939.0
-200.0;2.0;105.0;238.0;897.0;8.8;14.6;65.9;1.088;1301.0;1120.0;932.0;1039.0
-200.0;2.2;108.0;241.0;943.0;9.7;14.9;58.4;0.9839;1321.0;1085.0;967.0;976.0
-200.0;1.7;105.0;226.0;1539.0;5.7;14.8;48.4;0.8069;1145.0;948.0;799.0;827.0
-200.0;1.1;84.0;72.0;854.0;7.4;24.2;37.3;1.1118;1528.0;953.0;874.0;899.0
-200.0;1.7;66.0;291.0;740.0;7.4;11.5;81.7;1.1033;1305.0;1034.0;876.0;968.0
-200.0;1.4;81.0;295.0;809.0;5.4;10.6;78.8;1.008;1195.0;1023.0;781.0;1019.0
-200.0;1.5;96.0;187.0;954.0;8.0;20.9;54.8;1.3387;1691.0;983.0;901.0;986.0
-200.0;1.0;89.0;206.0;842.0;5.2;10.4;77.3;0.9709;1189.0;988.0;774.0;841.0
-200.0;1.0;68.0;159.0;985.0;3.2;12.8;66.3;0.9804;1115.0;947.0;666.0;795.0
-200.0;1.8;86.0;246.0;745.0;7.7;12.0;80.8;1.1264;1367.0;1061.0;887.0;889.0
-200.0;2.4;93.0;275.0;744.0;8.9;12.0;78.4;1.0954;1385.0;1120.0;935.0;922.0
-200.0;1.3;-200.0;-200.0;868.0;4.5;3.1;70.0;0.5388;1004.0;1004.0;739.0;1030.0
-200.0;1.3;62.0;101.0;871.0;7.3;16.2;57.4;1.0515;1528.0;873.0;871.0;887.0
-200.0;-200.0;-200.0;-200.0;787.0;7.4;20.6;60.9;1.4642;1446.0;1011.0;875.0;1012.0
-200.0;5.0;107.0;486.0;432.0;27.5;24.7;58.7;1.8001;2160.0;1600.0;1492.0;1665.0
-200.0;1.7;90.0;87.0;757.0;8.7;36.9;20.9;1.2864;1520.0;1055.0;927.0;716.0
-200.0;2.6;130.0;174.0;765.0;13.8;25.0;28.7;0.8944;1670.0;1054.0;1110.0;1167.0
-200.0;2.5;137.0;171.0;735.0;14.4;34.3;22.4;1.1907;1825.0;1111.0;1131.0;1085.0
-200.0;2.1;95.0;145.0;767.0;11.7;20.3;44.1;1.0392;1748.0;1108.0;1040.0;1051.0
-200.0;1.2;79.0;76.0;975.0;6.2;24.0;31.2;0.919;1398.0;870.0;823.0;848.0
-200.0;0.9;70.0;65.0;905.0;6.3;22.2;38.4;1.0126;1469.0;863.0;824.0;925.0
-200.0;1.6;112.0;198.0;781.0;5.4;12.5;63.8;0.9244;1188.0;1059.0;783.0;877.0
-200.0;0.7;73.0;144.0;1018.0;5.5;22.3;43.8;1.1631;1306.0;933.0;786.0;858.0
-200.0;1.8;112.0;281.0;857.0;7.8;17.8;21.0;0.4234;1005.0;974.0;891.0;912.0
-200.0;1.9;116.0;148.0;734.0;10.3;25.0;38.3;1.198;1633.0;1084.0;990.0;1284.0
-200.0;1.4;84.0;146.0;758.0;9.4;18.5;57.4;1.2076;1671.0;1004.0;955.0;1043.0
-200.0;1.2;67.0;75.0;916.0;6.5;16.9;66.5;1.2688;1632.0;1012.0;833.0;862.0
-200.0;-200.0;-200.0;-200.0;992.0;8.2;14.9;54.8;0.9247;1536.0;958.0;907.0;882.0
-200.0;1.9;111.0;155.0;788.0;11.0;24.3;31.1;0.9316;1585.0;971.0;1014.0;1115.0
-200.0;2.6;107.0;166.0;776.0;12.5;15.0;52.3;0.8881;1764.0;1425.0;1068.0;1341.0
-200.0;-200.0;59.0;89.0;914.0;8.7;21.9;60.9;1.5799;1787.0;1036.0;928.0;909.0
-200.0;2.0;86.0;101.0;901.0;9.2;26.0;31.9;1.0566;1632.0;1110.0;948.0;891.0
-200.0;1.1;71.0;83.0;866.0;5.7;20.1;47.8;1.1093;1392.0;868.0;798.0;824.0
-200.0;1.7;86.0;110.0;712.0;11.0;29.0;36.6;1.4431;1744.0;1144.0;1014.0;1146.0
-200.0;1.6;91.0;95.0;860.0;9.6;35.1;21.8;1.2093;1658.0;1067.0;962.0;802.0
-200.0;-200.0;-200.0;-200.0;1033.0;2.7;10.2;45.4;0.5632;932.0;855.0;631.0;626.0
-200.0;2.1;186.0;389.0;687.0;8.8;7.3;39.4;0.4035;1069.0;1111.0;931.0;1368.0
-200.0;0.7;90.0;164.0;866.0;4.6;21.0;56.9;1.3999;1394.0;865.0;745.0;901.0
-200.0;3.2;120.0;192.0;626.0;16.6;24.7;47.1;1.44;2023.0;1274.0;1197.0;1356.0
-200.0;-200.0;-200.0;-200.0;922.0;4.8;36.5;20.8;1.2446;1358.0;947.0;751.0;595.0
-200.0;3.0;118.0;396.0;733.0;18.0;18.8;49.3;1.0581;1635.0;1289.0;1239.0;1469.0
-200.0;0.5;43.0;43.0;1053.0;3.3;20.0;51.8;1.1967;1423.0;835.0;672.0;628.0
-200.0;0.3;26.0;33.0;1536.0;0.6;10.9;50.1;0.6519;917.0;720.0;458.0;358.0
-200.0;2.4;151.0;345.0;866.0;15.4;34.3;17.7;0.9416;1499.0;1112.0;1161.0;1088.0
-200.0;3.0;150.0;289.0;777.0;6.1;7.3;43.8;0.4505;966.0;1054.0;818.0;1210.0
-200.0;2.1;143.0;280.0;908.0;12.2;33.6;19.6;1.0029;1406.0;1077.0;1056.0;935.0
-200.0;1.3;106.0;226.0;887.0;3.9;3.3;68.2;0.5346;1003.0;960.0;704.0;947.0
-200.0;-200.0;-200.0;-200.0;810.0;7.0;35.6;28.5;1.6293;1590.0;1023.0;859.0;684.0
-200.0;1.9;107.0;339.0;816.0;10.2;23.3;46.2;1.301;1524.0;1021.0;985.0;977.0
-200.0;1.5;72.0;89.0;964.0;7.5;14.3;60.5;0.9847;1590.0;972.0;880.0;689.0
-200.0;-200.0;-200.0;-200.0;643.0;11.8;29.9;39.6;1.6397;1747.0;1143.0;1043.0;1079.0
-200.0;1.3;89.0;302.0;819.0;6.1;12.2;78.8;1.1178;1314.0;1012.0;817.0;878.0
-200.0;1.6;93.0;93.0;765.0;9.4;23.6;39.2;1.1306;1581.0;977.0;956.0;1114.0
-200.0;2.5;144.0;429.0;867.0;15.7;32.8;18.9;0.9234;1523.0;1135.0;1170.0;1189.0
-200.0;0.9;68.0;86.0;893.0;5.4;21.3;47.0;1.1793;1446.0;865.0;783.0;838.0
-200.0;0.8;69.0;55.0;931.0;5.1;25.7;33.9;1.1065;1463.0;895.0;767.0;985.0
-200.0;-200.0;-200.0;-200.0;997.0;3.0;17.1;73.9;1.4262;1326.0;860.0;652.0;734.0
-200.0;1.3;71.0;66.0;808.0;6.3;35.3;28.5;1.6034;1544.0;985.0;826.0;621.0
-200.0;2.4;114.0;174.0;878.0;9.3;18.6;42.8;0.9091;1582.0;976.0;952.0;834.0
-200.0;1.4;112.0;148.0;877.0;3.3;6.7;62.8;0.6188;1010.0;1009.0;671.0;610.0
-200.0;2.4;89.0;309.0;774.0;6.7;12.0;80.0;1.1167;1296.0;1100.0;842.0;882.0
-200.0;1.3;90.0;215.0;777.0;6.1;10.8;80.0;1.0367;1245.0;1065.0;816.0;873.0
-200.0;4.9;196.0;854.0;488.0;22.7;15.5;56.2;0.9814;1712.0;1539.0;1371.0;1943.0
-200.0;2.0;108.0;213.0;686.0;12.3;33.3;24.4;1.232;1601.0;1028.0;1060.0;806.0
-200.0;1.7;131.0;359.0;850.0;7.4;10.7;50.4;0.6467;1179.0;950.0;875.0;828.0
-200.0;1.8;106.0;193.0;878.0;8.3;34.6;22.4;1.212;1385.0;1045.0;910.0;742.0
-200.0;1.1;51.0;40.0;774.0;6.3;25.5;61.6;1.9804;1637.0;967.0;824.0;862.0
-200.0;2.4;103.0;378.0;795.0;6.3;13.0;79.2;1.182;1285.0;1096.0;826.0;911.0
-200.0;2.1;127.0;333.0;771.0;11.7;23.3;47.1;1.3281;1609.0;1044.0;1039.0;1076.0
-200.0;1.9;91.0;121.0;824.0;12.2;26.5;27.2;0.9282;1664.0;1131.0;1058.0;931.0
-200.0;0.7;48.0;51.0;1260.0;2.8;14.6;61.1;1.0075;1364.0;817.0;639.0;489.0
-200.0;1.9;108.0;325.0;773.0;6.9;13.1;80.4;1.2038;1302.0;1077.0;852.0;969.0
-200.0;1.5;128.0;127.0;993.0;9.8;23.6;30.1;0.8663;1573.0;997.0;971.0;930.0
-200.0;1.3;113.0;114.0;986.0;10.1;25.0;26.9;0.8408;1591.0;1025.0;980.0;891.0
-200.0;0.5;34.0;56.0;1029.0;3.2;17.8;67.5;1.3674;1311.0;814.0;666.0;719.0
-200.0;1.3;70.0;277.0;800.0;6.2;12.4;77.1;1.1072;1266.0;1024.0;822.0;954.0
-200.0;1.6;95.0;252.0;886.0;8.3;21.9;30.7;0.7961;1275.0;917.0;910.0;744.0
-200.0;1.2;103.0;233.0;972.0;5.1;13.0;40.1;0.5989;1040.0;827.0;768.0;671.0
-200.0;2.9;146.0;460.0;679.0;13.5;17.4;23.3;0.4599;1161.0;1135.0;1100.0;1273.0
-200.0;0.9;71.0;179.0;889.0;5.6;14.1;61.7;0.9844;1266.0;894.0;794.0;908.0
-200.0;2.3;114.0;303.0;768.0;10.0;17.1;47.6;0.9208;1398.0;1054.0;978.0;1109.0
-200.0;1.3;88.0;117.0;1084.0;6.6;23.7;36.8;1.0609;1547.0;906.0;838.0;694.0
-200.0;-200.0;115.0;104.0;706.0;11.2;35.8;28.7;1.6626;1731.0;1117.0;1020.0;973.0
-200.0;1.8;119.0;134.0;780.0;10.1;25.5;34.0;1.0935;1643.0;1048.0;983.0;1064.0
-200.0;2.4;162.0;442.0;841.0;8.6;11.1;38.1;0.5023;1115.0;925.0;923.0;944.0
-200.0;0.6;64.0;42.0;1039.0;3.8;20.1;42.0;0.9763;1382.0;937.0;698.0;768.0
-200.0;1.3;90.0;157.0;891.0;6.8;16.7;46.6;0.8793;1253.0;897.0;849.0;910.0
-200.0;1.4;99.0;186.0;772.0;5.8;13.6;68.9;1.0699;1288.0;1163.0;801.0;876.0
-200.0;0.1;93.0;58.0;708.0;9.4;27.1;49.4;1.7398;1724.0;1097.0;956.0;818.0
-200.0;1.5;116.0;111.0;856.0;9.5;33.9;18.4;0.9587;1544.0;995.0;959.0;690.0
-200.0;3.6;168.0;560.0;590.0;14.7;6.5;67.6;0.6608;1317.0;1289.0;1140.0;1532.0
-200.0;-200.0;-200.0;-200.0;685.0;8.8;27.3;44.5;1.5885;1648.0;1070.0;932.0;847.0
-200.0;-200.0;-200.0;-200.0;615.0;14.6;18.8;60.8;1.3036;1682.0;1211.0;1135.0;1234.0
