InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;Accelerometer RKN_ accZ;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;Accelerometer RKN_ accX;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit L-SHOE EuY
20;-10;114.0;18;-9;-141.0;656;730;10;-9;20;3;-41
-3;-7;122.0;19;-9;-133.0;656;729;7;-9;-3;2;-41
-18;-7;122.0;16;-1;-137.0;660;731;7;-1;-18;-4;-41
-7;11;112.0;16;19;-155.0;654;736;-11;19;-7;6;-41
-15;15;119.0;22;8;-138.0;649;731;-15;8;-15;10;-41
-6;18;111.0;17;26;-117.0;655;733;-18;26;-6;4;-41
20;18;133.0;20;1;-110.0;655;730;-18;1;20;4;-41
12;2;128.0;18;20;-96.0;656;732;-2;20;12;7;-41
-40;34;116.0;15;23;-133.0;660;731;-34;23;-40;13;-41
11;47;131.0;22;-5;-94.0;657;725;-47;-5;11;10;-41
29;11;149.0;20;11;-109.0;657;727;-11;11;29;11;-41
17;-18;144.0;24;5;-100.0;652;726;18;5;17;11;-41
-15;-3;146.0;26;-1;-112.0;649;726;3;-1;-15;10;-41
9;4;121.0;21;14;-108.0;653;729;-4;14;9;9;-41
-12;-17;121.0;12;12;-118.0;659;736;17;12;-12;6;-41
4;11;102.0;17;-16;-137.0;657;732;-11;-16;4;11;-41
-19;2;130.0;24;10;-123.0;654;725;-2;10;-19;13;-41
-25;-14;151.0;21;-12;-110.0;658;724;14;-12;-25;9;-41
12;9;151.0;22;-4;-108.0;657;724;-9;-4;12;18;-41
19;11;121.0;23;5;-127.0;657;723;-11;5;19;16;-41
10;19;111.0;21;10;-108.0;657;726;-19;10;10;10;-41
43;-18;59.0;22;-52;-143.0;658;723;18;-52;43;-1;-41
17;-42;106.0;20;-23;-125.0;658;726;42;-23;17;2;-41
10;-26;111.0;15;4;-100.0;662;729;26;4;10;7;-41
-34;-6;351.0;16;25;215.0;701;692;6;25;-34;20;-42
-221;272;-162.0;21;-118;-231.0;701;684;-272;-118;-221;34;-38
-138;282;-252.0;12;-93;-208.0;707;690;-282;-93;-138;21;-36
-124;256;-449.0;17;-56;-134.0;689;702;-256;-56;-124;2;-34
-128;178;-524.0;18;-85;-98.0;681;709;-178;-85;-128;16;-32
-35;85;-251.0;16;-118;-227.0;683;708;-85;-118;-35;32;-31
-11;80;-317.0;20;-58;-340.0;682;705;-80;-58;-11;30;-31
-64;7;-241.0;7;133;-448.0;477;876;-7;133;-64;-42;-30
122;126;-257.0;215;-161;-378.0;777;480;-126;-161;122;46;-30
150;218;73.0;-59;112;-38.0;614;888;-218;112;150;140;-43
-43;33;131.0;16;-40;13.0;678;712;-33;-40;-43;54;-42
-117;142;91.0;19;95;36.0;659;722;-142;95;-117;85;-42
-146;176;98.0;19;111;46.0;672;715;-176;111;-146;22;-42
-225;169;52.0;1;202;-33.0;646;762;-169;202;-225;37;-41
25;-8;-99.0;14;-29;-118.0;667;727;8;-29;25;11;-46
32;2;-100.0;19;-57;-174.0;667;720;-2;-57;32;9;-46
27;3;-46.0;16;-53;-51.0;671;720;-3;-53;27;10;-46
40;6;20.0;16;-22;-4.0;664;726;-6;-22;40;12;-46
42;22;21.0;16;-24;-46.0;654;735;-22;-24;42;10;-46
83;-30;-73.0;4;-91;-161.0;661;746;30;-91;83;14;-46
8;-3;-159.0;22;-12;-199.0;666;715;3;-12;8;35;-40
-12;17;2.0;26;32;22.0;666;710;-17;32;-12;32;-41
-33;7;-19.0;18;34;23.0;674;714;-7;34;-33;30;-41
-37;34;-13.0;20;5;23.0;670;715;-34;5;-37;32;-41
-16;31;-42.0;26;33;8.0;667;708;-31;33;-16;54;-41
1;51;-46.0;16;20;14.0;676;712;-51;20;1;65;-41
-45;60;-18.0;11;-22;54.0;674;722;-60;-22;-45;59;-41
-6;112;-25.0;15;-98;8.0;671;720;-112;-98;-6;55;-41
-5;283;-43.0;17;-85;34.0;666;722;-283;-85;-5;51;-42
20;35;17.0;13;-22;-128.0;673;722;-35;-22;20;32;-47
-66;5;-7.0;12;1;-310.0;671;725;-5;1;-66;33;-47
-33;-2;65.0;-24;29;-241.0;707;753;2;29;-33;-4;-49
-37;29;140.0;24;7;6.0;656;722;-29;7;-37;-8;-46
-24;2;163.0;16;15;-127.0;674;717;-2;15;-24;13;-46
3;-10;209.0;18;-7;-108.0;670;719;10;-7;3;13;-46
3;-10;204.0;18;-7;-101.0;669;719;10;-7;3;13;-46
6;-9;215.0;18;-8;-106.0;669;718;9;-8;6;14;-46
-8;-7;226.0;16;11;-91.0;669;721;7;11;-8;12;-46
-21;-8;-79.0;25;5;-571.0;671;707;8;5;-21;48;-45
-20;2;-192.0;20;4;-570.0;678;707;-2;4;-20;48;-45
-17;12;16.0;18;4;-5.0;681;707;-12;4;-17;44;-45
3;0;1.0;18;1;-14.0;681;706;0;1;3;45;-45
-13;28;-32.0;17;-45;-58.0;684;704;-28;-45;-13;48;-45
4;3;4.0;16;-26;6.0;685;705;-3;-26;4;51;-45
-15;-24;70.0;27;-28;-29.0;680;695;24;-28;-15;53;-45
-8;4;103.0;23;-24;2.0;683;696;-4;-24;-8;54;-45
9;7;96.0;12;-33;29.0;689;707;-7;-33;9;47;-45
-2;-15;99.0;17;-33;24.0;686;702;15;-33;-2;46;-45
-7;-7;129.0;21;-14;21.0;685;699;7;-14;-7;47;-45
-7;-9;293.0;22;-47;-56.0;669;713;9;-47;-7;36;-45
58;21;10.0;88;-87;179.0;654;710;-21;-87;58;31;-24
24;46;-90.0;43;-127;-43.0;685;747;-46;-127;24;-33;-24
-88;28;-132.0;172;81;20.0;674;614;-28;81;-88;97;-24
179;146;-51.0;-39;-254;-14.0;762;822;-146;-254;179;-224;-23
8;13;116.0;15;-27;-474.0;668;723;-13;-27;8;34;-44
-162;-34;-354.0;26;-240;-53.0;647;728;34;-240;-162;-81;-45
-119;-48;37.0;23;-346;-168.0;738;642;48;-346;-119;21;-48
62;190;-72.0;7;-180;-270.0;721;680;-190;-180;62;68;-47
11;319;-6.0;21;-79;-136.0;706;678;-319;-79;11;62;-47
5;-27;-451.0;10;10;-171.0;684;714;27;10;5;37;-48
20;-1;-212.0;15;42;-178.0;677;713;1;42;20;47;-48
21;-14;-5.0;25;33;-307.0;664;711;14;33;21;66;-48
3;313;-41.0;20;-51;-55.0;673;715;-313;-51;3;-9;-47
55;167;-123.0;-4;-61;-123.0;665;754;-167;-61;55;50;-46
-9;57;69.0;17;40;42.0;670;719;-57;40;-9;33;-43
-39;31;34.0;6;43;39.0;681;723;-31;43;-39;35;-43
-16;-7;48.0;25;30;41.0;661;717;7;30;-16;27;-43
-158;130;181.0;44;306;-199.0;586;765;-130;306;-158;30;-39
-111;100;169.0;-41;-56;-79.0;767;706;-100;-56;-111;-18;-39
-90;40;195.0;54;226;-146.0;584;753;-40;226;-90;19;-39
-42;11;44.0;12;18;-50.0;660;736;-11;18;-42;12;-39
13;24;148.0;17;-56;-124.0;667;721;-24;-56;13;40;-40
35;-15;146.0;22;-31;-120.0;658;722;15;-31;35;45;-40
-17;23;134.0;16;-18;-177.0;669;721;-23;-18;-17;41;-40
9;-6;93.0;19;-2;-166.0;668;718;6;-2;9;46;-40
2;3;107.0;21;-8;-136.0;665;718;-3;-8;2;42;-40
-2;11;132.0;15;-4;-127.0;667;724;-11;-4;-2;43;-40
19;-3;161.0;17;-12;-120.0;666;722;3;-12;19;43;-40
-13;4;162.0;20;-24;-135.0;671;713;-4;-24;-13;46;-40
-40;23;158.0;19;2;-113.0;666;719;-23;2;-40;44;-40
32;-2;151.0;25;-8;-97.0;662;715;2;-8;32;47;-40
5;23;121.0;14;4;-100.0;669;724;-23;4;5;38;-40
-31;36;142.0;15;-3;-101.0;667;724;-36;-3;-31;44;-40
-29;9;136.0;17;-4;-117.0;667;720;-9;-4;-29;41;-40
-27;-31;118.0;17;5;-104.0;658;732;31;5;-27;13;-40
-40;-21;125.0;18;31;-115.0;654;733;21;31;-40;18;-40
-3;-22;129.0;11;-12;-99.0;662;735;22;-12;-3;25;-40
-12;49;135.0;17;1;-114.0;653;734;-49;1;-12;12;-40
1;68;128.0;22;-34;-114.0;650;731;-68;-34;1;9;-40
-32;0;38.0;5;18;7.0;671;733;0;18;-32;51;-43
-53;-112;1.0;20;14;2.0;662;725;112;14;-53;1;-44
17;-47;231.0;15;-28;-117.0;673;719;47;-28;17;-16;-43
42;-11;-552.0;22;-24;-235.0;677;707;11;-24;42;23;-43
62;76;-318.0;22;-64;109.0;721;663;-76;-64;62;108;-43
-98;42;194.0;7;72;118.0;667;735;-42;72;-98;62;-43
-201;27;457.0;12;191;-280.0;589;804;-27;191;-201;-165;-43
21;-42;175.0;13;10;-92.0;668;728;42;10;21;-20;-44
14;-71;147.0;14;5;-121.0;670;723;71;5;14;-17;-44
24;265;166.0;13;-117;35.0;675;713;-265;-117;24;24;-44
144;66;9.0;8;-78;-22.0;673;731;-66;-78;144;49;-42
-194;89;85.0;0;62;-9.0;673;737;-89;62;-194;-1;-42
40;-15;44.0;19;-9;37.0;664;724;15;-9;40;26;-42
-76;-35;97.0;12;62;49.0;668;727;35;62;-76;16;-42
-114;-423;70.0;-23;-135;-20.0;629;827;423;-135;-114;135;-43
-20;-51;101.0;21;79;-115.0;672;711;51;79;-20;-9;-44
-36;-3;93.0;24;90;-108.0;665;713;3;90;-36;-45;-44
-104;42;-151.0;18;-10;-97.0;662;724;-42;-10;-104;55;-40
-54;4;-106.0;14;2;-67.0;665;728;-4;2;-54;47;-40
-25;39;-35.0;17;-48;30.0;662;725;-39;-48;-25;49;-40
-42;57;-14.0;27;-18;56.0;648;723;-57;-18;-42;66;-40
-18;32;1.0;18;44;-110.0;667;720;-32;44;-18;-16;-43
-24;20;45.0;13;37;-102.0;670;724;-20;37;-24;-20;-43
-62;26;40.0;16;36;-77.0;667;723;-26;36;-62;-20;-43
-61;35;71.0;17;80;-89.0;660;729;-35;80;-61;-22;-43
-9;20;-28.0;11;55;32.0;666;731;-20;55;-9;-46;-43
-22;-2;84.0;17;37;-109.0;672;717;2;37;-22;-34;-44
-10;-9;63.0;12;56;-86.0;676;721;9;56;-10;-12;-44
-58;-8;-102.0;18;7;-143.0;652;736;8;7;-58;15;-37
242;141;-199.0;35;20;-181.0;681;709;-141;20;242;-91;-36
21;46;63.0;19;-30;40.0;665;721;-46;-30;21;-6;-42
23;47;74.0;17;-33;71.0;667;722;-47;-33;23;-5;-42
-124;251;112.0;28;-69;62.0;666;721;-251;-69;-124;6;-43
-149;423;-4.0;20;-71;45.0;675;702;-423;-71;-149;22;-44
11;34;87.0;26;-21;-28.0;658;717;-34;-21;11;-9;-42
-3;21;102.0;31;-23;-82.0;655;713;-21;-23;-3;-13;-42
4;25;51.0;31;-15;39.0;654;715;-25;-15;4;-11;-42
68;-39;0.0;20;-8;-115.0;673;713;39;-8;68;37;-39
-75;197;73.0;26;-66;-62.0;664;715;-197;-66;-75;11;-42
7;-20;-50.0;17;10;-46.0;681;707;20;10;7;51;-39
-4;36;113.0;36;-72;45.0;621;736;-36;-72;-4;51;-41
-17;25;210.0;17;-18;173.0;655;735;-25;-18;-17;23;-42
86;97;-376.0;76;-35;-359.0;639;687;-97;-35;86;-65;-43
184;183;-209.0;-106;-98;-197.0;718;833;-183;-98;184;-78;-42
79;-73;105.0;5;-186;-83.0;707;706;73;-186;79;28;-44
-54;-55;153.0;8;-129;-28.0;669;738;55;-129;-54;-18;-44
235;122;-250.0;-58;-167;-353.0;606;777;-122;-167;235;120;-36
-64;211;-210.0;23;56;-82.0;739;712;-211;56;-64;-48;-36
-95;406;110.0;-32;-67;59.0;732;703;-406;-67;-95;-72;-40
-151;-121;106.0;-21;14;-101.0;592;829;121;14;-151;118;-44
-10;10;-1.0;18;19;21.0;674;713;-10;19;-10;50;-43
13;26;-49.0;17;-14;-89.0;678;711;-26;-14;13;45;-43
-23;6;-77.0;16;14;-165.0;682;708;-6;14;-23;47;-43
-27;-10;-169.0;15;32;214.0;674;717;10;32;-27;43;-43
-220;107;45.0;-64;378;-51.0;790;821;-107;378;-220;-82;-47
-66;20;141.0;38;-38;-66.0;615;724;-20;-38;-66;175;-44
-116;-15;174.0;44;11;-72.0;597;732;15;11;-116;180;-44
-154;-42;144.0;27;65;-26.0;620;735;42;65;-154;176;-44
-192;-76;112.0;22;137;-55.0;629;739;76;137;-192;147;-44
-168;-108;131.0;29;92;1.0;613;749;108;92;-168;124;-44
-100;-126;68.0;24;15;-39.0;623;748;126;15;-100;119;-45
-46;-167;96.0;-3;1;-64.0;653;760;167;1;-46;91;-45
-12;-15;-788.0;23;-41;-138.0;672;706;15;-41;-12;56;-39
17;19;-647.0;15;0;-446.0;688;702;-19;0;17;62;-38
4;19;-750.0;19;18;-431.0;679;706;-19;18;4;52;-39
-4;-15;-734.0;15;27;-448.0;682;708;15;27;-4;66;-38
17;-9;-507.0;11;-2;-39.0;687;710;9;-2;17;44;-39
20;17;124.0;16;-8;-206.0;681;706;-17;-8;20;66;-38
14;-3;197.0;21;21;-48.0;675;707;3;21;14;56;-38
-53;221;11.0;35;-48;7.0;686;696;-221;-48;-53;14;-35
-67;270;15.0;34;-87;-27.0;690;687;-270;-87;-67;-4;-36
-185;369;139.0;85;-62;39.0;638;683;-369;-62;-185;24;-36
-33;5;169.0;13;11;50.0;685;710;-5;11;-33;61;-39
36;58;-462.0;44;-71;-605.0;632;715;-58;-71;36;13;-36
-24;107;-370.0;38;11;-425.0;664;701;-107;11;-24;10;-36
-142;179;-203.0;-20;162;-198.0;729;740;-179;162;-142;16;-36
-66;45;-193.0;69;-37;-67.0;629;683;-45;-37;-66;46;-37
-85;113;-106.0;-10;42;-155.0;727;713;-113;42;-85;12;-37
-55;66;-32.0;44;-40;-49.0;658;707;-66;-40;-55;44;-37
-11;186;5.0;30;-86;-28.0;693;684;-186;-86;-11;13;-38
-36;44;187.0;14;29;154.0;681;712;-44;29;-36;54;-39
121;109;-66.0;28;-291;29.0;670;704;-109;-291;121;23;-36
7;20;98.0;19;15;192.0;678;707;-20;15;7;51;-38
-12;158;43.0;34;-19;-38.0;672;718;-158;-19;-12;-2;-32
4;133;82.0;33;-107;84.0;673;718;-133;-107;4;17;-32
-1;-17;201.0;22;31;51.0;671;708;17;31;-1;63;-38
14;-22;77.0;24;68;-21.0;674;703;22;68;14;61;-38
23;-31;19.0;21;13;73.0;679;702;31;13;23;58;-39
-42;4;-45.0;20;-8;-56.0;671;711;-4;-8;-42;69;-39
-56;36;-89.0;19;37;-218.0;680;704;-36;37;-56;65;-39
-15;9;-154.0;15;8;58.0;686;705;-9;8;-15;52;-39
11;5;-87.0;10;-43;74.0;686;712;-5;-43;11;51;-38
-15;-10;-292.0;16;10;-114.0;684;706;10;10;-15;47;-39
-10;-31;-357.0;21;21;-691.0;678;706;31;21;-10;43;-39
10;-17;-374.0;14;-24;-446.0;665;726;17;-24;10;42;-43
7;-20;-360.0;20;8;-502.0;665;718;20;8;7;43;-43
17;0;-340.0;12;1;-356.0;744;650;0;1;17;23;-50
-4;4;-364.0;12;-4;-351.0;746;648;-4;-4;-4;23;-50
-5;20;-394.0;14;-10;-334.0;744;648;-20;-10;-5;16;-50
-33;-26;-373.0;17;1;-317.0;737;650;26;1;-33;28;-50
-14;-22;-353.0;18;2;-354.0;738;648;22;2;-14;20;-50
-14;-49;-336.0;10;7;-355.0;745;652;49;7;-14;19;-50
25;16;-374.0;18;-6;-362.0;740;645;-16;-6;25;19;-50
-32;7;-351.0;14;17;-358.0;748;642;-7;17;-32;22;-50
-32;11;-367.0;14;3;-376.0;747;643;-11;3;-32;23;-50
-28;17;-350.0;12;7;-370.0;744;649;-17;7;-28;18;-50
17;2;-324.0;18;34;-382.0;741;644;-2;34;17;15;-50
16;-14;-354.0;18;16;-374.0;746;639;14;16;16;18;-50
0;-20;-384.0;10;-26;-373.0;750;647;20;-26;0;15;-50
1;-20;-344.0;11;-22;-355.0;750;646;20;-22;1;15;-50
9;-21;-343.0;16;9;-354.0;743;644;21;9;9;16;-50
20;-14;-352.0;14;-5;-354.0;742;649;14;-5;20;15;-50
16;-1;-356.0;13;-5;-355.0;744;648;1;-5;16;15;-50
-7;19;-374.0;16;13;-366.0;744;644;-19;13;-7;16;-50
246;-49;-5.0;-115;-134;59.0;673;897;49;-134;246;-334;-46
-18;9;-356.0;16;9;-372.0;746;641;-9;9;-18;17;-50
-7;1;-372.0;16;13;-369.0;742;647;-1;13;-7;20;-50
11;21;-371.0;17;30;-360.0;740;647;-21;30;11;18;-50
-7;-1;40.0;11;30;-48.0;712;685;1;30;-7;46;-46
5;-32;330.0;5;-2;-8.0;709;697;32;-2;5;28;-46
-75;-86;351.0;-8;22;-531.0;723;702;86;22;-75;20;-46
-102;-118;201.0;7;73;-396.0;717;685;118;73;-102;40;-46
-53;-55;79.0;32;29;-18.0;684;683;55;29;-53;55;-46
-20;18;107.0;27;-5;27.0;687;689;-18;-5;-20;52;-46
-13;-9;91.0;19;5;-113.0;698;687;9;5;-13;41;-46
9;16;-368.0;10;-2;-365.0;742;656;-16;-2;9;13;-50
-18;-19;-367.0;16;-19;-348.0;739;649;19;-19;-18;14;-50
-3;14;-353.0;15;-23;-336.0;740;650;-14;-23;-3;16;-50
-23;-6;-375.0;17;-27;-354.0;742;643;6;-27;-23;27;-50
-12;-18;-369.0;17;-7;-353.0;743;644;18;-7;-12;21;-50
-3;-4;-361.0;17;-4;-370.0;741;645;4;-4;-3;21;-50
8;15;-351.0;19;-7;-375.0;743;640;-15;-7;8;24;-50
-17;5;-353.0;13;-7;-355.0;746;645;-5;-7;-17;25;-50
-37;41;-8.0;54;99;1.0;635;708;-41;99;-37;4;-35
-10;48;-363.0;11;-1;-347.0;750;645;-48;-1;-10;23;-50
-40;13;-363.0;15;-1;-342.0;746;644;-13;-1;-40;26;-50
-39;-30;-383.0;17;18;-363.0;746;639;30;18;-39;23;-50
-30;-1;-384.0;12;-24;-352.0;746;648;1;-24;-30;20;-50
-31;0;-380.0;13;6;-354.0;741;653;0;6;-31;13;-50
-28;5;-386.0;13;-3;-362.0;743;650;-5;-3;-28;16;-50
-24;24;-375.0;18;-19;-343.0;748;636;-24;-19;-24;20;-50
-23;-14;-353.0;18;18;-363.0;741;644;14;18;-23;20;-50
-9;-1;-343.0;10;-8;-354.0;747;649;1;-8;-9;23;-50
336;77;-65.0;-214;-181;-133.0;709;911;-77;-181;336;149;-38
95;140;18.0;-3;9;-47.0;671;751;-140;9;95;-48;-39
-16;172;-41.0;71;121;0.0;676;681;-172;121;-16;-58;-39
-86;-102;-99.0;-62;5;-105.0;624;827;102;5;-86;131;-39
13;-19;-363.0;15;13;-346.0;737;654;19;13;13;19;-50
23;9;-363.0;21;30;-363.0;734;648;-9;30;23;23;-50
-16;1;-359.0;17;8;-353.0;741;645;-1;8;-16;26;-50
-5;-23;-375.0;16;3;-369.0;744;644;23;3;-5;25;-50
10;23;-355.0;17;-11;-378.0;746;642;-23;-11;10;18;-50
1;-10;-374.0;12;18;-383.0;748;644;10;18;1;20;-50
4;-9;-372.0;16;-2;-355.0;746;641;9;-2;4;26;-50
154;47;-275.0;-5;-197;-450.0;708;713;-47;-197;154;-10;-41
-10;-30;-389.0;17;34;-354.0;744;642;30;34;-10;23;-50
-21;-8;-403.0;13;5;-337.0;747;644;8;5;-21;22;-50
-10;-2;-373.0;17;-9;-336.0;747;640;2;-9;-10;24;-50
-10;-31;-372.0;16;8;-345.0;741;649;31;8;-10;26;-50
-10;5;-349.0;13;3;-347.0;743;650;-5;3;-10;25;-50
-16;0;-347.0;18;-3;-365.0;742;643;0;-3;-16;20;-50
-22;-28;-365.0;20;1;-362.0;739;644;28;1;-22;17;-50
-14;20;-360.0;14;-5;-346.0;745;644;-20;-5;-14;23;-50
-25;-9;-361.0;14;-15;-371.0;747;643;9;-15;-25;23;-50
18;-5;-370.0;14;-21;-368.0;747;643;5;-21;18;25;-50
30;2;-365.0;16;-11;-362.0;742;646;-2;-11;30;30;-50
-20;-1;-356.0;12;8;-353.0;746;648;1;8;-20;20;-50
22;15;-384.0;11;-13;-351.0;749;645;-15;-13;22;23;-50
-90;84;-122.0;42;20;-65.0;700;702;-84;20;-90;-10;-36
-37;42;-44.0;8;-28;-76.0;659;728;-42;-28;-37;26;-36
-56;123;16.0;20;-35;-38.0;683;722;-123;-35;-56;31;-36
-4;1;-367.0;18;0;-361.0;744;641;-1;0;-4;20;-50
-21;10;-353.0;14;-17;-372.0;748;643;-10;-17;-21;23;-50
30;1;-375.0;15;-2;-365.0;741;648;-1;-2;30;22;-50
-23;-8;-367.0;11;19;-375.0;743;654;8;19;-23;22;-50
-4;-45;-382.0;15;17;-357.0;747;642;45;17;-4;25;-50
-8;-11;-378.0;16;-2;-351.0;744;644;11;-2;-8;25;-50
-7;11;-297.0;2;91;-450.0;705;706;-11;91;-7;-34;-40
11;59;-207.0;82;1;-368.0;651;664;-59;1;11;128;-28
28;11;-368.0;13;-24;-362.0;745;647;-11;-24;28;21;-50
-33;2;44.0;24;27;59.0;663;716;-2;27;-33;51;-41
-23;-9;62.0;16;30;42.0;668;724;9;30;-23;44;-41
30;2;-400.0;7;-11;-355.0;750;652;-2;-11;30;19;-50
-40;-15;39.0;4;32;3.0;679;730;15;32;-40;22;-41
14;18;57.0;87;38;40.0;622;670;-18;38;14;70;-41
30;53;10.0;-204;-374;-548.0;774;948;-53;-374;30;41;-45
-14;22;-377.0;14;2;-361.0;745;645;-22;2;-14;19;-50
-26;-2;-363.0;21;-22;-373.0;741;639;2;-22;-26;22;-50
-10;-31;-353.0;19;3;-373.0;742;640;31;3;-10;25;-50
3;-11;-354.0;17;30;-363.0;744;641;11;30;3;22;-50
120;244;-41.0;65;-240;-35.0;649;700;-244;-240;120;-13;-33
99;254;-40.0;8;8;-41.0;659;742;-254;8;99;97;-34
18;175;-54.0;69;-74;-61.0;647;686;-175;-74;18;60;-34
37;141;-77.0;14;-20;-46.0;695;715;-141;-20;37;60;-35
3;95;-65.0;14;-21;-70.0;687;720;-95;-21;3;64;-35
-38;78;66.0;40;-9;-30.0;668;701;-78;-9;-38;55;-35
14;72;130.0;21;-5;61.0;687;708;-72;-5;14;47;-35
5;39;192.0;25;-23;123.0;690;699;-39;-23;5;47;-35
-41;7;350.0;18;-26;66.0;692;704;-7;-26;-41;63;-36
-46;-2;95.0;20;35;131.0;684;703;2;35;-46;37;-36
-37;7;-283.0;13;-17;-371.0;687;708;-7;-17;-37;53;-36
-18;3;-362.0;11;-6;-354.0;747;649;-3;-6;-18;25;-50
-8;-19;68.0;17;26;32.0;677;713;19;26;-8;32;-42
9;-1;63.0;17;2;37.0;672;717;1;2;9;27;-42
-11;-23;58.0;21;28;-58.0;663;720;23;28;-11;27;-43
-27;-6;50.0;19;27;-12.0;663;722;6;27;-27;28;-43
-34;-3;182.0;20;87;-36.0;656;729;3;87;-34;-9;-42
-56;-21;201.0;23;3;-18.0;656;725;21;3;-56;5;-42
-18;5;-355.0;19;-17;-354.0;743;641;-5;-17;-18;25;-50
10;-15;-322.0;114;22;-480.0;526;743;15;22;10;190;-35
-64;-54;-393.0;-5;-11;77.0;775;675;54;-11;-64;-28;-35
-2;-20;-307.0;40;-5;-435.0;672;707;20;-5;-2;48;-35
42;-46;-222.0;50;-19;-356.0;645;716;46;-19;42;63;-35
22;-63;-217.0;25;-36;130.0;704;695;63;-36;22;-1;-35
5;67;-98.0;10;25;142.0;693;719;-67;25;5;19;-46
-12;-77;144.0;12;-7;-334.0;684;712;77;-7;-12;23;-38
24;-51;129.0;17;-23;-407.0;692;699;51;-23;24;10;-38
-102;-143;-3.0;163;-425;-180.0;608;681;143;-425;-102;267;-43
11;41;320.0;14;3;-413.0;672;722;-41;3;11;16;-45
256;-110;-26.0;-46;-300;2.0;725;753;110;-300;256;164;-54
4;-10;-375.0;18;-5;-353.0;744;640;10;-5;4;23;-50
7;6;-369.0;15;-18;-355.0;743;646;-6;-18;7;24;-50
0;35;-364.0;10;-21;-352.0;748;650;-35;-21;0;20;-50
20;1;-376.0;9;-32;-359.0;752;646;-1;-32;20;15;-50
