InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit RUA Quaternion3;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit LUA Quaternion4;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1
-78.0;-333.0;65.0;-239.0;62.0;106.0;33.0;-278.0
-74.0;-325.0;62.0;-243.0;67.0;109.0;33.0;-277.0
-68.0;-316.0;59.0;-249.0;71.0;115.0;32.0;-276.0
-61.0;-308.0;58.0;-254.0;75.0;123.0;30.0;-274.0
-56.0;-301.0;56.0;-259.0;79.0;129.0;30.0;-274.0
-53.0;-298.0;54.0;-264.0;85.0;133.0;30.0;-274.0
-52.0;-296.0;54.0;-268.0;88.0;134.0;31.0;-275.0
-51.0;-295.0;54.0;-269.0;90.0;134.0;31.0;-274.0
-49.0;-293.0;54.0;-270.0;91.0;135.0;29.0;-273.0
-45.0;-291.0;54.0;-271.0;92.0;135.0;28.0;-271.0
-43.0;-291.0;54.0;-271.0;91.0;135.0;27.0;-270.0
-42.0;-291.0;55.0;-271.0;90.0;134.0;26.0;-269.0
-42.0;-292.0;57.0;-270.0;88.0;134.0;26.0;-267.0
-42.0;-293.0;59.0;-267.0;86.0;135.0;24.0;-265.0
-44.0;-296.0;62.0;-264.0;83.0;136.0;23.0;-264.0
-47.0;-299.0;65.0;-262.0;81.0;138.0;22.0;-264.0
-58.0;-285.0;105.0;-291.0;86.0;191.0;-4.0;-230.0
-58.0;-285.0;107.0;-285.0;83.0;191.0;-2.0;-230.0
-35.0;-283.0;42.0;-262.0;79.0;129.0;43.0;-283.0
-35.0;-284.0;36.0;-270.0;86.0;125.0;46.0;-286.0
-35.0;-285.0;32.0;-276.0;92.0;123.0;48.0;-288.0
-35.0;-286.0;30.0;-281.0;96.0;120.0;49.0;-290.0
-35.0;-288.0;30.0;-283.0;98.0;118.0;49.0;-291.0
-36.0;-290.0;31.0;-285.0;100.0;117.0;48.0;-292.0
-37.0;-291.0;34.0;-285.0;100.0;116.0;48.0;-292.0
-39.0;-294.0;36.0;-285.0;101.0;115.0;49.0;-295.0
-43.0;-297.0;36.0;-285.0;102.0;114.0;51.0;-298.0
-48.0;-302.0;37.0;-285.0;103.0;113.0;52.0;-301.0
-53.0;-307.0;39.0;-284.0;103.0;113.0;52.0;-303.0
-80.0;-315.0;54.0;-324.0;116.0;152.0;29.0;-256.0
-76.0;-311.0;55.0;-327.0;120.0;160.0;28.0;-255.0
-75.0;-311.0;56.0;-328.0;122.0;163.0;29.0;-257.0
-77.0;-312.0;56.0;-327.0;124.0;160.0;30.0;-259.0
-78.0;-314.0;55.0;-326.0;125.0;155.0;32.0;-262.0
-47.0;-301.0;6.0;-292.0;118.0;118.0;77.0;-298.0
-49.0;-304.0;3.0;-301.0;126.0;113.0;78.0;-301.0
-49.0;-305.0;1.0;-307.0;131.0;109.0;77.0;-304.0
-46.0;-304.0;1.0;-312.0;135.0;109.0;75.0;-304.0
-41.0;-301.0;1.0;-316.0;138.0;109.0;72.0;-302.0
-36.0;-301.0;2.0;-320.0;140.0;108.0;70.0;-301.0
-34.0;-302.0;4.0;-323.0;141.0;106.0;68.0;-301.0
-34.0;-304.0;5.0;-324.0;140.0;106.0;67.0;-300.0
-34.0;-304.0;8.0;-321.0;137.0;109.0;66.0;-298.0
-44.0;-306.0;1.0;-321.0;150.0;140.0;104.0;-287.0
-47.0;-315.0;4.0;-320.0;158.0;141.0;104.0;-275.0
-53.0;-324.0;2.0;-324.0;163.0;138.0;103.0;-276.0
-63.0;-336.0;-1.0;-337.0;174.0;132.0;104.0;-280.0
-77.0;-350.0;-5.0;-361.0;188.0;124.0;106.0;-286.0
-173.0;-467.0;23.0;-401.0;203.0;210.0;33.0;-270.0
-171.0;-465.0;25.0;-393.0;197.0;217.0;36.0;-267.0
-110.0;-380.0;55.0;-232.0;59.0;323.0;48.0;-262.0
38.0;-177.0;97.0;-177.0;-66.0;305.0;44.0;-94.0
12.0;-182.0;107.0;-169.0;-77.0;320.0;53.0;-92.0
-13.0;-181.0;119.0;-150.0;-86.0;334.0;48.0;-83.0
-99.0;-380.0;58.0;-236.0;60.0;327.0;42.0;-271.0
-114.0;-386.0;63.0;-241.0;61.0;329.0;35.0;-279.0
-118.0;-386.0;73.0;-264.0;76.0;349.0;16.0;-287.0
-265.0;-613.0;660.0;-611.0;-49.0;100.0;-609.0;-439.0
-139.0;-347.0;0.0;-537.0;234.0;821.0;15.0;-15.0
-159.0;-212.0;-57.0;-529.0;235.0;512.0;59.0;-179.0
-372.0;-465.0;-135.0;-83.0;268.0;-530.0;332.0;-78.0
-332.0;-359.0;52.0;-303.0;105.0;-87.0;65.0;-285.0
-97.0;-316.0;78.0;-275.0;70.0;66.0;42.0;-227.0
-102.0;-315.0;78.0;-273.0;67.0;75.0;45.0;-224.0
-109.0;-315.0;77.0;-272.0;65.0;83.0;47.0;-223.0
-116.0;-316.0;77.0;-272.0;63.0;90.0;48.0;-221.0
-122.0;-315.0;79.0;-273.0;61.0;98.0;48.0;-219.0
-127.0;-308.0;82.0;-287.0;65.0;118.0;48.0;-208.0
-132.0;-350.0;44.0;-326.0;120.0;63.0;101.0;-241.0
-132.0;-350.0;44.0;-326.0;120.0;63.0;101.0;-240.0
-131.0;-349.0;45.0;-325.0;119.0;64.0;101.0;-239.0
-130.0;-348.0;46.0;-324.0;118.0;66.0;100.0;-238.0
-145.0;-369.0;51.0;-331.0;126.0;65.0;93.0;-230.0
-146.0;-369.0;52.0;-332.0;126.0;64.0;90.0;-229.0
-147.0;-370.0;54.0;-333.0;127.0;63.0;87.0;-229.0
-148.0;-372.0;56.0;-334.0;128.0;61.0;85.0;-229.0
-145.0;-365.0;48.0;-330.0;126.0;63.0;95.0;-230.0
-141.0;-354.0;43.0;-325.0;119.0;63.0;98.0;-232.0
-139.0;-354.0;42.0;-325.0;120.0;61.0;98.0;-233.0
-139.0;-354.0;42.0;-325.0;120.0;58.0;99.0;-235.0
-139.0;-355.0;41.0;-326.0;121.0;56.0;101.0;-236.0
-143.0;-353.0;36.0;-320.0;117.0;57.0;101.0;-238.0
-143.0;-353.0;35.0;-321.0;119.0;56.0;100.0;-238.0
-182.0;-403.0;2.0;-372.0;174.0;-8.0;152.0;-284.0
-183.0;-403.0;3.0;-371.0;173.0;-5.0;152.0;-284.0
-183.0;-404.0;4.0;-371.0;173.0;-2.0;152.0;-283.0
-184.0;-403.0;5.0;-372.0;174.0;1.0;151.0;-281.0
-185.0;-401.0;6.0;-374.0;175.0;4.0;148.0;-281.0
-182.0;-397.0;8.0;-375.0;176.0;6.0;145.0;-279.0
-180.0;-394.0;11.0;-376.0;175.0;8.0;141.0;-277.0
-160.0;-381.0;22.0;-362.0;161.0;30.0;128.0;-259.0
-160.0;-380.0;22.0;-362.0;160.0;31.0;127.0;-258.0
-160.0;-380.0;23.0;-360.0;159.0;32.0;126.0;-257.0
-161.0;-379.0;23.0;-360.0;159.0;33.0;126.0;-256.0
-160.0;-379.0;23.0;-359.0;158.0;34.0;126.0;-255.0
-159.0;-377.0;22.0;-358.0;157.0;35.0;126.0;-254.0
-159.0;-376.0;22.0;-357.0;156.0;35.0;127.0;-254.0
-168.0;-391.0;41.0;-349.0;148.0;28.0;105.0;-251.0
-169.0;-391.0;41.0;-350.0;150.0;26.0;105.0;-252.0
-169.0;-392.0;40.0;-354.0;153.0;26.0;107.0;-252.0
-170.0;-393.0;37.0;-356.0;156.0;25.0;108.0;-253.0
-170.0;-392.0;35.0;-357.0;158.0;25.0;109.0;-254.0
-169.0;-391.0;33.0;-358.0;159.0;25.0;111.0;-254.0
-169.0;-391.0;31.0;-359.0;160.0;25.0;113.0;-254.0
-168.0;-389.0;30.0;-358.0;160.0;26.0;114.0;-254.0
-165.0;-387.0;28.0;-357.0;159.0;27.0;115.0;-254.0
-163.0;-385.0;26.0;-355.0;158.0;28.0;117.0;-254.0
-157.0;-378.0;20.0;-341.0;145.0;29.0;123.0;-255.0
-156.0;-377.0;20.0;-338.0;143.0;29.0;124.0;-256.0
-156.0;-376.0;20.0;-337.0;141.0;29.0;124.0;-255.0
-155.0;-376.0;21.0;-335.0;139.0;30.0;123.0;-255.0
-172.0;-393.0;-31.0;-384.0;197.0;-24.0;183.0;-303.0
-174.0;-394.0;-35.0;-389.0;202.0;-22.0;186.0;-303.0
-175.0;-395.0;-38.0;-393.0;206.0;-20.0;188.0;-302.0
-180.0;-400.0;-41.0;-399.0;212.0;-19.0;188.0;-302.0
-181.0;-401.0;-41.0;-398.0;213.0;-20.0;187.0;-303.0
-183.0;-403.0;-40.0;-400.0;215.0;-22.0;186.0;-304.0
-185.0;-405.0;-40.0;-402.0;217.0;-24.0;188.0;-305.0
-192.0;-419.0;-33.0;-400.0;212.0;-33.0;185.0;-304.0
-191.0;-417.0;-34.0;-399.0;212.0;-30.0;186.0;-303.0
-190.0;-416.0;-34.0;-399.0;211.0;-28.0;186.0;-303.0
-189.0;-414.0;-35.0;-398.0;211.0;-26.0;186.0;-302.0
-188.0;-413.0;-35.0;-397.0;210.0;-23.0;186.0;-301.0
-186.0;-411.0;-36.0;-396.0;210.0;-23.0;187.0;-301.0
-185.0;-410.0;-36.0;-395.0;208.0;-23.0;187.0;-301.0
-137.0;-357.0;24.0;-332.0;134.0;30.0;115.0;-257.0
-136.0;-357.0;24.0;-332.0;134.0;30.0;115.0;-257.0
-134.0;-356.0;24.0;-331.0;133.0;30.0;114.0;-257.0
-133.0;-355.0;25.0;-330.0;132.0;30.0;113.0;-257.0
-43.0;-246.0;80.0;-242.0;39.0;124.0;38.0;-187.0
-27.0;-231.0;95.0;-228.0;22.0;139.0;23.0;-173.0
-123.0;-388.0;72.0;-273.0;86.0;352.0;15.0;-293.0
-133.0;-392.0;68.0;-282.0;96.0;347.0;16.0;-300.0
-151.0;-399.0;63.0;-291.0;105.0;337.0;18.0;-309.0
-175.0;-408.0;59.0;-300.0;114.0;324.0;20.0;-319.0
-195.0;-417.0;57.0;-306.0;120.0;310.0;22.0;-327.0
-31.0;-177.0;138.0;-135.0;-100.0;351.0;37.0;-69.0
-37.0;-171.0;167.0;-123.0;-109.0;372.0;27.0;-52.0
-34.0;-165.0;193.0;-106.0;-115.0;394.0;10.0;-37.0
-27.0;-161.0;220.0;-82.0;-124.0;411.0;-19.0;-24.0
-21.0;-158.0;249.0;-57.0;-135.0;420.0;-72.0;-17.0
-103.0;-12.0;261.0;-36.0;-200.0;504.0;-235.0;-103.0
-196.0;-505.0;74.0;-204.0;39.0;391.0;-118.0;-187.0
337.0;512.0;-25.0;371.0;-163.0;-293.0;-124.0;202.0
-26.0;-88.0;261.0;59.0;-244.0;302.0;-175.0;-79.0
-38.0;-125.0;236.0;5.0;-179.0;246.0;-140.0;-116.0
66.0;368.0;-7.0;342.0;-140.0;-392.0;-42.0;152.0
208.0;319.0;-146.0;285.0;-37.0;-476.0;93.0;12.0
554.0;412.0;-100.0;179.0;51.0;-498.0;41.0;145.0
-157.0;-350.0;-17.0;-396.0;227.0;-121.0;140.0;-422.0
-170.0;-367.0;-54.0;-362.0;224.0;-160.0;179.0;-445.0
-207.0;-386.0;-109.0;-355.0;240.0;-173.0;266.0;-467.0
-39.0;248.0;-219.0;28.0;153.0;-718.0;118.0;-168.0
-244.0;-105.0;-340.0;-164.0;346.0;-620.0;236.0;-173.0
-255.0;-80.0;-465.0;-122.0;348.0;-527.0;509.0;-193.0
-302.0;-203.0;-494.0;-191.0;423.0;-692.0;427.0;-342.0
-185.0;-515.0;69.0;-201.0;37.0;382.0;-112.0;-184.0
-169.0;-517.0;67.0;-199.0;32.0;368.0;-107.0;-179.0
-160.0;-519.0;66.0;-198.0;27.0;352.0;-100.0;-170.0
-161.0;-523.0;64.0;-195.0;24.0;344.0;-94.0;-173.0
-207.0;-423.0;56.0;-309.0;125.0;296.0;23.0;-335.0
-217.0;-431.0;53.0;-310.0;130.0;277.0;26.0;-347.0
-229.0;-439.0;48.0;-311.0;135.0;253.0;31.0;-359.0
-397.0;-390.0;-73.0;-344.0;207.0;126.0;153.0;-228.0
-399.0;-390.0;-72.0;-345.0;208.0;128.0;153.0;-229.0
-412.0;-385.0;-77.0;-353.0;218.0;157.0;164.0;-229.0
-415.0;-386.0;-78.0;-355.0;219.0;155.0;164.0;-230.0
-162.0;-523.0;62.0;-190.0;22.0;345.0;-87.0;-179.0
-148.0;-518.0;64.0;-181.0;15.0;334.0;-80.0;-187.0
-415.0;-384.0;-77.0;-356.0;219.0;153.0;164.0;-232.0
-194.0;-214.0;-59.0;-529.0;243.0;488.0;61.0;-194.0
-224.0;-216.0;-62.0;-526.0;251.0;467.0;65.0;-202.0
-141.0;-523.0;73.0;-167.0;2.0;319.0;-75.0;-191.0
-139.0;-525.0;83.0;-148.0;-14.0;308.0;-76.0;-193.0
-138.0;-516.0;90.0;-129.0;-25.0;293.0;-78.0;-197.0
-142.0;-517.0;96.0;-112.0;-34.0;294.0;-77.0;-200.0
-128.0;-509.0;105.0;-93.0;-44.0;282.0;-78.0;-195.0
-119.0;-500.0;114.0;-70.0;-52.0;283.0;-86.0;-179.0
-105.0;-492.0;120.0;-50.0;-56.0;275.0;-96.0;-163.0
-95.0;-488.0;119.0;-39.0;-51.0;262.0;-104.0;-163.0
-39.0;-442.0;87.0;-217.0;28.0;323.0;-59.0;-255.0
-46.0;-451.0;74.0;-221.0;37.0;322.0;-37.0;-274.0
-416.0;-385.0;-77.0;-358.0;221.0;151.0;163.0;-235.0
-48.0;-455.0;67.0;-220.0;40.0;325.0;-22.0;-286.0
-251.0;-218.0;-68.0;-529.0;264.0;446.0;79.0;-205.0
-277.0;-222.0;-80.0;-550.0;282.0;425.0;105.0;-206.0
-125.0;-400.0;27.0;-202.0;79.0;296.0;-49.0;-474.0
-123.0;-405.0;21.0;-212.0;87.0;289.0;-40.0;-471.0
-140.0;-375.0;-46.0;-314.0;193.0;292.0;82.0;-560.0
-139.0;-372.0;-49.0;-321.0;199.0;297.0;90.0;-562.0
-336.0;-380.0;-218.0;-525.0;331.0;294.0;146.0;-378.0
-338.0;-383.0;-218.0;-525.0;332.0;296.0;148.0;-375.0
-338.0;-387.0;-218.0;-525.0;332.0;303.0;149.0;-374.0
-332.0;-396.0;-216.0;-525.0;332.0;308.0;148.0;-368.0
-330.0;-398.0;-216.0;-526.0;332.0;306.0;149.0;-366.0
-266.0;-627.0;-296.0;-625.0;537.0;289.0;421.0;-385.0
-328.0;-399.0;-216.0;-525.0;330.0;305.0;147.0;-363.0
-324.0;-387.0;-206.0;-523.0;313.0;328.0;136.0;-347.0
-333.0;-398.0;-196.0;-512.0;305.0;319.0;125.0;-346.0
-136.0;-368.0;-53.0;-329.0;204.0;300.0;99.0;-563.0
-132.0;-363.0;-58.0;-337.0;210.0;297.0;109.0;-565.0
-131.0;-361.0;-66.0;-344.0;218.0;300.0;120.0;-566.0
-130.0;-360.0;-73.0;-352.0;225.0;305.0;131.0;-565.0
-477.0;-423.0;17.0;-627.0;321.0;440.0;-34.0;-312.0
-544.0;-496.0;255.0;-749.0;539.0;698.0;-254.0;159.0
-130.0;-360.0;-80.0;-359.0;232.0;307.0;140.0;-562.0
-131.0;-361.0;-85.0;-366.0;237.0;305.0;147.0;-560.0
-298.0;-169.0;-176.0;-394.0;294.0;351.0;103.0;-445.0
-135.0;-363.0;-87.0;-371.0;240.0;306.0;150.0;-558.0
32.0;-342.0;190.0;-155.0;-58.0;662.0;-93.0;206.0
-295.0;-370.0;-146.0;-377.0;200.0;165.0;288.0;-250.0
-290.0;-374.0;-131.0;-364.0;182.0;166.0;268.0;-233.0
-285.0;-377.0;-118.0;-351.0;165.0;171.0;247.0;-217.0
-282.0;-377.0;-106.0;-339.0;148.0;177.0;226.0;-206.0
-285.0;-350.0;-81.0;-293.0;81.0;186.0;161.0;-196.0
-291.0;-346.0;-78.0;-287.0;75.0;179.0;157.0;-202.0
-295.0;-343.0;-76.0;-282.0;69.0;172.0;152.0;-206.0
-297.0;-340.0;-74.0;-279.0;64.0;168.0;148.0;-210.0
-290.0;-331.0;-56.0;-257.0;38.0;157.0;132.0;-199.0
-287.0;-340.0;-52.0;-254.0;37.0;165.0;131.0;-190.0
-293.0;-340.0;-47.0;-253.0;35.0;175.0;130.0;-188.0
-295.0;-340.0;-42.0;-253.0;34.0;185.0;127.0;-184.0
26.0;-223.0;42.0;-284.0;114.0;341.0;68.0;-56.0
-297.0;-168.0;-179.0;-387.0;289.0;350.0;94.0;-445.0
15.0;-193.0;129.0;-158.0;-49.0;350.0;0.0;-34.0
-309.0;-446.0;-27.0;-345.0;171.0;-72.0;90.0;-477.0
-268.0;-54.0;35.0;-265.0;47.0;409.0;-218.0;-350.0
-253.0;-73.0;46.0;-266.0;46.0;395.0;-227.0;-358.0
-238.0;-99.0;57.0;-266.0;48.0;379.0;-235.0;-365.0
-221.0;-125.0;69.0;-261.0;52.0;366.0;-243.0;-373.0
-246.0;-413.0;-8.0;-321.0;143.0;-22.0;69.0;-434.0
-40.0;-318.0;431.0;-733.0;238.0;181.0;-317.0;-224.0
-110.0;-276.0;207.0;-9.0;-195.0;773.0;-157.0;59.0
-340.0;-167.0;67.0;-188.0;106.0;19.0;-106.0;-392.0
37.0;325.0;-62.0;275.0;-72.0;-739.0;-50.0;-155.0
-344.0;-190.0;65.0;-199.0;105.0;-9.0;-106.0;-424.0
-341.0;-201.0;60.0;-206.0;109.0;-14.0;-105.0;-434.0
-339.0;-212.0;57.0;-213.0;113.0;-18.0;-104.0;-446.0
-337.0;-222.0;58.0;-219.0;119.0;-26.0;-100.0;-456.0
-339.0;-230.0;55.0;-227.0;129.0;-36.0;-95.0;-465.0
-341.0;-236.0;51.0;-235.0;139.0;-44.0;-91.0;-475.0
-339.0;-244.0;46.0;-253.0;160.0;-58.0;-77.0;-490.0
-335.0;-247.0;42.0;-262.0;169.0;-65.0;-70.0;-494.0
-328.0;-251.0;38.0;-265.0;177.0;-72.0;-65.0;-496.0
-320.0;-254.0;36.0;-270.0;182.0;-79.0;-60.0;-496.0
39.0;-219.0;29.0;-296.0;128.0;324.0;76.0;-73.0
51.0;-217.0;20.0;-310.0;141.0;306.0;89.0;-90.0
60.0;-218.0;9.0;-324.0;156.0;284.0;104.0;-110.0
62.0;-221.0;-5.0;-337.0;172.0;258.0;118.0;-134.0
44.0;-244.0;-17.0;-346.0;193.0;187.0;122.0;-194.0
349.0;400.0;-300.0;-70.0;272.0;-481.0;249.0;-81.0
502.0;458.0;-3.0;344.0;-145.0;-236.0;-120.0;351.0
145.0;-172.0;75.0;-249.0;92.0;271.0;10.0;-73.0
136.0;-172.0;98.0;-275.0;103.0;273.0;-19.0;-68.0
116.0;-171.0;121.0;-296.0;107.0;269.0;-46.0;-64.0
82.0;-177.0;137.0;-311.0;109.0;255.0;-71.0;-70.0
126.0;-116.0;216.0;25.0;-202.0;418.0;-115.0;20.0
59.0;-110.0;255.0;-77.0;-268.0;362.0;-57.0;-62.0
-222.0;-387.0;-132.0;-544.0;378.0;-4.0;272.0;-432.0
-249.0;-399.0;-142.0;-564.0;410.0;16.0;272.0;-439.0
-191.0;-340.0;-140.0;-603.0;684.0;135.0;336.0;-401.0
-332.0;-595.0;-247.0;-723.0;801.0;140.0;367.0;-547.0
-428.0;-560.0;-168.0;-537.0;332.0;-158.0;362.0;-462.0
-279.0;-431.0;-164.0;-483.0;332.0;32.0;328.0;-464.0
-276.0;-427.0;-166.0;-484.0;338.0;33.0;331.0;-464.0
-274.0;-426.0;-174.0;-492.0;346.0;37.0;343.0;-463.0
-245.0;-300.0;-257.0;-486.0;391.0;86.0;347.0;-502.0
110.0;-60.0;283.0;-64.0;-163.0;502.0;-197.0;161.0
12.0;-148.0;191.0;-165.0;-46.0;425.0;-81.0;62.0
-29.0;-188.0;130.0;-214.0;9.0;371.0;-18.0;-17.0
-31.0;-202.0;106.0;-233.0;28.0;344.0;6.0;-56.0
-24.0;-211.0;84.0;-248.0;44.0;317.0;26.0;-93.0
-22.0;-220.0;64.0;-261.0;59.0;281.0;45.0;-131.0
-31.0;-233.0;47.0;-271.0;73.0;226.0;61.0;-172.0
-32.0;-250.0;31.0;-279.0;84.0;163.0;74.0;-209.0
-25.0;-266.0;18.0;-286.0;94.0;107.0;86.0;-239.0
-13.0;-128.0;220.0;-143.0;-70.0;518.0;-97.0;17.0
-11.0;-123.0;227.0;-243.0;-39.0;519.0;-132.0;16.0
296.0;345.0;-169.0;92.0;121.0;-610.0;76.0;-77.0
45.0;-232.0;71.0;-285.0;174.0;125.0;-85.0;-182.0
75.0;-159.0;146.0;-353.0;86.0;461.0;-118.0;15.0
47.0;-220.0;134.0;-88.0;-99.0;357.0;-11.0;-45.0
45.0;-220.0;125.0;-101.0;-84.0;355.0;0.0;-51.0
41.0;-221.0;113.0;-119.0;-65.0;348.0;18.0;-61.0
37.0;-226.0;93.0;-143.0;-41.0;335.0;41.0;-73.0
35.0;-231.0;65.0;-172.0;-10.0;320.0;70.0;-87.0
40.0;-260.0;18.0;-347.0;166.0;206.0;74.0;-194.0
44.0;-259.0;29.0;-382.0;188.0;197.0;48.0;-201.0
47.0;-255.0;38.0;-417.0;206.0;195.0;24.0;-206.0
48.0;-251.0;44.0;-444.0;227.0;192.0;5.0;-206.0
42.0;-251.0;50.0;-464.0;245.0;188.0;-10.0;-209.0
36.0;-253.0;54.0;-477.0;255.0;186.0;-20.0;-213.0
-37.0;-311.0;506.0;-737.0;294.0;178.0;-294.0;-228.0
84.0;-174.0;174.0;-11.0;-139.0;332.0;-53.0;-73.0
81.0;-175.0;179.0;7.0;-153.0;346.0;-53.0;-64.0
84.0;-175.0;182.0;21.0;-163.0;358.0;-53.0;-52.0
-259.0;-343.0;4.0;-207.0;1.0;180.0;108.0;-233.0
-263.0;-346.0;4.0;-205.0;0.0;177.0;109.0;-235.0
-93.0;-356.0;-125.0;-424.0;260.0;359.0;199.0;-176.0
-406.0;-327.0;-26.0;-279.0;74.0;447.0;174.0;-255.0
-379.0;-394.0;-58.0;-254.0;61.0;216.0;206.0;-248.0
-385.0;-394.0;-55.0;-253.0;61.0;208.0;204.0;-245.0
32.0;-239.0;75.0;-276.0;159.0;123.0;-99.0;-187.0
16.0;-244.0;80.0;-259.0;138.0;122.0;-110.0;-190.0
0.0;-248.0;87.0;-237.0;112.0;128.0;-116.0;-198.0
-15.0;-249.0;92.0;-211.0;86.0;137.0;-115.0;-206.0
-24.0;-248.0;87.0;-184.0;67.0;149.0;-107.0;-208.0
-27.0;-246.0;84.0;-156.0;48.0;163.0;-94.0;-205.0
-23.0;-243.0;80.0;-130.0;29.0;181.0;-78.0;-196.0
-13.0;-234.0;82.0;-103.0;7.0;211.0;-65.0;-173.0
-3.0;-223.0;92.0;-66.0;-22.0;245.0;-68.0;-142.0
1.0;-400.0;-202.0;-610.0;463.0;488.0;281.0;-200.0
-112.0;-533.0;-170.0;-611.0;656.0;675.0;334.0;-270.0
-345.0;-532.0;-222.0;-665.0;632.0;431.0;266.0;-462.0
-179.0;-353.0;-158.0;-441.0;304.0;291.0;214.0;-256.0
-214.0;-348.0;-171.0;-441.0;318.0;284.0;220.0;-282.0
-39.0;-321.0;275.0;57.0;-249.0;695.0;-168.0;153.0
-50.0;-307.0;-39.0;-263.0;119.0;165.0;139.0;-231.0
28.0;-187.0;148.0;-23.0;-111.0;296.0;-86.0;-86.0
23.0;-183.0;153.0;-4.0;-129.0;315.0;-81.0;-59.0
339.0;439.0;-45.0;232.0;19.0;-53.0;10.0;215.0
15.0;-206.0;120.0;-190.0;30.0;215.0;-153.0;-141.0
25.0;-201.0;121.0;-153.0;7.0;228.0;-138.0;-137.0
42.0;-193.0;123.0;-113.0;-18.0;247.0;-125.0;-125.0
62.0;-180.0;128.0;-69.0;-47.0;266.0;-120.0;-104.0
95.0;-155.0;205.0;-172.0;-23.0;275.0;-231.0;-88.0
86.0;-153.0;207.0;-129.0;-51.0;285.0;-219.0;-92.0
115.0;49.0;418.0;-72.0;-210.0;413.0;-451.0;59.0
79.0;-147.0;212.0;-41.0;-114.0;307.0;-186.0;-90.0
131.0;4.0;356.0;-68.0;-167.0;323.0;-309.0;-6.0
106.0;-163.0;60.0;-200.0;49.0;319.0;-1.0;-42.0
96.0;-180.0;59.0;-216.0;67.0;275.0;-4.0;-75.0
-21.0;-289.0;-5.0;-175.0;99.0;201.0;45.0;-180.0
-19.0;-301.0;-25.0;-204.0;129.0;175.0;74.0;-194.0
-23.0;-311.0;-39.0;-230.0;157.0;146.0;92.0;-209.0
204.0;136.0;-358.0;16.0;273.0;-548.0;326.0;90.0
-50.0;-336.0;-45.0;-260.0;199.0;80.0;78.0;-246.0
-58.0;-347.0;-38.0;-275.0;211.0;57.0;55.0;-267.0
-242.0;-341.0;-185.0;-433.0;332.0;288.0;225.0;-303.0
-179.0;-271.0;40.0;-241.0;43.0;244.0;-1.0;-205.0
-183.0;-277.0;40.0;-238.0;44.0;255.0;9.0;-195.0
-194.0;-283.0;40.0;-235.0;44.0;260.0;18.0;-190.0
-205.0;-287.0;40.0;-232.0;43.0;261.0;25.0;-187.0
