Accelerometer RKN_ accY;Accelerometer HIP accY;InertialMeasurementUnit L-SHOE Nav_Ay;Accelerometer RKN^ accX;Accelerometer RKN^ accZ;Accelerometer BACK accZ;InertialMeasurementUnit L-SHOE Nav_Ax
964.0;926.0;2;224.0;132.0;-432.0;-5
990.0;944.0;3;206.0;112.0;-450.0;-4
974.0;965.0;-3;201.0;137.0;-448.0;-3
980.0;946.0;-3;192.0;152.0;-442.0;-1
960.0;919.0;6;208.0;146.0;-483.0;4
970.0;949.0;5;212.0;158.0;-461.0;5
978.0;944.0;-1;211.0;148.0;-446.0;1
974.0;967.0;0;231.0;148.0;-418.0;-2
972.0;936.0;0;221.0;122.0;-462.0;-8
980.0;932.0;2;218.0;166.0;-470.0;0
988.0;949.0;5;194.0;172.0;-452.0;-1
989.0;909.0;0;189.0;124.0;-440.0;5
990.0;941.0;-2;201.0;114.0;-431.0;7
985.0;949.0;6;212.0;150.0;-448.0;0
986.0;898.0;6;218.0;164.0;-419.0;-4
1001.0;942.0;3;201.0;171.0;-449.0;-6
960.0;966.0;3;201.0;144.0;-474.0;-4
961.0;945.0;2;201.0;145.0;-474.0;-2
966.0;930.0;3;192.0;149.0;-435.0;-6
986.0;950.0;3;191.0;129.0;-438.0;1
989.0;890.0;5;191.0;139.0;-457.0;7
981.0;911.0;5;202.0;148.0;-456.0;4
984.0;978.0;7;199.0;134.0;-439.0;5
984.0;974.0;4;188.0;106.0;-449.0;4
961.0;926.0;-5;178.0;113.0;-447.0;-4
951.0;927.0;-1;182.0;119.0;-471.0;3
979.0;918.0;-2;171.0;100.0;-456.0;0
977.0;939.0;0;191.0;99.0;-459.0;-3
977.0;920.0;0;182.0;100.0;-472.0;-4
994.0;920.0;0;214.0;120.0;-476.0;-3
971.0;911.0;2;205.0;119.0;-460.0;0
985.0;911.0;-1;189.0;115.0;-460.0;0
987.0;939.0;3;222.0;130.0;-439.0;4
979.0;914.0;3;203.0;152.0;-458.0;-2
979.0;943.0;-9;200.0;114.0;-425.0;-3
991.0;932.0;-16;201.0;122.0;-414.0;-9
993.0;934.0;0;199.0;143.0;-427.0;11
969.0;920.0;22;212.0;142.0;-425.0;22
980.0;957.0;16;231.0;146.0;-434.0;18
970.0;921.0;2;214.0;157.0;-458.0;-4
981.0;941.0;5;212.0;151.0;-441.0;-7
988.0;949.0;3;205.0;153.0;-444.0;-7
991.0;936.0;-1;241.0;166.0;-435.0;-2
982.0;928.0;-4;221.0;117.0;-402.0;-1
982.0;936.0;5;211.0;147.0;-399.0;6
987.0;986.0;-21;237.0;94.0;-327.0;-6
981.0;940.0;0;210.0;139.0;-423.0;0
978.0;919.0;4;210.0;139.0;-441.0;-1
979.0;926.0;2;199.0;120.0;-436.0;-5
979.0;942.0;-4;220.0;114.0;-432.0;-4
980.0;950.0;1;210.0;136.0;-437.0;-2
975.0;926.0;4;202.0;133.0;-409.0;-4
982.0;936.0;3;208.0;122.0;-406.0;-1
976.0;927.0;-2;213.0;109.0;-422.0;1
982.0;931.0;5;218.0;143.0;-444.0;4
988.0;938.0;2;227.0;139.0;-443.0;1
974.0;925.0;-2;196.0;116.0;-444.0;-6
982.0;924.0;-4;199.0;115.0;-459.0;-11
997.0;912.0;2;182.0;147.0;-521.0;1
969.0;937.0;0;191.0;129.0;-447.0;2
979.0;924.0;-1;205.0;149.0;-506.0;-1
969.0;925.0;-2;204.0;124.0;-481.0;-1
989.0;918.0;-3;178.0;153.0;-463.0;1
970.0;930.0;0;181.0;145.0;-487.0;4
998.0;914.0;1;187.0;133.0;-456.0;1
977.0;910.0;-1;209.0;129.0;-446.0;-2
993.0;928.0;-2;211.0;122.0;-466.0;-2
981.0;904.0;0;206.0;130.0;-465.0;-2
969.0;909.0;3;194.0;126.0;-513.0;0
967.0;945.0;1;183.0;98.0;-449.0;1
975.0;928.0;2;187.0;132.0;-474.0;0
976.0;918.0;8;210.0;123.0;-462.0;1
968.0;919.0;2;206.0;138.0;-486.0;0
987.0;912.0;0;240.0;100.0;-506.0;-4
1015.0;855.0;-14;211.0;29.0;-491.0;62
989.0;920.0;1;194.0;63.0;-466.0;-7
979.0;920.0;3;201.0;85.0;-469.0;1
990.0;976.0;4;230.0;149.0;-472.0;-1
980.0;965.0;3;211.0;143.0;-427.0;1
978.0;978.0;8;235.0;123.0;-441.0;6
988.0;991.0;-5;226.0;134.0;-454.0;-1
969.0;1036.0;1;186.0;70.0;-450.0;-13
1016.0;1020.0;-31;379.0;311.0;-384.0;22
992.0;950.0;0;206.0;80.0;-429.0;-9
970.0;1039.0;-48;285.0;203.0;-473.0;42
974.0;944.0;-2;176.0;-29.0;-339.0;1
1016.0;1023.0;46;299.0;200.0;-602.0;34
981.0;954.0;1;176.0;108.0;-591.0;-11
993.0;866.0;-103;164.0;100.0;-768.0;-49
997.0;950.0;61;153.0;261.0;-532.0;14
991.0;964.0;-4;186.0;104.0;-557.0;4
973.0;974.0;1;228.0;-1.0;-558.0;0
974.0;958.0;30;127.0;215.0;-678.0;29
1001.0;960.0;9;271.0;54.0;-573.0;-6
1013.0;944.0;3;234.0;25.0;-590.0;0
936.0;1024.0;26;127.0;252.0;-663.0;37
962.0;1003.0;25;155.0;258.0;-719.0;25
919.0;985.0;6;236.0;45.0;-627.0;-5
971.0;946.0;21;157.0;294.0;-665.0;20
971.0;966.0;0;-260.0;-277.0;-711.0;86
979.0;975.0;1;89.0;91.0;-625.0;4
870.0;938.0;17;222.0;120.0;-598.0;-12
987.0;958.0;1;120.0;100.0;-635.0;3
1225.0;1030.0;-20;312.0;200.0;-783.0;8
1018.0;968.0;-3;261.0;211.0;-699.0;1
963.0;983.0;-4;181.0;152.0;-702.0;-4
991.0;968.0;3;110.0;100.0;-618.0;5
989.0;974.0;1;121.0;131.0;-623.0;3
974.0;1045.0;-182;81.0;62.0;-562.0;83
981.0;956.0;8;196.0;135.0;-712.0;1
999.0;966.0;-107;313.0;146.0;-541.0;-2
1035.0;946.0;-3;231.0;372.0;-851.0;17
938.0;963.0;6;197.0;236.0;-672.0;12
973.0;987.0;6;231.0;109.0;-655.0;19
1314.0;737.0;-80;274.0;25.0;-638.0;-37
993.0;1089.0;24;47.0;16.0;-532.0;-51
961.0;976.0;-3;-70.0;0.0;-571.0;-1
1177.0;992.0;3;214.0;-10.0;-566.0;-1
881.0;988.0;8;205.0;137.0;-688.0;15
1003.0;684.0;1;494.0;337.0;-797.0;-3
1083.0;868.0;9;375.0;232.0;-598.0;-5
1024.0;924.0;0;341.0;189.0;-625.0;10
358.0;791.0;-163;248.0;-29.0;-494.0;511
1033.0;1016.0;-4;-53.0;178.0;-770.0;0
1470.0;1020.0;13;230.0;412.0;-450.0;134
980.0;911.0;4;248.0;371.0;-702.0;0
944.0;802.0;-3;282.0;346.0;-801.0;-8
974.0;959.0;3;262.0;407.0;-985.0;-4
985.0;1024.0;13;222.0;188.0;-720.0;5
996.0;1006.0;43;229.0;229.0;-812.0;53
918.0;1000.0;-26;197.0;95.0;-490.0;-38
992.0;927.0;-5;334.0;166.0;-1013.0;-2
935.0;995.0;-9;390.0;153.0;-774.0;-7
1009.0;1348.0;217;301.0;-117.0;-683.0;27
958.0;821.0;-52;20.0;-198.0;-442.0;-24
990.0;1027.0;4;305.0;111.0;-692.0;-2
980.0;1080.0;5;242.0;-1.0;-779.0;2
995.0;1030.0;1;174.0;246.0;-511.0;5
992.0;1045.0;11;222.0;246.0;-478.0;5
964.0;1219.0;8;367.0;245.0;-582.0;9
977.0;964.0;-3;178.0;20.0;-724.0;-2
989.0;990.0;18;286.0;217.0;-457.0;41
981.0;884.0;-22;252.0;177.0;-525.0;13
959.0;928.0;-5;149.0;424.0;-398.0;3
877.0;1024.0;-1;271.0;139.0;-746.0;2
993.0;923.0;0;341.0;208.0;-903.0;-2
998.0;955.0;-3;197.0;163.0;-751.0;-5
909.0;1024.0;-6;231.0;119.0;-694.0;-3
952.0;957.0;6;7.0;32.0;-452.0;0
970.0;802.0;-84;231.0;-11.0;-702.0;-493
778.0;1024.0;-6;272.0;130.0;-745.0;-3
1015.0;1005.0;-2;243.0;108.0;-781.0;5
1020.0;939.0;7;217.0;88.0;-470.0;-9
551.0;834.0;-73;118.0;57.0;-847.0;-53
917.0;995.0;220;201.0;54.0;-540.0;736
802.0;1104.0;302;357.0;-5.0;-606.0;180
917.0;1172.0;198;-170.0;-342.0;-686.0;359
1120.0;1005.0;186;106.0;130.0;-462.0;210
988.0;1004.0;62;243.0;217.0;-564.0;78
996.0;1004.0;72;60.0;329.0;-679.0;128
998.0;847.0;-19;331.0;171.0;-564.0;-3
955.0;909.0;-151;308.0;86.0;-557.0;-59
989.0;904.0;-68;253.0;267.0;-562.0;-33
1071.0;897.0;-238;419.0;461.0;-651.0;-73
993.0;1015.0;-442;423.0;176.0;-448.0;-256
435.0;729.0;-571;168.0;-78.0;-404.0;55
680.0;707.0;-265;328.0;17.0;-432.0;28
1002.0;992.0;220;421.0;291.0;-431.0;484
968.0;800.0;1;186.0;532.0;-804.0;-2
973.0;908.0;83;201.0;182.0;-619.0;104
998.0;854.0;-132;351.0;310.0;-391.0;40
995.0;858.0;42;167.0;136.0;-656.0;8
954.0;910.0;79;-73.0;1001.0;-570.0;-73
985.0;857.0;165;215.0;53.0;-555.0;203
995.0;951.0;87;193.0;27.0;-555.0;-74
963.0;924.0;2;247.0;91.0;-516.0;21
1005.0;887.0;-266;354.0;16.0;-814.0;219
1028.0;964.0;-8;-325.0;381.0;-460.0;11
989.0;924.0;70;302.0;105.0;-550.0;40
997.0;909.0;-12;262.0;109.0;-644.0;14
889.0;994.0;0;321.0;7.0;-447.0;-29
994.0;996.0;47;-266.0;367.0;-618.0;-334
961.0;1026.0;14;210.0;116.0;-559.0;-51
973.0;1081.0;-28;245.0;237.0;-508.0;-4
804.0;988.0;17;285.0;379.0;-600.0;8
997.0;939.0;-19;325.0;211.0;-520.0;27
914.0;987.0;-26;160.0;122.0;-510.0;-16
988.0;973.0;-15;202.0;163.0;-476.0;26
999.0;930.0;-32;191.0;-145.0;-598.0;-6
1849.0;982.0;-19;1802.0;409.0;-657.0;33
728.0;815.0;-4;394.0;445.0;-845.0;5
1054.0;1053.0;4;180.0;157.0;-640.0;6
990.0;1107.0;-524;295.0;17.0;-550.0;195
939.0;920.0;6;192.0;68.0;-509.0;6
939.0;929.0;4;204.0;89.0;-489.0;2
1378.0;1033.0;-46;252.0;3.0;-620.0;63
755.0;851.0;2328;360.0;72.0;-592.0;-1306
969.0;1122.0;-11;343.0;137.0;-575.0;6
983.0;925.0;2;181.0;136.0;-505.0;-2
998.0;937.0;3;211.0;139.0;-505.0;-7
981.0;979.0;-2;285.0;-71.0;-703.0;3
967.0;958.0;22;280.0;203.0;-492.0;25
988.0;1021.0;-56;322.0;389.0;-523.0;43
989.0;937.0;3;244.0;132.0;-524.0;-11
1229.0;1420.0;-632;1446.0;-172.0;-884.0;-199
987.0;1076.0;37;190.0;218.0;-843.0;20
980.0;946.0;5;247.0;184.0;-545.0;-5
1008.0;918.0;8;311.0;181.0;-511.0;-5
1000.0;932.0;-37;281.0;-21.0;-779.0;-20
988.0;984.0;1;409.0;366.0;-767.0;-12
955.0;918.0;-3;349.0;81.0;-589.0;1
985.0;820.0;-39;234.0;20.0;-596.0;156
998.0;947.0;-4;254.0;30.0;-640.0;-2
964.0;784.0;12;40.0;-140.0;-781.0;0
987.0;951.0;-3;208.0;101.0;-529.0;10
987.0;952.0;-7;193.0;108.0;-515.0;0
534.0;950.0;-4;500.0;826.0;-641.0;-2
849.0;880.0;-5;444.0;887.0;-684.0;-2
984.0;963.0;-11;181.0;109.0;-499.0;-2
992.0;913.0;251;281.0;-78.0;-709.0;157
971.0;958.0;-7;201.0;90.0;-496.0;5
970.0;957.0;57;536.0;575.0;-581.0;28
981.0;941.0;-3;305.0;72.0;-631.0;-1
974.0;963.0;-3;201.0;98.0;-488.0;-4
982.0;954.0;-9;212.0;90.0;-469.0;1
989.0;964.0;0;232.0;81.0;-599.0;2
989.0;950.0;-1;226.0;60.0;-599.0;3
970.0;937.0;-3;251.0;40.0;-620.0;5
954.0;948.0;-7;192.0;98.0;-488.0;5
981.0;947.0;3;236.0;42.0;-610.0;0
990.0;946.0;-1;251.0;31.0;-619.0;1
999.0;947.0;-4;242.0;44.0;-597.0;2
975.0;920.0;-6;187.0;87.0;-488.0;-8
989.0;928.0;-15;197.0;87.0;-490.0;0
994.0;946.0;0;241.0;59.0;-602.0;-4
983.0;947.0;-1;232.0;42.0;-597.0;-1
989.0;954.0;-12;176.0;79.0;-496.0;10
989.0;941.0;-13;184.0;98.0;-494.0;2
970.0;864.0;1;189.0;120.0;-490.0;-6
981.0;894.0;14;171.0;140.0;-467.0;-11
998.0;906.0;4;166.0;141.0;-480.0;-10
989.0;880.0;6;151.0;148.0;-471.0;0
987.0;935.0;-12;178.0;88.0;-511.0;-1
971.0;865.0;12;12.0;152.0;-432.0;5
977.0;873.0;-28;151.0;287.0;-507.0;25
947.0;922.0;2;90.0;391.0;-548.0;-2
963.0;917.0;-3;152.0;474.0;-412.0;1
966.0;947.0;13;189.0;79.0;-500.0;-11
977.0;927.0;17;191.0;108.0;-510.0;-14
987.0;979.0;-7;209.0;338.0;-600.0;-4
985.0;993.0;-2;-4.0;493.0;-538.0;9
942.0;942.0;24;581.0;51.0;-638.0;39
977.0;921.0;-2;218.0;100.0;-591.0;0
984.0;928.0;6;192.0;93.0;-510.0;0
934.0;987.0;-2;167.0;109.0;-615.0;-2
937.0;979.0;-5;221.0;91.0;-636.0;-9
899.0;973.0;0;190.0;-22.0;-639.0;0
966.0;937.0;3;189.0;89.0;-521.0;-2
973.0;938.0;0;209.0;88.0;-505.0;-5
985.0;950.0;4;202.0;99.0;-505.0;2
983.0;955.0;6;181.0;89.0;-501.0;0
986.0;936.0;-1;202.0;99.0;-511.0;1
966.0;925.0;-3;201.0;97.0;-493.0;0
995.0;929.0;-8;199.0;92.0;-516.0;2
972.0;952.0;-2;194.0;92.0;-504.0;2
969.0;957.0;-3;188.0;103.0;-514.0;-1
990.0;967.0;-2;267.0;6.0;-586.0;-1
984.0;949.0;-6;263.0;6.0;-582.0;-3
979.0;937.0;-9;246.0;-24.0;-560.0;-2
979.0;950.0;-3;212.0;107.0;-493.0;5
980.0;937.0;-3;193.0;96.0;-497.0;6
970.0;950.0;-9;176.0;85.0;-482.0;5
995.0;947.0;0;189.0;3.0;-414.0;0
995.0;1012.0;6;230.0;-30.0;-415.0;-2
950.0;991.0;584;373.0;149.0;-509.0;-21
966.0;986.0;1;185.0;29.0;-492.0;0
980.0;981.0;5;170.0;0.0;-539.0;4
998.0;940.0;8;143.0;-15.0;-480.0;-7
976.0;977.0;4;792.0;569.0;-575.0;-3
854.0;1082.0;123;215.0;290.0;-563.0;-75
1005.0;916.0;-2;251.0;-50.0;-622.0;0
975.0;956.0;3;330.0;338.0;-510.0;-17
985.0;919.0;31;281.0;297.0;-465.0;-83
1027.0;933.0;20;218.0;277.0;-512.0;-12
822.0;941.0;3;272.0;217.0;-386.0;2
973.0;781.0;3;356.0;418.0;-769.0;3
959.0;965.0;26;203.0;75.0;-473.0;11
970.0;899.0;162;364.0;138.0;-491.0;-679
849.0;838.0;387;135.0;498.0;-423.0;-96
1453.0;976.0;-10;170.0;1000.0;-786.0;75
982.0;962.0;-4;458.0;380.0;-687.0;-4
988.0;941.0;72;197.0;283.0;-437.0;50
1204.0;817.0;-19;358.0;152.0;-548.0;50
977.0;929.0;234;272.0;309.0;-457.0;-115
997.0;910.0;-4;177.0;286.0;-419.0;-6
976.0;898.0;-15;177.0;168.0;-518.0;-58
977.0;1151.0;346;241.0;62.0;-736.0;-180
991.0;905.0;-35;267.0;260.0;-573.0;35
1123.0;965.0;1;353.0;325.0;-474.0;-3
1451.0;1040.0;364;436.0;198.0;-641.0;228
988.0;926.0;2;152.0;198.0;-401.0;-9
960.0;1004.0;-25;25.0;425.0;-695.0;-2
999.0;938.0;-10;303.0;-46.0;-385.0;-3
968.0;910.0;1;151.0;196.0;-398.0;-4
984.0;976.0;310;263.0;419.0;-598.0;42
1067.0;813.0;971;223.0;843.0;-644.0;559
997.0;918.0;-1;160.0;185.0;-400.0;-2
988.0;930.0;5;162.0;180.0;-389.0;0
877.0;947.0;28;71.0;256.0;-441.0;-8
987.0;949.0;3;160.0;194.0;-392.0;1
320.0;917.0;9;311.0;30.0;-610.0;0
984.0;915.0;1;142.0;188.0;-398.0;-1
979.0;910.0;-2;154.0;185.0;-397.0;4
975.0;969.0;-105;398.0;284.0;-473.0;65
989.0;962.0;9;260.0;-5.0;-572.0;1
995.0;944.0;-3;251.0;-56.0;-431.0;-3
1003.0;991.0;2;657.0;-517.0;-547.0;24
988.0;956.0;7;233.0;-29.0;-534.0;1
461.0;672.0;-110;282.0;3.0;-401.0;-211
960.0;1575.0;-24;283.0;8.0;-645.0;49
1027.0;1017.0;-5;10.0;-61.0;-750.0;-2
973.0;1101.0;9;66.0;-323.0;-723.0;84
998.0;780.0;157;257.0;1.0;-504.0;105
727.0;995.0;-32;365.0;215.0;-890.0;20
956.0;1029.0;-2;97.0;122.0;-760.0;3
992.0;920.0;4;251.0;-30.0;-471.0;9
987.0;929.0;1;241.0;-30.0;-442.0;5
1006.0;910.0;-15;-128.0;-358.0;-457.0;104
1034.0;1033.0;11;307.0;77.0;-523.0;35
864.0;1081.0;2;339.0;74.0;-768.0;-300
965.0;1110.0;7;201.0;118.0;-453.0;2
1025.0;760.0;112;78.0;-332.0;-413.0;-101
998.0;953.0;-8;239.0;-15.0;-542.0;1
974.0;1033.0;-2;-83.0;353.0;-830.0;-8
813.0;1099.0;714;62.0;242.0;-707.0;1268
1008.0;965.0;-4;152.0;74.0;-410.0;-3
979.0;956.0;-8;150.0;119.0;-396.0;4
945.0;886.0;12;322.0;476.0;-860.0;2
971.0;1004.0;-1;-50.0;217.0;-547.0;-12
997.0;996.0;87;403.0;308.0;-450.0;67
1242.0;913.0;464;202.0;1390.0;-555.0;-328
969.0;908.0;-6;176.0;172.0;-390.0;-2
963.0;914.0;0;141.0;184.0;-400.0;-5
998.0;956.0;-1;312.0;-83.0;-708.0;-3
965.0;911.0;-41;-231.0;-32.0;-450.0;37
1007.0;937.0;-4;147.0;175.0;-400.0;4
970.0;1003.0;-14;308.0;-48.0;-562.0;26
977.0;984.0;-30;250.0;221.0;-389.0;19
485.0;990.0;-1;188.0;91.0;-533.0;14
979.0;875.0;231;10.0;-137.0;-598.0;-520
953.0;972.0;-66;606.0;-221.0;-513.0;-48
1011.0;1045.0;-1602;218.0;180.0;-678.0;523
