InertialMeasurementUnit LUA magneticY;InertialMeasurementUnit BACK magneticZ;Accelerometer RUA_ accX;InertialMeasurementUnit RLA magneticX;InertialMeasurementUnit LLA magneticY;Accelerometer RWR accZ;InertialMeasurementUnit RUA magneticY
253.0;350.0;277.0;8.0;548.0;587.0;-602.0
186.0;329.0;299.0;71.0;464.0;550.0;-574.0
187.0;324.0;277.0;75.0;467.0;560.0;-570.0
188.0;319.0;247.0;77.0;469.0;539.0;-566.0
191.0;315.0;217.0;78.0;472.0;539.0;-563.0
194.0;309.0;218.0;78.0;477.0;482.0;-557.0
246.0;292.0;233.0;97.0;542.0;513.0;-546.0
243.0;292.0;216.0;99.0;538.0;521.0;-546.0
236.0;292.0;210.0;100.0;530.0;532.0;-547.0
232.0;294.0;209.0;99.0;520.0;512.0;-548.0
72.0;-29.0;214.0;639.0;219.0;641.0;-429.0
87.0;-24.0;172.0;668.0;235.0;604.0;-417.0
102.0;-24.0;186.0;699.0;252.0;564.0;-409.0
276.0;410.0;688.0;-67.0;487.0;548.0;-474.0
11.0;-43.0;181.0;574.0;85.0;583.0;-444.0
79.0;334.0;320.0;41.0;366.0;571.0;-584.0
140.0;328.0;279.0;39.0;469.0;661.0;-567.0
138.0;325.0;300.0;42.0;467.0;615.0;-569.0
151.0;321.0;253.0;52.0;472.0;563.0;-562.0
153.0;322.0;251.0;48.0;474.0;556.0;-564.0
149.0;314.0;233.0;36.0;471.0;540.0;-554.0
20.0;-39.0;86.0;569.0;106.0;519.0;-450.0
51.0;-31.0;145.0;580.0;152.0;607.0;-440.0
68.0;-26.0;165.0;599.0;183.0;569.0;-426.0
160.0;313.0;348.0;-14.0;482.0;693.0;-574.0
188.0;323.0;478.0;-139.0;509.0;693.0;-613.0
190.0;326.0;511.0;-145.0;510.0;742.0;-612.0
193.0;329.0;500.0;-143.0;514.0;722.0;-613.0
195.0;327.0;529.0;-140.0;515.0;716.0;-610.0
186.0;327.0;496.0;-118.0;515.0;672.0;-601.0
184.0;326.0;470.0;-108.0;514.0;644.0;-598.0
182.0;322.0;459.0;-97.0;511.0;648.0;-593.0
179.0;320.0;419.0;-86.0;513.0;607.0;-593.0
179.0;317.0;428.0;-73.0;515.0;628.0;-589.0
177.0;309.0;381.0;-59.0;512.0;655.0;-585.0
174.0;305.0;327.0;-46.0;510.0;684.0;-579.0
116.0;255.0;275.0;-1.0;458.0;566.0;-542.0
106.0;254.0;272.0;-5.0;450.0;542.0;-541.0
101.0;251.0;263.0;-10.0;440.0;562.0;-539.0
95.0;249.0;225.0;-17.0;435.0;536.0;-539.0
95.0;248.0;233.0;-18.0;432.0;528.0;-540.0
91.0;249.0;220.0;-25.0;434.0;528.0;-542.0
135.0;274.0;278.0;9.0;484.0;598.0;-554.0
141.0;276.0;285.0;12.0;489.0;563.0;-557.0
145.0;276.0;288.0;14.0;492.0;562.0;-555.0
146.0;276.0;276.0;14.0;493.0;577.0;-554.0
145.0;275.0;250.0;16.0;493.0;589.0;-551.0
164.0;288.0;291.0;11.0;507.0;607.0;-561.0
161.0;288.0;280.0;12.0;506.0;574.0;-561.0
162.0;290.0;279.0;15.0;506.0;625.0;-559.0
174.0;301.0;267.0;2.0;515.0;587.0;-571.0
180.0;303.0;282.0;1.0;521.0;598.0;-569.0
180.0;304.0;295.0;0.0;522.0;612.0;-569.0
181.0;303.0;271.0;0.0;520.0;581.0;-570.0
190.0;337.0;292.0;-11.0;533.0;610.0;-583.0
192.0;339.0;307.0;-13.0;534.0;630.0;-582.0
194.0;339.0;320.0;-10.0;536.0;621.0;-581.0
192.0;338.0;311.0;-6.0;537.0;630.0;-582.0
191.0;337.0;339.0;-5.0;532.0;622.0;-582.0
188.0;335.0;316.0;-1.0;532.0;629.0;-578.0
166.0;318.0;269.0;7.0;503.0;559.0;-568.0
171.0;321.0;271.0;7.0;509.0;610.0;-568.0
172.0;321.0;283.0;7.0;509.0;603.0;-568.0
176.0;321.0;291.0;11.0;511.0;621.0;-568.0
178.0;321.0;292.0;11.0;515.0;609.0;-568.0
186.0;329.0;296.0;9.0;521.0;603.0;-574.0
189.0;327.0;283.0;8.0;524.0;620.0;-577.0
187.0;328.0;304.0;8.0;524.0;595.0;-578.0
185.0;329.0;293.0;8.0;523.0;602.0;-576.0
183.0;328.0;274.0;9.0;522.0;583.0;-574.0
183.0;327.0;275.0;8.0;522.0;600.0;-573.0
185.0;326.0;285.0;7.0;523.0;550.0;-574.0
185.0;325.0;303.0;7.0;525.0;545.0;-574.0
183.0;324.0;302.0;7.0;523.0;607.0;-573.0
181.0;324.0;267.0;7.0;520.0;603.0;-571.0
179.0;324.0;260.0;7.0;519.0;600.0;-569.0
177.0;322.0;285.0;5.0;519.0;601.0;-571.0
167.0;313.0;257.0;6.0;512.0;572.0;-562.0
167.0;310.0;252.0;9.0;512.0;596.0;-561.0
171.0;311.0;292.0;12.0;515.0;559.0;-566.0
169.0;310.0;292.0;12.0;514.0;556.0;-564.0
170.0;311.0;267.0;15.0;514.0;569.0;-564.0
172.0;310.0;252.0;16.0;516.0;591.0;-563.0
172.0;311.0;252.0;16.0;515.0;570.0;-564.0
174.0;313.0;262.0;14.0;515.0;604.0;-564.0
175.0;314.0;271.0;14.0;520.0;610.0;-566.0
179.0;315.0;272.0;13.0;522.0;610.0;-566.0
184.0;317.0;282.0;13.0;521.0;596.0;-569.0
187.0;316.0;280.0;12.0;526.0;589.0;-569.0
186.0;315.0;279.0;13.0;526.0;570.0;-568.0
187.0;316.0;246.0;10.0;525.0;557.0;-570.0
188.0;319.0;235.0;7.0;529.0;569.0;-572.0
88.0;-18.0;147.0;624.0;219.0;478.0;-409.0
111.0;-17.0;145.0;650.0;255.0;502.0;-391.0
139.0;-18.0;174.0;680.0;295.0;476.0;-377.0
245.0;368.0;286.0;11.0;566.0;592.0;-606.0
244.0;368.0;312.0;12.0;564.0;576.0;-607.0
243.0;366.0;304.0;13.0;564.0;556.0;-604.0
532.0;34.0;126.0;615.0;574.0;443.0;-9.0
561.0;34.0;329.0;415.0;436.0;619.0;-326.0
549.0;27.0;304.0;369.0;417.0;777.0;-348.0
240.0;361.0;269.0;9.0;566.0;574.0;-600.0
549.0;22.0;249.0;331.0;403.0;772.0;-363.0
237.0;359.0;276.0;8.0;563.0;576.0;-599.0
237.0;358.0;271.0;8.0;561.0;581.0;-597.0
551.0;21.0;204.0;305.0;398.0;544.0;-373.0
234.0;358.0;276.0;7.0;559.0;601.0;-597.0
227.0;369.0;313.0;-1.0;557.0;619.0;-608.0
226.0;368.0;316.0;1.0;555.0;621.0;-608.0
225.0;367.0;321.0;2.0;555.0;601.0;-605.0
224.0;365.0;310.0;0.0;554.0;622.0;-604.0
219.0;364.0;320.0;2.0;550.0;618.0;-603.0
218.0;363.0;318.0;2.0;546.0;624.0;-603.0
231.0;370.0;312.0;4.0;557.0;609.0;-609.0
235.0;371.0;317.0;5.0;560.0;629.0;-610.0
237.0;370.0;301.0;3.0;562.0;603.0;-610.0
239.0;369.0;310.0;7.0;566.0;601.0;-608.0
241.0;366.0;315.0;8.0;567.0;601.0;-608.0
240.0;367.0;305.0;9.0;564.0;595.0;-604.0
549.0;18.0;326.0;287.0;393.0;473.0;-376.0
236.0;361.0;269.0;11.0;561.0;584.0;-601.0
232.0;358.0;274.0;11.0;557.0;572.0;-599.0
229.0;358.0;286.0;11.0;553.0;575.0;-599.0
225.0;356.0;264.0;15.0;547.0;592.0;-597.0
220.0;354.0;269.0;12.0;542.0;571.0;-595.0
217.0;354.0;270.0;16.0;538.0;580.0;-596.0
213.0;352.0;289.0;15.0;533.0;581.0;-596.0
212.0;349.0;282.0;14.0;531.0;598.0;-593.0
208.0;351.0;271.0;15.0;529.0;557.0;-595.0
208.0;350.0;280.0;14.0;528.0;574.0;-593.0
209.0;353.0;271.0;14.0;528.0;562.0;-595.0
209.0;351.0;269.0;11.0;530.0;552.0;-595.0
221.0;352.0;287.0;15.0;545.0;595.0;-594.0
234.0;361.0;291.0;9.0;559.0;594.0;-600.0
235.0;361.0;279.0;8.0;559.0;595.0;-601.0
235.0;360.0;286.0;10.0;559.0;578.0;-600.0
235.0;362.0;298.0;10.0;559.0;572.0;-601.0
234.0;361.0;275.0;10.0;561.0;562.0;-599.0
236.0;362.0;289.0;10.0;559.0;571.0;-600.0
234.0;362.0;283.0;11.0;561.0;579.0;-601.0
235.0;358.0;292.0;10.0;560.0;603.0;-601.0
235.0;361.0;289.0;15.0;557.0;600.0;-600.0
237.0;358.0;295.0;15.0;558.0;597.0;-600.0
234.0;361.0;291.0;15.0;557.0;554.0;-600.0
225.0;348.0;252.0;13.0;556.0;543.0;-593.0
221.0;349.0;271.0;11.0;553.0;587.0;-593.0
263.0;338.0;297.0;20.0;582.0;623.0;-605.0
267.0;342.0;281.0;21.0;584.0;609.0;-609.0
549.0;18.0;319.0;277.0;389.0;502.0;-375.0
295.0;265.0;492.0;169.0;584.0;793.0;-432.0
529.0;4.0;71.0;329.0;346.0;666.0;-342.0
403.0;332.0;248.0;118.0;687.0;744.0;-487.0
225.0;-223.0;369.0;203.0;-11.0;741.0;-551.0
297.0;283.0;223.0;141.0;570.0;735.0;-448.0
272.0;276.0;199.0;146.0;554.0;717.0;-435.0
-154.0;-249.0;385.0;374.0;-183.0;605.0;-231.0
426.0;6.0;245.0;317.0;62.0;418.0;-234.0
198.0;321.0;236.0;3.0;522.0;547.0;-580.0
183.0;313.0;227.0;3.0;507.0;570.0;-573.0
173.0;305.0;262.0;10.0;499.0;599.0;-565.0
173.0;301.0;261.0;15.0;497.0;582.0;-562.0
172.0;301.0;251.0;15.0;500.0;596.0;-561.0
173.0;300.0;254.0;17.0;500.0;557.0;-560.0
175.0;301.0;264.0;21.0;504.0;569.0;-559.0
176.0;302.0;273.0;21.0;507.0;599.0;-560.0
178.0;305.0;266.0;19.0;511.0;604.0;-561.0
185.0;305.0;265.0;18.0;515.0;576.0;-564.0
198.0;310.0;282.0;16.0;530.0;623.0;-570.0
196.0;307.0;291.0;19.0;528.0;630.0;-569.0
-89.0;6.0;193.0;126.0;256.0;488.0;-314.0
-115.0;-20.0;195.0;129.0;229.0;483.0;-291.0
29.0;146.0;579.0;-223.0;380.0;835.0;-474.0
240.0;270.0;213.0;146.0;529.0;630.0;-422.0
204.0;261.0;238.0;148.0;494.0;520.0;-413.0
161.0;254.0;262.0;148.0;449.0;541.0;-405.0
102.0;248.0;241.0;137.0;385.0;512.0;-401.0
28.0;240.0;163.0;114.0;303.0;477.0;-418.0
-82.0;84.0;455.0;213.0;121.0;548.0;-282.0
-43.0;75.0;402.0;225.0;210.0;634.0;-271.0
-2.0;66.0;466.0;241.0;349.0;795.0;-262.0
41.0;58.0;427.0;255.0;465.0;775.0;-251.0
208.0;-470.0;92.0;848.0;-52.0;465.0;360.0
146.0;-274.0;165.0;639.0;97.0;539.0;32.0
193.0;-252.0;177.0;609.0;209.0;539.0;13.0
218.0;-251.0;364.0;605.0;260.0;559.0;5.0
237.0;-243.0;321.0;596.0;293.0;592.0;-7.0
609.0;2.0;277.0;132.0;511.0;685.0;-489.0
250.0;-228.0;289.0;601.0;314.0;688.0;-18.0
260.0;-217.0;311.0;607.0;319.0;846.0;-26.0
85.0;50.0;335.0;269.0;507.0;648.0;-239.0
293.0;15.0;415.0;232.0;-173.0;815.0;-188.0
28.0;139.0;568.0;-225.0;381.0;804.0;-472.0
349.0;-482.0;394.0;471.0;79.0;813.0;-189.0
308.0;-493.0;417.0;531.0;72.0;815.0;70.0
288.0;24.0;387.0;198.0;-180.0;735.0;-197.0
281.0;37.0;388.0;168.0;-184.0;753.0;-206.0
273.0;44.0;404.0;149.0;-191.0;907.0;-206.0
268.0;45.0;357.0;133.0;-193.0;872.0;-204.0
261.0;46.0;398.0;111.0;-182.0;787.0;-204.0
248.0;41.0;364.0;89.0;-156.0;798.0;-206.0
231.0;34.0;256.0;73.0;-111.0;738.0;-219.0
198.0;23.0;180.0;46.0;-46.0;714.0;-238.0
45.0;191.0;511.0;-230.0;297.0;597.0;-405.0
48.0;193.0;532.0;-233.0;303.0;699.0;-405.0
93.0;258.0;777.0;59.0;332.0;908.0;-360.0
91.0;260.0;740.0;48.0;331.0;887.0;-365.0
91.0;259.0;787.0;49.0;332.0;956.0;-363.0
91.0;319.0;500.0;-125.0;312.0;777.0;-367.0
91.0;259.0;714.0;51.0;332.0;969.0;-363.0
90.0;259.0;765.0;51.0;331.0;898.0;-361.0
90.0;259.0;810.0;49.0;331.0;954.0;-362.0
99.0;322.0;520.0;-164.0;318.0;825.0;-378.0
104.0;329.0;483.0;-212.0;324.0;735.0;-389.0
112.0;332.0;456.0;-260.0;334.0;831.0;-398.0
70.0;68.0;114.0;-28.0;412.0;656.0;-356.0
117.0;335.0;397.0;-297.0;343.0;741.0;-406.0
91.0;82.0;119.0;-34.0;408.0;656.0;-367.0
108.0;96.0;126.0;-33.0;406.0;621.0;-368.0
123.0;114.0;270.0;-27.0;408.0;608.0;-365.0
410.0;197.0;439.0;-29.0;531.0;679.0;-409.0
422.0;195.0;460.0;-30.0;531.0;674.0;-413.0
430.0;199.0;490.0;-32.0;528.0;681.0;-418.0
89.0;258.0;795.0;49.0;330.0;930.0;-359.0
435.0;198.0;479.0;-37.0;524.0;722.0;-419.0
443.0;200.0;439.0;-38.0;522.0;705.0;-422.0
89.0;257.0;748.0;46.0;329.0;906.0;-363.0
89.0;257.0;776.0;41.0;331.0;926.0;-366.0
88.0;256.0;779.0;45.0;330.0;974.0;-365.0
87.0;255.0;681.0;51.0;327.0;863.0;-360.0
251.0;27.0;638.0;-108.0;565.0;661.0;-329.0
201.0;11.0;748.0;-45.0;531.0;694.0;-286.0
-205.0;-157.0;189.0;324.0;99.0;615.0;-163.0
-149.0;-100.0;84.0;296.0;159.0;571.0;-219.0
-99.0;-50.0;2.0;264.0;209.0;539.0;-271.0
86.0;254.0;775.0;57.0;329.0;939.0;-360.0
87.0;254.0;842.0;57.0;328.0;931.0;-358.0
86.0;252.0;744.0;63.0;328.0;983.0;-357.0
-130.0;-15.0;673.0;322.0;-17.0;922.0;-86.0
-103.0;-1.0;731.0;305.0;-8.0;875.0;-100.0
-70.0;11.0;813.0;292.0;7.0;812.0;-112.0
170.0;181.0;784.0;44.0;181.0;978.0;-290.0
-59.0;-4.0;-15.0;242.0;253.0;520.0;-315.0
-21.0;46.0;28.0;225.0;292.0;486.0;-347.0
11.0;86.0;79.0;204.0;324.0;445.0;-378.0
40.0;122.0;65.0;181.0;349.0;493.0;-405.0
62.0;151.0;156.0;165.0;369.0;495.0;-438.0
87.0;177.0;232.0;152.0;387.0;492.0;-475.0
113.0;204.0;253.0;126.0;407.0;439.0;-510.0
134.0;223.0;295.0;104.0;420.0;509.0;-541.0
152.0;239.0;287.0;79.0;435.0;521.0;-571.0
217.0;357.0;105.0;204.0;493.0;424.0;-850.0
87.0;253.0;740.0;66.0;329.0;843.0;-358.0
-287.0;22.0;910.0;-67.0;-11.0;870.0;-530.0
86.0;252.0;708.0;72.0;329.0;943.0;-351.0
-91.0;-2.0;709.0;-9.0;235.0;724.0;-475.0
-18.0;11.0;710.0;17.0;325.0;654.0;-465.0
39.0;24.0;707.0;34.0;379.0;681.0;-457.0
82.0;43.0;699.0;49.0;412.0;655.0;-447.0
357.0;400.0;477.0;157.0;523.0;819.0;-556.0
343.0;393.0;422.0;168.0;509.0;736.0;-559.0
118.0;63.0;627.0;67.0;434.0;708.0;-442.0
148.0;87.0;613.0;87.0;450.0;852.0;-434.0
173.0;117.0;810.0;106.0;465.0;817.0;-429.0
198.0;142.0;720.0;123.0;471.0;953.0;-426.0
94.0;254.0;827.0;85.0;336.0;973.0;-349.0
99.0;253.0;733.0;79.0;341.0;918.0;-354.0
34.0;123.0;576.0;-225.0;388.0;830.0;-468.0
226.0;-166.0;370.0;643.0;10.0;691.0;37.0
72.0;-443.0;446.0;736.0;103.0;755.0;272.0
39.0;119.0;546.0;-228.0;394.0;772.0;-465.0
42.0;120.0;542.0;-227.0;399.0;816.0;-463.0
44.0;119.0;572.0;-225.0;403.0;763.0;-465.0
48.0;117.0;570.0;-221.0;408.0;774.0;-463.0
472.0;-129.0;155.0;541.0;279.0;440.0;-251.0
521.0;-87.0;351.0;481.0;291.0;513.0;-254.0
221.0;225.0;463.0;-225.0;581.0;509.0;-505.0
48.0;216.0;741.0;168.0;289.0;917.0;-283.0
346.0;-187.0;456.0;646.0;214.0;927.0;-45.0
45.0;216.0;735.0;176.0;285.0;906.0;-276.0
42.0;212.0;716.0;183.0;283.0;904.0;-274.0
44.0;210.0;725.0;184.0;284.0;888.0;-273.0
42.0;209.0;720.0;184.0;284.0;904.0;-272.0
41.0;207.0;662.0;184.0;282.0;882.0;-267.0
41.0;208.0;640.0;188.0;281.0;886.0;-265.0
333.0;391.0;354.0;172.0;503.0;764.0;-560.0
215.0;205.0;292.0;-62.0;223.0;575.0;-347.0
330.0;385.0;311.0;175.0;507.0;670.0;-561.0
329.0;377.0;312.0;173.0;507.0;741.0;-562.0
328.0;370.0;280.0;173.0;507.0;709.0;-560.0
329.0;365.0;269.0;174.0;514.0;621.0;-560.0
565.0;585.0;185.0;188.0;633.0;528.0;-673.0
189.0;185.0;281.0;-49.0;214.0;565.0;-329.0
381.0;251.0;281.0;227.0;645.0;668.0;-516.0
378.0;233.0;275.0;226.0;634.0;666.0;-510.0
212.0;238.0;607.0;190.0;488.0;1070.0;-415.0
193.0;252.0;507.0;196.0;466.0;892.0;-422.0
168.0;263.0;472.0;203.0;434.0;850.0;-432.0
130.0;280.0;386.0;205.0;390.0;832.0;-439.0
78.0;299.0;302.0;201.0;332.0;818.0;-445.0
19.0;302.0;309.0;185.0;276.0;848.0;-462.0
-35.0;301.0;348.0;175.0;223.0;859.0;-466.0
-65.0;310.0;356.0;165.0;188.0;775.0;-457.0
-85.0;311.0;263.0;152.0;176.0;730.0;-452.0
165.0;169.0;310.0;-35.0;212.0;508.0;-310.0
-24.0;-27.0;286.0;316.0;150.0;555.0;-101.0
95.0;100.0;362.0;484.0;179.0;767.0;-228.0
143.0;114.0;281.0;475.0;236.0;733.0;-247.0
190.0;127.0;236.0;470.0;294.0;694.0;-264.0
243.0;138.0;227.0;463.0;353.0;628.0;-280.0
293.0;147.0;131.0;463.0;411.0;583.0;-295.0
40.0;-89.0;34.0;203.0;474.0;463.0;-324.0
344.0;153.0;231.0;462.0;471.0;557.0;-311.0
-293.0;-567.0;658.0;768.0;-134.0;810.0;402.0
40.0;206.0;649.0;194.0;279.0;892.0;-256.0
189.0;327.0;596.0;-137.0;404.0;907.0;-491.0
184.0;317.0;635.0;-128.0;398.0;915.0;-483.0
270.0;-26.0;1.0;254.0;293.0;463.0;-268.0
38.0;206.0;664.0;199.0;276.0;923.0;-253.0
310.0;-5.0;-31.0;261.0;367.0;680.0;-251.0
-117.0;-190.0;111.0;317.0;184.0;494.0;5.0
-120.0;-202.0;133.0;329.0;191.0;462.0;17.0
-128.0;-215.0;154.0;341.0;187.0;496.0;26.0
176.0;306.0;658.0;-121.0;393.0;794.0;-475.0
302.0;-56.0;489.0;132.0;250.0;648.0;46.0
347.0;-8.0;541.0;46.0;264.0;641.0;-12.0
395.0;45.0;546.0;-40.0;281.0;664.0;-71.0
-163.0;-239.0;110.0;365.0;135.0;602.0;62.0
165.0;292.0;584.0;-126.0;387.0;933.0;-467.0
314.0;-2.0;465.0;271.0;390.0;504.0;-246.0
318.0;-6.0;403.0;287.0;405.0;390.0;-243.0
320.0;-21.0;209.0;297.0;413.0;684.0;-245.0
321.0;-24.0;128.0;311.0;423.0;896.0;-247.0
319.0;-28.0;233.0;321.0;429.0;738.0;-248.0
327.0;-28.0;239.0;338.0;433.0;435.0;-257.0
334.0;-16.0;185.0;348.0;440.0;308.0;-265.0
345.0;-14.0;67.0;365.0;449.0;400.0;-271.0
159.0;282.0;641.0;-131.0;386.0;940.0;-456.0
154.0;272.0;709.0;-137.0;381.0;932.0;-454.0
-187.0;-250.0;173.0;376.0;95.0;619.0;81.0
351.0;-20.0;90.0;378.0;450.0;418.0;-284.0
352.0;-21.0;118.0;388.0;440.0;411.0;-303.0
133.0;247.0;658.0;-116.0;364.0;837.0;-442.0
144.0;263.0;690.0;-175.0;379.0;811.0;-489.0
314.0;-13.0;172.0;402.0;417.0;405.0;-311.0
-91.0;-64.0;159.0;38.0;209.0;576.0;-237.0
-75.0;-58.0;298.0;-9.0;225.0;601.0;-275.0
-61.0;-49.0;357.0;-62.0;242.0;627.0;-319.0
148.0;263.0;703.0;-179.0;382.0;837.0;-489.0
-50.0;-46.0;468.0;-105.0;256.0;510.0;-360.0
-38.0;-42.0;489.0;-139.0;265.0;556.0;-400.0
-30.0;-41.0;395.0;-166.0;274.0;700.0;-425.0
-22.0;-40.0;394.0;-189.0;282.0;671.0;-447.0
-16.0;-39.0;362.0;-209.0;283.0;711.0;-466.0
-9.0;-39.0;267.0;-223.0;289.0;793.0;-482.0
-5.0;-41.0;257.0;-234.0;291.0;756.0;-489.0
-5.0;-41.0;281.0;-240.0;292.0;724.0;-495.0
23.0;-16.0;540.0;-306.0;318.0;765.0;-509.0
297.0;-14.0;363.0;422.0;402.0;447.0;-313.0
109.0;280.0;883.0;128.0;417.0;819.0;-374.0
110.0;285.0;881.0;149.0;418.0;844.0;-357.0
114.0;294.0;416.0;237.0;426.0;239.0;-282.0
41.0;207.0;686.0;198.0;278.0;899.0;-249.0
43.0;207.0;666.0;197.0;280.0;867.0;-250.0
458.0;-396.0;294.0;1064.0;697.0;754.0;-75.0
228.0;-254.0;277.0;665.0;387.0;526.0;-243.0
221.0;-274.0;247.0;668.0;355.0;487.0;-245.0
257.0;250.0;597.0;-165.0;190.0;884.0;-414.0
151.0;266.0;674.0;-184.0;384.0;800.0;-489.0
45.0;208.0;669.0;192.0;281.0;819.0;-255.0
443.0;-52.0;653.0;-193.0;333.0;932.0;-331.0
373.0;-172.0;265.0;569.0;148.0;593.0;-292.0
444.0;-54.0;673.0;-192.0;339.0;967.0;-332.0
153.0;265.0;611.0;-188.0;389.0;813.0;-490.0
157.0;270.0;652.0;-195.0;392.0;825.0;-493.0
158.0;270.0;711.0;-202.0;389.0;846.0;-495.0
-9.0;74.0;517.0;-12.0;201.0;792.0;-376.0
445.0;-51.0;660.0;-191.0;339.0;959.0;-330.0
395.0;-43.0;652.0;-180.0;270.0;939.0;-325.0
398.0;-45.0;653.0;-178.0;280.0;925.0;-325.0
385.0;156.0;208.0;471.0;521.0;595.0;-324.0
588.0;111.0;248.0;587.0;759.0;681.0;-493.0
223.0;145.0;554.0;599.0;243.0;788.0;-479.0
220.0;147.0;581.0;597.0;247.0;782.0;-505.0
220.0;149.0;578.0;595.0;254.0;847.0;-523.0
403.0;-44.0;660.0;-177.0;279.0;938.0;-326.0
412.0;-44.0;665.0;-183.0;274.0;938.0;-326.0
420.0;-47.0;656.0;-181.0;275.0;925.0;-326.0
421.0;-48.0;653.0;-182.0;272.0;920.0;-326.0
385.0;270.0;500.0;-228.0;555.0;584.0;-469.0
367.0;259.0;582.0;-197.0;553.0;660.0;-443.0
347.0;244.0;657.0;-153.0;555.0;799.0;-422.0
289.0;308.0;379.0;-132.0;538.0;746.0;-460.0
422.0;-49.0;639.0;-178.0;270.0;897.0;-325.0
416.0;-49.0;640.0;-181.0;272.0;957.0;-328.0
1.0;86.0;437.0;-20.0;208.0;835.0;-390.0
17.0;96.0;507.0;-31.0;220.0;750.0;-402.0
