InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE Body_Az;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE AngVelBodyFrameY
-160;21;-49;772;299;76;-86;412;86;-49
-160;15;-58;791;295;64;-67;405;67;-58
-160;-9;3;800;271;66;-17;401;17;3
-159;-5;-11;795;259;68;12;415;-12;-11
-159;-4;-13;787;258;77;34;410;-34;-13
-159;-11;-1;788;253;74;-19;417;19;-1
-159;-8;25;789;257;72;-8;415;8;25
-159;0;21;785;264;77;15;410;-15;21
-159;-4;7;791;263;70;43;415;-43;7
-155;-1;-5;765;246;79;-41;449;41;-5
-155;-3;-17;770;249;79;-59;440;59;-17
-155;-8;-18;774;245;76;-43;441;43;-18
-155;-10;-37;770;244;76;6;447;-6;-37
-155;-4;11;774;250;79;37;432;-37;11
-155;-8;21;778;248;77;45;432;-45;21
-156;-4;-34;815;253;62;4;391;-4;-34
-159;-56;-18;802;252;76;-39;390;39;-18
-159;-46;-2;802;260;69;-24;401;24;-2
-159;-11;-15;785;291;60;12;416;-12;-15
-161;45;-77;769;306;76;-61;416;61;-77
-160;70;4;793;324;59;-28;398;28;4
-174;-21;37;810;214;78;-74;405;74;37
-174;1;23;808;228;76;-17;388;17;23
-174;-2;34;810;229;73;-37;392;37;34
-174;2;32;821;229;65;-17;389;17;32
-173;11;63;814;246;76;22;381;-22;63
-173;6;51;799;257;87;43;382;-43;51
-154;2;22;807;255;69;15;391;-15;22
-154;2;22;807;255;68;19;391;-19;22
-153;1;-7;802;253;74;-14;387;14;-7
-153;-5;-49;806;246;73;4;386;-4;-49
-153;-7;-25;814;247;65;9;387;-9;-25
-153;2;-24;808;254;68;-2;389;2;-24
-154;2;-39;805;253;71;25;390;-25;-39
-153;-3;-4;810;256;68;36;383;-36;-4
-153;-3;22;809;254;70;27;382;-27;22
-153;-14;29;808;263;78;47;392;-47;29
-156;-29;-22;732;264;89;-96;482;96;-22
-161;-5;4;809;241;71;-23;389;23;4
-163;-2;-19;802;257;68;17;398;-17;-19
-162;-2;-19;802;258;68;19;398;-19;-19
-162;9;-15;807;252;71;1;386;-1;-15
-162;2;-36;805;263;66;8;393;-8;-36
-162;-7;-31;795;257;71;23;407;-23;-31
-162;-7;-55;794;254;73;-26;406;26;-55
-162;-7;-47;794;255;72;-8;407;8;-47
-163;-2;-70;803;255;68;-45;401;45;-70
-162;-2;-75;802;255;68;-49;401;49;-75
-162;1;-17;801;257;71;-21;393;21;-17
-162;3;11;799;260;74;-37;388;37;11
-162;0;-6;800;258;72;4;393;-4;-6
-163;22;-15;807;263;69;-15;384;15;-15
-157;-122;-4;806;226;81;7;385;-7;-4
-168;-60;-8;819;251;65;17;382;-17;-8
-168;-53;19;811;238;75;21;379;-21;19
-167;-103;72;776;284;98;-29;380;29;72
-168;-75;18;816;258;66;-9;384;9;18
-167;-63;45;829;274;58;-31;364;31;45
-174;5;4;801;264;79;-14;383;14;4
-174;4;5;801;272;76;15;387;-15;5
-164;9;-44;805;260;77;-33;368;33;-44
-165;-2;17;805;255;72;13;384;-13;17
-165;2;-20;807;260;70;-3;382;3;-20
-165;7;-32;806;265;72;-25;378;25;-32
-165;4;14;805;263;73;-33;380;33;14
-164;7;2;805;274;69;4;380;-4;2
-164;21;12;803;288;73;29;366;-29;12
-164;5;49;811;270;64;-44;382;44;49
-164;14;-10;809;290;64;-21;371;21;-10
-155;-1;-11;791;257;80;-66;392;66;-11
-159;-3;5;797;306;68;-8;375;8;5
-174;1;-12;806;261;70;3;385;-3;-12
-174;-3;-10;807;257;69;3;386;-3;-10
-174;2;8;805;263;69;-1;387;1;8
-174;1;13;805;262;70;6;387;-6;13
-174;-2;13;807;257;73;-25;377;25;13
-174;0;16;808;262;67;-31;385;31;16
-174;-7;-5;815;256;65;-17;382;17;-5
-174;5;6;804;262;71;0;383;0;6
-174;7;5;807;265;69;5;382;-5;5
-174;6;5;803;263;71;-6;386;6;5
-174;5;-24;801;263;71;58;390;-58;-24
-174;4;22;805;261;69;31;388;-31;22
-174;8;-12;806;262;67;-1;388;1;-12
-174;12;-16;799;259;76;-3;384;3;-16
-174;20;-27;801;263;75;-4;381;4;-27
-174;18;-18;803;261;73;26;386;-26;-18
-164;-16;64;745;266;124;40;380;-40;64
-160;16;55;808;258;66;-22;391;22;55
-160;3;-9;805;260;76;-20;371;20;-9
-160;-15;-25;814;242;70;-10;380;10;-25
-160;-8;-49;802;243;79;-2;382;2;-49
-159;-81;73;810;241;79;-55;377;55;73
-159;-88;69;809;232;84;-57;374;57;69
-159;-39;99;814;294;50;-21;394;21;99
-169;62;-23;806;263;71;-6;391;6;-23
-169;60;3;809;261;69;-16;391;16;3
-178;-89;61;790;279;142;19;381;-19;61
-146;-14;-13;807;264;65;-8;392;8;-13
-146;-6;-10;797;277;71;-20;388;20;-10
-146;-1;13;796;283;72;-18;385;18;13
-139;47;48;774;265;134;20;416;-20;48
-139;62;27;805;265;124;20;407;-20;27
-137;-65;-24;800;305;114;-2;414;2;-24
-144;-9;60;809;232;121;-12;387;12;60
-144;-9;45;806;229;123;-16;387;16;45
-144;-7;63;809;232;122;-11;385;11;63
-144;4;70;800;247;128;33;378;-33;70
-165;29;-13;811;243;69;15;388;-15;-13
-165;28;-32;810;239;73;1;384;-1;-32
-165;22;-9;808;228;79;-7;379;7;-9
-165;30;37;813;236;75;2;376;-2;37
-165;53;14;815;263;69;26;372;-26;14
-165;36;-1;809;250;71;10;384;-10;-1
-165;23;32;803;240;72;13;398;-13;32
-162;0;-37;798;275;70;-44;391;44;-37
-162;-3;-19;800;272;67;-17;394;17;-19
-162;5;78;791;268;77;12;393;-12;78
-162;15;-11;802;298;59;18;393;-18;-11
-162;-1;-59;793;276;80;29;381;-29;-59
-159;10;6;808;268;69;-6;376;6;6
-159;18;-4;809;255;71;-19;380;19;-4
-159;23;-27;810;246;71;-1;384;1;-27
-158;1;39;797;292;68;-6;385;6;39
-158;8;45;802;285;65;-5;385;5;45
-158;-7;28;799;298;59;-2;398;2;28
-158;1;13;799;295;66;-3;386;3;13
-158;31;68;801;276;82;-9;356;9;68
-158;11;70;793;285;75;32;381;-32;70
-156;5;-35;795;293;69;-14;387;14;-35
-156;1;-39;793;295;68;-23;392;23;-39
-156;1;-39;792;295;68;-23;392;23;-39
-156;2;-35;794;295;68;-25;391;25;-35
-157;3;-18;789;287;72;-63;396;63;-18
-156;10;-1;796;286;68;-15;393;15;-1
-156;4;7;792;295;69;40;390;-40;7
-156;1;-2;791;295;67;-32;396;32;-2
-156;5;9;794;293;67;-56;392;56;9
-156;3;13;789;298;74;-21;383;21;13
-157;4;13;791;297;73;-22;384;22;13
-156;9;4;794;291;71;36;386;-36;4
-156;11;-2;795;289;70;54;386;-54;-2
-156;4;12;790;295;73;47;384;-47;12
-156;-3;4;790;302;69;53;389;-53;4
-156;4;-21;798;291;62;5;399;-5;-21
-157;9;-18;797;285;66;-23;396;23;-18
-156;-36;58;754;253;120;-59;386;59;58
-156;5;1;796;293;68;16;386;-16;1
-156;-4;13;794;294;69;16;386;-16;13
-157;-4;13;795;295;69;17;386;-17;13
-157;-4;13;795;295;69;17;386;-17;13
-157;-4;-3;794;294;69;28;386;-28;-3
-156;-49;-8;748;302;39;21;529;-21;-8
-156;-64;46;790;279;71;-86;407;86;46
-155;-33;26;802;299;68;-74;382;74;26
-141;31;-46;812;236;65;-90;400;90;-46
-141;25;25;809;244;69;-36;391;36;25
-141;28;3;806;240;74;-88;389;88;3
-162;-2;-19;815;268;64;-14;376;14;-19
-162;11;9;800;236;74;-28;401;28;9
-162;3;10;799;243;74;10;399;-10;10
-163;8;-58;806;234;75;-74;391;74;-58
-163;0;-17;806;245;73;-40;386;40;-17
-163;-6;32;805;251;73;-2;383;2;32
-163;-7;22;807;252;71;-23;385;23;22
-163;-5;21;806;250;73;-10;384;10;21
-163;3;-16;801;241;82;52;380;-52;-16
-163;-17;1;800;259;72;26;393;-26;1
-163;-38;14;799;277;64;-6;401;6;14
-163;-15;23;803;257;69;14;395;-14;23
-163;1;39;811;242;67;-15;392;15;39
-163;1;-19;808;241;72;-22;388;22;-19
-163;2;6;805;238;76;23;388;-23;6
-163;-8;76;803;249;72;-10;392;10;76
-163;-5;9;807;247;70;-49;392;49;9
-163;-4;-3;807;247;70;-2;390;2;-3
-163;-7;45;807;250;70;-17;390;17;45
-163;0;13;806;243;74;-44;386;44;13
-163;-17;58;799;261;78;32;379;-32;58
-163;-12;38;799;257;79;37;378;-37;38
-160;48;-65;768;216;90;-42;444;42;-65
-160;41;-48;753;219;113;-99;418;99;-48
-164;-22;73;798;241;82;-95;389;95;73
-162;-6;72;822;261;57;24;382;-24;72
-162;-11;73;805;270;70;22;382;-22;73
-159;48;12;812;267;69;14;372;-14;12
-156;-3;-29;803;264;76;11;374;-11;-29
-155;2;-11;806;257;76;57;374;-57;-11
-155;2;-38;807;259;71;9;379;-9;-38
-155;1;-47;804;262;71;-6;384;6;-47
-155;-14;90;811;272;62;-35;385;35;90
-155;-31;17;799;270;80;-1;372;1;17
-155;-52;-1;800;277;81;16;366;-16;-1
-155;-43;-9;807;271;73;15;376;-15;-9
-155;-60;-10;798;266;87;40;368;-40;-10
-155;-73;-8;795;265;96;36;359;-36;-8
-155;-93;-17;799;275;91;19;365;-19;-17
-155;-59;41;782;295;55;-35;444;35;41
-155;-23;63;783;325;53;-72;426;72;63
-155;-9;74;779;335;54;-59;420;59;74
-155;-37;10;776;290;77;-15;411;15;10
-157;-99;-2;805;214;90;-41;381;41;-2
-157;-98;42;815;225;83;-74;372;74;42
-163;29;-61;798;275;76;14;378;-14;-61
-163;30;-59;798;275;76;22;378;-22;-59
-163;28;-68;801;273;73;-7;379;7;-68
-163;30;-65;809;278;61;-26;389;26;-65
-156;-26;69;775;325;71;-2;395;2;69
-157;-5;-33;785;325;66;5;389;-5;-33
-157;-1;1;783;325;71;-4;382;4;1
-157;0;10;782;325;72;-1;380;1;10
-157;-3;-7;783;323;70;-10;384;10;-7
-157;0;-20;785;323;69;-14;381;14;-20
-157;3;-24;783;328;70;-12;380;12;-24
-157;-4;-1;777;326;74;2;384;-2;-1
-157;-4;-48;787;327;64;-22;388;22;-48
-164;38;-48;810;285;56;2;394;-2;-48
-157;4;86;788;321;70;-8;378;8;86
-157;7;77;779;326;76;-7;376;7;77
-158;-2;5;784;309;70;-15;393;15;5
-158;2;20;782;319;68;-29;394;29;20
-158;-1;14;786;305;70;26;392;-26;14
-158;-4;-21;780;306;73;-9;395;9;-21
-158;3;8;781;322;67;-43;397;43;8
-158;-3;-62;801;246;78;-4;384;4;-62
-158;2;11;796;249;83;-30;381;30;11
-157;1;31;808;254;68;-18;389;18;31
-157;-10;60;810;249;68;-25;389;25;60
-157;-4;14;809;267;67;13;379;-13;14
-157;1;20;805;271;71;-12;376;12;20
-157;3;17;807;275;67;14;377;-14;17
-157;3;15;801;275;71;-21;380;21;15
-157;-1;32;805;271;72;-54;376;54;32
-157;3;22;805;274;72;13;372;-13;22
-157;1;25;804;273;72;41;376;-41;25
-157;3;-2;805;275;69;-8;378;8;-2
-157;3;-16;804;274;72;-3;374;3;-16
-157;-4;19;807;266;72;11;374;-11;19
-157;-4;-1;805;268;71;-3;377;3;-1
-157;8;-51;801;281;69;-26;383;26;-51
-157;1;-5;810;275;64;-3;379;3;-5
-157;-5;4;811;268;67;16;376;-16;4
-157;7;-39;807;279;67;25;378;-25;-39
-157;-4;-9;813;267;66;44;373;-44;-9
-157;-3;12;810;268;68;22;374;-22;12
-157;3;16;804;273;71;-34;377;34;16
-157;0;15;807;270;70;-23;376;23;15
-157;0;-21;804;270;73;-7;376;7;-21
-157;0;26;804;269;74;-16;372;16;26
-157;10;69;809;279;68;12;369;-12;69
-157;5;-30;804;273;73;-2;373;2;-30
-157;-3;-48;803;266;72;-12;380;12;-48
-157;2;-19;810;272;63;9;385;-9;-19
-157;5;-26;808;273;65;6;384;-6;-26
-157;6;18;803;271;72;41;380;-41;18
-157;-1;-9;801;261;77;50;378;-50;-9
-157;3;-21;799;266;77;-9;379;9;-21
-157;3;-34;804;266;72;-24;380;24;-34
-157;-39;38;801;276;71;-15;385;15;38
-157;-39;29;801;282;72;-6;379;6;29
-162;-11;-7;792;285;71;-24;394;24;-7
-162;-9;-1;792;286;71;-25;393;25;-1
-162;-4;-23;796;288;71;6;381;-6;-23
-162;-7;-56;796;285;74;21;377;-21;-56
-168;-76;43;800;305;81;35;355;-35;43
-168;-57;75;809;274;77;25;364;-25;75
-168;-74;-2;817;283;78;16;341;-16;-2
-162;-4;-24;797;288;69;17;384;-17;-24
-162;-6;-36;798;285;68;43;388;-43;-36
-162;-4;-26;799;287;67;31;388;-31;-26
-162;1;0;799;293;65;15;388;-15;0
-162;-3;-3;796;280;72;-20;386;20;-3
-162;-1;3;796;281;72;-14;386;14;3
-162;-2;1;796;281;72;-17;386;17;1
-162;-2;1;797;281;72;-16;386;16;1
-162;-2;1;796;281;72;-15;386;15;1
-162;-2;4;796;280;72;-17;385;17;4
-162;0;-9;795;283;71;-11;388;11;-9
-162;2;-21;794;285;70;-4;390;4;-21
-162;2;-19;794;285;71;-6;390;6;-19
-162;2;-19;795;285;71;-5;390;5;-19
-162;1;-21;796;281;73;56;382;-56;-21
-162;-2;19;801;283;63;58;394;-58;19
-162;-1;-2;799;283;67;22;389;-22;-2
-162;0;-28;794;282;73;-24;386;24;-28
-162;3;-25;795;286;72;28;384;-28;-25
-162;-3;-29;797;280;70;56;388;-56;-29
-162;0;-34;796;281;71;33;387;-33;-34
-162;1;-39;794;281;74;-8;386;8;-39
-162;-2;-13;794;277;74;-8;388;8;-13
-162;3;-7;792;281;76;-2;386;2;-7
-162;-7;11;797;273;73;35;388;-35;11
-163;0;-49;797;277;73;-1;385;1;-49
-163;-5;-6;799;273;70;10;390;-10;-6
-163;20;-29;800;273;69;-31;393;31;-29
-159;-5;-10;803;265;72;-10;384;10;-10
-159;-4;8;804;265;72;-49;381;49;8
-159;-1;13;804;268;71;-43;379;43;13
-159;-3;8;804;266;71;-45;380;45;8
-159;-2;14;804;267;72;-50;380;50;14
-159;-2;9;805;267;71;-41;380;41;9
-158;8;-24;792;303;72;-51;377;51;-24
-158;-1;1;795;295;72;-37;378;37;1
-158;-1;4;796;296;70;21;379;-21;4
-158;-6;-10;801;283;68;5;384;-5;-10
-158;-4;1;799;285;67;-30;388;30;1
-158;-2;-1;796;287;70;-21;386;21;-1
-158;-5;3;796;283;72;1;383;-1;3
-158;-7;27;804;291;67;5;374;-5;27
-158;-14;0;799;285;72;-28;378;28;0
-158;-8;6;804;293;66;-24;376;24;6
-158;-6;23;802;295;68;28;373;-28;23
-158;-7;-27;795;295;74;-20;372;20;-27
-158;-16;-27;798;292;69;-56;380;56;-27
-158;-20;0;800;290;68;-19;380;19;0
-158;-17;-20;801;295;69;-15;374;15;-20
-158;-29;6;803;285;69;-8;378;8;6
-160;19;19;765;316;83;69;396;-69;19
-160;17;9;765;314;83;72;397;-72;9
-160;-19;-36;789;282;68;37;407;-37;-36
-160;0;28;777;303;70;19;414;-19;28
-160;-2;-7;777;301;70;-23;414;23;-7
-160;-2;-8;776;301;70;-29;414;29;-8
-160;-1;-26;775;300;71;-13;414;13;-26
