InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit RUA accZ;InertialMeasurementUnit BACK Quaternion3;Accelerometer RWR accX;Accelerometer RUA^ accX;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit RLA accY;InertialMeasurementUnit RLA accZ;Accelerometer RUA_ accZ
376.0;329.0;447.0;-409.0;-62.0;147;135.0;474.0;236.0
365.0;232.0;442.0;-467.0;-66.0;146;154.0;505.0;294.0
31.0;106.0;242.0;-219.0;167.0;-177;310.0;254.0;53.0
16.0;19.0;216.0;-108.0;98.0;-177;329.0;284.0;-30.0
20.0;-25.0;217.0;-144.0;113.0;-177;353.0;261.0;16.0
410.0;207.0;282.0;-330.0;6.0;-209;4.0;425.0;155.0
407.0;248.0;277.0;-402.0;-104.0;-125;142.0;464.0;128.0
403.0;317.0;272.0;-430.0;-63.0;174;57.0;396.0;88.0
394.0;111.0;242.0;-278.0;-41.0;92;206.0;447.0;161.0
396.0;97.0;242.0;-313.0;-103.0;74;228.0;448.0;148.0
396.0;69.0;243.0;-395.0;-144.0;60;227.0;416.0;210.0
397.0;63.0;242.0;-520.0;-196.0;57;219.0;416.0;214.0
399.0;53.0;241.0;-516.0;-132.0;76;232.0;404.0;131.0
402.0;51.0;240.0;-370.0;-152.0;127;274.0;376.0;-6.0
406.0;32.0;239.0;-419.0;-225.0;161;313.0;380.0;-18.0
410.0;0.0;244.0;-314.0;64.0;177;320.0;410.0;-14.0
402.0;-22.0;241.0;-342.0;72.0;177;319.0;491.0;-31.0
267.0;249.0;140.0;-255.0;194.0;184;223.0;616.0;155.0
250.0;216.0;128.0;-277.0;256.0;176;438.0;578.0;208.0
20.0;127.0;217.0;-116.0;125.0;-177;446.0;185.0;8.0
593.0;-69.0;200.0;-208.0;161.0;-177;547.0;375.0;-105.0
234.0;189.0;118.0;-298.0;236.0;172;381.0;358.0;216.0
217.0;191.0;109.0;-388.0;117.0;198;326.0;366.0;220.0
198.0;186.0;100.0;-520.0;0.0;139;322.0;430.0;262.0
177.0;229.0;90.0;-501.0;-6.0;236;313.0;437.0;283.0
156.0;293.0;79.0;-510.0;-24.0;94;427.0;412.0;301.0
-39.0;212.0;-184.0;-593.0;-133.0;-179;457.0;528.0;546.0
115.0;270.0;52.0;-549.0;-83.0;118;509.0;439.0;117.0
324.0;-64.0;-90.0;18.0;-25.0;-178;478.0;459.0;-460.0
594.0;-51.0;203.0;-177.0;62.0;-177;626.0;408.0;-99.0
594.0;-12.0;207.0;-132.0;49.0;-177;694.0;396.0;-71.0
755.0;84.0;653.0;-166.0;184.0;-179;1014.0;188.0;174.0
45.0;-20.0;208.0;-380.0;-44.0;-175;189.0;392.0;57.0
461.0;-32.0;487.0;-394.0;-204.0;16;261.0;263.0;152.0
45.0;-1.0;201.0;-369.0;45.0;-176;142.0;419.0;46.0
45.0;-12.0;191.0;-389.0;67.0;-175;298.0;440.0;-4.0
44.0;-15.0;176.0;-304.0;57.0;-175;300.0;320.0;-74.0
594.0;41.0;218.0;-227.0;9.0;-177;599.0;345.0;-40.0
-34.0;115.0;69.0;-360.0;133.0;165;334.0;602.0;166.0
530.0;187.0;517.0;-497.0;-79.0;-146;161.0;440.0;217.0
529.0;165.0;515.0;-452.0;106.0;-172;257.0;439.0;195.0
-32.0;173.0;63.0;-285.0;144.0;174;248.0;536.0;179.0
134.0;266.0;185.0;-519.0;-21.0;-163;157.0;462.0;230.0
527.0;181.0;511.0;-186.0;86.0;-163;220.0;432.0;245.0
214.0;138.0;309.0;-448.0;96.0;176;360.0;566.0;-47.0
769.0;264.0;604.0;-285.0;53.0;-163;450.0;580.0;-45.0
224.0;147.0;316.0;-374.0;282.0;177;405.0;534.0;21.0
239.0;153.0;326.0;-182.0;270.0;177;424.0;508.0;88.0
253.0;154.0;336.0;-176.0;273.0;177;393.0;426.0;127.0
526.0;206.0;509.0;-204.0;206.0;-159;227.0;461.0;221.0
267.0;131.0;347.0;-162.0;166.0;177;317.0;415.0;143.0
281.0;76.0;357.0;-200.0;141.0;177;271.0;417.0;68.0
-77.0;475.0;-129.0;-160.0;-85.0;-187;697.0;738.0;125.0
267.0;348.0;339.0;-452.0;39.0;-178;396.0;839.0;203.0
270.0;376.0;344.0;-298.0;47.0;-178;328.0;743.0;218.0
271.0;368.0;348.0;-154.0;77.0;-178;412.0;743.0;267.0
667.0;-26.0;447.0;-184.0;96.0;-149;244.0;292.0;-47.0
756.0;-52.0;558.0;-357.0;-55.0;-140;205.0;252.0;-56.0
14.0;240.0;-70.0;-490.0;-91.0;-160;45.0;404.0;190.0
77.0;384.0;-36.0;-448.0;-153.0;-219;174.0;473.0;193.0
674.0;0.0;452.0;-320.0;-26.0;-170;281.0;365.0;-39.0
679.0;9.0;455.0;-392.0;82.0;-173;265.0;404.0;-59.0
685.0;14.0;458.0;-269.0;59.0;-177;223.0;466.0;-50.0
691.0;41.0;462.0;-237.0;86.0;-170;260.0;446.0;-39.0
697.0;18.0;466.0;-202.0;132.0;-175;339.0;398.0;4.0
527.0;239.0;510.0;-302.0;188.0;-161;262.0;502.0;193.0
530.0;245.0;511.0;-282.0;99.0;-163;291.0;538.0;124.0
534.0;254.0;513.0;-205.0;103.0;-162;287.0;541.0;14.0
534.0;213.0;517.0;-182.0;154.0;-163;338.0;582.0;32.0
531.0;183.0;522.0;-137.0;132.0;-163;401.0;633.0;48.0
529.0;195.0;525.0;-167.0;117.0;-163;382.0;636.0;44.0
527.0;244.0;526.0;-133.0;176.0;-163;366.0;586.0;-5.0
524.0;183.0;528.0;-233.0;184.0;-162;411.0;642.0;-11.0
528.0;146.0;530.0;-179.0;94.0;-164;394.0;654.0;-21.0
702.0;14.0;467.0;-138.0;133.0;-172;351.0;470.0;20.0
702.0;99.0;468.0;-147.0;127.0;-174;402.0;633.0;49.0
114.0;105.0;40.0;-78.0;48.0;-226;380.0;327.0;20.0
647.0;106.0;431.0;-303.0;178.0;-157;346.0;383.0;-164.0
646.0;120.0;428.0;-241.0;221.0;-160;361.0;396.0;-113.0
652.0;272.0;458.0;-221.0;15.0;-160;309.0;371.0;71.0
653.0;272.0;464.0;-287.0;-30.0;-154;224.0;426.0;106.0
11.0;20.0;280.0;335.0;66.0;177;251.0;528.0;-47.0
654.0;284.0;467.0;-287.0;-26.0;-148;126.0;421.0;171.0
440.0;44.0;264.0;-397.0;-136.0;157;386.0;269.0;38.0
470.0;91.0;286.0;-379.0;-122.0;166;366.0;243.0;-83.0
652.0;329.0;468.0;-324.0;-16.0;-153;81.0;432.0;115.0
438.0;69.0;-109.0;42.0;93.0;179;515.0;407.0;-160.0
283.0;-17.0;82.0;278.0;273.0;142;972.0;-22.0;-213.0
278.0;318.0;112.0;-100.0;-26.0;179;231.0;638.0;-46.0
274.0;304.0;115.0;-152.0;-52.0;168;336.0;689.0;-2.0
271.0;298.0;120.0;-248.0;-39.0;191;350.0;664.0;16.0
271.0;293.0;126.0;-369.0;31.0;157;273.0;623.0;70.0
811.0;669.0;583.0;-559.0;-316.0;-176;246.0;936.0;655.0
649.0;320.0;466.0;-297.0;-21.0;-155;125.0;490.0;109.0
546.0;239.0;403.0;-323.0;-7.0;107;138.0;377.0;218.0
544.0;257.0;370.0;-482.0;-237.0;48;184.0;457.0;114.0
585.0;390.0;450.0;-407.0;-186.0;-166;233.0;685.0;276.0
342.0;145.0;156.0;-324.0;-4.0;-167;114.0;145.0;25.0
274.0;437.0;360.0;-160.0;9.0;-178;445.0;869.0;282.0
274.0;418.0;361.0;-415.0;18.0;-178;424.0;836.0;288.0
275.0;410.0;363.0;-378.0;-31.0;-178;411.0;877.0;235.0
274.0;399.0;365.0;-183.0;-21.0;-178;486.0;806.0;275.0
277.0;459.0;368.0;-360.0;-38.0;-178;336.0;842.0;266.0
894.0;48.0;317.0;62.0;435.0;-174;717.0;597.0;58.0
724.0;123.0;512.0;-343.0;80.0;-177;437.0;734.0;-64.0
725.0;186.0;511.0;-113.0;126.0;-178;486.0;746.0;67.0
726.0;149.0;510.0;-276.0;162.0;-178;529.0;711.0;-73.0
655.0;235.0;460.0;-220.0;90.0;-176;335.0;620.0;56.0
280.0;463.0;369.0;-471.0;100.0;-178;582.0;712.0;163.0
538.0;162.0;161.0;-232.0;9.0;-176;501.0;404.0;-41.0
538.0;193.0;162.0;-263.0;81.0;-176;552.0;436.0;-99.0
295.0;278.0;385.0;7.0;229.0;-178;705.0;562.0;-57.0
291.0;225.0;382.0;37.0;235.0;-178;727.0;658.0;-97.0
712.0;152.0;497.0;-161.0;170.0;-177;572.0;667.0;-79.0
711.0;141.0;496.0;-238.0;179.0;-177;566.0;687.0;-109.0
708.0;82.0;494.0;-245.0;210.0;-178;504.0;701.0;-76.0
747.0;247.0;626.0;-448.0;-30.0;-163;384.0;493.0;103.0
707.0;89.0;493.0;-235.0;191.0;-178;537.0;656.0;-65.0
235.0;286.0;221.0;-401.0;-145.0;-180;166.0;431.0;119.0
232.0;261.0;223.0;-420.0;-146.0;-180;163.0;434.0;137.0
223.0;273.0;227.0;-401.0;-141.0;-180;157.0;424.0;110.0
218.0;258.0;231.0;-389.0;-136.0;-180;163.0;435.0;119.0
189.0;198.0;249.0;-357.0;-131.0;-180;230.0;453.0;91.0
707.0;100.0;492.0;-254.0;162.0;-177;519.0;614.0;-104.0
729.0;81.0;492.0;-247.0;109.0;-177;607.0;629.0;-20.0
732.0;133.0;492.0;-332.0;172.0;-177;599.0;629.0;-72.0
734.0;140.0;493.0;-343.0;149.0;-178;557.0;653.0;-97.0
740.0;129.0;491.0;-315.0;190.0;-178;589.0;664.0;-33.0
785.0;224.0;558.0;-259.0;29.0;-177;422.0;654.0;232.0
785.0;274.0;563.0;-305.0;71.0;-177;435.0;612.0;178.0
409.0;21.0;224.0;-254.0;156.0;-173;333.0;381.0;-13.0
415.0;30.0;230.0;-204.0;180.0;-182;342.0;404.0;-25.0
245.0;112.0;368.0;-310.0;161.0;-176;819.0;605.0;31.0
184.0;216.0;250.0;-425.0;-100.0;-180;266.0;450.0;102.0
180.0;222.0;250.0;-417.0;-73.0;-180;269.0;429.0;77.0
269.0;201.0;383.0;-243.0;185.0;-176;553.0;757.0;123.0
272.0;214.0;385.0;-187.0;185.0;-176;503.0;755.0;135.0
589.0;377.0;422.0;-260.0;20.0;-164;629.0;484.0;-125.0
275.0;225.0;387.0;103.0;167.0;-176;512.0;749.0;127.0
284.0;220.0;389.0;-341.0;57.0;-176;524.0;748.0;150.0
284.0;206.0;389.0;-449.0;42.0;-176;530.0;798.0;222.0
285.0;235.0;389.0;-574.0;75.0;-176;630.0;752.0;191.0
286.0;257.0;388.0;-131.0;66.0;-176;610.0;663.0;249.0
299.0;420.0;386.0;-272.0;130.0;-176;312.0;671.0;149.0
298.0;397.0;385.0;-258.0;160.0;-176;531.0;839.0;139.0
284.0;252.0;216.0;-249.0;64.0;179;389.0;448.0;-139.0
274.0;265.0;207.0;-207.0;77.0;179;361.0;468.0;-128.0
265.0;275.0;200.0;-267.0;39.0;179;331.0;453.0;-105.0
256.0;293.0;194.0;-134.0;9.0;179;326.0;462.0;-101.0
357.0;385.0;290.0;-508.0;-207.0;163;196.0;571.0;259.0
359.0;359.0;290.0;-494.0;-217.0;164;203.0;532.0;265.0
362.0;330.0;291.0;-463.0;-279.0;165;225.0;545.0;284.0
366.0;278.0;293.0;-546.0;-194.0;168;285.0;486.0;234.0
371.0;229.0;295.0;-454.0;-231.0;171;294.0;477.0;227.0
498.0;84.0;226.0;-270.0;-34.0;180;602.0;459.0;-85.0
497.0;51.0;227.0;-268.0;-2.0;180;566.0;520.0;-66.0
497.0;59.0;229.0;-252.0;-12.0;180;585.0;514.0;-57.0
497.0;27.0;233.0;-214.0;32.0;180;518.0;577.0;-31.0
496.0;7.0;236.0;-164.0;21.0;180;572.0;645.0;-60.0
946.0;77.0;234.0;-24.0;132.0;174;732.0;600.0;-162.0
274.0;160.0;265.0;-324.0;-4.0;172;369.0;413.0;2.0
39.0;235.0;-44.0;-233.0;-121.0;160;231.0;576.0;140.0
37.0;278.0;-47.0;-312.0;-115.0;153;228.0;585.0;152.0
274.0;160.0;266.0;-324.0;-5.0;172;409.0;387.0;10.0
39.0;253.0;-47.0;-338.0;-29.0;129;306.0;510.0;235.0
47.0;158.0;-47.0;-261.0;-38.0;109;236.0;421.0;227.0
48.0;136.0;-52.0;-304.0;-90.0;95;179.0;372.0;241.0
274.0;153.0;267.0;-321.0;-22.0;172;463.0;357.0;-8.0
232.0;49.0;43.0;-106.0;-34.0;104;868.0;268.0;-266.0
66.0;162.0;-38.0;-329.0;-41.0;166;257.0;591.0;44.0
-45.0;213.0;-88.0;-339.0;-79.0;179;170.0;518.0;126.0
528.0;6.0;482.0;-121.0;179.0;171;314.0;324.0;49.0
-43.0;214.0;-82.0;-313.0;-39.0;179;110.0;465.0;136.0
520.0;88.0;484.0;-449.0;170.0;171;289.0;339.0;-17.0
22.0;226.0;-59.0;-365.0;157.0;-20;246.0;374.0;147.0
511.0;47.0;485.0;-183.0;87.0;171;132.0;605.0;-44.0
359.0;88.0;208.0;-351.0;91.0;177;337.0;436.0;67.0
384.0;91.0;225.0;-329.0;49.0;177;316.0;390.0;44.0
407.0;63.0;242.0;-273.0;-45.0;177;325.0;404.0;30.0
652.0;225.0;441.0;-499.0;-129.0;174;213.0;472.0;122.0
653.0;208.0;445.0;-525.0;-139.0;184;213.0;518.0;146.0
655.0;221.0;449.0;-440.0;-109.0;172;194.0;541.0;161.0
502.0;40.0;487.0;-118.0;81.0;171;347.0;580.0;-122.0
744.0;49.0;451.0;-217.0;169.0;178;687.0;297.0;-31.0
467.0;183.0;491.0;-310.0;94.0;177;408.0;619.0;-66.0
464.0;221.0;485.0;-559.0;96.0;158;356.0;673.0;-21.0
463.0;236.0;476.0;-265.0;214.0;218;312.0;671.0;-131.0
462.0;215.0;468.0;-254.0;79.0;70;334.0;660.0;-48.0
461.0;175.0;461.0;-319.0;36.0;-210;357.0;603.0;91.0
461.0;188.0;455.0;-343.0;256.0;-170;337.0;495.0;152.0
764.0;206.0;536.0;-382.0;-89.0;-134;280.0;516.0;162.0
764.0;239.0;534.0;-419.0;-67.0;-209;237.0;502.0;177.0
765.0;247.0;532.0;-348.0;-13.0;-145;197.0;496.0;190.0
765.0;233.0;531.0;-359.0;-43.0;-182;188.0;494.0;186.0
765.0;207.0;529.0;-363.0;12.0;-164;220.0;510.0;137.0
460.0;215.0;451.0;-226.0;145.0;-144;314.0;454.0;223.0
459.0;228.0;449.0;-340.0;64.0;-230;329.0;527.0;198.0
644.0;130.0;508.0;-510.0;-52.0;158;266.0;546.0;234.0
812.0;224.0;571.0;76.0;232.0;-168;246.0;720.0;16.0
699.0;211.0;529.0;-166.0;108.0;-170;297.0;661.0;-34.0
699.0;164.0;527.0;-163.0;41.0;-169;319.0;650.0;-32.0
700.0;196.0;528.0;-282.0;7.0;-168;269.0;580.0;15.0
460.0;220.0;448.0;-417.0;-21.0;11;341.0;536.0;78.0
701.0;230.0;528.0;-276.0;123.0;-168;193.0;541.0;106.0
700.0;237.0;530.0;-334.0;206.0;-167;172.0;497.0;148.0
789.0;234.0;612.0;-214.0;158.0;-169;147.0;560.0;342.0
441.0;421.0;447.0;-353.0;99.0;73;253.0;656.0;89.0
657.0;30.0;487.0;-425.0;106.0;-177;288.0;298.0;-31.0
660.0;76.0;491.0;-332.0;-48.0;-177;235.0;331.0;41.0
684.0;139.0;611.0;-428.0;-5.0;-178;250.0;502.0;70.0
684.0;123.0;611.0;-429.0;-50.0;-178;278.0;508.0;102.0
682.0;136.0;591.0;-362.0;7.0;-178;181.0;457.0;78.0
681.0;136.0;591.0;-362.0;11.0;-178;193.0;463.0;77.0
680.0;129.0;591.0;-354.0;0.0;-178;208.0;476.0;97.0
679.0;139.0;591.0;-353.0;16.0;-178;213.0;484.0;85.0
678.0;140.0;590.0;-379.0;20.0;-178;216.0;491.0;78.0
677.0;139.0;589.0;-309.0;19.0;-178;229.0;497.0;99.0
676.0;139.0;588.0;-321.0;28.0;-178;243.0;498.0;90.0
676.0;134.0;587.0;-369.0;18.0;-178;253.0;503.0;71.0
677.0;142.0;583.0;-362.0;-3.0;-178;228.0;488.0;61.0
678.0;138.0;583.0;-301.0;-11.0;-178;231.0;487.0;84.0
678.0;136.0;582.0;-341.0;-8.0;-178;234.0;487.0;83.0
679.0;139.0;582.0;-348.0;-7.0;-178;244.0;488.0;86.0
679.0;143.0;582.0;-304.0;15.0;-178;248.0;488.0;84.0
680.0;143.0;581.0;-352.0;13.0;-178;249.0;491.0;85.0
691.0;167.0;574.0;-348.0;-7.0;-178;236.0;496.0;110.0
692.0;159.0;574.0;-391.0;-17.0;-178;236.0;488.0;80.0
694.0;153.0;574.0;-334.0;-4.0;-179;232.0;488.0;111.0
695.0;166.0;575.0;-324.0;15.0;-179;235.0;489.0;98.0
698.0;170.0;576.0;-300.0;-1.0;-179;243.0;493.0;112.0
700.0;164.0;577.0;-327.0;15.0;-179;243.0;500.0;106.0
702.0;153.0;579.0;-324.0;27.0;-179;252.0;510.0;108.0
705.0;151.0;581.0;-282.0;45.0;-179;261.0;511.0;92.0
708.0;153.0;583.0;-325.0;47.0;-179;273.0;510.0;80.0
711.0;139.0;586.0;-252.0;29.0;-179;282.0;501.0;80.0
714.0;128.0;589.0;-237.0;47.0;-179;286.0;490.0;65.0
718.0;121.0;591.0;-254.0;39.0;-179;297.0;482.0;28.0
722.0;123.0;593.0;-243.0;64.0;-179;294.0;463.0;46.0
726.0;116.0;595.0;-207.0;93.0;-179;294.0;441.0;44.0
731.0;101.0;596.0;-150.0;117.0;-179;288.0;424.0;7.0
430.0;368.0;443.0;-262.0;61.0;63;397.0;615.0;92.0
266.0;51.0;284.0;-523.0;22.0;150;219.0;348.0;24.0
82.0;173.0;127.0;-473.0;-116.0;-186;187.0;518.0;99.0
64.0;105.0;127.0;-286.0;196.0;97;300.0;605.0;166.0
56.0;201.0;127.0;-313.0;-39.0;221;295.0;613.0;124.0
51.0;159.0;132.0;-437.0;72.0;154;278.0;619.0;59.0
422.0;209.0;440.0;-258.0;-38.0;47;378.0;555.0;88.0
35.0;103.0;140.0;-382.0;-112.0;177;468.0;730.0;37.0
35.0;145.0;138.0;-275.0;-111.0;176;433.0;527.0;55.0
34.0;126.0;137.0;-237.0;38.0;183;366.0;490.0;120.0
163.0;86.0;220.0;-315.0;-55.0;-150;227.0;422.0;78.0
146.0;88.0;235.0;-355.0;136.0;-179;334.0;534.0;-11.0
417.0;145.0;394.0;-372.0;71.0;-179;278.0;601.0;150.0
412.0;163.0;396.0;-294.0;182.0;-177;253.0;602.0;170.0
411.0;195.0;400.0;-290.0;-18.0;-179;194.0;588.0;88.0
413.0;139.0;404.0;-440.0;35.0;-179;206.0;579.0;15.0
432.0;85.0;415.0;-351.0;-43.0;-178;172.0;382.0;89.0
422.0;116.0;405.0;-383.0;48.0;-171;180.0;398.0;151.0
413.0;171.0;396.0;-425.0;49.0;-157;199.0;415.0;148.0
404.0;205.0;388.0;-472.0;20.0;-196;223.0;433.0;98.0
394.0;168.0;382.0;-402.0;-17.0;-152;264.0;481.0;89.0
384.0;144.0;377.0;-330.0;105.0;-206;296.0;536.0;104.0
370.0;154.0;373.0;-158.0;174.0;-155;296.0;557.0;133.0
362.0;403.0;366.0;-372.0;-218.0;79;135.0;472.0;176.0
307.0;95.0;347.0;-150.0;131.0;176;215.0;422.0;7.0
302.0;35.0;347.0;-245.0;142.0;175;253.0;396.0;-4.0
320.0;408.0;319.0;-351.0;-223.0;74;70.0;494.0;112.0
322.0;225.0;322.0;-289.0;-119.0;117;129.0;524.0;142.0
321.0;168.0;322.0;-297.0;-57.0;146;110.0;569.0;207.0
319.0;261.0;319.0;-364.0;-23.0;137;-18.0;499.0;206.0
314.0;288.0;315.0;-375.0;27.0;223;20.0;434.0;186.0
308.0;256.0;312.0;-406.0;-22.0;47;139.0;446.0;141.0
338.0;257.0;330.0;-283.0;-45.0;125;133.0;563.0;213.0
337.0;250.0;327.0;-302.0;5.0;135;33.0;572.0;188.0
334.0;275.0;324.0;-358.0;6.0;218;15.0;493.0;178.0
378.0;141.0;372.0;-222.0;-38.0;146;5.0;525.0;190.0
375.0;194.0;367.0;-272.0;3.0;141;-57.0;502.0;170.0
372.0;245.0;365.0;-332.0;57.0;209;-8.0;450.0;169.0
368.0;233.0;365.0;-300.0;29.0;84;73.0;421.0;116.0
311.0;154.0;327.0;-326.0;25.0;31;309.0;590.0;81.0
307.0;126.0;329.0;-442.0;71.0;224;331.0;598.0;36.0
311.0;69.0;336.0;-356.0;-77.0;160;455.0;706.0;54.0
663.0;130.0;494.0;-359.0;8.0;-177;165.0;402.0;12.0
393.0;219.0;364.0;-458.0;-42.0;-176;180.0;481.0;161.0
388.0;218.0;363.0;-507.0;-105.0;-173;236.0;506.0;116.0
506.0;-61.0;484.0;-296.0;23.0;-191;211.0;240.0;-65.0
477.0;210.0;450.0;-480.0;-239.0;49;242.0;528.0;285.0
479.0;411.0;439.0;-335.0;-166.0;83;143.0;535.0;133.0
470.0;274.0;430.0;-289.0;-96.0;122;72.0;506.0;117.0
456.0;203.0;421.0;-212.0;-57.0;119;177.0;532.0;151.0
445.0;202.0;412.0;-243.0;-7.0;202;60.0;502.0;140.0
436.0;207.0;404.0;-280.0;22.0;107;26.0;420.0;101.0
426.0;197.0;396.0;-304.0;22.0;-186;89.0;373.0;67.0
416.0;184.0;387.0;-342.0;-28.0;-186;188.0;370.0;41.0
295.0;135.0;311.0;-323.0;-88.0;-177;420.0;673.0;17.0
296.0;131.0;309.0;-170.0;-89.0;-177;393.0;470.0;48.0
297.0;135.0;314.0;-97.0;93.0;-178;203.0;460.0;41.0
300.0;116.0;318.0;-189.0;137.0;-177;185.0;427.0;30.0
303.0;60.0;322.0;-248.0;134.0;-174;190.0;376.0;-55.0
302.0;8.0;325.0;-245.0;88.0;-182;224.0;317.0;-70.0
302.0;-22.0;325.0;-243.0;11.0;-166;233.0;269.0;-82.0
301.0;-34.0;324.0;-283.0;20.0;-188;204.0;234.0;-76.0
300.0;-30.0;322.0;-284.0;-34.0;-166;166.0;225.0;-30.0
298.0;2.0;319.0;-353.0;-75.0;-170;140.0;236.0;-17.0
294.0;63.0;315.0;-350.0;-60.0;-215;137.0;248.0;-38.0
288.0;84.0;310.0;-445.0;84.0;49;168.0;263.0;8.0
284.0;140.0;304.0;-495.0;-191.0;155;187.0;284.0;39.0
418.0;111.0;440.0;-294.0;-109.0;54;363.0;483.0;155.0
299.0;375.0;385.0;-191.0;161.0;-176;486.0;802.0;108.0
297.0;266.0;375.0;-115.0;174.0;-176;695.0;674.0;33.0
