InertialMeasurementUnit LUA gyroY;Accelerometer LUA_ accX;InertialMeasurementUnit BACK gyroY;Accelerometer LWR accX;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit RUA gyroY;InertialMeasurementUnit LLA accZ;Accelerometer LUA^ accX;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit LLA gyroZ;Accelerometer BACK accX
-798.0;115.0;100.0;-133.0;749.0;-607.0;-8.0;287.0;-67.0;?;48.0
-142.0;17.0;81.0;-113.0;407.0;11.0;48.0;309.0;41.0;1123.0;77.0
265.0;-112.0;?;-138.0;182.0;586.0;97.0;312.0;115.0;387.0;71.0
722.0;-228.0;?;-132.0;75.0;869.0;246.0;273.0;-4.0;-308.0;-44.0
802.0;-339.0;?;-159.0;-74.0;799.0;258.0;?;-25.0;-555.0;-68.0
678.0;-422.0;?;-253.0;-184.0;743.0;225.0;?;147.0;-589.0;6.0
576.0;-411.0;?;-448.0;-208.0;562.0;149.0;?;354.0;-449.0;28.0
764.0;-295.0;?;-555.0;-193.0;462.0;67.0;?;358.0;-411.0;28.0
1223.0;-268.0;?;-715.0;-65.0;623.0;-78.0;?;323.0;-583.0;26.0
-204.0;608.0;?;139.0;88.0;18.0;385.0;?;-175.0;101.0;230.0
-111.0;641.0;?;173.0;70.0;-7.0;?;?;-177.0;121.0;244.0
-139.0;637.0;?;199.0;59.0;-2.0;?;346.0;-148.0;91.0;227.0
-328.0;576.0;?;274.0;-121.0;-110.0;515.0;431.0;-160.0;197.0;187.0
-540.0;480.0;-15.0;255.0;-281.0;-347.0;572.0;371.0;-237.0;335.0;222.0
-890.0;448.0;24.0;347.0;-429.0;-734.0;678.0;352.0;-356.0;503.0;166.0
-1355.0;364.0;103.0;201.0;?;-1144.0;724.0;413.0;-582.0;569.0;144.0
-1877.0;278.0;163.0;164.0;?;-1592.0;784.0;491.0;-818.0;700.0;215.0
-2452.0;139.0;230.0;63.0;?;-2276.0;851.0;586.0;-1197.0;946.0;261.0
-2991.0;46.0;160.0;-62.0;?;-2723.0;791.0;655.0;-1744.0;1171.0;77.0
-3456.0;-34.0;127.0;-202.0;?;-3095.0;638.0;779.0;-2151.0;1403.0;172.0
-3827.0;-146.0;2.0;-328.0;-472.0;-3300.0;537.0;772.0;-2383.0;1663.0;114.0
-4085.0;-221.0;-272.0;-364.0;-380.0;-3473.0;416.0;751.0;-2586.0;1812.0;147.0
-4220.0;-209.0;-356.0;-428.0;-254.0;-3681.0;311.0;679.0;-2772.0;1883.0;102.0
-4270.0;-247.0;-472.0;-529.0;-61.0;-3824.0;155.0;626.0;-2943.0;1769.0;101.0
-4235.0;-182.0;-471.0;-491.0;232.0;-3766.0;2.0;586.0;-3035.0;1741.0;63.0
-3999.0;-171.0;-560.0;-484.0;443.0;-3661.0;-117.0;504.0;-3049.0;1663.0;9.0
-3752.0;-149.0;-596.0;-444.0;786.0;-3467.0;-237.0;452.0;-3048.0;1574.0;47.0
-3432.0;-110.0;-534.0;-481.0;1123.0;-3175.0;-347.0;402.0;-2913.0;1562.0;?
-3104.0;-43.0;-367.0;-401.0;1426.0;-2853.0;-287.0;404.0;-2744.0;1483.0;?
-2766.0;2.0;-221.0;-437.0;1573.0;-2407.0;-298.0;350.0;-2612.0;1460.0;?
-2417.0;100.0;115.0;-439.0;1600.0;-1713.0;-458.0;334.0;-2063.0;1578.0;113.0
-1776.0;138.0;160.0;-285.0;1040.0;-1171.0;-408.0;352.0;-844.0;1734.0;28.0
-1026.0;51.0;111.0;-200.0;750.0;-717.0;-52.0;316.0;-400.0;1620.0;51.0
-620.0;-87.0;118.0;-122.0;434.0;-254.0;-63.0;293.0;-180.0;1128.0;45.0
-116.0;-168.0;77.0;-106.0;220.0;190.0;21.0;377.0;38.0;418.0;62.0
299.0;-237.0;99.0;-128.0;84.0;447.0;68.0;375.0;49.0;-185.0;38.0
542.0;-359.0;44.0;-207.0;-124.0;537.0;124.0;370.0;283.0;-385.0;48.0
678.0;-459.0;33.0;-303.0;-223.0;552.0;212.0;352.0;419.0;-394.0;?
815.0;-512.0;-1.0;-512.0;-258.0;?;81.0;386.0;385.0;-458.0;?
1239.0;-494.0;5.0;-744.0;-64.0;?;-54.0;489.0;400.0;-585.0;?
-529.0;8.0;-68.0;176.0;121.0;?;476.0;237.0;-260.0;515.0;?
-847.0;-59.0;40.0;146.0;231.0;?;432.0;364.0;-401.0;834.0;?
-1305.0;-152.0;142.0;104.0;478.0;?;389.0;507.0;-555.0;1348.0;?
-1731.0;44.0;246.0;68.0;888.0;?;354.0;471.0;-726.0;1942.0;138.0
-2071.0;?;196.0;2.0;1348.0;?;311.0;527.0;-1057.0;2513.0;144.0
-2274.0;?;80.0;-429.0;1932.0;?;218.0;567.0;-1520.0;3152.0;139.0
-2369.0;?;-206.0;-830.0;2437.0;?;48.0;553.0;-1971.0;4040.0;167.0
-2205.0;?;-183.0;-1230.0;2892.0;?;-14.0;552.0;-2498.0;5050.0;136.0
-1850.0;?;-182.0;-1353.0;?;?;-128.0;532.0;-3268.0;5857.0;73.0
-1470.0;?;-201.0;-1254.0;?;-1219.0;-342.0;470.0;-3777.0;6278.0;89.0
-1199.0;?;-230.0;-1299.0;?;-1058.0;-605.0;395.0;-3834.0;6430.0;142.0
-976.0;212.0;-257.0;?;?;-516.0;-770.0;293.0;-3434.0;6524.0;78.0
-575.0;113.0;-399.0;?;?;-124.0;-563.0;194.0;-3249.0;6268.0;77.0
-129.0;-9.0;-409.0;-1065.0;?;-129.0;-500.0;357.0;-3568.0;5497.0;106.0
-192.0;-41.0;-386.0;-746.0;?;31.0;-507.0;361.0;-3091.0;4893.0;81.0
-457.0;-45.0;-426.0;-646.0;2336.0;235.0;-394.0;488.0;-2130.0;4013.0;93.0
-644.0;-76.0;-447.0;-579.0;2096.0;92.0;-233.0;249.0;-1082.0;2848.0;163.0
-775.0;-53.0;-438.0;-486.0;1664.0;-55.0;-26.0;331.0;-199.0;1815.0;141.0
-704.0;2.0;-407.0;?;1255.0;-39.0;11.0;705.0;215.0;1093.0;111.0
-505.0;84.0;-395.0;?;948.0;-176.0;-30.0;786.0;480.0;614.0;81.0
-196.0;117.0;-356.0;?;697.0;-199.0;-43.0;640.0;627.0;342.0;63.0
143.0;107.0;-300.0;-474.0;506.0;-101.0;-14.0;448.0;699.0;123.0;61.0
346.0;97.0;-176.0;-379.0;?;-31.0;20.0;375.0;702.0;-136.0;82.0
488.0;44.0;-86.0;-341.0;?;66.0;?;275.0;742.0;-424.0;64.0
?;-28.0;-4.0;-301.0;?;37.0;?;245.0;739.0;-694.0;33.0
?;-80.0;-4.0;-276.0;?;-6.0;?;228.0;826.0;-948.0;0.0
547.0;-73.0;13.0;-299.0;?;-78.0;?;242.0;871.0;-1257.0;-17.0
525.0;-68.0;57.0;-315.0;?;-138.0;?;282.0;927.0;-1423.0;-26.0
446.0;-68.0;11.0;-302.0;?;-166.0;?;?;955.0;-1526.0;-30.0
?;-66.0;47.0;-304.0;?;-94.0;?;412.0;928.0;-1561.0;-28.0
?;-46.0;47.0;-278.0;?;-41.0;?;429.0;826.0;-1482.0;-38.0
?;-42.0;17.0;-262.0;?;11.0;-64.0;399.0;695.0;-1296.0;-20.0
?;-50.0;17.0;-272.0;?;31.0;-63.0;354.0;601.0;-1092.0;20.0
?;-46.0;-39.0;-272.0;?;42.0;-56.0;309.0;474.0;-884.0;61.0
?;-50.0;-52.0;-283.0;?;51.0;-40.0;305.0;361.0;-534.0;88.0
?;-26.0;-99.0;-292.0;?;24.0;-36.0;301.0;242.0;-218.0;95.0
?;23.0;-189.0;-294.0;?;28.0;-37.0;321.0;88.0;95.0;48.0
51.0;67.0;-195.0;-334.0;176.0;59.0;-29.0;306.0;-49.0;431.0;11.0
-40.0;58.0;-219.0;-362.0;389.0;68.0;-19.0;313.0;-173.0;690.0;55.0
-67.0;59.0;-193.0;-360.0;507.0;17.0;0.0;323.0;-313.0;932.0;68.0
-73.0;70.0;-152.0;-358.0;497.0;41.0;16.0;333.0;-414.0;1135.0;63.0
?;76.0;-89.0;-404.0;463.0;96.0;15.0;334.0;-624.0;1278.0;47.0
?;50.0;-106.0;-449.0;481.0;48.0;5.0;343.0;-705.0;1259.0;27.0
?;22.0;-72.0;-409.0;525.0;51.0;6.0;340.0;-691.0;1152.0;44.0
-283.0;5.0;-4.0;-396.0;457.0;56.0;16.0;329.0;-639.0;1057.0;42.0
-326.0;-5.0;42.0;-408.0;348.0;?;21.0;340.0;-584.0;856.0;29.0
-392.0;-40.0;?;-408.0;231.0;?;7.0;331.0;-502.0;629.0;20.0
-385.0;-56.0;?;-418.0;158.0;?;-14.0;332.0;-415.0;369.0;19.0
-349.0;-9.0;?;-409.0;70.0;?;-26.0;338.0;-356.0;145.0;49.0
-287.0;14.0;?;-428.0;-12.0;?;-21.0;345.0;-291.0;-49.0;69.0
-213.0;64.0;?;-412.0;-105.0;?;-29.0;381.0;-165.0;-210.0;89.0
-120.0;-90.0;?;-345.0;-186.0;?;-34.0;?;-92.0;-307.0;126.0
-41.0;-213.0;?;-366.0;-257.0;?;-52.0;?;30.0;-264.0;100.0
-54.0;94.0;?;-270.0;-424.0;171.0;-80.0;?;244.0;-269.0;56.0
102.0;310.0;?;-399.0;-338.0;222.0;-17.0;?;252.0;-431.0;224.0
248.0;224.0;?;-637.0;-313.0;169.0;-51.0;?;311.0;-447.0;454.0
234.0;75.0;?;-470.0;?;12.0;-44.0;269.0;366.0;-586.0;338.0
706.0;-42.0;-164.0;-297.0;?;179.0;-81.0;249.0;373.0;-466.0;143.0
794.0;-29.0;729.0;-255.0;?;259.0;-129.0;326.0;183.0;-115.0;122.0
866.0;-32.0;530.0;-396.0;81.0;99.0;-170.0;295.0;384.0;-76.0;80.0
1007.0;6.0;356.0;-243.0;382.0;-177.0;-30.0;277.0;1084.0;-244.0;69.0
702.0;3.0;160.0;-112.0;516.0;-290.0;171.0;292.0;1556.0;-259.0;59.0
287.0;28.0;-47.0;-214.0;151.0;-257.0;184.0;512.0;1513.0;-418.0;48.0
199.0;29.0;-278.0;-290.0;-5.0;-226.0;88.0;670.0;1105.0;-689.0;67.0
245.0;14.0;-118.0;-283.0;?;-9.0;40.0;529.0;730.0;-434.0;58.0
320.0;-13.0;23.0;-253.0;?;138.0;67.0;279.0;476.0;-103.0;70.0
275.0;-6.0;102.0;-266.0;?;141.0;94.0;258.0;205.0;35.0;88.0
99.0;-35.0;55.0;-312.0;?;120.0;93.0;252.0;-22.0;89.0;97.0
-17.0;-46.0;-35.0;-367.0;?;72.0;71.0;261.0;-241.0;167.0;93.0
-108.0;-58.0;-30.0;-382.0;?;111.0;29.0;267.0;-409.0;197.0;86.0
-214.0;-39.0;-19.0;-389.0;?;123.0;-7.0;284.0;-493.0;297.0;104.0
-285.0;-46.0;21.0;-397.0;?;127.0;-24.0;295.0;-571.0;352.0;96.0
-337.0;-19.0;-16.0;-435.0;?;46.0;-28.0;304.0;-550.0;410.0;84.0
-364.0;-27.0;-54.0;-449.0;?;8.0;-36.0;304.0;-561.0;443.0;86.0
-338.0;8.0;-111.0;-445.0;?;-43.0;-64.0;303.0;-613.0;516.0;97.0
-325.0;2.0;-72.0;-459.0;170.0;-71.0;-72.0;291.0;-569.0;588.0;124.0
-261.0;-10.0;-135.0;-471.0;177.0;-58.0;-78.0;?;?;605.0;110.0
-249.0;8.0;-177.0;-443.0;212.0;-63.0;-76.0;?;?;591.0;88.0
-211.0;3.0;-264.0;-437.0;245.0;-62.0;-87.0;?;?;546.0;68.0
-244.0;13.0;-209.0;-421.0;292.0;-40.0;-83.0;?;?;494.0;67.0
-191.0;41.0;-169.0;-371.0;322.0;-72.0;-56.0;?;?;?;66.0
-137.0;25.0;-216.0;-360.0;280.0;-90.0;-38.0;?;?;339.0;70.0
-115.0;5.0;-262.0;-359.0;217.0;?;-21.0;?;?;227.0;74.0
-90.0;-16.0;-326.0;-348.0;109.0;?;-7.0;?;?;85.0;70.0
-28.0;-20.0;-319.0;-338.0;64.0;?;-5.0;?;?;9.0;74.0
10.0;-1.0;-306.0;-329.0;38.0;?;-1.0;?;?;-85.0;68.0
55.0;29.0;-249.0;-333.0;?;?;4.0;?;?;-153.0;56.0
72.0;39.0;-163.0;-325.0;?;?;7.0;?;?;-238.0;64.0
44.0;41.0;-131.0;-327.0;?;?;1.0;?;261.0;-283.0;97.0
58.0;31.0;-89.0;-349.0;?;?;-7.0;290.0;234.0;-244.0;99.0
121.0;-19.0;-49.0;-344.0;?;?;-11.0;315.0;128.0;-176.0;110.0
135.0;-27.0;-52.0;-333.0;?;?;-28.0;314.0;68.0;?;?
150.0;-14.0;-38.0;-324.0;?;?;-21.0;291.0;44.0;?;?
?;-12.0;23.0;-305.0;?;?;-11.0;261.0;92.0;?;?
?;4.0;2.0;-308.0;?;?;-1.0;275.0;?;?;?
?;23.0;18.0;-330.0;?;?;7.0;323.0;?;?;?
?;13.0;-2.0;?;?;-27.0;18.0;?;?;?;?
?;1.0;94.0;?;?;11.0;24.0;?;?;?;?
?;7.0;127.0;?;?;47.0;5.0;?;?;?;?
?;24.0;160.0;?;?;54.0;8.0;?;?;?;?
-89.0;23.0;158.0;?;?;82.0;8.0;289.0;?;?;?
-112.0;35.0;142.0;?;-5.0;118.0;3.0;275.0;?;?;?
-138.0;0.0;170.0;?;-7.0;122.0;3.0;303.0;?;?;?
-147.0;-226.0;170.0;?;-81.0;165.0;-6.0;285.0;?;79.0;?
-166.0;23.0;176.0;?;-90.0;159.0;-16.0;315.0;-365.0;7.0;15.0
-160.0;184.0;176.0;?;-104.0;152.0;-9.0;300.0;-303.0;-65.0;319.0
-151.0;281.0;142.0;?;-92.0;156.0;-21.0;299.0;-217.0;-104.0;321.0
-182.0;192.0;148.0;?;-52.0;71.0;10.0;329.0;-135.0;-240.0;219.0
-94.0;104.0;17.0;?;-172.0;2.0;-62.0;310.0;-76.0;-289.0;250.0
84.0;73.0;182.0;?;-232.0;222.0;-89.0;318.0;-169.0;192.0;161.0
319.0;104.0;-142.0;?;193.0;9.0;-54.0;317.0;-170.0;276.0;277.0
518.0;83.0;-43.0;-253.0;241.0;-145.0;-13.0;259.0;319.0;70.0;283.0
307.0;34.0;1.0;-243.0;129.0;-312.0;126.0;216.0;866.0;-121.0;203.0
87.0;24.0;-66.0;-212.0;-141.0;-311.0;205.0;334.0;937.0;-437.0;234.0
59.0;10.0;-154.0;-181.0;-141.0;-180.0;91.0;559.0;716.0;-642.0;247.0
113.0;18.0;-135.0;-182.0;-77.0;-7.0;35.0;568.0;631.0;-556.0;265.0
116.0;34.0;-75.0;-234.0;96.0;138.0;109.0;447.0;562.0;-460.0;236.0
104.0;85.0;66.0;-259.0;?;131.0;175.0;421.0;432.0;-417.0;254.0
15.0;68.0;175.0;-277.0;?;64.0;158.0;372.0;194.0;-288.0;224.0
8.0;47.0;97.0;-281.0;?;38.0;87.0;428.0;?;-50.0;225.0
9.0;28.0;115.0;-263.0;?;50.0;60.0;365.0;?;123.0;200.0
13.0;31.0;138.0;-307.0;?;114.0;55.0;332.0;?;242.0;197.0
-91.0;25.0;109.0;-340.0;?;134.0;52.0;323.0;?;364.0;203.0
-120.0;4.0;85.0;-353.0;?;146.0;42.0;351.0;?;393.0;208.0
-149.0;-17.0;90.0;-361.0;?;132.0;17.0;358.0;?;403.0;212.0
-180.0;-9.0;37.0;-367.0;?;120.0;11.0;371.0;?;423.0;220.0
-209.0;20.0;22.0;-387.0;?;67.0;3.0;395.0;?;405.0;240.0
-251.0;5.0;-2.0;-408.0;?;53.0;-9.0;379.0;?;420.0;240.0
-253.0;-31.0;-35.0;-409.0;?;-7.0;-19.0;361.0;?;?;237.0
-293.0;-37.0;-50.0;-408.0;236.0;-47.0;-19.0;336.0;?;?;208.0
-256.0;-12.0;-48.0;-398.0;314.0;-61.0;-39.0;334.0;?;?;214.0
-211.0;-4.0;?;-400.0;362.0;-137.0;-29.0;324.0;?;?;204.0
-205.0;27.0;?;-398.0;387.0;-210.0;-16.0;323.0;-45.0;?;166.0
-181.0;11.0;?;-402.0;358.0;-240.0;-19.0;306.0;22.0;?;118.0
-143.0;10.0;?;-411.0;332.0;-236.0;-22.0;304.0;88.0;?;124.0
-82.0;1.0;?;-401.0;279.0;-229.0;-23.0;294.0;119.0;?;112.0
45.0;20.0;?;-384.0;215.0;-228.0;-19.0;286.0;134.0;368.0;105.0
128.0;17.0;?;-399.0;149.0;-223.0;-29.0;294.0;?;259.0;58.0
184.0;6.0;?;-381.0;110.0;-211.0;-38.0;283.0;?;94.0;68.0
203.0;4.0;?;-350.0;79.0;-205.0;-36.0;287.0;?;-47.0;72.0
222.0;22.0;?;-314.0;55.0;-215.0;-32.0;300.0;?;-89.0;65.0
236.0;21.0;?;-327.0;15.0;-225.0;-20.0;321.0;?;-141.0;59.0
208.0;32.0;-224.0;-315.0;-6.0;-218.0;-15.0;315.0;?;-186.0;29.0
160.0;22.0;-193.0;-283.0;-17.0;-167.0;-2.0;298.0;494.0;-186.0;39.0
116.0;19.0;-152.0;-272.0;-44.0;-112.0;6.0;289.0;482.0;-208.0;36.0
111.0;15.0;-138.0;-273.0;-93.0;-55.0;16.0;287.0;409.0;-175.0;43.0
96.0;-10.0;-70.0;-281.0;-100.0;-18.0;23.0;311.0;309.0;-198.0;56.0
31.0;-39.0;-84.0;-272.0;-132.0;-1.0;22.0;314.0;220.0;-197.0;51.0
-2.0;-15.0;-20.0;-302.0;-143.0;43.0;26.0;315.0;95.0;-174.0;70.0
-24.0;26.0;39.0;-305.0;-123.0;60.0;23.0;305.0;8.0;-152.0;43.0
-112.0;58.0;27.0;-313.0;-108.0;85.0;14.0;313.0;-101.0;-58.0;45.0
-114.0;48.0;49.0;-333.0;-100.0;78.0;0.0;334.0;-113.0;0.0;34.0
-171.0;47.0;39.0;?;-70.0;71.0;-1.0;340.0;-203.0;97.0;2.0
-167.0;58.0;30.0;?;-74.0;158.0;-4.0;324.0;-288.0;173.0;?
-162.0;-88.0;11.0;?;-113.0;94.0;-6.0;331.0;-381.0;172.0;?
-171.0;-115.0;86.0;?;-107.0;135.0;-8.0;309.0;-428.0;164.0;?
-203.0;182.0;114.0;?;-112.0;160.0;?;302.0;-432.0;48.0;?
-228.0;173.0;143.0;-444.0;-101.0;217.0;?;310.0;-395.0;-46.0;?
-234.0;170.0;177.0;-464.0;-95.0;247.0;?;331.0;-333.0;-166.0;?
-246.0;168.0;162.0;-390.0;-130.0;180.0;?;355.0;-267.0;-314.0;?
-42.0;83.0;465.0;-348.0;-303.0;398.0;?;351.0;-301.0;-8.0;?
31.0;86.0;394.0;-308.0;108.0;192.0;?;335.0;-284.0;166.0;?
321.0;155.0;136.0;-263.0;281.0;124.0;?;309.0;55.0;182.0;?
373.0;132.0;176.0;-236.0;287.0;-172.0;?;291.0;611.0;151.0;?
149.0;100.0;10.0;-250.0;14.0;-251.0;?;407.0;805.0;-2.0;?
129.0;61.0;-129.0;-190.0;-22.0;-273.0;?;549.0;723.0;-400.0;?
124.0;10.0;-12.0;-162.0;-134.0;-243.0;?;582.0;708.0;-407.0;195.0
181.0;41.0;-115.0;-175.0;-87.0;-43.0;95.0;447.0;639.0;-347.0;191.0
184.0;71.0;-223.0;-223.0;-12.0;73.0;145.0;463.0;510.0;-412.0;210.0
45.0;86.0;-55.0;-257.0;-134.0;99.0;170.0;380.0;444.0;-446.0;206.0
36.0;44.0;56.0;-266.0;-231.0;31.0;129.0;419.0;270.0;-422.0;178.0
34.0;18.0;81.0;-252.0;-235.0;-24.0;70.0;465.0;75.0;-272.0;172.0
65.0;15.0;89.0;-268.0;-172.0;-37.0;52.0;417.0;?;-79.0;174.0
77.0;16.0;75.0;-279.0;-120.0;-8.0;40.0;389.0;?;68.0;163.0
27.0;35.0;66.0;-318.0;-50.0;13.0;45.0;400.0;?;147.0;154.0
-12.0;38.0;96.0;-321.0;-17.0;47.0;36.0;374.0;?;248.0;166.0
-38.0;7.0;93.0;-341.0;30.0;68.0;21.0;386.0;?;318.0;168.0
-71.0;2.0;78.0;-338.0;92.0;65.0;12.0;404.0;?;388.0;143.0
-58.0;-12.0;42.0;-345.0;128.0;56.0;8.0;389.0;?;418.0;172.0
-106.0;23.0;23.0;-374.0;193.0;31.0;3.0;393.0;?;458.0;163.0
-123.0;13.0;-9.0;-380.0;252.0;-23.0;-1.0;365.0;?;530.0;160.0
-171.0;18.0;-68.0;-392.0;321.0;-50.0;0.0;353.0;?;523.0;177.0
-202.0;0.0;?;-384.0;346.0;-74.0;3.0;352.0;?;510.0;165.0
-242.0;1.0;?;-401.0;352.0;-85.0;-8.0;371.0;?;533.0;164.0
-198.0;-2.0;?;-399.0;352.0;-74.0;-13.0;351.0;?;552.0;157.0
-165.0;5.0;-97.0;-386.0;408.0;-124.0;-13.0;338.0;-143.0;585.0;147.0
-105.0;32.0;-142.0;-390.0;383.0;-167.0;-10.0;311.0;-123.0;569.0;129.0
-77.0;25.0;-99.0;-395.0;324.0;-174.0;-10.0;317.0;-1.0;528.0;115.0
-59.0;19.0;-159.0;-401.0;285.0;-134.0;-16.0;327.0;22.0;455.0;115.0
-13.0;18.0;-39.0;-381.0;242.0;-119.0;-15.0;327.0;81.0;327.0;96.0
62.0;20.0;-52.0;-378.0;180.0;-142.0;-13.0;309.0;136.0;275.0;86.0
119.0;14.0;-95.0;-379.0;95.0;-236.0;-14.0;317.0;199.0;170.0;84.0
137.0;9.0;-138.0;-360.0;52.0;-214.0;-20.0;305.0;263.0;24.0;77.0
153.0;?;-171.0;-347.0;-14.0;-171.0;-12.0;311.0;334.0;-110.0;74.0
201.0;35.0;-203.0;-318.0;-56.0;-168.0;-7.0;307.0;393.0;-197.0;65.0
179.0;40.0;-141.0;-307.0;-124.0;-154.0;-2.0;309.0;407.0;-231.0;47.0
164.0;31.0;-127.0;-287.0;-203.0;-194.0;3.0;323.0;404.0;-282.0;23.0
152.0;19.0;-73.0;-283.0;-227.0;-111.0;1.0;322.0;412.0;-337.0;13.0
175.0;10.0;-35.0;-300.0;-295.0;-80.0;2.0;315.0;335.0;-396.0;18.0
157.0;-28.0;-67.0;-284.0;-288.0;-81.0;-2.0;286.0;293.0;-424.0;44.0
145.0;-1.0;-84.0;-256.0;-262.0;-39.0;-3.0;313.0;263.0;-433.0;33.0
96.0;-34.0;-79.0;-273.0;-230.0;-23.0;-7.0;321.0;263.0;-459.0;2.0
62.0;-23.0;-11.0;-263.0;-201.0;48.0;3.0;348.0;203.0;?;69.0
-49.0;-3.0;17.0;?;-146.0;46.0;6.0;327.0;166.0;?;69.0
-119.0;42.0;25.0;?;-125.0;82.0;8.0;368.0;64.0;?;77.0
-138.0;14.0;79.0;?;-65.0;?;2.0;342.0;-65.0;?;78.0
-154.0;54.0;115.0;-283.0;8.0;?;-1.0;342.0;-187.0;?;93.0
-162.0;13.0;150.0;-292.0;36.0;?;12.0;320.0;-291.0;?;59.0
-179.0;106.0;230.0;-321.0;16.0;?;14.0;305.0;-415.0;?;83.0
-229.0;-225.0;260.0;-344.0;33.0;?;14.0;287.0;-483.0;368.0;165.0
-281.0;41.0;254.0;-316.0;82.0;?;22.0;315.0;-565.0;426.0;105.0
-296.0;?;250.0;-354.0;69.0;?;26.0;287.0;-573.0;410.0;153.0
-328.0;?;211.0;-557.0;11.0;?;26.0;324.0;-587.0;396.0;567.0
-309.0;?;170.0;-529.0;-42.0;?;40.0;343.0;-592.0;315.0;446.0
-307.0;?;142.0;-440.0;-124.0;?;?;324.0;-515.0;99.0;339.0
104.0;?;528.0;-319.0;-500.0;?;?;305.0;-588.0;380.0;271.0
210.0;?;344.0;-283.0;-44.0;?;?;321.0;-464.0;370.0;288.0
504.0;?;221.0;-288.0;111.0;?;?;304.0;151.0;71.0;326.0
386.0;?;272.0;-288.0;3.0;-259.0;?;303.0;793.0;-151.0;205.0
272.0;?;159.0;-248.0;-222.0;-265.0;178.0;415.0;1011.0;-574.0;182.0
251.0;?;164.0;-183.0;-291.0;-251.0;81.0;685.0;1003.0;-881.0;192.0
302.0;?;205.0;-173.0;-378.0;?;44.0;?;974.0;-879.0;192.0
398.0;?;170.0;-194.0;-315.0;?;121.0;?;905.0;-910.0;179.0
350.0;?;52.0;-204.0;-322.0;?;142.0;?;837.0;-1071.0;168.0
282.0;?;122.0;-204.0;-419.0;?;138.0;?;706.0;-1035.0;189.0
266.0;?;149.0;-205.0;-481.0;?;102.0;?;518.0;-892.0;174.0
