InertialMeasurementUnit LUA magneticY;InertialMeasurementUnit BACK magneticZ;Accelerometer RUA_ accX;InertialMeasurementUnit RLA magneticX;InertialMeasurementUnit LLA magneticY;Accelerometer RWR accZ;InertialMeasurementUnit RUA magneticY
179.0;?;792.0;-618.0;581.0;489.0;-674.0
181.0;?;770.0;-615.0;570.0;383.0;-674.0
180.0;?;696.0;-620.0;565.0;322.0;-673.0
188.0;?;678.0;-621.0;549.0;343.0;?
190.0;?;651.0;-618.0;536.0;436.0;?
196.0;329.0;649.0;-612.0;519.0;562.0;?
444.0;373.0;641.0;-115.0;-212.0;267.0;?
422.0;372.0;608.0;-120.0;-215.0;353.0;?
422.0;368.0;573.0;-117.0;-216.0;426.0;?
435.0;366.0;590.0;-112.0;-208.0;501.0;?
434.0;368.0;627.0;-109.0;-203.0;519.0;?
433.0;366.0;698.0;-106.0;-201.0;486.0;?
424.0;371.0;683.0;-105.0;-199.0;463.0;?
424.0;372.0;686.0;-110.0;-189.0;470.0;?
424.0;376.0;727.0;-116.0;-172.0;491.0;?
415.0;382.0;726.0;-134.0;-154.0;561.0;?
409.0;386.0;732.0;-158.0;-116.0;627.0;?
397.0;389.0;770.0;-205.0;-73.0;650.0;-485.0
397.0;387.0;?;-250.0;-13.0;703.0;-504.0
404.0;382.0;?;-287.0;48.0;710.0;-515.0
405.0;372.0;?;-336.0;118.0;649.0;-534.0
404.0;361.0;?;-386.0;193.0;635.0;-553.0
398.0;342.0;?;-445.0;267.0;577.0;-576.0
386.0;330.0;871.0;-489.0;329.0;540.0;-593.0
367.0;321.0;846.0;-517.0;386.0;493.0;-604.0
338.0;315.0;808.0;-548.0;431.0;474.0;-620.0
303.0;317.0;799.0;-576.0;473.0;471.0;-634.0
262.0;317.0;763.0;-599.0;510.0;557.0;-649.0
233.0;326.0;761.0;-617.0;533.0;627.0;-663.0
217.0;329.0;839.0;-632.0;548.0;626.0;-675.0
205.0;331.0;872.0;-644.0;562.0;591.0;-685.0
197.0;328.0;821.0;-647.0;576.0;541.0;-688.0
200.0;?;805.0;-641.0;569.0;433.0;-688.0
201.0;?;798.0;-637.0;563.0;348.0;-687.0
202.0;?;751.0;-640.0;562.0;367.0;-684.0
211.0;?;690.0;-636.0;554.0;457.0;-684.0
212.0;?;681.0;-630.0;541.0;644.0;-679.0
436.0;?;681.0;-216.0;-148.0;392.0;-496.0
440.0;?;662.0;-208.0;-133.0;360.0;-491.0
452.0;?;614.0;-203.0;-107.0;344.0;-488.0
475.0;?;?;-210.0;-59.0;270.0;-480.0
491.0;?;?;-224.0;0.0;459.0;-496.0
500.0;?;?;-237.0;65.0;545.0;-524.0
505.0;?;?;-260.0;164.0;654.0;-554.0
502.0;?;?;-284.0;285.0;974.0;-580.0
487.0;?;?;-321.0;427.0;1349.0;-599.0
459.0;?;921.0;-330.0;546.0;1282.0;-612.0
415.0;?;950.0;-299.0;631.0;1306.0;-619.0
345.0;?;1109.0;-270.0;671.0;1299.0;-618.0
274.0;?;1149.0;-238.0;649.0;1203.0;-616.0
199.0;311.0;1002.0;-200.0;563.0;1097.0;-611.0
127.0;306.0;985.0;-160.0;459.0;1161.0;-608.0
65.0;298.0;953.0;-130.0;347.0;1154.0;-602.0
3.0;290.0;806.0;-100.0;249.0;994.0;-605.0
-50.0;283.0;777.0;-69.0;180.0;1010.0;-599.0
-93.0;273.0;739.0;-31.0;124.0;972.0;-591.0
-122.0;260.0;688.0;-3.0;103.0;893.0;-585.0
-144.0;252.0;657.0;15.0;94.0;820.0;-577.0
-155.0;245.0;602.0;33.0;85.0;791.0;-568.0
-158.0;239.0;543.0;43.0;83.0;684.0;-559.0
-142.0;241.0;452.0;63.0;102.0;721.0;-555.0
-119.0;243.0;334.0;60.0;135.0;582.0;-551.0
-92.0;248.0;314.0;40.0;176.0;579.0;-548.0
-59.0;253.0;272.0;23.0;225.0;563.0;-549.0
-25.0;259.0;265.0;4.0;273.0;518.0;-551.0
11.0;266.0;278.0;-10.0;323.0;?;-557.0
37.0;271.0;317.0;-28.0;357.0;?;?
56.0;277.0;335.0;-50.0;380.0;?;?
72.0;279.0;360.0;-60.0;402.0;?;?
87.0;283.0;371.0;-61.0;419.0;?;?
98.0;282.0;343.0;-60.0;428.0;?;?
108.0;280.0;320.0;-57.0;439.0;?;?
116.0;279.0;320.0;-51.0;449.0;?;-548.0
119.0;272.0;312.0;-39.0;451.0;?;-545.0
116.0;268.0;351.0;-29.0;450.0;?;-541.0
112.0;263.0;332.0;-17.0;440.0;?;-537.0
107.0;263.0;290.0;?;428.0;601.0;-534.0
96.0;260.0;288.0;?;418.0;597.0;-533.0
91.0;258.0;293.0;?;403.0;576.0;-534.0
77.0;259.0;286.0;?;389.0;?;-536.0
63.0;258.0;299.0;?;371.0;?;-540.0
51.0;259.0;288.0;?;351.0;?;-540.0
40.0;260.0;287.0;?;332.0;?;-537.0
36.0;260.0;273.0;?;321.0;?;-541.0
27.0;261.0;?;?;312.0;?;-542.0
17.0;262.0;?;?;299.0;?;-545.0
6.0;264.0;?;?;288.0;?;-546.0
3.0;263.0;?;?;285.0;?;-549.0
-2.0;262.0;?;?;283.0;582.0;-547.0
-5.0;258.0;?;?;286.0;571.0;-545.0
4.0;256.0;?;51.0;296.0;483.0;-540.0
15.0;254.0;?;56.0;312.0;606.0;-532.0
26.0;250.0;?;57.0;331.0;793.0;-525.0
31.0;241.0;?;56.0;344.0;612.0;-519.0
41.0;237.0;?;52.0;357.0;428.0;-519.0
56.0;239.0;529.0;51.0;365.0;488.0;-509.0
59.0;246.0;191.0;45.0;?;469.0;-510.0
52.0;253.0;148.0;34.0;?;477.0;-513.0
49.0;258.0;115.0;21.0;?;534.0;-522.0
57.0;263.0;185.0;3.0;?;558.0;-534.0
62.0;265.0;245.0;-18.0;?;555.0;-550.0
72.0;267.0;332.0;-31.0;?;581.0;-561.0
88.0;267.0;349.0;-32.0;?;571.0;-562.0
97.0;272.0;331.0;-27.0;?;582.0;-562.0
108.0;271.0;310.0;-20.0;?;617.0;-560.0
116.0;273.0;320.0;-12.0;?;613.0;?
120.0;275.0;310.0;-8.0;?;628.0;?
122.0;277.0;323.0;3.0;?;662.0;?
120.0;276.0;345.0;8.0;?;652.0;?
?;279.0;342.0;13.0;?;638.0;?
?;280.0;334.0;19.0;?;637.0;?
?;279.0;348.0;21.0;?;659.0;?
?;281.0;?;24.0;?;656.0;?
?;279.0;?;25.0;?;629.0;?
?;279.0;?;27.0;?;?;-579.0
?;278.0;?;25.0;?;?;-579.0
?;279.0;?;25.0;?;?;-582.0
?;?;?;26.0;?;?;-583.0
?;?;?;30.0;?;?;-583.0
?;?;?;29.0;?;?;-585.0
?;?;?;32.0;?;?;-582.0
?;?;?;36.0;?;?;-578.0
?;?;?;40.0;?;?;-572.0
?;?;?;47.0;?;?;-565.0
?;?;?;55.0;?;559.0;-555.0
?;?;266.0;66.0;?;561.0;-545.0
117.0;246.0;254.0;72.0;?;572.0;-537.0
125.0;244.0;223.0;75.0;?;575.0;-530.0
132.0;241.0;235.0;77.0;?;541.0;-528.0
134.0;236.0;275.0;79.0;?;547.0;-525.0
?;235.0;300.0;78.0;450.0;562.0;-525.0
?;235.0;289.0;74.0;451.0;555.0;-523.0
?;232.0;258.0;77.0;452.0;539.0;-521.0
?;231.0;243.0;74.0;452.0;523.0;-523.0
?;229.0;242.0;73.0;450.0;540.0;-523.0
129.0;231.0;234.0;71.0;445.0;537.0;-526.0
124.0;232.0;223.0;67.0;440.0;558.0;-527.0
123.0;235.0;253.0;65.0;437.0;533.0;-530.0
119.0;235.0;252.0;63.0;431.0;547.0;?
?;236.0;278.0;62.0;427.0;550.0;?
?;?;300.0;61.0;421.0;562.0;?
?;?;269.0;64.0;415.0;486.0;?
?;?;281.0;65.0;409.0;495.0;?
?;?;249.0;63.0;404.0;857.0;?
?;?;231.0;64.0;398.0;579.0;-531.0
?;?;137.0;63.0;394.0;415.0;-534.0
?;?;506.0;66.0;389.0;468.0;-531.0
?;?;286.0;64.0;384.0;458.0;-528.0
?;?;63.0;61.0;385.0;531.0;-529.0
?;?;231.0;55.0;390.0;621.0;-525.0
?;?;237.0;50.0;405.0;547.0;-525.0
?;?;297.0;42.0;427.0;528.0;-527.0
?;?;329.0;42.0;442.0;534.0;-527.0
105.0;188.0;215.0;38.0;443.0;529.0;-526.0
103.0;181.0;144.0;40.0;443.0;491.0;-521.0
102.0;178.0;158.0;46.0;449.0;509.0;-516.0
106.0;179.0;148.0;51.0;453.0;520.0;-509.0
110.0;178.0;158.0;54.0;459.0;538.0;-508.0
116.0;179.0;207.0;57.0;462.0;518.0;-507.0
120.0;181.0;240.0;58.0;464.0;529.0;-510.0
119.0;182.0;269.0;60.0;460.0;518.0;-512.0
116.0;183.0;276.0;65.0;453.0;558.0;-509.0
111.0;185.0;277.0;71.0;449.0;586.0;-507.0
102.0;183.0;263.0;75.0;435.0;598.0;-504.0
95.0;?;266.0;83.0;426.0;622.0;-502.0
84.0;?;281.0;87.0;411.0;?;-497.0
77.0;?;279.0;93.0;399.0;?;-497.0
67.0;?;300.0;99.0;387.0;?;-495.0
60.0;?;252.0;100.0;374.0;?;-492.0
52.0;187.0;241.0;101.0;364.0;?;-495.0
46.0;190.0;247.0;94.0;354.0;?;-498.0
44.0;193.0;293.0;94.0;352.0;?;-500.0
45.0;?;275.0;90.0;351.0;?;-500.0
50.0;?;256.0;86.0;351.0;?;?
53.0;?;260.0;82.0;356.0;557.0;?
62.0;?;?;77.0;362.0;510.0;?
67.0;213.0;?;72.0;369.0;526.0;?
72.0;215.0;?;68.0;374.0;507.0;?
79.0;220.0;?;63.0;382.0;502.0;?
89.0;222.0;?;60.0;393.0;513.0;-516.0
97.0;222.0;?;59.0;405.0;530.0;-514.0
108.0;224.0;251.0;59.0;415.0;553.0;-514.0
120.0;230.0;244.0;58.0;429.0;568.0;-517.0
131.0;229.0;224.0;60.0;442.0;570.0;-517.0
140.0;234.0;233.0;61.0;453.0;562.0;-520.0
149.0;237.0;253.0;64.0;464.0;567.0;-520.0
152.0;238.0;262.0;67.0;470.0;562.0;-525.0
157.0;240.0;260.0;70.0;473.0;520.0;-525.0
158.0;243.0;249.0;69.0;476.0;592.0;-527.0
160.0;247.0;240.0;72.0;?;528.0;?
159.0;249.0;229.0;71.0;?;533.0;?
162.0;250.0;242.0;68.0;475.0;539.0;?
164.0;251.0;258.0;66.0;477.0;557.0;?
159.0;250.0;287.0;68.0;472.0;504.0;?
154.0;248.0;294.0;69.0;467.0;682.0;?
144.0;242.0;331.0;78.0;457.0;763.0;-533.0
136.0;238.0;210.0;84.0;451.0;453.0;-529.0
128.0;238.0;323.0;88.0;443.0;486.0;-522.0
126.0;240.0;374.0;94.0;434.0;480.0;-514.0
115.0;242.0;82.0;90.0;422.0;454.0;-514.0
112.0;248.0;87.0;79.0;?;507.0;-519.0
122.0;251.0;124.0;63.0;?;541.0;-526.0
126.0;249.0;126.0;45.0;?;500.0;-535.0
135.0;250.0;267.0;28.0;?;509.0;-546.0
148.0;254.0;291.0;17.0;?;507.0;-554.0
158.0;253.0;195.0;7.0;?;486.0;-561.0
165.0;248.0;197.0;4.0;?;462.0;-557.0
174.0;251.0;173.0;7.0;?;468.0;-551.0
180.0;250.0;183.0;9.0;?;526.0;-545.0
183.0;252.0;174.0;14.0;?;538.0;-543.0
187.0;252.0;?;16.0;?;548.0;-542.0
189.0;252.0;?;19.0;?;562.0;-544.0
187.0;254.0;?;25.0;?;561.0;-545.0
186.0;255.0;?;31.0;?;593.0;-545.0
180.0;255.0;?;38.0;?;597.0;-541.0
172.0;254.0;?;46.0;502.0;587.0;-542.0
166.0;253.0;?;54.0;492.0;609.0;-541.0
156.0;250.0;?;61.0;480.0;619.0;-540.0
146.0;247.0;?;68.0;466.0;622.0;-538.0
136.0;245.0;?;?;451.0;592.0;-535.0
123.0;243.0;?;?;435.0;609.0;-531.0
114.0;243.0;?;?;423.0;579.0;-529.0
?;243.0;?;?;410.0;589.0;-525.0
?;243.0;?;?;400.0;?;-525.0
?;?;?;?;393.0;524.0;-525.0
?;?;?;?;384.0;538.0;-525.0
?;?;?;?;383.0;529.0;-526.0
?;?;248.0;?;383.0;550.0;-529.0
?;?;232.0;?;383.0;536.0;-530.0
?;?;256.0;?;390.0;518.0;-530.0
?;?;263.0;?;400.0;497.0;-536.0
?;?;262.0;60.0;410.0;501.0;-534.0
?;?;233.0;59.0;421.0;535.0;-531.0
?;261.0;183.0;57.0;437.0;552.0;-532.0
?;266.0;186.0;57.0;457.0;500.0;-532.0
?;?;210.0;53.0;477.0;541.0;-534.0
?;?;250.0;53.0;495.0;552.0;-538.0
?;?;265.0;52.0;509.0;581.0;?
?;?;293.0;56.0;519.0;553.0;?
?;?;292.0;63.0;525.0;571.0;?
?;?;271.0;69.0;532.0;569.0;?
219.0;?;223.0;72.0;?;544.0;?
220.0;?;234.0;74.0;?;536.0;?
216.0;?;257.0;79.0;?;547.0;?
214.0;274.0;250.0;79.0;?;512.0;?
209.0;275.0;240.0;82.0;?;533.0;?
205.0;279.0;213.0;82.0;?;535.0;?
199.0;282.0;232.0;78.0;?;535.0;?
191.0;285.0;223.0;76.0;?;444.0;?
184.0;291.0;244.0;75.0;?;692.0;?
177.0;292.0;245.0;75.0;475.0;655.0;?
173.0;292.0;154.0;71.0;469.0;458.0;-556.0
177.0;298.0;268.0;74.0;466.0;501.0;-556.0
188.0;?;327.0;75.0;461.0;472.0;-551.0
187.0;?;82.0;68.0;461.0;497.0;-557.0
197.0;?;150.0;56.0;468.0;576.0;-563.0
210.0;?;198.0;43.0;485.0;566.0;-571.0
223.0;?;232.0;27.0;511.0;535.0;-581.0
237.0;?;293.0;17.0;532.0;572.0;-590.0
253.0;350.0;277.0;8.0;548.0;587.0;-602.0
?;350.0;194.0;0.0;573.0;543.0;-608.0
?;353.0;211.0;1.0;591.0;549.0;-607.0
?;356.0;266.0;3.0;603.0;551.0;-604.0
?;357.0;282.0;7.0;610.0;590.0;-602.0
?;357.0;252.0;10.0;613.0;561.0;-600.0
?;?;273.0;15.0;?;590.0;-597.0
?;?;291.0;20.0;?;560.0;?
?;?;275.0;27.0;?;558.0;?
?;?;248.0;32.0;?;535.0;?
?;?;238.0;36.0;?;604.0;?
?;?;239.0;36.0;?;573.0;?
?;?;282.0;33.0;?;?;?
?;?;323.0;32.0;?;?;?
?;?;300.0;31.0;?;?;?
239.0;?;302.0;32.0;534.0;?;?
229.0;?;305.0;36.0;519.0;?;?
217.0;?;305.0;40.0;506.0;?;?
209.0;?;319.0;46.0;495.0;?;?
198.0;?;336.0;51.0;482.0;?;-591.0
190.0;?;340.0;61.0;472.0;?;-586.0
186.0;334.0;310.0;65.0;468.0;?;-579.0
186.0;329.0;299.0;71.0;464.0;550.0;-574.0
187.0;324.0;277.0;75.0;467.0;560.0;-570.0
188.0;319.0;247.0;77.0;469.0;539.0;-566.0
191.0;315.0;217.0;78.0;472.0;539.0;-563.0
194.0;309.0;218.0;78.0;477.0;482.0;-557.0
199.0;308.0;220.0;77.0;485.0;443.0;?
203.0;305.0;231.0;74.0;495.0;489.0;?
209.0;?;217.0;73.0;504.0;483.0;?
217.0;?;208.0;72.0;511.0;480.0;?
224.0;?;206.0;75.0;522.0;501.0;?
234.0;?;218.0;80.0;533.0;512.0;?
245.0;?;209.0;84.0;542.0;541.0;?
253.0;?;210.0;88.0;552.0;545.0;?
256.0;?;206.0;93.0;555.0;531.0;?
255.0;?;195.0;94.0;556.0;526.0;?
?;?;184.0;95.0;558.0;549.0;?
?;?;214.0;95.0;554.0;540.0;?
?;?;201.0;96.0;554.0;550.0;?
249.0;?;225.0;97.0;552.0;508.0;?
246.0;?;258.0;97.0;551.0;520.0;?
246.0;?;228.0;97.0;548.0;506.0;?
246.0;292.0;233.0;97.0;542.0;513.0;-546.0
243.0;292.0;216.0;99.0;538.0;521.0;-546.0
236.0;292.0;210.0;100.0;530.0;532.0;-547.0
232.0;294.0;209.0;99.0;520.0;512.0;-548.0
230.0;291.0;232.0;98.0;?;506.0;-549.0
229.0;292.0;212.0;100.0;?;658.0;-546.0
233.0;292.0;?;103.0;?;573.0;-542.0
237.0;293.0;?;99.0;?;475.0;-540.0
240.0;303.0;?;98.0;?;499.0;-543.0
249.0;312.0;?;87.0;?;450.0;-546.0
256.0;321.0;97.0;72.0;?;482.0;-558.0
266.0;333.0;145.0;53.0;?;547.0;-572.0
288.0;340.0;159.0;32.0;?;580.0;-589.0
308.0;345.0;221.0;7.0;?;557.0;-604.0
328.0;344.0;330.0;-5.0;?;542.0;-611.0
343.0;341.0;359.0;-5.0;660.0;545.0;-614.0
351.0;336.0;355.0;-1.0;670.0;530.0;-608.0
354.0;329.0;275.0;9.0;679.0;559.0;-598.0
349.0;321.0;207.0;24.0;681.0;594.0;-588.0
334.0;318.0;197.0;34.0;674.0;612.0;-581.0
320.0;315.0;213.0;?;662.0;609.0;-576.0
308.0;314.0;260.0;?;643.0;577.0;-568.0
303.0;308.0;311.0;?;620.0;599.0;-565.0
305.0;295.0;360.0;?;579.0;619.0;-557.0
308.0;281.0;325.0;?;534.0;554.0;-548.0
314.0;271.0;319.0;?;485.0;567.0;-541.0
314.0;262.0;300.0;?;417.0;561.0;-529.0
316.0;254.0;251.0;?;344.0;560.0;-522.0
?;248.0;253.0;?;263.0;539.0;-519.0
316.0;245.0;223.0;?;194.0;541.0;-514.0
314.0;245.0;199.0;?;129.0;536.0;-515.0
312.0;243.0;226.0;?;66.0;552.0;-514.0
312.0;244.0;229.0;?;-2.0;569.0;-519.0
296.0;246.0;261.0;?;-77.0;502.0;-523.0
270.0;242.0;265.0;?;-137.0;502.0;-523.0
241.0;241.0;297.0;?;-188.0;518.0;-521.0
217.0;234.0;250.0;?;-231.0;528.0;-521.0
198.0;233.0;198.0;?;?;545.0;-517.0
180.0;231.0;197.0;?;?;566.0;-518.0
177.0;233.0;236.0;?;?;549.0;-520.0
179.0;233.0;242.0;?;?;571.0;-522.0
184.0;?;268.0;49.0;?;600.0;-525.0
188.0;?;281.0;53.0;-281.0;592.0;-525.0
196.0;?;301.0;55.0;-273.0;581.0;-528.0
199.0;?;299.0;60.0;-270.0;571.0;-525.0
202.0;?;?;66.0;-271.0;623.0;-525.0
208.0;?;283.0;70.0;-270.0;619.0;?
210.0;?;?;72.0;-264.0;608.0;?
215.0;?;?;74.0;-256.0;601.0;?
220.0;?;?;72.0;-250.0;?;?
225.0;?;?;70.0;-250.0;?;?
228.0;?;?;69.0;-247.0;?;?
232.0;244.0;?;70.0;-243.0;?;?
230.0;241.0;263.0;64.0;-245.0;?;?
232.0;242.0;281.0;65.0;-242.0;?;?
230.0;240.0;281.0;63.0;-240.0;?;?
228.0;240.0;273.0;60.0;-242.0;?;?
225.0;241.0;262.0;60.0;-238.0;?;?
223.0;240.0;262.0;58.0;-233.0;?;-517.0
224.0;242.0;262.0;56.0;-224.0;?;-515.0
?;244.0;250.0;53.0;-206.0;?;-515.0
228.0;249.0;243.0;48.0;-169.0;?;-519.0
237.0;254.0;269.0;41.0;-111.0;?;-525.0
244.0;258.0;281.0;39.0;-31.0;?;-530.0
246.0;267.0;?;35.0;65.0;573.0;-533.0
253.0;271.0;?;34.0;171.0;569.0;-536.0
252.0;278.0;?;32.0;281.0;540.0;-539.0
?;278.0;?;31.0;384.0;591.0;-545.0
?;286.0;?;31.0;486.0;577.0;-550.0
?;291.0;?;32.0;568.0;604.0;-554.0
?;300.0;?;34.0;614.0;590.0;-558.0
?;305.0;?;35.0;622.0;579.0;-562.0
?;312.0;?;38.0;588.0;577.0;-566.0
?;321.0;?;38.0;522.0;615.0;-571.0
?;326.0;?;40.0;448.0;639.0;-574.0
?;333.0;320.0;38.0;398.0;641.0;-580.0
79.0;334.0;320.0;41.0;366.0;571.0;-584.0
47.0;331.0;350.0;43.0;340.0;?;-585.0
22.0;325.0;416.0;48.0;311.0;?;-582.0
10.0;318.0;408.0;56.0;294.0;?;-575.0
6.0;313.0;?;64.0;293.0;?;-570.0
13.0;307.0;?;73.0;313.0;?;-565.0
31.0;304.0;?;76.0;344.0;?;-558.0
54.0;298.0;?;77.0;387.0;?;-555.0
74.0;298.0;?;76.0;416.0;?;-550.0
93.0;299.0;?;70.0;436.0;?;-549.0
107.0;297.0;?;62.0;453.0;?;-550.0
?;297.0;?;54.0;464.0;?;-552.0
?;301.0;?;47.0;472.0;533.0;-552.0
?;304.0;253.0;39.0;478.0;557.0;-553.0
?;306.0;233.0;32.0;?;503.0;-554.0
?;309.0;263.0;25.0;?;549.0;-555.0
?;311.0;272.0;23.0;?;569.0;-554.0
?;316.0;294.0;20.0;?;560.0;-558.0
?;320.0;299.0;21.0;?;574.0;-560.0
?;324.0;300.0;22.0;?;591.0;-559.0
?;326.0;283.0;23.0;?;614.0;-562.0
?;329.0;289.0;29.0;?;635.0;-563.0
?;329.0;301.0;30.0;?;582.0;-564.0
?;327.0;305.0;34.0;?;593.0;-564.0
?;329.0;302.0;37.0;?;633.0;-566.0
140.0;328.0;279.0;39.0;469.0;661.0;-567.0
138.0;325.0;300.0;42.0;467.0;615.0;-569.0
136.0;322.0;341.0;44.0;?;596.0;-568.0
138.0;320.0;361.0;53.0;?;618.0;-564.0
138.0;319.0;306.0;58.0;?;622.0;-559.0
139.0;317.0;262.0;59.0;?;593.0;-557.0
143.0;317.0;270.0;60.0;?;540.0;-559.0
147.0;318.0;251.0;58.0;?;521.0;-559.0
151.0;321.0;253.0;52.0;472.0;563.0;-562.0
153.0;322.0;251.0;48.0;474.0;556.0;-564.0
156.0;324.0;?;44.0;476.0;569.0;-565.0
156.0;322.0;?;41.0;479.0;?;-564.0
156.0;321.0;?;42.0;478.0;?;-564.0
155.0;321.0;?;44.0;476.0;?;-562.0
153.0;320.0;?;46.0;474.0;?;-560.0
153.0;320.0;?;49.0;475.0;?;-559.0
149.0;316.0;?;52.0;470.0;?;?
148.0;316.0;264.0;52.0;467.0;?;?
144.0;313.0;260.0;53.0;466.0;?;?
146.0;314.0;279.0;54.0;?;?;?
143.0;311.0;281.0;53.0;?;?;?
142.0;312.0;271.0;53.0;?;551.0;?
144.0;314.0;252.0;50.0;?;539.0;?
147.0;313.0;252.0;48.0;?;393.0;?
147.0;314.0;251.0;42.0;?;269.0;-551.0
149.0;314.0;233.0;36.0;471.0;540.0;-554.0
149.0;314.0;180.0;19.0;474.0;1001.0;-556.0
154.0;315.0;134.0;-11.0;477.0;892.0;-560.0
157.0;315.0;66.0;-16.0;480.0;680.0;-569.0
160.0;313.0;348.0;-14.0;482.0;693.0;-574.0
162.0;313.0;719.0;?;483.0;658.0;-581.0
161.0;317.0;621.0;?;483.0;667.0;-587.0
164.0;321.0;436.0;?;488.0;?;-588.0
171.0;326.0;344.0;?;493.0;593.0;-592.0
178.0;327.0;375.0;?;498.0;619.0;-599.0
183.0;327.0;408.0;?;505.0;642.0;-604.0
186.0;325.0;414.0;?;507.0;657.0;-607.0
189.0;323.0;455.0;?;510.0;692.0;-612.0
188.0;323.0;478.0;-139.0;509.0;693.0;-613.0
190.0;326.0;511.0;-145.0;510.0;742.0;-612.0
193.0;329.0;500.0;-143.0;514.0;722.0;-613.0
195.0;327.0;529.0;-140.0;515.0;716.0;-610.0
194.0;327.0;486.0;-137.0;?;680.0;-609.0
191.0;328.0;495.0;-130.0;?;709.0;-607.0
191.0;329.0;483.0;-125.0;?;677.0;-603.0
186.0;327.0;496.0;-118.0;515.0;672.0;-601.0
184.0;326.0;470.0;-108.0;514.0;644.0;-598.0
182.0;322.0;459.0;-97.0;511.0;648.0;-593.0
179.0;320.0;419.0;-86.0;513.0;607.0;-593.0
179.0;317.0;428.0;-73.0;515.0;628.0;-589.0
177.0;309.0;381.0;-59.0;512.0;655.0;-585.0
174.0;305.0;327.0;-46.0;510.0;684.0;-579.0
169.0;?;265.0;-30.0;505.0;625.0;-570.0
164.0;?;262.0;-16.0;504.0;651.0;-561.0
154.0;?;243.0;-8.0;496.0;621.0;-555.0
146.0;?;272.0;-3.0;488.0;653.0;-550.0
136.0;?;262.0;1.0;478.0;612.0;-547.0
125.0;?;285.0;1.0;469.0;592.0;-544.0
116.0;255.0;275.0;-1.0;458.0;566.0;-542.0
106.0;254.0;272.0;-5.0;450.0;542.0;-541.0
101.0;251.0;263.0;-10.0;440.0;562.0;-539.0
95.0;249.0;225.0;-17.0;435.0;536.0;-539.0
95.0;248.0;233.0;-18.0;432.0;528.0;-540.0
91.0;249.0;220.0;-25.0;434.0;528.0;-542.0
89.0;249.0;?;-28.0;431.0;534.0;-539.0
86.0;247.0;?;-31.0;431.0;554.0;-540.0
90.0;242.0;?;-29.0;436.0;556.0;-536.0
90.0;242.0;?;-26.0;442.0;529.0;-535.0
92.0;239.0;?;-20.0;446.0;574.0;-532.0
94.0;239.0;?;-17.0;447.0;611.0;-531.0
95.0;238.0;?;-12.0;448.0;590.0;-527.0
98.0;240.0;?;-6.0;450.0;581.0;-526.0
103.0;242.0;?;-5.0;451.0;593.0;-530.0
102.0;246.0;?;1.0;455.0;618.0;-534.0
105.0;246.0;?;6.0;458.0;643.0;-533.0
107.0;?;267.0;10.0;459.0;620.0;-533.0
111.0;?;275.0;11.0;460.0;614.0;?
113.0;?;288.0;14.0;464.0;618.0;?
117.0;?;310.0;19.0;466.0;608.0;?
118.0;?;?;20.0;468.0;609.0;?
117.0;?;?;21.0;468.0;579.0;?
118.0;?;?;17.0;468.0;?;?
119.0;?;?;15.0;468.0;571.0;?
125.0;?;303.0;13.0;470.0;592.0;?
127.0;?;281.0;13.0;475.0;624.0;?
