InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE Body_Az;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE AngVelBodyFrameY
-159;-2;9;805;267;71;-41;380;41;9
-159;-2;14;804;267;72;-50;380;50;14
-159;-3;8;804;266;71;-45;380;45;8
-159;-1;13;804;268;71;-43;379;43;13
-159;-4;8;804;265;72;-49;381;49;8
-159;-5;-10;803;265;72;-10;384;10;-10
-163;-5;-6;799;273;70;10;390;-10;-6
-162;3;-7;792;281;76;-2;386;2;-7
-162;-2;-13;794;277;74;-8;388;8;-13
-162;0;-28;794;282;73;-24;386;24;-28
-162;2;-19;795;285;71;-5;390;5;-19
-162;2;-19;794;285;71;-6;390;6;-19
-159;0;21;802;294;68;-4;373;4;21
-159;2;15;797;295;72;-14;374;14;15
-159;-2;31;800;292;69;4;375;-4;31
-159;-8;-8;799;285;72;-3;377;3;-8
-159;-3;-16;798;290;69;-26;380;26;-16
-162;2;-21;794;285;70;-4;390;4;-21
-162;0;-9;795;283;71;-11;388;11;-9
-162;-2;4;796;280;72;-17;385;17;4
-162;-2;1;796;281;72;-15;386;15;1
-162;-2;1;797;281;72;-16;386;16;1
-162;-2;1;796;281;72;-17;386;17;1
-162;-1;3;796;281;72;-14;386;14;3
-162;-3;-3;796;280;72;-20;386;20;-3
-162;1;0;799;293;65;15;388;-15;0
-159;0;17;802;307;66;-15;365;15;17
-167;8;-3;811;250;71;-8;377;8;-3
-162;-9;-1;792;286;71;-25;393;25;-1
-162;-11;-7;792;285;71;-24;394;24;-7
-168;-76;43;800;305;81;35;355;-35;43
-157;-39;38;801;276;71;-15;385;15;38
-159;4;-13;797;300;71;-13;373;13;-13
-157;3;-21;799;266;77;-9;379;9;-21
-157;0;26;804;269;74;-16;372;16;26
-159;3;1;801;311;65;-8;369;8;1
-157;0;-21;804;270;73;-7;376;7;-21
-159;1;15;802;303;66;-22;368;22;15
-157;0;15;807;270;70;-23;376;23;15
-157;3;16;804;273;71;-34;377;34;16
-157;1;-5;810;275;64;-3;379;3;-5
-157;-4;-1;805;268;71;-3;377;3;-1
-157;3;-16;804;274;72;-3;374;3;-16
-157;3;-2;805;275;69;-8;378;8;-2
-157;3;15;801;275;71;-21;380;21;15
-157;1;20;805;271;71;-12;376;12;20
-159;-7;-2;802;302;69;-13;362;13;-2
-157;1;31;808;254;68;-18;389;18;31
-158;2;11;796;249;83;-30;381;30;11
-158;3;8;781;322;67;-43;397;43;8
-158;-4;-21;780;306;73;-9;395;9;-21
-158;2;20;782;319;68;-29;394;29;20
-159;-7;7;803;305;65;-2;370;2;7
-158;-2;5;784;309;70;-15;393;15;5
-157;-4;-1;777;326;74;2;384;-2;-1
-157;-3;-7;783;323;70;-10;384;10;-7
-157;0;10;782;325;72;-1;380;1;10
-159;-2;-4;801;309;66;-12;368;12;-4
-157;-1;1;783;325;71;-4;382;4;1
-167;6;17;810;256;71;-37;379;37;17
-155;-37;10;776;290;77;-15;411;15;10
-155;-31;17;799;270;80;-1;372;1;17
-159;-1;-5;797;308;69;-24;369;24;-5
-159;-4;3;796;304;71;0;369;0;3
-167;4;12;806;258;73;-6;378;6;12
-163;0;13;806;243;74;-44;386;44;13
-159;4;8;802;310;65;-25;367;25;8
-163;-4;-3;807;247;70;-2;390;2;-3
-163;-5;9;807;247;70;-49;392;49;9
-162;154;-222;281;604;251;-697;775;697;-222
-163;-15;23;803;257;69;14;395;-14;23
-163;-38;14;799;277;64;-6;401;6;14
-163;-5;21;806;250;73;-10;384;10;21
-163;-7;22;807;252;71;-23;385;23;22
-133;-3;9;54;217;133;-15;838;15;9
-163;-6;32;805;251;73;-2;383;2;32
-162;3;10;799;243;74;10;399;-10;10
-162;11;9;800;236;74;-28;401;28;9
-163;35;15;790;289;83;-12;369;12;15
-157;-4;13;795;295;69;17;386;-17;13
-157;-4;13;795;295;69;17;386;-17;13
-156;-4;13;794;294;69;16;386;-16;13
-134;-2;-23;52;221;129;7;841;-7;-23
-156;5;1;796;293;68;16;386;-16;1
-157;9;-18;797;285;66;-23;396;23;-18
-158;-7;-7;806;249;70;1;391;-1;-7
-153;-8;31;796;240;76;-18;404;18;31
-154;-1;49;790;248;80;-26;401;26;49
-156;4;-21;798;291;62;5;399;-5;-21
-157;4;13;791;297;73;-22;384;22;13
-156;3;13;789;298;74;-21;383;21;13
-158;5;27;783;309;76;-75;382;75;27
-156;1;-2;791;295;67;-32;396;32;-2
-156;10;-1;796;286;68;-15;393;15;-1
-158;1;13;799;295;66;-3;386;3;13
-158;-7;28;799;298;59;-2;398;2;28
-158;1;39;797;292;68;-6;385;6;39
-159;18;-4;809;255;71;-19;380;19;-4
-151;-8;-31;796;263;73;-9;396;9;-31
-151;3;17;795;266;74;-29;395;29;17
-151;3;30;793;267;75;-4;394;4;30
-159;10;6;808;268;69;-6;376;6;6
-162;-3;-19;800;272;67;-17;394;17;-19
-158;6;16;793;310;67;-14;381;14;16
-158;9;6;790;308;72;-21;375;21;6
-158;4;7;791;306;71;10;379;-10;7
-158;4;18;787;311;71;-41;381;41;18
-167;5;-9;806;265;72;-2;376;2;-9
-151;3;23;793;268;74;6;394;-6;23
-151;4;-12;797;271;70;1;396;-1;-12
-151;-8;-8;801;269;67;-4;395;4;-8
-146;-1;13;796;283;72;-18;385;18;13
-151;-8;-2;804;262;71;-18;386;18;-2
-146;-6;-10;797;277;71;-20;388;20;-10
176;-4;-36;809;254;66;-2;391;2;-36
-160;3;-9;805;260;76;-20;371;20;-9
-174;12;-16;799;259;76;-3;384;3;-16
-174;8;-12;806;262;67;-1;388;1;-12
-174;6;5;803;263;71;-6;386;6;5
-174;7;5;807;265;69;5;382;-5;5
-174;5;6;804;262;71;0;383;0;6
-174;-7;-5;815;256;65;-17;382;17;-5
-174;0;16;808;262;67;-31;385;31;16
-174;-2;13;807;257;73;-25;377;25;13
-174;1;13;805;262;70;6;387;-6;13
-174;2;8;805;263;69;-1;387;1;8
-175;-20;-10;796;252;77;7;406;-7;-10
-175;-25;-21;794;257;78;-14;405;14;-21
-175;-20;-31;797;255;79;-20;397;20;-31
-175;-23;-31;792;252;85;-24;397;24;-31
-174;-3;-10;807;257;69;3;386;-3;-10
-175;-22;28;796;243;78;-11;410;11;28
-166;4;1;801;263;69;17;397;-17;1
-174;1;-12;806;261;70;3;385;-3;-12
-174;1240;2801;-2643;709;2559;914;1615;-914;2801
-165;-8;-8;756;255;100;6;416;-6;-8
-159;-3;5;797;306;68;-8;375;8;5
-164;7;2;805;274;69;4;380;-4;2
-165;4;14;805;263;73;-33;380;33;14
-174;4;5;801;272;76;15;387;-15;5
-174;5;4;801;264;79;-14;383;14;4
-167;-14;14;810;259;67;9;388;-9;14
-163;22;-15;807;263;69;-15;384;15;-15
-162;0;-6;800;258;72;4;393;-4;-6
-162;1;-17;801;257;71;-21;393;21;-17
-166;-2;1;810;254;61;-22;402;22;1
-161;-5;4;809;241;71;-23;389;23;4
-153;1;-7;802;253;74;-14;387;14;-7
-167;-19;2;811;261;63;-25;393;25;2
-166;7;-2;801;253;74;14;393;-14;-2
-159;-11;-15;785;291;60;12;416;-12;-15
-166;-6;36;792;253;74;-22;406;22;36
-166;-8;23;797;245;73;-14;405;14;23
-166;-4;18;805;251;65;-12;404;12;18
-159;-46;-2;802;260;69;-24;401;24;-2
-155;-8;-18;774;245;76;-43;441;43;-18
-166;6;21;800;264;70;-22;396;22;21
-163;-14;-30;674;225;116;-218;522;218;-30
-172;-43;-4;603;227;108;-52;623;52;-4
-159;0;21;785;264;77;15;410;-15;21
-156;-24;0;807;271;68;2;382;-2;0
-159;-8;25;789;257;72;-8;415;8;25
-156;-5;18;808;278;68;-22;371;22;18
-159;-11;-1;788;253;74;-19;417;19;-1
-159;-5;-11;795;259;68;12;415;-12;-11
-160;-9;3;800;271;66;-17;401;17;3
-160;9;5;789;288;69;-54;401;54;5
-156;-6;6;809;277;68;-32;374;32;6
-160;-2;-6;782;279;70;4;418;-4;-6
-156;1;2;803;281;71;-1;373;1;2
-160;6;24;786;287;69;-33;408;33;24
-160;3;-5;787;284;66;19;415;-19;-5
-156;-6;20;806;277;67;12;380;-12;20
-160;-3;19;789;283;69;14;406;-14;19
-160;4;-3;780;310;67;-14;407;14;-3
-160;1;-29;780;310;66;-6;409;6;-29
-160;2;-1;781;311;66;-33;406;33;-1
-156;-2;0;809;271;71;-23;368;23;0
-160;9;-7;772;318;70;7;410;-7;-7
-160;5;11;778;316;68;16;406;-16;11
-160;-7;-22;781;306;68;-12;407;12;-22
-160;-1;-2;779;313;68;-4;406;4;-2
-160;8;-23;775;321;70;-41;402;41;-23
-160;-2;-4;784;317;64;-16;400;16;-4
-166;9;27;800;266;69;-1;395;1;27
-166;1;-12;799;261;69;4;401;-4;-12
-166;0;24;803;256;67;-14;401;14;24
-166;-14;28;797;258;68;7;410;-7;28
-165;-52;25;806;262;71;-14;385;14;25
-163;2;6;805;238;76;23;388;-23;6
-159;-1;-37;797;318;66;-33;370;33;-37
-159;3;-25;796;328;60;-23;375;23;-25
-159;3;-1;794;328;66;-43;367;43;-1
-163;20;-29;800;273;69;-31;393;31;-29
-167;-11;-17;801;254;81;21;376;-21;-17
-159;5;-22;786;330;73;-44;364;44;-22
-159;0;-21;797;309;69;-14;371;14;-21
-167;-63;45;829;274;58;-31;364;31;45
-164;15;-86;794;261;110;5;384;-5;-86
-160;-5;-24;783;306;72;29;392;-29;-24
-162;-7;11;797;273;73;35;388;-35;11
-165;-30;-18;812;263;62;-8;390;8;-18
-159;10;-17;791;317;71;2;369;-2;-17
-160;10;1;773;319;70;25;407;-25;1
-156;8;-40;805;283;69;-32;372;32;-40
-156;0;-14;805;272;74;8;369;-8;-14
-160;-3;-61;781;315;69;-40;397;40;-61
-159;13;2;788;340;66;-43;369;43;2
-156;-1;-33;805;280;71;6;370;-6;-33
-160;2;16;782;289;73;33;404;-33;16
-159;3;35;793;329;68;-25;364;25;35
-156;-3;-37;811;279;65;-14;373;14;-37
-162;1;-39;794;281;74;-8;386;8;-39
-156;1;-24;802;282;72;15;371;-15;-24
-156;5;-30;804;285;68;-33;376;33;-30
-162;-11;73;805;270;70;22;382;-22;73
-158;8;-24;792;303;72;-51;377;51;-24
-162;-4;-26;799;287;67;31;388;-31;-26
-156;2;-31;804;284;71;-13;371;13;-31
-156;0;-6;809;283;66;-54;372;54;-6
-159;-4;-13;787;258;77;34;410;-34;-13
-159;-6;-1;803;310;62;20;372;-20;-1
-162;-1;-2;799;283;67;22;389;-22;-2
-156;-48;-21;807;270;71;-37;375;37;-21
-166;-3;9;793;256;75;59;400;-59;9
-158;-1;4;796;296;70;21;379;-21;4
-159;-11;18;803;304;68;12;364;-12;18
-156;-14;-26;793;309;72;-4;372;4;-26
-168;-514;-664;698;188;211;366;607;-366;-664
-155;-4;11;774;250;79;37;432;-37;11
-159;0;24;805;310;61;11;370;-11;24
-156;-4;-34;815;253;62;4;391;-4;-34
-167;-96;-53;817;248;67;-47;408;47;-53
-159;7;-26;800;308;66;-18;372;18;-26
-166;7;35;799;257;72;10;395;-10;35
-166;-10;-6;803;246;66;22;407;-22;-6
-159;2;-26;806;304;65;-6;363;6;-26
-159;0;-26;804;302;66;1;365;-1;-26
-174;1;23;808;228;76;-17;388;17;23
-174;-21;37;810;214;78;-74;405;74;37
-174;2;32;821;229;65;-17;389;17;32
-159;0;-26;803;302;68;-9;365;9;-26
-160;7;5;794;314;68;3;372;-3;5
-154;2;22;807;255;69;15;391;-15;22
-154;2;22;807;255;68;19;391;-19;22
-159;0;-19;801;304;68;18;367;-18;-19
-162;-4;-24;797;288;69;17;384;-17;-24
-153;-7;-25;814;247;65;9;387;-9;-25
-153;2;-24;808;254;68;-2;389;2;-24
-144;-5;-82;609;404;87;-83;549;83;-82
-167;3;11;808;255;72;-59;379;59;11
-153;-3;22;809;254;70;27;382;-27;22
-159;-3;19;805;306;63;18;370;-18;19
-162;-4;-23;796;288;71;6;381;-6;-23
-166;-4;2;808;248;64;26;401;-26;2
-163;-2;-19;802;257;68;17;398;-17;-19
-162;-2;-19;802;258;68;19;398;-19;-19
-162;9;-15;807;252;71;1;386;-1;-15
-162;2;-36;805;263;66;8;393;-8;-36
-162;-7;-31;795;257;71;23;407;-23;-31
-162;-2;-75;802;255;68;-49;401;49;-75
-162;-7;-47;794;255;72;-8;407;8;-47
-159;3;-9;796;314;63;3;380;-3;-9
-164;15;45;818;257;58;-29;392;29;45
-159;2;30;799;299;68;22;375;-22;30
-160;7;66;802;325;54;35;381;-35;66
-156;-87;-156;625;303;78;256;614;-256;-156
-166;11;15;826;259;49;-17;394;17;15
-167;-7;1;798;249;87;20;373;-20;1
-157;3;-34;804;266;72;-24;380;24;-34
-157;5;-26;808;273;65;6;384;-6;-26
-163;10;-9;796;257;83;23;374;-23;-9
-174;-108;105;803;240;86;-27;383;27;105
-157;2;-19;810;272;63;9;385;-9;-19
-157;-3;-48;803;266;72;-12;380;12;-48
-157;5;-30;804;273;73;-2;373;2;-30
-159;-1;-26;805;307;66;-14;364;14;-26
-165;-2;17;805;255;72;13;384;-13;17
-165;2;-20;807;260;70;-3;382;3;-20
-163;8;-36;810;265;69;-35;375;35;-36
-171;262;417;804;395;72;-64;414;64;417
-159;5;5;795;312;70;20;368;-20;5
-159;-1;24;803;302;66;11;371;-11;24
-163;14;68;814;275;65;-66;369;66;68
-164;14;-10;809;290;64;-21;371;21;-10
-160;37;8;780;233;93;-178;403;178;8
-165;-7;29;803;260;66;16;402;-16;29
-165;-14;49;809;250;60;-8;409;8;49
-175;-19;9;798;243;79;33;405;-33;9
-159;1;3;803;313;64;-11;365;11;3
-171;81;86;965;153;-84;-20;386;20;86
-156;3;34;816;245;63;18;392;-18;34
-163;8;-58;806;234;75;-74;391;74;-58
-157;-3;12;810;268;68;22;374;-22;12
-175;3;4;811;277;68;5;365;-5;4
-157;-5;4;811;268;67;16;376;-16;4
-159;-3;32;803;309;65;-13;365;13;32
-159;6;4;799;316;67;-9;364;9;4
-166;10;39;800;259;74;31;388;-31;39
-157;-4;19;807;266;72;11;374;-11;19
-159;1;17;801;310;68;-2;362;2;17
-174;20;-27;801;263;75;-4;381;4;-27
-159;-3;23;802;306;69;3;360;-3;23
-157;3;22;805;274;72;13;372;-13;22
-163;-8;76;803;249;72;-10;392;10;76
-155;-127;-32;795;280;103;10;358;-10;-32
-160;-15;-25;814;242;70;-10;380;10;-25
-174;-132;170;809;259;107;-163;391;163;170
-159;0;-8;804;309;66;3;361;-3;-8
-159;4;34;796;312;68;-7;371;7;34
-167;-5;-20;802;265;70;16;387;-16;-20
-157;3;17;807;275;67;14;377;-14;17
-173;191;36;787;269;107;-46;402;46;36
-167;1;-33;809;262;67;-1;383;1;-33
-159;-2;16;801;306;69;22;361;-22;16
-167;-98;9;801;250;80;-26;393;26;9
-157;-4;14;809;267;67;13;379;-13;14
-156;-67;205;793;292;64;27;402;-27;205
-159;-3;-2;803;305;66;7;367;-7;-2
-159;2;7;801;310;69;-4;360;4;7
-159;3;0;802;313;66;13;362;-13;0
-144;-9;60;809;232;121;-12;387;12;60
-158;-1;14;786;305;70;26;392;-26;14
-158;-45;-53;774;242;93;-305;415;305;-53
-159;-4;1;802;308;65;23;369;-23;1
-159;1;3;803;311;67;0;361;0;3
-165;22;-9;808;228;79;-7;379;7;-9
-157;3;-24;783;328;70;-12;380;12;-24
-157;0;-20;785;323;69;-14;381;14;-20
-165;36;-1;809;250;71;10;384;-10;-1
-165;23;32;803;240;72;13;398;-13;32
-160;2;-66;778;317;68;-71;404;71;-66
-156;-29;98;775;327;71;65;398;-65;98
-159;6;-12;802;316;65;-7;363;7;-12
-162;15;-11;802;298;59;18;393;-18;-11
-159;2;7;803;313;65;-42;362;42;7
-151;2;48;791;266;77;6;394;-6;48
-160;4;-47;779;322;65;5;404;-5;-47
-159;23;-27;810;246;71;-1;384;1;-27
-160;-2;-9;792;309;76;1;362;-1;-9
-158;8;45;802;285;65;-5;385;5;45
-158;-6;23;802;295;68;28;373;-28;23
-159;-8;9;805;318;59;-28;370;28;9
-159;-3;-11;805;308;63;-10;368;10;-11
-157;-73;-48;787;270;66;-640;427;640;-48
-156;5;-35;795;293;69;-14;387;14;-35
-156;1;-39;793;295;68;-23;392;23;-39
-156;1;-39;792;295;68;-23;392;23;-39
-156;2;-35;794;295;68;-25;391;25;-35
-157;3;-18;789;287;72;-63;396;63;-18
-156;-87;59;625;322;78;97;604;-97;59
-159;-11;53;805;315;64;-48;359;48;53
-159;0;-19;801;310;63;-5;374;5;-19
-153;6;24;813;253;67;-2;381;2;24
-158;31;68;801;276;82;-9;356;9;68
-154;13;39;809;252;73;-18;377;18;39
-156;9;4;794;291;71;36;386;-36;4
-159;8;14;793;336;60;3;377;-3;14
-159;-2;6;797;328;58;-35;379;35;6
-155;-43;-9;807;271;73;15;376;-15;-9
-154;13;40;809;253;73;-17;378;17;40
-158;-7;-22;813;245;65;-11;393;11;-22
-163;-96;635;742;164;121;-564;464;564;635
-155;-73;-8;795;265;96;36;359;-36;-8
-159;2;6;800;310;68;-4;364;4;6
-163;-42;30;805;239;75;-8;389;8;30
-156;-3;-29;803;264;76;11;374;-11;-29
-157;-4;-3;794;294;69;28;386;-28;-3
-160;-1;-40;775;299;72;-5;414;5;-40
-159;1;-9;795;328;65;-35;369;35;-9
-156;-64;46;790;279;71;-86;407;86;46
-167;0;-19;805;263;72;24;382;-24;-19
155;-17;16;801;264;57;-142;421;142;16
-159;-10;21;802;297;68;8;371;-8;21
-162;-2;-19;815;268;64;-14;376;14;-19
-160;0;-44;774;298;73;-4;414;4;-44
-157;4;86;788;321;70;-8;378;8;86
-163;-7;45;807;250;70;-17;390;17;45
-163;0;-17;806;245;73;-40;386;40;-17
-159;-3;-4;800;306;66;17;372;-17;-4
-159;-2;-5;801;305;67;4;370;-4;-5
-170;39;6;817;256;68;-10;369;10;6
-159;-1;5;799;305;69;18;367;-18;5
-163;-17;1;800;259;72;26;393;-26;1
-159;10;-7;791;318;72;19;367;-19;-7
-159;4;-30;798;313;66;-19;369;19;-30
-163;1;39;811;242;67;-15;392;15;39
-163;1;-19;808;241;72;-22;388;22;-19
-156;-3;4;790;302;69;53;389;-53;4
-159;-7;12;797;299;71;36;372;-36;12
-174;18;-18;803;261;73;26;386;-26;-18
-166;0;26;798;255;72;54;398;-54;26
-157;-91;-107;745;412;115;-4;308;4;-107
-175;71;175;819;247;81;-15;396;15;175
-156;19;36;839;325;86;-1443;252;1443;36
-167;74;-534;714;542;95;516;434;-516;-534
-157;1;25;804;273;72;41;376;-41;25
-156;-7;12;812;276;65;30;373;-30;12
-153;-3;-4;810;256;68;36;383;-36;-4
-173;6;51;799;257;87;43;382;-43;51
-147;-130;1410;997;430;-364;4847;930;-4847;1410
-159;48;12;812;267;69;14;372;-14;12
-159;5;-25;802;305;65;19;372;-19;-25
-158;2;-47;804;267;71;-7;381;7;-47
-164;5;-48;800;257;75;25;385;-25;-48
-155;1;-47;804;262;71;-6;384;6;-47
-171;119;66;791;227;93;-116;411;116;66
-166;-9;19;807;244;65;35;403;-35;19
-159;4;-34;800;311;67;5;366;-5;-34
-159;9;4;801;316;66;26;363;-26;4
-162;0;-34;796;281;71;33;387;-33;-34
-160;-13;-26;800;296;68;28;375;-28;-26
-151;137;185;807;288;74;-86;381;86;185
-156;5;-13;806;262;72;56;379;-56;-13
-160;2;25;800;300;68;34;374;-34;25
-166;-2;-2;809;259;60;35;405;-35;-2
-159;1;4;797;309;73;27;361;-27;4
-162;-135;2809;411;603;207;2328;1052;-2328;2809
-156;1;-60;807;272;75;-44;364;44;-60
-159;3;-37;799;310;69;-35;363;35;-37
-162;8;14;802;265;70;79;390;-79;14
-160;-4;-36;799;309;72;-44;358;44;-36
-159;0;-19;798;307;67;22;372;-22;-19
-161;144;1434;734;422;49;9;490;-9;1434
-153;-102;-304;790;283;76;-124;400;124;-304
-159;3;-28;804;312;65;7;361;-7;-28
-148;-382;-2610;832;31;183;-1459;392;1459;-2610
-159;0;-58;795;322;66;-16;370;16;-58
-159;47;-571;721;391;59;-450;467;450;-571
-187;77;40;809;179;84;-26;389;26;40
-175;434;-51;1076;228;194;703;-24;-703;-51
-164;141;-168;693;401;123;-8;424;8;-168
-167;-13;-39;806;253;75;56;381;-56;-39
-156;6;-21;814;249;65;23;386;-23;-21
-163;30;-65;809;278;61;-26;389;26;-65
-166;47;-63;793;229;99;12;367;-12;-63
-165;29;-13;811;243;69;15;388;-15;-13
-163;15;-48;803;265;72;-17;382;17;-48
-159;4;8;803;315;64;25;364;-25;8
-175;-235;3;810;258;102;35;376;-35;3
-163;29;-61;798;275;76;14;378;-14;-61
169;-361;73;800;254;292;14;391;-14;73
-158;-3;-62;801;246;78;-4;384;4;-62
-166;205;-42;800;275;100;36;373;-36;-42
-155;-9;-94;794;271;75;5;396;-5;-94
-173;-104;323;797;251;125;-20;373;20;323
-159;3;-19;802;331;57;26;369;-26;-19
-160;-1;-36;778;299;72;68;407;-68;-36
-141;-168;-284;613;-88;345;3255;515;-3255;-284
-170;33;-21;819;245;65;9;383;-9;-21
-175;-49;283;797;220;107;463;375;-463;283
-156;39;115;854;330;55;-69;271;69;115
-157;-183;-153;1047;66;-775;-7324;1449;7324;-153
-144;6;86;809;242;125;23;375;-23;86
-156;-164;2199;518;217;148;-1712;664;1712;2199
-156;-178;161;841;335;35;-56;362;56;161
-182;-227;-26;796;240;127;-80;357;80;-26
-156;-122;53;801;220;93;64;388;-64;53
-155;-128;86;905;136;50;-3966;391;3966;86
-164;4;-142;807;273;75;76;361;-76;-142
-166;-92;501;769;310;85;903;404;-903;501
-165;-16;-90;810;262;65;50;388;-50;-90
-163;-10;-7;889;146;0;-116;392;116;-7
-168;-60;-8;819;251;65;17;382;-17;-8
-137;233;-1064;523;788;47;1426;345;-1426;-1064
