InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit RUA accZ;InertialMeasurementUnit BACK Quaternion3;Accelerometer RWR accX;Accelerometer RUA^ accX;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit RLA accY;InertialMeasurementUnit RLA accZ;Accelerometer RUA_ accZ
605.0;59.0;359.0;-479.0;88.0;-178;216.0;341.0;24.0
608.0;57.0;358.0;-306.0;172.0;-167;264.0;355.0;-1.0
608.0;60.0;357.0;-250.0;156.0;-180;302.0;387.0;13.0
732.0;176.0;667.0;-227.0;-195.0;133;490.0;444.0;58.0
695.0;296.0;508.0;-291.0;-9.0;154;302.0;531.0;80.0
759.0;374.0;646.0;-389.0;88.0;-177;438.0;781.0;340.0
409.0;21.0;224.0;-254.0;156.0;-173;333.0;381.0;-13.0
415.0;30.0;230.0;-204.0;180.0;-182;342.0;404.0;-25.0
770.0;273.0;599.0;-216.0;103.0;181;292.0;525.0;16.0
184.0;216.0;250.0;-425.0;-100.0;-180;266.0;450.0;102.0
180.0;222.0;250.0;-417.0;-73.0;-180;269.0;429.0;77.0
269.0;201.0;383.0;-243.0;185.0;-176;553.0;757.0;123.0
272.0;214.0;385.0;-187.0;185.0;-176;503.0;755.0;135.0
728.0;167.0;509.0;-122.0;54.0;-177;903.0;528.0;-91.0
737.0;184.0;527.0;-330.0;-67.0;163;189.0;646.0;181.0
284.0;220.0;389.0;-341.0;57.0;-176;524.0;748.0;150.0
273.0;356.0;366.0;-535.0;67.0;-178;772.0;848.0;258.0
496.0;206.0;512.0;-367.0;32.0;119;158.0;462.0;200.0
287.0;254.0;387.0;40.0;229.0;-176;613.0;822.0;245.0
299.0;420.0;386.0;-272.0;130.0;-176;312.0;671.0;149.0
298.0;397.0;385.0;-258.0;160.0;-176;531.0;839.0;139.0
82.0;193.0;184.0;-290.0;171.0;179;585.0;460.0;-256.0
274.0;265.0;207.0;-207.0;77.0;179;361.0;468.0;-128.0
265.0;275.0;200.0;-267.0;39.0;179;331.0;453.0;-105.0
256.0;293.0;194.0;-134.0;9.0;179;326.0;462.0;-101.0
431.0;372.0;276.0;-425.0;-91.0;-162;225.0;431.0;224.0
489.0;302.0;343.0;-478.0;-72.0;-79;150.0;512.0;155.0
569.0;75.0;407.0;-395.0;44.0;173;257.0;386.0;19.0
366.0;278.0;293.0;-546.0;-194.0;168;285.0;486.0;234.0
371.0;229.0;295.0;-454.0;-231.0;171;294.0;477.0;227.0
429.0;-5.0;-95.0;48.0;161.0;179;694.0;407.0;-140.0
497.0;59.0;229.0;-252.0;-12.0;180;585.0;514.0;-57.0
953.0;120.0;229.0;-208.0;225.0;174;721.0;615.0;-32.0
496.0;7.0;236.0;-164.0;21.0;180;572.0;645.0;-60.0
948.0;55.0;247.0;64.0;147.0;173;794.0;513.0;-284.0
176.0;287.0;241.0;-258.0;-128.0;-178;268.0;611.0;138.0
274.0;160.0;265.0;-324.0;-4.0;172;369.0;413.0;2.0
176.0;311.0;250.0;-206.0;68.0;-179;271.0;649.0;204.0
172.0;291.0;257.0;-217.0;105.0;-180;258.0;694.0;117.0
274.0;160.0;266.0;-324.0;-5.0;172;409.0;387.0;10.0
692.0;142.0;518.0;-535.0;75.0;-159;179.0;350.0;190.0
-223.0;-79.0;-255.0;-351.0;-70.0;163;318.0;353.0;126.0
628.0;202.0;482.0;-359.0;-7.0;-172;138.0;450.0;121.0
274.0;153.0;267.0;-321.0;-22.0;172;463.0;357.0;-8.0
232.0;49.0;43.0;-106.0;-34.0;104;868.0;268.0;-266.0
635.0;213.0;486.0;-218.0;90.0;-178;119.0;442.0;127.0
164.0;302.0;259.0;-235.0;74.0;-178;264.0;730.0;-26.0
771.0;286.0;622.0;290.0;221.0;163;647.0;287.0;-286.0
639.0;233.0;489.0;-387.0;208.0;-172;169.0;468.0;100.0
163.0;196.0;243.0;-229.0;27.0;-191;250.0;278.0;-52.0
645.0;246.0;494.0;-340.0;-6.0;-177;233.0;512.0;63.0
166.0;176.0;244.0;-312.0;43.0;-191;245.0;306.0;-44.0
359.0;88.0;208.0;-351.0;91.0;177;337.0;436.0;67.0
384.0;91.0;225.0;-329.0;49.0;177;316.0;390.0;44.0
407.0;63.0;242.0;-273.0;-45.0;177;325.0;404.0;30.0
648.0;191.0;494.0;-226.0;28.0;-178;282.0;545.0;-60.0
651.0;207.0;493.0;-130.0;85.0;-178;311.0;582.0;42.0
653.0;208.0;445.0;-525.0;-139.0;184;213.0;518.0;146.0
502.0;40.0;487.0;-118.0;81.0;171;347.0;580.0;-122.0
744.0;49.0;451.0;-217.0;169.0;178;687.0;297.0;-31.0
467.0;183.0;491.0;-310.0;94.0;177;408.0;619.0;-66.0
128.0;288.0;243.0;-197.0;43.0;-175;406.0;495.0;14.0
-167.0;183.0;-254.0;-278.0;42.0;130;306.0;604.0;32.0
462.0;215.0;468.0;-254.0;79.0;70;334.0;660.0;-48.0
461.0;175.0;461.0;-319.0;36.0;-210;357.0;603.0;91.0
461.0;188.0;455.0;-343.0;256.0;-170;337.0;495.0;152.0
782.0;282.0;617.0;-589.0;-144.0;-168;274.0;518.0;283.0
-583.0;249.0;-582.0;1.0;108.0;86;827.0;427.0;-21.0
725.0;221.0;654.0;-453.0;41.0;-179;171.0;633.0;649.0
131.0;286.0;256.0;-321.0;15.0;-175;531.0;488.0;-46.0
808.0;252.0;587.0;-324.0;-69.0;-178;184.0;538.0;54.0
460.0;215.0;451.0;-226.0;145.0;-144;314.0;454.0;223.0
459.0;228.0;449.0;-340.0;64.0;-230;329.0;527.0;198.0
135.0;284.0;260.0;-38.0;-40.0;-175;466.0;432.0;-5.0
706.0;60.0;699.0;267.0;262.0;-180;367.0;860.0;140.0
810.0;259.0;570.0;-66.0;170.0;-183;375.0;747.0;-56.0
751.0;56.0;535.0;-293.0;7.0;-172;385.0;694.0;-4.0
700.0;196.0;528.0;-282.0;7.0;-168;269.0;580.0;15.0
460.0;220.0;448.0;-417.0;-21.0;11;341.0;536.0;78.0
701.0;230.0;528.0;-276.0;123.0;-168;193.0;541.0;106.0
700.0;237.0;530.0;-334.0;206.0;-167;172.0;497.0;148.0
810.0;230.0;582.0;-306.0;75.0;-172;170.0;445.0;401.0
441.0;421.0;447.0;-353.0;99.0;73;253.0;656.0;89.0
767.0;303.0;601.0;-187.0;162.0;-179;403.0;770.0;314.0
775.0;59.0;583.0;-458.0;6.0;-140;183.0;248.0;-31.0
684.0;123.0;611.0;-429.0;-50.0;-178;278.0;508.0;102.0
842.0;136.0;523.0;-506.0;-55.0;-181;497.0;451.0;68.0
719.0;125.0;522.0;-383.0;38.0;-188;152.0;424.0;89.0
681.0;136.0;591.0;-362.0;11.0;-178;193.0;463.0;77.0
680.0;129.0;591.0;-354.0;0.0;-178;208.0;476.0;97.0
679.0;139.0;591.0;-353.0;16.0;-178;213.0;484.0;85.0
678.0;140.0;590.0;-379.0;20.0;-178;216.0;491.0;78.0
677.0;139.0;589.0;-309.0;19.0;-178;229.0;497.0;99.0
676.0;139.0;588.0;-321.0;28.0;-178;243.0;498.0;90.0
676.0;134.0;587.0;-369.0;18.0;-178;253.0;503.0;71.0
692.0;159.0;574.0;-391.0;-17.0;-178;236.0;488.0;80.0
678.0;138.0;583.0;-301.0;-11.0;-178;231.0;487.0;84.0
678.0;136.0;582.0;-341.0;-8.0;-178;234.0;487.0;83.0
679.0;139.0;582.0;-348.0;-7.0;-178;244.0;488.0;86.0
679.0;143.0;582.0;-304.0;15.0;-178;248.0;488.0;84.0
680.0;143.0;581.0;-352.0;13.0;-178;249.0;491.0;85.0
765.0;233.0;531.0;-359.0;-43.0;-182;188.0;494.0;186.0
716.0;163.0;556.0;-391.0;-71.0;-218;207.0;418.0;45.0
694.0;153.0;574.0;-334.0;-4.0;-179;232.0;488.0;111.0
695.0;166.0;575.0;-324.0;15.0;-179;235.0;489.0;98.0
783.0;240.0;584.0;-378.0;42.0;-186;224.0;382.0;90.0
700.0;164.0;577.0;-327.0;15.0;-179;243.0;500.0;106.0
702.0;153.0;579.0;-324.0;27.0;-179;252.0;510.0;108.0
705.0;151.0;581.0;-282.0;45.0;-179;261.0;511.0;92.0
708.0;153.0;583.0;-325.0;47.0;-179;273.0;510.0;80.0
711.0;139.0;586.0;-252.0;29.0;-179;282.0;501.0;80.0
714.0;128.0;589.0;-237.0;47.0;-179;286.0;490.0;65.0
718.0;121.0;591.0;-254.0;39.0;-179;297.0;482.0;28.0
731.0;101.0;596.0;-150.0;117.0;-179;288.0;424.0;7.0
767.0;57.0;535.0;-217.0;117.0;-175;397.0;445.0;29.0
127.0;400.0;252.0;-131.0;-150.0;-175;685.0;389.0;-75.0
430.0;368.0;443.0;-262.0;61.0;63;397.0;615.0;92.0
266.0;51.0;284.0;-523.0;22.0;150;219.0;348.0;24.0
41.0;293.0;-31.0;-456.0;-151.0;-160;108.0;399.0;93.0
-34.0;115.0;69.0;-360.0;133.0;165;334.0;602.0;166.0
37.0;278.0;-47.0;-312.0;-115.0;153;228.0;585.0;152.0
51.0;159.0;132.0;-437.0;72.0;154;278.0;619.0;59.0
422.0;209.0;440.0;-258.0;-38.0;47;378.0;555.0;88.0
139.0;290.0;265.0;-54.0;0.0;-175;441.0;364.0;12.0
35.0;145.0;138.0;-275.0;-111.0;176;433.0;527.0;55.0
34.0;126.0;137.0;-237.0;38.0;183;366.0;490.0;120.0
163.0;86.0;220.0;-315.0;-55.0;-150;227.0;422.0;78.0
146.0;88.0;235.0;-355.0;136.0;-179;334.0;534.0;-11.0
417.0;145.0;394.0;-372.0;71.0;-179;278.0;601.0;150.0
412.0;163.0;396.0;-294.0;182.0;-177;253.0;602.0;170.0
411.0;195.0;400.0;-290.0;-18.0;-179;194.0;588.0;88.0
413.0;139.0;404.0;-440.0;35.0;-179;206.0;579.0;15.0
432.0;85.0;415.0;-351.0;-43.0;-178;172.0;382.0;89.0
422.0;116.0;405.0;-383.0;48.0;-171;180.0;398.0;151.0
413.0;171.0;396.0;-425.0;49.0;-157;199.0;415.0;148.0
404.0;205.0;388.0;-472.0;20.0;-196;223.0;433.0;98.0
394.0;168.0;382.0;-402.0;-17.0;-152;264.0;481.0;89.0
384.0;144.0;377.0;-330.0;105.0;-206;296.0;536.0;104.0
370.0;154.0;373.0;-158.0;174.0;-155;296.0;557.0;133.0
362.0;403.0;366.0;-372.0;-218.0;79;135.0;472.0;176.0
307.0;95.0;347.0;-150.0;131.0;176;215.0;422.0;7.0
302.0;35.0;347.0;-245.0;142.0;175;253.0;396.0;-4.0
138.0;280.0;264.0;-145.0;-21.0;-175;531.0;435.0;-59.0
322.0;225.0;322.0;-289.0;-119.0;117;129.0;524.0;142.0
321.0;168.0;322.0;-297.0;-57.0;146;110.0;569.0;207.0
-103.0;292.0;-29.0;108.0;91.0;-144;847.0;270.0;47.0
659.0;172.0;496.0;-196.0;199.0;-178;351.0;615.0;65.0
308.0;256.0;312.0;-406.0;-22.0;47;139.0;446.0;141.0
338.0;257.0;330.0;-283.0;-45.0;125;133.0;563.0;213.0
334.0;275.0;324.0;-358.0;6.0;218;15.0;493.0;178.0
-142.0;70.0;-210.0;-502.0;-194.0;-100;494.0;373.0;-50.0
697.0;283.0;538.0;-512.0;-92.0;-166;88.0;565.0;71.0
-312.0;66.0;-305.0;-353.0;63.0;-170;732.0;513.0;-60.0
-295.0;-192.0;-246.0;-219.0;29.0;178;541.0;320.0;-227.0
368.0;233.0;365.0;-300.0;29.0;84;73.0;421.0;116.0
311.0;154.0;327.0;-326.0;25.0;31;309.0;590.0;81.0
307.0;126.0;329.0;-442.0;71.0;224;331.0;598.0;36.0
311.0;69.0;336.0;-356.0;-77.0;160;455.0;706.0;54.0
663.0;130.0;494.0;-359.0;8.0;-177;165.0;402.0;12.0
393.0;219.0;364.0;-458.0;-42.0;-176;180.0;481.0;161.0
388.0;218.0;363.0;-507.0;-105.0;-173;236.0;506.0;116.0
17.0;139.0;105.0;-387.0;0.0;135;395.0;424.0;44.0
808.0;493.0;588.0;-699.0;-244.0;-176;127.0;856.0;805.0
479.0;411.0;439.0;-335.0;-166.0;83;143.0;535.0;133.0
470.0;274.0;430.0;-289.0;-96.0;122;72.0;506.0;117.0
456.0;203.0;421.0;-212.0;-57.0;119;177.0;532.0;151.0
445.0;202.0;412.0;-243.0;-7.0;202;60.0;502.0;140.0
436.0;207.0;404.0;-280.0;22.0;107;26.0;420.0;101.0
426.0;197.0;396.0;-304.0;22.0;-186;89.0;373.0;67.0
416.0;184.0;387.0;-342.0;-28.0;-186;188.0;370.0;41.0
295.0;135.0;311.0;-323.0;-88.0;-177;420.0;673.0;17.0
296.0;131.0;309.0;-170.0;-89.0;-177;393.0;470.0;48.0
297.0;135.0;314.0;-97.0;93.0;-178;203.0;460.0;41.0
300.0;116.0;318.0;-189.0;137.0;-177;185.0;427.0;30.0
303.0;60.0;322.0;-248.0;134.0;-174;190.0;376.0;-55.0
302.0;8.0;325.0;-245.0;88.0;-182;224.0;317.0;-70.0
302.0;-22.0;325.0;-243.0;11.0;-166;233.0;269.0;-82.0
301.0;-34.0;324.0;-283.0;20.0;-188;204.0;234.0;-76.0
300.0;-30.0;322.0;-284.0;-34.0;-166;166.0;225.0;-30.0
-35.0;64.0;107.0;-230.0;145.0;164;298.0;465.0;56.0
294.0;63.0;315.0;-350.0;-60.0;-215;137.0;248.0;-38.0
288.0;84.0;310.0;-445.0;84.0;49;168.0;263.0;8.0
27.0;38.0;142.0;-213.0;69.0;176;399.0;547.0;32.0
418.0;111.0;440.0;-294.0;-109.0;54;363.0;483.0;155.0
299.0;375.0;385.0;-191.0;161.0;-176;486.0;802.0;108.0
297.0;209.0;375.0;51.0;178.0;-176;710.0;733.0;61.0
