Accelerometer RUA^ accZ;InertialMeasurementUnit RUA accX;Accelerometer RUA^ accY;Accelerometer RUA_ accY;InertialMeasurementUnit RLA accX;Accelerometer RWR accY;InertialMeasurementUnit RUA accY
205.0;-990.0;1068.0;963.0;-795.0;605.0;290.0
220.0;-943.0;1080.0;963.0;-810.0;734.0;144.0
202.0;-850.0;1007.0;975.0;-771.0;539.0;244.0
214.0;-1119.0;1079.0;854.0;-652.0;500.0;139.0
150.0;-826.0;1054.0;937.0;-676.0;738.0;286.0
321.0;-794.0;965.0;804.0;-724.0;642.0;-18.0
151.0;-1022.0;785.0;881.0;-971.0;482.0;146.0
360.0;-859.0;1023.0;847.0;-780.0;723.0;142.0
278.0;-866.0;1054.0;875.0;-787.0;605.0;15.0
299.0;-976.0;1020.0;916.0;-812.0;436.0;-34.0
337.0;-1003.0;1068.0;960.0;-775.0;698.0;110.0
266.0;-1006.0;1109.0;966.0;-749.0;626.0;165.0
171.0;-1023.0;1088.0;980.0;-701.0;609.0;209.0
141.0;-1041.0;1090.0;1013.0;-728.0;638.0;174.0
154.0;-1031.0;1094.0;1018.0;-683.0;700.0;168.0
-16.0;-1048.0;1109.0;965.0;-792.0;721.0;132.0
43.0;-1113.0;1062.0;886.0;-565.0;733.0;303.0
260.0;-1001.0;1109.0;897.0;-603.0;686.0;160.0
288.0;-1028.0;1077.0;925.0;-658.0;713.0;178.0
308.0;-1047.0;1125.0;930.0;-626.0;573.0;200.0
254.0;-971.0;1062.0;971.0;-857.0;739.0;174.0
428.0;-872.0;1094.0;921.0;-722.0;836.0;253.0
268.0;-1042.0;1102.0;930.0;-621.0;559.0;212.0
273.0;-1041.0;1141.0;990.0;-670.0;457.0;245.0
270.0;-794.0;1042.0;972.0;-758.0;660.0;189.0
256.0;-1016.0;1039.0;943.0;-790.0;626.0;262.0
337.0;-932.0;1099.0;919.0;-750.0;638.0;41.0
278.0;-842.0;971.0;912.0;-794.0;598.0;-42.0
212.0;-984.0;1008.0;995.0;-797.0;580.0;153.0
308.0;-977.0;1030.0;567.0;-189.0;140.0;167.0
306.0;-812.0;1057.0;972.0;-592.0;619.0;79.0
282.0;-837.0;1072.0;938.0;-601.0;646.0;77.0
196.0;-855.0;1042.0;957.0;-729.0;662.0;-30.0
267.0;-978.0;1091.0;977.0;-833.0;737.0;197.0
524.0;-711.0;963.0;761.0;-333.0;291.0;443.0
129.0;-822.0;1020.0;1069.0;-707.0;688.0;180.0
260.0;-969.0;1086.0;980.0;-838.0;747.0;195.0
79.0;-782.0;1096.0;1202.0;-712.0;697.0;60.0
306.0;-982.0;988.0;938.0;-943.0;419.0;-121.0
293.0;-915.0;1032.0;857.0;-845.0;739.0;140.0
324.0;-859.0;945.0;763.0;-772.0;549.0;82.0
250.0;-898.0;951.0;959.0;-580.0;614.0;252.0
197.0;-900.0;880.0;951.0;-612.0;620.0;197.0
137.0;-902.0;897.0;908.0;-635.0;617.0;154.0
269.0;-961.0;1079.0;986.0;-826.0;730.0;244.0
-58.0;-901.0;1030.0;881.0;-612.0;809.0;228.0
282.0;-853.0;1025.0;845.0;-796.0;650.0;42.0
272.0;-957.0;1063.0;963.0;-824.0;739.0;231.0
278.0;-960.0;1067.0;973.0;-832.0;731.0;223.0
258.0;-850.0;1161.0;837.0;-801.0;727.0;57.0
282.0;-818.0;1067.0;870.0;-776.0;609.0;134.0
-19.0;-1031.0;1137.0;1058.0;-859.0;869.0;6.0
277.0;-964.0;1072.0;980.0;-827.0;729.0;240.0
294.0;-964.0;1067.0;966.0;-826.0;716.0;248.0
-75.0;-996.0;1183.0;726.0;-839.0;912.0;122.0
207.0;-1038.0;1120.0;899.0;-754.0;693.0;217.0
266.0;-1059.0;1117.0;931.0;-736.0;663.0;183.0
222.0;-1047.0;1091.0;904.0;-744.0;645.0;179.0
306.0;-990.0;987.0;839.0;-900.0;584.0;25.0
294.0;-877.0;1068.0;881.0;-765.0;681.0;69.0
262.0;-963.0;1068.0;974.0;-824.0;738.0;241.0
208.0;-999.0;1126.0;1014.0;-749.0;619.0;151.0
267.0;-960.0;1080.0;963.0;-828.0;723.0;229.0
191.0;-931.0;1118.0;832.0;-614.0;659.0;109.0
252.0;-940.0;1068.0;905.0;-624.0;728.0;131.0
11.0;-1091.0;1094.0;928.0;-801.0;693.0;-99.0
78.0;-1001.0;1127.0;955.0;-787.0;726.0;-1.0
153.0;-1015.0;1122.0;952.0;-657.0;747.0;107.0
-80.0;-955.0;1216.0;759.0;-408.0;1029.0;265.0
222.0;-1015.0;846.0;1033.0;-816.0;547.0;281.0
151.0;-982.0;1109.0;886.0;-685.0;608.0;61.0
177.0;-977.0;1080.0;888.0;-687.0;622.0;51.0
148.0;-978.0;1100.0;872.0;-692.0;602.0;49.0
160.0;-980.0;1100.0;870.0;-692.0;615.0;48.0
170.0;-981.0;1094.0;885.0;-695.0;622.0;49.0
-25.0;-1005.0;1057.0;965.0;-776.0;575.0;-196.0
158.0;-975.0;1090.0;916.0;-712.0;617.0;27.0
149.0;-970.0;1101.0;900.0;-702.0;616.0;34.0
271.0;-968.0;1085.0;972.0;-836.0;735.0;219.0
155.0;-967.0;1099.0;931.0;-699.0;624.0;38.0
149.0;-975.0;1094.0;901.0;-690.0;627.0;74.0
140.0;-971.0;1107.0;894.0;-680.0;619.0;70.0
145.0;-964.0;1104.0;894.0;-676.0;631.0;80.0
249.0;-1143.0;1294.0;1201.0;-1015.0;639.0;159.0
243.0;-975.0;1031.0;1028.0;-909.0;698.0;191.0
158.0;-965.0;1079.0;895.0;-669.0;639.0;89.0
167.0;-960.0;1109.0;891.0;-658.0;633.0;104.0
188.0;-965.0;1080.0;883.0;-660.0;594.0;99.0
189.0;-971.0;1102.0;889.0;-657.0;622.0;99.0
195.0;-968.0;1108.0;866.0;-650.0;625.0;116.0
153.0;-967.0;1099.0;854.0;-630.0;634.0;121.0
167.0;-955.0;1099.0;873.0;-608.0;585.0;134.0
293.0;-962.0;1071.0;957.0;-831.0;728.0;185.0
191.0;-955.0;1064.0;886.0;-601.0;585.0;141.0
203.0;-952.0;1077.0;869.0;-582.0;605.0;136.0
289.0;-952.0;1071.0;955.0;-814.0;735.0;209.0
205.0;-954.0;1087.0;848.0;-574.0;596.0;121.0
213.0;-948.0;1080.0;859.0;-572.0;582.0;96.0
255.0;-965.0;1087.0;821.0;-444.0;569.0;140.0
274.0;-990.0;1085.0;626.0;-480.0;494.0;184.0
278.0;-957.0;1050.0;975.0;-817.0;721.0;251.0
277.0;-950.0;1031.0;974.0;-814.0;750.0;239.0
238.0;-925.0;1069.0;827.0;-318.0;366.0;233.0
289.0;-954.0;1056.0;912.0;-781.0;775.0;278.0
228.0;-979.0;946.0;952.0;-751.0;531.0;100.0
61.0;-1016.0;1030.0;1080.0;-731.0;531.0;-10.0
357.0;-946.0;1069.0;986.0;-770.0;597.0;96.0
305.0;-950.0;1080.0;972.0;-787.0;698.0;75.0
273.0;-929.0;1115.0;905.0;-736.0;705.0;100.0
298.0;-831.0;1459.0;1098.0;-731.0;959.0;165.0
259.0;-902.0;1140.0;964.0;-698.0;732.0;136.0
253.0;-878.0;1106.0;840.0;-685.0;644.0;152.0
270.0;-884.0;1060.0;825.0;-687.0;570.0;148.0
251.0;-872.0;1371.0;870.0;-761.0;1078.0;172.0
279.0;-982.0;1107.0;864.0;-723.0;686.0;195.0
323.0;-943.0;1080.0;812.0;-680.0;614.0;265.0
445.0;-935.0;1117.0;875.0;-692.0;640.0;198.0
258.0;-926.0;1027.0;848.0;-680.0;597.0;211.0
301.0;-915.0;1054.0;840.0;-671.0;584.0;200.0
476.0;-757.0;1037.0;645.0;-47.0;493.0;534.0
336.0;-922.0;1014.0;797.0;-557.0;617.0;244.0
436.0;-925.0;992.0;689.0;-442.0;418.0;125.0
482.0;-901.0;934.0;483.0;-111.0;-22.0;362.0
800.0;-673.0;710.0;-139.0;528.0;-600.0;681.0
103.0;-932.0;1012.0;958.0;-846.0;672.0;66.0
155.0;-975.0;1035.0;994.0;-807.0;605.0;-40.0
272.0;-908.0;969.0;935.0;-811.0;616.0;67.0
726.0;-992.0;1224.0;930.0;-589.0;490.0;440.0
441.0;-944.0;1021.0;820.0;-598.0;537.0;301.0
496.0;-864.0;908.0;867.0;-725.0;537.0;195.0
296.0;-922.0;1035.0;820.0;-678.0;437.0;236.0
362.0;-1036.0;1024.0;795.0;-747.0;202.0;219.0
348.0;-939.0;1144.0;838.0;-701.0;506.0;250.0
267.0;-1107.0;1064.0;641.0;-887.0;370.0;315.0
316.0;-960.0;1034.0;815.0;-786.0;527.0;178.0
696.0;-981.0;771.0;680.0;-792.0;77.0;231.0
326.0;-972.0;1003.0;885.0;-819.0;497.0;251.0
233.0;-1078.0;1137.0;911.0;-809.0;434.0;57.0
270.0;-958.0;1028.0;909.0;-657.0;576.0;315.0
382.0;-1001.0;1066.0;924.0;-698.0;621.0;277.0
321.0;-1106.0;1047.0;916.0;-888.0;622.0;164.0
234.0;-946.0;1078.0;911.0;-709.0;774.0;276.0
332.0;-965.0;986.0;902.0;-788.0;767.0;210.0
288.0;-1001.0;1102.0;971.0;-745.0;653.0;224.0
294.0;-901.0;1120.0;1109.0;-791.0;617.0;321.0
454.0;-896.0;1198.0;805.0;-702.0;554.0;176.0
331.0;-920.0;1034.0;933.0;-712.0;637.0;267.0
398.0;-879.0;1053.0;907.0;-698.0;632.0;276.0
351.0;-936.0;987.0;959.0;-755.0;601.0;296.0
443.0;-909.0;1038.0;877.0;-760.0;635.0;307.0
384.0;-944.0;1044.0;956.0;-777.0;661.0;256.0
316.0;-813.0;1079.0;1119.0;-734.0;791.0;309.0
270.0;-898.0;1058.0;886.0;-820.0;619.0;85.0
325.0;-833.0;917.0;814.0;-720.0;600.0;257.0
368.0;-883.0;925.0;848.0;-840.0;530.0;180.0
295.0;-966.0;1021.0;914.0;-824.0;713.0;272.0
86.0;-896.0;1130.0;919.0;-788.0;870.0;121.0
27.0;-912.0;1136.0;1153.0;-761.0;869.0;159.0
404.0;-867.0;1183.0;906.0;-759.0;716.0;130.0
318.0;-829.0;1085.0;937.0;-717.0;679.0;40.0
294.0;-898.0;921.0;925.0;-797.0;683.0;153.0
238.0;-872.0;944.0;922.0;-770.0;614.0;144.0
238.0;-837.0;993.0;901.0;-727.0;609.0;143.0
252.0;-794.0;1007.0;895.0;-685.0;691.0;142.0
202.0;-796.0;1021.0;872.0;-695.0;700.0;74.0
376.0;-829.0;939.0;885.0;-734.0;560.0;122.0
284.0;-781.0;968.0;866.0;-700.0;501.0;175.0
375.0;-894.0;961.0;827.0;-803.0;623.0;249.0
307.0;-931.0;920.0;875.0;-775.0;538.0;254.0
324.0;-979.0;1029.0;710.0;-522.0;263.0;116.0
408.0;-851.0;1012.0;854.0;-690.0;144.0;85.0
158.0;-934.0;878.0;760.0;-710.0;415.0;-82.0
218.0;-846.0;971.0;881.0;-663.0;500.0;12.0
152.0;-850.0;1040.0;976.0;-565.0;479.0;-21.0
149.0;-744.0;1170.0;838.0;-707.0;1039.0;83.0
214.0;-874.0;1101.0;841.0;-744.0;741.0;91.0
248.0;-915.0;987.0;916.0;-706.0;735.0;176.0
207.0;-904.0;942.0;920.0;-701.0;623.0;218.0
182.0;-908.0;989.0;892.0;-726.0;632.0;244.0
206.0;-964.0;1032.0;884.0;-790.0;670.0;241.0
241.0;-1020.0;1031.0;905.0;-854.0;696.0;252.0
286.0;-958.0;1030.0;1002.0;-794.0;643.0;191.0
226.0;-963.0;1080.0;971.0;-791.0;717.0;161.0
237.0;-954.0;1090.0;970.0;-783.0;711.0;168.0
207.0;-947.0;1090.0;966.0;-777.0;689.0;156.0
230.0;-946.0;1077.0;952.0;-777.0;710.0;149.0
235.0;-962.0;1073.0;952.0;-785.0;705.0;167.0
254.0;-967.0;1072.0;993.0;-836.0;699.0;142.0
263.0;-946.0;1072.0;1018.0;-801.0;697.0;172.0
254.0;-927.0;1097.0;1018.0;-720.0;707.0;179.0
311.0;-810.0;1335.0;964.0;-698.0;1035.0;244.0
96.0;-1007.0;1057.0;1071.0;-946.0;640.0;2.0
0.0;-739.0;1140.0;1106.0;-290.0;914.0;368.0
-97.0;-884.0;1025.0;880.0;-415.0;780.0;444.0
122.0;-795.0;1247.0;841.0;-645.0;901.0;78.0
280.0;-765.0;869.0;771.0;-630.0;616.0;255.0
171.0;-852.0;1321.0;917.0;-729.0;1035.0;215.0
229.0;-791.0;933.0;777.0;-752.0;784.0;69.0
302.0;-758.0;932.0;774.0;-639.0;690.0;230.0
754.0;-267.0;432.0;377.0;-67.0;39.0;602.0
196.0;-846.0;923.0;851.0;-766.0;704.0;173.0
266.0;-870.0;934.0;858.0;-835.0;767.0;47.0
223.0;-856.0;947.0;889.0;-802.0;659.0;110.0
226.0;-888.0;1011.0;890.0;-842.0;615.0;138.0
182.0;-895.0;949.0;899.0;-820.0;561.0;137.0
273.0;-922.0;932.0;878.0;-794.0;657.0;164.0
311.0;-932.0;996.0;861.0;-759.0;759.0;198.0
208.0;-860.0;941.0;892.0;-821.0;665.0;104.0
453.0;-847.0;931.0;834.0;-601.0;328.0;358.0
275.0;-968.0;1082.0;982.0;-833.0;744.0;190.0
279.0;-967.0;1092.0;978.0;-834.0;735.0;191.0
267.0;-976.0;1079.0;980.0;-841.0;741.0;200.0
359.0;-912.0;1041.0;925.0;-755.0;707.0;281.0
328.0;-919.0;1017.0;925.0;-768.0;715.0;280.0
351.0;-934.0;1029.0;925.0;-791.0;694.0;254.0
362.0;-948.0;990.0;970.0;-807.0;672.0;207.0
356.0;-955.0;1009.0;970.0;-829.0;662.0;180.0
348.0;-849.0;911.0;857.0;-706.0;492.0;209.0
309.0;-952.0;1032.0;978.0;-814.0;667.0;194.0
300.0;-937.0;1073.0;971.0;-781.0;681.0;259.0
188.0;-938.0;960.0;858.0;-822.0;604.0;94.0
235.0;-943.0;897.0;958.0;-859.0;546.0;84.0
263.0;-928.0;957.0;1032.0;-799.0;618.0;138.0
259.0;-912.0;987.0;979.0;-770.0;629.0;141.0
346.0;-906.0;1000.0;881.0;-754.0;633.0;247.0
326.0;-904.0;999.0;915.0;-751.0;620.0;227.0
312.0;-889.0;1000.0;903.0;-747.0;637.0;195.0
288.0;-900.0;1000.0;895.0;-776.0;654.0;211.0
313.0;-896.0;1087.0;944.0;-753.0;723.0;217.0
292.0;-875.0;1077.0;908.0;-725.0;683.0;247.0
300.0;-871.0;1046.0;887.0;-716.0;676.0;282.0
328.0;-862.0;1009.0;894.0;-706.0;688.0;284.0
328.0;-852.0;988.0;894.0;-700.0;654.0;304.0
360.0;-838.0;1000.0;876.0;-708.0;632.0;295.0
456.0;-813.0;1018.0;886.0;-772.0;563.0;299.0
397.0;-865.0;961.0;905.0;-738.0;603.0;200.0
348.0;-879.0;940.0;908.0;-758.0;603.0;172.0
346.0;-906.0;970.0;946.0;-782.0;589.0;222.0
314.0;-916.0;982.0;958.0;-784.0;607.0;307.0
305.0;-913.0;1013.0;950.0;-781.0;641.0;334.0
300.0;-918.0;1046.0;955.0;-803.0;619.0;297.0
238.0;-918.0;1063.0;964.0;-838.0;746.0;88.0
279.0;-980.0;985.0;860.0;-830.0;645.0;173.0
116.0;-962.0;1174.0;845.0;-705.0;630.0;177.0
323.0;-969.0;1106.0;926.0;-737.0;567.0;139.0
304.0;-995.0;1045.0;915.0;-749.0;660.0;113.0
284.0;-974.0;1037.0;939.0;-806.0;680.0;180.0
314.0;-952.0;1062.0;976.0;-781.0;693.0;161.0
332.0;-934.0;1070.0;927.0;-760.0;713.0;195.0
278.0;-928.0;1064.0;907.0;-741.0;697.0;259.0
289.0;-965.0;1016.0;970.0;-824.0;669.0;277.0
213.0;-940.0;1026.0;950.0;-811.0;755.0;302.0
373.0;-945.0;1058.0;969.0;-778.0;684.0;266.0
99.0;-959.0;1461.0;999.0;-865.0;1094.0;198.0
39.0;-937.0;1097.0;960.0;-858.0;794.0;-13.0
188.0;-1021.0;917.0;1189.0;-968.0;575.0;-5.0
346.0;-926.0;1040.0;936.0;-763.0;734.0;350.0
192.0;-936.0;1241.0;1347.0;-767.0;847.0;238.0
461.0;-903.0;1131.0;1113.0;-806.0;541.0;121.0
354.0;-842.0;1019.0;832.0;-785.0;716.0;80.0
-128.0;-946.0;1120.0;714.0;-428.0;400.0;-357.0
460.0;-724.0;917.0;935.0;-500.0;158.0;-604.0
394.0;-859.0;961.0;608.0;-469.0;1265.0;335.0
271.0;-819.0;947.0;761.0;-803.0;691.0;159.0
246.0;-820.0;866.0;704.0;-723.0;629.0;165.0
204.0;-902.0;927.0;801.0;-853.0;647.0;57.0
320.0;-872.0;908.0;670.0;-814.0;647.0;123.0
394.0;-932.0;1010.0;936.0;-756.0;701.0;277.0
572.0;-846.0;977.0;866.0;-567.0;499.0;495.0
693.0;-839.0;784.0;560.0;-484.0;-87.0;408.0
129.0;-856.0;1003.0;934.0;-815.0;723.0;-28.0
267.0;-775.0;870.0;798.0;-660.0;612.0;202.0
-58.0;-942.0;1123.0;894.0;-640.0;695.0;-172.0
123.0;-929.0;1141.0;923.0;-616.0;677.0;40.0
147.0;-1024.0;1011.0;1016.0;-899.0;826.0;192.0
554.0;-840.0;1000.0;1042.0;-665.0;358.0;138.0
326.0;-909.0;1030.0;886.0;-804.0;881.0;157.0
267.0;-948.0;1040.0;973.0;-817.0;766.0;233.0
282.0;-966.0;1080.0;980.0;-827.0;740.0;243.0
272.0;-969.0;1053.0;971.0;-832.0;747.0;238.0
266.0;-965.0;1071.0;976.0;-824.0;746.0;262.0
217.0;-1024.0;1395.0;1215.0;-906.0;685.0;213.0
527.0;-986.0;1000.0;940.0;-792.0;533.0;236.0
296.0;-1013.0;1403.0;1207.0;-884.0;858.0;285.0
238.0;-966.0;1070.0;966.0;-840.0;771.0;217.0
248.0;-972.0;1075.0;985.0;-841.0;744.0;218.0
242.0;-976.0;1091.0;970.0;-845.0;746.0;218.0
257.0;-975.0;1069.0;976.0;-843.0;764.0;208.0
-405.0;-893.0;1113.0;831.0;-464.0;937.0;-121.0
286.0;-971.0;1090.0;972.0;-834.0;727.0;240.0
241.0;-1007.0;1150.0;1048.0;-971.0;824.0;-26.0
299.0;-970.0;798.0;801.0;-883.0;532.0;41.0
282.0;-963.0;1062.0;976.0;-826.0;758.0;243.0
256.0;-964.0;1079.0;988.0;-826.0;748.0;239.0
-1.0;-1049.0;1242.0;1028.0;-956.0;1002.0;-74.0
291.0;-969.0;1079.0;960.0;-827.0;735.0;264.0
311.0;-970.0;1075.0;960.0;-827.0;733.0;253.0
283.0;-974.0;1067.0;982.0;-837.0;737.0;242.0
256.0;-971.0;1064.0;990.0;-837.0;727.0;240.0
225.0;-944.0;1124.0;948.0;-505.0;649.0;97.0
274.0;-971.0;1079.0;981.0;-833.0;750.0;233.0
266.0;-973.0;1081.0;979.0;-836.0;743.0;246.0
247.0;-972.0;1089.0;968.0;-841.0;741.0;233.0
288.0;-977.0;1080.0;971.0;-841.0;745.0;215.0
189.0;-799.0;1038.0;790.0;-792.0;968.0;64.0
333.0;-894.0;1134.0;907.0;-746.0;1040.0;294.0
240.0;-866.0;936.0;837.0;-822.0;736.0;170.0
373.0;-920.0;850.0;871.0;-834.0;368.0;108.0
208.0;-1133.0;1009.0;833.0;-1042.0;707.0;15.0
247.0;-983.0;1088.0;1003.0;-847.0;759.0;187.0
70.0;-850.0;961.0;724.0;-541.0;641.0;111.0
268.0;-1022.0;1121.0;1046.0;-886.0;755.0;157.0
319.0;-937.0;1091.0;874.0;-839.0;666.0;313.0
260.0;-966.0;1103.0;971.0;-837.0;766.0;220.0
128.0;-860.0;871.0;822.0;-825.0;738.0;120.0
243.0;-959.0;1101.0;997.0;-834.0;746.0;199.0
257.0;-980.0;1055.0;1001.0;-864.0;759.0;153.0
275.0;-786.0;1090.0;839.0;-683.0;1029.0;182.0
310.0;-936.0;1002.0;1027.0;-825.0;533.0;158.0
222.0;-930.0;1065.0;1009.0;-810.0;702.0;338.0
54.0;-1060.0;1107.0;977.0;-991.0;817.0;8.0
279.0;-808.0;1191.0;915.0;-301.0;863.0;527.0
305.0;-937.0;1053.0;957.0;-775.0;793.0;390.0
106.0;-897.0;1239.0;949.0;-806.0;1015.0;139.0
156.0;-994.0;1164.0;930.0;-606.0;762.0;234.0
267.0;-951.0;1080.0;961.0;-808.0;772.0;243.0
288.0;-954.0;1059.0;972.0;-811.0;768.0;234.0
352.0;-978.0;1030.0;980.0;-827.0;740.0;311.0
232.0;-956.0;1089.0;980.0;-831.0;773.0;166.0
234.0;-1016.0;1117.0;949.0;-928.0;923.0;134.0
180.0;-966.0;1099.0;1003.0;-858.0;780.0;94.0
279.0;-970.0;1081.0;1002.0;-837.0;744.0;189.0
269.0;-974.0;1088.0;986.0;-840.0;761.0;192.0
272.0;-975.0;1075.0;989.0;-837.0;757.0;193.0
241.0;-977.0;1092.0;1013.0;-853.0;748.0;139.0
320.0;-1006.0;1048.0;1001.0;-882.0;744.0;183.0
294.0;-971.0;1070.0;988.0;-835.0;757.0;192.0
285.0;-966.0;1079.0;981.0;-832.0;755.0;197.0
134.0;-1004.0;1141.0;1042.0;-913.0;790.0;81.0
290.0;-968.0;1064.0;980.0;-841.0;750.0;199.0
-95.0;-957.0;1083.0;721.0;-491.0;456.0;110.0
294.0;-965.0;1081.0;1000.0;-835.0;733.0;214.0
276.0;-973.0;1070.0;980.0;-835.0;754.0;203.0
286.0;-975.0;1060.0;980.0;-837.0;751.0;190.0
359.0;-918.0;1051.0;943.0;-763.0;726.0;281.0
228.0;-974.0;1071.0;990.0;-833.0;759.0;200.0
327.0;-1014.0;1019.0;962.0;-937.0;646.0;146.0
274.0;-1078.0;1136.0;816.0;-1029.0;885.0;-42.0
66.0;-1045.0;982.0;819.0;-939.0;585.0;145.0
188.0;-961.0;1063.0;924.0;-881.0;759.0;-13.0
131.0;-1021.0;1077.0;1213.0;-972.0;745.0;72.0
204.0;-921.0;1107.0;937.0;-449.0;628.0;322.0
173.0;-992.0;1050.0;963.0;-904.0;752.0;135.0
123.0;-1097.0;1166.0;818.0;-559.0;611.0;175.0
11.0;-946.0;1137.0;1125.0;-804.0;811.0;340.0
361.0;-773.0;1240.0;856.0;-659.0;923.0;234.0
226.0;-1018.0;1070.0;1027.0;-905.0;707.0;64.0
375.0;-916.0;1448.0;1172.0;-775.0;950.0;295.0
269.0;-975.0;1065.0;1003.0;-842.0;773.0;193.0
315.0;-1127.0;924.0;836.0;-1054.0;563.0;209.0
426.0;-928.0;1076.0;867.0;-639.0;706.0;293.0
243.0;-713.0;1011.0;788.0;-614.0;980.0;175.0
77.0;-1157.0;1012.0;1020.0;-1028.0;678.0;107.0
290.0;-996.0;1127.0;989.0;-855.0;766.0;251.0
253.0;-858.0;1016.0;968.0;-782.0;730.0;-56.0
187.0;-800.0;1096.0;807.0;-719.0;489.0;-22.0
272.0;-972.0;1071.0;980.0;-832.0;743.0;262.0
287.0;-923.0;1080.0;861.0;-744.0;575.0;397.0
