InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit LUA Quaternion1;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit RUA Quaternion4;InertialMeasurementUnit RLA Quaternion4;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit BACK Quaternion4;InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit RLA Quaternion2;InertialMeasurementUnit LLA Quaternion1
-520.0;-535.0;445.0;-753.0;-555.0;?;?;264.0;-307.0;-112.0
-496.0;-559.0;421.0;-757.0;-604.0;?;?;227.0;-327.0;?
-465.0;-583.0;404.0;-759.0;-653.0;398.0;?;187.0;-342.0;?
-431.0;-606.0;381.0;-757.0;-698.0;401.0;?;150.0;-354.0;?
-394.0;-631.0;349.0;-754.0;-740.0;402.0;?;112.0;-365.0;?
-357.0;-655.0;314.0;-748.0;-776.0;403.0;-273.0;77.0;-376.0;?
-322.0;-677.0;283.0;-739.0;-806.0;403.0;-279.0;44.0;-387.0;?
-291.0;-696.0;254.0;-727.0;-830.0;402.0;-283.0;14.0;-401.0;?
-266.0;-710.0;234.0;-710.0;-847.0;400.0;-286.0;-12.0;-415.0;?
-246.0;-719.0;222.0;-689.0;-858.0;396.0;-288.0;-33.0;-427.0;?
-229.0;-724.0;208.0;-667.0;-862.0;393.0;-291.0;-50.0;-433.0;?
-214.0;-726.0;190.0;-650.0;-865.0;385.0;-289.0;-62.0;-433.0;?
-198.0;-727.0;173.0;-641.0;-870.0;377.0;-286.0;-68.0;-426.0;?
-186.0;-733.0;178.0;-638.0;-878.0;371.0;-284.0;-65.0;-416.0;?
-180.0;-741.0;187.0;-637.0;-882.0;372.0;-283.0;-62.0;-411.0;?
-179.0;-743.0;188.0;-636.0;-880.0;374.0;-284.0;-62.0;-411.0;507.0
-180.0;-740.0;189.0;-635.0;-875.0;375.0;-285.0;-59.0;-416.0;507.0
-187.0;-732.0;187.0;-637.0;-868.0;376.0;-287.0;-54.0;-421.0;498.0
-195.0;-727.0;183.0;-643.0;-864.0;377.0;-287.0;-48.0;-420.0;487.0
-201.0;-725.0;183.0;-649.0;-862.0;375.0;-285.0;-40.0;-416.0;473.0
?;-722.0;185.0;-654.0;-861.0;371.0;-283.0;?;-415.0;459.0
?;-715.0;182.0;-657.0;-858.0;367.0;-281.0;?;-415.0;448.0
?;-703.0;179.0;-658.0;?;365.0;-279.0;?;?;433.0
?;-397.0;616.0;-684.0;?;369.0;-246.0;?;?;-405.0
-660.0;-399.0;614.0;-686.0;?;369.0;-248.0;?;?;-400.0
-659.0;-402.0;613.0;?;?;370.0;-249.0;420.0;?;-395.0
-656.0;-405.0;607.0;-692.0;?;371.0;-251.0;?;?;?
-648.0;-411.0;599.0;-699.0;?;371.0;-251.0;?;?;?
-635.0;-421.0;585.0;-710.0;?;372.0;-250.0;?;?;?
-618.0;-436.0;570.0;-724.0;?;373.0;-249.0;?;?;?
-599.0;-455.0;558.0;-736.0;?;373.0;-247.0;?;?;?
-578.0;-477.0;?;-748.0;?;373.0;-244.0;?;?;?
-553.0;-502.0;?;-759.0;?;374.0;-241.0;?;?;?
-524.0;-529.0;?;-769.0;?;375.0;-237.0;?;?;?
-489.0;-559.0;?;-776.0;?;375.0;-236.0;?;?;?
-451.0;-589.0;?;-779.0;?;376.0;-237.0;?;?;-30.0
-412.0;-619.0;?;-778.0;?;378.0;-240.0;?;?;37.0
-374.0;-647.0;381.0;-772.0;-733.0;381.0;-248.0;?;?;103.0
-338.0;-674.0;351.0;-762.0;-771.0;383.0;-256.0;?;?;167.0
-306.0;-694.0;325.0;-748.0;-804.0;385.0;-265.0;45.0;-395.0;225.0
-278.0;-712.0;302.0;-731.0;-830.0;384.0;-273.0;15.0;-403.0;277.0
-255.0;-723.0;286.0;-713.0;-850.0;381.0;-277.0;-9.0;-406.0;322.0
-235.0;-728.0;271.0;-693.0;-865.0;377.0;-279.0;-28.0;-407.0;362.0
-220.0;-728.0;247.0;-674.0;-876.0;371.0;-279.0;-40.0;-405.0;402.0
-205.0;-729.0;226.0;-658.0;-882.0;366.0;-275.0;-45.0;-401.0;436.0
-190.0;-735.0;227.0;-648.0;-886.0;361.0;-274.0;-44.0;-395.0;455.0
-182.0;-743.0;234.0;-645.0;-890.0;362.0;-274.0;-39.0;-389.0;471.0
-175.0;-747.0;229.0;-646.0;-892.0;366.0;-275.0;-35.0;-384.0;488.0
-172.0;-745.0;222.0;-646.0;-890.0;368.0;-276.0;-33.0;-384.0;495.0
-174.0;-740.0;213.0;-646.0;-886.0;370.0;-277.0;-32.0;-388.0;493.0
-177.0;-736.0;210.0;-649.0;-880.0;371.0;-278.0;-30.0;-393.0;?
-182.0;-733.0;208.0;-652.0;-876.0;372.0;-279.0;-29.0;-398.0;474.0
-187.0;-726.0;203.0;-656.0;-870.0;372.0;-279.0;-28.0;-404.0;464.0
-199.0;-712.0;200.0;-660.0;-862.0;371.0;-277.0;-25.0;-410.0;447.0
-674.0;-419.0;?;-667.0;-381.0;374.0;-276.0;488.0;-141.0;-292.0
-663.0;-436.0;?;-680.0;-397.0;373.0;-275.0;480.0;-137.0;-271.0
-648.0;-462.0;?;-696.0;-421.0;373.0;-274.0;474.0;-130.0;?
-630.0;-497.0;?;?;-451.0;372.0;-273.0;471.0;-118.0;?
-612.0;-538.0;?;?;-485.0;372.0;-271.0;469.0;-99.0;?
-596.0;-582.0;?;?;-523.0;374.0;?;466.0;-71.0;?
-582.0;-627.0;?;?;-568.0;374.0;?;464.0;-30.0;-6.0
-572.0;-669.0;?;-749.0;-620.0;373.0;?;463.0;28.0;?
-563.0;-705.0;?;-754.0;-674.0;373.0;?;466.0;97.0;192.0
-560.0;-735.0;?;-757.0;-722.0;373.0;?;468.0;176.0;?
-562.0;-759.0;?;-761.0;-761.0;371.0;?;470.0;252.0;?
-567.0;-776.0;719.0;-760.0;-796.0;368.0;?;483.0;310.0;?
-573.0;-784.0;712.0;-754.0;-821.0;366.0;?;499.0;359.0;?
-583.0;-788.0;689.0;-748.0;-834.0;365.0;?;511.0;406.0;656.0
-588.0;-792.0;664.0;-740.0;-841.0;363.0;?;525.0;445.0;711.0
-585.0;-799.0;645.0;-726.0;-843.0;360.0;?;537.0;474.0;746.0
-579.0;-805.0;636.0;-713.0;-841.0;358.0;?;545.0;499.0;763.0
-570.0;-811.0;635.0;-704.0;-837.0;355.0;?;550.0;517.0;767.0
-563.0;-814.0;640.0;-696.0;-834.0;354.0;?;554.0;?;765.0
-559.0;-814.0;648.0;-692.0;-832.0;353.0;?;555.0;536.0;759.0
-560.0;-812.0;658.0;-692.0;-829.0;352.0;-333.0;555.0;542.0;751.0
-566.0;-807.0;668.0;-693.0;-830.0;350.0;-336.0;555.0;544.0;742.0
-573.0;-802.0;677.0;-696.0;-832.0;345.0;-339.0;556.0;543.0;734.0
-581.0;-798.0;686.0;-700.0;-835.0;341.0;-339.0;556.0;540.0;725.0
?;-795.0;693.0;-704.0;-838.0;337.0;-339.0;556.0;534.0;?
?;-792.0;701.0;-708.0;-842.0;332.0;-338.0;555.0;527.0;?
?;-789.0;708.0;-712.0;-845.0;326.0;-336.0;552.0;517.0;?
?;-785.0;716.0;-715.0;-849.0;321.0;-334.0;548.0;506.0;?
?;-782.0;724.0;-719.0;-851.0;314.0;-332.0;543.0;495.0;?
-619.0;-777.0;732.0;-722.0;-854.0;309.0;-331.0;539.0;486.0;?
-625.0;-772.0;740.0;-724.0;-855.0;303.0;-329.0;536.0;479.0;631.0
-630.0;-767.0;745.0;-727.0;-856.0;299.0;-329.0;535.0;?;618.0
-634.0;-763.0;750.0;-731.0;-857.0;297.0;-330.0;535.0;?;607.0
-637.0;-759.0;753.0;-734.0;-858.0;296.0;-331.0;536.0;471.0;598.0
-640.0;-756.0;754.0;-736.0;-859.0;295.0;-332.0;537.0;473.0;593.0
-643.0;-754.0;755.0;-736.0;-859.0;296.0;-334.0;538.0;475.0;591.0
-644.0;-753.0;?;-737.0;-859.0;297.0;-336.0;540.0;479.0;592.0
-645.0;-753.0;?;-737.0;-858.0;298.0;-336.0;542.0;?;597.0
-644.0;-755.0;?;-737.0;-857.0;299.0;-336.0;545.0;?;?
-644.0;-757.0;?;-736.0;-856.0;298.0;-335.0;547.0;?;?
-643.0;-758.0;?;-734.0;-855.0;297.0;-335.0;548.0;?;?
-643.0;-760.0;?;-732.0;-853.0;297.0;-334.0;549.0;?;?
-641.0;-762.0;?;-730.0;-853.0;297.0;-334.0;549.0;?;?
-639.0;-765.0;?;-728.0;-852.0;297.0;-332.0;549.0;?;?
-635.0;-768.0;?;-727.0;-852.0;298.0;-331.0;549.0;?;?
-630.0;-772.0;?;-726.0;?;298.0;-330.0;549.0;?;?
-626.0;-777.0;?;-725.0;?;299.0;-329.0;549.0;?;?
-621.0;-780.0;?;-724.0;-852.0;301.0;-328.0;549.0;?;?
-617.0;-783.0;?;-724.0;-853.0;303.0;-329.0;548.0;?;?
?;-784.0;?;-723.0;-853.0;306.0;-329.0;548.0;?;?
?;-785.0;685.0;-724.0;-852.0;309.0;-331.0;549.0;?;?
?;-785.0;686.0;-725.0;-851.0;314.0;?;550.0;?;?
?;-784.0;687.0;-726.0;-849.0;318.0;?;552.0;?;?
?;-785.0;690.0;-728.0;-847.0;322.0;?;555.0;?;701.0
-610.0;-784.0;691.0;-730.0;-846.0;326.0;?;559.0;?;696.0
-613.0;-781.0;694.0;-732.0;-845.0;329.0;?;562.0;509.0;690.0
-615.0;-779.0;698.0;-734.0;-845.0;328.0;?;561.0;504.0;683.0
-626.0;-768.0;704.0;-735.0;-844.0;332.0;?;563.0;503.0;676.0
-636.0;-759.0;?;-737.0;-846.0;343.0;?;569.0;499.0;673.0
-646.0;-751.0;?;-737.0;-848.0;349.0;?;569.0;494.0;?
-655.0;-744.0;?;-738.0;-850.0;352.0;?;565.0;489.0;?
-660.0;-740.0;?;-738.0;-854.0;352.0;?;559.0;482.0;?
-662.0;-740.0;?;-738.0;-857.0;348.0;?;554.0;476.0;618.0
-665.0;-738.0;?;-737.0;-859.0;342.0;?;548.0;472.0;605.0
-668.0;-734.0;753.0;-735.0;-860.0;338.0;?;546.0;471.0;596.0
-672.0;-731.0;754.0;-733.0;-859.0;336.0;-333.0;547.0;473.0;593.0
-673.0;-730.0;753.0;-732.0;-858.0;335.0;-332.0;548.0;477.0;594.0
-673.0;-730.0;748.0;-730.0;-856.0;334.0;-331.0;550.0;482.0;598.0
-671.0;-731.0;741.0;-728.0;-855.0;333.0;-330.0;552.0;485.0;604.0
-669.0;-733.0;734.0;-724.0;-854.0;332.0;-329.0;554.0;489.0;612.0
-666.0;-735.0;729.0;-721.0;-853.0;332.0;-328.0;555.0;494.0;621.0
-663.0;-739.0;723.0;-718.0;-852.0;332.0;-327.0;557.0;498.0;630.0
-658.0;-743.0;718.0;-716.0;-852.0;330.0;-325.0;557.0;500.0;?
-654.0;-746.0;712.0;?;-852.0;329.0;-323.0;557.0;501.0;?
-651.0;-750.0;706.0;?;-853.0;327.0;-321.0;556.0;502.0;?
-647.0;-753.0;700.0;?;-853.0;326.0;-319.0;554.0;502.0;666.0
-645.0;-755.0;696.0;?;-854.0;324.0;-317.0;554.0;502.0;673.0
-642.0;-758.0;692.0;?;-854.0;322.0;-316.0;553.0;502.0;679.0
-641.0;-760.0;688.0;?;-854.0;320.0;-314.0;552.0;502.0;684.0
-638.0;-762.0;688.0;?;-854.0;317.0;-313.0;552.0;503.0;687.0
-636.0;-765.0;689.0;?;-854.0;315.0;-312.0;552.0;503.0;688.0
-635.0;-766.0;690.0;?;-854.0;313.0;-310.0;552.0;504.0;687.0
-634.0;-768.0;693.0;?;-853.0;310.0;-310.0;552.0;504.0;684.0
?;-769.0;694.0;?;-852.0;306.0;-311.0;553.0;506.0;681.0
?;-769.0;697.0;?;-851.0;304.0;-312.0;554.0;507.0;677.0
?;-769.0;699.0;?;-850.0;302.0;-315.0;556.0;510.0;673.0
?;-769.0;702.0;?;-849.0;300.0;-319.0;559.0;512.0;669.0
?;-768.0;704.0;?;-847.0;299.0;-322.0;561.0;515.0;664.0
?;-767.0;706.0;-716.0;-845.0;299.0;-327.0;564.0;516.0;660.0
-636.0;-766.0;708.0;-717.0;-844.0;298.0;-330.0;566.0;517.0;656.0
-637.0;-764.0;708.0;-718.0;?;299.0;-334.0;566.0;517.0;654.0
-639.0;-762.0;709.0;?;?;300.0;-336.0;566.0;?;652.0
-641.0;-760.0;709.0;?;?;301.0;-338.0;565.0;?;651.0
-642.0;-759.0;710.0;?;?;303.0;-339.0;565.0;?;650.0
-642.0;-759.0;?;?;?;304.0;-340.0;565.0;514.0;648.0
-642.0;-759.0;?;?;?;306.0;-341.0;564.0;513.0;646.0
-642.0;-760.0;?;?;?;306.0;-342.0;563.0;513.0;645.0
-642.0;-760.0;?;?;?;309.0;-342.0;563.0;512.0;646.0
-642.0;-760.0;?;-726.0;?;311.0;-342.0;563.0;511.0;648.0
?;-760.0;?;-726.0;?;313.0;-342.0;562.0;?;652.0
?;-761.0;?;-725.0;?;316.0;-342.0;562.0;?;656.0
?;-761.0;?;-724.0;?;318.0;-342.0;562.0;?;661.0
?;-762.0;?;-724.0;?;321.0;-342.0;562.0;?;666.0
?;-763.0;?;-724.0;?;324.0;-342.0;563.0;?;671.0
?;-764.0;?;-723.0;?;329.0;-342.0;565.0;?;675.0
?;-765.0;?;-723.0;?;?;-343.0;567.0;?;678.0
?;-766.0;692.0;-723.0;?;?;-344.0;569.0;?;679.0
?;-767.0;692.0;-723.0;?;344.0;-345.0;569.0;?;679.0
?;-766.0;694.0;-724.0;?;346.0;-348.0;568.0;?;678.0
-632.0;-763.0;694.0;-725.0;?;348.0;-344.0;573.0;?;679.0
-635.0;-761.0;692.0;-723.0;-846.0;354.0;-345.0;574.0;?;682.0
-638.0;?;696.0;-724.0;-846.0;360.0;-347.0;573.0;?;678.0
-637.0;?;?;-727.0;-846.0;364.0;-348.0;571.0;?;668.0
-636.0;?;?;-728.0;-846.0;368.0;-350.0;570.0;?;658.0
-637.0;?;?;-730.0;-847.0;370.0;-350.0;570.0;501.0;648.0
-637.0;-761.0;?;-730.0;-848.0;373.0;-353.0;571.0;502.0;639.0
-638.0;-760.0;?;-730.0;-847.0;377.0;-356.0;573.0;505.0;?
-638.0;-760.0;?;-731.0;-844.0;382.0;-359.0;576.0;508.0;?
-638.0;-759.0;?;-731.0;?;385.0;-360.0;578.0;510.0;?
-638.0;-759.0;?;-730.0;?;387.0;-361.0;580.0;511.0;629.0
-637.0;-759.0;?;-729.0;-837.0;388.0;-362.0;582.0;512.0;634.0
-636.0;-759.0;709.0;-726.0;-835.0;389.0;-361.0;584.0;514.0;640.0
-634.0;-761.0;703.0;-723.0;-834.0;388.0;-361.0;586.0;515.0;647.0
-633.0;-762.0;697.0;-721.0;-832.0;389.0;-360.0;588.0;517.0;655.0
-631.0;-764.0;693.0;-720.0;-831.0;389.0;-360.0;589.0;519.0;662.0
-629.0;-765.0;689.0;-719.0;-831.0;389.0;-361.0;591.0;521.0;669.0
-627.0;-767.0;685.0;-718.0;-830.0;389.0;-361.0;592.0;523.0;676.0
-625.0;-769.0;683.0;?;-829.0;389.0;-362.0;593.0;525.0;682.0
-623.0;-771.0;680.0;?;-829.0;?;-362.0;594.0;527.0;687.0
-621.0;-773.0;679.0;?;-829.0;?;?;593.0;?;691.0
-619.0;-775.0;678.0;?;-830.0;?;?;593.0;?;695.0
-617.0;-776.0;678.0;?;-831.0;?;?;591.0;?;697.0
-616.0;-778.0;679.0;?;-833.0;?;?;588.0;?;699.0
-614.0;-780.0;679.0;-720.0;-835.0;?;?;585.0;?;700.0
-614.0;-781.0;680.0;-721.0;-837.0;?;?;582.0;?;699.0
?;-782.0;681.0;-722.0;-838.0;?;?;579.0;?;698.0
?;-781.0;682.0;-724.0;-840.0;?;?;575.0;?;697.0
?;-780.0;684.0;-725.0;-842.0;?;-353.0;572.0;?;695.0
?;-778.0;?;-726.0;-844.0;?;-353.0;568.0;?;691.0
?;-776.0;690.0;-728.0;-846.0;?;-352.0;565.0;?;686.0
?;-774.0;695.0;-729.0;-847.0;?;-352.0;562.0;?;680.0
?;-771.0;699.0;-731.0;-848.0;?;-351.0;559.0;?;674.0
?;-769.0;704.0;-732.0;-850.0;?;-348.0;556.0;?;667.0
?;-768.0;708.0;-732.0;-851.0;?;-346.0;554.0;507.0;660.0
?;-767.0;711.0;-733.0;-851.0;?;-343.0;552.0;507.0;654.0
?;-766.0;714.0;-732.0;-851.0;?;-341.0;551.0;508.0;648.0
?;-765.0;714.0;-731.0;?;?;-338.0;550.0;509.0;644.0
?;-764.0;714.0;-730.0;?;?;-337.0;550.0;510.0;641.0
?;-764.0;714.0;-729.0;?;?;-335.0;550.0;512.0;640.0
?;-764.0;713.0;-728.0;?;?;-333.0;550.0;513.0;640.0
?;-765.0;711.0;-726.0;-849.0;289.0;-332.0;551.0;514.0;641.0
?;-766.0;709.0;-725.0;-849.0;290.0;-329.0;551.0;514.0;643.0
?;-767.0;706.0;-723.0;-849.0;289.0;-327.0;551.0;514.0;646.0
-630.0;-769.0;702.0;-720.0;?;?;-324.0;552.0;514.0;650.0
-629.0;-770.0;697.0;-717.0;?;?;-322.0;551.0;513.0;655.0
-627.0;-771.0;693.0;-715.0;-849.0;?;-321.0;550.0;514.0;661.0
-625.0;-773.0;689.0;-714.0;-848.0;?;-321.0;551.0;515.0;666.0
-623.0;-775.0;?;-713.0;-846.0;?;-323.0;554.0;517.0;670.0
-621.0;-776.0;?;-713.0;-844.0;?;-325.0;559.0;518.0;673.0
-618.0;-778.0;?;-713.0;-843.0;?;-329.0;562.0;519.0;674.0
-620.0;-776.0;?;-714.0;-840.0;?;-327.0;569.0;523.0;676.0
-621.0;-775.0;?;-715.0;-840.0;?;-324.0;576.0;522.0;679.0
-622.0;-774.0;?;-713.0;-842.0;?;-319.0;577.0;519.0;678.0
-623.0;-773.0;?;-715.0;-844.0;?;-315.0;575.0;514.0;672.0
-622.0;-775.0;?;-715.0;-848.0;?;-312.0;571.0;507.0;665.0
-623.0;-774.0;?;-715.0;-851.0;?;-310.0;566.0;500.0;655.0
-623.0;-774.0;?;-716.0;-853.0;?;-305.0;562.0;497.0;646.0
-624.0;-773.0;?;-716.0;-854.0;?;-303.0;561.0;495.0;637.0
-624.0;-772.0;?;-716.0;-854.0;338.0;-302.0;560.0;495.0;631.0
-622.0;-773.0;?;-718.0;-852.0;336.0;-303.0;562.0;496.0;626.0
-622.0;-773.0;712.0;-719.0;-850.0;335.0;-304.0;564.0;498.0;622.0
-622.0;-772.0;711.0;-720.0;-849.0;335.0;-304.0;?;499.0;621.0
-623.0;-771.0;709.0;-719.0;-847.0;335.0;-304.0;?;500.0;623.0
-623.0;-770.0;706.0;-718.0;-847.0;334.0;-303.0;?;502.0;627.0
-623.0;-770.0;703.0;-716.0;-846.0;333.0;-303.0;?;505.0;632.0
-622.0;-771.0;699.0;-714.0;-845.0;333.0;-304.0;?;508.0;637.0
-622.0;-771.0;696.0;-713.0;-844.0;333.0;-305.0;?;511.0;642.0
-622.0;-772.0;693.0;-712.0;-843.0;333.0;-306.0;?;515.0;647.0
-622.0;-772.0;690.0;-711.0;-842.0;334.0;?;?;518.0;654.0
-621.0;-773.0;687.0;?;-842.0;?;?;?;521.0;660.0
-621.0;?;685.0;?;-841.0;?;?;?;523.0;666.0
-619.0;?;683.0;?;-841.0;?;?;?;525.0;671.0
-618.0;?;682.0;?;?;?;?;570.0;527.0;676.0
-616.0;?;681.0;?;?;?;?;570.0;526.0;680.0
-615.0;?;680.0;?;?;?;?;569.0;526.0;684.0
-614.0;?;679.0;?;?;?;?;568.0;525.0;687.0
-614.0;?;678.0;?;?;?;?;567.0;524.0;690.0
-613.0;?;678.0;?;?;?;?;564.0;521.0;692.0
-614.0;?;678.0;?;?;?;?;563.0;519.0;692.0
-614.0;?;678.0;?;?;?;-313.0;561.0;517.0;692.0
-616.0;?;680.0;?;?;?;-312.0;559.0;514.0;690.0
-618.0;?;682.0;?;?;?;-311.0;556.0;511.0;687.0
-620.0;-781.0;684.0;?;?;?;-311.0;553.0;509.0;683.0
-622.0;-779.0;688.0;?;?;?;-310.0;551.0;507.0;678.0
-625.0;-776.0;692.0;?;?;?;-309.0;549.0;506.0;672.0
-627.0;-774.0;695.0;?;-853.0;?;-307.0;548.0;505.0;665.0
-628.0;-772.0;698.0;?;-854.0;?;-305.0;546.0;503.0;659.0
-629.0;-770.0;700.0;?;-854.0;?;-302.0;544.0;503.0;652.0
-631.0;-767.0;702.0;-725.0;-855.0;?;-299.0;542.0;503.0;645.0
-632.0;-765.0;703.0;-725.0;-855.0;268.0;-299.0;540.0;504.0;639.0
-633.0;-763.0;705.0;-724.0;-855.0;266.0;-299.0;539.0;505.0;634.0
-634.0;-762.0;?;-724.0;-854.0;266.0;-300.0;540.0;507.0;629.0
-634.0;-761.0;?;-725.0;-852.0;266.0;-301.0;541.0;510.0;625.0
-633.0;-761.0;?;-725.0;-852.0;267.0;-300.0;542.0;512.0;621.0
-632.0;-762.0;?;-724.0;-851.0;268.0;-300.0;543.0;513.0;620.0
-631.0;-763.0;?;-723.0;-850.0;271.0;-300.0;543.0;514.0;620.0
-631.0;-764.0;?;?;-849.0;274.0;-298.0;544.0;516.0;624.0
-629.0;-765.0;?;?;-848.0;278.0;-297.0;547.0;516.0;629.0
-628.0;-767.0;?;?;-848.0;283.0;-294.0;549.0;516.0;636.0
-626.0;-769.0;?;?;-848.0;287.0;-292.0;551.0;515.0;644.0
-623.0;-772.0;?;?;-848.0;291.0;-289.0;553.0;514.0;653.0
-621.0;-774.0;?;?;-847.0;294.0;-286.0;554.0;514.0;662.0
-618.0;-777.0;?;?;-846.0;299.0;-284.0;556.0;513.0;670.0
-614.0;-780.0;672.0;?;-846.0;303.0;-282.0;558.0;513.0;678.0
-611.0;-782.0;667.0;?;-845.0;304.0;-282.0;559.0;510.0;684.0
-614.0;-779.0;662.0;?;-843.0;310.0;-277.0;565.0;513.0;691.0
-615.0;-777.0;658.0;?;-844.0;318.0;-271.0;568.0;511.0;696.0
-618.0;-775.0;661.0;?;-846.0;321.0;-265.0;566.0;508.0;692.0
-618.0;-775.0;667.0;?;-848.0;322.0;-259.0;563.0;505.0;?
-618.0;-773.0;674.0;?;-852.0;321.0;-254.0;559.0;499.0;?
-620.0;-770.0;682.0;?;-855.0;320.0;-248.0;554.0;495.0;651.0
-622.0;-767.0;692.0;?;-857.0;316.0;-242.0;550.0;494.0;634.0
-624.0;-762.0;699.0;?;-858.0;313.0;-239.0;546.0;495.0;619.0
-626.0;?;704.0;?;-857.0;310.0;-240.0;544.0;496.0;604.0
-627.0;?;?;?;-856.0;308.0;-240.0;544.0;499.0;591.0
-629.0;?;?;?;-854.0;307.0;-241.0;546.0;501.0;580.0
-632.0;?;?;-701.0;-852.0;308.0;-244.0;548.0;503.0;573.0
-635.0;?;?;-701.0;-851.0;309.0;-248.0;550.0;505.0;569.0
-637.0;?;?;-700.0;-850.0;310.0;-251.0;552.0;506.0;568.0
-637.0;?;?;-699.0;-850.0;312.0;-255.0;554.0;507.0;569.0
-638.0;?;?;-700.0;-850.0;314.0;-258.0;555.0;508.0;574.0
-638.0;?;?;-700.0;-850.0;314.0;-259.0;556.0;507.0;581.0
-638.0;?;?;-701.0;-850.0;315.0;-260.0;555.0;506.0;?
-638.0;?;?;-700.0;-851.0;314.0;-260.0;554.0;505.0;?
-638.0;?;?;-700.0;-852.0;313.0;-259.0;553.0;504.0;?
-638.0;?;?;-699.0;-852.0;312.0;-258.0;552.0;503.0;?
-636.0;?;?;-699.0;-853.0;311.0;-258.0;551.0;503.0;642.0
-633.0;-758.0;673.0;-699.0;-853.0;309.0;-257.0;550.0;503.0;654.0
-630.0;-762.0;666.0;-698.0;-853.0;307.0;-257.0;550.0;505.0;664.0
-626.0;-766.0;661.0;-698.0;-852.0;305.0;-259.0;549.0;506.0;672.0
-622.0;-771.0;659.0;-698.0;-851.0;304.0;-261.0;549.0;509.0;678.0
-618.0;-775.0;658.0;-699.0;-850.0;303.0;-264.0;550.0;511.0;683.0
-615.0;-778.0;658.0;-700.0;-849.0;301.0;-267.0;551.0;514.0;687.0
-613.0;?;656.0;-702.0;-848.0;299.0;-268.0;?;515.0;689.0
-611.0;?;656.0;-703.0;-848.0;297.0;-270.0;?;517.0;689.0
-610.0;?;657.0;-705.0;-847.0;293.0;-272.0;?;518.0;688.0
-610.0;?;660.0;-707.0;-847.0;290.0;-273.0;?;518.0;684.0
-610.0;?;665.0;-708.0;-848.0;286.0;-273.0;?;?;679.0
-611.0;?;670.0;-709.0;-849.0;280.0;-274.0;?;?;672.0
-612.0;?;676.0;?;-849.0;275.0;-274.0;?;?;665.0
-613.0;?;681.0;?;-850.0;270.0;-275.0;?;?;657.0
-615.0;?;686.0;?;-850.0;264.0;-276.0;?;?;650.0
-617.0;?;690.0;?;-850.0;259.0;-277.0;?;?;644.0
-620.0;?;693.0;?;-849.0;254.0;-278.0;?;?;638.0
-621.0;?;695.0;?;-848.0;252.0;-280.0;?;?;632.0
-622.0;-765.0;696.0;?;-847.0;251.0;-280.0;?;?;627.0
?;-764.0;698.0;-716.0;-846.0;251.0;-280.0;?;521.0;622.0
?;-764.0;701.0;-715.0;-845.0;251.0;-280.0;?;523.0;617.0
?;-765.0;704.0;-714.0;-844.0;252.0;-279.0;?;525.0;614.0
?;-765.0;707.0;-712.0;-844.0;252.0;-278.0;?;526.0;612.0
?;-766.0;706.0;-711.0;-844.0;252.0;-277.0;556.0;525.0;613.0
?;-766.0;703.0;-710.0;-844.0;252.0;-275.0;556.0;525.0;616.0
