InertialMeasurementUnit RLA magneticY;InertialMeasurementUnit RUA magneticX;InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit LLA magneticX;InertialMeasurementUnit R-SHOE Compass
40.0;270.0;3;-450.0;538.0;16;75;357.0;-7
41.0;268.0;7;-452.0;535.0;16;75;367.0;-7
42.0;266.0;2;-449.0;532.0;16;75;376.0;-7
36.0;265.0;0;-446.0;528.0;16;75;379.0;-7
30.0;265.0;0;-448.0;527.0;16;75;383.0;-7
20.0;265.0;2;-444.0;527.0;16;75;385.0;-7
12.0;267.0;6;-447.0;523.0;16;75;384.0;-7
9.0;270.0;5;-445.0;522.0;16;75;382.0;-7
-96.0;285.0;1;-502.0;542.0;16;75;377.0;-7
-102.0;281.0;-2;-504.0;540.0;16;75;386.0;-7
-103.0;278.0;1;-505.0;539.0;16;75;391.0;-7
-142.0;300.0;6;-463.0;521.0;16;75;362.0;-7
-144.0;297.0;6;-461.0;522.0;16;75;362.0;-7
-136.0;289.0;2;-451.0;525.0;16;74;360.0;-8
-140.0;289.0;1;-447.0;526.0;16;74;360.0;-8
-166.0;302.0;3;-436.0;518.0;16;74;368.0;-7
-176.0;301.0;0;-433.0;523.0;16;74;356.0;-7
-176.0;300.0;3;-435.0;521.0;16;74;355.0;-7
-178.0;301.0;-3;-433.0;522.0;16;74;356.0;-8
-181.0;301.0;-9;-432.0;521.0;16;74;357.0;-8
-176.0;301.0;-2;-441.0;526.0;16;74;355.0;-7
-176.0;301.0;-3;-442.0;527.0;16;74;356.0;-7
-175.0;301.0;-2;-443.0;528.0;16;74;354.0;-7
-163.0;303.0;-5;-450.0;524.0;16;74;363.0;-7
-166.0;304.0;-3;-450.0;523.0;16;74;362.0;-7
-167.0;303.0;4;-449.0;524.0;16;74;365.0;-7
-167.0;304.0;-1;-449.0;523.0;16;74;366.0;-7
-173.0;305.0;-3;-445.0;522.0;16;74;367.0;-7
-175.0;306.0;-1;-444.0;520.0;16;74;367.0;-7
-174.0;306.0;0;-444.0;521.0;16;74;367.0;-7
-177.0;306.0;4;-442.0;520.0;16;74;364.0;-7
-176.0;305.0;0;-441.0;523.0;16;74;363.0;-7
-268.0;290.0;0;-397.0;515.0;16;74;335.0;-7
-269.0;293.0;-3;-393.0;514.0;16;74;332.0;-7
-270.0;290.0;-3;-388.0;515.0;16;74;335.0;-7
-271.0;288.0;1;-390.0;514.0;16;74;333.0;-7
-279.0;287.0;-5;-385.0;512.0;16;74;332.0;-7
-281.0;287.0;-8;-383.0;514.0;16;74;333.0;-7
-288.0;288.0;-3;-382.0;512.0;16;74;331.0;-7
-293.0;287.0;-4;-379.0;512.0;16;74;329.0;-7
-300.0;287.0;-8;-378.0;514.0;16;74;326.0;-7
-306.0;286.0;2;-375.0;512.0;16;74;324.0;-7
-313.0;286.0;5;-372.0;512.0;16;74;324.0;-7
-318.0;287.0;-8;-370.0;511.0;16;74;319.0;-7
-324.0;286.0;-8;-368.0;510.0;16;74;318.0;-7
-326.0;287.0;1;-365.0;511.0;16;74;313.0;-7
-325.0;289.0;1;-369.0;513.0;16;74;312.0;-7
-326.0;289.0;-1;-366.0;511.0;16;74;310.0;-7
-324.0;286.0;-1;-368.0;513.0;16;74;308.0;-7
-323.0;285.0;-2;-370.0;515.0;16;74;309.0;-7
-235.0;307.0;-3;-414.0;520.0;16;74;334.0;-7
-233.0;307.0;-3;-411.0;519.0;16;74;333.0;-7
-226.0;292.0;-2;-426.0;528.0;16;74;336.0;-7
-227.0;292.0;3;-424.0;529.0;16;74;334.0;-7
-225.0;291.0;4;-425.0;529.0;16;74;334.0;-7
-226.0;290.0;2;-425.0;529.0;16;74;331.0;-7
-228.0;288.0;1;-424.0;529.0;16;74;330.0;-7
-243.0;291.0;-6;-421.0;527.0;16;74;322.0;-7
-244.0;291.0;-2;-418.0;527.0;16;74;325.0;-7
-242.0;294.0;-2;-421.0;526.0;16;74;325.0;-7
-243.0;293.0;-3;-422.0;529.0;16;74;327.0;-7
-242.0;290.0;-5;-418.0;526.0;16;74;330.0;-7
-241.0;291.0;4;-418.0;525.0;16;74;332.0;-7
-239.0;291.0;-1;-417.0;525.0;16;74;332.0;-7
-237.0;291.0;0;-422.0;526.0;16;74;334.0;-7
-238.0;292.0;2;-420.0;526.0;16;74;332.0;-7
-237.0;292.0;4;-421.0;527.0;16;74;334.0;-7
-235.0;290.0;-1;-426.0;528.0;16;74;334.0;-7
-246.0;297.0;-3;-413.0;518.0;16;74;330.0;-7
-242.0;298.0;-3;-416.0;522.0;16;74;333.0;-7
-240.0;300.0;1;-417.0;518.0;16;74;332.0;-7
-237.0;300.0;-1;-417.0;520.0;16;74;334.0;-7
-231.0;301.0;-1;-419.0;520.0;16;74;335.0;-7
-229.0;302.0;-1;-420.0;520.0;16;74;336.0;-7
-215.0;302.0;0;-419.0;520.0;16;74;337.0;-7
-234.0;299.0;2;-411.0;516.0;16;74;339.0;-7
-233.0;298.0;0;-411.0;517.0;16;74;339.0;-7
-213.0;305.0;-2;-418.0;518.0;16;74;340.0;-7
-212.0;302.0;2;-420.0;520.0;16;74;342.0;-7
-210.0;301.0;1;-421.0;520.0;16;74;347.0;-7
-213.0;301.0;-1;-422.0;520.0;16;74;349.0;-7
-214.0;301.0;2;-420.0;520.0;16;74;351.0;-7
-213.0;301.0;4;-421.0;521.0;16;74;351.0;-7
-198.0;298.0;0;-440.0;518.0;16;74;381.0;-7
-193.0;299.0;3;-445.0;520.0;16;74;380.0;-7
-193.0;302.0;3;-444.0;519.0;16;74;379.0;-7
-189.0;302.0;-3;-445.0;521.0;16;74;377.0;-7
-186.0;304.0;2;-444.0;519.0;16;74;371.0;-7
-186.0;304.0;-2;-444.0;520.0;16;74;372.0;-7
-185.0;305.0;-3;-444.0;522.0;16;74;370.0;-7
-184.0;303.0;4;-446.0;522.0;16;74;370.0;-7
-102.0;329.0;6;-479.0;511.0;16;75;393.0;-7
-84.0;334.0;5;-485.0;509.0;16;75;398.0;-7
-64.0;336.0;3;-497.0;505.0;16;75;406.0;-7
-46.0;340.0;-2;-504.0;502.0;16;75;416.0;-7
-17.0;344.0;4;-513.0;502.0;16;75;426.0;-7
20.0;344.0;6;-527.0;499.0;16;75;440.0;-7
48.0;344.0;0;-534.0;495.0;16;75;449.0;-7
88.0;341.0;20;-545.0;486.0;16;74;455.0;-7
120.0;337.0;41;-549.0;479.0;16;74;464.0;-7
143.0;329.0;43;-556.0;469.0;16;73;471.0;-6
161.0;746.0;0;322.0;-510.0;127;-147;747.0;-76
-488.0;1293.0;21;462.0;-809.0;-152;159;1094.0;-18
-152.0;969.0;32;317.0;-583.0;-116;64;853.0;-37
-188.0;910.0;-5;175.0;-617.0;8;1;799.0;-31
-42.0;133.0;30;-421.0;263.0;45;46;418.0;-8
-191.0;913.0;-7;175.0;-615.0;11;1;798.0;-31
165.0;748.0;-2;326.0;-511.0;126;-147;750.0;-76
-284.0;469.0;-598;169.0;-367.0;-70;6;733.0;-32
-203.0;432.0;-102;-49.0;-266.0;-56;31;600.0;-9
-187.0;426.0;-72;-77.0;-265.0;-46;31;594.0;-9
-178.0;417.0;-75;-103.0;-266.0;-43;31;592.0;-9
-195.0;913.0;-5;174.0;-613.0;12;1;798.0;-31
-166.0;405.0;-118;-125.0;-269.0;-35;31;589.0;-9
-200.0;913.0;-1;166.0;-611.0;13;1;801.0;-31
-248.0;729.0;-3;72.0;-633.0;17;1;823.0;-31
-143.0;387.0;-122;-139.0;-272.0;-31;32;588.0;-9
-736.0;562.0;-167;493.0;-254.0;-149;-106;37.0;-18
-751.0;434.0;4;624.0;-378.0;167;150;307.0;-16
-34.0;114.0;-3;-415.0;256.0;49;45;422.0;-8
-236.0;714.0;3;72.0;-640.0;17;1;838.0;-31
252.0;-107.0;6;90.0;131.0;135;82;-183.0;19
-21.0;87.0;-22;-410.0;255.0;52;45;428.0;-8
-85.0;351.0;-107;-173.0;-246.0;-106;32;572.0;-9
-54.0;331.0;-84;-192.0;-226.0;-186;31;554.0;-9
-20.0;309.0;-105;-212.0;-199.0;-136;32;538.0;-9
-305.0;388.0;455;93.0;98.0;-165;-185;-198.0;-113
139.0;634.0;414;-9.0;-675.0;-32;81;551.0;-53
552.0;-28.0;-3;46.0;205.0;135;83;-294.0;18
-187.0;389.0;-187;-22.0;287.0;85;89;-170.0;14
240.0;34.0;0;95.0;234.0;135;81;-338.0;18
-182.0;385.0;-252;-2.0;276.0;85;107;-166.0;10
-183.0;380.0;-293;6.0;263.0;84;121;-131.0;5
24.0;279.0;-132;-230.0;-170.0;160;32;521.0;-9
60.0;253.0;-121;-251.0;-141.0;194;31;501.0;-9
93.0;230.0;-136;-271.0;-111.0;137;32;479.0;-9
122.0;206.0;-79;-296.0;-82.0;211;31;457.0;-9
-212.0;352.0;-648;21.0;245.0;86;149;-80.0;-3
482.0;452.0;-62;-318.0;-131.0;-2;76;702.0;-28
489.0;444.0;-62;-317.0;-155.0;-3;76;710.0;-28
487.0;439.0;-71;-314.0;-162.0;-4;76;723.0;-28
490.0;438.0;-58;-308.0;-157.0;0;76;735.0;-28
466.0;427.0;108;-257.0;-36.0;15;70;847.0;-9
171.0;558.0;5;124.0;-620.0;-17;45;652.0;-131
184.0;555.0;6;124.0;-619.0;-17;45;655.0;-131
190.0;555.0;3;129.0;-618.0;-17;45;650.0;-131
242.0;554.0;-118;150.0;-629.0;-17;42;765.0;-47
248.0;551.0;-144;143.0;-630.0;-17;44;779.0;-45
263.0;546.0;-211;125.0;-627.0;-17;48;840.0;-38
-2.0;56.0;6;-405.0;249.0;58;44;429.0;-8
32.0;18.0;-23;-400.0;245.0;65;43;427.0;-8
560.0;-37.0;3;64.0;111.0;135;83;-148.0;18
154.0;185.0;-195;-316.0;-50.0;115;34;433.0;-9
188.0;160.0;-432;-339.0;-15.0;-10;41;409.0;-8
213.0;145.0;-420;-358.0;25.0;15;41;383.0;-8
237.0;133.0;-405;-376.0;63.0;24;40;356.0;-8
248.0;128.0;-425;-395.0;102.0;14;41;324.0;-8
257.0;125.0;-410;-416.0;140.0;26;40;291.0;-9
246.0;128.0;-417;-433.0;176.0;20;41;261.0;-8
212.0;134.0;-417;-462.0;233.0;23;40;201.0;-9
-328.0;786.0;203;7.0;15.0;191;123;700.0;-149
-361.0;797.0;195;7.0;22.0;160;123;708.0;-149
-226.0;850.0;10;229.0;-521.0;5;-101;907.0;-112
45.0;810.0;-48;138.0;-591.0;62;-15;742.0;-73
47.0;805.0;-38;130.0;-580.0;61;-15;766.0;-73
46.0;801.0;-34;126.0;-572.0;60;-15;798.0;-73
46.0;797.0;-32;118.0;-565.0;58;-15;828.0;-72
26.0;783.0;11;92.0;-521.0;43;-15;918.0;-71
3.0;808.0;8;109.0;-542.0;30;-15;864.0;-69
-13.0;814.0;7;116.0;-547.0;32;-15;865.0;-69
-20.0;818.0;9;122.0;-556.0;29;-15;864.0;-69
-32.0;826.0;6;132.0;-561.0;34;-15;866.0;-69
-48.0;833.0;-2;144.0;-567.0;48;-15;863.0;-70
-58.0;840.0;-1;154.0;-575.0;49;-15;857.0;-71
-65.0;849.0;1;166.0;-583.0;48;-15;851.0;-70
-70.0;860.0;-1;177.0;-585.0;49;-15;845.0;-71
-68.0;866.0;-2;186.0;-589.0;48;-15;835.0;-71
-74.0;873.0;-2;198.0;-595.0;48;-15;830.0;-71
-20.0;979.0;26;235.0;-572.0;-36;53;926.0;-44
252.0;-79.0;21;165.0;216.0;167;57;81.0;-7
265.0;-80.0;24;149.0;231.0;167;57;93.0;-8
287.0;-89.0;23;133.0;243.0;167;57;114.0;-7
-108.0;897.0;0;376.0;-641.0;40;-15;722.0;-70
-246.0;967.0;19;396.0;-680.0;-123;64;812.0;-38
-480.0;959.0;-103;505.0;-633.0;-152;99;755.0;-65
-145.0;881.0;2;349.0;-625.0;40;-15;739.0;-70
-152.0;974.0;49;336.0;-642.0;-87;64;787.0;-37
-125.0;865.0;-1;336.0;-616.0;41;-15;772.0;-70
-118.0;857.0;-2;328.0;-615.0;40;-15;782.0;-71
-113.0;842.0;-2;323.0;-614.0;40;-15;792.0;-71
-218.0;777.0;31;299.0;-656.0;159;-11;780.0;-96
-95.0;814.0;4;312.0;-610.0;41;-15;804.0;-71
194.0;483.0;2;264.0;-603.0;43;-15;792.0;-71
198.0;479.0;4;265.0;-602.0;43;-15;795.0;-70
217.0;467.0;0;263.0;-603.0;43;-15;793.0;-71
221.0;465.0;-2;265.0;-603.0;43;-15;793.0;-71
228.0;459.0;2;262.0;-603.0;44;-15;789.0;-71
228.0;461.0;-2;262.0;-605.0;44;-15;791.0;-71
230.0;460.0;-3;262.0;-603.0;44;-15;789.0;-71
43.0;685.0;5;266.0;-592.0;42;-15;795.0;-71
27.0;705.0;8;268.0;-593.0;42;-15;796.0;-71
13.0;720.0;-4;271.0;-595.0;41;-15;797.0;-71
9.0;824.0;-1;493.0;-634.0;125;7;774.0;-76
67.0;781.0;19;424.0;-551.0;54;8;735.0;-77
73.0;779.0;21;423.0;-549.0;55;8;731.0;-77
81.0;778.0;2;421.0;-551.0;55;8;727.0;-77
95.0;771.0;-4;415.0;-548.0;57;8;718.0;-77
103.0;766.0;30;413.0;-548.0;58;7;715.0;-77
254.0;702.0;10;282.0;-500.0;137;7;744.0;-75
222.0;724.0;-1;282.0;-499.0;131;7;740.0;-75
220.0;724.0;-1;283.0;-500.0;131;7;738.0;-75
214.0;728.0;0;282.0;-502.0;129;7;738.0;-75
207.0;732.0;1;285.0;-503.0;130;7;736.0;-75
60.0;761.0;-5;340.0;-524.0;118;7;763.0;-77
48.0;764.0;-3;350.0;-528.0;119;7;763.0;-77
45.0;771.0;-3;359.0;-533.0;118;7;763.0;-77
39.0;774.0;0;372.0;-539.0;119;7;761.0;-77
95.0;802.0;-25;345.0;-670.0;159;-11;804.0;-114
259.0;-465.0;5;-306.0;469.0;57;137;145.0;-4
167.0;-192.0;-1;-252.0;449.0;50;137;138.0;-4
319.0;-99.0;22;115.0;255.0;167;57;135.0;-8
354.0;-118.0;18;98.0;271.0;167;57;156.0;-8
-285.0;86.0;125;-252.0;340.0;52;49;307.0;6
-262.0;110.0;96;-268.0;351.0;52;50;307.0;7
-127.0;1010.0;40;177.0;-425.0;-155;52;1027.0;-47
367.0;387.0;266;-169.0;-368.0;-6;96;1290.0;-7
314.0;17.0;-80;-45.0;38.0;125;14;978.0;-6
-40.0;800.0;317;220.0;-505.0;163;-15;920.0;-89
23.0;1130.0;-16;358.0;-817.0;-49;129;1100.0;-69
-13.0;994.0;46;158.0;-420.0;-44;52;1015.0;-46
43.0;788.0;55;130.0;-545.0;22;28;877.0;-46
83.0;767.0;69;93.0;-523.0;13;28;870.0;-46
119.0;747.0;65;60.0;-496.0;14;28;863.0;-46
454.0;494.0;7;-189.0;-541.0;-4;54;1660.0;-23
3.0;554.0;112;-305.0;-295.0;31;133;846.0;-5
-6.0;552.0;97;-305.0;-298.0;33;133;840.0;-7
-25.0;556.0;93;-299.0;-305.0;36;133;836.0;-7
-41.0;558.0;84;-292.0;-306.0;39;134;822.0;-7
-54.0;556.0;69;-289.0;-302.0;43;134;805.0;-9
-66.0;554.0;52;-284.0;-299.0;53;134;778.0;-10
-70.0;555.0;47;-282.0;-291.0;56;134;748.0;-10
-67.0;556.0;56;-277.0;-274.0;54;134;713.0;-10
-64.0;555.0;49;-272.0;-248.0;55;134;671.0;-10
-58.0;556.0;34;-266.0;-215.0;55;134;624.0;-9
-418.0;1033.0;-147;-12.0;261.0;107;87;288.0;-12
204.0;138.0;-359;-472.0;262.0;22;52;168.0;-5
194.0;140.0;-324;-482.0;289.0;24;57;135.0;-3
-472.0;611.0;-155;-34.0;185.0;112;111;508.0;13
-490.0;602.0;-320;-17.0;169.0;112;116;551.0;14
108.0;98.0;166;-32.0;296.0;160;78;202.0;1
-482.0;576.0;-342;9.0;111.0;111;124;601.0;17
-499.0;552.0;-257;23.0;81.0;109;132;607.0;16
-527.0;542.0;-394;31.0;84.0;109;181;598.0;12
-131.0;227.0;64;-350.0;448.0;66;141;377.0;-5
-136.0;247.0;39;-350.0;453.0;58;141;358.0;-5
-126.0;258.0;2;-349.0;452.0;51;141;328.0;-5
-112.0;260.0;47;-353.0;446.0;42;141;310.0;-5
-112.0;264.0;-20;-356.0;435.0;37;141;296.0;-5
175.0;-20.0;113;-246.0;384.0;144;78;266.0;1
-239.0;130.0;1;-281.0;360.0;52;54;307.0;9
-219.0;147.0;-2;-296.0;371.0;52;54;308.0;9
-191.0;170.0;-8;-310.0;382.0;53;55;313.0;10
284.0;-208.0;5;307.0;-62.0;135;78;-310.0;19
136.0;-4.0;109;-259.0;388.0;143;78;261.0;1
566.0;-63.0;3;61.0;175.0;135;83;-154.0;19
93.0;17.0;116;-274.0;388.0;143;78;254.0;1
50.0;32.0;111;-284.0;387.0;144;78;243.0;1
27.0;48.0;103;-292.0;387.0;144;78;234.0;0
18.0;61.0;89;-303.0;385.0;145;78;229.0;0
12.0;75.0;68;-309.0;383.0;144;79;224.0;0
-69.0;759.0;-457;350.0;-575.0;-13;128;824.0;-17
-257.0;929.0;-470;144.0;-635.0;66;10;868.0;-78
202.0;422.0;-2;-114.0;-241.0;83;48;729.0;-41
-80.0;-108.0;23;-108.0;352.0;-11;156;-25.0;-8
-95.0;-99.0;22;-102.0;349.0;-12;156;1.0;-8
-123.0;-58.0;24;-92.0;341.0;-11;156;55.0;-8
-141.0;-28.0;20;-87.0;339.0;-12;156;99.0;-7
-160.0;2.0;29;-83.0;337.0;-12;156;133.0;-8
-183.0;34.0;42;-75.0;333.0;-12;156;164.0;-7
-425.0;313.0;-262;-27.0;326.0;-12;147;-106.0;-35
-165.0;185.0;-55;-323.0;395.0;57;56;318.0;11
-160.0;198.0;-46;-340.0;407.0;54;55;324.0;11
573.0;301.0;-43;-136.0;-208.0;85;50;619.0;-10
308.0;244.0;41;-302.0;-33.0;86;67;586.0;-13
260.0;35.0;3;219.0;-312.0;135;85;-264.0;18
-4.0;90.0;60;-313.0;380.0;144;79;222.0;0
-237.0;924.0;-411;41.0;44.0;164;71;704.0;-28
-22.0;99.0;49;-320.0;376.0;144;79;224.0;0
494.0;-224.0;19;-34.0;310.0;149;118;151.0;-6
403.0;-170.0;8;40.0;261.0;168;118;123.0;-7
379.0;-166.0;9;109.0;230.0;168;119;138.0;-7
379.0;-171.0;-40;119.0;228.0;168;118;141.0;-7
281.0;236.0;38;-315.0;2.0;37;67;551.0;-13
-432.0;313.0;-144;-23.0;325.0;-11;149;-97.0;-41
326.0;-171.0;84;141.0;221.0;168;150;114.0;-10
307.0;-171.0;-53;147.0;217.0;168;150;115.0;-10
296.0;-174.0;11;155.0;213.0;168;150;119.0;-10
282.0;-175.0;62;161.0;208.0;167;150;123.0;-10
263.0;-176.0;-21;171.0;199.0;167;149;128.0;-10
245.0;-181.0;38;180.0;186.0;167;150;135.0;-10
-419.0;-173.0;12;316.0;-25.0;167;150;155.0;-12
153.0;297.0;269;-496.0;555.0;15;29;332.0;-2
-48.0;113.0;36;-322.0;373.0;144;79;226.0;0
-31.0;-246.0;-3;332.0;-299.0;135;78;-246.0;19
252.0;226.0;75;-323.0;42.0;2;67;508.0;-13
-440.0;318.0;234;-21.0;327.0;-12;157;-79.0;-49
-451.0;371.0;-167;-31.0;330.0;-40;174;169.0;-85
-429.0;378.0;-129;-35.0;320.0;-38;174;201.0;-84
-422.0;391.0;-50;-35.0;313.0;-38;175;224.0;-85
-423.0;407.0;-72;-39.0;311.0;-36;176;243.0;-86
-411.0;421.0;-145;-36.0;301.0;-25;177;298.0;-87
144.0;368.0;448;-332.0;134.0;147;136;545.0;18
507.0;335.0;1164;-468.0;325.0;6;4;504.0;-11
223.0;221.0;46;-335.0;86.0;0;67;460.0;-13
195.0;220.0;59;-345.0;139.0;-1;67;408.0;-13
353.0;319.0;58;-417.0;253.0;6;44;566.0;-22
325.0;344.0;50;-401.0;245.0;6;44;547.0;-22
291.0;383.0;62;-384.0;236.0;6;44;533.0;-22
266.0;416.0;63;-362.0;227.0;6;44;525.0;-22
243.0;448.0;53;-341.0;216.0;6;45;518.0;-23
225.0;473.0;60;-315.0;201.0;6;45;519.0;-23
205.0;499.0;54;-287.0;185.0;6;45;527.0;-23
188.0;525.0;59;-260.0;164.0;6;44;542.0;-24
175.0;220.0;49;-359.0;199.0;0;67;348.0;-13
163.0;225.0;23;-374.0;250.0;1;67;287.0;-13
164.0;225.0;42;-387.0;291.0;5;67;221.0;-13
168.0;220.0;68;-392.0;323.0;6;66;161.0;-13
156.0;215.0;67;-398.0;348.0;13;66;91.0;-14
334.0;209.0;11;-321.0;446.0;34;85;-146.0;-4
-159.0;200.0;-19;-352.0;417.0;49;56;328.0;11
-141.0;208.0;-21;-362.0;426.0;45;56;341.0;11
-486.0;384.0;-68;-60.0;335.0;151;37;246.0;-8
-480.0;382.0;-59;-67.0;342.0;153;37;230.0;-8
-449.0;447.0;52;-74.0;313.0;151;12;238.0;11
-424.0;453.0;-10;-91.0;313.0;151;13;245.0;10
-397.0;453.0;-219;-103.0;327.0;151;13;251.0;8
