Accelerometer LUA^ accZ;InertialMeasurementUnit BACK accY;InertialMeasurementUnit BACK accZ;InertialMeasurementUnit LUA accZ;InertialMeasurementUnit BACK accX;InertialMeasurementUnit BACK magneticX;Accelerometer HIP accZ;Accelerometer HIP accX;Accelerometer BACK accY
304.0;-115.0;126.0;169.0;-989.0;501.0;396.0;-45.0;869.0
150.0;-167.0;254.0;239.0;-993.0;533.0;438.0;-27.0;785.0
204.0;-224.0;434.0;186.0;-878.0;227.0;344.0;-162.0;616.0
292.0;-119.0;125.0;155.0;-990.0;502.0;392.0;-41.0;878.0
274.0;-87.0;115.0;164.0;-986.0;501.0;387.0;-64.0;864.0
274.0;-245.0;443.0;263.0;-863.0;219.0;356.0;-114.0;612.0
271.0;-144.0;107.0;172.0;-943.0;505.0;427.0;-2.0;885.0
273.0;-145.0;111.0;192.0;-993.0;519.0;419.0;-52.0;898.0
275.0;-135.0;105.0;174.0;-983.0;520.0;422.0;-44.0;874.0
243.0;-233.0;346.0;232.0;-890.0;397.0;323.0;-98.0;695.0
206.0;-292.0;368.0;291.0;-903.0;402.0;335.0;-98.0;751.0
164.0;-146.0;209.0;291.0;-932.0;483.0;305.0;-42.0;837.0
194.0;-158.0;194.0;221.0;-970.0;482.0;386.0;-13.0;857.0
247.0;-157.0;214.0;213.0;-854.0;510.0;348.0;108.0;877.0
157.0;-235.0;228.0;303.0;-979.0;446.0;386.0;-37.0;815.0
253.0;-135.0;102.0;176.0;-989.0;516.0;411.0;-10.0;887.0
243.0;-121.0;97.0;179.0;-989.0;516.0;401.0;-51.0;891.0
203.0;-176.0;205.0;355.0;-993.0;444.0;367.0;-53.0;841.0
163.0;-165.0;50.0;479.0;-986.0;373.0;451.0;42.0;925.0
384.0;-270.0;257.0;80.0;-914.0;362.0;311.0;-31.0;734.0
276.0;-139.0;112.0;185.0;-979.0;507.0;408.0;-47.0;897.0
254.0;-234.0;185.0;241.0;-953.0;423.0;406.0;-85.0;786.0
237.0;-222.0;219.0;258.0;-956.0;434.0;417.0;-43.0;779.0
250.0;-192.0;237.0;261.0;-945.0;437.0;395.0;-68.0;782.0
262.0;-143.0;113.0;192.0;-987.0;509.0;409.0;-85.0;901.0
229.0;-174.0;246.0;261.0;-926.0;443.0;432.0;-77.0;781.0
232.0;-177.0;250.0;272.0;-911.0;445.0;406.0;-79.0;789.0
263.0;-191.0;260.0;291.0;-919.0;450.0;428.0;-40.0;792.0
242.0;-136.0;115.0;170.0;-989.0;510.0;410.0;-76.0;865.0
253.0;-169.0;119.0;177.0;-978.0;514.0;425.0;-75.0;906.0
227.0;-184.0;274.0;314.0;-939.0;452.0;440.0;-59.0;782.0
253.0;-132.0;107.0;191.0;-986.0;515.0;430.0;-51.0;885.0
265.0;-143.0;115.0;193.0;-979.0;513.0;419.0;-65.0;895.0
248.0;-175.0;279.0;325.0;-949.0;452.0;418.0;-51.0;791.0
204.0;-142.0;283.0;323.0;-948.0;454.0;434.0;-67.0;782.0
256.0;-129.0;284.0;322.0;-940.0;455.0;427.0;-32.0;792.0
227.0;-124.0;290.0;301.0;-938.0;456.0;448.0;-65.0;789.0
213.0;-122.0;286.0;296.0;-935.0;454.0;428.0;-76.0;792.0
197.0;-131.0;288.0;313.0;-944.0;453.0;446.0;-65.0;787.0
221.0;-132.0;287.0;307.0;-951.0;453.0;427.0;-51.0;798.0
208.0;-141.0;287.0;303.0;-957.0;454.0;414.0;-55.0;787.0
266.0;-140.0;98.0;178.0;-1004.0;510.0;405.0;-44.0;884.0
219.0;-126.0;286.0;328.0;-950.0;453.0;408.0;-58.0;769.0
215.0;-127.0;288.0;339.0;-945.0;451.0;405.0;-67.0;766.0
225.0;-124.0;284.0;330.0;-944.0;449.0;403.0;-68.0;767.0
188.0;-135.0;286.0;345.0;-948.0;449.0;422.0;-78.0;772.0
218.0;-142.0;288.0;335.0;-946.0;448.0;408.0;-70.0;773.0
234.0;-147.0;294.0;334.0;-945.0;450.0;423.0;-78.0;762.0
245.0;-148.0;294.0;329.0;-944.0;447.0;433.0;-69.0;780.0
251.0;-156.0;297.0;339.0;-946.0;449.0;384.0;-71.0;772.0
260.0;-174.0;305.0;320.0;-929.0;449.0;374.0;-98.0;770.0
205.0;-317.0;251.0;386.0;-889.0;461.0;339.0;-74.0;764.0
222.0;-306.0;241.0;369.0;-899.0;461.0;387.0;-7.0;770.0
233.0;-28.0;56.0;153.0;-990.0;373.0;567.0;6.0;838.0
137.0;-255.0;264.0;300.0;-925.0;446.0;380.0;-27.0;762.0
168.0;-255.0;253.0;333.0;-926.0;447.0;386.0;-3.0;763.0
165.0;-241.0;259.0;358.0;-933.0;445.0;385.0;3.0;763.0
162.0;-250.0;262.0;367.0;-941.0;448.0;375.0;-22.0;762.0
163.0;-262.0;258.0;309.0;-930.0;446.0;377.0;-38.0;773.0
179.0;-275.0;261.0;310.0;-929.0;447.0;396.0;-40.0;788.0
172.0;-276.0;264.0;320.0;-921.0;447.0;385.0;-12.0;782.0
138.0;-277.0;265.0;328.0;-919.0;448.0;375.0;10.0;774.0
164.0;-265.0;267.0;332.0;-923.0;444.0;376.0;-10.0;783.0
154.0;-264.0;264.0;332.0;-922.0;445.0;396.0;-10.0;782.0
161.0;-254.0;262.0;340.0;-929.0;446.0;393.0;-22.0;775.0
154.0;-244.0;258.0;346.0;-936.0;447.0;384.0;-31.0;765.0
166.0;-261.0;257.0;347.0;-931.0;447.0;384.0;-40.0;760.0
180.0;-260.0;254.0;348.0;-934.0;446.0;368.0;-38.0;781.0
201.0;-264.0;253.0;338.0;-935.0;447.0;368.0;-40.0;772.0
195.0;-262.0;254.0;322.0;-933.0;447.0;379.0;-35.0;791.0
225.0;-151.0;110.0;198.0;-979.0;513.0;425.0;-49.0;896.0
237.0;-147.0;105.0;188.0;-973.0;513.0;407.0;-18.0;886.0
183.0;-272.0;252.0;312.0;-929.0;447.0;393.0;-22.0;782.0
223.0;-295.0;181.0;290.0;-946.0;428.0;385.0;8.0;827.0
254.0;-275.0;196.0;289.0;-945.0;428.0;375.0;-37.0;797.0
244.0;-281.0;188.0;267.0;-950.0;426.0;372.0;2.0;795.0
231.0;-278.0;191.0;249.0;-946.0;426.0;377.0;13.0;811.0
202.0;-246.0;219.0;274.0;-945.0;427.0;409.0;3.0;819.0
269.0;-148.0;126.0;171.0;-986.0;518.0;438.0;-50.0;887.0
295.0;-146.0;125.0;178.0;-985.0;518.0;439.0;-59.0;877.0
214.0;-237.0;217.0;266.0;-947.0;429.0;400.0;-1.0;837.0
214.0;-245.0;215.0;270.0;-947.0;429.0;393.0;-2.0;818.0
239.0;-285.0;181.0;391.0;-937.0;511.0;344.0;10.0;779.0
241.0;-260.0;171.0;393.0;-949.0;521.0;334.0;12.0;753.0
415.0;-224.0;145.0;201.0;-1013.0;180.0;293.0;-112.0;761.0
135.0;-198.0;120.0;424.0;-1057.0;407.0;392.0;83.0;728.0
199.0;-207.0;164.0;353.0;-999.0;568.0;338.0;31.0;687.0
204.0;-39.0;156.0;232.0;-1001.0;772.0;323.0;-4.0;808.0
335.0;39.0;109.0;98.0;-913.0;187.0;323.0;-284.0;687.0
130.0;-205.0;328.0;248.0;-825.0;476.0;338.0;-51.0;774.0
156.0;135.0;145.0;99.0;-970.0;489.0;402.0;-25.0;769.0
221.0;-260.0;225.0;338.0;-924.0;487.0;405.0;30.0;837.0
357.0;-292.0;209.0;320.0;-1143.0;999.0;393.0;-186.0;771.0
366.0;-199.0;417.0;350.0;-944.0;494.0;286.0;87.0;749.0
204.0;-102.0;334.0;380.0;-837.0;493.0;324.0;20.0;752.0
242.0;-254.0;218.0;328.0;-931.0;486.0;403.0;23.0;838.0
226.0;-250.0;218.0;299.0;-938.0;488.0;412.0;1.0;838.0
193.0;-244.0;218.0;269.0;-954.0;489.0;415.0;6.0;838.0
206.0;-246.0;184.0;293.0;-958.0;498.0;416.0;50.0;877.0
161.0;-244.0;182.0;270.0;-959.0;500.0;427.0;54.0;857.0
235.0;-204.0;138.0;350.0;-953.0;508.0;324.0;-20.0;874.0
269.0;-114.0;181.0;241.0;-925.0;507.0;358.0;-2.0;883.0
101.0;-242.0;238.0;378.0;-945.0;507.0;366.0;-148.0;744.0
128.0;-318.0;101.0;348.0;-1033.0;538.0;193.0;-255.0;707.0
126.0;-254.0;222.0;362.0;-942.0;509.0;306.0;-114.0;716.0
170.0;-85.0;214.0;212.0;-981.0;435.0;333.0;-77.0;837.0
152.0;-73.0;210.0;209.0;-979.0;433.0;356.0;-65.0;867.0
173.0;-62.0;215.0;200.0;-976.0;432.0;378.0;-56.0;877.0
92.0;141.0;141.0;-60.0;-1014.0;202.0;316.0;-12.0;841.0
282.0;-109.0;335.0;167.0;-929.0;404.0;425.0;-77.0;890.0
191.0;-89.0;214.0;177.0;-976.0;413.0;403.0;-61.0;878.0
180.0;-87.0;213.0;178.0;-979.0;415.0;409.0;-62.0;872.0
191.0;-91.0;214.0;178.0;-982.0;414.0;417.0;-50.0;883.0
203.0;-106.0;208.0;175.0;-975.0;411.0;401.0;-57.0;869.0
213.0;-106.0;208.0;171.0;-975.0;412.0;419.0;-60.0;874.0
205.0;-107.0;206.0;171.0;-974.0;410.0;377.0;-58.0;882.0
213.0;-106.0;203.0;176.0;-975.0;410.0;405.0;-59.0;878.0
214.0;-106.0;202.0;175.0;-976.0;407.0;396.0;-59.0;881.0
234.0;-104.0;200.0;176.0;-976.0;410.0;381.0;-58.0;886.0
235.0;-106.0;196.0;169.0;-978.0;406.0;393.0;-67.0;876.0
251.0;-230.0;236.0;116.0;-961.0;386.0;412.0;-263.0;683.0
191.0;-203.0;166.0;279.0;-974.0;455.0;370.0;-32.0;881.0
229.0;-193.0;178.0;278.0;-970.0;457.0;366.0;-11.0;892.0
222.0;-76.0;263.0;277.0;-977.0;406.0;334.0;-19.0;781.0
223.0;-77.0;268.0;280.0;-961.0;408.0;340.0;-7.0;823.0
188.0;-80.0;263.0;284.0;-931.0;406.0;366.0;-75.0;859.0
159.0;-85.0;262.0;256.0;-911.0;409.0;380.0;-106.0;855.0
113.0;-67.0;444.0;187.0;-845.0;305.0;195.0;-64.0;782.0
145.0;-95.0;248.0;228.0;-972.0;413.0;302.0;-139.0;744.0
180.0;-129.0;295.0;250.0;-991.0;421.0;354.0;-88.0;755.0
113.0;-159.0;361.0;211.0;-1120.0;325.0;299.0;-99.0;774.0
189.0;-144.0;304.0;292.0;-974.0;426.0;340.0;-34.0;797.0
201.0;-124.0;285.0;307.0;-926.0;424.0;357.0;-6.0;829.0
200.0;-114.0;276.0;289.0;-911.0;424.0;389.0;-5.0;817.0
138.0;-132.0;291.0;320.0;-952.0;427.0;352.0;-34.0;790.0
162.0;-128.0;287.0;312.0;-948.0;425.0;342.0;-28.0;790.0
114.0;-123.0;289.0;306.0;-951.0;427.0;342.0;-35.0;791.0
114.0;-133.0;289.0;303.0;-950.0;424.0;331.0;-53.0;786.0
152.0;-145.0;291.0;292.0;-948.0;425.0;339.0;-43.0;779.0
186.0;-141.0;277.0;274.0;-942.0;422.0;339.0;-39.0;813.0
179.0;-133.0;272.0;273.0;-941.0;423.0;341.0;-22.0;791.0
161.0;-135.0;268.0;267.0;-953.0;425.0;337.0;-37.0;811.0
160.0;-133.0;268.0;278.0;-964.0;424.0;314.0;-39.0;817.0
180.0;-144.0;265.0;284.0;-954.0;431.0;292.0;-7.0;814.0
183.0;-118.0;259.0;267.0;-967.0;431.0;323.0;-12.0;815.0
227.0;-192.0;193.0;255.0;-963.0;460.0;344.0;0.0;890.0
230.0;-191.0;209.0;240.0;-957.0;462.0;365.0;0.0;901.0
228.0;-197.0;221.0;221.0;-956.0;464.0;359.0;-12.0;899.0
85.0;-113.0;72.0;479.0;-1026.0;398.0;405.0;48.0;780.0
228.0;-179.0;178.0;241.0;-945.0;451.0;378.0;44.0;764.0
216.0;-84.0;245.0;267.0;-959.0;385.0;336.0;-26.0;740.0
221.0;-307.0;193.0;348.0;-913.0;488.0;283.0;10.0;783.0
285.0;-102.0;233.0;202.0;-1011.0;582.0;350.0;-67.0;914.0
241.0;-201.0;194.0;328.0;-963.0;527.0;297.0;-64.0;671.0
212.0;-185.0;196.0;344.0;-968.0;523.0;286.0;-55.0;678.0
235.0;-187.0;192.0;353.0;-985.0;518.0;306.0;-110.0;681.0
214.0;-211.0;189.0;329.0;-1000.0;510.0;294.0;-149.0;691.0
265.0;-116.0;105.0;289.0;-951.0;588.0;279.0;-303.0;609.0
309.0;-193.0;135.0;323.0;-1174.0;812.0;393.0;-373.0;900.0
137.0;-216.0;249.0;299.0;-941.0;600.0;269.0;47.0;1103.0
85.0;-260.0;224.0;361.0;-952.0;511.0;312.0;-77.0;725.0
164.0;-50.0;348.0;364.0;-921.0;278.0;362.0;39.0;697.0
260.0;-111.0;120.0;199.0;-963.0;520.0;430.0;-34.0;820.0
279.0;-94.0;134.0;198.0;-941.0;520.0;420.0;-24.0;839.0
259.0;-112.0;138.0;171.0;-951.0;520.0;450.0;-17.0;826.0
234.0;-119.0;144.0;161.0;-968.0;523.0;414.0;-30.0;847.0
254.0;-124.0;146.0;165.0;-988.0;525.0;395.0;-5.0;884.0
242.0;-143.0;141.0;232.0;-974.0;528.0;403.0;16.0;926.0
324.0;-238.0;142.0;334.0;-959.0;545.0;446.0;20.0;826.0
290.0;-184.0;131.0;151.0;-989.0;441.0;382.0;-9.0;879.0
242.0;-142.0;97.0;180.0;-985.0;508.0;422.0;-20.0;900.0
277.0;-142.0;118.0;187.0;-979.0;516.0;457.0;-69.0;889.0
397.0;-280.0;147.0;356.0;-946.0;522.0;441.0;15.0;832.0
235.0;-295.0;154.0;327.0;-803.0;516.0;260.0;-30.0;852.0
274.0;-233.0;156.0;308.0;-843.0;578.0;338.0;-100.0;930.0
62.0;-242.0;385.0;361.0;-812.0;891.0;283.0;61.0;793.0
256.0;-236.0;144.0;315.0;-976.0;480.0;361.0;59.0;887.0
380.0;-281.0;145.0;356.0;-950.0;521.0;427.0;9.0;817.0
401.0;-281.0;146.0;349.0;-950.0;523.0;433.0;25.0;828.0
-144.0;-221.0;409.0;421.0;-899.0;880.0;192.0;-13.0;647.0
387.0;-285.0;147.0;362.0;-948.0;524.0;413.0;7.0;819.0
396.0;-281.0;147.0;370.0;-953.0;524.0;407.0;20.0;820.0
378.0;-280.0;146.0;373.0;-954.0;527.0;404.0;20.0;828.0
382.0;-277.0;140.0;377.0;-950.0;524.0;425.0;20.0;818.0
396.0;-280.0;148.0;369.0;-953.0;527.0;425.0;10.0;833.0
383.0;-279.0;143.0;361.0;-949.0;528.0;423.0;10.0;834.0
239.0;-188.0;77.0;242.0;-986.0;458.0;415.0;27.0;912.0
617.0;-152.0;132.0;180.0;-989.0;484.0;361.0;105.0;811.0
340.0;-255.0;133.0;340.0;-959.0;531.0;434.0;33.0;857.0
376.0;-249.0;134.0;345.0;-963.0;533.0;442.0;5.0;876.0
251.0;-185.0;77.0;243.0;-985.0;458.0;378.0;31.0;924.0
354.0;-247.0;122.0;362.0;-967.0;535.0;432.0;13.0;869.0
617.0;-149.0;152.0;180.0;-972.0;502.0;449.0;-2.0;789.0
261.0;-244.0;180.0;371.0;-814.0;703.0;265.0;122.0;878.0
278.0;-116.0;118.0;203.0;-1022.0;516.0;470.0;-35.0;845.0
183.0;-145.0;40.0;186.0;-1002.0;532.0;500.0;61.0;811.0
251.0;-98.0;97.0;147.0;-1011.0;518.0;431.0;-42.0;858.0
303.0;-74.0;416.0;154.0;-871.0;423.0;409.0;-45.0;682.0
683.0;-118.0;408.0;180.0;-912.0;618.0;445.0;0.0;665.0
94.0;-302.0;255.0;200.0;-767.0;772.0;246.0;18.0;707.0
224.0;-190.0;77.0;241.0;-986.0;457.0;371.0;51.0;926.0
24.0;-216.0;248.0;356.0;-946.0;589.0;253.0;28.0;812.0
157.0;-10.0;143.0;59.0;-727.0;800.0;419.0;103.0;1105.0
508.0;-198.0;666.0;211.0;-656.0;125.0;169.0;-455.0;223.0
265.0;-193.0;73.0;248.0;-987.0;459.0;366.0;66.0;912.0
275.0;-198.0;74.0;226.0;-984.0;411.0;445.0;15.0;882.0
368.0;13.0;113.0;37.0;-851.0;975.0;493.0;-38.0;1141.0
291.0;-202.0;76.0;225.0;-980.0;410.0;442.0;17.0;879.0
201.0;-385.0;171.0;389.0;-958.0;498.0;220.0;71.0;808.0
254.0;-202.0;75.0;237.0;-977.0;409.0;454.0;8.0;897.0
-104.0;-216.0;131.0;440.0;-963.0;645.0;426.0;164.0;733.0
77.0;-217.0;226.0;354.0;-950.0;583.0;244.0;25.0;788.0
265.0;-174.0;71.0;230.0;-973.0;457.0;364.0;79.0;886.0
285.0;-346.0;189.0;311.0;-861.0;489.0;290.0;15.0;876.0
295.0;-310.0;198.0;303.0;-894.0;484.0;269.0;92.0;859.0
206.0;-254.0;250.0;328.0;-852.0;481.0;330.0;93.0;1095.0
245.0;-328.0;194.0;254.0;-964.0;473.0;328.0;77.0;920.0
248.0;-174.0;64.0;234.0;-986.0;455.0;375.0;88.0;863.0
366.0;-120.0;145.0;-20.0;-976.0;523.0;381.0;-28.0;898.0
33.0;-221.0;378.0;276.0;-908.0;335.0;342.0;-84.0;693.0
222.0;-169.0;59.0;248.0;-977.0;455.0;384.0;87.0;853.0
185.0;-177.0;54.0;266.0;-985.0;451.0;374.0;63.0;843.0
136.0;-198.0;44.0;250.0;-980.0;449.0;391.0;10.0;815.0
193.0;-190.0;28.0;184.0;-999.0;449.0;327.0;11.0;755.0
581.0;-152.0;166.0;85.0;-975.0;492.0;495.0;20.0;751.0
95.0;-192.0;119.0;225.0;-1151.0;219.0;396.0;-101.0;817.0
50.0;-168.0;30.0;253.0;-1012.0;454.0;323.0;-126.0;674.0
102.0;-114.0;158.0;145.0;-1236.0;190.0;217.0;-58.0;797.0
213.0;-259.0;106.0;371.0;-945.0;147.0;330.0;119.0;727.0
191.0;-206.0;325.0;338.0;-908.0;262.0;320.0;-47.0;742.0
256.0;-52.0;880.0;223.0;-471.0;569.0;62.0;-410.0;-2.0
332.0;-88.0;122.0;268.0;-916.0;399.0;307.0;41.0;1094.0
125.0;-174.0;228.0;214.0;-1022.0;446.0;260.0;56.0;696.0
84.0;-136.0;411.0;154.0;-1088.0;527.0;270.0;-82.0;708.0
271.0;-65.0;225.0;188.0;-960.0;511.0;381.0;-218.0;814.0
245.0;-28.0;225.0;185.0;-962.0;518.0;413.0;-138.0;866.0
244.0;-40.0;252.0;129.0;-954.0;531.0;401.0;-163.0;840.0
341.0;-118.0;64.0;118.0;-1005.0;398.0;402.0;-73.0;892.0
133.0;291.0;402.0;63.0;-730.0;559.0;325.0;-363.0;821.0
363.0;-167.0;90.0;154.0;-983.0;378.0;561.0;-45.0;900.0
605.0;-93.0;209.0;83.0;-955.0;504.0;427.0;-30.0;802.0
250.0;-299.0;70.0;239.0;-964.0;782.0;359.0;-7.0;883.0
192.0;-117.0;186.0;217.0;-964.0;945.0;473.0;-25.0;829.0
156.0;-45.0;180.0;182.0;-936.0;945.0;466.0;-107.0;876.0
326.0;-80.0;199.0;128.0;-958.0;527.0;372.0;-176.0;856.0
82.0;84.0;242.0;145.0;-938.0;360.0;457.0;115.0;752.0
303.0;-352.0;116.0;410.0;-1015.0;784.0;295.0;-2.0;919.0
244.0;39.0;-28.0;197.0;-981.0;450.0;472.0;19.0;894.0
-119.0;-41.0;217.0;297.0;-988.0;486.0;156.0;-2.0;624.0
273.0;-353.0;145.0;343.0;-938.0;539.0;210.0;-55.0;809.0
271.0;-144.0;214.0;248.0;-1056.0;547.0;121.0;-162.0;716.0
270.0;-164.0;232.0;341.0;-906.0;549.0;143.0;-87.0;717.0
258.0;-212.0;106.0;301.0;-925.0;483.0;325.0;-16.0;954.0
48.0;-180.0;232.0;20.0;-935.0;375.0;376.0;-195.0;739.0
250.0;-125.0;73.0;169.0;-1008.0;526.0;447.0;-18.0;887.0
59.0;72.0;222.0;-140.0;-874.0;591.0;552.0;-47.0;873.0
30.0;-327.0;102.0;253.0;-811.0;304.0;184.0;-77.0;784.0
112.0;-174.0;166.0;244.0;-944.0;452.0;479.0;12.0;865.0
329.0;-210.0;174.0;370.0;-999.0;506.0;355.0;-50.0;899.0
247.0;-62.0;21.0;124.0;-1014.0;442.0;473.0;92.0;981.0
258.0;-366.0;104.0;165.0;-948.0;549.0;152.0;79.0;843.0
124.0;-169.0;136.0;291.0;-975.0;527.0;364.0;80.0;902.0
132.0;-155.0;150.0;306.0;-981.0;525.0;378.0;122.0;876.0
232.0;-104.0;142.0;176.0;-998.0;533.0;445.0;-39.0;904.0
549.0;-121.0;160.0;138.0;-976.0;486.0;436.0;54.0;754.0
137.0;-354.0;99.0;273.0;-933.0;436.0;164.0;58.0;978.0
155.0;-240.0;184.0;67.0;-957.0;468.0;111.0;74.0;827.0
275.0;-81.0;122.0;151.0;-999.0;500.0;382.0;-72.0;875.0
99.0;-19.0;227.0;218.0;-878.0;446.0;318.0;-101.0;753.0
91.0;-10.0;168.0;141.0;-825.0;433.0;325.0;0.0;801.0
258.0;-122.0;112.0;182.0;-966.0;504.0;435.0;24.0;899.0
142.0;-242.0;185.0;250.0;-955.0;503.0;431.0;77.0;869.0
-56.0;-320.0;476.0;503.0;-744.0;534.0;119.0;-256.0;571.0
91.0;-232.0;404.0;254.0;-913.0;487.0;203.0;-58.0;709.0
284.0;-140.0;97.0;190.0;-1002.0;515.0;393.0;-32.0;903.0
313.0;-130.0;98.0;175.0;-1004.0;516.0;397.0;-59.0;903.0
276.0;-280.0;152.0;206.0;-749.0;795.0;256.0;94.0;1062.0
330.0;-249.0;120.0;230.0;-812.0;799.0;331.0;-149.0;1036.0
206.0;-250.0;131.0;348.0;-837.0;995.0;324.0;19.0;1007.0
266.0;-163.0;321.0;201.0;-1033.0;434.0;515.0;69.0;784.0
222.0;-280.0;103.0;250.0;-838.0;434.0;506.0;148.0;798.0
423.0;-391.0;634.0;628.0;-488.0;-49.0;369.0;25.0;865.0
176.0;-306.0;190.0;429.0;-956.0;479.0;355.0;-72.0;791.0
230.0;-301.0;207.0;399.0;-912.0;485.0;326.0;43.0;802.0
102.0;-196.0;207.0;238.0;-953.0;488.0;315.0;140.0;832.0
136.0;-91.0;201.0;176.0;-1029.0;481.0;364.0;73.0;890.0
130.0;-134.0;71.0;584.0;-976.0;377.0;467.0;96.0;958.0
41.0;-315.0;86.0;397.0;-932.0;560.0;443.0;-244.0;772.0
346.0;-211.0;140.0;342.0;-964.0;516.0;322.0;-46.0;904.0
-40.0;-444.0;1190.0;879.0;-197.0;-163.0;-216.0;-308.0;258.0
277.0;-249.0;146.0;291.0;-977.0;418.0;394.0;80.0;845.0
79.0;-228.0;255.0;389.0;-932.0;503.0;359.0;-149.0;747.0
65.0;-234.0;259.0;395.0;-932.0;504.0;400.0;-89.0;750.0
60.0;-260.0;269.0;404.0;-934.0;501.0;402.0;-83.0;759.0
290.0;-130.0;104.0;182.0;-998.0;517.0;410.0;-49.0;905.0
311.0;-74.0;35.0;179.0;-986.0;521.0;449.0;9.0;941.0
279.0;-108.0;98.0;182.0;-985.0;516.0;412.0;-22.0;897.0
148.0;-3.0;204.0;111.0;-900.0;413.0;488.0;-126.0;830.0
831.0;-30.0;277.0;13.0;-948.0;561.0;603.0;-37.0;761.0
-307.0;-26.0;306.0;173.0;-1049.0;442.0;-8.0;-143.0;195.0
136.0;-237.0;177.0;166.0;-808.0;514.0;304.0;-121.0;791.0
309.0;-121.0;372.0;196.0;-978.0;233.0;446.0;53.0;1049.0
204.0;-208.0;170.0;413.0;-985.0;563.0;320.0;31.0;667.0
215.0;-227.0;176.0;437.0;-963.0;552.0;336.0;13.0;692.0
208.0;-223.0;166.0;434.0;-961.0;542.0;379.0;54.0;715.0
70.0;-266.0;275.0;452.0;-916.0;435.0;183.0;-15.0;638.0
240.0;-291.0;82.0;175.0;-976.0;455.0;320.0;-49.0;867.0
243.0;-130.0;110.0;194.0;-987.0;517.0;448.0;-30.0;903.0
173.0;-344.0;258.0;315.0;-980.0;487.0;262.0;21.0;897.0
347.0;-210.0;407.0;419.0;-1248.0;848.0;198.0;55.0;640.0
292.0;-121.0;107.0;179.0;-988.0;515.0;410.0;-19.0;916.0
621.0;-85.0;163.0;-20.0;-993.0;505.0;423.0;59.0;808.0
