InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;Accelerometer RKN_ accZ;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;Accelerometer RKN_ accX;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit L-SHOE EuY
-1377;4634;45.0;-600;-399;-136.0;1694;756;-4634;-399;-1377;427;-86
2716;3832;13.0;1235;-615;31.0;-181;-133;-3832;-615;2716;-345;-23
36;4212;-59.0;-222;-305;-5.0;1271;716;-4212;-305;36;-313;-31
505;2200;-49.0;-1243;-634;24.0;1578;1516;-2200;-634;505;591;-38
5;-27;-451.0;10;10;-171.0;684;714;27;10;5;37;-48
20;-1;-212.0;15;42;-178.0;677;713;1;42;20;47;-48
21;-14;-5.0;25;33;-307.0;664;711;14;33;21;66;-48
-761;-322;22.0;21;-487;19.0;721;673;322;-487;-761;-21;-49
-3058;-1076;40.0;222;-3150;0.0;1195;14;1076;-3150;-3058;-213;-43
-1894;-770;11.0;28;-3417;-25.0;1275;191;770;-3417;-1894;-48;-42
-1737;-494;0.0;247;-2827;-45.0;1002;150;494;-2827;-1737;-176;-41
-1284;272;0.0;-189;-2487;-48.0;1065;628;-272;-2487;-1284;429;-41
-158;130;181.0;44;306;-199.0;586;765;-130;306;-158;30;-39
-111;100;169.0;-41;-56;-79.0;767;706;-100;-56;-111;-18;-39
-90;40;195.0;54;226;-146.0;584;753;-40;226;-90;19;-39
-42;11;44.0;12;18;-50.0;660;736;-11;18;-42;12;-39
13;24;148.0;17;-56;-124.0;667;721;-24;-56;13;40;-40
35;-15;146.0;22;-31;-120.0;658;722;15;-31;35;45;-40
-17;23;134.0;16;-18;-177.0;669;721;-23;-18;-17;41;-40
9;-6;93.0;19;-2;-166.0;668;718;6;-2;9;46;-40
2;3;107.0;21;-8;-136.0;665;718;-3;-8;2;42;-40
-2;11;132.0;15;-4;-127.0;667;724;-11;-4;-2;43;-40
19;-3;161.0;17;-12;-120.0;666;722;3;-12;19;43;-40
-13;4;162.0;20;-24;-135.0;671;713;-4;-24;-13;46;-40
-40;23;158.0;19;2;-113.0;666;719;-23;2;-40;44;-40
32;-2;151.0;25;-8;-97.0;662;715;2;-8;32;47;-40
5;23;121.0;14;4;-100.0;669;724;-23;4;5;38;-40
-31;36;142.0;15;-3;-101.0;667;724;-36;-3;-31;44;-40
-29;9;136.0;17;-4;-117.0;667;720;-9;-4;-29;41;-40
-27;-31;118.0;17;5;-104.0;658;732;31;5;-27;13;-40
-40;-21;125.0;18;31;-115.0;654;733;21;31;-40;18;-40
-3;-22;129.0;11;-12;-99.0;662;735;22;-12;-3;25;-40
-12;49;135.0;17;1;-114.0;653;734;-49;1;-12;12;-40
1;68;128.0;22;-34;-114.0;650;731;-68;-34;1;9;-40
-59;-1196;48.0;317;1615;-74.0;277;848;1196;1615;-59;88;-54
5;708;-311.0;486;-2942;-25.0;1260;466;-708;-2942;5;-34;-10
7982;3099;-289.0;-231;-2355;-368.0;-87;1246;-3099;-2355;7982;-238;-16
2476;4176;-70.0;1437;609;-352.0;1;-315;-4176;609;2476;-1384;-21
-345;2789;-141.0;-405;-514;76.0;1130;979;-2789;-514;-345;79;-29
1206;1826;-64.0;-542;-1101;28.0;1236;988;-1826;-1101;1206;-565;-33
635;735;-5.0;80;-381;-95.0;825;598;-735;-381;635;-634;-34
689;9360;-1054.0;-1566;-2716;-854.0;2464;984;-9360;-2716;689;97;-78
-1159;6884;-963.0;-1970;-1478;-662.0;3116;1219;-6884;-1478;-1159;-114;-79
24;265;166.0;13;-117;35.0;675;713;-265;-117;24;24;-44
5;535;220.0;63;-226;114.0;620;733;-535;-226;5;12;-45
-319;971;302.0;-2;-42;43.0;636;726;-971;-42;-319;-71;-46
-270;2067;396.0;102;-31;-295.0;509;849;-2067;-31;-270;65;-49
-468;3426;887.0;84;-258;-111.0;434;882;-3426;-258;-468;28;-54
-370;5354;839.0;29;-1281;277.0;617;903;-5354;-1281;-370;89;-62
1210;8000;-704.0;-557;-2776;-287.0;1512;659;-8000;-2776;1210;400;-75
806;8418;-687.0;-1633;-2204;-889.0;2623;277;-8418;-2204;806;139;-81
-1609;5404;-825.0;0;-1079;-761.0;1444;1342;-5404;-1079;-1609;448;-73
263;-4413;-482.0;396;1417;-554.0;664;471;4413;1417;263;113;-72
-383;-4546;-639.0;175;1968;-437.0;655;729;4546;1968;-383;83;-70
-981;-5308;-591.0;-315;1767;-533.0;1126;800;5308;1767;-981;-55;-62
-1297;-5034;-636.0;-542;1432;-358.0;1250;904;5034;1432;-1297;55;-53
-1098;-4964;-275.0;-1302;2663;300.0;2893;1014;4964;2663;-1098;-112;-32
1896;-5442;839.0;95;1526;-593.0;2806;-227;5442;1526;1896;39;-23
-1291;-5079;-627.0;18;1748;-458.0;1000;613;5079;1748;-1291;-142;-67
-753;-5005;-632.0;-989;1547;-434.0;1304;1337;5005;1547;-753;318;-58
1546;-5033;-437.0;543;3436;368.0;2721;-594;5033;3436;1546;72;-22
-5719;-3028;724.0;3041;2866;-991.0;2642;-2302;3028;2866;-5719;-3433;-13
-665;65;869.0;869;-1036;900.0;-422;365;-65;-1036;-665;-1156;-11
5775;4060;-448.0;601;-3840;399.0;-352;262;-4060;-3840;5775;944;-14
1289;5809;172.0;969;-1987;153.0;1746;-453;-5809;-1987;1289;-1362;-24
-202;3509;620.0;-1091;-327;-1641.0;1435;1488;-3509;-327;-202;-1239;-34
-124;251;112.0;28;-69;62.0;666;721;-251;-69;-124;6;-43
-149;423;-4.0;20;-71;45.0;675;702;-423;-71;-149;22;-44
-243;774;30.0;27;-8;1.0;651;724;-774;-8;-243;18;-45
-2110;-4963;-577.0;-288;1363;-534.0;1234;669;4963;1363;-2110;-77;-58
-1277;-4460;-727.0;-998;1363;-325.0;1384;1245;4460;1363;-1277;410;-50
-1458;-4854;-391.0;-1251;2200;-490.0;2329;1093;4854;2200;-1458;319;-41
-75;197;73.0;26;-66;-62.0;664;715;-197;-66;-75;11;-42
306;-4481;-593.0;473;1684;-487.0;516;523;4481;1684;306;78;-71
-995;-4704;-584.0;1;2333;-563.0;725;659;4704;2333;-995;-378;-69
-1531;-5005;-646.0;-241;1753;-496.0;1023;813;5005;1753;-1531;-288;-61
-251;-1742;-642.0;815;-756;-408.0;432;912;1742;-756;-251;741;-77
590;-4053;-584.0;728;310;-463.0;332;537;4053;310;590;278;-77
-220;-4374;-537.0;481;1125;-503.0;454;524;4374;1125;-220;64;-75
-121;573;-407.0;-5;24;-485.0;984;716;-573;24;-121;-198;-35
235;122;-250.0;-58;-167;-353.0;606;777;-122;-167;235;120;-36
-64;211;-210.0;23;56;-82.0;739;712;-211;56;-64;-48;-36
-95;406;110.0;-32;-67;59.0;732;703;-406;-67;-95;-72;-40
-538;1416;173.0;65;13;49.0;551;799;-1416;13;-538;34;-42
-526;1994;435.0;-34;151;-193.0;628;805;-1994;151;-526;44;-44
-333;3365;780.0;41;-151;-135.0;546;822;-3365;-151;-333;48;-49
-56;6724;644.0;301;-1764;286.0;260;1011;-6724;-1764;-56;744;-61
1540;8413;-132.0;-1204;-3062;66.0;2012;819;-8413;-3062;1540;487;-75
1079;-4613;234.0;1264;1494;-9.0;2942;-983;4613;1494;1079;-684;-15
-285;-2867;1217.0;3983;252;-949.0;3006;-3169;2867;252;-285;-1960;-8
-2661;708;176.0;2164;75;1042.0;1674;-1290;-708;75;-2661;-534;-8
2132;3710;-93.0;132;-2292;378.0;-603;890;-3710;-2292;2132;1261;-13
1272;4264;943.0;195;-448;-189.0;-8;955;-4264;-448;1272;-1763;-22
184;3674;27.0;-718;151;-1374.0;2751;493;-3674;151;184;-475;-30
-944;-2247;-705.0;745;-938;-318.0;672;1146;2247;-938;-944;631;-72
-563;-2485;-669.0;787;-317;-294.0;492;760;2485;-317;-563;618;-73
77;-3502;-653.0;740;467;-464.0;422;766;3502;467;77;587;-73
522;-4401;-536.0;618;835;-504.0;476;398;4401;835;522;251;-75
-353;5299;107.0;-1797;-1577;584.0;3118;2055;-5299;-1577;-353;536;-79
-1223;-88;-731.0;-87;-2140;-405.0;1727;2135;88;-2140;-1223;736;-73
-1662;-1982;-1045.0;1342;-1185;-951.0;-143;810;1982;-1185;-1662;377;-72
-919;-3032;-781.0;934;-84;-503.0;240;728;3032;-84;-919;644;-72
1369;1289;1065.0;1476;658;-637.0;1863;-683;-1289;658;1369;165;-6
-53;221;11.0;35;-48;7.0;686;696;-221;-48;-53;14;-35
-67;270;15.0;34;-87;-27.0;690;687;-270;-87;-67;-4;-36
-185;369;139.0;85;-62;39.0;638;683;-369;-62;-185;24;-36
-7;491;168.0;-68;-67;174.0;776;714;-491;-67;-7;76;-38
36;58;-462.0;44;-71;-605.0;632;715;-58;-71;36;13;-36
-24;107;-370.0;38;11;-425.0;664;701;-107;11;-24;10;-36
-142;179;-203.0;-20;162;-198.0;729;740;-179;162;-142;16;-36
-66;45;-193.0;69;-37;-67.0;629;683;-45;-37;-66;46;-37
-85;113;-106.0;-10;42;-155.0;727;713;-113;42;-85;12;-37
-55;66;-32.0;44;-40;-49.0;658;707;-66;-40;-55;44;-37
-11;186;5.0;30;-86;-28.0;693;684;-186;-86;-11;13;-38
1633;-1850;-169.0;3862;2438;-751.0;3318;-3286;1850;2438;1633;-292;-4
121;109;-66.0;28;-291;29.0;670;704;-109;-291;121;23;-36
-273;1840;162.0;35;33;80.0;545;773;-1840;33;-273;-62;-40
-12;158;43.0;34;-19;-38.0;672;718;-158;-19;-12;-2;-32
4;133;82.0;33;-107;84.0;673;718;-133;-107;4;17;-32
-411;3540;305.0;64;-27;-53.0;479;863;-3540;-27;-411;148;-44
-235;5295;426.0;23;-934;74.0;492;947;-5295;-934;-235;74;-51
1449;8640;693.0;-1063;-2958;-461.0;1884;779;-8640;-2958;1449;322;-67
-851;930;-351.0;2257;5364;625.0;2768;-2514;-930;5364;-851;-157;-21
5010;3316;1299.0;2004;-643;-1381.0;647;-1244;-3316;-643;5010;1192;-9
719;463;355.0;3;-607;-1751.0;660;746;-463;-607;719;-528;-35
-2;123;-549.0;-133;168;304.0;793;840;-123;168;-2;260;-35
70;187;-669.0;105;-117;273.0;571;680;-187;-117;70;-137;-35
-66;327;1217.0;101;-174;346.0;547;684;-327;-174;-66;9;-36
-257;704;218.0;-69;-404;215.0;657;868;-704;-404;-257;-46;-38
-406;1858;-683.0;-89;-300;-453.0;543;984;-1858;-300;-406;31;-40
322;3517;-706.0;201;-688;-1022.0;357;699;-3517;-688;322;77;-46
138;4804;-727.0;-393;-1278;-529.0;993;1280;-4804;-1278;138;247;-55
2018;7229;-808.0;858;-2360;-417.0;-223;406;-7229;-2360;2018;352;-65
-2520;1082;-1181.0;-376;3784;-579.0;2421;-805;-1082;3784;-2520;-1071;-53
35;1192;-295.0;-60;-32;-159.0;781;700;-1192;-32;35;97;-41
154;1822;-3.0;55;-671;149.0;635;724;-1822;-671;154;75;-44
1113;4277;106.0;114;-2687;-180.0;572;767;-4277;-2687;1113;124;-54
2445;6498;-147.0;-616;-3719;-343.0;1549;696;-6498;-3719;2445;363;-62
940;4929;-79.0;-1236;-3011;-220.0;2210;1125;-4929;-3011;940;79;-66
-235;2194;-606.0;-1393;-2053;-245.0;2802;1382;-2194;-2053;-235;644;-66
-94;160;-714.0;-421;-1938;-263.0;2105;974;-160;-1938;-94;1158;-63
-523;-1648;-1018.0;751;-965;-390.0;496;692;1648;-965;-523;513;-62
-92;-2359;-601.0;728;1163;-334.0;389;536;2359;1163;-92;324;-61
-736;4075;-506.0;-664;-1939;-421.0;1764;899;-4075;-1939;-736;109;-83
-1536;66;-534.0;769;-1872;-409.0;324;598;-66;-1872;-1536;139;-76
-1034;-1657;-495.0;1074;-2160;-409.0;107;300;1657;-2160;-1034;563;-74
-2322;-1958;979.0;26;1300;554.0;909;522;1958;1300;-2322;119;-60
131;712;-45.0;-50;-118;68.0;968;498;-712;-118;131;-213;-46
246;-49;-5.0;-115;-134;59.0;673;897;49;-134;246;-334;-46
112;1573;32.0;-77;-431;-206.0;644;887;-1573;-431;112;70;-49
327;2649;119.0;32;-690;-117.0;609;800;-2649;-690;327;73;-52
1180;3271;111.0;-237;-1455;-159.0;991;748;-3271;-1455;1180;98;-58
-7;-1;40.0;11;30;-48.0;712;685;1;30;-7;46;-46
5;-32;330.0;5;-2;-8.0;709;697;32;-2;5;28;-46
-75;-86;351.0;-8;22;-531.0;723;702;86;22;-75;20;-46
-102;-118;201.0;7;73;-396.0;717;685;118;73;-102;40;-46
-53;-55;79.0;32;29;-18.0;684;683;55;29;-53;55;-46
-20;18;107.0;27;-5;27.0;687;689;-18;-5;-20;52;-46
-13;-9;91.0;19;5;-113.0;698;687;9;5;-13;41;-46
2259;174;80.0;176;209;-134.0;510;681;-174;209;2259;305;-44
1519;348;97.0;195;2080;-129.0;429;768;-348;2080;1519;301;-44
1185;462;81.0;49;3442;-112.0;481;861;-462;3442;1185;277;-45
1540;-85;91.0;50;3253;-102.0;484;896;85;3253;1540;-84;-46
1339;-410;81.0;-50;3672;-113.0;606;832;410;3672;1339;334;-45
1551;-1176;98.0;-151;3718;-105.0;757;827;1176;3718;1551;395;-43
930;717;83.0;262;1508;-137.0;633;797;-717;1508;930;-1196;-35
1216;883;71.0;-270;-2944;-136.0;1017;1383;-883;-2944;1216;-1824;-39
-37;41;-8.0;54;99;1.0;635;708;-41;99;-37;4;-35
-1149;-2231;-241.0;1109;-1547;-495.0;-15;347;2231;-1547;-1149;256;-77
-1368;-4364;56.0;-1403;2410;660.0;2886;1034;4364;2410;-1368;-193;-38
-509;-5804;248.0;-1383;1756;-707.0;2652;1011;5804;1756;-509;95;-29
-4592;-4543;1073.0;2306;1360;-241.0;3268;-2208;4543;1360;-4592;-1401;-20
-3648;-2198;-34.0;2364;-1032;-1287.0;1827;-1395;2198;-1032;-3648;-1795;-15
4788;4125;-300.0;2112;-1165;-332.0;-917;-843;-4125;-1165;4788;-854;-21
-626;4124;-144.0;434;-207;-157.0;1545;0;-4124;-207;-626;-608;-29
427;1851;-63.0;-1425;-1208;-116.0;1236;1866;-1851;-1208;427;-324;-35
801;1189;-91.0;255;-527;133.0;939;397;-1189;-527;801;-788;-37
336;77;-65.0;-214;-181;-133.0;709;911;-77;-181;336;149;-38
95;140;18.0;-3;9;-47.0;671;751;-140;9;95;-48;-39
-16;172;-41.0;71;121;0.0;676;681;-172;121;-16;-58;-39
-86;-102;-99.0;-62;5;-105.0;624;827;102;5;-86;131;-39
-823;-5231;-714.0;-156;2966;-374.0;1144;221;5231;2966;-823;-215;-63
-769;-4517;-418.0;-39;2602;-434.0;1068;260;4517;2602;-769;-108;-57
-878;-3158;-284.0;49;3196;316.0;1126;194;3158;3196;-878;-223;-47
-321;-2224;-62.0;330;2187;-515.0;1397;-310;2224;2187;-321;-89;-41
-99;-1190;712.0;774;1050;756.0;1644;-971;1190;1050;-99;-30;-37
-1522;239;75.0;1060;2971;291.0;1896;-1358;-239;2971;-1522;-433;-35
3442;1864;492.0;937;-3507;-146.0;1534;-1187;-1864;-3507;3442;141;-38
5570;1697;496.0;474;-5952;-1154.0;781;-251;-1697;-5952;5570;1354;-41
184;-327;-424.0;-227;-3108;-532.0;1321;556;327;-3108;184;711;-79
334;-176;-651.0;237;-1429;-443.0;958;681;176;-1429;334;528;-73
940;-916;-733.0;399;-217;-379.0;730;550;916;-217;940;577;-73
444;3668;557.0;-2105;-690;-1206.0;2441;2051;-3668;-690;444;209;-36
487;1123;-671.0;-904;-329;-142.0;1887;1077;-1123;-329;487;-993;-39
125;375;-561.0;47;49;118.0;714;651;-375;49;125;48;-41
39;331;-561.0;-227;93;-642.0;764;912;-331;93;39;367;-42
-3438;734;-501.0;1019;-570;-320.0;763;2109;-734;-570;-3438;337;-67
-1470;-3156;-874.0;510;-2151;-1019.0;1000;1125;3156;-2151;-1470;527;-69
-1209;-3599;-837.0;1067;-2001;-470.0;171;542;3599;-2001;-1209;419;-70
-1438;-3952;-665.0;1048;-267;-344.0;197;496;3952;-267;-1438;578;-71
-225;-4424;-644.0;381;1359;-460.0;675;565;4424;1359;-225;495;-72
-188;-5287;-849.0;-1561;2918;-334.0;2145;1516;5287;2918;-188;420;-42
-90;84;-122.0;42;20;-65.0;700;702;-84;20;-90;-10;-36
-37;42;-44.0;8;-28;-76.0;659;728;-42;-28;-37;26;-36
-56;123;16.0;20;-35;-38.0;683;722;-123;-35;-56;31;-36
-2251;-2579;-870.0;1105;-2420;-706.0;241;815;2579;-2420;-2251;282;-70
-1819;-2994;-550.0;983;-1662;-323.0;248;806;2994;-1662;-1819;392;-71
67;559;197.0;59;-269;66.0;645;722;-559;-269;67;-4;-32
-127;617;203.0;24;60;187.0;649;737;-617;60;-127;-81;-34
-311;1651;-13.0;28;1;79.0;591;783;-1651;1;-311;-65;-37
-258;2983;207.0;87;-185;76.0;515;790;-2983;-185;-258;151;-40
305;7311;84.0;-1031;-2183;663.0;2063;677;-7311;-2183;305;468;-81
11;59;-207.0;82;1;-368.0;651;664;-59;1;11;128;-28
133;3570;-557.0;167;-886;-410.0;389;881;-3570;-886;133;246;-47
2319;7880;-621.0;-523;-3394;-422.0;1353;829;-7880;-3394;2319;300;-67
2165;6873;-594.0;-1799;-2495;-406.0;2726;1081;-6873;-2495;2165;-163;-74
2845;-4086;-508.0;302;1522;-360.0;1014;-47;4086;1522;2845;1301;-61
4192;-3473;-281.0;164;4630;-255.0;1198;-75;3473;4630;4192;1248;-57
5014;-2662;-17.0;-584;6605;358.0;2108;-79;2662;6605;5014;885;-52
30;53;10.0;-204;-374;-548.0;774;948;-53;-374;30;41;-45
1230;-582;-87.0;-89;-972;140.0;728;827;582;-972;1230;169;-39
4576;-299;-115.0;228;-582;-58.0;395;788;299;-582;4576;216;-35
2781;82;-87.0;320;2762;-192.0;391;702;-82;2762;2781;183;-36
266;428;-21.0;-175;-184;-28.0;806;874;-428;-184;266;-139;-33
120;244;-41.0;65;-240;-35.0;649;700;-244;-240;120;-13;-33
99;254;-40.0;8;8;-41.0;659;742;-254;8;99;97;-34
18;175;-54.0;69;-74;-61.0;647;686;-175;-74;18;60;-34
37;141;-77.0;14;-20;-46.0;695;715;-141;-20;37;60;-35
3;95;-65.0;14;-21;-70.0;687;720;-95;-21;3;64;-35
