InertialMeasurementUnit L-SHOE EuX;InertialMeasurementUnit LUA magneticX;Accelerometer LH accZ;InertialMeasurementUnit RLA magneticZ;Accelerometer RKN^ accY;InertialMeasurementUnit RUA magneticZ;InertialMeasurementUnit LLA magneticZ;Accelerometer LH accX;Accelerometer LWR accZ;InertialMeasurementUnit R-SHOE EuY
116;?;-186.0;-56.0;1032.0;-80.0;?;367.0;534.0;-24
116;?;151.0;11.0;1041.0;-9.0;?;451.0;453.0;-24
116;450.0;287.0;78.0;1011.0;53.0;?;426.0;473.0;-24
116;507.0;371.0;149.0;1020.0;120.0;?;164.0;356.0;-24
116;556.0;524.0;209.0;1015.0;?;?;-233.0;184.0;-24
116;595.0;1479.0;263.0;1049.0;?;?;-598.0;-196.0;-24
116;632.0;1050.0;295.0;998.0;?;?;-226.0;14.0;-24
116;662.0;395.0;307.0;1017.0;?;?;91.0;319.0;-24
116;685.0;47.0;303.0;1054.0;?;367.0;311.0;671.0;-24
116;701.0;145.0;290.0;1028.0;?;365.0;184.0;783.0;-24
116;711.0;-224.0;279.0;1049.0;?;370.0;196.0;796.0;-24
116;714.0;18.0;270.0;1041.0;?;366.0;26.0;681.0;-24
116;717.0;320.0;269.0;1007.0;?;?;-42.0;517.0;-24
116;712.0;391.0;270.0;1024.0;?;?;-13.0;335.0;-24
116;712.0;219.0;266.0;1040.0;?;?;-65.0;317.0;?
116;716.0;398.0;260.0;1025.0;?;?;41.0;339.0;?
116;714.0;730.0;254.0;1019.0;?;?;81.0;251.0;-24
116;710.0;649.0;250.0;1030.0;?;?;305.0;207.0;?
116;703.0;770.0;?;1031.0;?;?;144.0;233.0;?
116;-219.0;-370.0;?;1026.0;?;?;292.0;711.0;?
?;?;-775.0;?;1041.0;?;?;465.0;802.0;?
?;?;-1091.0;?;1011.0;?;?;496.0;999.0;-24
?;?;-1087.0;?;1004.0;?;-168.0;560.0;1117.0;-24
116;?;-989.0;?;1051.0;?;-159.0;649.0;1066.0;-24
116;?;-853.0;?;1016.0;?;-144.0;676.0;1127.0;-24
116;?;-768.0;?;1042.0;?;-116.0;547.0;1078.0;-24
116;?;-704.0;?;1035.0;?;-90.0;500.0;1026.0;-24
116;?;-633.0;?;1020.0;?;-63.0;697.0;1065.0;-24
116;?;-451.0;?;1031.0;-438.0;-14.0;?;1062.0;-24
116;?;-410.0;?;1020.0;-390.0;45.0;926.0;1019.0;-24
116;?;-226.0;-290.0;1022.0;-322.0;116.0;744.0;931.0;-24
116;?;-74.0;-225.0;1018.0;-256.0;178.0;685.0;811.0;-24
116;?;46.0;-154.0;1029.0;-194.0;232.0;696.0;677.0;-24
116;317.0;225.0;-85.0;1033.0;-117.0;281.0;507.0;492.0;-24
116;390.0;328.0;-7.0;1027.0;-36.0;324.0;460.0;400.0;-24
116;462.0;385.0;71.0;1034.0;49.0;354.0;287.0;306.0;-24
116;520.0;308.0;135.0;1022.0;121.0;378.0;86.0;193.0;-24
116;566.0;1369.0;187.0;1027.0;178.0;?;-419.0;-68.0;-24
116;609.0;1458.0;226.0;1018.0;228.0;399.0;-45.0;111.0;-24
116;644.0;303.0;250.0;1019.0;269.0;403.0;408.0;334.0;-24
116;675.0;289.0;261.0;1036.0;290.0;403.0;223.0;518.0;-24
116;691.0;2.0;259.0;1034.0;297.0;402.0;104.0;689.0;-24
116;701.0;144.0;255.0;1021.0;292.0;409.0;37.0;548.0;-24
116;707.0;108.0;245.0;1021.0;284.0;403.0;82.0;514.0;-24
116;709.0;79.0;241.0;1021.0;274.0;393.0;-22.0;459.0;-24
116;703.0;140.0;234.0;1012.0;264.0;391.0;-50.0;332.0;-24
116;703.0;344.0;239.0;1041.0;263.0;397.0;-136.0;342.0;-24
?;708.0;520.0;243.0;1029.0;269.0;400.0;68.0;321.0;-24
?;707.0;852.0;243.0;1032.0;266.0;405.0;173.0;305.0;-24
?;704.0;1100.0;241.0;1044.0;260.0;414.0;333.0;288.0;-24
?;-191.0;-610.0;-555.0;1036.0;-522.0;-122.0;71.0;529.0;-24
?;-174.0;-394.0;-555.0;1048.0;-526.0;-110.0;17.0;512.0;-24
?;-146.0;-483.0;-554.0;1013.0;-533.0;-95.0;-32.0;357.0;-24
?;-101.0;-411.0;-553.0;1028.0;-540.0;-82.0;11.0;261.0;-24
?;?;112.0;-553.0;1032.0;-533.0;-59.0;159.0;329.0;-24
?;?;102.0;-557.0;1002.0;-515.0;-30.0;1122.0;530.0;-24
?;?;398.0;-570.0;1041.0;-496.0;15.0;1630.0;638.0;-24
?;?;631.0;-591.0;1004.0;-480.0;72.0;2102.0;666.0;-24
?;305.0;756.0;-620.0;1041.0;-474.0;159.0;1668.0;808.0;-24
?;386.0;636.0;-650.0;1062.0;-467.0;257.0;1696.0;1039.0;-24
?;445.0;780.0;-678.0;993.0;-467.0;344.0;1738.0;764.0;-24
?;504.0;852.0;-708.0;1033.0;-473.0;425.0;1668.0;717.0;-24
116;549.0;669.0;-733.0;1026.0;-480.0;492.0;1580.0;895.0;-24
116;575.0;510.0;-761.0;1038.0;-487.0;544.0;1395.0;867.0;-24
116;594.0;203.0;-788.0;1036.0;-487.0;551.0;1061.0;889.0;-24
116;610.0;-141.0;-809.0;1026.0;-482.0;546.0;770.0;794.0;?
116;624.0;-211.0;-838.0;1042.0;-466.0;537.0;718.0;711.0;?
116;634.0;-150.0;-860.0;1022.0;-455.0;538.0;710.0;680.0;?
116;636.0;-75.0;-886.0;1038.0;-445.0;528.0;669.0;629.0;?
117;637.0;51.0;-909.0;1032.0;-439.0;537.0;602.0;608.0;?
118;647.0;154.0;-929.0;1049.0;-440.0;559.0;523.0;588.0;?
118;644.0;212.0;-946.0;1041.0;-443.0;573.0;459.0;592.0;-24
116;641.0;223.0;-953.0;1020.0;-451.0;587.0;398.0;530.0;-24
115;629.0;198.0;-951.0;1024.0;-456.0;597.0;346.0;460.0;-24
114;622.0;164.0;-947.0;1039.0;-465.0;605.0;282.0;441.0;-24
113;627.0;148.0;-943.0;1018.0;-469.0;612.0;225.0;412.0;-24
113;621.0;71.0;-933.0;1038.0;-475.0;613.0;200.0;349.0;-24
111;614.0;88.0;-921.0;1034.0;-476.0;619.0;195.0;285.0;-24
110;599.0;101.0;-905.0;1035.0;-477.0;624.0;185.0;259.0;-24
?;594.0;155.0;-893.0;1038.0;-476.0;633.0;128.0;258.0;-24
?;592.0;167.0;-884.0;1050.0;-476.0;643.0;100.0;222.0;-24
?;582.0;95.0;-875.0;1037.0;-478.0;653.0;96.0;248.0;-24
107;575.0;63.0;-869.0;1036.0;-481.0;658.0;145.0;304.0;-24
107;564.0;45.0;-868.0;979.0;-491.0;660.0;187.0;296.0;-24
107;556.0;56.0;-869.0;1049.0;-496.0;662.0;?;309.0;-24
?;552.0;38.0;-870.0;989.0;-500.0;663.0;?;346.0;-24
106;549.0;1.0;-874.0;1130.0;-501.0;661.0;?;380.0;-24
106;547.0;-10.0;-878.0;786.0;-506.0;660.0;?;471.0;-24
105;552.0;1.0;-883.0;1337.0;?;661.0;420.0;479.0;-24
105;554.0;44.0;-884.0;1054.0;?;658.0;469.0;488.0;-24
106;554.0;62.0;-887.0;1102.0;?;662.0;503.0;471.0;-24
106;554.0;58.0;-889.0;977.0;?;656.0;?;505.0;-24
106;558.0;36.0;-891.0;961.0;?;646.0;?;568.0;-24
106;563.0;30.0;-892.0;?;?;631.0;520.0;556.0;-24
106;568.0;34.0;-895.0;?;?;624.0;508.0;505.0;-24
105;574.0;68.0;-896.0;?;?;615.0;489.0;495.0;-24
104;580.0;93.0;-897.0;?;?;609.0;454.0;501.0;-24
103;585.0;108.0;-898.0;?;-494.0;602.0;453.0;454.0;-24
103;589.0;-1.0;-899.0;?;-491.0;597.0;514.0;371.0;-24
103;596.0;133.0;-899.0;?;-487.0;597.0;444.0;231.0;-24
103;600.0;159.0;-899.0;?;-486.0;596.0;385.0;422.0;-24
102;602.0;113.0;-900.0;?;?;598.0;264.0;408.0;-24
103;603.0;108.0;-898.0;?;?;599.0;356.0;396.0;-24
100;601.0;172.0;-900.0;?;?;601.0;236.0;306.0;-24
98;600.0;51.0;-901.0;1021.0;?;604.0;395.0;375.0;-24
99;598.0;234.0;-901.0;995.0;-513.0;601.0;434.0;435.0;-24
100;596.0;382.0;-903.0;963.0;-520.0;604.0;532.0;337.0;-24
100;592.0;191.0;-904.0;967.0;-522.0;612.0;669.0;301.0;-24
100;575.0;-97.0;-905.0;936.0;-534.0;?;496.0;527.0;-24
100;561.0;-293.0;-903.0;948.0;-540.0;?;269.0;670.0;-24
100;544.0;-275.0;-899.0;?;-538.0;?;92.0;516.0;-24
100;527.0;-216.0;-892.0;?;-535.0;?;183.0;450.0;-24
100;522.0;-54.0;-888.0;?;-526.0;?;355.0;512.0;-24
100;517.0;-9.0;-882.0;?;-517.0;?;349.0;457.0;-24
100;510.0;18.0;-880.0;?;-507.0;?;260.0;472.0;-24
100;506.0;16.0;-882.0;?;-504.0;?;263.0;483.0;-24
100;499.0;60.0;-886.0;?;-502.0;657.0;317.0;456.0;-24
100;494.0;97.0;-889.0;?;-502.0;653.0;336.0;402.0;?
100;494.0;139.0;?;?;-500.0;641.0;350.0;396.0;?
100;494.0;152.0;?;?;-496.0;634.0;331.0;349.0;?
100;499.0;152.0;?;?;-490.0;632.0;333.0;389.0;?
100;504.0;153.0;-909.0;?;-486.0;629.0;375.0;387.0;?
100;514.0;176.0;-915.0;1230.0;-483.0;626.0;426.0;389.0;?
101;517.0;?;-919.0;761.0;-476.0;632.0;445.0;393.0;?
101;527.0;?;-921.0;?;-472.0;624.0;455.0;409.0;?
101;532.0;?;-922.0;?;-468.0;614.0;463.0;437.0;?
102;541.0;?;-921.0;?;-466.0;611.0;487.0;417.0;?
102;546.0;?;-920.0;?;-464.0;602.0;487.0;421.0;?
102;551.0;?;-915.0;?;-461.0;596.0;?;432.0;-24
102;557.0;?;-915.0;?;-457.0;595.0;?;452.0;-24
103;559.0;?;-914.0;?;?;592.0;?;453.0;-24
103;563.0;?;-910.0;?;?;593.0;?;463.0;-24
103;566.0;?;-910.0;?;?;593.0;?;439.0;-24
104;566.0;?;-909.0;?;?;592.0;?;424.0;-24
104;567.0;?;-907.0;?;?;590.0;?;420.0;-24
103;567.0;?;?;?;?;590.0;?;?;-24
103;567.0;?;?;?;?;590.0;?;?;-24
103;565.0;?;?;?;?;590.0;?;?;-24
103;562.0;?;?;?;?;593.0;?;?;-24
103;562.0;161.0;?;1009.0;?;592.0;?;?;-24
103;560.0;127.0;?;1030.0;?;592.0;?;?;-24
104;556.0;73.0;?;1088.0;?;591.0;293.0;?;-24
104;554.0;21.0;?;1098.0;?;589.0;297.0;?;-24
104;550.0;20.0;?;1038.0;?;590.0;274.0;412.0;-24
104;548.0;25.0;?;1031.0;-510.0;592.0;305.0;406.0;-24
?;547.0;29.0;?;995.0;-512.0;596.0;333.0;394.0;-24
?;548.0;51.0;?;989.0;-512.0;597.0;360.0;424.0;-24
?;550.0;50.0;?;1007.0;-513.0;602.0;392.0;422.0;-24
?;549.0;58.0;?;971.0;-514.0;598.0;387.0;419.0;-24
?;550.0;79.0;?;?;-514.0;600.0;398.0;436.0;-24
?;550.0;91.0;-880.0;?;-511.0;601.0;407.0;408.0;-24
?;552.0;81.0;-878.0;?;-507.0;597.0;418.0;463.0;-24
?;555.0;72.0;-879.0;?;-505.0;595.0;417.0;413.0;-24
?;554.0;78.0;-882.0;?;-504.0;593.0;416.0;449.0;-24
?;557.0;83.0;-881.0;?;-504.0;590.0;304.0;344.0;-24
106;?;?;-882.0;?;-503.0;591.0;248.0;273.0;-24
107;?;?;-884.0;?;-507.0;594.0;391.0;497.0;-25
107;?;?;-884.0;?;-507.0;598.0;505.0;408.0;-25
107;?;?;-887.0;987.0;-507.0;601.0;611.0;356.0;-25
107;?;-7.0;-888.0;1002.0;-512.0;605.0;470.0;560.0;-25
107;558.0;-203.0;-889.0;1000.0;-516.0;604.0;?;633.0;-24
107;552.0;-201.0;-885.0;?;-513.0;602.0;?;548.0;-24
107;543.0;-94.0;-884.0;985.0;-520.0;608.0;?;463.0;-24
107;539.0;-21.0;-877.0;976.0;-525.0;606.0;?;484.0;-24
107;538.0;-52.0;-873.0;993.0;-527.0;606.0;?;495.0;-24
107;536.0;-74.0;-868.0;961.0;-531.0;612.0;?;494.0;-24
107;534.0;?;-865.0;939.0;-532.0;619.0;?;415.0;-24
107;534.0;?;-863.0;962.0;-537.0;626.0;?;396.0;-24
107;531.0;?;-863.0;951.0;-543.0;625.0;?;414.0;-24
107;529.0;?;-861.0;951.0;-548.0;622.0;?;458.0;-24
107;530.0;?;?;995.0;-547.0;620.0;353.0;427.0;-24
107;531.0;?;?;558.0;-548.0;614.0;378.0;429.0;-24
107;534.0;?;?;1366.0;-543.0;607.0;383.0;434.0;-24
107;534.0;?;?;1511.0;-541.0;601.0;387.0;426.0;-24
107;535.0;?;?;731.0;-540.0;597.0;396.0;425.0;-24
106;539.0;?;?;1361.0;-540.0;595.0;388.0;391.0;-24
106;544.0;?;?;739.0;-540.0;593.0;382.0;431.0;-24
105;551.0;?;?;1242.0;-539.0;592.0;395.0;415.0;-24
105;557.0;?;?;929.0;-540.0;592.0;418.0;414.0;-24
105;563.0;?;?;1043.0;-542.0;589.0;438.0;404.0;-24
105;565.0;63.0;-885.0;1002.0;-541.0;589.0;430.0;427.0;?
105;572.0;78.0;-887.0;998.0;-542.0;589.0;?;432.0;?
105;575.0;91.0;-887.0;964.0;-542.0;590.0;?;439.0;-24
105;580.0;61.0;-886.0;1030.0;-540.0;591.0;?;455.0;-24
105;583.0;97.0;-886.0;1031.0;-539.0;587.0;?;449.0;-24
106;586.0;142.0;-886.0;1021.0;-538.0;588.0;?;435.0;-24
106;588.0;148.0;?;1008.0;-536.0;587.0;?;413.0;-24
107;585.0;154.0;?;999.0;-535.0;583.0;?;392.0;-24
107;583.0;119.0;?;1062.0;-535.0;582.0;?;380.0;-24
107;580.0;128.0;?;1035.0;-535.0;586.0;?;393.0;-24
107;579.0;58.0;?;1056.0;-535.0;588.0;?;399.0;-24
107;574.0;40.0;-884.0;1026.0;-535.0;592.0;313.0;423.0;-24
?;572.0;2.0;-881.0;1051.0;-535.0;595.0;308.0;414.0;-24
?;568.0;4.0;-880.0;1065.0;-536.0;594.0;285.0;424.0;-24
?;564.0;39.0;-880.0;1058.0;-533.0;597.0;284.0;404.0;-24
?;564.0;54.0;-880.0;1014.0;-533.0;594.0;258.0;403.0;-24
?;561.0;79.0;-878.0;1017.0;-529.0;594.0;260.0;381.0;-24
?;559.0;89.0;-880.0;1029.0;-527.0;592.0;255.0;359.0;-24
?;555.0;92.0;-883.0;995.0;-524.0;588.0;252.0;333.0;-24
?;555.0;61.0;-881.0;973.0;-520.0;585.0;302.0;373.0;-24
?;556.0;60.0;-882.0;972.0;-518.0;583.0;343.0;396.0;-24
?;557.0;52.0;-882.0;982.0;-516.0;581.0;361.0;417.0;-23
?;558.0;73.0;-884.0;1010.0;-511.0;578.0;401.0;420.0;-24
?;559.0;56.0;-885.0;992.0;-506.0;?;375.0;428.0;?
?;562.0;87.0;-887.0;1010.0;-498.0;?;374.0;389.0;?
?;564.0;77.0;?;986.0;-490.0;?;348.0;419.0;?
103;563.0;134.0;?;994.0;-487.0;?;217.0;230.0;?
98;563.0;269.0;?;982.0;-484.0;?;310.0;374.0;?
96;568.0;319.0;?;968.0;-487.0;?;408.0;348.0;-24
97;571.0;302.0;?;980.0;-490.0;?;531.0;314.0;-24
97;573.0;68.0;?;993.0;-495.0;?;543.0;494.0;-24
97;571.0;-105.0;?;983.0;-507.0;?;376.0;701.0;-24
97;566.0;-240.0;?;987.0;-507.0;?;296.0;496.0;?
97;563.0;-194.0;?;986.0;-509.0;?;373.0;500.0;?
97;556.0;-33.0;?;972.0;-508.0;?;342.0;515.0;?
97;553.0;29.0;?;964.0;-505.0;?;230.0;500.0;?
97;550.0;-16.0;?;952.0;-499.0;?;169.0;507.0;?
97;547.0;-20.0;?;1009.0;-498.0;?;?;448.0;?
97;543.0;53.0;-871.0;978.0;-495.0;?;?;364.0;?
97;540.0;74.0;-866.0;913.0;-498.0;?;?;351.0;?
97;540.0;100.0;-863.0;920.0;-504.0;?;275.0;375.0;-23
97;538.0;90.0;-864.0;928.0;-509.0;576.0;256.0;384.0;-23
97;539.0;59.0;-865.0;944.0;-510.0;575.0;277.0;399.0;-23
97;536.0;53.0;-869.0;628.0;-513.0;575.0;307.0;397.0;-23
97;535.0;80.0;-871.0;1872.0;-508.0;572.0;336.0;393.0;-23
97;535.0;99.0;-874.0;1108.0;-504.0;570.0;334.0;414.0;-23
97;537.0;121.0;-879.0;789.0;-504.0;566.0;335.0;413.0;-23
97;541.0;139.0;-885.0;1341.0;-502.0;565.0;363.0;404.0;-23
97;545.0;85.0;-891.0;799.0;-502.0;567.0;397.0;400.0;-23
98;548.0;108.0;-898.0;1138.0;-500.0;564.0;381.0;386.0;-23
99;551.0;111.0;-902.0;997.0;-498.0;566.0;379.0;428.0;-23
99;556.0;91.0;-909.0;1022.0;-498.0;565.0;399.0;455.0;-23
99;560.0;91.0;-912.0;1014.0;-498.0;568.0;412.0;432.0;-23
101;569.0;90.0;-916.0;925.0;-502.0;567.0;452.0;452.0;-23
101;574.0;92.0;-917.0;1002.0;-502.0;566.0;450.0;452.0;-23
102;577.0;85.0;-917.0;999.0;-505.0;565.0;423.0;448.0;-23
102;579.0;70.0;-919.0;1016.0;-506.0;566.0;437.0;456.0;-23
103;583.0;91.0;-919.0;1011.0;-506.0;568.0;465.0;484.0;-23
104;586.0;103.0;-918.0;996.0;-503.0;563.0;458.0;435.0;-23
104;587.0;103.0;-916.0;1019.0;-503.0;562.0;432.0;429.0;-23
105;589.0;119.0;-914.0;977.0;-502.0;562.0;398.0;443.0;-23
106;?;74.0;-909.0;1026.0;-501.0;562.0;376.0;424.0;-23
107;?;76.0;?;1085.0;-499.0;560.0;353.0;405.0;-23
107;?;107.0;?;1056.0;-500.0;560.0;350.0;411.0;-23
107;?;71.0;?;1017.0;-502.0;561.0;318.0;411.0;-23
107;?;100.0;?;983.0;-504.0;558.0;273.0;423.0;-23
107;573.0;81.0;?;1037.0;-506.0;558.0;272.0;365.0;-23
106;569.0;112.0;?;?;-506.0;554.0;273.0;356.0;-23
106;562.0;109.0;?;?;-503.0;547.0;268.0;334.0;-23
106;557.0;110.0;?;?;-499.0;545.0;240.0;343.0;-23
106;556.0;64.0;-892.0;?;-493.0;544.0;213.0;333.0;-23
106;551.0;33.0;-893.0;?;-492.0;544.0;184.0;332.0;?
106;549.0;77.0;-892.0;?;-494.0;546.0;198.0;346.0;-23
?;546.0;91.0;-891.0;?;-496.0;543.0;242.0;325.0;-23
?;547.0;57.0;-891.0;?;?;542.0;294.0;364.0;-23
?;546.0;19.0;-890.0;950.0;?;546.0;296.0;392.0;-23
?;547.0;52.0;-890.0;979.0;?;548.0;?;404.0;-23
?;549.0;16.0;-888.0;969.0;?;547.0;?;404.0;-23
?;551.0;-4.0;-888.0;959.0;?;549.0;?;421.0;-23
?;554.0;-6.0;-888.0;944.0;?;544.0;?;452.0;-23
?;557.0;44.0;-887.0;980.0;?;542.0;?;481.0;-23
?;560.0;216.0;-887.0;982.0;?;539.0;?;354.0;-23
?;566.0;253.0;-884.0;1004.0;?;536.0;?;534.0;-23
?;572.0;325.0;-884.0;974.0;?;532.0;?;419.0;-24
?;576.0;254.0;-882.0;996.0;?;527.0;?;386.0;-24
?;574.0;46.0;-880.0;1010.0;?;521.0;?;566.0;-24
104;571.0;-153.0;-880.0;1021.0;?;511.0;?;652.0;-24
104;563.0;-168.0;-880.0;1012.0;?;510.0;?;479.0;-23
104;553.0;-27.0;-879.0;1030.0;-473.0;510.0;?;485.0;-23
104;546.0;59.0;-874.0;1007.0;-467.0;510.0;?;499.0;-23
104;541.0;33.0;-871.0;981.0;-458.0;509.0;?;493.0;-23
104;532.0;13.0;-870.0;970.0;-451.0;510.0;?;458.0;-23
104;523.0;10.0;-873.0;997.0;-442.0;513.0;?;435.0;-23
103;512.0;63.0;-874.0;961.0;-434.0;509.0;?;373.0;-23
104;505.0;73.0;-878.0;909.0;-434.0;502.0;?;335.0;-23
104;496.0;69.0;-882.0;893.0;-436.0;501.0;?;335.0;-23
104;489.0;82.0;-882.0;882.0;-438.0;?;177.0;348.0;-23
104;481.0;61.0;-881.0;870.0;-440.0;505.0;223.0;353.0;-23
104;?;70.0;-882.0;727.0;-443.0;513.0;225.0;344.0;-23
103;?;29.0;-885.0;1993.0;-444.0;516.0;307.0;?;-23
103;?;42.0;?;692.0;-444.0;520.0;350.0;?;-23
103;?;43.0;?;1421.0;-448.0;?;384.0;?;-23
103;?;49.0;?;906.0;-449.0;?;451.0;?;-23
103;?;43.0;?;1104.0;-449.0;?;507.0;?;-23
103;?;52.0;?;1041.0;-447.0;?;529.0;?;-23
104;?;76.0;?;999.0;-445.0;?;497.0;?;-23
104;?;62.0;?;957.0;-440.0;?;492.0;?;-23
104;?;76.0;?;1030.0;-439.0;?;482.0;?;-23
108;?;113.0;?;935.0;-439.0;?;457.0;?;-23
109;?;123.0;?;1043.0;-436.0;?;439.0;?;?
110;?;142.0;?;996.0;-434.0;?;423.0;?;?
111;553.0;157.0;?;1044.0;-436.0;?;409.0;?;?
112;560.0;173.0;-904.0;1022.0;-440.0;?;391.0;?;-23
112;570.0;143.0;-905.0;1032.0;-445.0;?;379.0;?;-23
112;574.0;121.0;-903.0;1000.0;-450.0;?;378.0;?;-23
112;578.0;80.0;-902.0;1023.0;-455.0;504.0;346.0;403.0;-23
112;579.0;111.0;-900.0;1033.0;-461.0;503.0;280.0;366.0;-23
112;?;137.0;-898.0;1029.0;-466.0;505.0;236.0;?;-23
112;577.0;90.0;-892.0;1041.0;-469.0;506.0;297.0;?;?
112;577.0;82.0;?;1011.0;-470.0;507.0;291.0;?;?
112;577.0;?;?;1031.0;-472.0;505.0;307.0;374.0;?
111;575.0;?;?;1018.0;-475.0;506.0;306.0;364.0;?
111;572.0;98.0;?;1008.0;-478.0;510.0;273.0;382.0;?
112;566.0;112.0;?;972.0;?;?;254.0;383.0;?
112;564.0;82.0;-879.0;1003.0;?;?;217.0;404.0;?
112;560.0;18.0;-878.0;1041.0;?;502.0;243.0;384.0;?
112;556.0;?;-876.0;1022.0;?;501.0;219.0;394.0;?
112;555.0;?;-875.0;1007.0;?;503.0;243.0;384.0;?
112;554.0;1.0;-877.0;1075.0;?;509.0;299.0;380.0;?
112;556.0;40.0;-874.0;1005.0;?;515.0;311.0;384.0;?
112;557.0;72.0;-874.0;965.0;?;518.0;321.0;434.0;?
111;558.0;100.0;-872.0;1010.0;?;518.0;336.0;427.0;?
109;560.0;82.0;-874.0;965.0;?;515.0;?;400.0;?
109;559.0;?;-874.0;954.0;?;509.0;?;401.0;?
108;560.0;?;-875.0;960.0;?;505.0;?;?;-24
106;562.0;?;-872.0;982.0;?;500.0;?;?;-24
104;565.0;?;-869.0;934.0;?;498.0;?;?;-24
102;569.0;36.0;-868.0;975.0;?;497.0;?;?;-24
101;574.0;42.0;-866.0;967.0;-474.0;496.0;?;?;-23
98;577.0;177.0;-865.0;984.0;-476.0;492.0;?;?;-24
97;580.0;318.0;-863.0;1041.0;-475.0;490.0;?;?;-24
99;580.0;316.0;-861.0;991.0;-479.0;483.0;?;?;-24
99;580.0;195.0;-860.0;972.0;-482.0;478.0;?;?;-24
99;570.0;-33.0;-857.0;987.0;-482.0;474.0;?;641.0;-24
99;559.0;-203.0;-858.0;993.0;-481.0;470.0;?;613.0;-24
99;545.0;-214.0;-856.0;974.0;-474.0;474.0;?;488.0;-24
99;531.0;-55.0;-857.0;958.0;-465.0;478.0;255.0;468.0;-24
99;518.0;84.0;-856.0;1014.0;-450.0;471.0;307.0;465.0;-24
99;505.0;131.0;-854.0;976.0;-433.0;459.0;474.0;580.0;-24
99;494.0;51.0;-853.0;988.0;?;448.0;746.0;651.0;-24
99;486.0;-14.0;-852.0;983.0;?;446.0;?;810.0;-24
99;478.0;-132.0;-854.0;962.0;?;447.0;?;881.0;?
99;475.0;-83.0;-860.0;899.0;?;447.0;?;882.0;?
99;475.0;14.0;-864.0;823.0;?;445.0;?;964.0;?
99;484.0;140.0;-866.0;863.0;?;458.0;1432.0;931.0;?
99;493.0;262.0;-869.0;846.0;?;476.0;1469.0;900.0;?
99;501.0;405.0;-874.0;974.0;?;487.0;1340.0;799.0;-24
99;503.0;370.0;-878.0;1610.0;?;492.0;1075.0;703.0;-24
99;501.0;311.0;-880.0;968.0;?;504.0;956.0;588.0;-24
99;499.0;344.0;-882.0;1007.0;?;503.0;988.0;428.0;-24
99;494.0;362.0;-879.0;1126.0;?;493.0;755.0;345.0;-24
99;484.0;385.0;-875.0;977.0;?;480.0;700.0;345.0;-24
99;474.0;305.0;-870.0;1110.0;-481.0;450.0;641.0;226.0;-24
99;453.0;275.0;-862.0;907.0;-490.0;417.0;460.0;253.0;-24
99;436.0;6.0;-857.0;1054.0;-495.0;372.0;383.0;284.0;-24
99;421.0;-405.0;-851.0;1030.0;-497.0;323.0;95.0;337.0;-24
99;401.0;-707.0;-850.0;989.0;-501.0;267.0;253.0;301.0;-24
99;377.0;-680.0;-847.0;980.0;-500.0;209.0;253.0;229.0;-24
99;349.0;-842.0;-843.0;1001.0;-500.0;149.0;42.0;168.0;-24
99;323.0;-700.0;-840.0;1013.0;-500.0;?;118.0;214.0;-24
99;302.0;-607.0;-837.0;1014.0;-502.0;?;103.0;206.0;-24
99;281.0;-551.0;-838.0;985.0;-506.0;?;250.0;271.0;-24
99;266.0;-620.0;-837.0;1028.0;-508.0;?;380.0;276.0;?
99;261.0;-555.0;-838.0;1013.0;-510.0;?;520.0;335.0;?
