Accelerometer LUA^ accZ;InertialMeasurementUnit BACK accY;InertialMeasurementUnit BACK accZ;InertialMeasurementUnit LUA accZ;InertialMeasurementUnit BACK accX;InertialMeasurementUnit BACK magneticX;Accelerometer HIP accZ;Accelerometer HIP accX;Accelerometer BACK accY
242.0;-118.0;106.0;169.0;-993.0;506.0;432.0;-58.0;877.0
264.0;-136.0;95.0;178.0;-984.0;506.0;446.0;-20.0;896.0
276.0;-139.0;112.0;185.0;-979.0;507.0;408.0;-47.0;897.0
261.0;-121.0;94.0;176.0;-994.0;508.0;405.0;-49.0;917.0
278.0;-126.0;98.0;173.0;-994.0;508.0;415.0;-69.0;908.0
232.0;-124.0;105.0;185.0;-983.0;507.0;413.0;-71.0;903.0
262.0;-143.0;113.0;192.0;-987.0;509.0;409.0;-85.0;901.0
252.0;-115.0;92.0;177.0;-993.0;509.0;436.0;-39.0;885.0
242.0;-142.0;97.0;180.0;-985.0;508.0;422.0;-20.0;900.0
245.0;-151.0;110.0;187.0;-978.0;508.0;425.0;-57.0;910.0
242.0;-136.0;115.0;170.0;-989.0;510.0;410.0;-76.0;865.0
253.0;-169.0;119.0;177.0;-978.0;514.0;425.0;-75.0;906.0
245.0;-140.0;109.0;187.0;-987.0;514.0;436.0;-64.0;899.0
253.0;-132.0;107.0;191.0;-986.0;515.0;430.0;-51.0;885.0
265.0;-143.0;115.0;193.0;-979.0;513.0;419.0;-65.0;895.0
256.0;-132.0;121.0;185.0;-995.0;515.0;455.0;-80.0;903.0
271.0;-153.0;113.0;182.0;-977.0;516.0;463.0;-55.0;895.0
324.0;-161.0;93.0;215.0;-965.0;511.0;402.0;-59.0;917.0
298.0;-154.0;102.0;162.0;-991.0;512.0;420.0;-42.0;897.0
334.0;-141.0;75.0;189.0;-997.0;511.0;410.0;-46.0;922.0
309.0;-141.0;82.0;208.0;-968.0;512.0;415.0;-55.0;914.0
256.0;-150.0;73.0;193.0;-989.0;513.0;426.0;-54.0;904.0
302.0;-150.0;84.0;190.0;-985.0;511.0;426.0;-54.0;901.0
266.0;-140.0;98.0;178.0;-1004.0;510.0;405.0;-44.0;884.0
284.0;-143.0;93.0;176.0;-991.0;511.0;404.0;-28.0;900.0
242.0;-142.0;76.0;183.0;-988.0;511.0;413.0;-40.0;916.0
241.0;-140.0;92.0;198.0;-981.0;511.0;414.0;-21.0;908.0
301.0;-138.0;91.0;175.0;-986.0;509.0;425.0;-47.0;901.0
289.0;-154.0;81.0;182.0;-990.0;509.0;415.0;-49.0;885.0
254.0;-126.0;90.0;181.0;-994.0;507.0;414.0;-68.0;893.0
291.0;-145.0;82.0;190.0;-984.0;508.0;408.0;-7.0;879.0
262.0;-135.0;82.0;185.0;-980.0;509.0;446.0;-14.0;904.0
277.0;-143.0;83.0;175.0;-982.0;509.0;420.0;-21.0;890.0
255.0;-146.0;81.0;180.0;-988.0;505.0;425.0;-19.0;893.0
281.0;-153.0;75.0;191.0;-982.0;511.0;468.0;-33.0;905.0
254.0;-150.0;65.0;198.0;-985.0;509.0;455.0;-11.0;902.0
256.0;-153.0;78.0;195.0;-978.0;513.0;451.0;-22.0;904.0
254.0;-152.0;78.0;184.0;-981.0;514.0;422.0;-45.0;904.0
284.0;-151.0;80.0;186.0;-1002.0;513.0;424.0;-30.0;916.0
264.0;-154.0;76.0;191.0;-987.0;512.0;425.0;-17.0;909.0
267.0;-157.0;79.0;201.0;-986.0;513.0;425.0;-11.0;908.0
274.0;-150.0;77.0;193.0;-987.0;512.0;461.0;-10.0;909.0
262.0;-151.0;79.0;188.0;-984.0;514.0;444.0;-47.0;904.0
287.0;-149.0;79.0;184.0;-986.0;516.0;433.0;-19.0;901.0
260.0;-149.0;72.0;186.0;-988.0;515.0;434.0;-17.0;919.0
235.0;-157.0;75.0;188.0;-982.0;516.0;455.0;-12.0;897.0
274.0;-143.0;78.0;186.0;-994.0;513.0;417.0;-27.0;900.0
270.0;-158.0;76.0;184.0;-982.0;514.0;415.0;-39.0;913.0
287.0;-152.0;76.0;193.0;-989.0;515.0;424.0;-40.0;914.0
267.0;-155.0;78.0;191.0;-990.0;513.0;428.0;-23.0;923.0
274.0;-155.0;70.0;176.0;-990.0;513.0;442.0;-5.0;913.0
274.0;-161.0;66.0;183.0;-980.0;513.0;408.0;-31.0;905.0
225.0;-151.0;110.0;198.0;-979.0;513.0;425.0;-49.0;896.0
237.0;-147.0;105.0;188.0;-973.0;513.0;407.0;-18.0;886.0
260.0;-160.0;113.0;198.0;-974.0;534.0;485.0;-30.0;895.0
243.0;-143.0;117.0;192.0;-972.0;534.0;458.0;-58.0;905.0
270.0;-137.0;119.0;171.0;-981.0;518.0;475.0;-59.0;905.0
294.0;-138.0;125.0;179.0;-985.0;517.0;465.0;-50.0;890.0
277.0;-142.0;118.0;187.0;-979.0;516.0;457.0;-69.0;889.0
264.0;-145.0;124.0;171.0;-984.0;518.0;463.0;-57.0;889.0
269.0;-148.0;126.0;171.0;-986.0;518.0;438.0;-50.0;887.0
295.0;-146.0;125.0;178.0;-985.0;518.0;439.0;-59.0;877.0
257.0;-133.0;120.0;180.0;-985.0;516.0;458.0;-19.0;905.0
264.0;-134.0;116.0;186.0;-985.0;517.0;457.0;-3.0;895.0
243.0;-130.0;110.0;194.0;-987.0;517.0;448.0;-30.0;903.0
240.0;-291.0;82.0;175.0;-976.0;455.0;320.0;-49.0;867.0
317.0;-259.0;233.0;166.0;-911.0;357.0;315.0;-58.0;751.0
415.0;-61.0;316.0;377.0;-948.0;362.0;431.0;-72.0;741.0
438.0;-57.0;307.0;305.0;-956.0;367.0;453.0;-65.0;737.0
449.0;-50.0;302.0;290.0;-952.0;369.0;442.0;-75.0;725.0
132.0;-224.0;178.0;254.0;-1100.0;342.0;405.0;-38.0;826.0
346.0;-211.0;140.0;342.0;-964.0;516.0;322.0;-46.0;904.0
148.0;-131.0;156.0;323.0;-1093.0;530.0;202.0;37.0;810.0
105.0;-109.0;153.0;302.0;-1069.0;529.0;216.0;1.0;731.0
252.0;-264.0;145.0;228.0;-857.0;447.0;470.0;49.0;791.0
218.0;-216.0;332.0;328.0;-858.0;487.0;332.0;11.0;798.0
204.0;-102.0;334.0;380.0;-837.0;493.0;324.0;20.0;752.0
266.0;-163.0;321.0;201.0;-1033.0;434.0;515.0;69.0;784.0
300.0;-248.0;311.0;231.0;-989.0;441.0;550.0;91.0;804.0
203.0;-214.0;379.0;248.0;-1095.0;509.0;357.0;-67.0;940.0
123.0;-203.0;391.0;256.0;-908.0;488.0;193.0;-36.0;705.0
91.0;-232.0;404.0;254.0;-913.0;487.0;203.0;-58.0;709.0
45.0;-236.0;399.0;239.0;-911.0;487.0;200.0;-48.0;708.0
79.0;-247.0;240.0;237.0;-815.0;352.0;304.0;-22.0;713.0
4.0;-209.0;393.0;264.0;-892.0;486.0;235.0;-37.0;652.0
178.0;-175.0;99.0;285.0;-961.0;533.0;273.0;68.0;953.0
108.0;-322.0;104.0;265.0;-977.0;561.0;290.0;19.0;868.0
130.0;-321.0;101.0;221.0;-993.0;572.0;324.0;-27.0;817.0
285.0;-274.0;115.0;194.0;-811.0;569.0;430.0;41.0;896.0
273.0;-177.0;129.0;181.0;-999.0;414.0;508.0;-93.0;882.0
275.0;-234.0;102.0;186.0;-1015.0;414.0;475.0;-104.0;862.0
285.0;-184.0;82.0;143.0;-985.0;418.0;439.0;-87.0;860.0
264.0;-26.0;98.0;170.0;-962.0;400.0;504.0;-107.0;764.0
354.0;-237.0;3.0;248.0;-932.0;547.0;303.0;-45.0;792.0
101.0;-202.0;125.0;209.0;-1034.0;663.0;234.0;-51.0;749.0
266.0;-204.0;58.0;223.0;-978.0;401.0;464.0;27.0;876.0
262.0;-203.0;59.0;224.0;-977.0;401.0;441.0;14.0;884.0
255.0;-201.0;62.0;215.0;-980.0;401.0;485.0;18.0;873.0
274.0;-155.0;345.0;297.0;-890.0;267.0;265.0;36.0;784.0
191.0;-206.0;325.0;338.0;-908.0;262.0;320.0;-47.0;742.0
273.0;-200.0;65.0;218.0;-979.0;401.0;462.0;21.0;875.0
289.0;-195.0;61.0;218.0;-979.0;400.0;431.0;17.0;880.0
275.0;-198.0;55.0;215.0;-990.0;399.0;455.0;29.0;875.0
260.0;-209.0;72.0;248.0;-976.0;405.0;472.0;27.0;893.0
357.0;-204.0;239.0;214.0;-952.0;395.0;524.0;0.0;870.0
222.0;-76.0;263.0;277.0;-977.0;406.0;334.0;-19.0;781.0
223.0;-77.0;268.0;280.0;-961.0;408.0;340.0;-7.0;823.0
188.0;-80.0;263.0;284.0;-931.0;406.0;366.0;-75.0;859.0
159.0;-85.0;262.0;256.0;-911.0;409.0;380.0;-106.0;855.0
163.0;-95.0;264.0;243.0;-922.0;412.0;311.0;-142.0;786.0
145.0;-95.0;248.0;228.0;-972.0;413.0;302.0;-139.0;744.0
180.0;-129.0;295.0;250.0;-991.0;421.0;354.0;-88.0;755.0
187.0;-139.0;285.0;261.0;-1033.0;426.0;363.0;-76.0;790.0
189.0;-144.0;304.0;292.0;-974.0;426.0;340.0;-34.0;797.0
201.0;-124.0;285.0;307.0;-926.0;424.0;357.0;-6.0;829.0
200.0;-114.0;276.0;289.0;-911.0;424.0;389.0;-5.0;817.0
138.0;-132.0;291.0;320.0;-952.0;427.0;352.0;-34.0;790.0
162.0;-128.0;287.0;312.0;-948.0;425.0;342.0;-28.0;790.0
114.0;-123.0;289.0;306.0;-951.0;427.0;342.0;-35.0;791.0
114.0;-133.0;289.0;303.0;-950.0;424.0;331.0;-53.0;786.0
152.0;-145.0;291.0;292.0;-948.0;425.0;339.0;-43.0;779.0
186.0;-141.0;277.0;274.0;-942.0;422.0;339.0;-39.0;813.0
179.0;-133.0;272.0;273.0;-941.0;423.0;341.0;-22.0;791.0
161.0;-135.0;268.0;267.0;-953.0;425.0;337.0;-37.0;811.0
160.0;-133.0;268.0;278.0;-964.0;424.0;314.0;-39.0;817.0
180.0;-144.0;265.0;284.0;-954.0;431.0;292.0;-7.0;814.0
183.0;-118.0;259.0;267.0;-967.0;431.0;323.0;-12.0;815.0
346.0;-219.0;241.0;229.0;-953.0;392.0;545.0;7.0;900.0
278.0;-206.0;75.0;241.0;-985.0;407.0;466.0;14.0;892.0
39.0;-186.0;374.0;238.0;-893.0;334.0;354.0;-127.0;717.0
33.0;-221.0;378.0;276.0;-908.0;335.0;342.0;-84.0;693.0
98.0;-155.0;344.0;272.0;-914.0;334.0;380.0;-36.0;669.0
254.0;-202.0;75.0;237.0;-977.0;409.0;454.0;8.0;897.0
291.0;-202.0;76.0;225.0;-980.0;410.0;442.0;17.0;879.0
275.0;-198.0;74.0;226.0;-984.0;411.0;445.0;15.0;882.0
241.0;-201.0;194.0;328.0;-963.0;527.0;297.0;-64.0;671.0
212.0;-185.0;196.0;344.0;-968.0;523.0;286.0;-55.0;678.0
235.0;-187.0;192.0;353.0;-985.0;518.0;306.0;-110.0;681.0
214.0;-211.0;189.0;329.0;-1000.0;510.0;294.0;-149.0;691.0
265.0;-217.0;174.0;312.0;-983.0;502.0;295.0;-165.0;674.0
27.0;-219.0;247.0;316.0;-895.0;488.0;156.0;-59.0;637.0
192.0;-288.0;364.0;265.0;-888.0;414.0;285.0;-148.0;704.0
85.0;-260.0;224.0;361.0;-952.0;511.0;312.0;-77.0;725.0
187.0;-121.0;92.0;176.0;-977.0;588.0;451.0;-28.0;867.0
269.0;-174.0;79.0;329.0;-981.0;583.0;435.0;-14.0;867.0
371.0;-195.0;109.0;271.0;-975.0;563.0;439.0;-16.0;885.0
354.0;-247.0;122.0;362.0;-967.0;535.0;432.0;13.0;869.0
361.0;-247.0;129.0;344.0;-963.0;533.0;475.0;41.0;865.0
376.0;-249.0;134.0;345.0;-963.0;533.0;442.0;5.0;876.0
340.0;-255.0;133.0;340.0;-959.0;531.0;434.0;33.0;857.0
419.0;-276.0;143.0;361.0;-952.0;523.0;405.0;12.0;819.0
412.0;-277.0;148.0;355.0;-952.0;522.0;441.0;18.0;823.0
412.0;-276.0;149.0;352.0;-950.0;523.0;425.0;22.0;837.0
387.0;-277.0;150.0;351.0;-945.0;520.0;439.0;15.0;826.0
397.0;-280.0;147.0;356.0;-946.0;522.0;441.0;15.0;832.0
397.0;-279.0;144.0;370.0;-948.0;523.0;416.0;33.0;841.0
418.0;-278.0;145.0;378.0;-947.0;521.0;421.0;23.0;824.0
426.0;-287.0;148.0;372.0;-948.0;523.0;423.0;24.0;824.0
412.0;-286.0;145.0;363.0;-953.0;522.0;433.0;28.0;823.0
380.0;-281.0;145.0;356.0;-950.0;521.0;427.0;9.0;817.0
401.0;-281.0;146.0;349.0;-950.0;523.0;433.0;25.0;828.0
407.0;-284.0;146.0;369.0;-950.0;527.0;421.0;17.0;829.0
387.0;-285.0;147.0;362.0;-948.0;524.0;413.0;7.0;819.0
396.0;-281.0;147.0;370.0;-953.0;524.0;407.0;20.0;820.0
378.0;-280.0;146.0;373.0;-954.0;527.0;404.0;20.0;828.0
382.0;-277.0;140.0;377.0;-950.0;524.0;425.0;20.0;818.0
396.0;-280.0;148.0;369.0;-953.0;527.0;425.0;10.0;833.0
383.0;-279.0;143.0;361.0;-949.0;528.0;423.0;10.0;834.0
332.0;-234.0;145.0;328.0;-955.0;543.0;442.0;21.0;821.0
324.0;-238.0;142.0;334.0;-959.0;545.0;446.0;20.0;826.0
242.0;-143.0;141.0;232.0;-974.0;528.0;403.0;16.0;926.0
254.0;-124.0;146.0;165.0;-988.0;525.0;395.0;-5.0;884.0
234.0;-119.0;144.0;161.0;-968.0;523.0;414.0;-30.0;847.0
259.0;-112.0;138.0;171.0;-951.0;520.0;450.0;-17.0;826.0
279.0;-94.0;134.0;198.0;-941.0;520.0;420.0;-24.0;839.0
260.0;-111.0;120.0;199.0;-963.0;520.0;430.0;-34.0;820.0
278.0;-116.0;118.0;203.0;-1022.0;516.0;470.0;-35.0;845.0
221.0;-140.0;110.0;163.0;-1046.0;518.0;469.0;-31.0;839.0
251.0;-98.0;97.0;147.0;-1011.0;518.0;431.0;-42.0;858.0
284.0;18.0;426.0;48.0;-904.0;442.0;218.0;-124.0;631.0
339.0;-101.0;435.0;141.0;-872.0;420.0;411.0;-53.0;730.0
208.0;-277.0;258.0;176.0;-840.0;587.0;252.0;75.0;781.0
254.0;-290.0;230.0;277.0;-839.0;582.0;184.0;108.0;824.0
350.0;-97.0;448.0;218.0;-851.0;416.0;427.0;-66.0;756.0
162.0;-62.0;283.0;310.0;-951.0;392.0;304.0;-59.0;761.0
125.0;-221.0;255.0;267.0;-958.0;590.0;345.0;-73.0;913.0
232.0;-198.0;209.0;243.0;-1010.0;587.0;321.0;-64.0;915.0
285.0;-102.0;233.0;202.0;-1011.0;582.0;350.0;-67.0;914.0
284.0;-30.0;188.0;137.0;-903.0;698.0;430.0;-94.0;981.0
221.0;-307.0;193.0;348.0;-913.0;488.0;283.0;10.0;783.0
219.0;-365.0;185.0;383.0;-938.0;496.0;270.0;47.0;778.0
216.0;-84.0;245.0;267.0;-959.0;385.0;336.0;-26.0;740.0
241.0;-386.0;180.0;386.0;-941.0;498.0;223.0;-28.0;842.0
248.0;-386.0;188.0;350.0;-880.0;495.0;341.0;-102.0;888.0
291.0;-368.0;192.0;310.0;-867.0;494.0;327.0;-108.0;914.0
285.0;-346.0;189.0;311.0;-861.0;489.0;290.0;15.0;876.0
295.0;-310.0;198.0;303.0;-894.0;484.0;269.0;92.0;859.0
243.0;-315.0;185.0;291.0;-909.0;479.0;315.0;92.0;897.0
245.0;-328.0;194.0;254.0;-964.0;473.0;328.0;77.0;920.0
290.0;-184.0;131.0;151.0;-989.0;441.0;382.0;-9.0;879.0
314.0;-159.0;131.0;126.0;-969.0;445.0;363.0;1.0;934.0
228.0;-179.0;178.0;241.0;-945.0;451.0;378.0;44.0;764.0
175.0;-144.0;171.0;297.0;-956.0;450.0;378.0;60.0;746.0
228.0;-197.0;221.0;221.0;-956.0;464.0;359.0;-12.0;899.0
230.0;-191.0;209.0;240.0;-957.0;462.0;365.0;0.0;901.0
227.0;-192.0;193.0;255.0;-963.0;460.0;344.0;0.0;890.0
229.0;-193.0;178.0;278.0;-970.0;457.0;366.0;-11.0;892.0
191.0;-203.0;166.0;279.0;-974.0;455.0;370.0;-32.0;881.0
205.0;-165.0;233.0;184.0;-996.0;383.0;361.0;-95.0;739.0
235.0;-106.0;196.0;169.0;-978.0;406.0;393.0;-67.0;876.0
234.0;-104.0;200.0;176.0;-976.0;410.0;381.0;-58.0;886.0
214.0;-106.0;202.0;175.0;-976.0;407.0;396.0;-59.0;881.0
213.0;-106.0;203.0;176.0;-975.0;410.0;405.0;-59.0;878.0
205.0;-107.0;206.0;171.0;-974.0;410.0;377.0;-58.0;882.0
213.0;-106.0;208.0;171.0;-975.0;412.0;419.0;-60.0;874.0
203.0;-106.0;208.0;175.0;-975.0;411.0;401.0;-57.0;869.0
191.0;-91.0;214.0;178.0;-982.0;414.0;417.0;-50.0;883.0
180.0;-87.0;213.0;178.0;-979.0;415.0;409.0;-62.0;872.0
191.0;-89.0;214.0;177.0;-976.0;413.0;403.0;-61.0;878.0
206.0;-87.0;218.0;179.0;-976.0;415.0;407.0;-80.0;873.0
193.0;-61.0;217.0;180.0;-979.0;429.0;343.0;-67.0;890.0
173.0;-62.0;215.0;200.0;-976.0;432.0;378.0;-56.0;877.0
152.0;-73.0;210.0;209.0;-979.0;433.0;356.0;-65.0;867.0
170.0;-85.0;214.0;212.0;-981.0;435.0;333.0;-77.0;837.0
225.0;-55.0;197.0;192.0;-956.0;682.0;374.0;-6.0;796.0
247.0;-52.0;179.0;165.0;-943.0;688.0;379.0;-97.0;810.0
126.0;-254.0;222.0;362.0;-942.0;509.0;306.0;-114.0;716.0
129.0;-233.0;227.0;365.0;-951.0;508.0;294.0;-137.0;744.0
337.0;-296.0;112.0;345.0;-937.0;568.0;243.0;-59.0;848.0
199.0;-61.0;62.0;244.0;-991.0;482.0;377.0;13.0;816.0
369.0;-299.0;135.0;380.0;-945.0;561.0;231.0;-59.0;817.0
273.0;-353.0;145.0;343.0;-938.0;539.0;210.0;-55.0;809.0
315.0;-11.0;391.0;392.0;-959.0;487.0;382.0;11.0;804.0
101.0;-242.0;238.0;378.0;-945.0;507.0;366.0;-148.0;744.0
258.0;-212.0;106.0;301.0;-925.0;483.0;325.0;-16.0;954.0
249.0;-256.0;177.0;269.0;-988.0;480.0;355.0;97.0;952.0
270.0;-373.0;253.0;151.0;-928.0;471.0;325.0;98.0;752.0
218.0;-64.0;216.0;95.0;-964.0;507.0;405.0;-78.0;895.0
269.0;-114.0;181.0;241.0;-925.0;507.0;358.0;-2.0;883.0
235.0;-204.0;138.0;350.0;-953.0;508.0;324.0;-20.0;874.0
329.0;-210.0;174.0;370.0;-999.0;506.0;355.0;-50.0;899.0
308.0;-194.0;213.0;352.0;-1066.0;503.0;393.0;-33.0;968.0
289.0;-330.0;114.0;267.0;-960.0;500.0;253.0;67.0;793.0
124.0;-169.0;136.0;291.0;-975.0;527.0;364.0;80.0;902.0
132.0;-155.0;150.0;306.0;-981.0;525.0;378.0;122.0;876.0
132.0;-157.0;161.0;313.0;-984.0;524.0;366.0;164.0;875.0
143.0;-165.0;167.0;319.0;-984.0;521.0;371.0;167.0;856.0
127.0;-192.0;174.0;315.0;-976.0;517.0;420.0;159.0;859.0
92.0;-281.0;204.0;237.0;-1053.0;533.0;399.0;-68.0;903.0
125.0;-201.0;173.0;300.0;-960.0;516.0;445.0;129.0;900.0
99.0;-19.0;227.0;218.0;-878.0;446.0;318.0;-101.0;753.0
80.0;-28.0;194.0;215.0;-835.0;441.0;332.0;-47.0;770.0
91.0;-10.0;168.0;141.0;-825.0;433.0;325.0;0.0;801.0
142.0;-242.0;185.0;250.0;-955.0;503.0;431.0;77.0;869.0
161.0;-244.0;182.0;270.0;-959.0;500.0;427.0;54.0;857.0
206.0;-246.0;184.0;293.0;-958.0;498.0;416.0;50.0;877.0
193.0;-244.0;218.0;269.0;-954.0;489.0;415.0;6.0;838.0
226.0;-250.0;218.0;299.0;-938.0;488.0;412.0;1.0;838.0
282.0;-227.0;185.0;290.0;-862.0;575.0;334.0;58.0;970.0
274.0;-233.0;156.0;308.0;-843.0;578.0;338.0;-100.0;930.0
244.0;-229.0;141.0;321.0;-833.0;585.0;317.0;6.0;947.0
242.0;-254.0;218.0;328.0;-931.0;486.0;403.0;23.0;838.0
278.0;-235.0;219.0;294.0;-929.0;594.0;405.0;-49.0;762.0
221.0;-260.0;225.0;338.0;-924.0;487.0;405.0;30.0;837.0
176.0;-306.0;190.0;429.0;-956.0;479.0;355.0;-72.0;791.0
230.0;-301.0;207.0;399.0;-912.0;485.0;326.0;43.0;802.0
102.0;-196.0;207.0;238.0;-953.0;488.0;315.0;140.0;832.0
136.0;-91.0;201.0;176.0;-1029.0;481.0;364.0;73.0;890.0
174.0;-56.0;178.0;164.0;-996.0;476.0;373.0;-14.0;807.0
78.0;-243.0;252.0;387.0;-935.0;505.0;371.0;-168.0;764.0
130.0;-205.0;328.0;248.0;-825.0;476.0;338.0;-51.0;774.0
170.0;-149.0;352.0;352.0;-763.0;481.0;390.0;-30.0;734.0
185.0;-134.0;397.0;432.0;-842.0;481.0;412.0;-56.0;849.0
79.0;-228.0;255.0;389.0;-932.0;503.0;359.0;-149.0;747.0
65.0;-234.0;259.0;395.0;-932.0;504.0;400.0;-89.0;750.0
60.0;-260.0;269.0;404.0;-934.0;501.0;402.0;-83.0;759.0
90.0;-54.0;251.0;216.0;-936.0;452.0;471.0;-204.0;745.0
114.0;-21.0;288.0;229.0;-992.0;448.0;412.0;-237.0;794.0
208.0;-72.0;288.0;209.0;-973.0;441.0;430.0;-183.0;772.0
125.0;-86.0;296.0;177.0;-972.0;424.0;428.0;-131.0;848.0
374.0;-90.0;294.0;184.0;-960.0;420.0;446.0;-158.0;811.0
129.0;-87.0;215.0;264.0;-1010.0;564.0;353.0;2.0;826.0
199.0;-207.0;164.0;353.0;-999.0;568.0;338.0;31.0;687.0
282.0;-109.0;335.0;167.0;-929.0;404.0;425.0;-77.0;890.0
204.0;-208.0;170.0;413.0;-985.0;563.0;320.0;31.0;667.0
215.0;-227.0;176.0;437.0;-963.0;552.0;336.0;13.0;692.0
208.0;-223.0;166.0;434.0;-961.0;542.0;379.0;54.0;715.0
189.0;-218.0;163.0;413.0;-948.0;533.0;361.0;44.0;734.0
241.0;-260.0;171.0;393.0;-949.0;521.0;334.0;12.0;753.0
239.0;-285.0;181.0;391.0;-937.0;511.0;344.0;10.0;779.0
173.0;-344.0;258.0;315.0;-980.0;487.0;262.0;21.0;897.0
321.0;-195.0;348.0;406.0;-957.0;579.0;233.0;4.0;828.0
244.0;-229.0;356.0;381.0;-897.0;584.0;155.0;26.0;670.0
331.0;-15.0;141.0;126.0;-961.0;509.0;313.0;-87.0;781.0
