InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit RLA gyroX;InertialMeasurementUnit BACK gyroZ;InertialMeasurementUnit R-SHOE AngVelNavFrameZ
-28.0;20;146.0;43.0;158.0;103.0;95.0;137.0;83.0;-31.0;20
-22.0;-57;-6.0;47.0;98.0;90.0;65.0;102.0;113.0;-39.0;-57
-78.0;-12;-62.0;42.0;-86.0;106.0;-4.0;131.0;70.0;16.0;-12
-93.0;-16;37.0;69.0;-39.0;144.0;101.0;148.0;103.0;25.0;-16
67.0;17;34.0;-89.0;-78.0;32.0;78.0;7.0;-28.0;17.0;17
55.0;18;4.0;-70.0;-100.0;-29.0;29.0;34.0;-5.0;25.0;18
33.0;2;-44.0;16.0;64.0;-34.0;65.0;-18.0;-4.0;21.0;2
0.0;-12;-14.0;6.0;93.0;-39.0;23.0;0.0;-30.0;27.0;-12
65.0;-30;-73.0;-45.0;-65.0;-38.0;-15.0;45.0;25.0;-43.0;-30
23.0;-5;102.0;-39.0;-168.0;88.0;104.0;205.0;132.0;-56.0;-5
-50.0;21;79.0;-38.0;57.0;149.0;133.0;132.0;132.0;4.0;21
-71.0;5;107.0;-9.0;-14.0;124.0;125.0;123.0;130.0;6.0;5
-42.0;-29;40.0;-61.0;-62.0;125.0;107.0;102.0;51.0;9.0;-29
-31.0;-24;11.0;-50.0;-115.0;169.0;92.0;177.0;161.0;13.0;-24
-60.0;-21;132.0;-43.0;-143.0;157.0;163.0;217.0;218.0;0.0;-21
270.0;-358;201.0;-416.0;-249.0;144.0;323.0;356.0;380.0;-152.0;-358
-49.0;9;61.0;-41.0;-249.0;142.0;80.0;244.0;303.0;-6.0;9
21.0;-23;-58.0;-12.0;24.0;-15.0;-37.0;30.0;12.0;-15.0;-23
-13.0;-3;100.0;-75.0;-154.0;136.0;139.0;261.0;218.0;-62.0;-3
53.0;0;-168.0;30.0;105.0;-81.0;-79.0;-107.0;-102.0;31.0;0
10.0;-15;-33.0;57.0;112.0;-45.0;31.0;-103.0;-104.0;45.0;-15
-17.0;6;-87.0;43.0;83.0;-99.0;-75.0;-111.0;-64.0;36.0;6
-17.0;-19;-201.0;59.0;111.0;-37.0;-120.0;-81.0;-38.0;4.0;-19
10.0;-5;-97.0;56.0;96.0;-26.0;-53.0;-55.0;0.0;21.0;-5
11.0;33;-103.0;34.0;98.0;-21.0;-46.0;-69.0;-49.0;55.0;33
30.0;21;-102.0;17.0;83.0;-65.0;-74.0;-143.0;-111.0;51.0;21
17.0;13;-86.0;-7.0;90.0;-20.0;-57.0;-39.0;-24.0;21.0;13
-2.0;-1;-165.0;-8.0;36.0;-60.0;-125.0;-4.0;33.0;-1.0;-1
-6.0;11;-201.0;27.0;1.0;-42.0;-165.0;23.0;6.0;10.0;11
32.0;-21;-125.0;1.0;64.0;-109.0;-99.0;-58.0;-41.0;25.0;-21
7.0;-33;-149.0;0.0;42.0;-63.0;-156.0;-81.0;-68.0;11.0;-33
-14.0;-16;143.0;-17.0;-18.0;84.0;179.0;69.0;56.0;-26.0;-16
22.0;9;77.0;-23.0;-13.0;73.0;150.0;91.0;62.0;-26.0;9
21.0;22;29.0;-47.0;22.0;77.0;103.0;26.0;7.0;23.0;22
163.0;52;-157.0;-161.0;39.0;-261.0;-132.0;-165.0;-84.0;8.0;52
27.0;-11;-48.0;-30.0;14.0;-2.0;-56.0;19.0;43.0;-23.0;-11
55.0;-1;-111.0;-23.0;23.0;7.0;-50.0;-20.0;-2.0;-24.0;-1
34.0;43;-72.0;-10.0;-11.0;11.0;-10.0;4.0;23.0;-24.0;43
25.0;1;-91.0;-17.0;-7.0;10.0;-39.0;30.0;21.0;0.0;1
-11.0;-13;-68.0;-9.0;-45.0;-5.0;-29.0;20.0;15.0;-19.0;-13
-5.0;20;-76.0;-28.0;1.0;-3.0;-37.0;-9.0;72.0;-4.0;20
13.0;-51;-333.0;51.0;63.0;-263.0;-237.0;-206.0;-242.0;105.0;-51
60.0;-32;-127.0;14.0;195.0;-132.0;-115.0;-165.0;-123.0;11.0;-32
76.0;-10;-84.0;-17.0;125.0;-94.0;-60.0;-96.0;-85.0;-2.0;-10
-8.0;-16;-80.0;-11.0;-10.0;-48.0;-43.0;14.0;29.0;-11.0;-16
49.0;-9;-104.0;27.0;-12.0;14.0;2.0;-25.0;-27.0;-4.0;-9
17.0;9;-172.0;-17.0;31.0;-24.0;-66.0;-16.0;-4.0;-22.0;9
-16.0;2;-223.0;42.0;14.0;-5.0;-30.0;-4.0;29.0;-30.0;2
-11.0;-26;-192.0;6.0;39.0;3.0;-48.0;12.0;-13.0;-7.0;-26
-28.0;14;-181.0;-6.0;48.0;20.0;-53.0;20.0;-12.0;3.0;14
17.0;52;-163.0;2.0;48.0;-43.0;-58.0;31.0;20.0;-24.0;52
3.0;-29;-21.0;3.0;-3.0;8.0;-31.0;4.0;-7.0;-5.0;-29
25.0;-4;-43.0;2.0;-7.0;23.0;-47.0;-29.0;-5.0;4.0;-4
32.0;-12;-97.0;18.0;12.0;24.0;-32.0;-19.0;4.0;-5.0;-12
56.0;-1;-45.0;8.0;-24.0;8.0;-5.0;-25.0;-4.0;-36.0;-1
11.0;14;-92.0;0.0;38.0;-33.0;-60.0;11.0;-29.0;0.0;14
-8.0;-3;-252.0;37.0;18.0;46.0;-69.0;5.0;-5.0;-17.0;-3
1.0;3;-55.0;31.0;22.0;14.0;-45.0;62.0;-124.0;-15.0;3
27.0;-15;-3.0;40.0;52.0;-4.0;17.0;58.0;-145.0;1.0;-15
191.0;166;11.0;-36.0;350.0;-76.0;103.0;-224.0;-183.0;90.0;166
16.0;1;-102.0;5.0;-5.0;-46.0;-72.0;13.0;52.0;11.0;1
-45.0;31;-99.0;-8.0;13.0;-32.0;-81.0;53.0;115.0;-26.0;31
8.0;-10;-35.0;-21.0;10.0;3.0;10.0;29.0;-19.0;3.0;-10
32.0;-21;18.0;-23.0;40.0;29.0;-26.0;30.0;-15.0;-24.0;-21
13.0;-10;-16.0;21.0;15.0;4.0;-53.0;31.0;5.0;26.0;-10
-8.0;18;-81.0;-5.0;30.0;-21.0;-59.0;5.0;-3.0;12.0;18
120.0;-4;-72.0;29.0;-395.0;-141.0;-84.0;-22.0;-75.0;3.0;-4
3.0;-35;-32.0;-6.0;5.0;-18.0;11.0;14.0;27.0;-12.0;-35
16.0;-44;16.0;4.0;-35.0;10.0;-3.0;16.0;8.0;-7.0;-44
27.0;-16;-150.0;-15.0;23.0;-29.0;-19.0;13.0;-19.0;-1.0;-16
-8.0;-19;-71.0;39.0;14.0;95.0;-41.0;10.0;10.0;-15.0;-19
40.0;38;9.0;-11.0;29.0;-24.0;-5.0;-4.0;6.0;-8.0;38
-14.0;-15;7.0;-15.0;44.0;-13.0;-20.0;36.0;9.0;0.0;-15
-71.0;12;-74.0;-10.0;95.0;-5.0;36.0;100.0;39.0;-46.0;12
-53.0;-36;16.0;17.0;26.0;117.0;-25.0;31.0;10.0;-11.0;-36
-17.0;4;-30.0;8.0;35.0;10.0;-27.0;27.0;-16.0;-7.0;4
-66.0;-20;-106.0;-6.0;73.0;-15.0;-7.0;84.0;50.0;-26.0;-20
-49.0;-6;-23.0;-16.0;111.0;-22.0;-8.0;81.0;-31.0;-42.0;-6
36.0;25;-21.0;-53.0;17.0;-68.0;-34.0;-13.0;332.0;41.0;25
26.0;-10;-52.0;-254.0;-40.0;114.0;3.0;87.0;905.0;-108.0;-10
-22.0;3;-76.0;20.0;59.0;19.0;-28.0;21.0;-47.0;-34.0;3
105.0;7;-119.0;70.0;-137.0;-9.0;-53.0;-23.0;33.0;26.0;7
-12.0;-1;-36.0;14.0;6.0;-29.0;-57.0;-10.0;1.0;21.0;-1
-3.0;3;-68.0;-5.0;55.0;21.0;12.0;19.0;-32.0;-8.0;3
-22.0;3;-3.0;-9.0;25.0;-21.0;-40.0;36.0;1.0;-34.0;3
46.0;4;-69.0;6.0;-23.0;-3.0;-40.0;-8.0;26.0;10.0;4
-10.0;-36;255.0;44.0;-160.0;-218.0;-104.0;-65.0;-24.0;120.0;-36
56.0;18;-78.0;15.0;4.0;15.0;-56.0;37.0;44.0;-41.0;18
58.0;13;-490.0;87.0;-82.0;1.0;-213.0;-43.0;51.0;-69.0;13
-60.0;-14;-210.0;118.0;86.0;-48.0;224.0;159.0;-317.0;3.0;-14
-17.0;10;86.0;51.0;21.0;33.0;74.0;-21.0;-288.0;-11.0;10
41.0;5;-38.0;31.0;-9.0;-10.0;-6.0;20.0;17.0;-16.0;5
-108.0;10;-58.0;-13.0;-108.0;-48.0;86.0;65.0;42.0;-22.0;10
-50.0;-8;-29.0;-97.0;-200.0;-19.0;14.0;-8.0;117.0;-34.0;-8
-16.0;13;-69.0;-156.0;-85.0;-14.0;-74.0;-7.0;80.0;8.0;13
-96.0;9;108.0;-31.0;215.0;-55.0;-58.0;96.0;125.0;-49.0;9
27.0;9;14.0;58.0;-14.0;15.0;-37.0;14.0;23.0;-28.0;9
-13.0;-2;-86.0;-10.0;76.0;-19.0;-30.0;14.0;17.0;-28.0;-2
-12.0;-26;-169.0;-10.0;22.0;-7.0;-73.0;33.0;-3.0;-13.0;-26
-6.0;0;196.0;130.0;144.0;-77.0;117.0;-171.0;-191.0;37.0;0
19.0;9;22.0;78.0;-26.0;-107.0;-32.0;-141.0;-172.0;48.0;9
78.0;11;-151.0;20.0;-195.0;-134.0;-143.0;-71.0;-161.0;25.0;11
147.0;29;-14.0;8.0;-246.0;-124.0;-60.0;-62.0;-181.0;46.0;29
176.0;31;107.0;-33.0;-384.0;-136.0;17.0;-60.0;-176.0;44.0;31
681.0;-52;-101.0;144.0;-779.0;-149.0;-77.0;-151.0;53.0;-10.0;-52
38.0;9;-138.0;6.0;12.0;-11.0;-62.0;-6.0;21.0;-9.0;9
270.0;11;-25.0;-78.0;-347.0;-127.0;5.0;-116.0;-291.0;14.0;11
190.0;-12;43.0;-75.0;-295.0;-77.0;-9.0;-78.0;-232.0;33.0;-12
29.0;71;-231.0;-20.0;-43.0;-67.0;-99.0;50.0;43.0;-87.0;71
19.0;288;-179.0;-3.0;-129.0;-10.0;-116.0;111.0;115.0;-114.0;288
-5.0;-9;-114.0;20.0;-29.0;31.0;-64.0;5.0;50.0;-13.0;-9
12.0;-60;-124.0;9.0;10.0;6.0;-56.0;-14.0;69.0;-11.0;-60
-183.0;4;-24.0;-47.0;161.0;-38.0;-58.0;197.0;226.0;-36.0;4
4.0;-38;-68.0;10.0;25.0;-24.0;-47.0;7.0;-26.0;6.0;-38
17.0;-24;-54.0;10.0;46.0;-26.0;-5.0;1.0;-13.0;-4.0;-24
32.0;-166;-63.0;-4.0;48.0;-8.0;-51.0;-34.0;-10.0;4.0;-166
26.0;50;-59.0;9.0;51.0;-17.0;-32.0;26.0;23.0;-10.0;50
-21.0;-35;178.0;-75.0;-166.0;-9.0;39.0;85.0;248.0;48.0;-35
62.0;10;-33.0;-10.0;30.0;-20.0;-52.0;-25.0;24.0;-25.0;10
79.0;-5;-35.0;21.0;32.0;-27.0;-12.0;-26.0;-24.0;4.0;-5
55.0;-14;-45.0;0.0;57.0;-13.0;-35.0;-42.0;-6.0;-5.0;-14
45.0;-12;-23.0;31.0;34.0;10.0;-33.0;-16.0;-23.0;-10.0;-12
-155.0;-17;201.0;32.0;42.0;175.0;59.0;131.0;93.0;-139.0;-17
-185.0;-4;178.0;23.0;38.0;200.0;46.0;203.0;54.0;-165.0;-4
-152.0;-25;-259.0;-41.0;-89.0;8.0;8.0;167.0;2.0;-4.0;-25
-142.0;-14;-423.0;2.0;-51.0;6.0;75.0;162.0;-47.0;-29.0;-14
-136.0;-4;-412.0;-39.0;-50.0;7.0;89.0;155.0;-62.0;-10.0;-4
169.0;-43;-98.0;-183.0;42.0;114.0;-115.0;294.0;149.0;58.0;-43
294.0;-17;-115.0;-117.0;-20.0;-3.0;-310.0;89.0;38.0;41.0;-17
271.0;-66;-76.0;76.0;42.0;-151.0;-310.0;-114.0;-287.0;77.0;-66
-339.0;-973;-456.0;353.0;257.0;-50.0;-559.0;-256.0;-232.0;257.0;-973
163.0;-23;-333.0;79.0;206.0;-3.0;25.0;-138.0;-233.0;-4.0;-23
77.0;-20;-334.0;-68.0;-86.0;-35.0;-423.0;41.0;153.0;-6.0;-20
89.0;15;-506.0;7.0;-80.0;12.0;-115.0;-28.0;-14.0;-22.0;15
-8.0;-20;-41.0;-20.0;19.0;-5.0;2.0;15.0;14.0;3.0;-20
-148.0;22;68.0;-64.0;272.0;-90.0;-11.0;42.0;179.0;-60.0;22
19.0;-23;-73.0;1.0;63.0;-33.0;-21.0;42.0;41.0;6.0;-23
-340.0;19;-66.0;270.0;-117.0;-66.0;-29.0;161.0;-51.0;-10.0;19
33.0;-31;-39.0;-83.0;-74.0;-72.0;-51.0;-109.0;171.0;-14.0;-31
-5.0;-12;-63.0;-77.0;-86.0;-29.0;-21.0;-70.0;159.0;-10.0;-12
16.0;-41;-55.0;91.0;85.0;-57.0;-35.0;16.0;-132.0;5.0;-41
-33.0;-12;-124.0;10.0;123.0;-22.0;-111.0;77.0;-9.0;-14.0;-12
-51.0;11;-128.0;7.0;160.0;-37.0;-134.0;110.0;94.0;-33.0;11
48.0;4;-108.0;-140.0;-222.0;-1.0;-12.0;-7.0;11.0;-18.0;4
93.0;43;-80.0;-126.0;-162.0;-7.0;-25.0;-5.0;-16.0;-27.0;43
50.0;11;-76.0;52.0;89.0;8.0;-12.0;-3.0;-122.0;18.0;11
-4.0;7;-23.0;146.0;90.0;-4.0;39.0;-24.0;-145.0;-22.0;7
21.0;5;60.0;188.0;124.0;4.0;71.0;-25.0;-61.0;8.0;5
62.0;23;103.0;323.0;299.0;-7.0;141.0;-2.0;-79.0;-46.0;23
-43.0;35;-152.0;39.0;129.0;-39.0;-112.0;42.0;27.0;-1.0;35
-6.0;16;-111.0;30.0;154.0;-39.0;-153.0;96.0;-40.0;29.0;16
35.0;1;-118.0;83.0;214.0;-83.0;-108.0;60.0;-9.0;35.0;1
25.0;9;-115.0;123.0;248.0;-104.0;-112.0;26.0;-88.0;25.0;9
-39.0;-9;-101.0;134.0;310.0;-76.0;-108.0;123.0;-97.0;34.0;-9
-119.0;16;-135.0;156.0;391.0;-97.0;-139.0;229.0;-114.0;3.0;16
-155.0;19;99.0;4.0;-78.0;49.0;103.0;192.0;338.0;4.0;19
38.0;-1171;-113.0;-12.0;-157.0;77.0;319.0;408.0;365.0;-326.0;-1171
491.0;17;-3.0;111.0;-561.0;105.0;15.0;46.0;938.0;81.0;17
147.0;-2;-199.0;-129.0;200.0;-110.0;-147.0;-10.0;213.0;56.0;-2
95.0;-57;-458.0;-459.0;-84.0;-398.0;-104.0;351.0;344.0;279.0;-57
70.0;-7;-44.0;88.0;124.0;-40.0;-13.0;-181.0;-247.0;24.0;-7
-114.0;-18;129.0;-38.0;-135.0;276.0;194.0;296.0;168.0;-112.0;-18
54.0;11;199.0;87.0;111.0;13.0;-348.0;5.0;-78.0;34.0;11
17.0;-41;-16.0;-133.0;-20.0;52.0;18.0;106.0;185.0;-49.0;-41
88.0;33;44.0;-138.0;47.0;15.0;71.0;41.0;163.0;-34.0;33
-26.0;11;-143.0;33.0;117.0;-51.0;-97.0;55.0;69.0;-21.0;11
-29.0;-10;-72.0;22.0;9.0;-64.0;-56.0;-16.0;26.0;2.0;-10
-54.0;-11;11.0;21.0;95.0;78.0;54.0;-85.0;-97.0;-11.0;-11
-111.0;9;96.0;14.0;43.0;153.0;84.0;272.0;318.0;-36.0;9
-120.0;22;-154.0;-349.0;-136.0;53.0;-85.0;-5.0;303.0;63.0;22
151.0;20;-135.0;-168.0;-305.0;-37.0;-94.0;-142.0;34.0;102.0;20
19.0;2;268.0;-1.0;70.0;-46.0;-404.0;15.0;9.0;36.0;2
35.0;-7;115.0;40.0;56.0;147.0;152.0;91.0;-13.0;-48.0;-7
82.0;21;94.0;-2.0;72.0;67.0;161.0;55.0;44.0;-25.0;21
187.0;-29;-127.0;161.0;-70.0;-278.0;101.0;-183.0;-189.0;-80.0;-29
27.0;5;-112.0;170.0;-119.0;-381.0;-4.0;-71.0;-235.0;-96.0;5
-38.0;41;-76.0;-63.0;74.0;7.0;29.0;219.0;-226.0;-142.0;41
-32.0;48;-71.0;-118.0;134.0;48.0;91.0;-8.0;-471.0;-126.0;48
-212.0;36;-55.0;-240.0;290.0;77.0;10.0;32.0;-73.0;-83.0;36
-134.0;-3;-124.0;4.0;-74.0;-6.0;-55.0;317.0;97.0;-17.0;-3
210.0;12;99.0;-106.0;-142.0;-107.0;69.0;-130.0;-135.0;-69.0;12
-258.0;21;-86.0;-205.0;224.0;28.0;34.0;67.0;255.0;-93.0;21
-459.0;78;-135.0;-96.0;-1684.0;147.0;-427.0;1296.0;1318.0;-165.0;78
-161.0;-30;-45.0;27.0;-130.0;-71.0;-8.0;326.0;265.0;6.0;-30
-81.0;-34;-3.0;100.0;23.0;22.0;58.0;256.0;-79.0;-9.0;-34
-240.0;-45;-6.0;76.0;48.0;-13.0;32.0;262.0;-131.0;-19.0;-45
143.0;-368;23.0;215.0;-195.0;38.0;146.0;-166.0;-427.0;122.0;-368
62.0;150;108.0;-127.0;123.0;-43.0;191.0;284.0;47.0;9.0;150
-167.0;-14;196.0;-407.0;-506.0;72.0;752.0;55.0;-447.0;-723.0;-14
-129.0;-3;-84.0;9.0;125.0;16.0;161.0;-82.0;-60.0;-254.0;-3
-49.0;-19;-210.0;-141.0;158.0;-426.0;-77.0;-112.0;-107.0;193.0;-19
-5.0;-38;-54.0;-168.0;121.0;-280.0;-51.0;-81.0;-85.0;162.0;-38
-2.0;-23;45.0;-143.0;61.0;-199.0;1.0;-26.0;-28.0;137.0;-23
-9.0;14;357.0;44.0;-128.0;-8.0;-24.0;77.0;23.0;92.0;14
-14.0;-29;-1.0;-134.0;-46.0;-154.0;48.0;40.0;24.0;111.0;-29
-20.0;-32;-63.0;-50.0;20.0;-103.0;26.0;33.0;-29.0;48.0;-32
-231.0;-14;23.0;-67.0;-151.0;-69.0;17.0;-24.0;-72.0;43.0;-14
-13.0;-41;-115.0;-41.0;3.0;-41.0;-55.0;-47.0;-67.0;25.0;-41
86.0;-77;-190.0;-20.0;-6.0;-79.0;-86.0;-118.0;-123.0;25.0;-77
-97.0;-2;-323.0;73.0;21.0;316.0;27.0;83.0;-11.0;-153.0;-2
-172.0;-19;49.0;-36.0;-63.0;192.0;22.0;115.0;208.0;-122.0;-19
-209.0;-14;-112.0;-86.0;-157.0;81.0;224.0;188.0;131.0;-116.0;-14
-52.0;-23;61.0;-25.0;-94.0;20.0;-75.0;144.0;202.0;6.0;-23
33.0;-3;33.0;68.0;126.0;7.0;-2.0;-40.0;-110.0;-40.0;-3
50.0;32;65.0;29.0;59.0;-1.0;86.0;-16.0;-76.0;-51.0;32
-55.0;-3;-16.0;-62.0;145.0;3.0;10.0;111.0;-5.0;-71.0;-3
-65.0;2;46.0;-17.0;95.0;12.0;31.0;93.0;34.0;-78.0;2
-32.0;9;53.0;-23.0;119.0;27.0;82.0;64.0;-41.0;-79.0;9
