NMHC(GT);CO(GT);NO2(GT);NOx(GT);RH;C6H6(GT);T;AH;PT08.S1(CO);PT08.S2(NMHC);PT08.S4(NO2);PT08.S5(O3);PT08.S3(NOx)
-200.0;2.3;116.0;140.0;60.5;9.4;14.2;0.9765;1052.0;956.0;1600.0;725.0;869.0
-200.0;2.1;79.0;96.0;70.7;9.2;15.9;1.2672;1110.0;949.0;1733.0;842.0;850.0
-200.0;1.3;81.0;108.0;78.3;6.9;14.5;1.2851;1060.0;851.0;1673.0;805.0;912.0
-200.0;1.5;74.0;81.0;19.7;11.2;30.9;0.8649;1058.0;1023.0;1580.0;795.0;896.0
-200.0;2.3;118.0;171.0;42.6;10.2;19.4;0.9485;1137.0;985.0;1607.0;1045.0;858.0
188.0;2.0;113.0;127.0;48.0;9.9;15.8;0.8569;1186.0;976.0;1570.0;1200.0;844.0
-200.0;2.0;100.0;109.0;55.5;9.4;17.8;1.1174;1085.0;954.0;1656.0;871.0;866.0
-200.0;1.3;102.0;132.0;38.1;7.0;16.0;0.6879;1009.0;859.0;1420.0;1016.0;944.0
45.0;0.9;50.0;64.0;63.7;2.9;11.0;0.8325;996.0;648.0;1340.0;852.0;1176.0
-200.0;2.4;173.0;191.0;16.5;13.0;38.1;1.0828;1098.0;1084.0;1648.0;985.0;754.0
-200.0;-200.0;-200.0;-200.0;66.3;29.3;17.8;1.341;1489.0;1534.0;2080.0;1686.0;444.0
-200.0;1.1;-200.0;-200.0;50.6;5.6;14.8;0.8489;941.0;792.0;1397.0;889.0;975.0
-200.0;1.6;95.0;71.0;33.4;8.4;34.9;1.8384;1008.0;915.0;1643.0;672.0;783.0
-200.0;1.6;93.0;78.0;41.7;8.4;29.7;1.7081;981.0;917.0;1649.0;714.0;740.0
-200.0;1.4;42.0;89.0;60.5;9.5;26.8;2.1008;1114.0;958.0;1836.0;1167.0;663.0
-200.0;3.6;119.0;524.0;61.5;20.6;22.6;1.6636;1392.0;1313.0;1866.0;1478.0;517.0
-200.0;-200.0;-200.0;-200.0;81.3;5.4;14.5;1.3399;967.0;785.0;1326.0;766.0;879.0
-200.0;0.5;58.0;54.0;56.0;4.0;20.3;1.3204;833.0;708.0;1525.0;799.0;1084.0
-200.0;1.1;58.0;233.0;76.6;6.3;14.0;1.2183;1002.0;828.0;1307.0;857.0;798.0
-200.0;1.2;66.0;166.0;66.5;6.7;17.6;1.3249;1033.0;842.0;1362.0;941.0;756.0
-200.0;-200.0;-200.0;-200.0;37.3;14.6;28.5;1.4329;1255.0;1136.0;1675.0;1183.0;611.0
-200.0;1.6;127.0;205.0;33.4;9.2;26.0;1.1071;1063.0;946.0;1391.0;996.0;886.0
-200.0;1.1;57.0;47.0;45.7;5.0;27.3;1.6308;984.0;762.0;1557.0;560.0;870.0
-200.0;0.5;-200.0;-200.0;50.4;2.9;22.3;1.3379;836.0;643.0;1405.0;522.0;1114.0
-200.0;2.7;103.0;262.0;64.5;14.2;19.7;1.4594;1140.0;1122.0;1602.0;1208.0;619.0
179.0;1.7;73.0;102.0;33.9;8.6;21.8;0.8771;1125.0;924.0;1542.0;790.0;937.0
-200.0;1.0;56.0;44.0;32.1;5.0;35.9;1.8697;949.0;764.0;1579.0;573.0;898.0
-200.0;1.8;127.0;120.0;22.7;10.9;37.8;1.4653;1078.0;1009.0;1730.0;787.0;767.0
-200.0;0.6;53.0;102.0;63.0;3.3;18.8;1.3582;869.0;673.0;1307.0;688.0;1033.0
-200.0;1.3;67.0;53.0;27.2;7.0;37.1;1.6844;974.0;855.0;1607.0;610.0;836.0
-200.0;1.9;92.0;157.0;36.6;13.1;24.0;1.0772;1123.0;1088.0;1789.0;1191.0;746.0
-200.0;0.9;92.0;69.0;19.1;4.7;39.7;1.3646;908.0;748.0;1373.0;451.0;1020.0
-200.0;-200.0;119.0;123.0;22.4;10.7;32.4;1.0701;989.0;1004.0;1577.0;783.0;818.0
-200.0;2.0;83.0;259.0;57.4;8.6;24.3;1.7233;1117.0;922.0;1585.0;994.0;717.0
-200.0;1.2;73.0;56.0;38.2;6.6;32.0;1.788;1001.0;838.0;1614.0;668.0;801.0
-200.0;1.8;94.0;259.0;80.6;6.9;16.9;1.5372;1023.0;851.0;1413.0;881.0;782.0
-200.0;2.3;100.0;132.0;47.7;12.3;21.4;1.2047;1131.0;1059.0;1784.0;978.0;772.0
-200.0;2.8;122.0;166.0;34.5;13.7;28.3;1.3084;1172.0;1108.0;1878.0;1058.0;706.0
-200.0;1.9;68.0;65.0;57.1;9.1;27.3;2.0426;1142.0;945.0;1775.0;799.0;672.0
-200.0;-200.0;129.0;135.0;12.5;13.7;41.7;0.9941;1107.0;1106.0;1615.0;1024.0;727.0
-200.0;1.2;64.0;53.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0
-200.0;5.2;67.0;417.0;54.2;30.0;22.8;1.4886;1464.0;1552.0;2366.0;1738.0;419.0
-200.0;2.4;116.0;163.0;32.6;12.0;27.5;1.176;1056.0;1051.0;1758.0;1078.0;826.0
-200.0;-200.0;-200.0;-200.0;56.2;6.3;16.0;1.0164;1027.0;827.0;1529.0;742.0;942.0
-200.0;1.2;55.0;140.0;70.8;5.2;17.6;1.4105;955.0;775.0;1362.0;862.0;831.0
-200.0;0.9;49.0;198.0;74.4;5.8;18.7;1.5861;960.0;804.0;1435.0;886.0;802.0
-200.0;-200.0;69.0;60.0;72.8;5.0;21.9;1.8944;950.0;762.0;1616.0;959.0;827.0
-200.0;-200.0;-200.0;-200.0;80.8;8.8;12.8;1.1863;1163.0;930.0;1691.0;985.0;849.0
-200.0;1.6;73.0;71.0;29.4;7.9;35.3;1.6577;1030.0;897.0;1592.0;668.0;733.0
-200.0;0.9;43.0;51.0;62.6;5.1;22.9;1.7253;868.0;771.0;1608.0;860.0;840.0
-200.0;1.0;71.0;55.0;43.4;5.4;17.4;0.8553;935.0;786.0;1389.0;954.0;964.0
-200.0;1.7;107.0;90.0;29.2;10.7;35.6;1.6684;1084.0;1004.0;1761.0;839.0;706.0
-200.0;-200.0;-200.0;-200.0;50.3;5.7;24.0;1.476;944.0;796.0;1407.0;1021.0;784.0
-200.0;2.7;76.0;352.0;73.7;13.9;19.7;1.6708;1229.0;1114.0;1723.0;1247.0;598.0
-200.0;0.4;41.0;27.0;43.0;2.8;22.6;1.1629;828.0;639.0;1371.0;573.0;1077.0
-200.0;1.7;95.0;138.0;19.4;9.0;25.7;0.6304;1020.0;941.0;1425.0;756.0;1016.0
-200.0;2.0;108.0;139.0;15.4;12.0;24.5;0.4663;996.0;1048.0;1397.0;822.0;959.0
-200.0;3.7;129.0;190.0;58.5;13.3;17.6;1.1645;1385.0;1094.0;1769.0;1175.0;765.0
-200.0;0.7;90.0;164.0;56.9;4.6;21.0;1.3999;865.0;745.0;1394.0;901.0;866.0
-200.0;1.4;90.0;205.0;51.9;7.8;15.6;0.9135;915.0;893.0;1287.0;953.0;872.0
-200.0;2.1;98.0;448.0;59.1;9.8;11.4;0.7963;1023.0;971.0;1283.0;993.0;752.0
-200.0;3.4;179.0;267.0;20.9;19.3;38.2;1.3701;1301.0;1276.0;1953.0;1407.0;631.0
-200.0;1.8;112.0;127.0;16.4;14.0;31.6;0.7489;1088.0;1116.0;1449.0;1060.0;1128.0
592.0;3.8;114.0;275.0;57.0;19.3;11.2;0.7544;1408.0;1278.0;1928.0;1481.0;682.0
-200.0;0.1;46.0;41.0;18.4;2.8;29.8;0.7595;783.0;637.0;1215.0;439.0;1498.0
-200.0;2.1;92.0;109.0;45.2;11.7;29.8;1.8642;1100.0;1038.0;1873.0;1080.0;668.0
