MotorData.ActPosition;MotorData.Motor_Pos1reached;MotorData.ActSpeed;MotorData.IsForce;MotorData.ActCurrent;NVL_Recv_Ind.GL_NonMetall;NVL_Recv_Ind.GL_Metall;PLC_PRG.MaterialIsMetal;MotorData.Motor_Pos4reached;MotorData.IsAcceleration
140012;0;0;-33;-153;1;0;0;0;0
140012;0;0;-31;-140;1;0;0;0;0
140012;0;0;-31;-140;1;0;0;0;0
140012;0;0;-32;-150;1;0;0;0;0
140012;0;0;-30;-153;1;0;0;0;0
140012;0;0;-35;-142;1;0;0;0;0
140012;0;0;-30;-156;1;0;0;0;0
140012;0;0;-35;-153;1;0;0;0;0
140012;0;0;-31;-142;1;0;0;0;0
140012;0;0;-30;-150;1;0;0;0;0
140012;0;0;-33;-153;1;0;0;0;0
260014;0;0;5;35;1;0;0;0;0
260014;0;0;7;22;1;0;0;0;0
260014;0;0;4;35;1;0;0;0;0
260014;0;0;6;35;1;0;0;0;0
260014;0;0;6;35;1;0;0;0;0
260014;0;0;7;21;1;0;0;0;0
260014;0;0;3;33;1;0;0;0;0
256911;0;67425;-8;205;1;0;0;0;0
184005;0;79141;48;-211;1;0;0;0;0
167533;0;73660;0;387;1;0;0;0;1015
140012;0;0;-35;-142;1;0;0;0;0
140012;0;0;-39;-169;1;0;0;0;0
140012;0;0;-36;-160;1;0;0;0;0
185223;0;82621;172;474;1;0;0;0;-1015
140012;0;0;-39;-167;1;0;0;0;0
240903;0;65888;78;624;1;0;0;0;-1015
251314;0;57536;94;250;1;0;0;0;0
140012;0;0;-34;-164;1;0;0;0;0
140012;0;0;-36;-161;1;0;0;0;0
140012;0;0;-37;-171;1;0;0;0;0
140012;0;0;-40;-172;1;0;0;0;0
140012;0;0;-37;-169;1;0;0;0;0
267032;0;-60291;-114;-622;1;0;1;0;0
260014;0;0;7;44;1;0;0;0;0
260014;0;0;5;24;1;0;0;0;0
260014;0;0;5;27;1;0;0;0;0
260014;0;0;6;16;1;0;0;0;0
260014;0;0;6;25;1;0;0;0;0
260014;0;0;6;42;1;0;0;0;0
260014;0;0;5;40;1;0;0;0;0
260014;0;0;9;34;1;0;0;0;0
260014;0;0;8;41;1;0;0;0;0
260014;0;0;4;29;1;0;0;0;0
260014;0;0;10;37;1;0;0;0;0
260014;0;0;5;26;1;0;0;0;0
260014;0;0;9;33;1;0;0;0;0
260014;0;0;5;34;1;0;0;0;0
260014;0;0;4;35;1;0;0;0;0
260014;0;0;8;44;1;0;0;0;0
260014;0;0;7;26;1;0;0;0;0
260014;0;0;7;35;1;0;0;0;0
260014;0;0;6;31;1;0;0;0;0
260014;0;0;6;29;1;0;0;0;0
140012;0;0;-36;-165;1;0;0;0;0
140012;0;0;-38;-167;1;0;0;0;0
140012;0;0;-36;-175;1;0;0;0;0
140012;0;0;-38;-172;1;0;0;0;0
140012;0;0;-35;-155;1;0;0;0;0
175740;0;-78416;-236;-57;1;0;0;0;-1015
203261;0;-69484;-89;-557;1;0;0;0;0
250386;0;-62176;-93;467;1;0;0;0;0
253518;0;-71833;-41;-47;1;0;0;0;0
166663;0;-78242;-178;-460;1;0;0;0;-1015
173043;0;-81983;-201;39;1;0;0;0;0
176088;0;-71920;-179;-542;1;0;0;0;0
260014;0;0;6;16;1;0;0;0;0
260014;0;0;7;27;1;0;0;0;0
260014;0;0;3;49;1;0;0;0;0
260014;0;0;5;17;1;0;0;0;0
260014;0;0;7;28;1;0;0;0;0
260014;0;0;4;35;1;0;0;0;0
260014;0;0;4;21;1;0;0;0;0
260014;0;0;5;12;1;0;0;0;0
272078;0;-69803;-27;-210;1;0;1;0;-1015
247399;0;75748;5;983;1;0;0;0;0
227795;0;-77256;-66;-920;1;0;0;0;0
260014;0;0;3;17;1;0;0;0;0
260014;0;0;6;15;1;0;0;0;0
260014;0;0;6;22;1;0;0;0;0
260014;0;0;5;31;1;0;0;0;0
260014;0;0;3;28;1;0;0;0;0
260014;0;0;3;30;1;0;0;0;0
149640;0;-65801;11;-764;1;0;0;0;0
260014;0;0;3;35;1;0;0;0;0
140012;0;0;-32;-145;1;0;0;0;0
140012;0;0;-32;-145;1;0;0;0;0
140012;0;0;-30;-140;1;0;0;0;0
140012;0;0;-31;-138;1;0;0;0;0
140012;0;0;-32;-140;1;0;0;0;0
140012;0;0;-32;-148;1;0;0;0;0
140012;0;0;-32;-158;1;0;0;0;0
140012;0;0;-32;-136;1;0;0;0;0
260014;0;0;3;28;1;0;0;0;0
260014;0;0;5;20;1;0;0;0;0
260014;0;0;5;20;1;0;0;0;0
234581;0;65946;102;690;1;0;0;0;0
158108;0;70209;103;532;1;0;0;0;1015
140012;0;0;-37;-178;1;0;0;0;0
140012;0;0;-39;-183;1;0;0;0;0
140012;0;0;-36;-189;1;0;0;0;0
140012;0;0;-39;-181;1;0;0;0;0
140012;0;0;-37;-167;1;0;0;0;0
140012;0;0;-39;-177;1;0;0;0;0
140012;0;0;-39;-178;1;0;0;0;0
140012;0;0;-38;-173;1;0;0;0;0
140012;0;0;-37;-176;1;0;0;0;0
140012;0;0;-37;-168;1;0;0;0;0
140012;0;0;-36;-185;1;0;0;0;0
140012;0;0;-35;-167;1;0;0;0;0
140012;0;0;-37;-172;1;0;0;0;0
140012;0;0;-38;-158;1;0;0;0;0
233711;0;66439;4;218;1;0;0;0;-1015
249719;0;75748;-23;138;1;0;0;0;0
140012;0;0;-38;-158;1;0;0;0;0
172608;0;-74501;-118;-505;1;0;0;0;0
234465;0;-86014;-182;-170;1;0;0;0;0
260304;0;-68904;-112;-27;1;0;0;0;0
228433;0;70731;155;-9;1;0;0;0;0
202275;0;71340;27;303;1;0;0;0;0
189544;0;70905;94;14;1;0;0;0;0
166170;0;71920;-24;140;1;0;0;0;0
177045;0;-73486;-241;-91;1;0;0;0;1015
218747;0;-84071;-112;164;1;0;0;0;0
232348;0;-79750;-50;280;1;0;0;0;0
260014;0;0;-3;-4;1;0;0;0;0
260014;0;0;0;8;1;0;0;0;0
260014;0;0;2;-6;1;0;0;0;0
260014;0;0;-1;-10;1;0;0;0;0
260014;0;0;-3;3;1;0;0;0;0
260014;0;0;0;-6;1;0;0;0;0
260014;0;0;-2;-13;1;0;0;0;0
260014;0;0;0;8;1;0;0;0;0
260014;0;0;1;15;1;0;0;0;0
260014;0;0;-3;9;1;0;0;0;0
260014;0;0;0;4;1;0;0;0;0
260014;0;0;2;20;1;0;0;0;0
260014;0;0;1;18;1;0;0;0;0
260014;0;0;1;18;1;0;0;0;0
260014;0;0;0;-5;1;0;0;0;0
260014;0;0;1;0;1;0;0;0;0
260014;0;0;8;34;1;0;0;0;0
260014;0;0;7;28;1;0;0;0;0
260014;0;0;6;30;1;0;0;0;0
260014;0;0;6;12;1;0;0;0;0
260014;0;0;6;27;1;0;0;0;0
260014;0;0;6;22;1;0;0;0;0
260014;0;0;7;45;1;0;0;0;0
279763;0;-65917;-161;-192;1;0;1;0;0
223793;0;74849;-7;9;1;0;0;0;0
223793;0;74849;-7;9;1;0;0;0;0
195054;0;66120;33;906;1;0;0;0;0
162806;0;69948;182;562;1;0;0;0;0
140012;0;0;-35;-153;1;0;0;0;0
194010;0;72906;11;272;1;0;0;0;0
217790;0;72732;101;1103;1;0;0;0;0
140012;0;0;-35;-140;1;0;0;0;0
140012;0;0;-35;-170;1;0;0;0;0
140012;0;0;-30;-161;1;0;0;0;0
140012;0;0;-36;-159;1;0;0;0;0
140012;0;0;-32;-144;1;0;0;0;0
140012;0;0;-32;-150;1;0;0;0;0
140012;0;0;-31;-165;1;0;0;0;0
140012;0;0;-35;-156;1;0;0;0;0
177654;0;-71833;-32;-290;1;0;0;0;0
203087;0;-77662;28;59;1;0;0;0;0
209583;0;-85666;28;-32;1;0;0;0;0
208916;0;68005;157;375;1;0;0;0;0
236814;0;-59827;-85;-903;1;0;0;0;0
258999;0;-38512;-153;-694;1;0;0;0;-2001
260014;0;0;3;21;1;0;0;0;0
249429;0;-72935;-78;-526;1;0;0;0;0
216775;0;-75110;-60;-131;1;0;0;0;0
213411;0;-81461;-125;-548;1;0;0;0;1015
140012;0;0;-33;-159;1;0;0;0;0
140012;0;0;-35;-146;1;0;0;0;0
140012;0;0;-32;-159;1;0;0;0;0
140012;0;0;-32;-165;1;0;0;0;0
140012;0;0;-33;-170;1;0;0;0;0
140012;0;0;-33;-173;1;0;0;0;0
140012;0;0;-34;-158;1;0;0;0;0
140012;0;0;-34;-153;1;0;0;0;0
140012;0;0;-33;-150;1;0;0;0;0
140012;0;0;-34;-150;1;0;0;0;0
140012;0;0;-34;-153;1;0;0;0;0
140012;0;0;-33;-142;1;0;0;0;0
140012;0;0;-32;-170;1;0;0;0;0
140012;0;0;-31;-134;1;0;0;0;0
140012;0;0;-32;-153;1;0;0;0;0
140012;0;-11861;-30;-150;1;0;0;0;0
260014;0;0;4;32;1;0;0;0;0
260014;0;0;7;22;1;0;0;0;0
260014;0;0;7;35;1;0;0;0;0
260014;0;0;6;9;1;0;0;0;0
260014;0;0;8;35;1;0;0;0;0
260014;0;0;6;35;1;0;0;0;0
260014;0;0;6;20;1;0;0;0;0
260014;0;0;5;29;1;0;0;0;0
260014;0;0;7;30;1;0;0;0;0
260014;0;0;6;44;1;0;0;0;0
260014;0;0;6;35;1;0;0;0;0
176987;0;73196;185;248;1;0;0;0;1015
140012;0;0;-39;-171;1;0;0;0;0
140012;0;0;-40;-165;1;0;0;0;0
140012;0;0;-40;-193;1;0;0;0;0
140012;0;0;-40;-189;1;0;0;0;0
140012;0;0;-38;-173;1;0;0;0;0
198505;0;76647;-104;142;1;0;0;0;0
140012;0;0;-35;-185;1;0;0;0;0
140012;0;0;-41;-176;1;0;0;0;0
140012;0;0;-41;-175;1;0;0;0;0
140012;0;0;-36;-177;1;0;0;0;0
140012;0;0;-38;-172;1;0;0;0;0
140012;0;0;-37;-165;1;0;0;0;0
140012;0;0;-38;-183;1;0;0;0;0
140012;0;0;-38;-185;1;0;0;0;0
194938;0;-70267;-98;-3;1;0;0;0;0
179452;0;76966;41;572;1;0;0;0;0
173449;0;68556;-27;843;1;0;0;0;-1015
260014;0;0;7;26;1;0;0;0;0
260014;0;0;2;29;1;0;0;0;0
260014;0;0;6;32;1;0;0;0;0
260014;0;0;6;32;1;0;0;0;0
260014;0;0;5;37;1;0;0;0;0
260014;0;0;7;35;1;0;0;0;0
260014;0;0;7;35;1;0;0;0;0
260014;0;0;3;26;1;0;0;0;0
260014;0;0;6;33;1;0;0;0;0
260014;0;0;6;33;1;0;0;0;0
260014;0;0;5;38;1;0;0;0;0
260014;0;0;5;26;1;0;0;0;0
260014;0;0;6;35;1;0;0;0;0
260014;0;0;7;29;1;0;0;0;0
195373;0;-77372;-17;-381;1;0;0;0;1015
237394;0;-65540;-200;-749;1;0;0;0;0
260014;0;0;6;16;1;0;0;0;0
260014;0;0;5;19;1;0;0;0;0
185861;0;-65685;-8;-871;1;0;0;0;0
153700;0;-72558;-87;-121;1;0;0;0;0
260014;0;0;6;30;1;0;0;0;0
260014;0;0;5;13;1;0;0;0;0
260014;0;0;3;37;1;0;0;0;0
260014;0;0;6;28;1;0;0;0;0
227853;0;70644;21;-76;1;0;0;0;-1015
260014;0;0;6;33;1;0;0;0;0
260014;0;0;5;19;1;0;0;0;0
260014;0;0;5;31;1;0;0;0;0
260014;0;0;7;25;1;0;0;0;0
260014;0;0;5;28;1;0;0;0;0
260014;0;0;3;25;1;0;0;0;0
260014;0;0;5;29;1;0;0;0;0
260014;0;0;7;20;1;0;0;0;0
260014;0;0;5;19;1;0;0;0;0
260014;0;0;5;31;1;0;0;0;0
260014;0;0;8;30;1;0;0;0;0
260014;0;0;9;34;1;0;0;0;0
260014;0;0;5;34;1;0;0;0;0
260014;0;0;5;28;1;0;0;0;0
260014;0;0;6;31;1;0;0;0;0
260014;0;0;7;43;1;0;0;0;0
260014;0;0;10;35;1;0;0;0;0
260014;0;0;9;48;1;0;0;0;0
260014;0;0;7;26;1;0;0;0;0
260014;0;0;6;20;1;0;0;0;0
260014;0;0;6;51;1;0;0;0;0
260014;0;0;8;44;1;0;0;0;0
260014;0;0;8;44;1;0;0;0;0
260014;0;0;7;49;1;0;0;0;0
260014;0;0;3;21;1;0;0;0;0
260014;0;0;7;33;1;0;0;0;0
260014;0;0;8;30;1;0;0;0;0
260014;0;0;6;27;1;0;0;0;0
260014;0;0;0;30;1;0;0;0;-2001
241396;0;-85318;-76;153;1;0;0;0;0
260014;0;0;4;28;1;0;0;0;0
168577;0;-59160;-106;-486;1;0;0;0;0
149060;0;-65511;-115;-836;1;0;0;0;0
260014;0;0;4;28;1;0;0;0;0
260014;0;0;7;31;1;0;0;0;0
243397;0;80591;-76;-12;1;0;0;0;0
208655;0;74124;56;-340;1;0;0;0;-1015
186992;0;79257;188;85;1;0;0;0;1015
180351;0;68846;74;664;1;0;0;0;0
179365;0;-75806;-55;-83;1;0;0;0;0
192009;0;-82360;41;-79;1;0;0;0;0
226751;0;-78735;-216;-506;1;0;0;0;-1015
260014;0;0;9;41;1;0;0;0;0
186093;0;81200;160;16;1;0;0;0;-1015
209061;0;81983;49;763;1;0;0;0;1015
260014;0;0;4;35;1;0;0;0;0
260014;0;0;11;39;1;0;0;0;0
260014;0;0;10;51;1;0;0;0;0
260014;0;0;9;26;1;0;0;0;0
260014;0;0;7;30;1;0;0;0;0
260014;0;0;6;39;1;0;0;0;0
260014;0;0;11;35;1;0;0;0;0
260014;0;0;10;54;1;0;0;0;0
260014;0;0;9;25;1;0;0;0;0
260014;0;0;5;36;1;0;0;0;0
260014;0;0;6;31;1;0;0;0;0
260014;0;0;8;26;1;0;0;0;0
209670;0;-84448;-160;-86;1;0;0;0;1015
199346;0;-66555;-51;-1062;1;0;0;0;1015
260014;0;0;9;29;1;0;0;0;0
214571;0;77372;-3;189;1;0;0;0;-1015
140012;0;0;-36;-161;1;0;0;0;0
140012;0;0;-39;-177;1;0;0;0;0
140012;0;0;-38;-163;1;0;0;0;0
140012;0;0;-35;-161;1;0;0;0;0
140012;0;0;-38;-173;1;0;0;0;0
140012;0;0;-39;-173;1;0;0;0;0
140012;0;0;-37;-172;1;0;0;0;0
140012;0;0;-39;-173;1;0;0;0;0
140012;0;0;-39;-170;1;0;0;0;0
140012;0;0;-37;-163;1;0;0;0;0
140012;0;0;-38;-178;1;0;0;0;0
140012;0;0;-39;-189;1;0;0;0;0
140012;0;0;-57;-275;1;0;0;0;0
140012;0;0;-35;-157;1;0;0;0;0
140012;0;0;-29;-148;1;0;0;0;0
140012;0;0;-31;-157;1;0;0;0;0
140012;0;0;-35;-144;1;0;0;0;0
140012;0;0;-36;-167;1;0;0;0;0
140012;0;0;-33;-171;1;0;0;0;0
140012;0;0;-35;-148;1;0;0;0;0
140012;0;0;-36;-138;1;0;0;0;0
140012;0;0;-36;-146;1;0;0;0;0
238815;0;77517;-62;16;1;0;0;0;0
140012;0;0;115;-153;1;0;0;0;0
192212;0;-68179;-45;-229;1;0;0;0;0
249661;0;-65685;-152;81;1;0;0;0;-1015
249661;0;-65685;-152;81;1;0;0;0;-1015
166721;0;-74704;5;-41;1;0;0;0;0
192270;0;-74530;-67;-119;1;0;0;0;1015
260014;0;0;8;39;1;0;0;0;0
260014;0;0;3;28;1;0;0;0;0
260014;0;0;6;33;1;0;0;0;0
260014;0;0;3;19;1;0;0;0;0
260014;0;0;3;17;1;0;0;0;0
260014;0;0;6;22;1;0;0;0;0
260014;0;0;7;7;1;0;0;0;0
260014;0;0;5;17;1;0;0;0;0
260014;0;0;2;8;1;0;0;0;0
260014;0;0;6;35;1;0;0;0;0
260014;0;0;3;12;1;0;0;0;0
260014;0;0;1;21;1;0;0;0;0
260014;0;0;6;30;1;0;0;0;0
260014;0;0;1;17;1;0;0;0;0
260014;0;0;2;15;1;0;0;0;0
260014;0;0;3;26;1;0;0;0;0
260014;0;0;3;30;1;0;0;0;0
260014;0;0;5;25;1;0;0;0;0
260014;0;0;6;19;1;0;0;0;0
260014;0;0;5;40;1;0;0;0;0
260014;0;0;4;16;1;0;0;0;0
260014;0;0;5;30;1;0;0;0;0
260014;0;0;4;27;1;0;0;0;0
260014;0;0;3;8;1;0;0;0;0
260014;0;0;6;40;1;0;0;0;0
260014;0;0;2;26;1;0;0;0;0
260014;0;0;6;40;1;0;0;0;0
260014;0;0;5;31;1;0;0;0;0
260014;0;0;5;29;1;0;0;0;0
260014;0;0;4;25;1;0;0;0;0
260014;0;0;2;26;1;0;0;0;0
216746;0;84767;16;58;1;0;0;0;0
165300;0;76038;2;244;1;0;0;0;0
184904;0;72848;7;121;1;0;0;0;1015
214658;0;85057;170;15;1;0;0;0;0
140012;0;0;-34;-144;1;0;0;0;0
140012;0;0;-32;-140;1;0;0;0;0
140012;0;0;-34;-136;1;0;0;0;0
140012;0;0;-34;-156;1;0;0;0;0
140012;0;0;-33;-142;1;0;0;0;0
140012;0;0;-33;-164;1;0;0;0;0
252068;0;-61132;-82;-464;1;0;0;0;0
179655;0;-65772;-54;-684;1;0;0;0;0
167330;0;-79576;-111;-84;1;0;0;0;0
140012;0;0;-35;-155;1;0;0;0;0
140012;0;0;-32;-140;1;0;0;0;0
140012;0;0;-35;-157;1;0;0;0;0
140012;0;0;-35;-157;1;0;0;0;0
140012;0;0;-31;-157;1;0;0;0;0
140012;0;0;-31;-172;1;0;0;0;0
140012;0;0;-34;-146;1;0;0;0;0
140012;0;0;-32;-142;1;0;0;0;0
140012;0;0;-38;-134;1;0;0;0;0
140012;0;0;-33;-148;1;0;0;0;0
140012;0;0;-33;-144;1;0;0;0;0
140012;0;0;-33;-156;1;0;0;0;0
140012;0;0;-33;-151;1;0;0;0;0
140012;0;0;-33;-151;1;0;0;0;0
140012;0;0;-32;-154;1;0;0;0;0
140012;0;0;-34;-157;1;0;0;0;0
140012;0;0;-33;-156;1;0;0;0;0
140128;0;-35264;-139;-583;1;0;0;0;0
168229;0;-62379;-111;-334;1;0;0;0;1015
174551;0;-81403;-171;54;1;0;0;0;0
193662;0;-68846;-165;-166;1;0;0;0;0
231942;0;67309;101;542;1;0;0;0;-2030
178495;0;-74559;-15;-413;1;0;0;0;0
204015;0;-75371;-165;-278;1;0;0;0;1015
258506;0;-57449;-93;-407;1;0;0;0;-986
188819;0;66352;120;255;1;0;0;0;0
260014;0;0;1;-4;1;0;0;0;0
254736;0;70180;105;46;1;0;0;0;-1015
260014;0;0;0;1;1;0;0;0;0
260014;0;0;-1;6;1;0;0;0;0
260014;0;0;1;11;1;0;0;0;0
260014;0;0;4;8;1;0;0;0;0
260014;0;0;2;-8;1;0;0;0;0
260014;0;0;0;8;1;0;0;0;0
260014;0;0;-1;16;1;0;0;0;0
260014;0;0;3;9;1;0;0;0;0
260014;0;0;2;18;1;0;0;0;0
233537;0;82331;152;1068;1;0;0;0;0
260072;0;-2697;-34;-153;1;0;1;0;0
260014;0;0;6;15;1;0;0;0;0
260014;0;0;7;30;1;0;0;0;0
260014;0;0;7;28;1;0;0;0;0
260014;0;0;6;19;1;0;0;0;0
260014;0;0;6;14;1;0;0;0;0
260014;0;0;5;32;1;0;0;0;0
260014;0;0;2;35;1;0;0;0;0
260014;0;0;5;13;1;0;0;0;0
260014;0;0;3;15;1;0;0;0;0
260014;0;0;4;28;1;0;0;0;0
260014;0;0;7;19;1;0;0;0;0
260014;0;0;4;12;1;0;0;0;0
260014;0;0;6;21;1;0;0;0;0
260014;0;0;3;23;1;0;0;0;0
260014;0;0;5;20;1;0;0;0;0
260014;0;0;6;31;1;0;0;0;0
260014;0;0;3;19;1;0;0;0;0
260014;0;0;5;30;1;0;0;0;0
260014;0;0;5;33;1;0;0;0;0
259289;0;-51446;-226;-854;1;0;0;0;-3016
230115;0;-72877;-140;-732;1;0;0;0;-1015
201550;0;68063;22;184;1;0;0;0;1015
140012;0;0;-35;-152;1;0;0;0;0
140012;0;0;-34;-157;1;0;0;0;0
140012;0;0;-33;-145;1;0;0;0;0
140012;0;0;-33;-169;1;0;0;0;0
140012;0;0;-32;-155;1;0;0;0;0
140012;0;0;-33;-167;1;0;0;0;0
140012;0;0;-31;-158;1;0;0;0;0
140012;0;0;-32;-152;1;0;0;0;0
140012;0;0;-34;-142;1;0;0;0;0
140012;0;0;-33;-159;1;0;0;0;0
140012;0;0;-30;-153;1;0;0;0;0
140012;0;0;-30;-153;1;0;0;0;0
170375;0;-70093;-198;-559;1;0;0;0;0
197258;0;-69252;-59;-191;1;0;0;0;0
203580;0;-72848;-184;-392;1;0;0;0;-1015
249574;0;-75284;-44;-747;1;0;0;0;0
269004;0;65540;72;11;1;0;0;0;0
190008;0;65163;17;371;1;0;0;0;0
204015;0;-65192;-46;-402;1;0;0;0;0
260014;0;0;5;23;1;0;0;0;0
260014;0;0;9;53;1;0;0;0;0
260014;0;0;3;30;1;0;0;0;0
260014;0;0;3;35;1;0;0;0;0
260014;0;0;4;31;1;0;0;0;0
260014;0;0;4;44;1;0;0;0;0
260014;0;0;5;30;1;0;0;0;0
220226;0;-65337;-208;181;1;0;0;0;0
213817;0;-70035;-94;17;1;0;0;0;1015
166924;0;-68759;31;-547;1;0;0;0;0
140012;0;0;-30;-165;1;0;0;0;0
140012;0;0;-38;-156;1;0;0;0;0
140012;0;0;-33;-150;1;0;0;0;0
140012;0;0;-34;-153;1;0;0;0;0
140012;0;0;-33;-163;1;0;0;0;0
140012;0;0;-33;-152;1;0;0;0;0
140012;0;0;-33;-157;1;0;0;0;0
140012;0;0;-35;-157;1;0;0;0;0
140012;0;0;-34;-140;1;0;0;0;0
140012;0;0;-31;-146;1;0;0;0;0
140012;0;0;-35;-156;1;0;0;0;0
140012;0;0;-35;-167;1;0;0;0;0
140012;0;0;-34;-150;1;0;0;0;0
140012;0;0;-34;-150;1;0;0;0;0
140012;0;0;-37;-144;1;0;0;0;0
260014;0;0;6;21;1;0;0;0;0
260014;0;0;6;34;1;0;0;0;0
260014;0;0;7;31;1;0;0;0;0
260014;0;0;7;34;1;0;0;0;0
260014;0;0;0;30;1;0;0;0;0
260014;0;0;3;17;1;0;0;0;0
260014;0;0;6;42;1;0;0;0;0
260014;0;0;6;53;1;0;1;0;0
260014;0;-5742;57;-644;1;0;1;0;2001
