MotorData.ActPosition;MotorData.Motor_Pos1reached;MotorData.ActSpeed;MotorData.IsForce;MotorData.ActCurrent;NVL_Recv_Ind.GL_NonMetall;NVL_Recv_Ind.GL_Metall;PLC_PRG.MaterialIsMetal;MotorData.Motor_Pos4reached;MotorData.IsAcceleration
?;0;0;1;-5;?;?;0;0;0
268975;?;0;0;0;1;?;0;0;0
268975;0;0;0;?;1;?;0;0;0
268975;0;0;-3;0;1;0;0;0;0
268975;0;?;0;-9;1;0;0;0;?
268975;0;0;0;12;1;0;0;?;?
268975;?;?;?;12;1;0;0;?;0
?;0;0;1;0;1;0;?;0;?
?;0;0;2;-9;1;0;0;?;?
268975;0;?;?;16;?;?;?;?;0
?;0;?;1;12;1;?;0;0;0
?;?;0;1;12;1;0;0;0;0
268975;0;0;1;12;?;0;0;0;0
268975;?;0;0;?;1;0;0;0;0
?;0;0;?;20;1;0;0;0;0
268975;0;?;2;12;1;0;0;0;?
?;?;0;0;0;?;0;0;0;0
268975;?;0;0;0;1;0;0;0;0
?;0;?;4;-5;?;0;0;?;?
268975;?;0;-1;3;1;?;?;0;0
268975;0;0;?;12;?;0;0;?;0
268975;0;0;0;12;1;0;0;0;0
?;0;0;0;12;1;0;?;0;0
268975;0;0;0;-5;1;0;?;?;?
268975;0;0;2;-9;1;0;0;0;?
268975;0;0;2;?;1;?;0;0;0
268975;0;0;2;?;1;0;0;?;0
268975;0;0;?;0;1;0;?;0;?
268975;0;0;0;0;?;0;0;0;0
268975;?;?;-1;12;1;0;?;0;0
268975;0;?;-3;7;1;0;0;0;0
268975;?;?;0;?;1;0;0;0;0
268975;0;?;1;0;?;0;0;?;0
268975;0;0;1;?;1;0;0;0;0
268975;0;0;?;7;1;0;0;0;0
268975;0;0;-1;?;1;0;0;0;0
268975;0;0;0;0;1;0;0;0;0
268975;?;?;0;0;1;0;0;0;?
268975;0;0;?;0;1;0;0;0;0
268975;?;0;1;?;?;0;0;0;0
268975;0;0;0;-5;1;0;?;0;?
?;0;0;0;?;1;0;0;0;0
?;?;0;1;12;1;0;0;0;0
268975;?;?;1;?;1;?;0;?;0
268975;0;0;?;7;1;0;0;0;0
268975;?;0;-1;0;1;0;?;0;0
?;?;0;-3;12;1;?;0;0;0
268975;?;0;1;-5;1;0;0;0;0
268975;?;0;?;?;1;0;0;0;?
268975;?;?;0;?;1;?;?;0;0
268975;0;0;1;0;1;0;?;0;0
268975;0;0;-1;20;?;0;?;?;0
?;0;0;-1;20;1;0;0;0;0
268975;0;?;-1;20;1;0;0;?;?
268975;0;?;0;0;1;?;?;0;0
268917;0;-73428;?;-578;1;0;0;0;-2001
263378;0;-87464;-104;-163;1;0;0;0;1015
260420;0;?;?;-171;1;0;0;0;0
260420;0;-62292;?;-171;?;0;0;0;0
253634;0;-88711;-75;-674;1;?;0;0;0
?;?;-73660;-247;-245;1;?;0;0;-1015
244093;?;-79750;-58;-654;1;0;0;0;-1015
237452;0;-77981;-144;-548;?;0;0;?;-1015
237452;0;?;-144;-548;1;0;0;?;-1015
234030;?;-97208;-129;-28;1;0;0;?;-1015
227708;0;-85492;-26;?;1;0;?;0;?
?;0;?;-103;-377;1;0;0;0;?
?;?;-65801;-103;-377;1;0;0;0;-1015
224431;0;-65801;-103;-377;1;0;?;0;-1015
217384;0;-90451;-156;-782;1;0;0;0;?
211294;0;-77198;?;39;1;0;0;?;0
?;0;-76067;-135;?;1;0;0;?;0
?;0;-93844;-39;-208;1;0;0;?;-1015
201231;?;-93844;-39;-208;1;0;?;0;?
198186;0;?;-159;?;1;0;0;0;0
?;0;?;-157;-605;1;0;0;0;0
185368;0;-70876;?;-521;?;0;0;0;1015
182323;0;?;-24;-248;1;0;?;0;0
182323;0;-84361;-24;-248;1;0;0;0;0
176494;0;-85028;-105;-509;1;?;0;?;?
176494;0;?;-105;-509;1;0;0;0;-1015
172492;?;?;-127;-296;?;0;0;?;0
166576;0;-82418;?;-846;1;0;0;0;1015
160747;?;-74704;3;-40;1;0;?;0;0
?;?;-74704;3;-40;1;0;0;0;?
157122;0;-69310;-79;200;1;0;?;0;?
?;0;-98948;-19;?;1;?;0;0;0
?;0;-65134;?;-359;1;0;0;0;0
?;0;-67106;-34;-47;1;0;0;0;?
140012;0;-2958;-86;-127;?;0;?;?;0
?;?;-2958;-86;-127;1;0;0;0;0
140012;0;-2958;-86;-127;1;0;0;0;0
140012;?;0;-28;-130;1;0;0;0;?
140012;0;0;?;-138;1;0;0;0;0
140012;0;0;-30;-132;?;0;?;?;0
140012;0;0;?;?;1;?;?;?;?
?;?;0;-33;-136;?;?;0;0;0
140012;?;0;-27;?;1;0;0;0;0
140012;0;?;-30;?;1;0;0;0;0
?;0;0;-30;-131;1;0;0;0;0
140012;0;0;-30;-131;1;0;?;?;0
140012;0;0;-30;-150;1;0;?;0;?
?;0;0;-29;-140;1;0;0;0;0
140012;0;0;-32;-142;1;0;0;0;0
140012;0;0;-32;?;1;?;?;?;0
140012;0;0;-34;?;1;0;0;?;0
140012;0;0;-34;-151;1;0;?;0;0
140012;?;?;?;-130;?;?;0;0;0
?;0;0;-29;-129;?;0;0;0;0
?;0;0;-28;-134;1;?;?;0;?
140012;0;0;-33;-136;1;0;0;0;0
140012;0;?;-33;-136;1;0;0;0;0
140012;?;0;-31;-145;1;0;0;0;0
?;0;0;-29;-144;?;0;0;0;0
140012;?;?;-30;-148;?;0;0;0;0
140012;0;0;?;?;1;0;0;?;0
140012;0;0;-32;?;1;0;0;0;0
140012;0;0;-32;-145;1;0;0;0;0
140012;?;0;-29;-140;1;0;0;0;0
140012;0;?;?;-138;1;0;0;?;0
140012;0;0;-32;-135;1;?;0;?;0
140012;0;?;?;-165;1;0;0;?;0
140012;0;0;?;-165;1;0;0;0;0
?;?;0;?;-138;?;0;0;?;0
140012;0;?;?;-132;1;?;0;0;0
?;0;0;-30;-116;1;0;0;0;0
140012;0;0;-31;-150;1;0;0;0;0
140012;0;0;-31;-150;1;0;0;0;0
140012;?;0;-31;-134;1;0;?;0;0
?;?;0;-31;?;1;0;0;0;?
140012;0;0;?;?;1;0;0;0;0
140012;0;0;-30;-138;1;0;0;0;0
140012;0;0;-28;-128;1;0;0;?;0
?;?;0;-28;-128;1;0;0;0;0
?;0;0;?;-131;1;0;?;0;?
140012;0;0;-33;?;?;0;0;0;?
140012;0;?;?;-145;1;?;?;0;0
140012;0;?;?;-145;?;0;0;0;0
140012;0;0;-29;-144;1;?;0;0;?
140012;0;0;-31;-146;1;0;0;0;0
?;0;0;-33;?;1;0;?;0;0
140012;?;0;-29;-145;1;0;0;?;0
140012;0;0;-29;?;1;0;0;0;0
140012;0;0;-31;-150;1;0;0;0;0
140012;0;0;-31;-150;1;0;0;?;0
140012;0;0;-30;-144;1;?;?;0;0
140012;0;?;?;?;1;?;0;?;0
140012;0;0;-31;-130;1;0;0;0;0
140012;0;0;-31;-130;1;0;0;0;0
140012;0;0;?;-145;1;?;0;0;0
?;0;0;-31;-157;1;0;?;?;0
140012;0;0;-31;-142;1;0;0;0;0
140012;0;0;-31;?;?;0;0;?;0
140012;0;0;-32;-138;1;0;?;0;0
140012;0;0;-27;-135;1;0;?;0;0
138504;0;?;-3;-677;1;0;?;?;0
132356;0;-81983;-112;-734;1;0;0;0;0
132356;0;-81983;-112;-734;1;0;0;0;?
132356;0;?;-112;?;?;?;0;0;0
126034;0;-87145;?;90;?;?;?;?;0
122264;0;-96338;-134;?;?;0;0;0;0
115797;0;-81258;?;-306;1;0;0;0;0
112752;?;-68788;40;-808;1;0;?;0;0
112752;?;?;?;-808;1;0;0;?;0
106430;0;?;-172;-38;1;0;0;0;?
102834;0;-69252;-1;?;1;0;0;?;1015
?;0;-97788;-182;-563;1;0;0;0;?
92974;0;-69368;-47;?;1;0;0;0;0
92974;0;-69368;-47;-166;1;?;0;0;?
86565;0;-80504;-190;-54;1;0;0;0;?
80823;0;?;-33;-795;?;0;0;0;-1015
74501;0;-75458;-79;?;1;0;0;?;0
74501;0;?;-79;-316;1;0;0;?;?
71050;?;?;-15;-381;1;0;0;0;0
71050;0;-66932;-15;-381;1;?;?;0;?
64989;0;-83433;-198;-55;1;0;0;0;0
61625;0;-83549;-4;-783;1;0;?;0;0
?;?;-58377;?;-809;1;0;0;0;1015
51620;0;-75168;-56;-1124;?;0;0;0;?
?;0;?;-56;-1124;1;0;?;0;0
45124;0;-94192;-153;-787;1;0;0;0;0
41383;0;-71659;-214;-981;1;0;0;0;-1015
?;0;-78387;-188;-1097;1;0;0;?;1015
?;0;-78387;?;?;?;0;0;0;1015
35119;0;-78387;-188;-1097;1;0;0;0;?
28739;0;-75429;?;-757;1;?;0;0;0
24563;?;-91901;-193;-134;1;?;0;0;0
22098;?;13949;-45;-186;1;0;0;?;-1015
22011;0;0;?;?;1;0;0;0;0
22011;0;0;-45;?;1;0;0;0;0
22011;1;0;-46;-212;1;0;0;?;0
22011;?;0;?;-193;1;?;0;?;0
?;?;0;-44;-211;1;0;?;0;0
22011;1;0;-46;-218;?;?;0;0;?
22011;?;0;-46;-218;?;?;0;0;0
22011;1;?;-45;?;1;0;0;0;?
22011;?;0;-45;-205;?;0;0;0;0
?;1;0;-45;-211;1;0;0;0;0
22011;1;0;?;?;1;0;0;0;0
22011;?;0;-46;-205;?;0;?;0;?
22011;?;0;-46;-205;1;0;?;0;0
22011;1;?;-45;?;1;0;0;0;0
22011;?;0;?;-205;1;0;0;0;?
?;1;0;-48;?;1;0;0;0;0
22011;1;0;-44;-220;1;?;0;?;0
22011;1;?;-44;?;1;0;0;0;0
22011;1;0;-47;-211;1;?;0;0;0
22011;1;0;-44;-207;1;0;0;0;0
22011;1;0;-46;-199;1;0;0;0;?
22011;?;0;-44;-206;?;?;0;0;?
?;?;0;?;-206;1;0;?;0;0
22011;?;0;-44;-206;?;0;0;0;0
22011;?;0;?;-205;1;?;0;0;?
?;?;?;-115;?;1;0;0;0;?
22852;0;90364;60;582;1;0;?;0;0
22852;?;90364;60;582;1;0;0;?;?
29522;0;?;41;?;1;0;0;0;?
33350;0;87580;?;997;1;0;0;0;?
39846;?;96570;241;503;1;0;0;?;0
43210;0;?;?;801;1;0;0;0;1015
?;0;69513;?;801;?;0;0;?;1015
50547;0;67280;0;?;1;?;0;?;0
56637;0;86101;233;696;1;0;0;0;0
59769;0;?;37;942;1;0;0;0;0
?;?;86768;41;313;1;0;0;0;0
66642;0;86768;41;?;1;0;0;0;0
66642;?;86768;41;313;1;0;0;0;0
69832;0;82824;?;-36;1;0;0;0;0
?;0;?;?;?;1;?;0;0;0
79054;0;72268;46;185;1;0;0;0;?
79054;?;72268;?;185;?;0;0;0;0
86246;0;?;43;323;1;0;0;0;?
89610;0;79518;22;794;1;0;?;0;-1015
95845;0;?;?;525;1;0;0;0;?
102718;0;81693;182;?;1;0;?;?;0
102718;0;81693;182;334;1;0;0;0;0
105937;0;95758;192;130;1;0;0;0;?
?;?;?;37;314;1;0;0;0;0
111766;0;91727;37;314;1;?;0;0;?
111766;?;91727;?;314;1;0;?;0;0
122177;0;101616;68;-4;1;?;0;0;0
?;0;104168;63;?;?;0;?;0;-1015
125367;?;104168;63;543;1;0;0;0;?
129282;0;88189;29;527;1;?;?;0;0
136880;0;83839;36;330;?;0;0;?;?
?;0;?;6;?;1;0;0;0;0
142738;0;88305;6;738;1;0;0;0;0
146421;0;85492;70;-36;1;0;0;?;0
152656;0;76328;39;122;1;0;?;0;0
156020;0;?;8;540;1;0;?;?;0
163067;?;84303;145;307;?;0;0;0;1015
163067;0;?;145;307;1;?;0;0;1015
166489;0;68092;-55;361;1;?;0;?;0
?;0;68092;-55;361;1;?;0;0;0
172405;0;78068;72;820;?;0;0;0;0
?;?;82882;169;306;1;?;0;0;1015
181946;0;65772;57;885;?;?;0;0;1015
181946;?;65772;?;885;1;0;0;0;?
?;0;70064;53;?;1;0;0;?;0
?;0;94453;?;?;1;0;?;0;0
197635;?;86710;?;?;?;0;0;0;1015
203870;?;67512;16;462;1;0;0;?;-1015
203870;?;67512;16;462;1;0;0;0;-1015
206741;0;67193;32;255;?;0;0;0;?
213237;?;87145;139;383;?;0;0;?;1015
213237;0;87145;?;383;1;0;0;?;1015
219298;0;93177;178;85;1;0;0;0;0
222749;0;76589;?;616;1;0;0;0;-1015
222749;?;76589;161;616;1;?;0;0;-1015
229303;0;?;64;?;1;0;?;0;-1015
232986;0;101645;51;334;1;0;?;0;0
238902;0;67744;120;?;1;0;0;0;0
245079;?;?;181;169;1;0;0;?;1015
245079;0;81461;181;169;1;?;0;?;?
249081;?;?;-3;285;?;0;0;?;-1015
254910;?;?;24;113;?;0;0;0;?
?;?;75284;118;638;1;0;0;0;-1015
264915;0;86391;94;183;1;0;0;?;1015
264915;0;86391;94;183;?;0;0;0;1015
268018;0;80852;34;118;1;0;0;0;?
268018;?;80852;34;118;1;0;0;0;?
274514;0;97121;?;?;1;0;0;0;?
277965;0;66816;?;1063;1;0;0;0;0
?;?;66816;32;?;1;0;?;0;0
284432;0;79692;89;?;1;0;0;0;0
291247;0;76705;92;175;1;0;0;0;0
294756;0;?;166;626;1;0;0;0;?
298584;0;75661;-1;51;1;0;0;0;1015
298584;0;75661;-1;51;1;0;0;?;1015
304848;0;63133;4;?;1;0;0;0;?
310996;0;75574;?;?;1;0;0;0;?
314679;0;67193;255;232;1;0;0;0;0
320682;0;88334;188;?;1;?;0;0;0
320682;?;?;188;309;1;0;0;0;0
320682;0;88334;188;309;1;0;?;0;0
327323;?;80852;29;23;?;?;0;?;-1015
330600;0;80823;?;262;1;?;0;0;?
336835;0;94453;51;?;1;?;0;0;-1015
339793;?;54926;193;-254;?;0;0;0;0
339793;?;?;?;-254;1;0;0;0;0
346434;?;69281;210;109;1;0;0;0;1015
352292;0;94250;86;486;1;0;0;0;?
355163;?;?;199;?;1;?;0;0;-1015
355163;0;87899;199;81;1;0;0;0;-1015
362210;0;?;139;844;1;0;?;0;?
365574;0;66497;186;?;0;1;1;0;-1015
371403;0;87957;115;912;0;1;?;0;1015
?;0;?;115;912;0;1;1;0;1015
377957;0;77749;169;852;0;1;1;0;1015
377957;0;77749;169;852;0;1;1;0;1015
381321;0;89407;56;?;?;1;1;0;0
?;0;75545;131;814;0;1;1;?;1015
?;0;21431;40;444;?;1;1;0;?
389992;?;0;66;319;0;1;?;0;?
389992;0;0;66;319;?;1;1;?;0
389992;0;0;72;301;0;1;1;?;0
389992;0;0;69;315;0;1;1;?;?
389992;0;0;70;?;?;1;1;1;0
389992;0;0;70;325;0;1;1;1;0
389992;?;?;68;321;0;1;1;?;?
?;?;0;?;305;0;1;1;1;0
389992;0;0;?;305;0;1;1;?;0
389992;?;0;?;305;0;1;1;1;0
?;0;0;71;305;?;?;1;?;0
389992;0;0;71;305;0;1;?;?;0
389992;?;0;?;?;?;1;1;1;0
389992;0;0;67;303;0;1;1;1;0
389992;0;?;70;333;0;1;1;1;0
389992;0;0;?;317;0;1;1;1;0
389992;0;0;69;317;0;1;?;1;0
389992;0;?;67;?;0;?;1;1;?
389992;0;0;74;309;?;?;1;1;?
389992;0;0;69;309;0;1;1;1;0
389992;0;?;69;309;?;1;1;?;0
389992;0;0;69;315;?;1;1;1;0
389992;0;0;67;321;0;?;1;1;0
389992;0;0;67;?;0;1;?;1;0
389992;?;0;-35;329;0;?;1;1;?
386077;0;-80156;-228;-382;0;1;1;?;?
?;0;?;-198;?;0;1;1;0;1015
382713;?;?;?;-194;0;1;1;0;?
?;0;-72471;-95;-144;0;1;1;0;0
369924;0;-81084;?;-745;?;?;1;0;?
?;0;?;-3;-1171;0;1;1;0;?
360412;0;-69600;-216;-698;0;1;1;?;?
?;0;-69600;?;-698;0;1;1;0;0
360412;0;-69600;?;-698;0;?;1;0;0
357193;0;-67164;?;-499;0;1;1;0;-1015
?;?;-80214;-182;-1172;?;1;1;0;-1015
346637;?;-91727;-26;?;1;0;?;0;-1015
340547;0;-77778;?;?;1;0;1;0;0
?;0;-77778;-122;-18;1;0;1;0;?
?;?;?;-112;?;?;0;?;0;0
330890;?;-92481;-32;?;1;0;1;0;-1015
324800;0;-76212;-173;-397;1;0;?;?;0
321349;0;?;-20;?;1;?;1;0;0
321349;0;-85492;-20;106;1;0;1;0;0
?;0;-85492;?;?;?;0;1;0;0
?;?;-65453;?;-500;?;0;?;0;-1015
308647;0;?;-169;-922;1;0;1;0;-1015
305341;0;-88653;-148;-653;1;0;1;0;0
299367;0;-93989;-29;13;1;0;1;0;1015
299367;0;-93989;?;13;?;0;?;0;1015
296003;0;-83346;-62;76;1;0;1;0;1015
?;?;-75168;-80;-399;?;0;1;0;0
283359;0;-71398;?;-647;?;0;1;?;0
279589;0;-68556;-31;-55;1;?;1;0;0
279589;0;-68556;-31;-55;1;0;1;?;0
273122;0;?;?;14;1;?;1;0;1015
270077;0;-89059;-210;?;?;0;1;0;?
270077;0;?;-210;?;1;0;?;0;0
263581;0;-83810;-25;?;1;0;?;0;-1015
?;?;-43529;-142;-263;1;0;1;0;0
260420;0;?;-142;?;1;?;?;0;0
260014;0;?;?;26;1;0;1;0;0
260014;0;0;0;?;1;0;0;0;0
260014;0;0;2;12;1;0;0;0;0
260014;0;0;3;17;1;0;0;?;?
260014;0;0;3;17;1;0;0;0;?
?;?;?;2;4;1;0;?;0;0
260014;0;?;1;?;1;0;0;0;0
?;0;?;1;?;1;0;0;0;?
260014;0;0;?;?;1;0;0;0;0
?;?;?;2;17;1;0;?;0;0
260014;0;?;6;3;1;0;0;?;?
?;0;0;6;3;1;0;0;?;0
?;0;0;2;?;1;0;0;0;0
?;0;0;?;17;1;0;0;0;0
260014;0;0;6;17;?;?;0;0;0
260014;0;0;2;15;1;0;0;0;0
260014;0;0;0;17;?;0;?;?;?
260014;0;0;0;25;1;?;0;0;0
260014;0;0;0;25;1;0;0;0;0
260014;0;0;?;10;1;0;?;?;0
?;0;0;3;8;1;0;?;0;0
260014;0;0;1;33;1;0;0;0;0
260014;0;?;1;17;1;0;0;?;0
260014;0;0;1;?;1;0;0;0;0
260014;0;0;?;22;1;0;0;0;0
260014;0;0;0;22;1;0;0;0;0
260014;0;0;2;?;1;0;0;?;0
260014;0;0;1;?;1;0;0;?;0
260014;0;0;4;?;1;0;?;0;0
260014;0;?;?;16;1;?;0;0;?
?;0;0;?;16;1;0;0;0;0
260014;0;0;2;7;?;0;0;0;0
260014;0;0;3;16;1;0;0;0;?
260014;0;0;0;14;1;0;0;?;0
260014;0;?;0;14;1;0;0;0;0
260014;0;0;1;19;1;?;0;0;?
260014;0;0;4;5;1;?;?;?;?
260014;?;?;2;13;1;?;?;0;0
?;0;0;2;?;1;0;0;0;0
260014;0;0;2;17;1;0;0;0;?
260014;0;?;2;17;1;0;0;0;0
260014;0;0;1;4;1;0;0;?;?
?;?;0;3;0;1;0;0;?;0
260014;0;0;3;13;1;?;0;?;0
260014;0;?;?;15;1;0;?;?;0
?;0;0;?;15;?;?;0;0;0
260014;0;0;3;?;1;0;0;?;0
260014;0;0;6;?;1;0;0;0;0
260014;0;?;3;?;1;0;0;?;?
260014;0;0;3;?;?;0;?;0;0
?;0;0;?;17;1;0;0;0;0
260014;0;0;5;17;?;?;?;0;0
260014;0;0;4;?;?;0;0;?;0
?;?;?;2;10;?;0;?;?;0
260014;0;0;2;10;1;0;0;0;?
260014;?;?;3;18;1;?;0;0;0
?;?;0;-1;11;?;0;0;0;0
260014;0;0;3;29;1;0;0;0;0
260014;0;0;1;30;1;0;0;0;0
?;0;0;5;17;1;0;0;0;0
260014;0;0;?;17;1;0;0;0;0
260014;?;?;0;18;1;0;0;0;0
260014;?;0;2;19;1;0;0;?;?
260014;0;0;3;?;1;0;0;?;0
260014;0;0;3;26;1;0;0;0;0
260014;0;0;2;?;?;0;0;0;0
260014;0;0;2;20;1;0;0;0;0
260014;0;0;?;22;1;?;0;0;0
260014;0;0;6;10;1;0;0;?;0
260014;0;?;2;13;1;0;0;0;0
260014;0;0;0;12;1;0;0;0;0
260014;0;0;?;12;?;?;0;?;?
260014;0;0;?;0;1;?;0;0;0
260014;?;0;2;17;1;0;?;0;0
?;0;0;2;20;?;0;0;0;0
?;0;?;3;17;1;0;0;0;0
260014;?;0;3;17;1;0;?;?;0
?;0;0;3;17;1;0;0;?;0
?;?;?;?;24;1;?;0;0;?
260014;0;0;?;-6;1;0;0;?;0
260014;0;0;4;15;1;0;0;0;0
260014;0;0;2;12;1;0;?;0;0
260014;?;0;2;12;1;0;0;0;0
?;0;0;?;13;1;0;0;0;?
?;?;0;2;10;?;0;0;0;0
260014;0;0;2;21;?;0;0;0;0
?;0;0;0;4;1;0;0;?;0
260014;0;0;0;4;1;0;0;0;0
260014;0;0;1;14;1;0;0;0;0
